"Year","Quarter","Predator","Predator.age","Prey","Prey.age","Prey.no","eatenW","Part.M2","tot.M2.prey"
1990,2,"Cod",5,"Sprat",2,3,1511.93603184,0.0036268,0.038554
1990,2,"Cod",6,"Sprat",2,3,2539.321328076,0.00609127,0.038554
1990,2,"Cod",8,"Sprat",2,3,4018.46150472,0.0096394,0.038554
1990,2,"Cod",5,"Sprat",3,3,263.0065528524,0.00335337,0.0368972
1990,2,"Cod",8,"Sprat",3,3,727.8242453272,0.00927986,0.0368972
1990,2,"Cod",4,"Sprat",3,3,221.3889660248,0.00282274,0.0368972
1990,2,"Cod",11,"Sprat",3,3,123.504539844,0.0015747,0.0368972
1990,2,"Cod",10,"Sprat",3,3,266.259850822,0.00339485,0.0368972
1990,2,"Cod",7,"Sprat",3,3,305.7833427656,0.00389878,0.0368972
1990,2,"Cod",6,"Sprat",3,3,447.8963077848,0.00571074,0.0368972
1990,2,"Cod",9,"Sprat",3,3,538.2051300388,0.00686219,0.0368972
1990,2,"Cod",5,"Sprat",4,3,456.9130258176,0.00289663,0.0339774
1990,2,"Cod",6,"Sprat",4,3,797.8165216512,0.00505781,0.0339774
1990,2,"Cod",10,"Sprat",4,3,526.6039231488,0.00333844,0.0339774
1990,2,"Cod",11,"Sprat",4,3,251.413133952,0.00159385,0.0339774
1990,2,"Cod",9,"Sprat",4,3,1037.3250540288,0.00657619,0.0339774
1990,2,"Cod",4,"Sprat",4,3,372.58074624,0.002362,0.0339774
1990,2,"Cod",7,"Sprat",4,3,557.0949723648,0.00353174,0.0339774
1990,2,"Cod",8,"Sprat",4,3,1359.8266574592,0.00862071,0.0339774
1990,2,"Cod",10,"Sprat",5,3,169.045925643,0.00327131,0.0314828
1990,2,"Cod",11,"Sprat",5,3,82.786414365,0.00160205,0.0314828
1990,2,"Cod",5,"Sprat",5,3,130.822222986,0.00253162,0.0314828
1990,2,"Cod",9,"Sprat",5,3,325.495480158,0.00629886,0.0314828
1990,2,"Cod",7,"Sprat",5,3,166.338139923,0.00321891,0.0314828
1990,2,"Cod",6,"Sprat",5,3,233.523264465,0.00451905,0.0314828
1990,2,"Cod",4,"Sprat",5,3,103.72782969,0.0020073,0.0314828
1990,2,"Cod",8,"Sprat",5,3,415.142824104,0.00803368,0.0314828
1990,2,"Cod",7,"Sprat",6,3,290.0964739878,0.00321891,0.0314828
1990,2,"Cod",11,"Sprat",6,3,144.380879289,0.00160205,0.0314828
1990,2,"Cod",8,"Sprat",6,3,724.0159684944,0.00803368,0.0314828
1990,2,"Cod",4,"Sprat",6,3,180.903054834,0.0020073,0.0314828
1990,2,"Cod",9,"Sprat",6,3,567.6695142588,0.00629886,0.0314828
1990,2,"Cod",5,"Sprat",6,3,228.1561259796,0.00253162,0.0314828
1990,2,"Cod",6,"Sprat",6,3,407.268445149,0.00451905,0.0314828
1990,2,"Cod",10,"Sprat",6,3,294.8188971798,0.00327131,0.0314828
1990,2,"Cod",11,"Sprat",7,3,102.324367608,0.00160304,0.030366
1990,2,"Cod",5,"Sprat",7,3,151.6450140795,0.00237571,0.030366
1990,2,"Cod",10,"Sprat",7,3,206.515166814,0.00323532,0.030366
1990,2,"Cod",8,"Sprat",7,3,495.6046122915,0.00776427,0.030366
1990,2,"Cod",9,"Sprat",7,3,393.5074846455,0.00616479,0.030366
1990,2,"Cod",7,"Sprat",7,3,196.561290501,0.00307938,0.030366
1990,2,"Cod",4,"Sprat",7,3,118.70096442,0.0018596,0.030366
1990,2,"Cod",6,"Sprat",7,3,273.4469103405,0.00428389,0.030366
1990,3,"Cod",11,"Herring",0,2,217.591432134472,0.00189002,0.0768984
1990,3,"Cod",6,"Herring",0,2,1631.37737736908,0.0141703,0.0768984
1990,3,"Cod",9,"Herring",0,2,1281.16249257788,0.0111283,0.0768984
1990,3,"Cod",7,"Herring",0,2,1075.55458028493,0.00934237,0.0768984
1990,3,"Cod",5,"Herring",0,2,762.647596731548,0.00662443,0.0768984
1990,3,"Cod",2,"Herring",0,2,44.0069985195764,0.000382249,0.0768984
1990,3,"Cod",10,"Herring",0,2,558.31183252438,0.00484955,0.0768984
1990,3,"Cod",8,"Herring",0,2,2100.98997978584,0.0182494,0.0768984
1990,3,"Cod",3,"Herring",0,2,282.674758456024,0.00245534,0.0768984
1990,3,"Cod",4,"Herring",0,2,898.734055218164,0.00780649,0.0768984
1990,3,"Cod",9,"Herring",1,2,2442.49041901763,0.00881007,0.0422381
1990,3,"Cod",6,"Herring",1,2,1667.88333239522,0.00601606,0.0422381
1990,3,"Cod",4,"Herring",1,2,583.564822163568,0.00210492,0.0422381
1990,3,"Cod",10,"Herring",1,2,1306.49188365461,0.00471252,0.0422381
1990,3,"Cod",8,"Herring",1,2,3122.89741476972,0.0112643,0.0422381
1990,3,"Cod",5,"Herring",1,2,637.102345113612,0.00229803,0.0422381
1990,3,"Cod",7,"Herring",1,2,1311.37959806406,0.00473015,0.0422381
1990,3,"Cod",11,"Herring",1,2,638.233478113644,0.00230211,0.0422381
1990,3,"Cod",8,"Herring",2,2,1690.7594007656,0.00586549,0.0221445
1990,3,"Cod",7,"Herring",2,2,610.0984038688,0.00211652,0.0221445
1990,3,"Cod",11,"Herring",2,2,581.3708667184,0.00201686,0.0221445
1990,3,"Cod",6,"Herring",2,2,678.1007447192,0.00235243,0.0221445
1990,3,"Cod",10,"Herring",2,2,1001.1284384464,0.00347306,0.0221445
1990,3,"Cod",5,"Herring",2,2,221.91748606016,0.000769864,0.0221445
1990,3,"Cod",9,"Herring",2,2,1599.9070511864,0.00555031,0.0221445
1990,3,"Cod",6,"Herring",3,2,247.9871929647,0.00193081,0.0194836
1990,3,"Cod",7,"Herring",3,2,228.6651502419,0.00178037,0.0194836
1990,3,"Cod",5,"Herring",3,2,78.90300765771,0.000614333,0.0194836
1990,3,"Cod",8,"Herring",3,2,651.4459326957,0.00507211,0.0194836
1990,3,"Cod",9,"Herring",3,2,638.2105132422,0.00496906,0.0194836
1990,3,"Cod",10,"Herring",3,2,410.9311968276,0.00319948,0.0194836
1990,3,"Cod",11,"Herring",3,2,246.2712763815,0.00191745,0.0194836
1990,3,"Cod",10,"Herring",4,2,498.4902813436,0.00339122,0.0213209
1990,3,"Cod",5,"Herring",4,2,105.82228312266,0.000719907,0.0213209
1990,3,"Cod",9,"Herring",4,2,789.8140332342,0.00537309,0.0213209
1990,3,"Cod",8,"Herring",4,2,825.9878802084,0.00561918,0.0213209
1990,3,"Cod",6,"Herring",4,2,326.1099719176,0.00221852,0.0213209
1990,3,"Cod",11,"Herring",4,2,292.239526878,0.0019881,0.0213209
1990,3,"Cod",7,"Herring",4,2,295.5821790792,0.00201084,0.0213209
1990,3,"Cod",5,"Herring",5,2,28.39633795674,0.000561705,0.0185112
1990,3,"Cod",9,"Herring",5,2,240.14736576324,0.00475033,0.0185112
1990,3,"Cod",8,"Herring",5,2,241.85608514964,0.00478413,0.0185112
1990,3,"Cod",6,"Herring",5,2,90.22645006128,0.00178476,0.0185112
1990,3,"Cod",7,"Herring",5,2,83.99114091576,0.00166142,0.0185112
1990,3,"Cod",10,"Herring",5,2,156.34630724076,0.00309267,0.0185112
1990,3,"Cod",11,"Herring",5,2,94.84808101704,0.00187618,0.0185112
1990,3,"Cod",7,"Herring",6,2,72.6463115888,0.0015212,0.0173411
1990,3,"Cod",5,"Herring",6,2,23.942098205932,0.000501343,0.0173411
1990,3,"Cod",11,"Herring",6,2,87.04424511556,0.00182269,0.0173411
1990,3,"Cod",8,"Herring",6,2,212.00478365016,0.00443934,0.0173411
1990,3,"Cod",9,"Herring",6,2,214.07357027784,0.00448266,0.0173411
1990,3,"Cod",6,"Herring",6,2,77.11769875292,0.00161483,0.0173411
1990,3,"Cod",10,"Herring",6,2,141.3121669122,0.00295905,0.0173411
1990,3,"Cod",10,"Herring",7,2,88.46507150325,0.00274695,0.0155802
1990,3,"Cod",8,"Herring",7,2,126.3943159245,0.0039247,0.0155802
1990,3,"Cod",7,"Herring",7,2,42.3970211808,0.00131648,0.0155802
1990,3,"Cod",9,"Herring",7,2,131.0923572543,0.00407058,0.0155802
1990,3,"Cod",5,"Herring",7,2,13.41563252562,0.000416572,0.0155802
1990,3,"Cod",6,"Herring",7,2,44.16152409045,0.00137127,0.0155802
1990,3,"Cod",11,"Herring",7,2,55.8328783428,0.00173368,0.0155802
1990,3,"Cod",10,"Herring",8,2,86.891389970316,0.0024979,0.0133155
1990,3,"Cod",8,"Herring",8,2,117.122316495638,0.00336696,0.0133155
1990,3,"Cod",6,"Herring",8,2,39.0032035270896,0.00112124,0.0133155
1990,3,"Cod",9,"Herring",8,2,125.418376223418,0.00360545,0.0133155
1990,3,"Cod",7,"Herring",8,2,38.300878708842,0.00110105,0.0133155
1990,3,"Cod",11,"Herring",8,2,56.4527923620348,0.00162287,0.0133155
1990,3,"Cod",7,"Sprat",0,3,1393.10891783007,0.00544051,0.0468237
1990,3,"Cod",2,"Sprat",0,3,147.71229231237,0.000576861,0.0468237
1990,3,"Cod",3,"Sprat",0,3,733.31090630874,0.0028638,0.0468237
1990,3,"Cod",6,"Sprat",0,3,2413.59869404711,0.00942583,0.0468237
1990,3,"Cod",9,"Sprat",0,3,1184.00853159789,0.00462391,0.0468237
1990,3,"Cod",10,"Sprat",0,3,441.999192616722,0.00172614,0.0468237
1990,3,"Cod",5,"Sprat",0,3,1314.25712633321,0.00513257,0.0468237
1990,3,"Cod",8,"Sprat",0,3,2343.17134867692,0.00915079,0.0468237
1990,3,"Cod",11,"Sprat",0,3,145.244620965175,0.000567224,0.0468237
1990,3,"Cod",4,"Sprat",0,3,1873.36124135449,0.00731604,0.0468237
1990,3,"Cod",6,"Sprat",1,3,2563.35926528603,0.00571178,0.0320999
1990,3,"Cod",3,"Sprat",1,3,385.124558982525,0.00085815,0.0320999
1990,3,"Cod",11,"Sprat",1,3,418.483171805143,0.000932481,0.0320999
1990,3,"Cod",7,"Sprat",1,3,1748.05216710558,0.00389508,0.0320999
1990,3,"Cod",8,"Sprat",1,3,3546.87534319292,0.00790329,0.0320999
1990,3,"Cod",9,"Sprat",1,3,2268.58852260596,0.00505496,0.0320999
1990,3,"Cod",5,"Sprat",1,3,1152.79765297909,0.00256871,0.0320999
1990,3,"Cod",10,"Sprat",1,3,1028.25093316457,0.00229119,0.0320999
1990,3,"Cod",4,"Sprat",1,3,1294.42062923978,0.00288428,0.0320999
1990,3,"Cod",7,"Sprat",2,3,1135.406117872,0.00297322,0.0249325
1990,3,"Cod",8,"Sprat",2,3,2504.704628192,0.00655892,0.0249325
1990,3,"Cod",6,"Sprat",2,3,1545.691592536,0.00404761,0.0249325
1990,3,"Cod",5,"Sprat",2,3,638.323683504,0.00167154,0.0249325
1990,3,"Cod",4,"Sprat",2,3,644.429906328,0.00168753,0.0249325
1990,3,"Cod",9,"Sprat",2,3,1779.47324048,0.0046598,0.0249325
1990,3,"Cod",11,"Sprat",2,3,393.719624376,0.00103101,0.0249325
1990,3,"Cod",10,"Sprat",2,3,879.42592504,0.0023029,0.0249325
1990,3,"Cod",8,"Sprat",3,3,452.9241306856,0.00631348,0.023903
1990,3,"Cod",7,"Sprat",3,3,202.487535411,0.00282255,0.023903
1990,3,"Cod",4,"Sprat",3,3,109.9683329458,0.00153289,0.023903
1990,3,"Cod",11,"Sprat",3,3,74.6654627838,0.00104079,0.023903
1990,3,"Cod",10,"Sprat",3,3,164.1587049494,0.00228827,0.023903
1990,3,"Cod",6,"Sprat",3,3,272.2804703724,0.00379542,0.023903
1990,3,"Cod",5,"Sprat",3,3,110.8650731958,0.00154539,0.023903
1990,3,"Cod",9,"Sprat",3,3,327.435734885,0.00456425,0.023903
1990,3,"Cod",4,"Sprat",4,3,189.582063309,0.00139911,0.0229547
1990,3,"Cod",11,"Sprat",4,3,142.011411276,0.00104804,0.0229547
1990,3,"Cod",6,"Sprat",4,3,483.495169542,0.00356818,0.0229547
1990,3,"Cod",9,"Sprat",4,3,605.53089072,0.0044688,0.0229547
1990,3,"Cod",5,"Sprat",4,3,194.290754334,0.00143386,0.0229547
1990,3,"Cod",10,"Sprat",4,3,307.661129007,0.00227053,0.0229547
1990,3,"Cod",8,"Sprat",4,3,824.1225558,0.006082,0.0229547
1990,3,"Cod",7,"Sprat",4,3,363.712844961,0.00268419,0.0229547
1990,3,"Cod",6,"Sprat",5,3,142.6471194744,0.00300518,0.0205085
1990,3,"Cod",4,"Sprat",5,3,51.72725043,0.00108975,0.0205085
1990,3,"Cod",9,"Sprat",5,3,198.8875398708,0.00419001,0.0205085
1990,3,"Cod",8,"Sprat",5,3,259.3278475056,0.00546332,0.0205085
1990,3,"Cod",10,"Sprat",5,3,104.681524878,0.00220535,0.0205085
1990,3,"Cod",5,"Sprat",5,3,55.3627540872,0.00116634,0.0205085
1990,3,"Cod",11,"Sprat",5,3,50.2358347764,0.00105833,0.0205085
1990,3,"Cod",7,"Sprat",5,3,110.6111125116,0.00233027,0.0205085
1990,3,"Cod",9,"Sprat",6,3,321.63132456,0.00437427,0.0220781
1990,3,"Cod",6,"Sprat",6,3,247.23937056,0.00336252,0.0220781
1990,3,"Cod",4,"Sprat",6,3,94.29892472,0.00128249,0.0220781
1990,3,"Cod",11,"Sprat",6,3,77.43674848,0.00105316,0.0220781
1990,3,"Cod",10,"Sprat",6,3,165.47035232,0.00225044,0.0220781
1990,3,"Cod",8,"Sprat",6,3,431.1461336,0.0058637,0.0220781
1990,3,"Cod",5,"Sprat",6,3,98.13708632,0.00133469,0.0220781
1990,3,"Cod",7,"Sprat",6,3,187.99491984,0.00255678,0.0220781
1990,3,"Cod",8,"Sprat",7,3,309.8451117362,0.00527962,0.0198029
1990,3,"Cod",9,"Sprat",7,3,240.6707330492,0.00410092,0.0198029
1990,3,"Cod",11,"Sprat",7,3,62.1413274086,0.00105886,0.0198029
1990,3,"Cod",10,"Sprat",7,3,128.0057587316,0.00218116,0.0198029
1990,3,"Cod",5,"Sprat",7,3,64.2294112244,0.00109444,0.0198029
1990,3,"Cod",4,"Sprat",7,3,59.244536595,0.0010095,0.0198029
1990,3,"Cod",7,"Sprat",7,3,130.8280170425,0.00222925,0.0198029
1990,3,"Cod",6,"Sprat",7,3,167.2086814116,0.00284916,0.0198029
1990,4,"Cod",10,"Herring",0,2,645.366358387168,0.00503648,0.0677955
1990,4,"Cod",5,"Herring",0,2,780.438299909719,0.00609059,0.0677955
1990,4,"Cod",8,"Herring",0,2,2184.31079409565,0.0170465,0.0677955
1990,4,"Cod",7,"Herring",0,2,1061.27917442469,0.00828229,0.0677955
1990,4,"Cod",11,"Herring",0,2,271.324037470563,0.00211743,0.0677955
1990,4,"Cod",4,"Herring",0,2,762.973039519889,0.00595429,0.0677955
1990,4,"Cod",3,"Herring",0,2,148.047233283917,0.00115537,0.0677955
1990,4,"Cod",6,"Herring",0,2,1471.5410881644,0.011484,0.0677955
1990,4,"Cod",9,"Herring",0,2,1361.93152295926,0.0106286,0.0677955
1990,4,"Cod",8,"Herring",1,2,2772.08489405184,0.0113837,0.0423931
1990,4,"Cod",9,"Herring",1,2,2101.07851060378,0.00862818,0.0423931
1990,4,"Cod",6,"Herring",1,2,1396.50135284736,0.0057348,0.0423931
1990,4,"Cod",7,"Herring",1,2,1155.81989192218,0.00474643,0.0423931
1990,4,"Cod",10,"Herring",1,2,1168.1416761961,0.00479703,0.0423931
1990,4,"Cod",11,"Herring",1,2,584.800161100032,0.00240151,0.0423931
1990,4,"Cod",4,"Herring",1,2,512.605706876928,0.00210504,0.0423931
1990,4,"Cod",5,"Herring",1,2,632.253641366016,0.00259638,0.0423931
1990,4,"Cod",5,"Herring",2,2,241.59202317,0.00112545,0.026563
1990,4,"Cod",11,"Herring",2,2,477.106948134,0.00222259,0.026563
1990,4,"Cod",10,"Herring",2,2,832.384284264,0.00387764,0.026563
1990,4,"Cod",7,"Herring",2,2,555.516756036,0.00258786,0.026563
1990,4,"Cod",9,"Herring",2,2,1322.738061444,0.00616194,0.026563
1990,4,"Cod",6,"Herring",2,2,603.25557165,0.00281025,0.026563
1990,4,"Cod",8,"Herring",2,2,1500.0622488,0.006988,0.026563
1990,4,"Cod",4,"Herring",2,2,169.4231010378,0.000789253,0.026563
1990,4,"Cod",6,"Herring",3,2,218.3307780564,0.00224316,0.0223129
1990,4,"Cod",8,"Herring",3,2,577.9843952391,0.00593829,0.0223129
1990,4,"Cod",11,"Herring",3,2,206.0533460658,0.00211702,0.0223129
1990,4,"Cod",9,"Herring",3,2,531.5561580912,0.00546128,0.0223129
1990,4,"Cod",7,"Herring",3,2,207.1055027157,0.00212783,0.0223129
1990,4,"Cod",10,"Herring",3,2,346.2198835269,0.00355711,0.0223129
1990,4,"Cod",5,"Herring",3,2,84.50696402244,0.000868236,0.0223129
1990,4,"Cod",8,"Herring",4,2,708.4406448,0.006988,0.026563
1990,4,"Cod",6,"Herring",4,2,284.9020209,0.00281025,0.026563
1990,4,"Cod",11,"Herring",4,2,225.325285164,0.00222259,0.026563
1990,4,"Cod",5,"Herring",4,2,114.09767082,0.00112545,0.026563
1990,4,"Cod",9,"Herring",4,2,624.695012424,0.00616194,0.026563
1990,4,"Cod",4,"Herring",4,2,80.0141534388,0.000789253,0.026563
1990,4,"Cod",10,"Herring",4,2,393.113592144,0.00387764,0.026563
1990,4,"Cod",7,"Herring",4,2,262.356211656,0.00258786,0.026563
1990,4,"Cod",8,"Herring",5,2,207.5616465192,0.00473735,0.0183112
1990,4,"Cod",5,"Herring",5,2,26.809138696464,0.000611887,0.0183112
1990,4,"Cod",10,"Herring",5,2,137.14223888592,0.00313011,0.0183112
1990,4,"Cod",9,"Herring",5,2,201.46538436912,0.00459821,0.0183112
1990,4,"Cod",6,"Herring",5,2,72.35773333056,0.00165148,0.0183112
1990,4,"Cod",7,"Herring",5,2,71.29743762816,0.00162728,0.0183112
1990,4,"Cod",11,"Herring",5,2,85.65305278896,0.00195493,0.0183112
1990,4,"Cod",5,"Herring",6,2,23.34557193507,0.000594378,0.0180107
1990,4,"Cod",6,"Herring",6,2,63.2317638722,0.00160988,0.0180107
1990,4,"Cod",8,"Herring",6,2,182.5601745737,0.00464798,0.0180107
1990,4,"Cod",7,"Herring",6,2,62.4964925354,0.00159116,0.0180107
1990,4,"Cod",9,"Herring",6,2,177.9694419965,0.0045311,0.0180107
1990,4,"Cod",10,"Herring",6,2,121.5797863973,0.00309542,0.0180107
1990,4,"Cod",11,"Herring",6,2,76.22902017885,0.00194079,0.0180107
1990,4,"Cod",6,"Herring",7,2,34.7988546228,0.0011877,0.0143517
1990,4,"Cod",11,"Herring",7,2,51.80830739936,0.00176824,0.0143517
1990,4,"Cod",7,"Herring",7,2,35.63417949044,0.00121621,0.0143517
1990,4,"Cod",10,"Herring",7,2,79.00104712776,0.00269634,0.0143517
1990,4,"Cod",8,"Herring",7,2,108.27023278284,0.00369531,0.0143517
1990,4,"Cod",9,"Herring",7,2,110.9845258638,0.00378795,0.0143517
1990,4,"Cod",11,"Herring",8,2,49.24637014401,0.0017571,0.0141745
1990,4,"Cod",7,"Herring",8,2,33.505244808126,0.00119546,0.0141745
1990,4,"Cod",8,"Herring",8,2,102.050216676603,0.00364113,0.0141745
1990,4,"Cod",6,"Herring",8,2,32.647896641997,0.00116487,0.0141745
1990,4,"Cod",10,"Herring",8,2,74.885256345159,0.00267189,0.0141745
1990,4,"Cod",9,"Herring",8,2,104.935043310786,0.00374406,0.0141745
1990,4,"Cod",4,"Sprat",0,3,1343.99590068459,0.00452852,0.0328484
1990,4,"Cod",11,"Sprat",0,3,161.759290389184,0.000545039,0.0328484
1990,4,"Cod",5,"Sprat",0,3,1155.27638231494,0.00389264,0.0328484
1990,4,"Cod",6,"Sprat",0,3,1880.41365102562,0.00633595,0.0328484
1990,4,"Cod",8,"Sprat",0,3,2130.50233025656,0.00717861,0.0328484
1990,4,"Cod",3,"Sprat",0,3,323.195678916404,0.00108899,0.0328484
1990,4,"Cod",7,"Sprat",0,3,1193.27670805573,0.00402068,0.0328484
1990,4,"Cod",10,"Sprat",0,3,452.546365974068,0.00152483,0.0328484
1990,4,"Cod",9,"Sprat",0,3,1107.93327108275,0.00373312,0.0328484
1990,4,"Cod",10,"Sprat",1,3,957.51597600197,0.00185255,0.0221339
1990,4,"Cod",5,"Sprat",1,3,934.691271945266,0.00180839,0.0221339
1990,4,"Cod",4,"Sprat",1,3,869.333848304636,0.00168194,0.0221339
1990,4,"Cod",6,"Sprat",1,3,1838.26734497265,0.00355658,0.0221339
1990,4,"Cod",9,"Sprat",1,3,1936.44561797018,0.00374653,0.0221339
1990,4,"Cod",3,"Sprat",1,3,158.626007692629,0.000306901,0.0221339
1990,4,"Cod",7,"Sprat",1,3,1375.2917921703,0.00266084,0.0221339
1990,4,"Cod",11,"Sprat",1,3,421.724655366542,0.00081593,0.0221339
1990,4,"Cod",8,"Sprat",1,3,2948.32532523764,0.00570426,0.0221339
1990,4,"Cod",11,"Sprat",2,3,352.659615372,0.000864168,0.0178439
1990,4,"Cod",4,"Sprat",2,3,431.62205589,0.00105766,0.0178439
1990,4,"Cod",6,"Sprat",2,3,1065.147381405,0.00261007,0.0178439
1990,4,"Cod",7,"Sprat",2,3,847.49177988,0.00207672,0.0178439
1990,4,"Cod",8,"Sprat",2,3,1945.48644612,0.00476728,0.0178439
1990,4,"Cod",5,"Sprat",2,3,504.58881609,0.00123646,0.0178439
1990,4,"Cod",10,"Sprat",2,3,740.559564135,0.00181469,0.0178439
1990,4,"Cod",9,"Sprat",2,3,1394.379279945,0.00341683,0.0178439
1990,4,"Cod",5,"Sprat",3,3,87.240322352,0.00115085,0.0171663
1990,4,"Cod",11,"Sprat",3,3,65.82492112128,0.000868344,0.0171663
1990,4,"Cod",8,"Sprat",3,3,348.3866865984,0.00459582,0.0171663
1990,4,"Cod",4,"Sprat",3,3,73.5400630144,0.00097012,0.0171663
1990,4,"Cod",6,"Sprat",3,3,186.4517892544,0.00245962,0.0171663
1990,4,"Cod",9,"Sprat",3,3,253.5423526592,0.00334466,0.0171663
1990,4,"Cod",10,"Sprat",3,3,136.3514273952,0.00179871,0.0171663
1990,4,"Cod",7,"Sprat",3,3,149.9584464352,0.00197821,0.0171663
1990,4,"Cod",8,"Sprat",4,3,629.9746226361,0.00443409,0.0165377
1990,4,"Cod",6,"Sprat",4,3,330.026691141,0.0023229,0.0165377
1990,4,"Cod",5,"Sprat",4,3,152.6329047999,0.00107431,0.0165377
1990,4,"Cod",7,"Sprat",4,3,268.1315910525,0.00188725,0.0165377
1990,4,"Cod",4,"Sprat",4,3,126.90562713612,0.000893228,0.0165377
1990,4,"Cod",11,"Sprat",4,3,123.75439720392,0.000871048,0.0165377
1990,4,"Cod",10,"Sprat",4,3,253.078714077,0.0017813,0.0165377
1990,4,"Cod",9,"Sprat",4,3,465.097669344,0.0032736,0.0165377
1990,4,"Cod",9,"Sprat",5,3,135.940299264,0.0032736,0.0165377
1990,4,"Cod",4,"Sprat",5,3,37.09240030272,0.000893228,0.0165377
1990,4,"Cod",5,"Sprat",5,3,44.6120548944,0.00107431,0.0165377
1990,4,"Cod",6,"Sprat",5,3,96.461302896,0.0023229,0.0165377
1990,4,"Cod",11,"Sprat",5,3,36.17134829952,0.000871048,0.0165377
1990,4,"Cod",10,"Sprat",5,3,73.970691312,0.0017813,0.0165377
1990,4,"Cod",8,"Sprat",5,3,184.1310855216,0.00443409,0.0165377
1990,4,"Cod",7,"Sprat",5,3,78.37039644,0.00188725,0.0165377
1990,4,"Cod",6,"Sprat",6,3,167.965763085,0.0023229,0.0165377
1990,4,"Cod",8,"Sprat",6,3,320.6230618785,0.00443409,0.0165377
1990,4,"Cod",4,"Sprat",6,3,64.5881108222,0.000893228,0.0165377
1990,4,"Cod",5,"Sprat",6,3,77.6819057815,0.00107431,0.0165377
1990,4,"Cod",9,"Sprat",6,3,236.70959664,0.0032736,0.0165377
1990,4,"Cod",7,"Sprat",6,3,136.4644997125,0.00188725,0.0165377
1990,4,"Cod",10,"Sprat",6,3,128.803398245,0.0017813,0.0165377
1990,4,"Cod",11,"Sprat",6,3,62.9843049652,0.000871048,0.0165377
1990,4,"Cod",4,"Sprat",7,3,41.62027196145,0.000764915,0.015407
1990,4,"Cod",9,"Sprat",7,3,170.6305187496,0.00313592,0.015407
1990,4,"Cod",10,"Sprat",7,3,94.8699416028,0.00174356,0.015407
1990,4,"Cod",7,"Sprat",7,3,93.8567970522,0.00172494,0.015407
1990,4,"Cod",11,"Sprat",7,3,47.49618388515,0.000872905,0.015407
1990,4,"Cod",8,"Sprat",7,3,225.1123397523,0.00413721,0.015407
1990,4,"Cod",6,"Sprat",7,3,113.3971016178,0.00208406,0.015407
1990,4,"Cod",5,"Sprat",7,3,51.337372905,0.0009435,0.015407
1991,1,"Cod",3,"Herring",1,2,400.525645422016,0.00285617,0.0535904
1991,1,"Cod",4,"Herring",1,2,711.42358625536,0.0050732,0.0535904
1991,1,"Cod",11,"Herring",1,2,236.586345227328,0.00168711,0.0535904
1991,1,"Cod",7,"Herring",1,2,828.065530309504,0.00590498,0.0535904
1991,1,"Cod",8,"Herring",1,2,1733.34825756288,0.0123606,0.0535904
1991,1,"Cod",9,"Herring",1,2,1050.33141180026,0.00748997,0.0535904
1991,1,"Cod",6,"Herring",1,2,1222.2218507911,0.00871573,0.0535904
1991,1,"Cod",5,"Herring",1,2,816.234179688128,0.00582061,0.0535904
1991,1,"Cod",10,"Herring",1,2,516.330406079104,0.00368198,0.0535904
1991,1,"Cod",11,"Herring",2,2,418.2094794,0.00181865,0.0329778
1991,1,"Cod",9,"Herring",2,2,1401.33346752,0.00609392,0.0329778
1991,1,"Cod",8,"Herring",2,2,1962.06737616,0.00853236,0.0329778
1991,1,"Cod",7,"Herring",2,2,824.63601336,0.00358606,0.0329778
1991,1,"Cod",5,"Herring",2,2,634.12436604,0.00275759,0.0329778
1991,1,"Cod",4,"Herring",2,2,471.92950056,0.00205226,0.0329778
1991,1,"Cod",6,"Herring",2,2,1082.56156164,0.00470769,0.0329778
1991,1,"Cod",10,"Herring",2,2,788.58581124,0.00342929,0.0329778
1991,1,"Cod",8,"Herring",3,2,1014.262240738,0.00615338,0.0236724
1991,1,"Cod",10,"Herring",3,2,492.543656519,0.00298819,0.0236724
1991,1,"Cod",11,"Herring",3,2,286.473065499,0.00173799,0.0236724
1991,1,"Cod",4,"Herring",3,2,174.080365212,0.00105612,0.0236724
1991,1,"Cod",7,"Herring",3,2,393.157699423,0.00238523,0.0236724
1991,1,"Cod",9,"Herring",3,2,803.642338958,0.00487558,0.0236724
1991,1,"Cod",5,"Herring",3,2,258.448651897,0.00156797,0.0236724
1991,1,"Cod",6,"Herring",3,2,479.307799489,0.00290789,0.0236724
1991,1,"Cod",7,"Herring",4,2,145.408291328,0.00182048,0.018411
1991,1,"Cod",9,"Herring",4,2,330.933896992,0.00414322,0.018411
1991,1,"Cod",11,"Herring",4,2,130.810592192,0.00163772,0.018411
1991,1,"Cod",8,"Herring",4,2,393.19377072,0.0049227,0.018411
1991,1,"Cod",5,"Herring",4,2,87.254719376,0.00109241,0.018411
1991,1,"Cod",6,"Herring",4,2,169.802487504,0.00212589,0.018411
1991,1,"Cod",10,"Herring",4,2,213.149890224,0.00266859,0.018411
1991,1,"Cod",6,"Herring",5,2,214.1491863608,0.00260314,0.0219436
1991,1,"Cod",5,"Herring",5,2,113.4740435392,0.00137936,0.0219436
1991,1,"Cod",8,"Herring",5,2,468.1997148932,0.00569131,0.0219436
1991,1,"Cod",10,"Herring",5,2,236.6151318356,0.00287623,0.0219436
1991,1,"Cod",9,"Herring",5,2,379.1808019384,0.00460922,0.0219436
1991,1,"Cod",4,"Herring",5,2,74.84066290996,0.000909743,0.0219436
