"Predator","Quarter","Year","Predator.length.class","Prey","Quarter.no","SMS.area","Predator.no","Size.model","Predator.length","Predator.length.mean","Predator.weight","Predator.size","Predator.available.food","Diri.p","Diri.sum.p","Diri.like","multinom.like","Prey.no","Prey.length.class","Prey.length.mean","Prey.weight","Prey.size","Prey.number.obs","Prey.number.prob","Obj.N.contrib","avail.prey.number.sum","N.haul","N.samples","stomcon","stomcon.hat","Residual","L.N.bar","Prey.avail","Prey.avail.part","Suit","Stom.var","obj.contrib","stom.input","stom.used.all","stom.used.like","stom.used.avail","stom.type","stan.residual","Area","Pred.avail","stomcon.hat.part","Residual.part","year.range","year"
"Cod","Q1",1991,22,"Whiting",1,1,16,0,600,639,2.12237,2.12237,1764220,0,59.6948,-14.5466,0,17,18,317,0.20296,0.20296,0,0,0,0,128,128,0,0,0,189383,0,35761.1,0.930378,0,0,0.0427867,1,0,1,1,NA,1,1764221.64,0.0202701855533299,0.0225165144466701,"1982-93","Y1991"
"Cod","Q1",1991,22,"Haddock",1,1,16,0,600,639,2.12237,2.12237,1764220,2.46769,59.6948,-14.5466,0,18,14,130,0.01494,0.01494,0,0,0,0,128,128,0.0194209,0.0413384,-0.0219174,459236,72930,11264.9,1.64188,0.00065293,0,0.0105001,1,1,1,1,-0.857740115482607,1,1764221.64,0.00638519545650738,0.00411490454349262,"1982-93","Y1991"
"Cod","Q1",1991,22,"Haddock",1,1,16,0,600,639,2.12237,2.12237,1764220,0,59.6948,-14.5466,0,18,15,167,0.0275,0.0275,0,0,0,0,128,128,0,0,0,981336,0,44309.1,1.64188,0,0,0.00450792,1,0,1,1,NA,1,1764221.64,0.0251153817612168,-0.0206074617612168,"1982-93","Y1991"
"Cod","Q1",1991,22,"Haddock",1,1,16,0,600,639,2.12237,2.12237,1764220,0,59.6948,-14.5466,0,18,16,217,0.06038,0.06038,0,0,0,0,128,128,0,0,0,175071,0,17356,1.64188,0,0,0.00441291,1,0,1,1,NA,1,1764221.64,0.00983776618906001,-0.00542485618906001,"1982-93","Y1991"
"Cod","Q1",1991,22,"Herring",1,1,16,0,600,639,2.12237,2.12237,1764220,6.95671,59.6948,-14.5466,0,21,13,107,0.01002,0.01002,0,0,0,0,128,128,0.131778,0.116538,0.0152401,848037,205599,1870.28,0.220103,0.0016963,0,0.00200483,1,1,1,1,0.370029616543883,1,1764221.64,0.00106011623346826,0.000944713766531738,"1982-93","Y1991"
"Cod","Q1",1991,22,"Herring",1,1,16,0,600,639,2.12237,2.12237,1764220,0,59.6948,-14.5466,0,21,14,130,0.01634,0.01634,0,0,0,0,128,128,0,0,0,3534780,0,12712.7,0.220103,0,0,0.0100808,1,0,1,1,NA,1,1764221.64,0.00720584064482964,0.00287495935517036,"1982-93","Y1991"
"Cod","Q1",1991,22,"Herring",1,1,16,0,600,639,2.12237,2.12237,1764220,0,59.6948,-14.5466,0,21,15,167,0.0297,0.0297,0,0,0,0,128,128,0,0,0,3053700,0,19962.2,0.220103,0,0,0.0130101,1,0,1,1,NA,1,1764221.64,0.0113150182195929,0.00169508178040714,"1982-93","Y1991"
"Cod","Q1",1991,22,"Herring",1,1,16,0,600,639,2.12237,2.12237,1764220,0,59.6948,-14.5466,0,21,16,217,0.06418,0.06418,0,0,0,0,128,128,0,0,0,4129480,0,58333.8,0.220103,0,0,0.0910733,1,0,1,1,NA,1,1764221.64,0.0330648931389369,0.0580084068610631,"1982-93","Y1991"
"Cod","Q1",1991,22,"Herring",1,1,16,0,600,639,2.12237,2.12237,1764220,0,59.6948,-14.5466,0,21,17,267,0.11669,0.11669,0,0,0,0,128,128,0,0,0,4388750,0,112720,0.220103,0,0,0.015609,1,0,1,1,NA,1,1764221.64,0.0638921989416251,-0.0482831989416251,"1982-93","Y1991"
"Cod","Q1",1991,22,"Nor. pout",1,1,16,0,600,639,2.12237,2.12237,1764220,5.13617,59.6948,-14.5466,0,24,12,87,0.00423,0.00423,0,0,0,0,128,128,0.0566446,0.0860404,-0.0293958,5833960,151794,10211.4,0.413792,0.00129562,0,0.00164814,1,1,1,1,-0.816669736593953,1,1764221.64,0.00578804826359572,-0.00413990826359572,"1982-93","Y1991"
"Cod","Q1",1991,22,"Nor. pout",1,1,16,0,600,639,2.12237,2.12237,1764220,0,59.6948,-14.5466,0,24,13,107,0.00784,0.00784,0,0,0,0,128,128,0,0,0,22682600,0,73585.4,0.413792,0,0,0.0160828,1,0,1,1,NA,1,1764221.64,0.0417098386799065,-0.0256270386799065,"1982-93","Y1991"
"Cod","Q1",1991,22,"Nor. pout",1,1,16,0,600,639,2.12237,2.12237,1764220,0,59.6948,-14.5466,0,24,14,130,0.01297,0.01297,0,0,0,0,128,128,0,0,0,6925460,0,37168.2,0.413792,0,0,0.0293377,1,0,1,1,NA,1,1764221.64,0.0210677610779108,0.00826993892208918,"1982-93","Y1991"
"Cod","Q1",1991,22,"Nor. pout",1,1,16,0,600,639,2.12237,2.12237,1764220,0,59.6948,-14.5466,0,24,15,167,0.02404,0.02404,0,0,0,0,128,128,0,0,0,3099190,0,30829.4,0.413792,0,0,0.00957594,1,0,1,1,NA,1,1764221.64,0.0174747884851928,-0.00789884848519283,"1982-93","Y1991"
"Cod","Q1",1991,22,"Sprat",1,1,16,0,600,639,2.12237,2.12237,1764220,0.941483,59.6948,-14.5466,0,25,12,87,0.00444,0.00444,0,0,0,0,128,128,0.00259832,0.0157716,-0.0131733,12350000,27824.6,18978.9,0.346115,0.000255753,0,0.00102702,1,1,1,1,-0.823728730658556,1,1764221.64,0.0107576619454685,-0.00973064194546849,"1982-93","Y1991"
"Cod","Q1",1991,22,"Sprat",1,1,16,0,600,639,2.12237,2.12237,1764220,0,59.6948,-14.5466,0,25,13,107,0.00837,0.00837,0,0,0,0,128,128,0,0,0,1979400,0,5734.29,0.346115,0,0,1e-06,1,0,1,2,NA,1,1764221.64,0.00325032290160549,-0.00324932290160549,"1982-93","Y1991"
"Cod","Q1",1991,22,"Sprat",1,1,16,0,600,639,2.12237,2.12237,1764220,0,59.6948,-14.5466,0,25,14,130,0.01404,0.01404,0,0,0,0,128,128,0,0,0,640272,0,3111.37,0.346115,0,0,0.0015703,1,0,1,1,NA,1,1764221.64,0.00176359360380593,-0.000193293603805926,"1982-93","Y1991"
"Cod","Q1",1991,23,"Other",1,1,16,0,700,739,3.21535,3.21535,1675290,24.3108,40.7277,-12.6731,0,0,0,-1,-1,-1,0,0,0,0,88,88,0.667732,0.596912,0.0708205,-1,1e+06,1e+06,1,0.00576615,0,0.667732,1,1,1,1,0.932644257774478,1,1675290.197,0.596911509295962,0.0708204907040376,"1982-93","Y1991"
"Cod","Q1",1991,23,"Whiting",1,1,16,0,700,739,3.21535,3.21535,1675290,5.82377,40.7277,-12.6731,0,17,13,107,0.01087,0.01087,0,0,0,0,88,88,0.15629,0.142993,0.0132972,112180,239555,1134.5,0.930378,0.0029368,0,0.00161657,1,1,1,1,0.245370877008904,1,1675290.197,0.000677196107296269,0.000939373892703731,"1982-93","Y1991"
"Cod","Q1",1991,23,"Whiting",1,1,16,0,700,739,3.21535,3.21535,1675290,0,40.7277,-12.6731,0,17,14,130,0.01767,0.01767,0,0,0,0,88,88,0,0,0,929673,0,15283.6,0.930378,0,0,0.0110698,1,0,1,1,NA,1,1675290.197,0.00912295674347577,0.00194684325652423,"1982-93","Y1991"
"Cod","Q1",1991,23,"Whiting",1,1,16,0,700,739,3.21535,3.21535,1675290,0,40.7277,-12.6731,0,17,15,167,0.03202,0.03202,0,0,0,0,88,88,0,0,0,1531540,0,45625.5,0.930378,0,0,0.0181247,1,0,1,1,NA,1,1675290.197,0.0272343860673829,-0.00910968606738293,"1982-93","Y1991"
"Cod","Q1",1991,23,"Whiting",1,1,16,0,700,739,3.21535,3.21535,1675290,0,40.7277,-12.6731,0,17,16,217,0.0689,0.0689,0,0,0,0,88,88,0,0,0,862426,0,55284.1,0.930378,0,0,0.0520377,1,0,1,1,NA,1,1675290.197,0.0329997155710689,0.0190379844289311,"1982-93","Y1991"
"Cod","Q1",1991,23,"Whiting",1,1,16,0,700,739,3.21535,3.21535,1675290,0,40.7277,-12.6731,0,17,17,267,0.12487,0.12487,0,0,0,0,88,88,0,0,0,744264,0,86465.8,0.930378,0,0,0.047232,1,0,1,1,NA,1,1675290.197,0.0516124311804828,-0.00438043118048282,"1982-93","Y1991"
"Cod","Q1",1991,23,"Whiting",1,1,16,0,700,739,3.21535,3.21535,1675290,0,40.7277,-12.6731,0,17,18,317,0.20296,0.20296,0,0,0,0,88,88,0,0,0,189383,0,35761.1,0.930378,0,0,0.0262094,1,0,1,1,NA,1,1675290.197,0.0213462121750838,0.00486318782491616,"1982-93","Y1991"
"Cod","Q1",1991,23,"Haddock",1,1,16,0,700,739,3.21535,3.21535,1675290,1.77299,40.7277,-12.6731,0,18,14,130,0.01494,0.01494,0,0,0,0,88,88,0.0205959,0.0435328,-0.0229368,459236,72930,11264.9,1.64188,0.000997843,0,0.00148926,1,1,1,1,-0.726108833481659,1,1675290.197,0.00672414846106809,-0.00523488846106809,"1982-93","Y1991"
"Cod","Q1",1991,23,"Haddock",1,1,16,0,700,739,3.21535,3.21535,1675290,0,40.7277,-12.6731,0,18,15,167,0.0275,0.0275,0,0,0,0,88,88,0,0,0,981336,0,44309.1,1.64188,0,0,0.0190072,1,0,1,1,NA,1,1675290.197,0.0264486117565457,-0.00744141175654572,"1982-93","Y1991"
"Cod","Q1",1991,23,"Haddock",1,1,16,0,700,739,3.21535,3.21535,1675290,0,40.7277,-12.6731,0,18,16,217,0.06038,0.06038,0,0,0,0,88,88,0,0,0,175071,0,17356,1.64188,0,0,9.943e-05,1,0,1,1,NA,1,1675290.197,0.0103599961553407,-0.0102605661553407,"1982-93","Y1991"
"Cod","Q1",1991,23,"Herring",1,1,16,0,700,739,3.21535,3.21535,1675290,5.00575,40.7277,-12.6731,0,21,12,87,0.00551,0.00551,0,0,0,0,88,88,0.0981966,0.122908,-0.0247111,253509,205906,307.447,0.220103,0.00258345,0,0.00013718,1,1,1,1,-0.486174356312543,1,1675290.197,0.000183518652798516,-4.63386527985157e-05,"1982-93","Y1991"
"Cod","Q1",1991,23,"Herring",1,1,16,0,700,739,3.21535,3.21535,1675290,0,40.7277,-12.6731,0,21,13,107,0.01002,0.01002,0,0,0,0,88,88,0,0,0,848037,0,1870.28,0.220103,0,0,5.87e-05,1,0,1,1,NA,1,1675290.197,0.00111639165760605,-0.00105769165760605,"1982-93","Y1991"
"Cod","Q1",1991,23,"Herring",1,1,16,0,700,739,3.21535,3.21535,1675290,0,40.7277,-12.6731,0,21,14,130,0.01634,0.01634,0,0,0,0,88,88,0,0,0,3534780,0,12712.7,0.220103,0,0,0.00037132,1,0,1,1,NA,1,1675290.197,0.00758835694422678,-0.00721703694422678,"1982-93","Y1991"
"Cod","Q1",1991,23,"Herring",1,1,16,0,700,739,3.21535,3.21535,1675290,0,40.7277,-12.6731,0,21,15,167,0.0297,0.0297,0,0,0,0,88,88,0,0,0,3053700,0,19962.2,0.220103,0,0,0.0574364,1,0,1,1,NA,1,1675290.197,0.0119156669308679,0.0455207330691321,"1982-93","Y1991"
"Cod","Q1",1991,23,"Herring",1,1,16,0,700,739,3.21535,3.21535,1675290,0,40.7277,-12.6731,0,21,16,217,0.06418,0.06418,0,0,0,0,88,88,0,0,0,4129480,0,58333.8,0.220103,0,0,0.0268706,1,0,1,1,NA,1,1675290.197,0.0348201166009688,-0.00794951660096881,"1982-93","Y1991"
"Cod","Q1",1991,23,"Herring",1,1,16,0,700,739,3.21535,3.21535,1675290,0,40.7277,-12.6731,0,21,17,267,0.11669,0.11669,0,0,0,0,88,88,0,0,0,4388750,0,112720,0.220103,0,0,0.0133225,1,0,1,1,NA,1,1675290.197,0.0672838653278409,-0.0539613653278409,"1982-93","Y1991"
"Cod","Q1",1991,23,"Nor. pout",1,1,16,0,700,739,3.21535,3.21535,1675290,2.94076,40.7277,-12.6731,0,24,12,87,0.00423,0.00423,0,0,0,0,88,88,0.0521869,0.0722054,-0.0200185,5833960,120965,10211.4,0.413792,0.00160545,0,0.00050823,1,1,1,1,-0.499612321130551,1,1675290.197,0.00609530218602479,-0.00558707218602479,"1982-93","Y1991"
"Cod","Q1",1991,23,"Nor. pout",1,1,16,0,700,739,3.21535,3.21535,1675290,0,40.7277,-12.6731,0,24,13,107,0.00784,0.00784,0,0,0,0,88,88,0,0,0,22682600,0,73585.4,0.413792,0,0,0.00417028,1,0,1,1,NA,1,1675290.197,0.0439239721761471,-0.0397536921761471,"1982-93","Y1991"
"Cod","Q1",1991,23,"Nor. pout",1,1,16,0,700,739,3.21535,3.21535,1675290,0,40.7277,-12.6731,0,24,14,130,0.01297,0.01297,0,0,0,0,88,88,0,0,0,6925460,0,37168.2,0.413792,0,0,0.0475084,1,0,1,1,NA,1,1675290.197,0.0221861263598142,0.0253222736401858,"1982-93","Y1991"
"Cod","Q1",1991,23,"Sprat",1,1,16,0,700,739,3.21535,3.21535,1675290,0.873591,40.7277,-12.6731,0,25,11,73,0.00304,0.00304,0,0,0,0,88,88,0.00499835,0.0214496,-0.0164512,7707360,35934.2,8109.61,0.346115,0.000503011,0,0.00010424,1,1,1,1,-0.733514732461856,1,1675290.197,0.00484071954490163,-0.00473647954490163,"1982-93","Y1991"
"Cod","Q1",1991,23,"Sprat",1,1,16,0,700,739,3.21535,3.21535,1675290,0,40.7277,-12.6731,0,25,12,87,0.00444,0.00444,0,0,0,0,88,88,0,0,0,12350000,0,18978.9,0.346115,0,0,0.00341893,1,0,1,1,NA,1,1675290.197,0.0113287238437771,-0.00790979384377714,"1982-93","Y1991"
"Cod","Q1",1991,23,"Sprat",1,1,16,0,700,739,3.21535,3.21535,1675290,0,40.7277,-12.6731,0,25,13,107,0.00837,0.00837,0,0,0,0,88,88,0,0,0,1979400,0,5734.29,0.346115,0,0,0.00013303,1,0,1,1,NA,1,1675290.197,0.00342286369864074,-0.00328983369864074,"1982-93","Y1991"
"Cod","Q1",1991,23,"Sprat",1,1,16,0,700,739,3.21535,3.21535,1675290,0,40.7277,-12.6731,0,25,14,130,0.01404,0.01404,0,0,0,0,88,88,0,0,0,640272,0,3111.37,0.346115,0,0,0.00134215,1,0,1,1,NA,1,1675290.197,0.00185721256267818,-0.000515062562678178,"1982-93","Y1991"
"Cod","Q1",1991,24,"Other",1,1,16,0,800,880,5.29548,5.29548,1789620,39.1853,70.1268,-14.7081,0,0,0,-1,-1,-1,0,0,0,0,150,150,0.570359,0.558778,0.0115808,-1,1e+06,1e+06,1,0.00346628,0,0.570359,1,1,1,1,0.196701078329064,1,1789619.4611,0.558778009368173,0.0115809906318273,"1982-93","Y1991"
"Cod","Q1",1991,24,"Cod",1,1,16,0,800,880,5.29548,5.29548,1789620,0.475232,70.1268,-14.7081,0,16,17,267,0.11061,0.11061,0,0,0,0,150,150,0.0105396,0.00677676,0.00376287,33175.9,12127.8,12127.8,3.30496,9.46316e-05,0,0.0105396,1,1,1,1,0.386813054854219,1,1789619.4611,0.00677674794201532,0.00376285205798467,"1982-93","Y1991"
"Cod","Q1",1991,24,"Whiting",1,1,16,0,800,880,5.29548,5.29548,1789620,9.38702,70.1268,-14.7081,0,17,13,107,0.01087,0.01087,0,0,0,0,150,150,0.228486,0.133858,0.0946279,112180,239555,1134.5,0.930378,0.00163005,0,0.00036797,1,1,1,1,2.3437902278957,1,1789619.4611,0.000633933651628192,-0.000265963651628192,"1982-93","Y1991"
"Cod","Q1",1991,24,"Whiting",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,17,14,130,0.01767,0.01767,0,0,0,0,150,150,0,0,0,929673,0,15283.6,0.930378,0,0,0.00600898,1,0,1,1,NA,1,1789619.4611,0.00854013958397941,-0.00253115958397941,"1982-93","Y1991"
"Cod","Q1",1991,24,"Whiting",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,17,15,167,0.03202,0.03202,0,0,0,0,150,150,0,0,0,1531540,0,45625.5,0.930378,0,0,0.00970855,1,0,1,1,NA,1,1789619.4611,0.0254945260664276,-0.0157859760664276,"1982-93","Y1991"
"Cod","Q1",1991,24,"Whiting",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,17,16,217,0.0689,0.0689,0,0,0,0,150,150,0,0,0,862426,0,55284.1,0.930378,0,0,0.0908197,1,0,1,1,NA,1,1789619.4611,0.030891539347711,0.059928160652289,"1982-93","Y1991"
"Cod","Q1",1991,24,"Whiting",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,17,17,267,0.12487,0.12487,0,0,0,0,150,150,0,0,0,744264,0,86465.8,0.930378,0,0,0.0738066,1,0,1,1,NA,1,1789619.4611,0.0483151876024265,0.0254914123975735,"1982-93","Y1991"
"Cod","Q1",1991,24,"Whiting",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,17,18,317,0.20296,0.20296,0,0,0,0,150,150,0,0,0,189383,0,35761.1,0.930378,0,0,0.047774,1,0,1,1,NA,1,1789619.4611,0.0199825162708162,0.0277914837291838,"1982-93","Y1991"
"Cod","Q1",1991,24,"Haddock",1,1,16,0,800,880,5.29548,5.29548,1789620,4.27921,70.1268,-14.7081,0,18,15,167,0.0275,0.0275,0,0,0,0,150,150,0.0283983,0.0610211,-0.0326228,981336,109205,44309.1,1.64188,0.00080557,0,0.0050738,1,1,1,1,-1.14939576174973,1,1789619.4611,0.0247589506948953,-0.0196851506948953,"1982-93","Y1991"
"Cod","Q1",1991,24,"Haddock",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,18,16,217,0.06038,0.06038,0,0,0,0,150,150,0,0,0,175071,0,17356,1.64188,0,0,1e-06,1,0,1,2,NA,1,1789619.4611,0.00969815113059401,-0.00969715113059401,"1982-93","Y1991"
"Cod","Q1",1991,24,"Haddock",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,18,17,267,0.11113,0.11113,0,0,0,0,150,150,0,0,0,103899,0,18957.7,1.64188,0,0,1e-06,1,0,1,2,NA,1,1789619.4611,0.010593145868199,-0.010592145868199,"1982-93","Y1991"
"Cod","Q1",1991,24,"Haddock",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,18,18,330,0.18294,0.18294,0,0,0,0,150,150,0,0,0,42646.7,0,12809.6,1.64188,0,0,1e-06,1,0,1,2,NA,1,1789619.4611,0.00715772278880255,-0.00715672278880255,"1982-93","Y1991"
"Cod","Q1",1991,24,"Haddock",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,18,19,385,0.27883,0.27883,0,0,0,0,150,150,0,0,0,17268.2,0,7905.51,1.64188,0,0,1e-06,1,0,1,2,NA,1,1789619.4611,0.00441742514084018,-0.00441642514084018,"1982-93","Y1991"
"Cod","Q1",1991,24,"Haddock",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,18,20,433,0.40169,0.40169,0,0,0,0,150,150,0,0,0,11927.8,0,7866.69,1.64188,0,0,0.0233205,1,0,1,1,NA,1,1789619.4611,0.00439573337851651,0.0189247666214835,"1982-93","Y1991"
"Cod","Q1",1991,24,"Herring",1,1,16,0,800,880,5.29548,5.29548,1789620,8.07082,70.1268,-14.7081,0,21,11,73,0.00386,0.00386,0,0,0,0,150,150,0.134011,0.115089,0.0189224,69848.6,205966,59.3431,0.220103,0.00143186,0,1.721e-05,1,1,1,1,0.500064402819438,1,1789619.4611,3.31596192877364e-05,-1.59496192877364e-05,"1982-93","Y1991"
"Cod","Q1",1991,24,"Herring",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,21,12,87,0.00551,0.00551,0,0,0,0,150,150,0,0,0,253509,0,307.447,0.220103,0,0,0.00117483,1,0,1,1,NA,1,1789619.4611,0.000171794622646217,0.00100303537735378,"1982-93","Y1991"
"Cod","Q1",1991,24,"Herring",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,21,13,107,0.01002,0.01002,0,0,0,0,150,150,0,0,0,848037,0,1870.28,0.220103,0,0,0.00070867,1,0,1,1,NA,1,1789619.4611,0.00104507133536111,-0.000336401335361106,"1982-93","Y1991"
"Cod","Q1",1991,24,"Herring",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,21,14,130,0.01634,0.01634,0,0,0,0,150,150,0,0,0,3534780,0,12712.7,0.220103,0,0,0.00787438,1,0,1,1,NA,1,1789619.4611,0.00710357719969477,0.00077080280030523,"1982-93","Y1991"
"Cod","Q1",1991,24,"Herring",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,21,15,167,0.0297,0.0297,0,0,0,0,150,150,0,0,0,3053700,0,19962.2,0.220103,0,0,0.00626821,1,0,1,1,NA,1,1789619.4611,0.0111544383786093,-0.00488622837860934,"1982-93","Y1991"
"Cod","Q1",1991,24,"Herring",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,21,16,217,0.06418,0.06418,0,0,0,0,150,150,0,0,0,4129480,0,58333.8,0.220103,0,0,0.0638927,1,0,1,1,NA,1,1789619.4611,0.0325956446428811,0.0312970553571189,"1982-93","Y1991"
"Cod","Q1",1991,24,"Herring",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,21,17,267,0.11669,0.11669,0,0,0,0,150,150,0,0,0,4388750,0,112720,0.220103,0,0,0.0540755,1,0,1,1,NA,1,1789619.4611,0.0629854572159804,-0.00890995721598042,"1982-93","Y1991"
"Cod","Q1",1991,24,"N. sandeel",1,1,16,0,800,880,5.29548,5.29548,1789620,2.13123,70.1268,-14.7081,0,22,11,73,0.0013,0.0013,0,0,0,0,150,150,0.00169356,0.0303911,-0.0286975,1514120,54388.5,309.001,0.156984,0.000414295,0,4.006e-05,1,1,1,1,-1.40990294787523,1,1789619.4611,0.000172662963672775,-0.000132602963672775,"1982-93","Y1991"
"Cod","Q1",1991,24,"N. sandeel",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,22,12,87,0.00187,0.00187,0,0,0,0,150,150,0,0,0,24063500,0,7064.07,0.156984,0,0,9.755e-05,1,0,1,1,NA,1,1789619.4611,0.00394724697263743,-0.00384969697263743,"1982-93","Y1991"
"Cod","Q1",1991,24,"N. sandeel",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,22,13,107,0.00344,0.00344,0,0,0,0,150,150,0,0,0,33168500,0,17911.8,0.156984,0,0,0.00025258,1,0,1,1,NA,1,1789619.4611,0.0100087199482008,-0.00975613994820084,"1982-93","Y1991"
"Cod","Q1",1991,24,"N. sandeel",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,22,14,130,0.00564,0.00564,0,0,0,0,150,150,0,0,0,23490800,0,20798.5,0.156984,0,0,0.00043462,1,0,1,1,NA,1,1789619.4611,0.0116217444278439,-0.0111871244278439,"1982-93","Y1991"
"Cod","Q1",1991,24,"N. sandeel",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,22,15,167,0.01036,0.01036,0,0,0,0,150,150,0,0,0,5106560,0,8305.07,0.156984,0,0,0.00086875,1,0,1,1,NA,1,1789619.4611,0.00464069048226333,-0.00377194048226333,"1982-93","Y1991"
"Cod","Q1",1991,24,"S. sandeel",1,1,16,0,800,880,5.29548,5.29548,1789620,0.649844,70.1268,-14.7081,0,23,12,87,0.00166,0.00166,0,0,0,0,150,150,0.00125319,0.0092667,-0.00801351,31133600,16583.9,4493.05,0.0869368,0.000129077,0,0.00079312,1,1,1,1,-0.705339737267444,1,1789619.4611,0.00251061753499167,-0.00171749753499167,"1982-93","Y1991"
"Cod","Q1",1991,24,"S. sandeel",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,23,13,107,0.0032,0.0032,0,0,0,0,150,150,0,0,0,43461200,0,12090.8,0.0869368,0,0,0.00046007,1,0,1,1,NA,1,1789619.4611,0.0067560731556687,-0.0062960031556687,"1982-93","Y1991"
"Cod","Q1",1991,24,"Nor. pout",1,1,16,0,800,880,5.29548,5.29548,1789620,5.94811,70.1268,-14.7081,0,24,12,87,0.00423,0.00423,0,0,0,0,150,150,0.0252592,0.0848194,-0.0595602,5833960,151794,10211.4,0.413792,0.00109136,0,0.00056458,1,1,1,1,-1.80290204493924,1,1789619.4611,0.00570590576486216,-0.00514132576486216,"1982-93","Y1991"
"Cod","Q1",1991,24,"Nor. pout",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,24,13,107,0.00784,0.00784,0,0,0,0,150,150,0,0,0,22682600,0,73585.4,0.413792,0,0,0.0101977,1,0,1,1,NA,1,1789619.4611,0.0411179033305607,-0.0309202033305607,"1982-93","Y1991"
"Cod","Q1",1991,24,"Nor. pout",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,24,14,130,0.01297,0.01297,0,0,0,0,150,150,0,0,0,6925460,0,37168.2,0.413792,0,0,0.00845877,1,0,1,1,NA,1,1789619.4611,0.0207687728077981,-0.0123100028077981,"1982-93","Y1991"
"Cod","Q1",1991,24,"Nor. pout",1,1,16,0,800,880,5.29548,5.29548,1789620,0,70.1268,-14.7081,0,24,15,167,0.02404,0.02404,0,0,0,0,150,150,0,0,0,3099190,0,30829.4,0.413792,0,0,0.00603815,1,0,1,1,NA,1,1789619.4611,0.0172267907620151,-0.0111886407620151,"1982-93","Y1991"
"Cod","Q1",1991,25,"Other",1,1,16,0,1000,1053,8.84309,8.84309,1406120,19.1851,26.9765,-12.7297,0,0,0,-1,-1,-1,0,0,0,0,59,59,0.677464,0.711177,-0.0337127,-1,1e+06,1e+06,1,0.00734202,0,0.677464,1,1,1,1,-0.39344656162155,1,1406119.29,0.711177214559086,-0.0337132145590863,"1982-93","Y1991"
"Cod","Q1",1991,25,"Cod",1,1,16,0,1000,1053,8.84309,8.84309,1406120,0.19729,26.9765,-12.7297,0,16,15,167,0.02929,0.02929,0,0,0,0,59,59,0.00636402,0.00731338,-0.000949363,106232,10283.5,10283.5,3.30496,0.0002595,0,0.00636402,1,1,1,1,-0.05893368814472,1,1406119.29,0.00731339088591836,-0.000949370885918364,"1982-93","Y1991"
"Cod","Q1",1991,25,"Whiting",1,1,16,0,1000,1053,8.84309,8.84309,1406120,4.59588,26.9765,-12.7297,0,17,13,107,0.01087,0.01087,0,0,0,0,59,59,0.219381,0.170366,0.0490149,112180,239555,1134.5,0.930378,0.00505214,0,0.0118386,1,1,1,1,0.68958917040708,1,1406119.29,0.000806830549917283,0.0110317694500827,"1982-93","Y1991"
"Cod","Q1",1991,25,"Whiting",1,1,16,0,1000,1053,8.84309,8.84309,1406120,0,26.9765,-12.7297,0,17,14,130,0.01767,0.01767,0,0,0,0,59,59,0,0,0,929673,0,15283.6,0.930378,0,0,0.0538599,1,0,1,1,NA,1,1406119.29,0.0108693480764352,0.0429905519235648,"1982-93","Y1991"
"Cod","Q1",1991,25,"Whiting",1,1,16,0,1000,1053,8.84309,8.84309,1406120,0,26.9765,-12.7297,0,17,15,167,0.03202,0.03202,0,0,0,0,59,59,0,0,0,1531540,0,45625.5,0.930378,0,0,0.0609294,1,0,1,1,NA,1,1406119.29,0.0324478160028656,0.0284815839971344,"1982-93","Y1991"
