"Predator","Quarter","Year","Predator.length.class","Prey","Quarter.no","SMS.area","Predator.no","Size.model","Predator.length","Predator.length.mean","Predator.weight","Predator.size","Predator.available.food","Diri.p","Diri.sum.p","Diri.like","multinom.like","Prey.no","Prey.length.class","Prey.length.mean","Prey.weight","Prey.size","Prey.number.obs","Prey.number.prob","Obj.N.contrib","avail.prey.number.sum","N.haul","N.samples","stomcon","stomcon.hat","Residual","L.N.bar","Prey.avail","Prey.avail.part","Suit","Stom.var","obj.contrib","stom.input","stom.used.all","stom.used.like","stom.used.avail","stom.type","stan.residual","Area","Pred.avail","stomcon.hat.part","Residual.part","year.range","year"
"A. radiata","Q2",1991,18,"N. sandeel",2,1,9,0,300,322,0.748986,0.748986,1901790,1.02506,6.54504,-0.933204,0,22,12,88,0.00242,0.00242,0,0,0,0,50,50,0.160037,0.156616,0.00342046,5663930,297852,35278.2,2.57379,0.0175066,0,0.0284859,1,1,1,1,0.025851372856213,1,1901792.2,0.0185499761751047,0.00993592382489528,"1982-93","Y1991"
"A. radiata","Q2",1991,18,"N. sandeel",2,1,9,0,300,322,0.748986,0.748986,1901790,0,6.54504,-0.933204,0,22,13,110,0.00445,0.00445,0,0,0,0,50,50,0,0,0,22925500,0,262574,2.57379,0,0,0.131551,1,0,1,1,NA,1,1901792.2,0.138066608959696,-0.00651560895969602,"1982-93","Y1991"
"A. radiata","Q2",1991,19,"Other",2,1,9,0,350,372,1.13767,1.13767,3469210,3.63507,6.54504,-0.465251,0,0,0,-1,-1,-1,0,0,0,0,50,50,0.289978,0.555393,-0.265415,-1,1926780,1926780,1.92678,0.0327277,0,0.289978,1,1,1,1,-1.46712703750562,1,3469214.83,0.55539368255266,-0.26541568255266,"1982-93","Y1991"
"A. radiata","Q2",1991,19,"N. sandeel",2,1,9,0,350,372,1.13767,1.13767,3469210,1.62394,6.54504,-0.465251,0,22,12,88,0.00242,0.00242,0,0,0,0,50,50,0.481516,0.248117,0.233399,5663930,860771,35278.2,2.57379,0.0247255,0,0.00278415,1,1,1,1,1.48431627594024,1,3469214.83,0.0101689292040758,-0.00738477920407584,"1982-93","Y1991"
"A. radiata","Q2",1991,19,"N. sandeel",2,1,9,0,350,372,1.13767,1.13767,3469210,0,6.54504,-0.465251,0,22,13,110,0.00445,0.00445,0,0,0,0,50,50,1e-06,0,0,22925500,0,0,2.57379,0,0,1e-06,1,0,0,2,NA,1,3469214.83,0,1e-06,"1982-93","Y1991"
"A. radiata","Q2",1991,19,"N. sandeel",2,1,9,0,350,372,1.13767,1.13767,3469210,0,6.54504,-0.465251,0,22,14,132,0.0073,0.0073,0,0,0,0,50,50,0,0,0,31394400,0,589857,2.57379,0,0,0.0452351,1,0,1,1,NA,1,3469214.83,0.170026080512287,-0.124790980512287,"1982-93","Y1991"
"A. radiata","Q2",1991,19,"N. sandeel",2,1,9,0,350,372,1.13767,1.13767,3469210,0,6.54504,-0.465251,0,22,15,165,0.01341,0.01341,0,0,0,0,50,50,0,0,0,6827150,0,235636,2.57379,0,0,0.433496,1,0,1,1,NA,1,3469214.83,0.0679219972088036,0.365574002791196,"1982-93","Y1991"
"A. radiata","Q2",1991,19,"S. sandeel",2,1,9,0,350,372,1.13767,1.13767,3469210,1.28603,6.54504,-0.465251,0,23,11,77,0.00167,0.00167,0,0,0,0,50,50,0.228506,0.196489,0.0320165,1500260,681664,3070.13,1.22539,0.0209252,0,0.00041415,1,1,1,1,0.221329368504468,1,3469214.83,0.000884963932890832,-0.000470813932890832,"1982-93","Y1991"
"A. radiata","Q2",1991,19,"S. sandeel",2,1,9,0,350,372,1.13767,1.13767,3469210,0,6.54504,-0.465251,0,23,12,88,0.00248,0.00248,0,0,0,0,50,50,0,0,0,9034170,0,27454.5,1.22539,0,0,0.00303288,1,0,1,1,NA,1,3469214.83,0.00791375032834159,-0.00488087032834159,"1982-93","Y1991"
"A. radiata","Q2",1991,19,"S. sandeel",2,1,9,0,350,372,1.13767,1.13767,3469210,0,6.54504,-0.465251,0,23,13,110,0.00477,0.00477,0,0,0,0,50,50,1e-06,0,0,29855800,0,0,1.22539,0,0,1e-06,1,0,0,2,NA,1,3469214.83,0,1e-06,"1982-93","Y1991"
"A. radiata","Q2",1991,19,"S. sandeel",2,1,9,0,350,372,1.13767,1.13767,3469210,0,6.54504,-0.465251,0,23,14,132,0.00814,0.00814,0,0,0,0,50,50,0,0,0,43361700,0,432517,1.22539,0,0,0.0918461,1,0,1,1,NA,1,3469214.83,0.124672878790847,-0.0328267787908473,"1982-93","Y1991"
"A. radiata","Q2",1991,19,"S. sandeel",2,1,9,0,350,372,1.13767,1.13767,3469210,0,6.54504,-0.465251,0,23,15,165,0.01567,0.01567,0,0,0,0,50,50,0,0,0,11385500,0,218622,1.22539,0,0,0.133212,1,0,1,1,NA,1,3469214.83,0.063017717470094,0.070194282529906,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"Other",2,1,9,0,400,439,1.83781,1.83781,5857670,2.65702,6.54504,-5.25042,0,0,0,-1,-1,-1,0,0,0,0,50,50,0.602574,0.405959,0.196615,-1,2377980,2377980,2.37798,0.0319622,0,0.602574,1,1,1,1,1.0997610017645,1,5857674.7,0.405959723232838,0.196614276767162,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"Whiting",2,1,9,0,400,439,1.83781,1.83781,5857670,1.01476,6.54504,-5.25042,0,17,15,167,0.03097,0.03097,0,0,0,0,50,50,0.0742824,0.155042,-0.08076,1229780,908188,908188,23.8454,0.017363,0,0.0742823,1,1,1,1,-0.612891964788426,1,5857674.7,0.155042409575936,-0.0807601095759363,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"N. sandeel",2,1,9,0,400,439,1.83781,1.83781,5857670,1.21575,6.54504,-5.25042,0,22,13,110,0.00445,0.00445,0,0,0,0,50,50,0.265965,0.185751,0.080214,22925500,1088070,262574,2.57379,0.0200459,0,0.0298032,1,1,1,1,0.566548891184331,1,5857674.7,0.0448256370398991,-0.0150224370398991,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"N. sandeel",2,1,9,0,400,439,1.83781,1.83781,5857670,0,6.54504,-5.25042,0,22,14,132,0.0073,0.0073,0,0,0,0,50,50,0,0,0,31394400,0,589857,2.57379,0,0,0.0672599,1,0,1,1,NA,1,5857674.7,0.100698149045388,-0.0334382490453883,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"N. sandeel",2,1,9,0,400,439,1.83781,1.83781,5857670,0,6.54504,-5.25042,0,22,15,165,0.01341,0.01341,0,0,0,0,50,50,0,0,0,6827150,0,235636,2.57379,0,0,0.168901,1,0,1,1,NA,1,5857674.7,0.0402268838861946,0.128674116113805,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"S. sandeel",2,1,9,0,400,439,1.83781,1.83781,5857670,0.953211,6.54504,-5.25042,0,23,12,88,0.00248,0.00248,0,0,0,0,50,50,0.032767,0.145639,-0.112872,9034170,853104,27454.5,1.22539,0.0164914,0,0.00041764,1,1,1,1,-0.878936414264931,1,5857674.7,0.00468692807403593,-0.00426928807403593,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"S. sandeel",2,1,9,0,400,439,1.83781,1.83781,5857670,0,6.54504,-5.25042,0,23,13,110,0.00477,0.00477,0,0,0,0,50,50,0,0,0,29855800,0,174510,1.22539,0,0,0.0102688,1,0,1,1,NA,1,5857674.7,0.029791685086234,-0.019522885086234,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"S. sandeel",2,1,9,0,400,439,1.83781,1.83781,5857670,0,6.54504,-5.25042,0,23,14,132,0.00814,0.00814,0,0,0,0,50,50,0,0,0,43361700,0,432517,1.22539,0,0,0.017851,1,0,1,1,NA,1,5857674.7,0.0738376612139285,-0.0559866612139285,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"S. sandeel",2,1,9,0,400,439,1.83781,1.83781,5857670,0,6.54504,-5.25042,0,23,15,165,0.01567,0.01567,0,0,0,0,50,50,0,0,0,11385500,0,218622,1.22539,0,0,0.00422946,1,0,1,1,NA,1,5857674.7,0.0373223183595361,-0.0330928583595361,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"Nor. pout",2,1,9,0,400,439,1.83781,1.83781,5857670,0.704303,6.54504,-5.25042,0,24,12,87,0.00367,0.00367,0,0,0,0,50,50,0.0244114,0.107609,-0.0831972,433287,630336,4380.2,2.75456,0.0127274,0,0.00223931,1,1,1,1,-0.737460670034604,1,5857674.7,0.000747771124948267,0.00149153887505173,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"Nor. pout",2,1,9,0,400,439,1.83781,1.83781,5857670,0,6.54504,-5.25042,0,24,13,110,0.0068,0.0068,0,0,0,0,50,50,1e-06,0,0,5850160,0,0,2.75456,0,0,1e-06,1,0,0,2,NA,1,5857674.7,0,1e-06,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"Nor. pout",2,1,9,0,400,439,1.83781,1.83781,5857670,0,6.54504,-5.25042,0,24,14,130,0.01125,0.01125,0,0,0,0,50,50,0,0,0,14736700,0,456674,2.75456,0,0,0.00963294,1,0,1,1,NA,1,5857674.7,0.0779616525991107,-0.0683287125991107,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"Nor. pout",2,1,9,0,400,439,1.83781,1.83781,5857670,0,6.54504,-5.25042,0,24,15,167,0.02084,0.02084,0,0,0,0,50,50,0,0,0,2948910,0,169282,2.75456,0,0,0.0125392,1,0,1,1,NA,1,5857674.7,0.0288991807619498,-0.0163599807619498,"1982-93","Y1991"
"A. radiata","Q2",1991,21,"Other",2,1,9,0,500,511,2.85306,2.85306,3792250,4.9776,6.54504,-0.976622,0,0,0,-1,-1,-1,0,0,0,0,50,50,0.835721,0.760515,0.0752065,-1,2884060,2884060,2.88406,0.0241393,0,0.835721,1,1,1,1,0.484053139969142,1,3792248,0.760514607694433,0.0752063923055666,"1982-93","Y1991"
"A. radiata","Q2",1991,21,"Whiting",2,1,9,0,500,511,2.85306,2.85306,3792250,1.56744,6.54504,-0.976622,0,17,15,167,0.03097,0.03097,0,0,0,0,50,50,0.164279,0.239485,-0.0752065,1229780,908188,908188,23.8454,0.0241393,0,0.164279,1,1,1,1,-0.484053139969142,1,3792248,0.239485392305567,-0.0752063923055665,"1982-93","Y1991"
"A. radiata","Q3",1991,16,"Other",3,1,9,0,200,223,0.258472,0.258472,1263010,5.21179,6.54504,-1.07618,0,0,0,-1,-1,-1,0,0,0,0,50,50,0.864829,0.796296,0.0685334,-1,1005730,1005730,1.00573,0.0214987,0,0.864829,1,1,1,1,0.467408039801009,1,1263009.4,0.796296527959333,0.0685324720406673,"1982-93","Y1991"
"A. radiata","Q3",1991,16,"N. sandeel",3,1,9,0,200,223,0.258472,0.258472,1263010,1.33325,6.54504,-1.07618,0,22,10,66,0.00121,0.00121,0,0,0,0,50,50,0.135171,0.203704,-0.0685334,23047800,257280,71777.4,2.57379,0.0214987,0,0.0168523,1,1,1,1,-0.467408039801009,1,1263009.4,0.0568304558936774,-0.0399781558936774,"1982-93","Y1991"
"A. radiata","Q3",1991,16,"N. sandeel",3,1,9,0,200,223,0.258472,0.258472,1263010,0,6.54504,-1.07618,0,22,11,77,0.00185,0.00185,0,0,0,0,50,50,0,0,0,38958800,0,185502,2.57379,0,0,0.118319,1,0,1,1,NA,1,1263009.4,0.14687301614699,-0.0285540161469899,"1982-93","Y1991"
"A. radiata","Q3",1991,17,"Other",3,1,9,0,250,272,0.459446,0.459446,4730400,1.79098,6.54504,-4.48062,0,0,0,-1,-1,-1,0,0,0,0,50,50,0.471124,0.27364,0.197484,-1,1294430,1294430,1.29443,0.0263433,0,0.471124,1,1,1,1,1.21673731249788,1,4730407.8,0.273640255709032,0.197483744290968,"1982-93","Y1991"
"A. radiata","Q3",1991,17,"Cod",3,1,9,0,250,272,0.459446,0.459446,4730400,0.0576653,6.54504,-4.48062,0,16,9,53,0.00097,0.00097,0,0,0,0,50,50,0.00300392,0.00881054,-0.00580662,328980,41677.4,41677.4,130.605,0.00115744,0,0.00300392,1,1,1,1,-0.170676670452274,1,4730407.8,0.00881053003506379,-0.00580661003506379,"1982-93","Y1991"
"A. radiata","Q3",1991,17,"N. sandeel",3,1,9,0,250,272,0.459446,0.459446,4730400,3.87129,6.54504,-4.48062,0,22,10,66,0.00121,0.00121,0,0,0,0,50,50,0.473515,0.591485,-0.11797,23047800,2797960,71777.4,2.57379,0.0320251,0,0.00174622,1,1,1,1,-0.659213863504343,1,4730407.8,0.0151736178009854,-0.0134273978009854,"1982-93","Y1991"
"A. radiata","Q3",1991,17,"N. sandeel",3,1,9,0,250,272,0.459446,0.459446,4730400,0,6.54504,-4.48062,0,22,11,77,0.00185,0.00185,0,0,0,0,50,50,0,0,0,38958800,0,185502,2.57379,0,0,0.171661,1,0,1,1,NA,1,4730407.8,0.0392148008888367,0.132446199111163,"1982-93","Y1991"
"A. radiata","Q3",1991,17,"N. sandeel",3,1,9,0,250,272,0.459446,0.459446,4730400,0,6.54504,-4.48062,0,22,12,88,0.00266,0.00266,0,0,0,0,50,50,0,0,0,81366100,0,557055,2.57379,0,0,0.236414,1,0,1,1,NA,1,4730407.8,0.117760460313802,0.118653539686198,"1982-93","Y1991"
"A. radiata","Q3",1991,17,"N. sandeel",3,1,9,0,250,272,0.459446,0.459446,4730400,0,6.54504,-4.48062,0,22,13,110,0.00488,0.00488,0,0,0,0,50,50,0,0,0,71799800,0,901811,2.57379,0,0,0.025238,1,0,1,1,NA,1,4730407.8,0.19064128044098,-0.16540328044098,"1982-93","Y1991"
"A. radiata","Q3",1991,17,"N. sandeel",3,1,9,0,250,272,0.459446,0.459446,4730400,0,6.54504,-4.48062,0,22,14,132,0.00801,0.00801,0,0,0,0,50,50,0,0,0,52474600,0,1081820,2.57379,0,0,0.0384549,1,0,1,1,NA,1,4730407.8,0.228694870662102,-0.190239970662102,"1982-93","Y1991"
"A. radiata","Q3",1991,17,"Nor. pout",3,1,9,0,250,272,0.459446,0.459446,4730400,0.825096,6.54504,-4.48062,0,24,12,87,0.00404,0.00404,0,0,0,0,50,50,0.0523568,0.126064,-0.0737075,53586600,596335,596335,2.75456,0.0146019,0,0.0523568,1,1,1,1,-0.60996792193923,1,4730407.8,0.126064184149197,-0.0737073841491974,"1982-93","Y1991"
"A. radiata","Q3",1991,18,"Other",3,1,9,0,300,321,0.74227,0.74227,5575720,1.87535,6.54504,-4.64233,0,0,0,-1,-1,-1,0,0,0,0,50,50,0.380749,0.286531,0.0942182,-1,1597610,1597610,1.59761,0.0270947,0,0.380748,1,1,1,1,0.572390780010979,1,5575715.8,0.286530027229867,0.0942179727701329,"1982-93","Y1991"
"A. radiata","Q3",1991,18,"N. sandeel",3,1,9,0,300,321,0.74227,0.74227,5575720,3.30231,6.54504,-4.64233,0,22,9,55,0.00074,0.00074,0,0,0,0,50,50,0.48559,0.504552,-0.0189614,8019810,2813240,15274.5,2.57379,0.0331316,0,0.00604622,1,1,1,1,-0.104171566560519,1,5575715.8,0.00273946889473814,0.00330675110526186,"1982-93","Y1991"
"A. radiata","Q3",1991,18,"N. sandeel",3,1,9,0,300,321,0.74227,0.74227,5575720,0,6.54504,-4.64233,0,22,10,66,0.00121,0.00121,0,0,0,0,50,50,0,0,0,23047800,0,71777.4,2.57379,0,0,0.0179422,1,0,1,1,NA,1,5575715.8,0.0128732171033538,0.0050689828966462,"1982-93","Y1991"
"A. radiata","Q3",1991,18,"N. sandeel",3,1,9,0,300,321,0.74227,0.74227,5575720,0,6.54504,-4.64233,0,22,11,77,0.00185,0.00185,0,0,0,0,50,50,0,0,0,38958800,0,185502,2.57379,0,0,0.0936918,1,0,1,1,NA,1,5575715.8,0.0332696297038669,0.0604221702961331,"1982-93","Y1991"
"A. radiata","Q3",1991,18,"N. sandeel",3,1,9,0,300,321,0.74227,0.74227,5575720,0,6.54504,-4.64233,0,22,12,88,0.00266,0.00266,0,0,0,0,50,50,0,0,0,81366100,0,557055,2.57379,0,0,0.284263,1,0,1,1,NA,1,5575715.8,0.0999073518058435,0.184355648194157,"1982-93","Y1991"
"A. radiata","Q3",1991,18,"N. sandeel",3,1,9,0,300,321,0.74227,0.74227,5575720,0,6.54504,-4.64233,0,22,13,110,0.00488,0.00488,0,0,0,0,50,50,0,0,0,71799800,0,901811,2.57379,0,0,0.0633541,1,0,1,1,NA,1,5575715.8,0.161739054203588,-0.0983849542035876,"1982-93","Y1991"
"A. radiata","Q3",1991,18,"N. sandeel",3,1,9,0,300,321,0.74227,0.74227,5575720,0,6.54504,-4.64233,0,22,14,132,0.00801,0.00801,0,0,0,0,50,50,0,0,0,52474600,0,1081820,2.57379,0,0,0.0202925,1,0,1,1,NA,1,5575715.8,0.194023518917517,-0.173731018917517,"1982-93","Y1991"
