Species.n Year  Rec SSB TSB SOP SOP.hat Yield Yield.hat mean.F Eaten
22 2013  1.77445e+08 78363.4 563431 25468.6 35310.6 25468.6 35310.6 0.0978255 677057
22 2014  2.52158e+08 190647 667991 134873 255721 134873 255721 0.657698 677446
22 2015  2.70702e+07 164262 754262 119794 150105 119794 150105 0.308578 530396
22 2016  8.24271e+08 246980 327463 46563.1 41101.8 46563.1 41101.8 0.102708 908809
22 2017  6.72753e+07 168567 1.00842e+06 0 0 0 0 0.00188264 931758
22 2018  2.28589e+08 451081 672681 110539 93095.3 110539 93095.3 0.135799 698812
22 2019  3.17781e+08 256965 827247 143583 50456.4 143583 50456.4 0.0618291 940326
22 2020  NA 367705 NA NA NA NA NA NA NA
23 1974  1.91872e+08 401630 713648 118670 89509.9 118670 89509.9 0.151379 384733
23 1975  9.62051e+07 367193 1.05309e+06 162704 154021 162704 154021 0.212148 485215
23 1976  1.50218e+08 508716 913008 316414 267063 316414 267063 0.41761 414997
23 1977  3.19173e+08 334818 855209 314952 252342 314952 252342 0.449166 440085
23 1978  1.52457e+08 352910 1.5877e+06 665810 488591 665810 488591 0.580396 626627
23 1979  1.56102e+08 596204 1.24294e+06 481048 601726 481048 601726 0.859485 336428
23 1980  1.08622e+08 371386 1.01666e+06 420808 350914 420808 350914 0.578875 341491
23 1981  4.375e+08 406908 861619 375286 307612 375286 307612 0.583102 616087
23 1982  4.266e+07 188476 1.31516e+06 537998 722716 537998 722716 0.985442 457358
23 1983  3.4147e+08 359927 535280 470143 246022 470143 246022 0.521794 378264
23 1984  1.16072e+08 204134 1.10554e+06 572693 534537 572693 534537 0.774093 566970
23 1985  3.94155e+08 334026 652174 524433 401465 524433 401465 0.866338 427941
23 1986  9.17665e+07 193973 1.20734e+06 463796 263309 463796 263309 0.303101 678810
23 1987  8.58919e+07 667079 1.07571e+06 415066 226331 415066 226331 0.213692 561172
23 1988  2.31115e+08 523688 760037 507642 376323 507642 376323 0.522495 441558
23 1989  1.11061e+08 175453 717108 539481 326544 539481 326544 0.632026 509948
23 1990  1.50223e+08 284341 654696 370806 354256 370806 354256 0.75571 420777
23 1991  2.36103e+08 333328 867515 489379 331715 489379 331715 0.503693 498696
23 1992  6.62205e+07 277224 1.11235e+06 678507 378782 678507 378782 0.460137 517404
23 1993  2.16905e+08 440654 720201 292075 316891 292075 316891 0.486009 440802
23 1994  2.91708e+08 245896 831628 283720 309752 283720 309752 0.479841 569966
23 1995  9.2376e+07 403605 1.49988e+06 493912 360606 493912 360606 0.315521 706116
23 1996  5.00488e+08 521996 822487 472730 426442 472730 426442 0.599659 690248
23 1997  1.11637e+08 246062 1.95763e+06 551195 453349 551195 453349 0.327275 916606
23 1998  1.73512e+08 778818 1.21145e+06 486734 496246 486734 496246 0.460673 646889
23 1999  2.15978e+08 365288 760652 469095 409647 469095 409647 0.741576 560664
23 2000  3.23009e+08 181649 737469 353295 246852 353295 246852 0.478533 582827
23 2001  3.96606e+08 225848 865857 685450 469271 685450 469271 0.875782 653905
23 2002  4.60764e+07 220244 1.23952e+06 647250 369878 647250 369878 0.424107 654078
23 2003  1.73949e+08 388109 529248 236111 263348 236111 263348 0.668053 352084
23 2004  7.87765e+07 103882 429521 266244 189883 266244 189883 0.716156 279046
23 2005  1.76046e+08 107837 331471 145410 149179 145410 149179 0.735446 347130
23 2006  1.39579e+08 73489.8 474368 265023 197653 265023 197653 0.755369 370370
23 2007  2.85887e+08 135160 446105 114490 136973 114490 136973 0.467582 606698
23 2008  1.35846e+08 151505 821311 245966 278001 245966 278001 0.578034 542205
23 2009  7.1822e+08 225226 541794 298067 244792 298067 244792 0.671834 688679
23 2010  8.74231e+07 194742 2.12475e+06 325647 307410 325647 307410 0.234503 1.08195e+06
23 2011  1.20765e+08 815351 1.1587e+06 339262 229993 339262 229993 0.205236 743970
23 2012  2.01314e+08 392505 677662 56754.3 43383.8 56754.3 43383.8 0.0592434 624804
23 2013  1.30358e+08 207764 547572 235406 266401 235406 266401 0.688535 420960
23 2014  2.65397e+08 127315 395861 92328.5 93654.9 92328.5 93654.9 0.316596 450077
23 2015  9.60602e+07 168211 747504 188375 169879 188375 169879 0.326228 571150
23 2016  5.48419e+08 332067 559620 22090.9 19580.8 22090.9 19580.8 0.0317099 719674
23 2017  4.30602e+07 327319 1.50046e+06 0 0 0 0 1.0506 587519
23 2018  1.42379e+08 269913 396618 148005 151613 148005 151613 0.436269 261178
23 2019  4.58783e+08 101835 346398 69622.1 44758.2 69622.1 44758.2 0.159495 406854
23 2020  NA 185762 NA NA NA NA NA NA NA
24 1974  3.22881e+08 305460 1.03571e+06 732535 722634 732535 722634 2.01217 1.64529e+06
24 1975  4.04705e+08 240674 947890 508262 491102 508262 491102 1.17523 2.02359e+06
24 1976  2.78378e+08 348898 1.19387e+06 472608 419927 472608 419927 0.704975 1.93295e+06
24 1977  1.75222e+08 363272 973666 383967 335967 383967 335967 0.598179 1.35503e+06
24 1978  2.02985e+08 311085 737591 253756 263735 253756 263735 0.547907 1.1099e+06
24 1979  2.39376e+08 327911 932725 339898 393878 339898 393878 0.640709 1.30877e+06
24 1980  1.19289e+08 477346 1.22647e+06 534650 682149 534650 682149 1.01021 1.25022e+06
24 1981  2.67228e+08 340444 623954 431928 216356 431928 216356 0.509487 1.28356e+06
24 1982  2.4376e+08 258348 904049 390197 423906 390197 423906 0.814781 1.40341e+06
24 1983  1.73975e+08 392816 1.03981e+06 475746 535406 475746 535406 0.890239 1.21793e+06
24 1984  1.01388e+08 368584 866418 376484 397057 376484 397057 1.04387 936929
24 1985  8.46985e+07 221464 440536 227635 184960 227635 184960 0.771548 604936
24 1986  1.37027e+08 106894 292059 180330 137318 180330 137318 0.787568 660846
24 1987  4.20099e+07 115085 404433 148927 111875 148927 111875 0.524479 524017
24 1988  7.73079e+07 130922 196633 109219 47038.9 109219 47038.9 0.238397 390491
24 1989  7.44271e+07 103814 270757 166742 152194 166742 152194 1.05185 436028
24 1990  9.3723e+07 79511.9 218297 138841 84782.4 138841 84782.4 0.649799 460879
24 1991  1.46476e+08 102563 308480 189819 165227 189819 165227 0.738125 648140
24 1992  8.81166e+07 173419 536569 302275 262324 302275 262324 0.725061 695514
24 1993  4.52335e+07 218788 383041 181098 173780 181098 173780 0.673266 412222
24 1994  1.90105e+08 104991 192013 183618 175864 183618 175864 1.32778 616530
24 1995  9.34344e+07 141472 631668 231894 148107 231894 148107 0.362248 926208
24 1996  1.2413e+08 305911 489435 156224 186717 156224 186717 0.511943 693259
24 1997  5.8064e+07 186985 526012 156781 207889 156781 207889 0.722466 612338
24 1998  8.20586e+07 178038 306508 73980.5 60472.6 73980.5 60472.6 0.257763 520674
24 1999  6.97947e+07 137982 311461 92388.1 134534 92388.1 134534 0.750789 438131
24 2000  9.22316e+07 98297.5 264886 185103 123819 185103 123819 0.708052 506024
24 2001  8.43908e+07 118038 309631 64358.3 12926.8 64358.3 12926.8 0.0516556 618906
24 2002  4.92088e+07 137715 285780 77138.2 85465 77138.2 85465 0.465035 429722
24 2003  2.53189e+07 60752.3 137990 24569.2 23019.5 24569.2 23019.5 0.316486 224293
24 2004  3.68583e+07 41006.8 85524.5 13487.8 9773.59 13487.8 9773.59 0.162337 215637
24 2005  4.08279e+07 31137.4 95106.1 41.44 0 41.44 0 0 235572
24 2006  5.94032e+07 45994.6 127336 46529 18209.5 46529 18209.5 0.230823 324677
24 2007  8.39006e+07 63261.3 180288 5799.45 0 5799.45 0 0 457337
24 2008  8.90719e+07 111595 283970 34843.6 28859.1 34843.6 28859.1 0.134099 558686
24 2009  7.67326e+07 154397 345658 45821.5 98776.7 45821.5 98776.7 0.454134 517520
24 2010  3.90803e+07 153296 354747 131191 132530 131191 132530 0.691668 454343
24 2011  5.93462e+07 102524 180648 6839.87 10156.4 6839.87 10156.4 0.0687159 393169
24 2012  1.0279e+08 61963.5 155411 26946.1 1863.07 26946.1 1863.07 0.0130506 501623
24 2013  4.71374e+07 81512.4 278166 82179.4 60737.5 82179.4 60737.5 0.46718 450170
24 2014  1.12569e+08 83422 173420 44189.1 34390.8 44189.1 34390.8 0.274306 525405
24 2015  9.71124e+07 91745.3 327625 57351.2 70675.2 57351.2 70675.2 0.530676 666373
24 2016  1.00766e+08 132976 314139 60202.7 58254 60202.7 58254 0.351034 639717
24 2017  4.47004e+07 103920 305787 33940.9 31005.7 33940.9 31005.7 0.207849 507271
24 2018  1.53267e+08 85710 155109 36151.5 21446.6 36151.5 21446.6 0.212006 612412
24 2019  1.95341e+08 107919 453477 97554.6 99401 97554.6 99401 0.535771 965650
24 2020  NA 307379 NA NA NA NA NA NA NA
25 1974  2.27338e+08 877082 1.62609e+06 354208 464708 354208 464708 0.318576 2.49794e+06
25 1975  8.41645e+08 891486 1.23261e+06 806769 906437 806769 906437 1.04322 3.42753e+06
25 1976  3.21207e+08 727754 1.59108e+06 679972 649118 679972 649118 0.831037 2.03138e+06
25 1977  3.82691e+08 440297 718709 345286 364909 345286 364909 0.814248 1.49607e+06
25 1978  7.53911e+08 352656 727631 462129 319954 462129 319954 0.700473 2.05213e+06
25 1979  2.70146e+08 557365 1.09358e+06 469921 411688 469921 411688 0.402866 1.78561e+06
25 1980  1.56352e+08 645714 876466 413620 472522 413620 472522 1.16321 1.06158e+06
25 1981  6.33701e+07 165488 287697 291266 160156 291266 160156 0.701751 438516
25 1982  3.84863e+07 105299 172310 189095 88680.8 189095 88680.8 0.621406 254119
25 1983  7.12684e+07 145412 255101 80941 96931.9 80941 96931.9 1.38606 357123
25 1984  5.61909e+07 95089.3 197685 104337 77292.2 104337 77292.2 0.788793 354372
25 1985  3.14402e+07 157030 285474 69432.2 87599.3 69432.2 87599.3 0.848646 246297
25 1986  1.01727e+08 70778.9 124773 30003.3 46380.8 30003.3 46380.8 1.17961 450680
25 1987  3.50872e+07 138568 319560 46373.5 30322.5 46373.5 30322.5 0.301257 326821
25 1988  6.06718e+07 135557 211065 74626.2 77732 74626.2 77732 1.05996 337492
25 1989  1.15031e+08 72946.5 148426 74956.5 25256 74956.5 25256 0.405376 485421
25 1990  1.04792e+08 136683 286058 83011.5 59920.7 83011.5 59920.7 0.943356 573424
25 1991  6.42047e+07 101569 204262 118053 129369 118053 129369 0.764031 396697
25 1992  1.09939e+08 88304.2 170110 133348 55765.5 133348 55765.5 0.380766 531274
25 1993  1.8149e+08 124824 234290 201199 154930 201199 154930 0.95227 748795
25 1994  1.24545e+08 155816 308458 402641 101345 402641 101345 0.428552 645861
25 1995  4.2636e+07 228074 375609 415810 247076 415810 247076 1.05963 337197
25 1996  4.06809e+07 137252 214201 153713 113369 153713 113369 0.998762 218659
25 1997  5.04204e+07 70291.9 140552 119875 70804.9 119875 70804.9 0.658532 243871
25 1998  1.16389e+08 149793 265801 157740 144980 157740 144980 1.23663 394394
25 1999  8.67218e+07 127510 276263 221064 118326 221064 118326 0.661755 460711
25 2000  5.87089e+07 125763 209423 226525 167866 226525 167866 0.797465 353088
25 2001  8.32693e+07 117516 206065 218622 135740 218622 135740 1.05967 415080
25 2002  5.99956e+07 188917 378485 154880 138701 154880 138701 1.08244 331706
25 2003  7.5398e+07 94979.3 177747 181541 114064 181541 114064 0.880499 345173
25 2004  1.97948e+08 169018 340195 114471 136308 114471 136308 0.959837 766139
25 2005  5.64033e+07 167946 355877 242173 188027 242173 188027 0.630208 430438
25 2006  7.05821e+07 179935 291922 127796 201484 127796 201484 1.11548 385319
25 2007  5.37134e+07 145841 292458 98037.7 104895 98037.7 104895 0.84404 304911
25 2008  1.35427e+08 83666.2 150428 61255.9 73024.4 61255.9 73024.4 0.690396 532147
25 2009  1.18644e+08 251325 545205 141182 125307 141182 125307 0.534069 646211
25 2010  1.4254e+08 213108 361722 158496 140205 158496 140205 0.510055 659038
25 2011  1.0216e+08 222800 411528 152271 128707 152271 128707 0.498768 590757
25 2012  6.07854e+07 224512 384117 95535.8 91435.4 95535.8 91435.4 0.533876 420819
25 2013  2.07405e+08 87674 156958 64121.6 103744 64121.6 103744 0.871959 702529
25 2014  1.63896e+08 360376 799047 127615 54372.1 127615 54372.1 0.183056 800719
25 2015  1.03036e+08 405603 700308 290620 307664 290620 307664 0.686191 720394
25 2016  1.54776e+08 220225 342252 223289 254780 223289 254780 1.30017 568202
25 2017  2.55667e+08 113235 234448 114152 107219 114152 107219 0.605562 776958
25 2018  2.37337e+08 215188 422736 161896 166763 161896 166763 0.653127 831052
25 2019  7.81818e+07 255980 473241 125053 107593 125053 107593 0.292222 529544
25 2020  NA 255077 NA NA NA NA NA NA NA
26 1974  825138 298884 433062 157490 160285 157490 160285 0.471118 0
26 1975  654345 310682 480051 195250 193181 195250 193181 0.554087 0
26 1976  957946 315898 464891 166919 162776 166919 162776 0.441123 0
26 1977  813039 322886 466805 176698 162163 176698 162163 0.475713 0
26 1978  859740 318594 460277 159632 151335 159632 151335 0.422344 0
26 1979  1.11283e+06 314630 468607 213301 205108 213301 205108 0.637603 0
26 1980  1.02921e+06 299114 437168 171853 164621 171853 164621 0.50872 0
26 1981  2.14274e+06 284556 414310 174253 175525 174253 175525 0.524773 0
26 1982  1.47332e+06 280260 474766 205256 201305 205256 201305 0.568671 0
26 1983  1.40675e+06 330728 528592 220273 216553 220273 216553 0.542293 0
26 1984  1.92753e+06 350157 561113 236610 232743 236610 232743 0.560076 0
26 1985  4.70229e+06 373395 590556 232402 225290 232402 225290 0.504148 0
26 1986  2.1803e+06 410855 750071 308876 305399 308876 305399 0.621276 0
26 1987  2.09793e+06 469972 769349 359282 335808 359282 335808 0.63881 0
26 1988  1.4399e+06 413386 682722 324986 329861 324986 329861 0.679075 0
26 1989  1.12861e+06 424968 608825 286666 285489 286666 285489 0.605928 0
26 1990  992489 380792 536745 240671 217382 240671 217382 0.533214 0
26 1991  861301 371975 525416 238215 234471 238215 234471 0.628062 0
26 1992  561225 317773 446491 193772 207169 193772 207169 0.674919 0
26 1993  541586 275786 382641 163530 179796 163530 179796 0.654002 0
26 1994  905296 229166 323786 145716 156081 145716 156081 0.663691 0
26 1995  903879 211509 312366 131181 128844 131181 128844 0.620644 0
26 1996  2.52721e+06 192158 296025 143445 136593 143445 136593 0.72144 0
26 1997  933865 181120 345056 193112 156195 193112 156195 0.87476 0
26 1998  806312 199525 338452 183573 153432 183573 153432 0.748545 0
26 1999  946409 192235 326247 160706 170369 160706 170369 0.788327 0
26 2000  601671 191949 296955 135074 130032 135074 130032 0.609732 0
26 2001  1.76979e+06 206556 318760 193207 147639 193207 147639 0.776218 0
26 2002  579107 171081 315834 134260 136962 134260 136962 0.791421 0
26 2003  1.18069e+06 187262 314755 154019 157047 154019 157047 0.790134 0
26 2004  727648 157906 291979 127979 117246 127979 117246 0.614067 0
26 2005  728523 179416 282722 119045 126990 119045 126990 0.645776 0
26 2006  1.07168e+06 177037 287258 131304 123290 131304 123290 0.638061 0
26 2007  920583 157146 260035 100965 103220 100965 103220 0.56009 0
26 2008  848205 181753 295762 105331 106724 105331 106724 0.483775 0
26 2009  1.07571e+06 212693 337921 108260 109020 108260 109020 0.425092 0
26 2010  1.30247e+06 251012 380302 116903 123730 116903 123730 0.435017 0
26 2011  1.07787e+06 241938 367581 118084 128603 118084 128603 0.440771 0
26 2012  1.16462e+06 241989 375981 141936 136446 141936 136446 0.446654 0
26 2013  1.28646e+06 265951 402443 126254 128629 126254 128629 0.408759 0
26 2014  732009 295545 440440 133627 130134 133627 130134 0.40716 0
26 2015  837153 271764 353666 134459 139846 134459 139846 0.43265 0
26 2016  1.31087e+06 263001 340370 136948 144858 136948 144858 0.488968 0
26 2017  761202 247738 330376 114291 107586 114291 107586 0.36717 0
26 2018  2.26987e+06 226742 308503 105774 103471 105774 103471 0.36489 0
26 2019  994852 231966 336551 86091.8 80436.6 86091.8 80436.6 0.247383 0
26 2020  NA 313072 NA NA NA NA NA NA NA
27 1974  48844 40992.8 59423.1 17969.3 18500.7 17969.3 18500.7 0.459322 0
27 1975  110222 43157.1 58325.7 20735.2 19861.4 20735.2 19861.4 0.465287 0
27 1976  137197 42815.3 52454.7 17170.2 17423.2 17170.2 17423.2 0.434149 0
27 1977  51120.8 35069.1 53582.5 17739.2 14885.5 17739.2 14885.5 0.392591 0
27 1978  14929.9 39979.3 58095.3 20271.7 20787.3 20271.7 20787.3 0.484566 0
27 1979  150795 45839.7 52990.8 22593.8 21525.9 22593.8 21525.9 0.476832 0
27 1980  161572 36123.4 43735.1 15711.6 16001.8 15711.6 16001.8 0.480882 0
27 1981  145771 25060.1 50526 15337.9 14070.9 15337.9 14070.9 0.480112 0
27 1982  149270 34051 59062.7 21194.5 20852.3 21194.5 20852.3 0.540153 0
27 1983  76871.8 42114.6 66779.4 24872 23297.3 24872 23297.3 0.509034 0
27 1984  92658.2 45222.2 65965.9 26807.4 27104.3 26807.4 27104.3 0.583853 0
27 1985  143251 41804.7 54614.5 24225.6 23421.4 24225.6 23421.4 0.549534 0
27 1986  67068.5 36266.8 53687 18147.7 21159.8 18147.7 21159.8 0.607709 0
27 1987  514538 29988.5 52166.2 17352.3 16850.9 17352.3 16850.9 0.496686 0
27 1988  116357 36624.1 68773.9 21585.7 18438.5 21585.7 18438.5 0.50092 0
27 1989  233569 32584.5 97019.9 21788 23848.9 21788 23848.9 0.407997 0
27 1990  82531.2 92054.3 117985 35012.3 37315.2 35012.3 37315.2 0.430341 0
27 1991  419716 78335.2 110204 33496.4 39710.2 33496.4 39710.2 0.474855 0
27 1992  85464.8 78733.8 109778 29198.1 32990.5 29198.1 32990.5 0.458511 0
27 1993  60633.4 54899.4 105205 31484 35398.3 31484 35398.3 0.513033 0
27 1994  102151 77259.3 90662.3 32898.7 37844.2 32898.7 37844.2 0.550575 0
27 1995  61294.6 60000 72738.7 29746.7 27607.3 29746.7 27607.3 0.503932 0
27 1996  256076 40941.8 56781.7 22620.6 27112.6 22620.6 27112.6 0.731435 0
27 1997  116229 29192.9 49285.8 14661.9 16236 14661.9 16236 0.618151 0
27 1998  90498.4 21901.5 58286.4 20834 20849.1 20834 20849.1 0.65548 0
27 1999  121521 39111.8 56521.2 23427 22804.2 23427 22804.2 0.583937 0
27 2000  65823.6 35797.7 52404.5 22301.6 22296.3 22301.6 22296.3 0.647883 0
27 2001  179661 28691.8 46884 19819.4 17646.2 19819.4 17646.2 0.540557 0
27 2002  83741.4 31192.2 47952 18215.6 14727.5 18215.6 14727.5 0.536025 0
27 2003  44628.8 26245.7 52805.3 19080.8 16337.1 19080.8 16337.1 0.528676 0
27 2004  49146.5 36912.1 48909.3 20857.2 16742.7 20857.2 16742.7 0.521464 0
27 2005  181218 31301.1 39400.4 17348.2 15030.3 17348.2 15030.3 0.55551 0
27 2006  72524.3 23987.1 38866.6 12337.5 10877.1 12337.5 10877.1 0.473278 0
27 2007  70819.2 17714.1 44871.7 15402.2 12023.2 15402.2 12023.2 0.478286 0
27 2008  88104 33642 46623.2 14242.6 13677.4 14242.6 13677.4 0.408186 0
27 2009  182227 31891.8 44737.8 14811.3 14603.6 14811.3 14603.6 0.470941 0
27 2010  224752 29246.8 49212.7 14414.6 13749.9 14414.6 13749.9 0.528155 0
27 2011  57307.6 25609.1 58413.7 12998.8 12559.6 12998.8 12559.6 0.460362 0
27 2012  103068 30574.2 43156.8 14628 17323.8 14628 17323.8 0.518599 0
27 2013  153026 36552.8 43240.3 15767.3 17151.7 15767.3 17151.7 0.466337 0
27 2014  110190 31402.4 41613 14217 15787 14217 15787 0.44143 0
27 2015  66850.3 29194.3 46409.7 14258.3 14223.2 14258.3 14223.2 0.400035 0
27 2016  135899 34921.5 41911.7 15182.8 16949.1 15182.8 16949.1 0.450198 0
27 2017  109114 31066.4 38038.9 13242.4 14091.8 13242.4 14091.8 0.404674 0
27 2018  604127 27583.8 40107.8 12122.6 11868.1 12122.6 11868.1 0.34745 0
27 2019  24005.2 27925.4 50438 9998.08 9883.25 9998.08 9883.25 0.295955 0
27 2020  NA 30237 NA NA NA NA NA NA NA
