Species.n Year  Rec SSB TSB SOP SOP.hat Yield Yield.hat mean.F Eaten
17 1994  1.63473e+07 209571 318698 101644 106514 101644 106514 0.587194 274058
17 1995  1.57863e+07 215415 328457 105486 98848.8 105486 98848.8 0.511075 288972
17 1996  8.99477e+06 202711 293316 76123.2 80873.6 76123.2 80873.6 0.455632 213571
17 1997  1.70993e+07 172103 232792 61432.2 64107.7 61432.2 64107.7 0.39947 236660
17 1998  2.77776e+07 150539 228745 47478.1 47490.1 47478.1 47490.1 0.323112 351354
17 1999  2.28025e+07 149656 261569 60836.2 63091.2 60836.2 63091.2 0.449167 357323
17 2000  2.57086e+07 164777 287629 63812.5 80502.9 63812.5 80502.9 0.476176 345206
17 2001  4.12834e+07 212512 351749 45244.9 55893.4 45244.9 55893.4 0.258752 527781
17 2002  3.09357e+07 240920 393336 46448.2 52141.5 46448.2 52141.5 0.230167 530513
17 2003  1.90051e+07 211622 283467 45642.7 45091.5 45642.7 45091.5 0.238328 322235
17 2004  1.94454e+07 174547 233761 33557.6 31368.4 33557.6 31368.4 0.18653 294270
17 2005  1.56291e+07 152985 223141 28878.8 26887.1 28878.8 26887.1 0.182396 258243
17 2006  1.68947e+07 139245 195961 36764.3 31999.6 36764.3 31999.6 0.223982 245356
17 2007  1.9181e+07 133643 181417 26973.6 24770.7 26973.6 24770.7 0.202236 261587
17 2008  1.77716e+07 138021 196754 28242.3 26013.8 28242.3 26013.8 0.209388 265839
17 2009  1.00499e+07 139778 190160 28417 24552.2 28417 24552.2 0.195445 180289
17 2010  1.81162e+07 170235 223052 34442.1 33338.4 34442.1 33338.4 0.211392 257945
17 2011  1.70906e+07 179918 248280 30665.4 32379.7 30665.4 32379.7 0.198735 281891
17 2012  1.12402e+07 191470 235958 30210.7 27511.7 30210.7 27511.7 0.159387 209610
17 2013  1.47563e+07 172016 203374 26661.3 25460 26661.3 25460 0.156814 213096
17 2014  1.6075e+07 168579 233331 28362.2 28906.6 28362.2 28906.6 0.181134 254013
17 2015  2.14933e+07 178911 239584 36249.6 34803.9 36249.6 34803.9 0.211216 294580
17 2016  2.62149e+07 199820 266148 33392.6 34734.8 33392.6 34734.8 0.193282 345401
17 2017  2.01024e+07 231940 317593 29344.4 31560.2 29344.4 31560.2 0.14929 364661
17 2018  1.3939e+07 239088 299720 28436.8 30554.4 28436.8 30554.4 0.144199 260842
17 2019  2.24094e+07 215619 272953 31281.4 32935.2 31281.4 32935.2 0.162963 288066
17 2020  NA 258299 NA NA NA NA NA NA NA
18 1974  4.35355e+07 312407 851317 396271 304776 396271 304776 0.730956 941384
18 1975  4.17369e+06 139203 1.2436e+06 494728 363431 494728 363431 0.872724 827671
18 1976  6.68011e+06 155018 903351 402850 375051 402850 375051 0.812109 406721
18 1977  1.23639e+07 319676 462606 240340 219240 240340 219240 0.756566 298625
18 1978  1.69259e+07 123239 350013 146706 126014 146706 126014 0.813906 362803
18 1979  3.29427e+07 75043.5 464734 149064 144312 149064 144312 0.840187 661099
18 1980  1.52714e+07 85461.2 803824 202451 220860 202451 220860 0.800597 657581
18 1981  2.14462e+07 153476 790732 226485 241812 226485 241812 0.566094 632757
18 1982  1.08818e+07 361138 729786 256108 218948 256108 218948 0.537147 471660
18 1983  1.94894e+07 239975 558859 253230 247655 253230 247655 0.713009 414497
18 1984  7.53773e+06 219873 639856 247089 275256 247089 275256 0.845042 383461
18 1985  8.18653e+06 143877 529476 247098 265219 247098 265219 0.773682 261822
18 1986  1.70627e+07 230205 398909 223727 192626 223727 192626 0.786849 315099
18 1987  1.86728e+06 147173 460790 194995 201715 194995 201715 0.908644 188006
18 1988  1.62505e+06 112181 357661 179974 189944 179974 189944 0.905764 88920.8
18 1989  3.1239e+06 151236 200850 127719 118556 127719 118556 0.891365 71222.8
18 1990  7.61283e+06 70301.5 137132 86747.9 73248.1 86747.9 73248.1 0.84384 137124
18 1991  8.4368e+06 42309.9 173967 97264.3 82355.5 97264.3 82355.5 0.921483 171099
18 1992  1.19776e+07 42524.7 268425 135185 105729 135185 105729 0.804669 249856
18 1993  4.41472e+06 87240.5 407060 180218 172387 180218 172387 0.939213 209273
18 1994  2.02284e+07 105943 377832 169436 190070 169436 190070 0.88886 313848
18 1995  9.35905e+06 142029 580599 168928 179294 168928 179294 0.788225 434172
18 1996  6.36559e+06 101855 518343 204683 246402 204683 246402 0.90026 227092
18 1997  4.66254e+06 196687 370871 170009 163584 170009 163584 0.681191 153834
18 1998  2.43544e+06 138739 303650 161929 142592 161929 142592 0.74528 100031
18 1999  2.40707e+07 116329 202463 123489 127571 123489 127571 0.99442 244909
18 2000  7.82265e+06 67044.5 603686 126823 146711 126823 146711 0.955259 420490
18 2001  1.43224e+06 40280.6 778537 173366 248371 173366 248371 0.743959 176156
18 2002  2.36962e+06 419529 562666 155333 254482 155333 254482 0.62437 107982
18 2003  2.94605e+06 283637 326571 74350.2 102396 74350.2 102396 0.329771 84135.6
18 2004  2.40247e+06 174172 231853 72513.1 69609.7 72513.1 69609.7 0.347858 94653.5
18 2005  1.7223e+07 109051 153405 64115.2 50815.5 64115.2 50815.5 0.389232 243315
18 2006  4.04232e+06 69623.7 328242 66967.2 71360.9 66967.2 71360.9 0.661177 277203
18 2007  2.20207e+06 39305.1 272585 67425.3 83195.6 67425.3 83195.6 0.644901 111942
18 2008  1.3125e+06 149291 220826 47787 65343.1 47787 65343.1 0.391425 66896.5
18 2009  7.43691e+06 106498 153174 47952.5 45065.2 47952.5 45065.2 0.332707 111941
18 2010  1.03543e+06 86046.7 260800 45377.6 42873.8 45377.6 42873.8 0.358449 154455
18 2011  519375 62648.4 233060 49689.9 73349.3 49689.9 73349.3 0.505652 62526.6
18 2012  1.18703e+06 165423 185563 43194.2 56124.4 43194.2 56124.4 0.311669 35480.8
18 2013  690412 123824 147850 47127.4 40720 47127.4 40720 0.26989 31896.4
18 2014  5.45627e+06 80829 110740 46284 47607.9 46284 47607.9 0.468065 77922
18 2015  1.88219e+06 57979.4 171725 41558.9 58411 41558.9 58411 0.774675 107993
18 2016  3.35809e+06 32359.5 169636 43152.2 55984.7 43152.2 55984.7 0.479698 95103.4
18 2017  2.00779e+06 111119 198336 40793.9 46337.9 40793.9 46337.9 0.338552 98053.4
18 2018  2.60202e+06 95779.3 175425 39492.2 37466.1 39492.2 37466.1 0.252318 81717.5
18 2019  1.19171e+07 110208 179613 36601.4 31292.2 36601.4 31292.2 0.208766 164362
18 2020  NA 115740 NA NA NA NA NA NA NA
19 1974  276776 564561 901290 341457 287492 341457 287492 0.461486 0
19 1975  156967 497938 888395 308362 294478 308362 294478 0.537153 0
19 1976  194128 382303 808891 432832 311601 432832 311601 0.606797 0
19 1977  161983 305234 644074 242626 323787 242626 323787 0.771635 0
19 1978  340425 255167 469202 179361 147904 179361 147904 0.43323 0
19 1979  266761 247546 501495 144250 162815 144250 162815 0.463987 0
19 1980  284344 229130 479909 146784 169002 146784 169002 0.535085 0
19 1981  279700 218371 548570 150025 176206 150025 176206 0.480162 0
19 1982  333459 199491 565343 205438 190496 205438 190496 0.483838 0
19 1983  590752 203905 560384 205616 246926 205616 246926 0.675738 0
19 1984  300905 173875 482000 245308 184624 245308 184624 0.599416 0
19 1985  259736 153261 472574 280080 169020 280080 169020 0.623648 0
19 1986  166689 135526 514239 236972 238697 236972 238697 0.791087 0
19 1987  196118 136169 404897 195418 173919 195418 173919 0.661181 0
19 1988  259329 133939 360783 156418 171865 156418 171865 0.748616 0
19 1989  191495 110056 300331 126442 120930 126442 120930 0.649561 0
19 1990  250098 104533 301175 126902 109884 126902 109884 0.605574 0
19 1991  167901 97784.8 312092 133739 119285 133739 119285 0.611761 0
19 1992  486703 95775.5 320361 117430 90999.4 117430 90999.4 0.578101 0
19 1993  221643 108326 368648 135112 129416 135112 129416 0.722345 0
19 1994  291820 108844 372656 128816 99726.2 128816 99726.2 0.539095 0
19 1995  134967 135838 563368 143477 164158 143477 164158 0.651143 0
19 1996  254579 147519 499387 130551 164458 130551 164458 0.578476 0
19 1997  146569 177760 474430 121523 124456 121523 124456 0.426124 0
19 1998  344792 177648 405347 118480 117339 118480 117339 0.450672 0
19 1999  324103 177557 413661 120395 129838 120395 129838 0.557649 0
19 2000  242664 168741 425985 94675.6 101152 94675.6 101152 0.416427 0
19 2001  192596 176013 478395 104100 87484.5 104100 87484.5 0.338958 0
19 2002  304109 207545 550218 129849 141960 129849 141960 0.454418 0
19 2003  122186 194803 463263 121658 127988 121658 127988 0.458089 0
19 2004  169953 241327 517360 113792 111586 113792 111586 0.337392 0
19 2005  122416 225762 485043 119234 119428 119234 119428 0.381447 0
19 2006  106090 249454 471000 128711 120973 128711 120973 0.368123 0
19 2007  184533 233745 416737 106333 91262.1 106333 91262.1 0.313345 0
19 2008  97994.2 223275 396587 129887 122961 129887 122961 0.474506 0
19 2009  185497 212659 364321 114519 116436 114519 116436 0.480313 0
19 2010  179176 199657 372000 104723 112084 104723 112084 0.456986 0
19 2011  109915 158802 318029 102008 89613.5 102008 89613.5 0.428588 0
19 2012  139005 144039 316804 87049.1 79849.6 87049.1 79849.6 0.409075 0
19 2013  223763 147043 328064 87269.8 78114.9 87269.8 78114.9 0.363531 0
19 2014  182254 171856 343429 82171.6 89446 82171.6 89446 0.367619 0
19 2015  65503.5 181926 354967 81446.6 86467.8 81446.6 86467.8 0.364813 0
19 2016  110751 174588 378908 77671.3 82156 77671.3 82156 0.332984 0
19 2017  226147 201556 405960 94572.8 110056 94572.8 110056 0.387686 0
19 2018  221638 205212 358145 95446.2 98056.7 95446.2 98056.7 0.366118 0
19 2019  223286 216731 370968 96634.5 93058.1 96634.5 93058.1 0.357166 0
19 2020  NA 200615 NA NA NA NA NA NA NA
20 1974  5.06166e+06 4.94458e+06 5.58713e+06 604750 595434 604750 595434 0.124527 0
20 1975  4.64519e+06 4.7601e+06 5.55657e+06 780518 781432 780518 781432 0.165703 0
20 1976  3.14551e+06 4.57064e+06 5.46988e+06 826864 808053 826864 808053 0.187949 0
20 1977  812403 4.4382e+06 5.24109e+06 619776 603111 619776 603111 0.144894 0
20 1978  2.43026e+06 4.36634e+06 4.90059e+06 735619 733319 735619 733319 0.181879 0
20 1979  4.68066e+06 3.87639e+06 4.27525e+06 840578 806851 840578 806851 0.221983 0
20 1980  5.67568e+06 2.79381e+06 3.35768e+06 733063 719860 733063 719860 0.235035 0
20 1981  6.60977e+06 2.54509e+06 3.39009e+06 750656 666856 750656 666856 0.239681 0
20 1982  1.80723e+06 2.57306e+06 3.58889e+06 716385 642626 716385 642626 0.235644 0
20 1983  1.27049e+06 2.76602e+06 3.58058e+06 671927 547766 671927 547766 0.201694 0
20 1984  6.37525e+06 2.7992e+06 3.22209e+06 633027 587027 633027 587027 0.209086 0
20 1985  2.92874e+06 2.67732e+06 3.30379e+06 609877 602029 609877 602029 0.186932 0
20 1986  3.08312e+06 2.76421e+06 3.51e+06 600246 556221 600246 556221 0.174407 0
20 1987  4.67369e+06 2.79233e+06 3.37738e+06 654429 612263 654429 612263 0.190006 0
20 1988  3.12017e+06 2.75994e+06 3.44732e+06 677317 685189 677317 685189 0.207442 0
20 1989  4.02655e+06 2.60339e+06 3.3371e+06 582714 570600 582714 570600 0.178635 0
20 1990  2.88069e+06 2.74253e+06 3.38321e+06 624046 620583 624046 620583 0.196085 0
20 1991  3.31324e+06 2.84861e+06 3.46136e+06 674986 751128 674986 751128 0.237649 0
20 1992  4.06969e+06 2.77399e+06 3.26609e+06 758475 834295 758475 834295 0.276834 0
20 1993  4.63746e+06 2.62272e+06 3.17835e+06 823385 843026 823385 843026 0.31861 0
20 1994  4.03572e+06 2.52834e+06 3.11876e+06 817922 871543 817922 871543 0.342829 0
20 1995  3.31548e+06 2.54222e+06 3.15977e+06 755210 763961 755210 763961 0.321866 0
20 1996  3.48617e+06 2.44154e+06 2.97295e+06 561267 557020 561267 557020 0.239229 0
20 1997  2.89481e+06 2.46099e+06 2.96863e+06 570291 542808 570291 542808 0.232543 0
20 1998  2.79186e+06 2.46273e+06 2.88775e+06 662343 621518 662343 621518 0.264503 0
20 1999  3.19885e+06 2.40736e+06 2.81277e+06 636297 641959 636297 641959 0.27538 0
20 2000  1.99355e+06 2.25333e+06 2.64567e+06 736472 710586 736472 710586 0.323843 0
20 2001  3.9046e+06 2.091e+06 2.42938e+06 735748 734370 735748 734370 0.36825 0
20 2002  5.54345e+06 1.78774e+06 2.1669e+06 770238 783215 770238 783215 0.45013 0
20 2003  3.46148e+06 1.73262e+06 2.31253e+06 678030 720207 678030 720207 0.430496 0
20 2004  4.84536e+06 2.04858e+06 2.51092e+06 684412 588691 684412 588691 0.471557 0
20 2005  7.59057e+06 1.96647e+06 2.53957e+06 549854 447664 549854 447664 0.340443 0
20 2006  9.06622e+06 2.20475e+06 3.08564e+06 478373 434103 478373 434103 0.280687 0
20 2007  7.76354e+06 2.66115e+06 3.89824e+06 588318 598837 588318 598837 0.318108 0
20 2008  7.48069e+06 3.18026e+06 4.50185e+06 622041 688513 622041 688513 0.294845 0
20 2009  6.61108e+06 3.70431e+06 4.89328e+06 738620 742776 738620 742776 0.273405 0
20 2010  1.06371e+07 4.13263e+06 5.05725e+06 877019 822413 877019 822413 0.258689 0
20 2011  1.00662e+07 4.72104e+06 5.88735e+06 947366 865404 947366 865404 0.237334 0
20 2012  5.86454e+06 4.88575e+06 6.33688e+06 895262 841743 895262 841743 0.207989 0
20 2013  4.83716e+06 5.21703e+06 6.23681e+06 933733 900225 933733 900225 0.204416 0
20 2014  7.00597e+06 5.27736e+06 6.01896e+06 1.39545e+06 1.18973e+06 1.39545e+06 1.18973e+06 0.252655 0
20 2015  2.77042e+06 5.34882e+06 6.05504e+06 1.21556e+06 1.12863e+06 1.21556e+06 1.12863e+06 0.240305 0
20 2016  8.38882e+06 5.17456e+06 5.83851e+06 1.09645e+06 1.04473e+06 1.09645e+06 1.04473e+06 0.228303 0
20 2017  5.88049e+06 4.53595e+06 5.33419e+06 1.1555e+06 1.12753e+06 1.1555e+06 1.12753e+06 0.246863 0
20 2018  7.97712e+06 4.36846e+06 5.58788e+06 1.02591e+06 1.01849e+06 1.02591e+06 1.01849e+06 0.235719 0
20 2019  9.26754e+06 4.30888e+06 5.55707e+06 840182 817481 840182 817481 0.193718 0
20 2020  NA 4.57869e+06 NA NA NA NA NA NA NA
21 1974  7.33939e+06 223386 272878 266013 203237 266013 203237 0.720374 87711.6
21 1975  2.74121e+06 180038 227833 253937 238944 253937 238944 1.34968 48557.3
21 1976  1.82228e+06 95325.4 115631 159255 95948.1 159255 95948.1 0.878037 29299.2
21 1977  1.44592e+06 62190.2 74030.8 39314.4 16581.4 39314.4 16581.4 0.178497 24843.6
21 1978  1.2326e+06 79156.1 92038.4 0 0 0 0 0 27978.5
21 1979  4.469e+06 113420 127433 0 0 0 0 0 44172.9
21 1980  1.79333e+07 150637 185279 73449.9 85974.1 73449.9 85974.1 0.142009 113493
21 1981  2.77724e+07 213427 301020 208745 235211 208745 235211 0.254457 199801
21 1982  3.60958e+07 309222 421800 277070 242085 277070 242085 0.178643 271791
21 1983  2.61455e+07 507809 680032 430216 280929 430216 280929 0.331247 307165
21 1984  2.89304e+07 778390 977038 460933 530553 460933 530553 0.493889 347609
21 1985  4.61998e+07 874503 1.10034e+06 659339 635575 659339 635575 0.543409 433140
21 1986  5.13209e+07 867544 1.13717e+06 752731 608905 752731 608905 0.459113 490610
21 1987  3.97548e+07 1.0244e+06 1.35619e+06 1.00873e+06 725076 1.00873e+06 725076 0.442474 506732
21 1988  2.12906e+07 1.36169e+06 1.6504e+06 1.14087e+06 799783 1.14087e+06 799783 0.446616 442815
21 1989  2.00242e+07 1.38759e+06 1.59068e+06 910318 670849 910318 670849 0.385438 344936
21 1990  1.99178e+07 1.40898e+06 1.52829e+06 739056 608093 739056 608093 0.381226 322703
21 1991  2.07276e+07 1.22476e+06 1.34432e+06 685045 572530 685045 572530 0.405237 273983
21 1992  2.87154e+07 983193 1.19328e+06 764432 682269 764432 682269 0.556605 268626
21 1993  3.05896e+07 690562 1.02266e+06 687902 712743 687902 712743 0.739401 291739
21 1994  2.30507e+07 681570 906670 597208 612740 597208 612740 0.679652 259872
21 1995  2.46515e+07 652506 872464 595417 660049 595417 660049 0.807549 279836
21 1996  2.48937e+07 563943 754114 274372 284350 274372 284350 0.32786 268268
21 1997  1.56727e+07 685335 924634 264056 293229 264056 293229 0.305664 281141
21 1998  1.23295e+07 926861 1.18427e+06 380193 364003 380193 364003 0.43925 287319
21 1999  3.65083e+07 987829 1.16557e+06 369622 312095 369622 312095 0.331051 342209
21 2000  2.25313e+07 1.03104e+06 1.3047e+06 421779 385178 421779 385178 0.354948 345417
21 2001  5.8006e+07 1.32431e+06 1.61683e+06 363691 364323 363691 364323 0.262048 574787
21 2002  2.34882e+07 1.66609e+06 2.05529e+06 390438 408115 390438 408115 0.24181 660949
21 2003  1.62293e+07 1.89521e+06 2.68656e+06 487432 515639 487432 515639 0.252217 657446
21 2004  1.86322e+07 2.06734e+06 2.67132e+06 589576 599249 589576 599249 0.263419 660435
21 2005  1.27485e+07 2.03551e+06 2.23325e+06 665396 694778 665396 694778 0.343108 474796
21 2006  1.5005e+07 1.49799e+06 1.6798e+06 513247 462326 513247 462326 0.281332 380628
21 2007  2.00768e+07 1.17573e+06 1.32942e+06 406368 335278 406368 335278 0.245401 366431
21 2008  1.89422e+07 1.05472e+06 1.18253e+06 258713 228186 258713 228186 0.175439 350779
21 2009  2.10208e+07 1.1978e+06 1.32172e+06 168589 153414 168589 153414 0.0982037 351670
21 2010  2.10122e+07 1.29081e+06 1.63202e+06 186255 191760 186255 191760 0.113918 399955
21 2011  1.85597e+07 1.73589e+06 1.97581e+06 224049 194088 224049 194088 0.100644 465991
21 2012  1.77338e+07 2.05027e+06 2.17103e+06 434509 407638 434509 407638 0.191762 469098
21 2013  2.96784e+07 1.86307e+06 2.01215e+06 511220 451280 511220 451280 0.222181 456102
21 2014  3.34267e+07 1.66947e+06 1.8649e+06 518042 423465 518042 423465 0.216965 511520
21 2015  8.73737e+06 1.59572e+06 1.979e+06 494949 426872 494949 426872 0.232276 435013
21 2016  1.34314e+07 1.83872e+06 2.15514e+06 563618 464706 563618 464706 0.237011 449845
21 2017  6.85445e+06 1.69902e+06 1.87452e+06 490975 343365 490975 343365 0.185187 379714
21 2018  1.6141e+07 1.50248e+06 1.7345e+06 591798 426473 591798 426473 0.244748 366941
21 2019  1.36172e+07 1.24824e+06 1.39131e+06 432123 330045 432123 330045 0.218527 274890
21 2020  NA 1.12488e+06 NA NA NA NA NA NA NA
22 1974  2.18786e+08 222193 925216 220388 175889 220388 175889 0.309899 973897
22 1975  1.8519e+08 278487 674286 196585 175714 196585 175714 0.398834 706204
22 1976  1.96605e+08 153317 507418 110245 100990 110245 100990 0.295913 610630
22 1977  9.77625e+07 149830 589469 271729 231031 271729 231031 0.732233 414780
22 1978  1.52687e+08 127976 376238 133700 134187 133700 134187 0.520639 380100
22 1979  3.21225e+08 129550 511491 202374 76342.8 202374 76342.8 0.193142 767504
22 1980  2.15577e+08 254138 1.01637e+06 303285 326725 303285 326725 0.598573 903434
22 1981  2.64238e+08 236542 682795 152257 169115 152257 169115 0.373851 840851
22 1982  2.21197e+08 138478 691560 87780.1 179314 87780.1 179314 0.426331 671682
22 1983  1.85947e+08 136271 503341 96993.3 54201.5 96993.3 54201.5 0.131833 648410
22 1984  1.08776e+08 215445 551971 98661.2 55888.3 98661.2 55888.3 0.110728 719095
22 1985  2.12558e+08 317686 597355 91674 109494 91674 109494 0.181268 798537
22 1986  2.91543e+08 184213 673830 400801 217265 400801 217265 0.412983 918419
22 1987  1.26677e+08 234781 751063 408065 170211 408065 170211 0.28151 828835
22 1988  4.25815e+08 306309 545957 393355 186831 393355 186831 0.372287 1.0273e+06
22 1989  1.51724e+08 175185 803295 478128 380762 478128 380762 0.780972 689192
22 1990  2.03664e+08 156321 488231 252809 212572 252809 212572 0.634559 580621
22 1991  2.41364e+08 153752 564793 413418 167581 413418 167581 0.415645 723024
22 1992  2.87914e+08 116124 424099 190875 106782 190875 106782 0.266455 858469
22 1993  5.328e+08 219259 739338 279254 146260 279254 146260 0.256543 1.36195e+06
22 1994  5.27913e+08 264909 959705 502751 467119 502751 467119 0.703142 1.42621e+06
22 1995  2.69517e+08 244612 1.0301e+06 365350 212914 365350 212914 0.307993 1.20987e+06
22 1996  9.13306e+08 315254 938115 328107 240216 328107 240216 0.328841 1.41862e+06
22 1997  1.5378e+08 243015 1.63404e+06 584720 368584 584720 368584 0.354138 1.30958e+06
22 1998  1.95456e+08 482650 768970 562957 304134 562957 304134 0.497742 685913
22 1999  2.57927e+08 209528 545012 296332 207913 296332 207913 0.435328 854561
22 2000  3.03213e+08 157206 767796 267363 233535 267363 233535 0.482659 1.07869e+06
22 2001  1.93319e+08 126749 579268 291694 123843 291694 123843 0.327468 888976
22 2002  8.32725e+07 110242 482205 163107 156239 163107 156239 0.572723 505869
22 2003  1.3086e+08 79967.7 202219 72291.1 48599.3 72291.1 48599.3 0.308343 416717
22 2004  7.4619e+07 41464 243862 80779 89870.8 80779 89870.8 0.649872 312111
22 2005  1.33299e+08 40762.6 183185 23672.7 16955.1 23672.7 16955.1 0.168277 329503
22 2006  1.82103e+08 39626.7 218859 16351.6 9242.85 16351.6 9242.85 0.0705979 513179
22 2007  1.61952e+08 74048 420987 89771.6 56317.3 89771.6 56317.3 0.245745 590016
22 2008  1.47714e+08 119256 447613 88546.2 104040 88546.2 104040 0.379677 509243
22 2009  3.09481e+08 91405.1 377283 29590.5 24982.7 29590.5 24982.7 0.0882051 713246
22 2010  4.59169e+07 219976 931209 76346 81194.8 76346 81194.8 0.133762 594928
22 2011  3.99807e+07 291201 434401 95974.8 80447.8 95974.8 80447.8 0.174898 342618
22 2012  2.30334e+08 167202 264042 43052.6 19727.5 43052.6 19727.5 0.0525049 564472
