"Year","Quarter","Predator","Prey","eatenW"
1983,3,"G. gurnards","Cod",18204.973818825
1984,3,"G. gurnards","Cod",31343.4431055252
1985,3,"G. gurnards","Cod",8187.58362361056
1986,3,"G. gurnards","Cod",11980.9906607612
1987,3,"G. gurnards","Cod",6703.4160322272
1988,3,"G. gurnards","Cod",3319.95969585072
1989,3,"G. gurnards","Cod",6763.969972149
1990,3,"G. gurnards","Cod",11635.52616876
1991,3,"G. gurnards","Cod",12115.8879040524
1992,3,"G. gurnards","Cod",14335.87275328
1993,3,"G. gurnards","Cod",20186.502451674
1994,3,"G. gurnards","Cod",23861.4785683716
1995,3,"G. gurnards","Cod",21038.0320354048
1996,3,"G. gurnards","Cod",27032.9852311168
1997,3,"G. gurnards","Cod",27023.3063267544
1998,3,"G. gurnards","Cod",31430.9147074416
1999,3,"G. gurnards","Cod",68056.592259864
2000,3,"G. gurnards","Cod",19305.4968949128
2001,3,"G. gurnards","Cod",22880.11441222
2002,3,"G. gurnards","Cod",36757.6546768574
2003,3,"G. gurnards","Cod",47086.672635015
2004,3,"G. gurnards","Cod",42317.943674006
2005,3,"G. gurnards","Cod",62590.5771859732
2006,3,"G. gurnards","Cod",41579.1522025724
2007,3,"G. gurnards","Cod",46243.59960675
2008,3,"G. gurnards","Cod",55141.48631732
2009,3,"G. gurnards","Cod",32623.161077468
2010,3,"G. gurnards","Cod",32220.6089281466
2011,3,"G. gurnards","Cod",68377.9398977402
2012,3,"G. gurnards","Cod",72327.0205522332
2013,3,"G. gurnards","Cod",64195.659095412
2014,3,"G. gurnards","Cod",50043.1900327424
2015,3,"G. gurnards","Cod",44679.768558425
2016,3,"G. gurnards","Cod",38461.7493730522
2017,3,"G. gurnards","Cod",24892.7931773326
2018,3,"G. gurnards","Cod",22013.3218273956
2019,3,"G. gurnards","Cod",21194.190882852
1974,3,"Gannet","Cod",469.3766398022
1975,3,"Gannet","Cod",642.845142745
1976,3,"Gannet","Cod",789.40080292
1977,3,"Gannet","Cod",1979.43241401
1978,3,"Gannet","Cod",1298.089972373
1979,3,"Gannet","Cod",947.3205123536
1980,3,"Gannet","Cod",1557.098659836
1981,3,"Gannet","Cod",828.470477972
1982,3,"Gannet","Cod",1631.474198975
1983,3,"Gannet","Cod",888.30936444
1984,3,"Gannet","Cod",1659.340618532
1985,3,"Gannet","Cod",544.64141496
1986,3,"Gannet","Cod",1402.799280311
1987,3,"Gannet","Cod",883.53675013
1988,3,"Gannet","Cod",550.024381328
1989,3,"Gannet","Cod",1008.426687915
1990,3,"Gannet","Cod",581.450645642
1991,3,"Gannet","Cod",583.773260622
1992,3,"Gannet","Cod",873.55517126
1993,3,"Gannet","Cod",451.911481578
1994,3,"Gannet","Cod",774.038730458
1995,3,"Gannet","Cod",646.370185512
1996,3,"Gannet","Cod",413.279636872
1997,3,"Gannet","Cod",926.549871345
1998,3,"Gannet","Cod",322.789297509
1999,3,"Gannet","Cod",371.197283682
2000,3,"Gannet","Cod",693.036816316
2001,3,"Gannet","Cod",291.9893639211
2002,3,"Gannet","Cod",387.617162346
2003,3,"Gannet","Cod",361.8529880208
2004,3,"Gannet","Cod",488.248855668
2005,3,"Gannet","Cod",532.1231718561
2006,3,"Gannet","Cod",842.330156486
2007,3,"Gannet","Cod",439.8792357444
2008,3,"Gannet","Cod",431.3681261853
2009,3,"Gannet","Cod",360.9701827008
2010,3,"Gannet","Cod",511.03304469
2011,3,"Gannet","Cod",437.5531066128
2012,3,"Gannet","Cod",462.883023228
2013,3,"Gannet","Cod",677.217005283
2014,3,"Gannet","Cod",560.814799266
2015,3,"Gannet","Cod",301.9455980124
2016,3,"Gannet","Cod",179.2886047785
2017,3,"Gannet","Cod",599.140659171
2018,3,"Gannet","Cod",175.1487737043
2019,3,"Gannet","Cod",392.1610666662
1974,4,"Gannet","Cod",1747.1805038142
1975,4,"Gannet","Cod",3695.973153132
1976,4,"Gannet","Cod",2222.045417475
1977,4,"Gannet","Cod",3171.4845610955
1978,4,"Gannet","Cod",3094.1320238829
1979,4,"Gannet","Cod",2611.203278034
1980,4,"Gannet","Cod",5039.2705692966
1981,4,"Gannet","Cod",2497.9759235132
1982,4,"Gannet","Cod",3702.3205740651
1983,4,"Gannet","Cod",2245.0787738093
1984,4,"Gannet","Cod",4004.8779645472
1985,4,"Gannet","Cod",1514.4373024456
1986,4,"Gannet","Cod",3975.937279587
1987,4,"Gannet","Cod",2118.8702337075
1988,4,"Gannet","Cod",1530.70901724
1989,4,"Gannet","Cod",2494.1965945351
1990,4,"Gannet","Cod",1441.2097494132
1991,4,"Gannet","Cod",1520.774303815
1992,4,"Gannet","Cod",2084.0611846925
1993,4,"Gannet","Cod",1139.2685288244
1994,4,"Gannet","Cod",2006.8959556698
1995,4,"Gannet","Cod",2015.1859262184
1996,4,"Gannet","Cod",1414.268885458
1997,4,"Gannet","Cod",3173.4719546348
1998,4,"Gannet","Cod",613.09368650179
1999,4,"Gannet","Cod",1048.94528617086
2000,4,"Gannet","Cod",1585.0496753559
2001,4,"Gannet","Cod",756.34239170997
2002,4,"Gannet","Cod",828.56243189538
2003,4,"Gannet","Cod",560.85949077392
2004,4,"Gannet","Cod",930.578141064
2005,4,"Gannet","Cod",777.60516789111
2006,4,"Gannet","Cod",1400.4830511711
2007,4,"Gannet","Cod",778.10420942254
2008,4,"Gannet","Cod",755.48997920396
2009,4,"Gannet","Cod",693.46938168144
2010,4,"Gannet","Cod",966.646366686
2011,4,"Gannet","Cod",515.02389051711
2012,4,"Gannet","Cod",598.86069729525
2013,4,"Gannet","Cod",950.98139653231
2014,4,"Gannet","Cod",739.02829350636
2015,4,"Gannet","Cod",413.81868256846
2016,4,"Gannet","Cod",332.30850373539
2017,4,"Gannet","Cod",948.18559620408
2018,4,"Gannet","Cod",239.78573353696
2019,4,"Gannet","Cod",679.6167332227
1974,3,"GBB. Gull","Cod",73.008189033936
1975,3,"GBB. Gull","Cod",49.848102408832
1976,3,"GBB. Gull","Cod",175.023077813142
1977,3,"GBB. Gull","Cod",105.841461566308
1978,3,"GBB. Gull","Cod",128.73800871594
1979,3,"GBB. Gull","Cod",94.767675431936
1980,3,"GBB. Gull","Cod",107.80730216698
1981,3,"GBB. Gull","Cod",243.16153266288
1982,3,"GBB. Gull","Cod",125.204794908128
1983,3,"GBB. Gull","Cod",127.419034108652
1984,3,"GBB. Gull","Cod",105.274205756928
1985,3,"GBB. Gull","Cod",118.221863642896
1986,3,"GBB. Gull","Cod",76.728853177548
1987,3,"GBB. Gull","Cod",62.976285058648
1988,3,"GBB. Gull","Cod",57.191837610336
1989,3,"GBB. Gull","Cod",45.29498464803
1990,3,"GBB. Gull","Cod",54.5285016692
1991,3,"GBB. Gull","Cod",68.607726249972
1992,3,"GBB. Gull","Cod",41.04672889824
1993,3,"GBB. Gull","Cod",60.8787281934
1994,3,"GBB. Gull","Cod",44.879531641568
1995,3,"GBB. Gull","Cod",39.339054424904
1996,3,"GBB. Gull","Cod",53.900019327232
1997,3,"GBB. Gull","Cod",24.8443797888
1998,3,"GBB. Gull","Cod",31.069844620984
1999,3,"GBB. Gull","Cod",44.454299785688
2000,3,"GBB. Gull","Cod",15.87815578206
2001,3,"GBB. Gull","Cod",19.10186509257
2002,3,"GBB. Gull","Cod",24.139630931988
2003,3,"GBB. Gull","Cod",34.157415098118
2004,3,"GBB. Gull","Cod",32.756244967446
2005,3,"GBB. Gull","Cod",50.991797527944
2006,3,"GBB. Gull","Cod",34.287920003064
2007,3,"GBB. Gull","Cod",37.1157357844
2008,3,"GBB. Gull","Cod",43.8052650269
2009,3,"GBB. Gull","Cod",31.22575850108
2010,3,"GBB. Gull","Cod",28.159151287098
2011,3,"GBB. Gull","Cod",58.24344941779
2012,3,"GBB. Gull","Cod",64.77780452832
2013,3,"GBB. Gull","Cod",57.33649673037
2014,3,"GBB. Gull","Cod",37.059333824916
2015,3,"GBB. Gull","Cod",31.6748850795
2016,3,"GBB. Gull","Cod",35.168610124752
2017,3,"GBB. Gull","Cod",19.434586936284
2018,3,"GBB. Gull","Cod",24.740714119524
2019,3,"GBB. Gull","Cod",29.69123808339
1974,1,"Grey seal","Cod",502.166446247231
1975,1,"Grey seal","Cod",737.220893236568
1976,1,"Grey seal","Cod",1108.06745642934
1977,1,"Grey seal","Cod",1232.80674030947
1978,1,"Grey seal","Cod",1822.60558532251
1979,1,"Grey seal","Cod",1801.48905638078
1980,1,"Grey seal","Cod",1161.02056425591
1981,1,"Grey seal","Cod",1690.79079986727
1982,1,"Grey seal","Cod",1527.46032215904
1983,1,"Grey seal","Cod",1824.68822884256
1984,1,"Grey seal","Cod",1909.65925276722
1985,1,"Grey seal","Cod",2041.60300538799
1986,1,"Grey seal","Cod",1947.93402014967
1987,1,"Grey seal","Cod",1982.17641708174
1988,1,"Grey seal","Cod",2390.41789606141
1989,1,"Grey seal","Cod",1450.06370363297
1990,1,"Grey seal","Cod",2330.69082006406
1991,1,"Grey seal","Cod",1850.63774394154
1992,1,"Grey seal","Cod",2312.53744618924
1993,1,"Grey seal","Cod",2083.57062230398
1994,1,"Grey seal","Cod",1950.99408019633
1995,1,"Grey seal","Cod",2136.17967789217
1996,1,"Grey seal","Cod",2258.16436915633
1997,1,"Grey seal","Cod",1410.89803659612
1998,1,"Grey seal","Cod",3400.56433642553
1999,1,"Grey seal","Cod",2603.88162949498
2000,1,"Grey seal","Cod",1959.74635636345
2001,1,"Grey seal","Cod",2480.48605871809
2002,1,"Grey seal","Cod",2098.66897766132
2003,1,"Grey seal","Cod",3467.0221708383
2004,1,"Grey seal","Cod",2738.98171730349
2005,1,"Grey seal","Cod",3142.8514197783
2006,1,"Grey seal","Cod",3138.72717961015
2007,1,"Grey seal","Cod",2835.87254053312
2008,1,"Grey seal","Cod",2587.89655164795
2009,1,"Grey seal","Cod",2307.39828640733
2010,1,"Grey seal","Cod",1397.8562787623
2011,1,"Grey seal","Cod",2650.19081085196
2012,1,"Grey seal","Cod",2937.5392943563
2013,1,"Grey seal","Cod",1832.07684232431
2014,1,"Grey seal","Cod",2154.55785283571
2015,1,"Grey seal","Cod",2143.35144740317
2016,1,"Grey seal","Cod",2706.58061700423
2017,1,"Grey seal","Cod",968.989493647368
2018,1,"Grey seal","Cod",1496.01816195143
2019,1,"Grey seal","Cod",1082.04365758311
1974,2,"Grey seal","Cod",546.051830623155
1975,2,"Grey seal","Cod",817.923241373902
1976,2,"Grey seal","Cod",1099.17289589268
1977,2,"Grey seal","Cod",1343.78281878386
1978,2,"Grey seal","Cod",1710.75095967446
1979,2,"Grey seal","Cod",1833.6286551027
1980,2,"Grey seal","Cod",1259.50345832781
1981,2,"Grey seal","Cod",1714.86336865539
1982,2,"Grey seal","Cod",1446.84948610683
1983,2,"Grey seal","Cod",1569.26194532199
1984,2,"Grey seal","Cod",1827.92068257365
1985,2,"Grey seal","Cod",1697.05814130353
1986,2,"Grey seal","Cod",1751.02389057932
1987,2,"Grey seal","Cod",1695.04903544435
1988,2,"Grey seal","Cod",1957.2001736275
1989,2,"Grey seal","Cod",1367.87925910382
1990,2,"Grey seal","Cod",1967.85908360973
1991,2,"Grey seal","Cod",1655.21978455198
1992,2,"Grey seal","Cod",2207.62798488348
1993,2,"Grey seal","Cod",1871.76888325344
1994,2,"Grey seal","Cod",1906.15578984902
1995,2,"Grey seal","Cod",1932.23677151837
1996,2,"Grey seal","Cod",1983.77498057432
1997,2,"Grey seal","Cod",1395.35953229888
1998,2,"Grey seal","Cod",2452.02625012363
1999,2,"Grey seal","Cod",1955.26476284841
2000,2,"Grey seal","Cod",1532.56426320417
2001,2,"Grey seal","Cod",2189.80188325215
2002,2,"Grey seal","Cod",2007.1541591154
2003,2,"Grey seal","Cod",2434.01396691813
2004,2,"Grey seal","Cod",2423.45334078652
2005,2,"Grey seal","Cod",2874.05345743837
2006,2,"Grey seal","Cod",3135.33487381294
2007,2,"Grey seal","Cod",2605.08692265052
2008,2,"Grey seal","Cod",2402.29485476001
2009,2,"Grey seal","Cod",2135.59328494092
2010,2,"Grey seal","Cod",1331.51096777917
2011,2,"Grey seal","Cod",2386.17751863034
2012,2,"Grey seal","Cod",2800.64760755427
2013,2,"Grey seal","Cod",1819.16314708766
2014,2,"Grey seal","Cod",2101.26675597767
2015,2,"Grey seal","Cod",1952.84292873268
2016,2,"Grey seal","Cod",2520.92659420325
2017,2,"Grey seal","Cod",1027.18342628833
2018,2,"Grey seal","Cod",1270.64768832172
2019,2,"Grey seal","Cod",1079.72789383554
1974,3,"Grey seal","Cod",434.995318297406
1975,3,"Grey seal","Cod",711.389040061505
1976,3,"Grey seal","Cod",774.430505977356
1977,3,"Grey seal","Cod",1360.36153415624
1978,3,"Grey seal","Cod",1247.88431888429
1979,3,"Grey seal","Cod",1041.91462015523
1980,3,"Grey seal","Cod",1093.55570563286
1981,3,"Grey seal","Cod",1133.57264038783
1982,3,"Grey seal","Cod",1997.19460544815
1983,3,"Grey seal","Cod",1029.93124541838
1984,3,"Grey seal","Cod",1127.23380027841
1985,3,"Grey seal","Cod",804.920691440079
1986,3,"Grey seal","Cod",1144.25624262629
1987,3,"Grey seal","Cod",1064.97080816492
1988,3,"Grey seal","Cod",974.241776231768
1989,3,"Grey seal","Cod",1293.67241772265
1990,3,"Grey seal","Cod",1394.32760440783
1991,3,"Grey seal","Cod",1287.47108006917
1992,3,"Grey seal","Cod",1024.4021775064
1993,3,"Grey seal","Cod",2151.3697469819
1994,3,"Grey seal","Cod",1251.5791158983
1995,3,"Grey seal","Cod",1529.396875443
1996,3,"Grey seal","Cod",2604.36795414408
1997,3,"Grey seal","Cod",1804.62235391247
1998,3,"Grey seal","Cod",2683.38221898002
1999,3,"Grey seal","Cod",870.869968693332
2000,3,"Grey seal","Cod",1220.09662185184
2001,3,"Grey seal","Cod",1337.5764919927
2002,3,"Grey seal","Cod",1800.58681885237
2003,3,"Grey seal","Cod",1436.01484602511
2004,3,"Grey seal","Cod",2112.0048717627
2005,3,"Grey seal","Cod",3231.92935906755
2006,3,"Grey seal","Cod",1900.99126949591
2007,3,"Grey seal","Cod",1889.97465331561
2008,3,"Grey seal","Cod",1938.74616102667
2009,3,"Grey seal","Cod",1073.12432195679
2010,3,"Grey seal","Cod",2030.05742939847
2011,3,"Grey seal","Cod",2348.74269919623
2012,3,"Grey seal","Cod",1454.15537135326
2013,3,"Grey seal","Cod",1362.9968610929
2014,3,"Grey seal","Cod",1979.01749204712
2015,3,"Grey seal","Cod",1826.63303024778
2016,3,"Grey seal","Cod",3065.52842950803
2017,3,"Grey seal","Cod",1179.69787491765
2018,3,"Grey seal","Cod",1390.9879065076
2019,3,"Grey seal","Cod",711.774281109967
1974,4,"Grey seal","Cod",973.44825786964
1975,4,"Grey seal","Cod",1610.36151817856
1976,4,"Grey seal","Cod",1795.2986172654
1977,4,"Grey seal","Cod",3540.93366810754
1978,4,"Grey seal","Cod",2942.37558521948
1979,4,"Grey seal","Cod",1795.13594972271
1980,4,"Grey seal","Cod",3078.89571158492
1981,4,"Grey seal","Cod",2944.15113275284
1982,4,"Grey seal","Cod",3812.53417828736
1983,4,"Grey seal","Cod",2889.34259669958
1984,4,"Grey seal","Cod",2967.07707252102
1985,4,"Grey seal","Cod",2136.34548391371
1986,4,"Grey seal","Cod",3142.39109064265
1987,4,"Grey seal","Cod",2996.69680578178
1988,4,"Grey seal","Cod",2442.7457877393
1989,4,"Grey seal","Cod",3798.35492853401
1990,4,"Grey seal","Cod",3486.46112162729
1991,4,"Grey seal","Cod",3579.36014583452
1992,4,"Grey seal","Cod",2312.0449602048
1993,4,"Grey seal","Cod",2490.2875269493
1994,4,"Grey seal","Cod",3274.04963943959
1995,4,"Grey seal","Cod",3629.00355406215
1996,4,"Grey seal","Cod",2759.64928900651
1997,4,"Grey seal","Cod",5352.30515000454
1998,4,"Grey seal","Cod",4965.32453808886
1999,4,"Grey seal","Cod",1967.57964930475
2000,4,"Grey seal","Cod",3477.50077868935
2001,4,"Grey seal","Cod",3419.48277387324
2002,4,"Grey seal","Cod",4756.94307732307
2003,4,"Grey seal","Cod",3762.67036040502
2004,4,"Grey seal","Cod",5661.0623635057
2005,4,"Grey seal","Cod",5651.78223455578
2006,4,"Grey seal","Cod",4895.82916115962
2007,4,"Grey seal","Cod",4850.33907121678
2008,4,"Grey seal","Cod",4876.64668621366
2009,4,"Grey seal","Cod",2066.19625264521
2010,4,"Grey seal","Cod",4834.72054653984
2011,4,"Grey seal","Cod",4874.5969830019
2012,4,"Grey seal","Cod",2459.932432223
2013,4,"Grey seal","Cod",3165.89130742167
2014,4,"Grey seal","Cod",3838.24269388032
2015,4,"Grey seal","Cod",5105.86301224649
2016,4,"Grey seal","Cod",2110.25888311514
2017,4,"Grey seal","Cod",2830.58909316074
2018,4,"Grey seal","Cod",2357.73153392984
2019,4,"Grey seal","Cod",1972.23811293324
1974,1,"H. porpoise","Cod",10574.037918648
1975,1,"H. porpoise","Cod",11422.1606525733
1976,1,"H. porpoise","Cod",13265.63247025
1977,1,"H. porpoise","Cod",13171.796239239
1978,1,"H. porpoise","Cod",16746.455257008
1979,1,"H. porpoise","Cod",13678.2650225032
