"Year","Quarter","Predator","Prey","eatenW"
2007,2,"Grey seal","Herring",331.538970500697
2008,2,"Grey seal","Herring",282.919252385235
2009,2,"Grey seal","Herring",370.141661529687
2010,2,"Grey seal","Herring",217.256096545091
2011,2,"Grey seal","Herring",410.740090126025
2012,2,"Grey seal","Herring",663.788585139689
2013,2,"Grey seal","Herring",377.530129830387
2014,2,"Grey seal","Herring",348.524497837685
2015,2,"Grey seal","Herring",340.778256341471
2016,2,"Grey seal","Herring",663.321352013041
2017,2,"Grey seal","Herring",268.159099690724
2018,2,"Grey seal","Herring",341.088206006129
2019,2,"Grey seal","Herring",217.960457475299
1974,3,"Grey seal","Herring",4.09665062232947
1975,3,"Grey seal","Herring",3.17526300094746
1976,3,"Grey seal","Herring",1.90507277616428
1977,3,"Grey seal","Herring",2.39875243074975
1978,3,"Grey seal","Herring",3.30892281460446
1979,3,"Grey seal","Herring",2.9484602774619
1980,3,"Grey seal","Herring",5.2022242037055
1981,3,"Grey seal","Herring",10.1511900309011
1982,3,"Grey seal","Herring",29.9521998988525
1983,3,"Grey seal","Herring",30.5861323463103
1984,3,"Grey seal","Herring",33.0519728410092
1985,3,"Grey seal","Herring",28.5737758826128
1986,3,"Grey seal","Herring",44.6448206733716
1987,3,"Grey seal","Herring",65.612579943699
1988,3,"Grey seal","Herring",74.9038288335672
1989,3,"Grey seal","Herring",102.101404575739
1990,3,"Grey seal","Herring",100.76377043288
1991,3,"Grey seal","Herring",81.533647404771
1992,3,"Grey seal","Herring",54.6188044523579
1993,3,"Grey seal","Herring",99.6778437262817
1994,3,"Grey seal","Herring",44.1987183978587
1995,3,"Grey seal","Herring",55.9317907412163
1996,3,"Grey seal","Herring",117.194932941152
1997,3,"Grey seal","Herring",86.3711492680088
1998,3,"Grey seal","Herring",149.163826790608
1999,3,"Grey seal","Herring",89.5684352674745
2000,3,"Grey seal","Herring",143.393868484762
2001,3,"Grey seal","Herring",197.581836381196
2002,3,"Grey seal","Herring",472.497556762134
2003,3,"Grey seal","Herring",550.121308808914
2004,3,"Grey seal","Herring",667.472426430924
2005,3,"Grey seal","Herring",834.509358413945
2006,3,"Grey seal","Herring",272.945672199198
2007,3,"Grey seal","Herring",230.103286835771
2008,3,"Grey seal","Herring",247.017200428105
2009,3,"Grey seal","Herring",185.074881033
2010,3,"Grey seal","Herring",370.358947214823
2011,3,"Grey seal","Herring",453.910608751485
2012,3,"Grey seal","Herring",338.732349154694
2013,3,"Grey seal","Herring",281.339865400521
2014,3,"Grey seal","Herring",334.073149308777
2015,3,"Grey seal","Herring",354.865487224953
2016,3,"Grey seal","Herring",816.519683971887
2017,3,"Grey seal","Herring",289.27323148526
2018,3,"Grey seal","Herring",353.392840658248
2019,3,"Grey seal","Herring",135.202597925445
1974,4,"Grey seal","Herring",6.88259479949437
1975,4,"Grey seal","Herring",5.31078550650798
1976,4,"Grey seal","Herring",3.19264251771113
1977,4,"Grey seal","Herring",4.88817865519612
1978,4,"Grey seal","Herring",6.51130247111399
1979,4,"Grey seal","Herring",6.0819440483228
1980,4,"Grey seal","Herring",12.6003251202094
1981,4,"Grey seal","Herring",20.9370956178352
1982,4,"Grey seal","Herring",46.643018105716
1983,4,"Grey seal","Herring",62.3776778907492
1984,4,"Grey seal","Herring",64.8371507274667
1985,4,"Grey seal","Herring",57.2344931245636
1986,4,"Grey seal","Herring",91.7064808561249
1987,4,"Grey seal","Herring",141.238011472249
1988,4,"Grey seal","Herring",131.451921243897
1989,4,"Grey seal","Herring",207.994368115183
1990,4,"Grey seal","Herring",205.443851724625
1991,4,"Grey seal","Herring",191.53133950817
1992,4,"Grey seal","Herring",106.863172178574
1993,4,"Grey seal","Herring",95.2975899050199
1994,4,"Grey seal","Herring",84.5833307562357
1995,4,"Grey seal","Herring",103.040525026028
1996,4,"Grey seal","Herring",88.8199863255308
1997,4,"Grey seal","Herring",195.777910425697
1998,4,"Grey seal","Herring",276.272766198089
1999,4,"Grey seal","Herring",156.681890736588
2000,4,"Grey seal","Herring",333.474582625626
2001,4,"Grey seal","Herring",416.376538276745
2002,4,"Grey seal","Herring",1019.15940137233
2003,4,"Grey seal","Herring",1021.80423561607
2004,4,"Grey seal","Herring",1192.42788373764
2005,4,"Grey seal","Herring",896.280871841286
2006,4,"Grey seal","Herring",521.574315542535
2007,4,"Grey seal","Herring",451.494119513507
2008,4,"Grey seal","Herring",518.622490300892
2009,4,"Grey seal","Herring",373.910193970269
2010,4,"Grey seal","Herring",901.841609074545
2011,4,"Grey seal","Herring",1190.98933148371
2012,4,"Grey seal","Herring",652.521839357549
2013,4,"Grey seal","Herring",569.571654097974
2014,4,"Grey seal","Herring",645.403038496641
2015,4,"Grey seal","Herring",855.572240704445
2016,4,"Grey seal","Herring",391.313747919472
2017,4,"Grey seal","Herring",636.393922779989
2018,4,"Grey seal","Herring",446.385870245425
2019,4,"Grey seal","Herring",254.678189634864
1974,1,"Guillemot","Herring",455.312073072
1975,1,"Guillemot","Herring",493.938428472
1976,1,"Guillemot","Herring",146.7853820208
1977,1,"Guillemot","Herring",164.6195881824
1978,1,"Guillemot","Herring",138.38498016
1979,1,"Guillemot","Herring",131.293236006
1980,1,"Guillemot","Herring",450.552203712
1981,1,"Guillemot","Herring",1625.69876616
1982,1,"Guillemot","Herring",1641.939400224
1983,1,"Guillemot","Herring",3722.06382426
1984,1,"Guillemot","Herring",2759.607316536
1985,1,"Guillemot","Herring",3284.683772712
1986,1,"Guillemot","Herring",3486.44171664
1987,1,"Guillemot","Herring",4199.2302012
1988,1,"Guillemot","Herring",3915.4289088
1989,1,"Guillemot","Herring",2061.612426096
1990,1,"Guillemot","Herring",2014.600146048
1991,1,"Guillemot","Herring",2320.188113376
1992,1,"Guillemot","Herring",2130.55788888
1993,1,"Guillemot","Herring",2939.36323728
1994,1,"Guillemot","Herring",2424.95339892
1995,1,"Guillemot","Herring",1511.459266356
1996,1,"Guillemot","Herring",1946.606548944
1997,1,"Guillemot","Herring",1487.18498796
1998,1,"Guillemot","Herring",1389.55109946
1999,1,"Guillemot","Herring",1558.38575268
2000,1,"Guillemot","Herring",4199.4566016
2001,1,"Guillemot","Herring",2684.45298456
2002,1,"Guillemot","Herring",5510.5999146
2003,1,"Guillemot","Herring",4333.477492044
2004,1,"Guillemot","Herring",2872.43876376
2005,1,"Guillemot","Herring",3924.634149936
2006,1,"Guillemot","Herring",2441.186255136
2007,1,"Guillemot","Herring",2506.625835336
2008,1,"Guillemot","Herring",2802.40739082
2009,1,"Guillemot","Herring",2741.724682776
2010,1,"Guillemot","Herring",1760.330630496
2011,1,"Guillemot","Herring",2604.8921652
2012,1,"Guillemot","Herring",2992.263889608
2013,1,"Guillemot","Herring",2720.734645608
2014,1,"Guillemot","Herring",3660.74879184
2015,1,"Guillemot","Herring",3650.72934912
2016,1,"Guillemot","Herring",1569.717611532
2017,1,"Guillemot","Herring",1328.26970604
2018,1,"Guillemot","Herring",1067.705008992
2019,1,"Guillemot","Herring",2352.31770384
1974,2,"Guillemot","Herring",1066.454645436
1975,2,"Guillemot","Herring",1304.013298596
1976,2,"Guillemot","Herring",370.9635067695
1977,2,"Guillemot","Herring",574.401561344
1978,2,"Guillemot","Herring",451.3531278487
1979,2,"Guillemot","Herring",400.8176918096
1980,2,"Guillemot","Herring",1602.904516331
1981,2,"Guillemot","Herring",5544.436520256
1982,2,"Guillemot","Herring",4957.997630082
1983,2,"Guillemot","Herring",11167.927477542
1984,2,"Guillemot","Herring",9315.44991609
1985,2,"Guillemot","Herring",11049.326485902
1986,2,"Guillemot","Herring",10381.33554084
1987,2,"Guillemot","Herring",13159.37298401
1988,2,"Guillemot","Herring",18986.77251804
1989,2,"Guillemot","Herring",7280.771241702
1990,2,"Guillemot","Herring",7779.914022384
1991,2,"Guillemot","Herring",8834.599767897
1992,2,"Guillemot","Herring",7467.47904728
1993,2,"Guillemot","Herring",11903.113894016
1994,2,"Guillemot","Herring",10135.880064488
1995,2,"Guillemot","Herring",5690.807600568
1996,2,"Guillemot","Herring",9181.407897858
1997,2,"Guillemot","Herring",5908.5385766
1998,2,"Guillemot","Herring",5910.77814742
1999,2,"Guillemot","Herring",7412.968591728
2000,2,"Guillemot","Herring",17421.32525028
2001,2,"Guillemot","Herring",11393.1950076
2002,2,"Guillemot","Herring",21780.1480014
2003,2,"Guillemot","Herring",19256.258240088
2004,2,"Guillemot","Herring",12393.508833926
2005,2,"Guillemot","Herring",16694.36148039
2006,2,"Guillemot","Herring",10618.768471392
2007,2,"Guillemot","Herring",11152.655878815
2008,2,"Guillemot","Herring",12127.987459086
2009,2,"Guillemot","Herring",11466.017047615
2010,2,"Guillemot","Herring",7135.19222286
2011,2,"Guillemot","Herring",10636.913697424
2012,2,"Guillemot","Herring",11906.22558362
2013,2,"Guillemot","Herring",10817.478988038
2014,2,"Guillemot","Herring",14725.76205099
2015,2,"Guillemot","Herring",14348.1077288
2016,2,"Guillemot","Herring",6630.120511665
2017,2,"Guillemot","Herring",5770.627477632
2018,2,"Guillemot","Herring",4291.10118125
2019,2,"Guillemot","Herring",10096.48365813
1974,3,"Guillemot","Herring",481.063717869
1975,3,"Guillemot","Herring",116.73890928
1976,3,"Guillemot","Herring",183.3372387
1977,3,"Guillemot","Herring",139.87830171
1978,3,"Guillemot","Herring",94.617594372
1979,3,"Guillemot","Herring",402.527057044
1980,3,"Guillemot","Herring",1960.76009136
1981,3,"Guillemot","Herring",3718.6359525
1982,3,"Guillemot","Herring",6556.90386834
1983,3,"Guillemot","Herring",4362.7534034
1984,3,"Guillemot","Herring",5048.29912867
1985,3,"Guillemot","Herring",7523.34599576
1986,3,"Guillemot","Herring",5833.16682102
1987,3,"Guillemot","Herring",7070.54810931
1988,3,"Guillemot","Herring",3614.40211545
1989,3,"Guillemot","Herring",3163.63619502
1990,3,"Guillemot","Herring",3663.78590886
1991,3,"Guillemot","Herring",3336.22817227
1992,3,"Guillemot","Herring",4321.18569078
1993,3,"Guillemot","Herring",3555.3510349
1994,3,"Guillemot","Herring",2808.36358005
1995,3,"Guillemot","Herring",3445.8265576
1996,3,"Guillemot","Herring",3410.44503352
1997,3,"Guillemot","Herring",2060.48755332
1998,3,"Guillemot","Herring",2508.195933348
1999,3,"Guillemot","Herring",5985.94235869
2000,3,"Guillemot","Herring",4250.17708416
2001,3,"Guillemot","Herring",10090.8340512
2002,3,"Guillemot","Herring",5141.74737804
2003,3,"Guillemot","Herring",5241.19576176
2004,3,"Guillemot","Herring",3806.58236658
2005,3,"Guillemot","Herring",4088.892128454
2006,3,"Guillemot","Herring",4188.68181375
2007,3,"Guillemot","Herring",4806.2971404
2008,3,"Guillemot","Herring",3749.94061288
2009,3,"Guillemot","Herring",3302.10866524
2010,3,"Guillemot","Herring",3229.72901559
2011,3,"Guillemot","Herring",4666.36052085
2012,3,"Guillemot","Herring",3949.73472775
2013,3,"Guillemot","Herring",5360.44936224
2014,3,"Guillemot","Herring",5224.33984842
2015,3,"Guillemot","Herring",1603.43182468
2016,3,"Guillemot","Herring",2179.02889344
2017,3,"Guillemot","Herring",1207.859975322
2018,3,"Guillemot","Herring",3198.02905303
2019,3,"Guillemot","Herring",2540.55595437
1974,4,"Guillemot","Herring",427.4747722658
1975,4,"Guillemot","Herring",150.511619216
1976,4,"Guillemot","Herring",183.065235423
1977,4,"Guillemot","Herring",142.8698686842
1978,4,"Guillemot","Herring",105.62392651104
1979,4,"Guillemot","Herring",391.195047936
1980,4,"Guillemot","Herring",1791.89986024
1981,4,"Guillemot","Herring",1934.546941908
1982,4,"Guillemot","Herring",4517.8400442
1983,4,"Guillemot","Herring",2846.43592884
1984,4,"Guillemot","Herring",3572.87833812
1985,4,"Guillemot","Herring",4420.07194048
1986,4,"Guillemot","Herring",4701.20618884
1987,4,"Guillemot","Herring",4631.54949936
1988,4,"Guillemot","Herring",2440.12924106
1989,4,"Guillemot","Herring",2541.85013215
1990,4,"Guillemot","Herring",2634.34371746
1991,4,"Guillemot","Herring",2700.237684144
1992,4,"Guillemot","Herring",2718.4363556
1993,4,"Guillemot","Herring",2478.76405308
1994,4,"Guillemot","Herring",1584.47546208
1995,4,"Guillemot","Herring",2347.082692416
1996,4,"Guillemot","Herring",2121.04456368
1997,4,"Guillemot","Herring",1825.210828
1998,4,"Guillemot","Herring",1751.674160208
1999,4,"Guillemot","Herring",3244.3940382
2000,4,"Guillemot","Herring",2736.39358202
2001,4,"Guillemot","Herring",7112.8828134
2002,4,"Guillemot","Herring",3986.10184728
2003,4,"Guillemot","Herring",3523.6187343
2004,4,"Guillemot","Herring",4203.799033784
2005,4,"Guillemot","Herring",2145.149215006
2006,4,"Guillemot","Herring",3132.92211925
2007,4,"Guillemot","Herring",3435.386324664
2008,4,"Guillemot","Herring",3760.870663088
2009,4,"Guillemot","Herring",2464.37898826
2010,4,"Guillemot","Herring",3663.49353608
2011,4,"Guillemot","Herring",4172.6743191
2012,4,"Guillemot","Herring",3178.211146068
2013,4,"Guillemot","Herring",5216.2318516
2014,4,"Guillemot","Herring",4468.1726124
2015,4,"Guillemot","Herring",1520.01157406
2016,4,"Guillemot","Herring",1556.003226456
2017,4,"Guillemot","Herring",1228.8173506
2018,4,"Guillemot","Herring",2902.219120836
2019,4,"Guillemot","Herring",1687.944366542
1974,1,"H. porpoise","Herring",662.372075739474
1975,1,"H. porpoise","Herring",507.672555400811
1976,1,"H. porpoise","Herring",232.092972373634
1977,1,"H. porpoise","Herring",169.872272751415
1978,1,"H. porpoise","Herring",185.768305722755
1979,1,"H. porpoise","Herring",293.315272707164
1980,1,"H. porpoise","Herring",392.630328953105
1981,1,"H. porpoise","Herring",629.534576821133
1982,1,"H. porpoise","Herring",1157.17822936284
1983,1,"H. porpoise","Herring",1836.63594253045
1984,1,"H. porpoise","Herring",2748.32630375378
1985,1,"H. porpoise","Herring",2958.21788525574
1986,1,"H. porpoise","Herring",3213.57590435827
1987,1,"H. porpoise","Herring",3279.16240013284
1988,1,"H. porpoise","Herring",5001.5059664995
1989,1,"H. porpoise","Herring",4447.08892429995
1990,1,"H. porpoise","Herring",4437.78509646357
1991,1,"H. porpoise","Herring",4406.83520204866
1992,1,"H. porpoise","Herring",3956.74937255229
1993,1,"H. porpoise","Herring",3211.48299175848
1994,1,"H. porpoise","Herring",3008.01384170532
1995,1,"H. porpoise","Herring",2550.52067195945
1996,1,"H. porpoise","Herring",2629.63370198722
1997,1,"H. porpoise","Herring",3110.72067016303
1998,1,"H. porpoise","Herring",3921.34328187598
1999,1,"H. porpoise","Herring",4965.61561938945
2000,1,"H. porpoise","Herring",4931.6683847058
2001,1,"H. porpoise","Herring",5351.38237423273
2002,1,"H. porpoise","Herring",6859.58708657672
2003,1,"H. porpoise","Herring",10127.5336053483
2004,1,"H. porpoise","Herring",10926.3779534821
2005,1,"H. porpoise","Herring",9435.9545933761
2006,1,"H. porpoise","Herring",7763.39336492234
2007,1,"H. porpoise","Herring",6094.73082107949
2008,1,"H. porpoise","Herring",5618.30737919277
2009,1,"H. porpoise","Herring",6491.66603200113
2010,1,"H. porpoise","Herring",6389.49145842789
2011,1,"H. porpoise","Herring",7891.25449705975
2012,1,"H. porpoise","Herring",9382.50577857751
2013,1,"H. porpoise","Herring",8782.10445409135
2014,1,"H. porpoise","Herring",7727.47569373477
2015,1,"H. porpoise","Herring",7830.77747939942
2016,1,"H. porpoise","Herring",9178.66327051181
2017,1,"H. porpoise","Herring",6825.20203205357
2018,1,"H. porpoise","Herring",6905.35248630961
2019,1,"H. porpoise","Herring",6030.73535731474
1974,2,"H. porpoise","Herring",923.454749932584
1975,2,"H. porpoise","Herring",606.13175593523
1976,2,"H. porpoise","Herring",311.970431650504
1977,2,"H. porpoise","Herring",233.224716770766
1978,2,"H. porpoise","Herring",277.668903202696
1979,2,"H. porpoise","Herring",405.613613550021
1980,2,"H. porpoise","Herring",531.12131645244
1981,2,"H. porpoise","Herring",976.91600972311
1982,2,"H. porpoise","Herring",1722.48664785013
1983,2,"H. porpoise","Herring",2835.93682490643
1984,2,"H. porpoise","Herring",3951.44994798096
1985,2,"H. porpoise","Herring",4381.2478023086
1986,2,"H. porpoise","Herring",4160.60114667476
1987,2,"H. porpoise","Herring",4991.87334533358
1988,2,"H. porpoise","Herring",7128.47203668969
1989,2,"H. porpoise","Herring",5793.3996646957
1990,2,"H. porpoise","Herring",5893.46097441402
1991,2,"H. porpoise","Herring",5334.00865395681
1992,2,"H. porpoise","Herring",4401.02939341161
1993,2,"H. porpoise","Herring",3762.39542462457
1994,2,"H. porpoise","Herring",3800.5543637269
1995,2,"H. porpoise","Herring",3362.52801752586
1996,2,"H. porpoise","Herring",3774.66766663559
1997,2,"H. porpoise","Herring",4309.53720007185
1998,2,"H. porpoise","Herring",5077.95069780609
1999,2,"H. porpoise","Herring",5949.83965457507
2000,2,"H. porpoise","Herring",6417.68071474995
2001,2,"H. porpoise","Herring",7374.73049048065
2002,2,"H. porpoise","Herring",8939.24715959402
2003,2,"H. porpoise","Herring",13488.4110183777
2004,2,"H. porpoise","Herring",12991.9088534126
2005,2,"H. porpoise","Herring",10361.1359182799
2006,2,"H. porpoise","Herring",8381.44570932337
2007,2,"H. porpoise","Herring",8177.45326158542
2008,2,"H. porpoise","Herring",7648.40750530505
2009,2,"H. porpoise","Herring",8905.45155438371
2010,2,"H. porpoise","Herring",7896.54860067438
2011,2,"H. porpoise","Herring",9227.92248650775
2012,2,"H. porpoise","Herring",11619.6003182442
2013,2,"H. porpoise","Herring",10255.9240757139
2014,2,"H. porpoise","Herring",10158.7314200196
2015,2,"H. porpoise","Herring",10743.6899657139
2016,2,"H. porpoise","Herring",12097.973123816
2017,2,"H. porpoise","Herring",8674.9523385039
2018,2,"H. porpoise","Herring",9029.84283934435
2019,2,"H. porpoise","Herring",7828.30558891533
1974,3,"H. porpoise","Herring",688.129091205381
1975,3,"H. porpoise","Herring",388.916664737089
1976,3,"H. porpoise","Herring",195.296173456721
1977,3,"H. porpoise","Herring",203.039485343635
1978,3,"H. porpoise","Herring",249.25480639589
1979,3,"H. porpoise","Herring",361.582564691644
1980,3,"H. porpoise","Herring",668.488771029941
1981,3,"H. porpoise","Herring",994.889990364744
1982,3,"H. porpoise","Herring",2055.72117763065
1983,3,"H. porpoise","Herring",2860.73833034384
1984,3,"H. porpoise","Herring",3364.9047333535
1985,3,"H. porpoise","Herring",3513.74400662746
1986,3,"H. porpoise","Herring",3474.7477096664
1987,3,"H. porpoise","Herring",5049.69694682744
1988,3,"H. porpoise","Herring",5847.03818490197
1989,3,"H. porpoise","Herring",5158.17050544552
1990,3,"H. porpoise","Herring",4744.99228641346
1991,3,"H. porpoise","Herring",3979.77800165065
1992,3,"H. porpoise","Herring",3738.04897239151
1993,3,"H. porpoise","Herring",3724.308570642
1994,3,"H. porpoise","Herring",3105.58604336847
1995,3,"H. porpoise","Herring",3088.65114268511
1996,3,"H. porpoise","Herring",3887.73348286688
1997,3,"H. porpoise","Herring",4273.64534216541
1998,3,"H. porpoise","Herring",3688.63486729789
1999,3,"H. porpoise","Herring",4723.79851195555
2000,3,"H. porpoise","Herring",5478.74101201324
2001,3,"H. porpoise","Herring",6252.05854344907
2002,3,"H. porpoise","Herring",8750.22431958149
2003,3,"H. porpoise","Herring",11248.0267745811
2004,3,"H. porpoise","Herring",10712.7224971031
2005,3,"H. porpoise","Herring",8874.13218648073
2006,3,"H. porpoise","Herring",6712.84341941681
2007,3,"H. porpoise","Herring",5773.8909287496
2008,3,"H. porpoise","Herring",5873.61410882395
2009,3,"H. porpoise","Herring",7063.66094403129
2010,3,"H. porpoise","Herring",7688.66796432132
2011,3,"H. porpoise","Herring",7616.88706770511
2012,3,"H. porpoise","Herring",8640.25965147916
2013,3,"H. porpoise","Herring",8228.76540950139
2014,3,"H. porpoise","Herring",8197.36780331157
2015,3,"H. porpoise","Herring",8197.65264546603
2016,3,"H. porpoise","Herring",8998.0016857617
2017,3,"H. porpoise","Herring",7877.94112295527
2018,3,"H. porpoise","Herring",7046.55629410909
2019,3,"H. porpoise","Herring",5487.36829482779
1974,4,"H. porpoise","Herring",597.343084083059
1975,4,"H. porpoise","Herring",290.087965076346
1976,4,"H. porpoise","Herring",170.355671410231
1977,4,"H. porpoise","Herring",188.756101929591
1978,4,"H. porpoise","Herring",265.611540359
1979,4,"H. porpoise","Herring",380.783595459513
1980,4,"H. porpoise","Herring",701.081917447836
1981,4,"H. porpoise","Herring",1119.63640351222
1982,4,"H. porpoise","Herring",2143.20891809482
1983,4,"H. porpoise","Herring",2827.04433811294
1984,4,"H. porpoise","Herring",3153.3778452266
1985,4,"H. porpoise","Herring",3313.37540312227
1986,4,"H. porpoise","Herring",3710.82416383685
1987,4,"H. porpoise","Herring",4619.06337307086
1988,4,"H. porpoise","Herring",4633.98734803439
1989,4,"H. porpoise","Herring",4427.96580161316
1990,4,"H. porpoise","Herring",4693.98040703615
1991,4,"H. porpoise","Herring",4406.47944847492
1992,4,"H. porpoise","Herring",3561.91230285116
1993,4,"H. porpoise","Herring",3249.5431058988
1994,4,"H. porpoise","Herring",2975.70135086875
1995,4,"H. porpoise","Herring",2665.87461195914
1996,4,"H. porpoise","Herring",3412.38956704487
1997,4,"H. porpoise","Herring",4132.87145609305
1998,4,"H. porpoise","Herring",4100.79929595084
1999,4,"H. porpoise","Herring",5138.79763337691
2000,4,"H. porpoise","Herring",5647.13088267348
2001,4,"H. porpoise","Herring",6106.38262441616
2002,4,"H. porpoise","Herring",9091.64931248079
2003,4,"H. porpoise","Herring",11033.1528830908
2004,4,"H. porpoise","Herring",10103.6275264601
2005,4,"H. porpoise","Herring",8233.30410344343
2006,4,"H. porpoise","Herring",6801.62723482821
2007,4,"H. porpoise","Herring",5945.86973359863
2008,4,"H. porpoise","Herring",6506.29662453908
2009,4,"H. porpoise","Herring",7252.93527331303
2010,4,"H. porpoise","Herring",8121.31343107299
2011,4,"H. porpoise","Herring",9321.20421121266
2012,4,"H. porpoise","Herring",9396.46601293066
2013,4,"H. porpoise","Herring",8595.40904869137
2014,4,"H. porpoise","Herring",8661.42499965395
2015,4,"H. porpoise","Herring",8992.90049591603
2016,4,"H. porpoise","Herring",7121.3802018464
2017,4,"H. porpoise","Herring",7261.91767675075
2018,4,"H. porpoise","Herring",6708.42070954475
2019,4,"H. porpoise","Herring",5244.85900787034
1974,1,"Hake","Herring",14.0410306224044
1975,1,"Hake","Herring",12.0331634403737
1976,1,"Hake","Herring",5.29267530390582
1977,1,"Hake","Herring",4.07840784127394
1978,1,"Hake","Herring",6.3923491096979
1979,1,"Hake","Herring",9.29780014288345
1980,1,"Hake","Herring",10.1350409128168
1981,1,"Hake","Herring",25.1102906241434
1982,1,"Hake","Herring",14.5211935410744
1983,1,"Hake","Herring",22.0391538223693
1984,1,"Hake","Herring",62.0614838571189
1985,1,"Hake","Herring",125.846508303491
1986,1,"Hake","Herring",100.374961491675
1987,1,"Hake","Herring",78.8851586072297
1988,1,"Hake","Herring",201.499650533943
1989,1,"Hake","Herring",106.28384989355
1990,1,"Hake","Herring",100.608857489166
1991,1,"Hake","Herring",78.9809120760678
1992,1,"Hake","Herring",45.4964515849973
1993,1,"Hake","Herring",58.0901537242365
1994,1,"Hake","Herring",56.1731021416592
1995,1,"Hake","Herring",18.1905102397258
1996,1,"Hake","Herring",22.1882951047551
1997,1,"Hake","Herring",16.9642183856195
1998,1,"Hake","Herring",33.3955408802363
1999,1,"Hake","Herring",39.3182596711075
2000,1,"Hake","Herring",50.6220727630813
2001,1,"Hake","Herring",90.8051136161434
2002,1,"Hake","Herring",72.0355652042927
2003,1,"Hake","Herring",169.627353380338
2004,1,"Hake","Herring",270.142432211482
2005,1,"Hake","Herring",260.880783430998
2006,1,"Hake","Herring",157.623360978106
2007,1,"Hake","Herring",123.869332384561
2008,1,"Hake","Herring",144.601784150724
2009,1,"Hake","Herring",203.925156864515
2010,1,"Hake","Herring",394.112762747583
2011,1,"Hake","Herring",1496.49200184241
2012,1,"Hake","Herring",2565.39023507165
2013,1,"Hake","Herring",769.791203971426
2014,1,"Hake","Herring",623.920643454825
2015,1,"Hake","Herring",665.450091533334
2016,1,"Hake","Herring",1134.34276693411
2017,1,"Hake","Herring",946.91482953912
2018,1,"Hake","Herring",1293.93184498476
2019,1,"Hake","Herring",335.358448518329
1974,2,"Hake","Herring",62.8214380050035
1975,2,"Hake","Herring",47.6814367902551
1976,2,"Hake","Herring",20.7428112276144
1977,2,"Hake","Herring",18.1110347351192
1978,2,"Hake","Herring",30.1272012608081
1979,2,"Hake","Herring",38.4063428225277
1980,2,"Hake","Herring",46.9473950334756
1981,2,"Hake","Herring",137.616481588112
1982,2,"Hake","Herring",63.5589471097823
1983,2,"Hake","Herring",97.853082801123
1984,2,"Hake","Herring",255.894554875716
1985,2,"Hake","Herring",519.870630944189
1986,2,"Hake","Herring",421.40481451087
1987,2,"Hake","Herring",310.240176920764
1988,2,"Hake","Herring",692.744503150883
1989,2,"Hake","Herring",373.332780888307
1990,2,"Hake","Herring",349.681126603011
1991,2,"Hake","Herring",267.677652414181
1992,2,"Hake","Herring",145.839734693193
1993,2,"Hake","Herring",221.905407063524
1994,2,"Hake","Herring",218.763385083095
1995,2,"Hake","Herring",58.4031150849721
1996,2,"Hake","Herring",84.0987478715024
1997,2,"Hake","Herring",58.6548986787179
1998,2,"Hake","Herring",106.552770136756
1999,2,"Hake","Herring",127.541699266008
2000,2,"Hake","Herring",205.207282839117
2001,2,"Hake","Herring",330.482655096497
2002,2,"Hake","Herring",313.742161881973
2003,2,"Hake","Herring",526.501925353104
2004,2,"Hake","Herring",771.089367501143
2005,2,"Hake","Herring",659.156587017332
2006,2,"Hake","Herring",453.405004972485
2007,2,"Hake","Herring",376.258213864465
2008,2,"Hake","Herring",492.771988472077
2009,2,"Hake","Herring",757.151045611143
2010,2,"Hake","Herring",1498.85373296864
2011,2,"Hake","Herring",6028.80579724092
2012,2,"Hake","Herring",10077.5459245819
2013,2,"Hake","Herring",5368.01262913229
2014,2,"Hake","Herring",6696.72718448952
2015,2,"Hake","Herring",5727.47599995233
2016,2,"Hake","Herring",8891.02317557836
2017,2,"Hake","Herring",5479.35636443123
2018,2,"Hake","Herring",8274.64857076212
2019,2,"Hake","Herring",2496.21047904407
1974,3,"Hake","Herring",16.4131994477924
1975,3,"Hake","Herring",9.10837055992914
1976,3,"Hake","Herring",5.68791834223539
1977,3,"Hake","Herring",7.1223944452953
1978,3,"Hake","Herring",9.31915392645057
1979,3,"Hake","Herring",11.8683021992063
1980,3,"Hake","Herring",22.1027298811272
1981,3,"Hake","Herring",32.8084876501584
1982,3,"Hake","Herring",23.4908046034789
1983,3,"Hake","Herring",40.735726871813
1984,3,"Hake","Herring",104.299668225231
1985,3,"Hake","Herring",173.648941111645
1986,3,"Hake","Herring",96.1453888535472
1987,3,"Hake","Herring",141.845232113869
1988,3,"Hake","Herring",177.43313797827
1989,3,"Hake","Herring",104.486098035009
1990,3,"Hake","Herring",81.9993902649133
1991,3,"Hake","Herring",58.063901818555
1992,3,"Hake","Herring",50.8025920144114
1993,3,"Hake","Herring",91.4234221338114
1994,3,"Hake","Herring",29.0489979076018
1995,3,"Hake","Herring",22.6369403224888
1996,3,"Hake","Herring",27.2487365754544
1997,3,"Hake","Herring",25.264744270755
1998,3,"Hake","Herring",34.6117931825225
1999,3,"Hake","Herring",53.9131520867205
2000,3,"Hake","Herring",63.5783403337774
2001,3,"Hake","Herring",113.927847912209
2002,3,"Hake","Herring",143.97695996363
2003,3,"Hake","Herring",224.936613342558
2004,3,"Hake","Herring",237.333305483031
2005,3,"Hake","Herring",182.99830643916
2006,3,"Hake","Herring",123.645123759725
2007,3,"Hake","Herring",112.436164565562
2008,3,"Hake","Herring",182.844174125101
