"Year","scenario","Species","variable","Age","value"
"2002","2020","Herring","M2","1",0.4260979
"2003","2020","Herring","M2","1",0.4833532
"2004","2020","Herring","M2","1",0.5029225
"2005","2020","Herring","M2","1",0.4875265
"2006","2020","Herring","M2","1",0.4575204
"2007","2020","Herring","M2","1",0.4460387
"2008","2020","Herring","M2","1",0.408916
"2009","2020","Herring","M2","1",0.3508199
"2010","2020","Herring","M2","1",0.3248483
"2011","2020","Herring","M2","1",0.3871117
"2012","2020","Herring","M2","1",0.4196417
"2013","2020","Herring","M2","1",0.4234063
"2014","2020","Herring","M2","1",0.3727865
"2015","2020","Herring","M2","1",0.3331
"2016","2020","Herring","M2","1",0.4335975
"2017","2020","Herring","M2","1",0.375235
"2018","2020","Herring","M2","1",0.432397
"2019","2020","Herring","M2","1",0.3911525
"2020","2020","Herring","M2","1",0.3309429
"1975","2021","Herring","M2","1",0.4646114
"1976","2021","Herring","M2","1",0.5073086
"1977","2021","Herring","M2","1",0.5312606
"1978","2021","Herring","M2","1",0.4859496
"1979","2021","Herring","M2","1",0.4842518
"1980","2021","Herring","M2","1",0.4664992
"1981","2021","Herring","M2","1",0.6237369
"1982","2021","Herring","M2","1",0.5338665
"1983","2021","Herring","M2","1",0.4609224
"1984","2021","Herring","M2","1",0.4051105
"1985","2021","Herring","M2","1",0.4344206
"1986","2021","Herring","M2","1",0.425911
"1987","2021","Herring","M2","1",0.3639998
"1988","2021","Herring","M2","1",0.3945269
"1989","2021","Herring","M2","1",0.3717105
"1990","2021","Herring","M2","1",0.4142222
"1991","2021","Herring","M2","1",0.4279396
"1992","2021","Herring","M2","1",0.348787
"1993","2021","Herring","M2","1",0.3340082
"1994","2021","Herring","M2","1",0.3341375
"1995","2021","Herring","M2","1",0.387138
"1996","2021","Herring","M2","1",0.4051608
"1997","2021","Herring","M2","1",0.3180023
"1998","2021","Herring","M2","1",0.3586953
"1999","2021","Herring","M2","1",0.3475385
"2000","2021","Herring","M2","1",0.3265825
"2001","2021","Herring","M2","1",0.3889679
"2002","2021","Herring","M2","1",0.3665128
"2003","2021","Herring","M2","1",0.4565167
"2004","2021","Herring","M2","1",0.4818232
"2005","2021","Herring","M2","1",0.4866005
"2006","2021","Herring","M2","1",0.4555482
"2007","2021","Herring","M2","1",0.4236044
"2008","2021","Herring","M2","1",0.3847011
"2009","2021","Herring","M2","1",0.3363223
"2010","2021","Herring","M2","1",0.2897729
"2011","2021","Herring","M2","1",0.3208648
"2012","2021","Herring","M2","1",0.3784224
"2013","2021","Herring","M2","1",0.4259637
"2014","2021","Herring","M2","1",0.3655086
"2015","2021","Herring","M2","1",0.316683
"2016","2021","Herring","M2","1",0.4006719
"2017","2021","Herring","M2","1",0.3243695
"2018","2021","Herring","M2","1",0.3971515
"2019","2021","Herring","M2","1",0.3755556
"2020","2021","Herring","M2","1",0.3365642
"1975","2022","Herring","M2","1",0.3532317
"1976","2022","Herring","M2","1",0.3844522
"1977","2022","Herring","M2","1",0.444216
"1978","2022","Herring","M2","1",0.4308614
"1979","2022","Herring","M2","1",0.4031424
"1980","2022","Herring","M2","1",0.3869175
"1981","2022","Herring","M2","1",0.5608956
"1982","2022","Herring","M2","1",0.4771244
"1983","2022","Herring","M2","1",0.403339
"1984","2022","Herring","M2","1",0.3615792
"1985","2022","Herring","M2","1",0.4166007
"1986","2022","Herring","M2","1",0.4118854
"1987","2022","Herring","M2","1",0.3627703
"1988","2022","Herring","M2","1",0.4054311
"1989","2022","Herring","M2","1",0.359106
"1990","2022","Herring","M2","1",0.3824766
"1991","2022","Herring","M2","1",0.402847
"1992","2022","Herring","M2","1",0.344303
"1993","2022","Herring","M2","1",0.3582504
"1994","2022","Herring","M2","1",0.3654094
"1995","2022","Herring","M2","1",0.3927613
"1996","2022","Herring","M2","1",0.4438897
"1997","2022","Herring","M2","1",0.3709361
"1998","2022","Herring","M2","1",0.4054771
"1999","2022","Herring","M2","1",0.3879287
"2000","2022","Herring","M2","1",0.3375516
"2001","2022","Herring","M2","1",0.4388878
"2002","2022","Herring","M2","1",0.4175067
"2003","2022","Herring","M2","1",0.4742669
"2004","2022","Herring","M2","1",0.4949143
"2005","2022","Herring","M2","1",0.4803368
"2006","2022","Herring","M2","1",0.4505951
"2007","2022","Herring","M2","1",0.4385666
"2008","2022","Herring","M2","1",0.4016126
"2009","2022","Herring","M2","1",0.3457217
"2010","2022","Herring","M2","1",0.3189921
"2011","2022","Herring","M2","1",0.3783381
"2012","2022","Herring","M2","1",0.4103364
"2013","2022","Herring","M2","1",0.4145536
"2014","2022","Herring","M2","1",0.3656791
"2015","2022","Herring","M2","1",0.3241887
"2016","2022","Herring","M2","1",0.4171814
"2017","2022","Herring","M2","1",0.358392
"2018","2022","Herring","M2","1",0.4104617
"2019","2022","Herring","M2","1",0.3754466
"2020","2022","Herring","M2","1",0.3403326
"1975","2018","N.sandeel","M2","1",1.836856
"1976","2018","N.sandeel","M2","1",1.326372
"1977","2018","N.sandeel","M2","1",0.987511
"1978","2018","N.sandeel","M2","1",0.867368
"1979","2018","N.sandeel","M2","1",0.853791
"1980","2018","N.sandeel","M2","1",1.148058
"1981","2018","N.sandeel","M2","1",1.213448
"1982","2018","N.sandeel","M2","1",1.050935
"1983","2018","N.sandeel","M2","1",0.849435
"1984","2018","N.sandeel","M2","1",0.984664
"1985","2018","N.sandeel","M2","1",0.887495
"1986","2018","N.sandeel","M2","1",0.853856
"1987","2018","N.sandeel","M2","1",1.100958
"1988","2018","N.sandeel","M2","1",0.886386
"1989","2018","N.sandeel","M2","1",0.840635
"1990","2018","N.sandeel","M2","1",0.831337
"1991","2018","N.sandeel","M2","1",0.873852
"1992","2018","N.sandeel","M2","1",0.968968
"1993","2018","N.sandeel","M2","1",1.049784
"1994","2018","N.sandeel","M2","1",0.923378
"1995","2018","N.sandeel","M2","1",1.188871
"1996","2018","N.sandeel","M2","1",1.078758
"1997","2018","N.sandeel","M2","1",0.932042
"1998","2018","N.sandeel","M2","1",1.019564
"1999","2018","N.sandeel","M2","1",1.159257
"2000","2018","N.sandeel","M2","1",1.39277
"2001","2018","N.sandeel","M2","1",1.506643
"2002","2018","N.sandeel","M2","1",1.361394
"2003","2018","N.sandeel","M2","1",1.360339
"2004","2018","N.sandeel","M2","1",1.271144
"2005","2018","N.sandeel","M2","1",1.336744
"2006","2018","N.sandeel","M2","1",1.337852
"2007","2018","N.sandeel","M2","1",1.317563
"2008","2018","N.sandeel","M2","1",1.2051
"2009","2018","N.sandeel","M2","1",1.069862
"2010","2018","N.sandeel","M2","1",1.05732
"2011","2018","N.sandeel","M2","1",1.298442
"2012","2018","N.sandeel","M2","1",1.342168
"2013","2018","N.sandeel","M2","1",1.156976
"2014","2018","N.sandeel","M2","1",1.056895
"2015","2018","N.sandeel","M2","1",1.150388
"2016","2018","N.sandeel","M2","1",1.202355
"2017","2018","N.sandeel","M2","1",1.060355
"2018","2018","N.sandeel","M2","1",1.036025
"1975","2019","N.sandeel","M2","1",1.842259
"1976","2019","N.sandeel","M2","1",1.322913
"1977","2019","N.sandeel","M2","1",0.987807
"1978","2019","N.sandeel","M2","1",0.86452
"1979","2019","N.sandeel","M2","1",0.832131
"1980","2019","N.sandeel","M2","1",1.142843
"1981","2019","N.sandeel","M2","1",1.198388
"1982","2019","N.sandeel","M2","1",1.057694
"1983","2019","N.sandeel","M2","1",0.863965
"1984","2019","N.sandeel","M2","1",0.985549
"1985","2019","N.sandeel","M2","1",0.887464
"1986","2019","N.sandeel","M2","1",0.851812
"1987","2019","N.sandeel","M2","1",1.091777
"1988","2019","N.sandeel","M2","1",0.873147
"1989","2019","N.sandeel","M2","1",0.840901
"1990","2019","N.sandeel","M2","1",0.833205
"1991","2019","N.sandeel","M2","1",0.872209
"1992","2019","N.sandeel","M2","1",0.970495
"1993","2019","N.sandeel","M2","1",1.037524
"1994","2019","N.sandeel","M2","1",0.90529
"1995","2019","N.sandeel","M2","1",1.185479
"1996","2019","N.sandeel","M2","1",1.068617
"1997","2019","N.sandeel","M2","1",0.93068
"1998","2019","N.sandeel","M2","1",1.021735
"1999","2019","N.sandeel","M2","1",1.154546
"2000","2019","N.sandeel","M2","1",1.394778
"2001","2019","N.sandeel","M2","1",1.519241
"2002","2019","N.sandeel","M2","1",1.370028
"2003","2019","N.sandeel","M2","1",1.356579
"2004","2019","N.sandeel","M2","1",1.26028
"2005","2019","N.sandeel","M2","1",1.325018
"2006","2019","N.sandeel","M2","1",1.337271
"2007","2019","N.sandeel","M2","1",1.306391
"2008","2019","N.sandeel","M2","1",1.204048
"2009","2019","N.sandeel","M2","1",1.083553
"2010","2019","N.sandeel","M2","1",1.090663
"2011","2019","N.sandeel","M2","1",1.334348
"2012","2019","N.sandeel","M2","1",1.347321
"2013","2019","N.sandeel","M2","1",1.141978
"2014","2019","N.sandeel","M2","1",1.047055
"2015","2019","N.sandeel","M2","1",1.182919
"2016","2019","N.sandeel","M2","1",1.24355
"2017","2019","N.sandeel","M2","1",1.045089
"2018","2019","N.sandeel","M2","1",1.113905
"2019","2019","N.sandeel","M2","1",0.937058
"1975","2020","N.sandeel","M2","1",1.832064
"1976","2020","N.sandeel","M2","1",1.321283
"1977","2020","N.sandeel","M2","1",0.981775
"1978","2020","N.sandeel","M2","1",0.861847
"1979","2020","N.sandeel","M2","1",0.849825
"1980","2020","N.sandeel","M2","1",1.143902
"1981","2020","N.sandeel","M2","1",1.206548
"1982","2020","N.sandeel","M2","1",1.043481
"1983","2020","N.sandeel","M2","1",0.842114
"1984","2020","N.sandeel","M2","1",0.976135
"1985","2020","N.sandeel","M2","1",0.880897
"1986","2020","N.sandeel","M2","1",0.847721
"1987","2020","N.sandeel","M2","1",1.09335
"1988","2020","N.sandeel","M2","1",0.878587
"1989","2020","N.sandeel","M2","1",0.832272
"1990","2020","N.sandeel","M2","1",0.822747
"1991","2020","N.sandeel","M2","1",0.865527
"1992","2020","N.sandeel","M2","1",0.960738
"1993","2020","N.sandeel","M2","1",1.040225
"1994","2020","N.sandeel","M2","1",0.912927
"1995","2020","N.sandeel","M2","1",1.176104
"1996","2020","N.sandeel","M2","1",1.066669
"1997","2020","N.sandeel","M2","1",0.92028
"1998","2020","N.sandeel","M2","1",1.005874
"1999","2020","N.sandeel","M2","1",1.145826
"2000","2020","N.sandeel","M2","1",1.378069
"2001","2020","N.sandeel","M2","1",1.493757
"2002","2020","N.sandeel","M2","1",1.349563
"2003","2020","N.sandeel","M2","1",1.345901
"2004","2020","N.sandeel","M2","1",1.258042
"2005","2020","N.sandeel","M2","1",1.324039
"2006","2020","N.sandeel","M2","1",1.329935
"2007","2020","N.sandeel","M2","1",1.31079
"2008","2020","N.sandeel","M2","1",1.199826
"2009","2020","N.sandeel","M2","1",1.063533
"2010","2020","N.sandeel","M2","1",1.046693
"2011","2020","N.sandeel","M2","1",1.288083
"2012","2020","N.sandeel","M2","1",1.336728
"2013","2020","N.sandeel","M2","1",1.156722
"2014","2020","N.sandeel","M2","1",1.052308
"2015","2020","N.sandeel","M2","1",1.151606
"2016","2020","N.sandeel","M2","1",1.190313
"2017","2020","N.sandeel","M2","1",1.007232
"2018","2020","N.sandeel","M2","1",1.100704
"2019","2020","N.sandeel","M2","1",0.983159
"2020","2020","N.sandeel","M2","1",0.981404
"1975","2021","N.sandeel","M2","1",1.994933
"1976","2021","N.sandeel","M2","1",1.428231
"1977","2021","N.sandeel","M2","1",1.03873
"1978","2021","N.sandeel","M2","1",0.90276
"1979","2021","N.sandeel","M2","1",0.918875
"1980","2021","N.sandeel","M2","1",1.234897
"1981","2021","N.sandeel","M2","1",1.243101
"1982","2021","N.sandeel","M2","1",1.0524
"1983","2021","N.sandeel","M2","1",0.86769
"1984","2021","N.sandeel","M2","1",1.006866
"1985","2021","N.sandeel","M2","1",0.879572
"1986","2021","N.sandeel","M2","1",0.851769
"1987","2021","N.sandeel","M2","1",1.105983
"1988","2021","N.sandeel","M2","1",0.876039
"1989","2021","N.sandeel","M2","1",0.856777
"1990","2021","N.sandeel","M2","1",0.85178
"1991","2021","N.sandeel","M2","1",0.886253
"1992","2021","N.sandeel","M2","1",0.968476
"1993","2021","N.sandeel","M2","1",1.020888
"1994","2021","N.sandeel","M2","1",0.89602
"1995","2021","N.sandeel","M2","1",1.15365
"1996","2021","N.sandeel","M2","1",1.023895
"1997","2021","N.sandeel","M2","1",0.870357
"1998","2021","N.sandeel","M2","1",0.970967
"1999","2021","N.sandeel","M2","1",1.107564
"2000","2021","N.sandeel","M2","1",1.336861
"2001","2021","N.sandeel","M2","1",1.443526
"2002","2021","N.sandeel","M2","1",1.310565
"2003","2021","N.sandeel","M2","1",1.331365
"2004","2021","N.sandeel","M2","1",1.242922
"2005","2021","N.sandeel","M2","1",1.309162
"2006","2021","N.sandeel","M2","1",1.299254
"2007","2021","N.sandeel","M2","1",1.288448
"2008","2021","N.sandeel","M2","1",1.189045
"2009","2021","N.sandeel","M2","1",1.051922
"2010","2021","N.sandeel","M2","1",1.009047
"2011","2021","N.sandeel","M2","1",1.265613
"2012","2021","N.sandeel","M2","1",1.34292
"2013","2021","N.sandeel","M2","1",1.170957
"2014","2021","N.sandeel","M2","1",1.058198
"2015","2021","N.sandeel","M2","1",1.152981
"2016","2021","N.sandeel","M2","1",1.18
"2017","2021","N.sandeel","M2","1",0.976481
"2018","2021","N.sandeel","M2","1",1.077971
"2019","2021","N.sandeel","M2","1",0.982748
"2020","2021","N.sandeel","M2","1",1.078935
"1975","2022","N.sandeel","M2","1",1.795488
"1976","2022","N.sandeel","M2","1",1.292653
"1977","2022","N.sandeel","M2","1",0.960632
"1978","2022","N.sandeel","M2","1",0.842262
"1979","2022","N.sandeel","M2","1",0.827793
"1980","2022","N.sandeel","M2","1",1.111009
"1981","2022","N.sandeel","M2","1",1.174752
"1982","2022","N.sandeel","M2","1",1.016584
"1983","2022","N.sandeel","M2","1",0.822015
"1984","2022","N.sandeel","M2","1",0.955035
"1985","2022","N.sandeel","M2","1",0.860851
"1986","2022","N.sandeel","M2","1",0.829771
"1987","2022","N.sandeel","M2","1",1.070393
"1988","2022","N.sandeel","M2","1",0.858127
"1989","2022","N.sandeel","M2","1",0.813459
"1990","2022","N.sandeel","M2","1",0.803551
"1991","2022","N.sandeel","M2","1",0.847094
"1992","2022","N.sandeel","M2","1",0.943669
"1993","2022","N.sandeel","M2","1",1.020259
"1994","2022","N.sandeel","M2","1",0.893977
"1995","2022","N.sandeel","M2","1",1.150655
"1996","2022","N.sandeel","M2","1",1.045708
"1997","2022","N.sandeel","M2","1",0.902419
"1998","2022","N.sandeel","M2","1",0.983877
"1999","2022","N.sandeel","M2","1",1.12471
"2000","2022","N.sandeel","M2","1",1.350491
"2001","2022","N.sandeel","M2","1",1.464223
"2002","2022","N.sandeel","M2","1",1.323797
"2003","2022","N.sandeel","M2","1",1.317195
"2004","2022","N.sandeel","M2","1",1.230334
"2005","2022","N.sandeel","M2","1",1.290829
"2006","2022","N.sandeel","M2","1",1.29541
"2007","2022","N.sandeel","M2","1",1.279274
"2008","2022","N.sandeel","M2","1",1.173791
"2009","2022","N.sandeel","M2","1",1.042112
"2010","2022","N.sandeel","M2","1",1.01776
"2011","2022","N.sandeel","M2","1",1.25346
"2012","2022","N.sandeel","M2","1",1.306606
"2013","2022","N.sandeel","M2","1",1.13403
"2014","2022","N.sandeel","M2","1",1.032941
"2015","2022","N.sandeel","M2","1",1.13185
"2016","2022","N.sandeel","M2","1",1.162822
"2017","2022","N.sandeel","M2","1",0.975603
"2018","2022","N.sandeel","M2","1",1.05273
"2019","2022","N.sandeel","M2","1",0.945968
"2020","2022","N.sandeel","M2","1",1.082184
"1975","2018","Nor.pout","M2","1",1.479914
"1976","2018","Nor.pout","M2","1",1.714288
"1977","2018","Nor.pout","M2","1",1.633279
"1978","2018","Nor.pout","M2","1",1.617652
"1979","2018","Nor.pout","M2","1",1.378333
"1980","2018","Nor.pout","M2","1",1.43017
"1981","2018","Nor.pout","M2","1",2.040854
"1982","2018","Nor.pout","M2","1",1.596265
"1983","2018","Nor.pout","M2","1",1.263494
"1984","2018","Nor.pout","M2","1",1.201194
"1985","2018","Nor.pout","M2","1",1.455729
"1986","2018","Nor.pout","M2","1",1.495012
"1987","2018","Nor.pout","M2","1",1.413589
"1988","2018","Nor.pout","M2","1",1.438834
"1989","2018","Nor.pout","M2","1",1.328936
"1990","2018","Nor.pout","M2","1",1.264686
"1991","2018","Nor.pout","M2","1",1.205035
"1992","2018","Nor.pout","M2","1",1.121915
"1993","2018","Nor.pout","M2","1",1.281916
"1994","2018","Nor.pout","M2","1",1.333737
"1995","2018","Nor.pout","M2","1",1.412309
"1996","2018","Nor.pout","M2","1",1.477106
"1997","2018","Nor.pout","M2","1",1.324928
"1998","2018","Nor.pout","M2","1",1.446756
"1999","2018","Nor.pout","M2","1",1.415977
"2000","2018","Nor.pout","M2","1",1.220603
"2001","2018","Nor.pout","M2","1",1.741245
"2002","2018","Nor.pout","M2","1",1.747253
"2003","2018","Nor.pout","M2","1",1.627972
"2004","2018","Nor.pout","M2","1",1.781979
"2005","2018","Nor.pout","M2","1",1.744346
"2006","2018","Nor.pout","M2","1",1.680039
"2007","2018","Nor.pout","M2","1",1.760332
"2008","2018","Nor.pout","M2","1",1.843487
"2009","2018","Nor.pout","M2","1",1.654949
"2010","2018","Nor.pout","M2","1",1.585178
"2011","2018","Nor.pout","M2","1",2.081898
"2012","2018","Nor.pout","M2","1",2.117131
"2013","2018","Nor.pout","M2","1",1.946017
"2014","2018","Nor.pout","M2","1",2.040704
"2015","2018","Nor.pout","M2","1",1.63736
"2016","2018","Nor.pout","M2","1",1.917982
"2017","2018","Nor.pout","M2","1",1.986376
"2018","2018","Nor.pout","M2","1",1.855715
"1975","2019","Nor.pout","M2","1",1.484074
"1976","2019","Nor.pout","M2","1",1.715726
"1977","2019","Nor.pout","M2","1",1.63632
"1978","2019","Nor.pout","M2","1",1.620495
"1979","2019","Nor.pout","M2","1",1.375016
"1980","2019","Nor.pout","M2","1",1.431039
"1981","2019","Nor.pout","M2","1",2.033461
"1982","2019","Nor.pout","M2","1",1.600475
"1983","2019","Nor.pout","M2","1",1.265026
"1984","2019","Nor.pout","M2","1",1.202055
"1985","2019","Nor.pout","M2","1",1.456555
"1986","2019","Nor.pout","M2","1",1.494446
"1987","2019","Nor.pout","M2","1",1.409412
"1988","2019","Nor.pout","M2","1",1.435811
"1989","2019","Nor.pout","M2","1",1.327685
"1990","2019","Nor.pout","M2","1",1.260857
"1991","2019","Nor.pout","M2","1",1.196614
"1992","2019","Nor.pout","M2","1",1.117294
"1993","2019","Nor.pout","M2","1",1.276179
"1994","2019","Nor.pout","M2","1",1.320983
"1995","2019","Nor.pout","M2","1",1.408426
"1996","2019","Nor.pout","M2","1",1.46636
"1997","2019","Nor.pout","M2","1",1.319311
"1998","2019","Nor.pout","M2","1",1.441018
"1999","2019","Nor.pout","M2","1",1.405869
"2000","2019","Nor.pout","M2","1",1.211536
"2001","2019","Nor.pout","M2","1",1.736207
"2002","2019","Nor.pout","M2","1",1.745266
"2003","2019","Nor.pout","M2","1",1.62137
"2004","2019","Nor.pout","M2","1",1.774158
"2005","2019","Nor.pout","M2","1",1.734859
"2006","2019","Nor.pout","M2","1",1.675301
"2007","2019","Nor.pout","M2","1",1.749987
"2008","2019","Nor.pout","M2","1",1.83553
"2009","2019","Nor.pout","M2","1",1.652405
"2010","2019","Nor.pout","M2","1",1.582478
"2011","2019","Nor.pout","M2","1",2.070895
"2012","2019","Nor.pout","M2","1",2.109251
"2013","2019","Nor.pout","M2","1",1.94648
"2014","2019","Nor.pout","M2","1",2.027073
"2015","2019","Nor.pout","M2","1",1.637354
"2016","2019","Nor.pout","M2","1",1.927521
"2017","2019","Nor.pout","M2","1",1.960591
"2018","2019","Nor.pout","M2","1",1.906169
"2019","2019","Nor.pout","M2","1",1.338903
"1975","2020","Nor.pout","M2","1",1.47962
"1976","2020","Nor.pout","M2","1",1.71472
"1977","2020","Nor.pout","M2","1",1.631538
"1978","2020","Nor.pout","M2","1",1.614577
"1979","2020","Nor.pout","M2","1",1.376119
"1980","2020","Nor.pout","M2","1",1.428629
"1981","2020","Nor.pout","M2","1",2.041037
"1982","2020","Nor.pout","M2","1",1.595943
"1983","2020","Nor.pout","M2","1",1.261156
"1984","2020","Nor.pout","M2","1",1.197822
"1985","2020","Nor.pout","M2","1",1.453471
"1986","2020","Nor.pout","M2","1",1.492012
"1987","2020","Nor.pout","M2","1",1.412855
"1988","2020","Nor.pout","M2","1",1.437105
"1989","2020","Nor.pout","M2","1",1.323665
"1990","2020","Nor.pout","M2","1",1.256685
"1991","2020","Nor.pout","M2","1",1.19426
"1992","2020","Nor.pout","M2","1",1.109972
"1993","2020","Nor.pout","M2","1",1.270439
"1994","2020","Nor.pout","M2","1",1.320823
"1995","2020","Nor.pout","M2","1",1.402803
"1996","2020","Nor.pout","M2","1",1.46537
"1997","2020","Nor.pout","M2","1",1.315861
"1998","2020","Nor.pout","M2","1",1.434052
"1999","2020","Nor.pout","M2","1",1.403939
"2000","2020","Nor.pout","M2","1",1.21334
"2001","2020","Nor.pout","M2","1",1.733764
"2002","2020","Nor.pout","M2","1",1.74366
"2003","2020","Nor.pout","M2","1",1.623362
"2004","2020","Nor.pout","M2","1",1.77903
"2005","2020","Nor.pout","M2","1",1.74061
"2006","2020","Nor.pout","M2","1",1.678889
"2007","2020","Nor.pout","M2","1",1.756185
"2008","2020","Nor.pout","M2","1",1.842629
"2009","2020","Nor.pout","M2","1",1.658026
"2010","2020","Nor.pout","M2","1",1.578022
"2011","2020","Nor.pout","M2","1",2.06208
"2012","2020","Nor.pout","M2","1",2.103215
"2013","2020","Nor.pout","M2","1",1.950079
"2014","2020","Nor.pout","M2","1",2.035906
"2015","2020","Nor.pout","M2","1",1.637731
"2016","2020","Nor.pout","M2","1",1.9315
"2017","2020","Nor.pout","M2","1",1.957443
"2018","2020","Nor.pout","M2","1",1.917587
"2019","2020","Nor.pout","M2","1",1.469577
"2020","2020","Nor.pout","M2","1",1.343082
"1975","2021","Nor.pout","M2","1",0.793638
"1976","2021","Nor.pout","M2","1",0.929311
"1977","2021","Nor.pout","M2","1",0.804501
"1978","2021","Nor.pout","M2","1",0.749514
"1979","2021","Nor.pout","M2","1",0.680751
"1980","2021","Nor.pout","M2","1",0.720816
"1981","2021","Nor.pout","M2","1",0.918954
"1982","2021","Nor.pout","M2","1",0.694565
"1983","2021","Nor.pout","M2","1",0.574177
"1984","2021","Nor.pout","M2","1",0.548466
"1985","2021","Nor.pout","M2","1",0.572414
"1986","2021","Nor.pout","M2","1",0.584634
"1987","2021","Nor.pout","M2","1",0.53833
"1988","2021","Nor.pout","M2","1",0.532869
"1989","2021","Nor.pout","M2","1",0.559985
"1990","2021","Nor.pout","M2","1",0.554978
"1991","2021","Nor.pout","M2","1",0.5052102
"1992","2021","Nor.pout","M2","1",0.4403665
"1993","2021","Nor.pout","M2","1",0.4454084
"1994","2021","Nor.pout","M2","1",0.4601004
"1995","2021","Nor.pout","M2","1",0.5084547
"1996","2021","Nor.pout","M2","1",0.4944594
"1997","2021","Nor.pout","M2","1",0.4131895
"1998","2021","Nor.pout","M2","1",0.4638971
"1999","2021","Nor.pout","M2","1",0.4818545
"2000","2021","Nor.pout","M2","1",0.4356506
"2001","2021","Nor.pout","M2","1",0.591601
"2002","2021","Nor.pout","M2","1",0.586244
"2003","2021","Nor.pout","M2","1",0.580695
"2004","2021","Nor.pout","M2","1",0.603488
"2005","2021","Nor.pout","M2","1",0.621674
"2006","2021","Nor.pout","M2","1",0.583032
"2007","2021","Nor.pout","M2","1",0.578992
"2008","2021","Nor.pout","M2","1",0.578792
"2009","2021","Nor.pout","M2","1",0.5181495
"2010","2021","Nor.pout","M2","1",0.4394148
"2011","2021","Nor.pout","M2","1",0.510142
"2012","2021","Nor.pout","M2","1",0.607547
"2013","2021","Nor.pout","M2","1",0.667256
"2014","2021","Nor.pout","M2","1",0.624144
"2015","2021","Nor.pout","M2","1",0.5068364
"2016","2021","Nor.pout","M2","1",0.572085
"2017","2021","Nor.pout","M2","1",0.524372
"2018","2021","Nor.pout","M2","1",0.551866
"2019","2021","Nor.pout","M2","1",0.4746863
"2020","2021","Nor.pout","M2","1",0.4611673
"1975","2022","Nor.pout","M2","1",1.470229
"1976","2022","Nor.pout","M2","1",1.70969
"1977","2022","Nor.pout","M2","1",1.630858
"1978","2022","Nor.pout","M2","1",1.611668
"1979","2022","Nor.pout","M2","1",1.372264
"1980","2022","Nor.pout","M2","1",1.42586
"1981","2022","Nor.pout","M2","1",2.031598
"1982","2022","Nor.pout","M2","1",1.582754
"1983","2022","Nor.pout","M2","1",1.256226
"1984","2022","Nor.pout","M2","1",1.198293
"1985","2022","Nor.pout","M2","1",1.452332
"1986","2022","Nor.pout","M2","1",1.490825
"1987","2022","Nor.pout","M2","1",1.411023
"1988","2022","Nor.pout","M2","1",1.433585
"1989","2022","Nor.pout","M2","1",1.319085
"1990","2022","Nor.pout","M2","1",1.250613
"1991","2022","Nor.pout","M2","1",1.187801
"1992","2022","Nor.pout","M2","1",1.102502
"1993","2022","Nor.pout","M2","1",1.262074
"1994","2022","Nor.pout","M2","1",1.31282
"1995","2022","Nor.pout","M2","1",1.392735
"1996","2022","Nor.pout","M2","1",1.452598
"1997","2022","Nor.pout","M2","1",1.305995
"1998","2022","Nor.pout","M2","1",1.423451
"1999","2022","Nor.pout","M2","1",1.397838
"2000","2022","Nor.pout","M2","1",1.210178
"2001","2022","Nor.pout","M2","1",1.727139
"2002","2022","Nor.pout","M2","1",1.742289
"2003","2022","Nor.pout","M2","1",1.624633
"2004","2022","Nor.pout","M2","1",1.784104
"2005","2022","Nor.pout","M2","1",1.744541
"2006","2022","Nor.pout","M2","1",1.684387
"2007","2022","Nor.pout","M2","1",1.757878
"2008","2022","Nor.pout","M2","1",1.842133
"2009","2022","Nor.pout","M2","1",1.659804
"2010","2022","Nor.pout","M2","1",1.583697
"2011","2022","Nor.pout","M2","1",2.060498
"2012","2022","Nor.pout","M2","1",2.103108
"2013","2022","Nor.pout","M2","1",1.949193
"2014","2022","Nor.pout","M2","1",2.041825
"2015","2022","Nor.pout","M2","1",1.638047
"2016","2022","Nor.pout","M2","1",1.9246
"2017","2022","Nor.pout","M2","1",1.933754
"2018","2022","Nor.pout","M2","1",1.885347
"2019","2022","Nor.pout","M2","1",1.447691
"2020","2022","Nor.pout","M2","1",1.430042
"1975","2018","Plaice","M2","1",0.00093978
"1976","2018","Plaice","M2","1",0.001170581
"1977","2018","Plaice","M2","1",0.001340414
"1978","2018","Plaice","M2","1",0.001377791
"1979","2018","Plaice","M2","1",0.001174622
"1980","2018","Plaice","M2","1",0.001211702
"1981","2018","Plaice","M2","1",0.001507028
"1982","2018","Plaice","M2","1",0.001707422
"1983","2018","Plaice","M2","1",0.00180011
"1984","2018","Plaice","M2","1",0.001742027
"1985","2018","Plaice","M2","1",0.001893533
"1986","2018","Plaice","M2","1",0.001886196
"1987","2018","Plaice","M2","1",0.002223146
"1988","2018","Plaice","M2","1",0.002664381
"1989","2018","Plaice","M2","1",0.003112598
"1990","2018","Plaice","M2","1",0.003663136
"1991","2018","Plaice","M2","1",0.00359705
"1992","2018","Plaice","M2","1",0.003208684
"1993","2018","Plaice","M2","1",0.002959381
"1994","2018","Plaice","M2","1",0.002785059
"1995","2018","Plaice","M2","1",0.003298345
"1996","2018","Plaice","M2","1",0.003279315
"1997","2018","Plaice","M2","1",0.002623883
"1998","2018","Plaice","M2","1",0.004047226
"1999","2018","Plaice","M2","1",0.004437471
"2000","2018","Plaice","M2","1",0.004548667
"2001","2018","Plaice","M2","1",0.00604796
