"Year","scenario","Species","variable","Age","value"
"2005","2023","Cod","M2","4",0.090466752807809
"2006","2023","Cod","M2","4",0.0786144627979691
"2007","2023","Cod","M2","4",0.000380516743729544
"2008","2023","Cod","M2","4",0.0749846706072537
"2009","2023","Cod","M2","4",0.000507190254438561
"2010","2023","Cod","M2","4",0.000248883164008722
"2011","2023","Cod","M2","4",0.00051760012130867
"2012","2023","Cod","M2","4",0.000730493639808772
"2013","2023","Cod","M2","4",0.00161325445414698
"2014","2023","Cod","M2","4",0.00179727690025714
"2015","2023","Cod","M2","4",0.00335390467588396
"2016","2023","Cod","M2","4",0.0956773160452834
"2017","2023","Cod","M2","4",0.042148285106114
"2018","2023","Cod","M2","4",0.0716302468447029
"2019","2023","Cod","M2","4",0.0772783834220043
"2020","2023","Cod","M2","4",0.0502892881508614
"2021","2023","Cod","M2","4",0.00200906419922236
"2022","2023","Cod","M2","4",0.0824159102986114
"1974","2020","Haddock","M2","4",0.233311857081116
"1975","2020","Haddock","M2","4",0.216880310243322
"1976","2020","Haddock","M2","4",0.210827921671771
"1977","2020","Haddock","M2","4",0.110851806964819
"1978","2020","Haddock","M2","4",0.31394123595218
"1979","2020","Haddock","M2","4",0.153430876052453
"1980","2020","Haddock","M2","4",0.0519210097584625
"1981","2020","Haddock","M2","4",0.0827545366019097
"1982","2020","Haddock","M2","4",0.0790910156959131
"1983","2020","Haddock","M2","4",0.123026868850754
"1984","2020","Haddock","M2","4",0.104514181022552
"1985","2020","Haddock","M2","4",0.0937633509888278
"1986","2020","Haddock","M2","4",0.0914366376593701
"1987","2020","Haddock","M2","4",0.0698383581943093
"1988","2020","Haddock","M2","4",0.0963287234891356
"1989","2020","Haddock","M2","4",0.0707017692079455
"1990","2020","Haddock","M2","4",0.110155028601833
"1991","2020","Haddock","M2","4",0.0802418655523847
"1992","2020","Haddock","M2","4",0.047701947916723
"1993","2020","Haddock","M2","4",0.0515281118830952
"1994","2020","Haddock","M2","4",0.0686301717528047
"1995","2020","Haddock","M2","4",0.0638853923503017
"1996","2020","Haddock","M2","4",0.0806815667115645
"1997","2020","Haddock","M2","4",0.0498334089658809
"1998","2020","Haddock","M2","4",0.0896352572153169
"1999","2020","Haddock","M2","4",0.0728264483716651
"2000","2020","Haddock","M2","4",0.0589343148514655
"2001","2020","Haddock","M2","4",0.0612997412123234
"2002","2020","Haddock","M2","4",0.0459175178265628
"2003","2020","Haddock","M2","4",0.0850613520274063
"2004","2020","Haddock","M2","4",0.175540964221594
"2005","2020","Haddock","M2","4",0.0798063847553802
"2006","2020","Haddock","M2","4",0.138776084682299
"2007","2020","Haddock","M2","4",0.0629712223717891
"2008","2020","Haddock","M2","4",0.0565694797285306
"2009","2020","Haddock","M2","4",0.111456352954304
"2010","2020","Haddock","M2","4",0.0718197291389879
"2011","2020","Haddock","M2","4",0.0842638239564023
"2012","2020","Haddock","M2","4",0.0735723316772263
"2013","2020","Haddock","M2","4",0.0843720165977027
"2014","2020","Haddock","M2","4",0.0665808712539755
"2015","2020","Haddock","M2","4",0.0373222576433453
"2016","2020","Haddock","M2","4",0.0476433040874427
"2017","2020","Haddock","M2","4",0.024654048588167
"2018","2020","Haddock","M2","4",0.092780894604658
"2019","2020","Haddock","M2","4",0.0477092666920336
"1974","2023","Haddock","M2","4",0.235645860301021
"1975","2023","Haddock","M2","4",0.216414057364295
"1976","2023","Haddock","M2","4",0.222576847856507
"1977","2023","Haddock","M2","4",0.111147480186234
"1978","2023","Haddock","M2","4",0.324765072814094
"1979","2023","Haddock","M2","4",0.171027711241161
"1980","2023","Haddock","M2","4",0.0552670166026796
"1981","2023","Haddock","M2","4",0.0891063388513847
"1982","2023","Haddock","M2","4",0.0847133816414635
"1983","2023","Haddock","M2","4",0.12505908907143
"1984","2023","Haddock","M2","4",0.100991135058622
"1985","2023","Haddock","M2","4",0.0933225979279624
"1986","2023","Haddock","M2","4",0.0893604421456897
"1987","2023","Haddock","M2","4",0.0742938089467916
"1988","2023","Haddock","M2","4",0.097412064382137
"1989","2023","Haddock","M2","4",0.0742966205039506
"1990","2023","Haddock","M2","4",0.112984969973021
"1991","2023","Haddock","M2","4",0.0843257243704076
"1992","2023","Haddock","M2","4",0.0435599053313086
"1993","2023","Haddock","M2","4",0.0513637670102448
"1994","2023","Haddock","M2","4",0.0693954056176099
"1995","2023","Haddock","M2","4",0.0723883334298801
"1996","2023","Haddock","M2","4",0.0909694126620796
"1997","2023","Haddock","M2","4",0.0496573200128033
"1998","2023","Haddock","M2","4",0.0825971959232774
"1999","2023","Haddock","M2","4",0.0712055245535353
"2000","2023","Haddock","M2","4",0.0585084687102965
"2001","2023","Haddock","M2","4",0.0561858544274662
"2002","2023","Haddock","M2","4",0.0466247658736635
"2003","2023","Haddock","M2","4",0.108919336982838
"2004","2023","Haddock","M2","4",0.174309350120446
"2005","2023","Haddock","M2","4",0.0828611857333077
"2006","2023","Haddock","M2","4",0.139297634828167
"2007","2023","Haddock","M2","4",0.0834152432999722
"2008","2023","Haddock","M2","4",0.0780159976368011
"2009","2023","Haddock","M2","4",0.129111965740494
"2010","2023","Haddock","M2","4",0.0891178079290613
"2011","2023","Haddock","M2","4",0.107254688536259
"2012","2023","Haddock","M2","4",0.11397944561517
"2013","2023","Haddock","M2","4",0.140038187670916
"2014","2023","Haddock","M2","4",0.0964772548898006
"2015","2023","Haddock","M2","4",0.0938127607471587
"2016","2023","Haddock","M2","4",0.0975827842083344
"2017","2023","Haddock","M2","4",0.0642453591711092
"2018","2023","Haddock","M2","4",0.125629754673109
"2019","2023","Haddock","M2","4",0.0831665878467902
"2020","2023","Haddock","M2","4",0.0633220770875127
"2021","2023","Haddock","M2","4",0.11986294510891
"2022","2023","Haddock","M2","4",0.0985665154239622
"1974","2020","Herring","M2","4",0.204203795089081
"1975","2020","Herring","M2","4",0.163302004556079
"1976","2020","Herring","M2","4",0.151704392082422
"1977","2020","Herring","M2","4",0.139963855216524
"1978","2020","Herring","M2","4",0.152403325254215
"1979","2020","Herring","M2","4",0.144728774680046
"1980","2020","Herring","M2","4",0.123522168158927
"1981","2020","Herring","M2","4",0.170014761623446
"1982","2020","Herring","M2","4",0.170316206483897
"1983","2020","Herring","M2","4",0.157904895582552
"1984","2020","Herring","M2","4",0.114904069779049
"1985","2020","Herring","M2","4",0.107468178643232
"1986","2020","Herring","M2","4",0.0877709714823873
"1987","2020","Herring","M2","4",0.100353062455039
"1988","2020","Herring","M2","4",0.111044427656392
"1989","2020","Herring","M2","4",0.103777802803281
"1990","2020","Herring","M2","4",0.113737535413061
"1991","2020","Herring","M2","4",0.0980848685318826
"1992","2020","Herring","M2","4",0.0932272551476368
"1993","2020","Herring","M2","4",0.11142118689511
"1994","2020","Herring","M2","4",0.102181705372669
"1995","2020","Herring","M2","4",0.134177243408725
"1996","2020","Herring","M2","4",0.103051472638066
"1997","2020","Herring","M2","4",0.0943852886167089
"1998","2020","Herring","M2","4",0.0937064283485652
"1999","2020","Herring","M2","4",0.104418850570896
"2000","2020","Herring","M2","4",0.0911162060345614
"2001","2020","Herring","M2","4",0.104542857901232
"2002","2020","Herring","M2","4",0.128594380254035
"2003","2020","Herring","M2","4",0.108330143967934
"2004","2020","Herring","M2","4",0.178199563528774
"2005","2020","Herring","M2","4",0.161837704515175
"2006","2020","Herring","M2","4",0.174729787555526
"2007","2020","Herring","M2","4",0.192366420445139
"2008","2020","Herring","M2","4",0.179712331934121
"2009","2020","Herring","M2","4",0.152010293124194
"2010","2020","Herring","M2","4",0.119271686965233
"2011","2020","Herring","M2","4",0.115923886330211
"2012","2020","Herring","M2","4",0.113500417078436
"2013","2020","Herring","M2","4",0.125630529424803
"2014","2020","Herring","M2","4",0.139617540150568
"2015","2020","Herring","M2","4",0.127756662725759
"2016","2020","Herring","M2","4",0.142178886671211
"2017","2020","Herring","M2","4",0.145334129519394
"2018","2020","Herring","M2","4",0.16018909053945
"2019","2020","Herring","M2","4",0.134199234044925
"1974","2023","Herring","M2","4",0.230194232560778
"1975","2023","Herring","M2","4",0.205816121459363
"1976","2023","Herring","M2","4",0.189845552113391
"1977","2023","Herring","M2","4",0.1901155424551
"1978","2023","Herring","M2","4",0.19879189973929
"1979","2023","Herring","M2","4",0.184102251202527
"1980","2023","Herring","M2","4",0.15920395128649
"1981","2023","Herring","M2","4",0.267143025215233
"1982","2023","Herring","M2","4",0.23199936486512
"1983","2023","Herring","M2","4",0.207817749546583
"1984","2023","Herring","M2","4",0.129883590916312
"1985","2023","Herring","M2","4",0.148502022936061
"1986","2023","Herring","M2","4",0.105714413097009
"1987","2023","Herring","M2","4",0.12655084876726
"1988","2023","Herring","M2","4",0.136419275431587
"1989","2023","Herring","M2","4",0.140841756110094
"1990","2023","Herring","M2","4",0.141355064169286
"1991","2023","Herring","M2","4",0.108354329325756
"1992","2023","Herring","M2","4",0.131277359951697
"1993","2023","Herring","M2","4",0.169355170633166
"1994","2023","Herring","M2","4",0.16824195176265
"1995","2023","Herring","M2","4",0.219493421661467
"1996","2023","Herring","M2","4",0.206172546199741
"1997","2023","Herring","M2","4",0.152670075711669
"1998","2023","Herring","M2","4",0.151594440612103
"1999","2023","Herring","M2","4",0.146059260052878
"2000","2023","Herring","M2","4",0.13675493964539
"2001","2023","Herring","M2","4",0.18864725257633
"2002","2023","Herring","M2","4",0.195823213108739
"2003","2023","Herring","M2","4",0.148218381923321
"2004","2023","Herring","M2","4",0.219109354732784
"2005","2023","Herring","M2","4",0.191319353274437
"2006","2023","Herring","M2","4",0.22757631219555
"2007","2023","Herring","M2","4",0.235964708879213
"2008","2023","Herring","M2","4",0.205871863794139
"2009","2023","Herring","M2","4",0.151066096652997
"2010","2023","Herring","M2","4",0.134377324416602
"2011","2023","Herring","M2","4",0.142389998495791
"2012","2023","Herring","M2","4",0.142629995655594
"2013","2023","Herring","M2","4",0.155003977306326
"2014","2023","Herring","M2","4",0.160912136429812
"2015","2023","Herring","M2","4",0.144465200115957
"2016","2023","Herring","M2","4",0.178868509241674
"2017","2023","Herring","M2","4",0.18468983210431
"2018","2023","Herring","M2","4",0.189069337335444
"2019","2023","Herring","M2","4",0.162071212304389
"2020","2023","Herring","M2","4",0.134621355475318
"2021","2023","Herring","M2","4",0.149388162463847
"2022","2023","Herring","M2","4",0.172007762423078
"1974","2020","Mackerel","M2","4",0
"1975","2020","Mackerel","M2","4",0
"1976","2020","Mackerel","M2","4",0
"1977","2020","Mackerel","M2","4",0
"1978","2020","Mackerel","M2","4",0
"1979","2020","Mackerel","M2","4",0
"1980","2020","Mackerel","M2","4",0
"1981","2020","Mackerel","M2","4",0
"1982","2020","Mackerel","M2","4",0
"1983","2020","Mackerel","M2","4",0
"1984","2020","Mackerel","M2","4",0
"1985","2020","Mackerel","M2","4",0
"1986","2020","Mackerel","M2","4",0
"1987","2020","Mackerel","M2","4",0
"1988","2020","Mackerel","M2","4",0
"1989","2020","Mackerel","M2","4",0
"1990","2020","Mackerel","M2","4",0
"1991","2020","Mackerel","M2","4",0
"1992","2020","Mackerel","M2","4",0
"1993","2020","Mackerel","M2","4",0
"1994","2020","Mackerel","M2","4",0
"1995","2020","Mackerel","M2","4",0
"1996","2020","Mackerel","M2","4",0
"1997","2020","Mackerel","M2","4",0
"1998","2020","Mackerel","M2","4",0
"1999","2020","Mackerel","M2","4",0
"2000","2020","Mackerel","M2","4",0
"2001","2020","Mackerel","M2","4",0
"2002","2020","Mackerel","M2","4",0
"2003","2020","Mackerel","M2","4",0
"2004","2020","Mackerel","M2","4",0
"2005","2020","Mackerel","M2","4",0
"2006","2020","Mackerel","M2","4",0
"2007","2020","Mackerel","M2","4",0
"2008","2020","Mackerel","M2","4",0
"2009","2020","Mackerel","M2","4",0
"2010","2020","Mackerel","M2","4",0
"2011","2020","Mackerel","M2","4",0
"2012","2020","Mackerel","M2","4",0
"2013","2020","Mackerel","M2","4",0
"2014","2020","Mackerel","M2","4",0
"2015","2020","Mackerel","M2","4",0
"2016","2020","Mackerel","M2","4",0
"2017","2020","Mackerel","M2","4",0
"2018","2020","Mackerel","M2","4",0
"2019","2020","Mackerel","M2","4",0
"1974","2023","Mackerel","M2","4",0
"1975","2023","Mackerel","M2","4",0
"1976","2023","Mackerel","M2","4",0
"1977","2023","Mackerel","M2","4",0
"1978","2023","Mackerel","M2","4",0
"1979","2023","Mackerel","M2","4",0
"1980","2023","Mackerel","M2","4",0
"1981","2023","Mackerel","M2","4",0
"1982","2023","Mackerel","M2","4",0
"1983","2023","Mackerel","M2","4",0
"1984","2023","Mackerel","M2","4",0
"1985","2023","Mackerel","M2","4",0
"1986","2023","Mackerel","M2","4",0
"1987","2023","Mackerel","M2","4",0
"1988","2023","Mackerel","M2","4",0
"1989","2023","Mackerel","M2","4",0
"1990","2023","Mackerel","M2","4",0
"1991","2023","Mackerel","M2","4",0
"1992","2023","Mackerel","M2","4",0
"1993","2023","Mackerel","M2","4",0
"1994","2023","Mackerel","M2","4",0
"1995","2023","Mackerel","M2","4",0
"1996","2023","Mackerel","M2","4",0
"1997","2023","Mackerel","M2","4",0
"1998","2023","Mackerel","M2","4",0
"1999","2023","Mackerel","M2","4",0
"2000","2023","Mackerel","M2","4",0
"2001","2023","Mackerel","M2","4",0
"2002","2023","Mackerel","M2","4",0
"2003","2023","Mackerel","M2","4",0
"2004","2023","Mackerel","M2","4",0
"2005","2023","Mackerel","M2","4",0
"2006","2023","Mackerel","M2","4",0
"2007","2023","Mackerel","M2","4",0
"2008","2023","Mackerel","M2","4",0
"2009","2023","Mackerel","M2","4",0
"2010","2023","Mackerel","M2","4",0
"2011","2023","Mackerel","M2","4",0
"2012","2023","Mackerel","M2","4",0
"2013","2023","Mackerel","M2","4",0
"2014","2023","Mackerel","M2","4",0
"2015","2023","Mackerel","M2","4",0
"2016","2023","Mackerel","M2","4",0
"2017","2023","Mackerel","M2","4",0
"2018","2023","Mackerel","M2","4",0
"2019","2023","Mackerel","M2","4",0
"2020","2023","Mackerel","M2","4",0
"2021","2023","Mackerel","M2","4",0
"2022","2023","Mackerel","M2","4",0
"1974","2020","N.sandeel","M2","4",0.491569502034476
"1975","2020","N.sandeel","M2","4",0.504716516144111
"1976","2020","N.sandeel","M2","4",0.717674440671772
"1977","2020","N.sandeel","M2","4",0.496653516303937
"1978","2020","N.sandeel","M2","4",0.422801226940001
"1979","2020","N.sandeel","M2","4",0.38431891457928
"1980","2020","N.sandeel","M2","4",0.398240945194985
"1981","2020","N.sandeel","M2","4",0.764323636534529
"1982","2020","N.sandeel","M2","4",0.775568280727381
"1983","2020","N.sandeel","M2","4",0.600717863431253
"1984","2020","N.sandeel","M2","4",0.453206364727797
"1985","2020","N.sandeel","M2","4",0.509349266077766
"1986","2020","N.sandeel","M2","4",0.640305649002251
"1987","2020","N.sandeel","M2","4",0.453846056017052
"1988","2020","N.sandeel","M2","4",0.451104820490997
"1989","2020","N.sandeel","M2","4",0.451905483270571
"1990","2020","N.sandeel","M2","4",0.481567766176419
"1991","2020","N.sandeel","M2","4",0.449224293717247
"1992","2020","N.sandeel","M2","4",0.446555682219694
"1993","2020","N.sandeel","M2","4",0.56814240453857
"1994","2020","N.sandeel","M2","4",0.515621156745441
"1995","2020","N.sandeel","M2","4",0.631121350167732
"1996","2020","N.sandeel","M2","4",0.517448753522713
"1997","2020","N.sandeel","M2","4",0.569314654570848
"1998","2020","N.sandeel","M2","4",0.654586726723688
"1999","2020","N.sandeel","M2","4",0.573810360301324
"2000","2020","N.sandeel","M2","4",0.660322893043792
"2001","2020","N.sandeel","M2","4",0.998086813693557
"2002","2020","N.sandeel","M2","4",0.980607803059686
"2003","2020","N.sandeel","M2","4",0.923388404808563
"2004","2020","N.sandeel","M2","4",1.13878851774203
"2005","2020","N.sandeel","M2","4",0.932276338312792
"2006","2020","N.sandeel","M2","4",0.78142990269538
"2007","2020","N.sandeel","M2","4",0.847484736266176
"2008","2020","N.sandeel","M2","4",0.703398500497162
"2009","2020","N.sandeel","M2","4",0.784855492745029
"2010","2020","N.sandeel","M2","4",0.68037728921595
"2011","2020","N.sandeel","M2","4",0.690809284962423
"2012","2020","N.sandeel","M2","4",0.636919211439552
"2013","2020","N.sandeel","M2","4",0.650492746392863
"2014","2020","N.sandeel","M2","4",0.553146321063859
"2015","2020","N.sandeel","M2","4",0.435345316975008
"2016","2020","N.sandeel","M2","4",0.695409283388738
"2017","2020","N.sandeel","M2","4",0.549812702219731
"2018","2020","N.sandeel","M2","4",0.591440373865633
"2019","2020","N.sandeel","M2","4",0.417305396391519
"1974","2023","N.sandeel","M2","4",0.383627971175709
"1975","2023","N.sandeel","M2","4",0.368993704717052
"1976","2023","N.sandeel","M2","4",0.735725235103127
"1977","2023","N.sandeel","M2","4",0.430044443499057
"1978","2023","N.sandeel","M2","4",0.32128276856998
"1979","2023","N.sandeel","M2","4",0.289517388745222
"1980","2023","N.sandeel","M2","4",0.331525248635055
"1981","2023","N.sandeel","M2","4",0.61646108305405
"1982","2023","N.sandeel","M2","4",0.458314176369898
"1983","2023","N.sandeel","M2","4",0.383867976867593
"1984","2023","N.sandeel","M2","4",0.291802612075507
"1985","2023","N.sandeel","M2","4",0.445242237812137
"1986","2023","N.sandeel","M2","4",0.328504430619912
"1987","2023","N.sandeel","M2","4",0.320423373993824
"1988","2023","N.sandeel","M2","4",0.422912514500875
"1989","2023","N.sandeel","M2","4",0.311687615887594
"1990","2023","N.sandeel","M2","4",0.321620770151754
"1991","2023","N.sandeel","M2","4",0.310305617544449
"1992","2023","N.sandeel","M2","4",0.337747806571671
"1993","2023","N.sandeel","M2","4",0.411639590554652
"1994","2023","N.sandeel","M2","4",0.412867195745494
"1995","2023","N.sandeel","M2","4",0.457377757139622
"1996","2023","N.sandeel","M2","4",0.525120454063237
"1997","2023","N.sandeel","M2","4",0.402769173764039
"1998","2023","N.sandeel","M2","4",0.440399636129726
"1999","2023","N.sandeel","M2","4",0.406096945034905
"2000","2023","N.sandeel","M2","4",0.456954286079528
"2001","2023","N.sandeel","M2","4",0.860585180397471
"2002","2023","N.sandeel","M2","4",0.77424414056263
"2003","2023","N.sandeel","M2","4",0.731490996836585
"2004","2023","N.sandeel","M2","4",0.651310864922688
"2005","2023","N.sandeel","M2","4",0.633968299222448
"2006","2023","N.sandeel","M2","4",0.636509857213011
"2007","2023","N.sandeel","M2","4",0.620535865228905
"2008","2023","N.sandeel","M2","4",0.561891189550242
"2009","2023","N.sandeel","M2","4",0.516232363786744
"2010","2023","N.sandeel","M2","4",0.523198237304412
"2011","2023","N.sandeel","M2","4",0.659775166765458
"2012","2023","N.sandeel","M2","4",0.672130149742666
"2013","2023","N.sandeel","M2","4",0.564731990891077
"2014","2023","N.sandeel","M2","4",0.47556415488161
"2015","2023","N.sandeel","M2","4",0.523279585682287
"2016","2023","N.sandeel","M2","4",0.573479027293936
"2017","2023","N.sandeel","M2","4",0.456620129911375
"2018","2023","N.sandeel","M2","4",0.505688148303772
"2019","2023","N.sandeel","M2","4",0.456984119359696
"2020","2023","N.sandeel","M2","4",0.493998184926212
"2021","2023","N.sandeel","M2","4",0.801730425976289
"2022","2023","N.sandeel","M2","4",0.950157823742989
"1974","2020","Plaice","M2","4",0
"1975","2020","Plaice","M2","4",0
"1976","2020","Plaice","M2","4",0
"1977","2020","Plaice","M2","4",0
"1978","2020","Plaice","M2","4",0
"1979","2020","Plaice","M2","4",0
"1980","2020","Plaice","M2","4",0
"1981","2020","Plaice","M2","4",0
"1982","2020","Plaice","M2","4",0
"1983","2020","Plaice","M2","4",0
"1984","2020","Plaice","M2","4",0
"1985","2020","Plaice","M2","4",0
"1986","2020","Plaice","M2","4",0
"1987","2020","Plaice","M2","4",0
"1988","2020","Plaice","M2","4",0
"1989","2020","Plaice","M2","4",0
"1990","2020","Plaice","M2","4",0
"1991","2020","Plaice","M2","4",0
"1992","2020","Plaice","M2","4",0
"1993","2020","Plaice","M2","4",0
"1994","2020","Plaice","M2","4",0
"1995","2020","Plaice","M2","4",0
"1996","2020","Plaice","M2","4",0
"1997","2020","Plaice","M2","4",0
"1998","2020","Plaice","M2","4",0
"1999","2020","Plaice","M2","4",0
"2000","2020","Plaice","M2","4",0
"2001","2020","Plaice","M2","4",0
"2002","2020","Plaice","M2","4",0
"2003","2020","Plaice","M2","4",0
"2004","2020","Plaice","M2","4",0
"2005","2020","Plaice","M2","4",0
"2006","2020","Plaice","M2","4",0
"2007","2020","Plaice","M2","4",0
"2008","2020","Plaice","M2","4",0
"2009","2020","Plaice","M2","4",0
"2010","2020","Plaice","M2","4",0
"2011","2020","Plaice","M2","4",0
"2012","2020","Plaice","M2","4",0
"2013","2020","Plaice","M2","4",0
"2014","2020","Plaice","M2","4",0
"2015","2020","Plaice","M2","4",0
"2016","2020","Plaice","M2","4",0
"2017","2020","Plaice","M2","4",0
"2018","2020","Plaice","M2","4",0
"2019","2020","Plaice","M2","4",0
"1974","2023","Plaice","M2","4",0.000745133979009221
"1975","2023","Plaice","M2","4",0.000954512186353782
"1976","2023","Plaice","M2","4",0.00120582033030874
"1977","2023","Plaice","M2","4",0.00135916511110894
"1978","2023","Plaice","M2","4",0.00141426802224591
"1979","2023","Plaice","M2","4",0.00122797340474801
"1980","2023","Plaice","M2","4",0.0012327709326416
"1981","2023","Plaice","M2","4",0.0015377006495952
"1982","2023","Plaice","M2","4",0.00173191016766122
"1983","2023","Plaice","M2","4",0.00184358746937161
"1984","2023","Plaice","M2","4",0.00177146006599977
"1985","2023","Plaice","M2","4",0.00193622455597179
"1986","2023","Plaice","M2","4",0.00191474547726681
"1987","2023","Plaice","M2","4",0.00221141918145392
"1988","2023","Plaice","M2","4",0.00274952414082254
"1989","2023","Plaice","M2","4",0.0031210454352398
"1990","2023","Plaice","M2","4",0.00381867122378981
"1991","2023","Plaice","M2","4",0.00378456912157528
"1992","2023","Plaice","M2","4",0.00342621419770516
"1993","2023","Plaice","M2","4",0.00318730661255271
"1994","2023","Plaice","M2","4",0.00296124794170153
"1995","2023","Plaice","M2","4",0.00338534531377361
"1996","2023","Plaice","M2","4",0.00367562189646164
"1997","2023","Plaice","M2","4",0.00259133748062625
"1998","2023","Plaice","M2","4",0.00406650559719078
"1999","2023","Plaice","M2","4",0.00478296783592093
"2000","2023","Plaice","M2","4",0.0046287075293109
"2001","2023","Plaice","M2","4",0.00618268276591923
"2002","2023","Plaice","M2","4",0.00906808127476283
"2003","2023","Plaice","M2","4",0.0128887079580684
"2004","2023","Plaice","M2","4",0.0144969207763361
"2005","2023","Plaice","M2","4",0.0157353650724745
"2006","2023","Plaice","M2","4",0.0137470562811459
"2007","2023","Plaice","M2","4",0.0135452758770409
"2008","2023","Plaice","M2","4",0.0144833241866336
"2009","2023","Plaice","M2","4",0.01382899038572
"2010","2023","Plaice","M2","4",0.0116033152384538
"2011","2023","Plaice","M2","4",0.0152395490238501
"2012","2023","Plaice","M2","4",0.0171339693810309
"2013","2023","Plaice","M2","4",0.0150160958723972
"2014","2023","Plaice","M2","4",0.0133029030431307
"2015","2023","Plaice","M2","4",0.0145705338756458
"2016","2023","Plaice","M2","4",0.0138985672504472
"2017","2023","Plaice","M2","4",0.00921048445133981
"2018","2023","Plaice","M2","4",0.0127771463098617
"2019","2023","Plaice","M2","4",0.0118480338951004
"2020","2023","Plaice","M2","4",0.0104405112316664
"2021","2023","Plaice","M2","4",0.013510801992466
"2022","2023","Plaice","M2","4",0.0170802670837583
"1974","2020","S.sandeel","M2","4",0.457165486037946
"1975","2020","S.sandeel","M2","4",0.424611602559616
"1976","2020","S.sandeel","M2","4",0.396062699510128
"1977","2020","S.sandeel","M2","4",0.377789593853975
"1978","2020","S.sandeel","M2","4",0.284030618800757
"1979","2020","S.sandeel","M2","4",0.265104340106003
"1980","2020","S.sandeel","M2","4",0.267217416255247
"1981","2020","S.sandeel","M2","4",0.333491230628034
"1982","2020","S.sandeel","M2","4",0.33866382955408
"1983","2020","S.sandeel","M2","4",0.355437674415193
"1984","2020","S.sandeel","M2","4",0.334111486696814
"1985","2020","S.sandeel","M2","4",0.278969309708219
"1986","2020","S.sandeel","M2","4",0.426485977111859
"1987","2020","S.sandeel","M2","4",0.400932805903409
"1988","2020","S.sandeel","M2","4",0.325834986389718
"1989","2020","S.sandeel","M2","4",0.434169467211387
"1990","2020","S.sandeel","M2","4",0.316933136889343
"1991","2020","S.sandeel","M2","4",0.33595113535952
"1992","2020","S.sandeel","M2","4",0.302056362510646
"1993","2020","S.sandeel","M2","4",0.285541477436496
"1994","2020","S.sandeel","M2","4",0.286143410562458
"1995","2020","S.sandeel","M2","4",0.3204566449487
"1996","2020","S.sandeel","M2","4",0.298598417335734
"1997","2020","S.sandeel","M2","4",0.323931930857037
"1998","2020","S.sandeel","M2","4",0.355204227593889
"1999","2020","S.sandeel","M2","4",0.355519776685746
"2000","2020","S.sandeel","M2","4",0.349445957087694
"2001","2020","S.sandeel","M2","4",0.243187943038737
"2002","2020","S.sandeel","M2","4",0.285838563120628
"2003","2020","S.sandeel","M2","4",0.55254738619492
"2004","2020","S.sandeel","M2","4",0.486933461459894
"2005","2020","S.sandeel","M2","4",0.393467364426403
"2006","2020","S.sandeel","M2","4",0.385335661152166
"2007","2020","S.sandeel","M2","4",0.386564849180654
"2008","2020","S.sandeel","M2","4",0.38647458711037
"2009","2020","S.sandeel","M2","4",0.37090080249106
"2010","2020","S.sandeel","M2","4",0.358283600810514
"2011","2020","S.sandeel","M2","4",0.533920712008036
"2012","2020","S.sandeel","M2","4",0.565610060464722
"2013","2020","S.sandeel","M2","4",0.477211128649551
"2014","2020","S.sandeel","M2","4",0.399704580104155
"2015","2020","S.sandeel","M2","4",0.321056649056132
"2016","2020","S.sandeel","M2","4",0.453815546777436
"2017","2020","S.sandeel","M2","4",0.367732435558877
"2018","2020","S.sandeel","M2","4",0.418403489740871
"2019","2020","S.sandeel","M2","4",0.404799978376719
"1974","2023","S.sandeel","M2","4",0.640260524892138
"1975","2023","S.sandeel","M2","4",0.597033173105124
"1976","2023","S.sandeel","M2","4",0.580909964619147
"1977","2023","S.sandeel","M2","4",0.524491781838654
"1978","2023","S.sandeel","M2","4",0.354346514144661
"1979","2023","S.sandeel","M2","4",0.32402153713235
"1980","2023","S.sandeel","M2","4",0.309524690573546
"1981","2023","S.sandeel","M2","4",0.341032405756965
"1982","2023","S.sandeel","M2","4",0.305186395448294
"1983","2023","S.sandeel","M2","4",0.335567913635724
"1984","2023","S.sandeel","M2","4",0.277421344276499
"1985","2023","S.sandeel","M2","4",0.298803094442997
"1986","2023","S.sandeel","M2","4",0.357532738901618
"1987","2023","S.sandeel","M2","4",0.361215513981966
"1988","2023","S.sandeel","M2","4",0.377078400878132
"1989","2023","S.sandeel","M2","4",0.337253588668625
"1990","2023","S.sandeel","M2","4",0.362282145494371
"1991","2023","S.sandeel","M2","4",0.375563967801055
"1992","2023","S.sandeel","M2","4",0.331795293253975
"1993","2023","S.sandeel","M2","4",0.334457565868494
"1994","2023","S.sandeel","M2","4",0.33646184690926
"1995","2023","S.sandeel","M2","4",0.339265607922474
"1996","2023","S.sandeel","M2","4",0.331110080316843
"1997","2023","S.sandeel","M2","4",0.296584856722079
"1998","2023","S.sandeel","M2","4",0.312964049945923
"1999","2023","S.sandeel","M2","4",0.342503329210837
"2000","2023","S.sandeel","M2","4",0.311988532332503
"2001","2023","S.sandeel","M2","4",0.317465034623331
"2002","2023","S.sandeel","M2","4",0.301690771526253
"2003","2023","S.sandeel","M2","4",0.401846734237674
"2004","2023","S.sandeel","M2","4",0.362578909614756
"2005","2023","S.sandeel","M2","4",0.382264918260135
"2006","2023","S.sandeel","M2","4",0.419050789459541
"2007","2023","S.sandeel","M2","4",0.50216832935526
"2008","2023","S.sandeel","M2","4",0.478589482996104
