"Year","Predator","Prey","Prey.no","eatenW"
2010,"Saithe","Herring",21,230076.421088619
1972,"W. mackerel","Herring",21,15982.7570784
1973,"W. mackerel","Herring",21,15313.98872724
1975,"W. mackerel","Herring",21,15017.93598361
1977,"W. mackerel","Herring",21,1561.39940943
1978,"W. mackerel","Herring",21,2300.1407982
1979,"W. mackerel","Herring",21,9983.4599669
1980,"W. mackerel","Herring",21,22599.2206594
1981,"W. mackerel","Herring",21,26917.3252698
1982,"W. mackerel","Herring",21,34967.911671
1983,"W. mackerel","Herring",21,32501.344029
1984,"W. mackerel","Herring",21,43103.6300898
1985,"W. mackerel","Herring",21,55694.189439
1986,"W. mackerel","Herring",21,58433.7976495
1987,"W. mackerel","Herring",21,63623.584416
1988,"W. mackerel","Herring",21,42471.2715518
1989,"W. mackerel","Herring",21,41351.3807889
1990,"W. mackerel","Herring",21,41487.8231537
1991,"W. mackerel","Herring",21,38241.0106463
1992,"W. mackerel","Herring",21,56054.1631608
1993,"W. mackerel","Herring",21,49872.5471356
1994,"W. mackerel","Herring",21,29551.7686464
1995,"W. mackerel","Herring",21,36464.3023178
1996,"W. mackerel","Herring",21,42363.4274112
1997,"W. mackerel","Herring",21,25873.111194
1998,"W. mackerel","Herring",21,24557.2813948
1999,"W. mackerel","Herring",21,64329.7014157
2000,"W. mackerel","Herring",21,39603.451608
2001,"W. mackerel","Herring",21,105313.1655975
2002,"W. mackerel","Herring",21,43803.791178
2003,"W. mackerel","Herring",21,24178.5793431
2004,"W. mackerel","Herring",21,32175.611104
2005,"W. mackerel","Herring",21,27339.3037764
2006,"W. mackerel","Herring",21,33561.903375
2007,"W. mackerel","Herring",21,41139.4842579
2008,"W. mackerel","Herring",21,38674.2011292
2009,"W. mackerel","Herring",21,60707.2480833
2010,"W. mackerel","Herring",21,54243.710262
1963,"Whiting","Herring",21,267831.316695403
1964,"Whiting","Herring",21,407553.746025423
1965,"Whiting","Herring",21,384133.209316595
1966,"Whiting","Herring",21,160001.079347907
1967,"Whiting","Herring",21,71743.8913882939
1968,"Whiting","Herring",21,198806.37446642
1969,"Whiting","Herring",21,221168.152745882
1970,"Whiting","Herring",21,125033.855414102
1971,"Whiting","Herring",21,69035.9632012002
1972,"Whiting","Herring",21,89474.8779050431
1973,"Whiting","Herring",21,83567.8173176814
1974,"Whiting","Herring",21,40251.5077601604
1975,"Whiting","Herring",21,47134.4190895334
1976,"Whiting","Herring",21,37753.7121086002
1977,"Whiting","Herring",21,43533.2929804881
1978,"Whiting","Herring",21,52058.4196866054
1979,"Whiting","Herring",21,55528.7720843554
1980,"Whiting","Herring",21,117536.019963793
1981,"Whiting","Herring",21,161233.762622261
1982,"Whiting","Herring",21,153844.218926508
1983,"Whiting","Herring",21,137563.647175805
1984,"Whiting","Herring",21,141543.420596046
1985,"Whiting","Herring",21,170085.627259935
1986,"Whiting","Herring",21,201215.807672728
1987,"Whiting","Herring",21,292182.636573901
1988,"Whiting","Herring",21,271215.292199264
1989,"Whiting","Herring",21,247030.286620907
1990,"Whiting","Herring",21,224863.671442886
1991,"Whiting","Herring",21,205966.88749156
1992,"Whiting","Herring",21,174817.848388417
1993,"Whiting","Herring",21,182167.291978458
1994,"Whiting","Herring",21,152321.226580463
1995,"Whiting","Herring",21,138202.527188579
1996,"Whiting","Herring",21,154516.200828449
1997,"Whiting","Herring",21,146849.444055141
1998,"Whiting","Herring",21,127131.403205172
1999,"Whiting","Herring",21,110679.909451437
2000,"Whiting","Herring",21,206366.624237303
2001,"Whiting","Herring",21,328904.350588541
2002,"Whiting","Herring",21,483913.475879942
2003,"Whiting","Herring",21,377912.728376946
2004,"Whiting","Herring",21,260559.413164276
2005,"Whiting","Herring",21,133072.784518199
2006,"Whiting","Herring",21,86785.3059048882
2007,"Whiting","Herring",21,87839.2704516333
2008,"Whiting","Herring",21,100336.360398688
2009,"Whiting","Herring",21,118535.346136205
2010,"Whiting","Herring",21,195127.074345441
1963,"Cod","Sandeel",22,83471.819210679
1964,"Cod","Sandeel",22,119018.21091999
1965,"Cod","Sandeel",22,155558.666931113
1966,"Cod","Sandeel",22,206735.106140534
1967,"Cod","Sandeel",22,170592.958047829
1968,"Cod","Sandeel",22,82186.6349749389
1969,"Cod","Sandeel",22,77059.9650552276
1970,"Cod","Sandeel",22,127593.25088938
1971,"Cod","Sandeel",22,170147.837509458
1972,"Cod","Sandeel",22,105046.817197541
1973,"Cod","Sandeel",22,91109.6353730558
1974,"Cod","Sandeel",22,73926.910111385
1975,"Cod","Sandeel",22,77167.1115251828
1976,"Cod","Sandeel",22,69943.4961616728
1977,"Cod","Sandeel",22,94475.2359836911
1978,"Cod","Sandeel",22,93655.4307211253
1979,"Cod","Sandeel",22,82516.6197176566
1980,"Cod","Sandeel",22,88907.4680061729
1981,"Cod","Sandeel",22,78222.0375230982
1982,"Cod","Sandeel",22,67307.3621153078
1983,"Cod","Sandeel",22,60369.2846935169
1984,"Cod","Sandeel",22,91888.8577067193
1985,"Cod","Sandeel",22,65833.8919929334
1986,"Cod","Sandeel",22,102192.074006856
1987,"Cod","Sandeel",22,85202.5855543111
1988,"Cod","Sandeel",22,55235.3909197355
1989,"Cod","Sandeel",22,48291.717756186
1990,"Cod","Sandeel",22,35306.18791715
1991,"Cod","Sandeel",22,40950.7819923804
1992,"Cod","Sandeel",22,53684.6982336085
1993,"Cod","Sandeel",22,54890.8991474961
1994,"Cod","Sandeel",22,67045.821850446
1995,"Cod","Sandeel",22,67677.7978654914
1996,"Cod","Sandeel",22,75436.9306074581
1997,"Cod","Sandeel",22,117457.539621502
1998,"Cod","Sandeel",22,62224.3348227063
1999,"Cod","Sandeel",22,33297.0300420766
2000,"Cod","Sandeel",22,29102.8218983816
2001,"Cod","Sandeel",22,26146.710351377
2002,"Cod","Sandeel",22,24675.585774434
2003,"Cod","Sandeel",22,13675.3365969107
2004,"Cod","Sandeel",22,11732.879939579
2005,"Cod","Sandeel",22,11786.7347283022
2006,"Cod","Sandeel",22,19170.1958950087
2007,"Cod","Sandeel",22,22107.7951103207
2008,"Cod","Sandeel",22,25193.0620032059
2009,"Cod","Sandeel",22,28265.0035827031
2010,"Cod","Sandeel",22,53044.8753418402
1963,"Fulmar","Sandeel",22,18649.2373087778
1964,"Fulmar","Sandeel",22,18570.0152394831
1965,"Fulmar","Sandeel",22,18827.9753022226
1966,"Fulmar","Sandeel",22,22300.1487746517
1967,"Fulmar","Sandeel",22,27745.5566944822
1968,"Fulmar","Sandeel",22,25582.3768887764
1969,"Fulmar","Sandeel",22,21029.0299872314
1970,"Fulmar","Sandeel",22,22754.2317029214
1971,"Fulmar","Sandeel",22,33449.9143669127
1972,"Fulmar","Sandeel",22,28191.8902466976
1973,"Fulmar","Sandeel",22,26645.3566477128
1974,"Fulmar","Sandeel",22,26285.26657925
1975,"Fulmar","Sandeel",22,25490.9563457794
1976,"Fulmar","Sandeel",22,20034.3028338447
1977,"Fulmar","Sandeel",22,22829.703125899
1978,"Fulmar","Sandeel",22,24780.2370052737
1979,"Fulmar","Sandeel",22,24157.5610451141
1980,"Fulmar","Sandeel",22,24602.9419846791
1981,"Fulmar","Sandeel",22,20560.4832980337
1982,"Fulmar","Sandeel",22,21856.3782719747
1983,"Fulmar","Sandeel",22,19742.015718339
1984,"Fulmar","Sandeel",22,28033.5181326477
1985,"Fulmar","Sandeel",22,20802.3120926811
1986,"Fulmar","Sandeel",22,33586.9477093453
1987,"Fulmar","Sandeel",22,32255.8695927255
1988,"Fulmar","Sandeel",22,22702.9086092858
1989,"Fulmar","Sandeel",22,21731.393439305
1990,"Fulmar","Sandeel",22,19243.1155723038
1991,"Fulmar","Sandeel",22,22371.120826235
1992,"Fulmar","Sandeel",22,25619.4000789904
1993,"Fulmar","Sandeel",22,22655.0940523764
1994,"Fulmar","Sandeel",22,24280.8496808874
1995,"Fulmar","Sandeel",22,24946.6182059193
1996,"Fulmar","Sandeel",22,22251.9811415033
1997,"Fulmar","Sandeel",22,31960.5587822647
1998,"Fulmar","Sandeel",22,20476.5779687489
1999,"Fulmar","Sandeel",22,14198.2177559027
2000,"Fulmar","Sandeel",22,13474.8413324859
2001,"Fulmar","Sandeel",22,12970.6299987471
2002,"Fulmar","Sandeel",22,15148.0488433981
2003,"Fulmar","Sandeel",22,8348.78250759456
2004,"Fulmar","Sandeel",22,8003.76375396919
2005,"Fulmar","Sandeel",22,7703.34718928239
2006,"Fulmar","Sandeel",22,9756.65306733731
2007,"Fulmar","Sandeel",22,10375.1313585891
2008,"Fulmar","Sandeel",22,12665.2602047182
2009,"Fulmar","Sandeel",22,12678.7877951004
2010,"Fulmar","Sandeel",22,19413.3890074976
1963,"G. gurnards","Sandeel",22,73137.6888874453
1964,"G. gurnards","Sandeel",22,62666.4829523436
1965,"G. gurnards","Sandeel",22,55724.6906454575
1966,"G. gurnards","Sandeel",22,58289.8322593038
1967,"G. gurnards","Sandeel",22,56612.5069876124
1968,"G. gurnards","Sandeel",22,47856.3458946355
1969,"G. gurnards","Sandeel",22,36806.5374072517
1970,"G. gurnards","Sandeel",22,42524.2186186342
1971,"G. gurnards","Sandeel",22,11109.3113131915
1972,"G. gurnards","Sandeel",22,3866.56494249711
1973,"G. gurnards","Sandeel",22,93587.7185055462
1974,"G. gurnards","Sandeel",22,33311.5633709682
1975,"G. gurnards","Sandeel",22,28725.1784695695
1976,"G. gurnards","Sandeel",22,66703.5786709079
1977,"G. gurnards","Sandeel",22,7135.13115195791
1978,"G. gurnards","Sandeel",22,53822.2833360255
1979,"G. gurnards","Sandeel",22,2802.50522981474
1980,"G. gurnards","Sandeel",22,7011.89594203921
1981,"G. gurnards","Sandeel",22,122775.13395246
1982,"G. gurnards","Sandeel",22,45072.0795185984
1983,"G. gurnards","Sandeel",22,31208.4908665296
1984,"G. gurnards","Sandeel",22,101592.041154601
1985,"G. gurnards","Sandeel",22,22948.9265749283
1986,"G. gurnards","Sandeel",22,72518.6024722509
1987,"G. gurnards","Sandeel",22,35018.1905701683
1988,"G. gurnards","Sandeel",22,15938.3144913529
1989,"G. gurnards","Sandeel",22,33414.5488795744
1990,"G. gurnards","Sandeel",22,47088.8769396942
1991,"G. gurnards","Sandeel",22,45171.0875448706
1992,"G. gurnards","Sandeel",22,83016.6466078784
1993,"G. gurnards","Sandeel",22,75868.0525765584
1994,"G. gurnards","Sandeel",22,128887.896306828
1995,"G. gurnards","Sandeel",22,164846.173620333
1996,"G. gurnards","Sandeel",22,166503.011157366
1997,"G. gurnards","Sandeel",22,288154.92389143
1998,"G. gurnards","Sandeel",22,217077.603653594
1999,"G. gurnards","Sandeel",22,199557.398476958
2000,"G. gurnards","Sandeel",22,144246.046182412
2001,"G. gurnards","Sandeel",22,151337.697905854
2002,"G. gurnards","Sandeel",22,166095.683425027
2003,"G. gurnards","Sandeel",22,92681.0930721153
2004,"G. gurnards","Sandeel",22,67998.1302337699
2005,"G. gurnards","Sandeel",22,74561.6954721303
2006,"G. gurnards","Sandeel",22,91636.7147993491
2007,"G. gurnards","Sandeel",22,111501.293397161
2008,"G. gurnards","Sandeel",22,124213.283165068
2009,"G. gurnards","Sandeel",22,152053.415350824
2010,"G. gurnards","Sandeel",22,316704.832060769
1963,"Gannet","Sandeel",22,10122.2914926052
1964,"Gannet","Sandeel",22,9268.65115338209
1965,"Gannet","Sandeel",22,9230.65779206372
1966,"Gannet","Sandeel",22,10035.6690223673
1967,"Gannet","Sandeel",22,12012.5203181053
1968,"Gannet","Sandeel",22,11269.9012353708
1969,"Gannet","Sandeel",22,9710.89671581788
1970,"Gannet","Sandeel",22,9762.6705592139
1971,"Gannet","Sandeel",22,12703.787840672
1972,"Gannet","Sandeel",22,11762.7798144102
1973,"Gannet","Sandeel",22,10914.0356331981
1974,"Gannet","Sandeel",22,10433.3876126519
1975,"Gannet","Sandeel",22,10139.7449113571
1976,"Gannet","Sandeel",22,8987.33598731223
1977,"Gannet","Sandeel",22,9703.14414758254
1978,"Gannet","Sandeel",22,11054.8252325231
1979,"Gannet","Sandeel",22,10928.7974492374
1980,"Gannet","Sandeel",22,10858.6490173952
1981,"Gannet","Sandeel",22,10272.9323234366
1982,"Gannet","Sandeel",22,10260.1315167407
1983,"Gannet","Sandeel",22,9642.61421738752
1984,"Gannet","Sandeel",22,12322.561599638
1985,"Gannet","Sandeel",22,10005.8017305212
1986,"Gannet","Sandeel",22,15058.7669767413
1987,"Gannet","Sandeel",22,14820.796811218
1988,"Gannet","Sandeel",22,11301.8297310716
1989,"Gannet","Sandeel",22,11145.5207258156
1990,"Gannet","Sandeel",22,10628.0188257738
1991,"Gannet","Sandeel",22,12630.8081312425
1992,"Gannet","Sandeel",22,14728.1942128893
1993,"Gannet","Sandeel",22,14407.2736407829
1994,"Gannet","Sandeel",22,15865.8918104022
1995,"Gannet","Sandeel",22,17910.1427126924
1996,"Gannet","Sandeel",22,17456.834978385
1997,"Gannet","Sandeel",22,23909.4417771996
1998,"Gannet","Sandeel",22,18019.0426401835
1999,"Gannet","Sandeel",22,14350.1014173696
2000,"Gannet","Sandeel",22,13875.1518425412
2001,"Gannet","Sandeel",22,13170.5744634203
2002,"Gannet","Sandeel",22,14721.1300720037
2003,"Gannet","Sandeel",22,8045.13759229676
2004,"Gannet","Sandeel",22,8710.63618602692
2005,"Gannet","Sandeel",22,9581.70453461962
2006,"Gannet","Sandeel",22,13428.5976236279
2007,"Gannet","Sandeel",22,16264.0213493665
2008,"Gannet","Sandeel",22,20898.2845265348
2009,"Gannet","Sandeel",22,21280.9951451872
2010,"Gannet","Sandeel",22,31477.2090552181
1963,"GBB. Gull","Sandeel",22,4328.92550742733
1964,"GBB. Gull","Sandeel",22,3763.41515423253
1965,"GBB. Gull","Sandeel",22,3469.62610859361
1966,"GBB. Gull","Sandeel",22,3663.85090635073
1967,"GBB. Gull","Sandeel",22,4205.73779038842
1968,"GBB. Gull","Sandeel",22,3588.62134786527
1969,"GBB. Gull","Sandeel",22,2726.16526188205
1970,"GBB. Gull","Sandeel",22,3005.77233252085
1971,"GBB. Gull","Sandeel",22,4345.65337581883
1972,"GBB. Gull","Sandeel",22,3018.62625666902
1973,"GBB. Gull","Sandeel",22,2899.35814239156
1974,"GBB. Gull","Sandeel",22,2885.72493000092
1975,"GBB. Gull","Sandeel",22,2765.48725235041
1976,"GBB. Gull","Sandeel",22,2121.81193574342
1977,"GBB. Gull","Sandeel",22,2579.47867225171
1978,"GBB. Gull","Sandeel",22,2741.59882649542
1979,"GBB. Gull","Sandeel",22,2586.31214853942
1980,"GBB. Gull","Sandeel",22,2633.20806390887
1981,"GBB. Gull","Sandeel",22,2313.80891388322
1982,"GBB. Gull","Sandeel",22,2406.65337642874
1983,"GBB. Gull","Sandeel",22,2049.47387507301
1984,"GBB. Gull","Sandeel",22,3181.56934563055
1985,"GBB. Gull","Sandeel",22,2478.74990299089
1986,"GBB. Gull","Sandeel",22,3859.64284963266
1987,"GBB. Gull","Sandeel",22,3118.24529264481
1988,"GBB. Gull","Sandeel",22,2322.11313463908
1989,"GBB. Gull","Sandeel",22,2295.79069321649
1990,"GBB. Gull","Sandeel",22,1910.77734152145
1991,"GBB. Gull","Sandeel",22,2332.93327390484
1992,"GBB. Gull","Sandeel",22,2542.09219973368
1993,"GBB. Gull","Sandeel",22,2159.51354088509
1994,"GBB. Gull","Sandeel",22,2532.31236580954
1995,"GBB. Gull","Sandeel",22,2411.4274722228
1996,"GBB. Gull","Sandeel",22,2324.7203230289
1997,"GBB. Gull","Sandeel",22,3331.72728985812
1998,"GBB. Gull","Sandeel",22,1305.79314047075
1999,"GBB. Gull","Sandeel",22,1126.44700446697
2000,"GBB. Gull","Sandeel",22,1185.50166518831
2001,"GBB. Gull","Sandeel",22,1192.94893014356
2002,"GBB. Gull","Sandeel",22,1222.3168638918
2003,"GBB. Gull","Sandeel",22,537.88005231821
2004,"GBB. Gull","Sandeel",22,641.106540108726
2005,"GBB. Gull","Sandeel",22,678.010418200343
2006,"GBB. Gull","Sandeel",22,906.789530447493
2007,"GBB. Gull","Sandeel",22,1049.25171284132
2008,"GBB. Gull","Sandeel",22,1326.26024314964
2009,"GBB. Gull","Sandeel",22,1501.65614554585
2010,"GBB. Gull","Sandeel",22,2656.00457513751
1963,"Grey seal","Sandeel",22,6762.95741964985
1964,"Grey seal","Sandeel",22,6962.61838010031
1965,"Grey seal","Sandeel",22,6924.26910566524
1966,"Grey seal","Sandeel",22,7660.64454182645
1967,"Grey seal","Sandeel",22,8826.12915653596
1968,"Grey seal","Sandeel",22,7444.36824844625
1969,"Grey seal","Sandeel",22,6906.97527713978
1970,"Grey seal","Sandeel",22,8024.88380221108
1971,"Grey seal","Sandeel",22,10723.1835161113
1972,"Grey seal","Sandeel",22,10399.8027871508
1973,"Grey seal","Sandeel",22,11076.0669321336
1974,"Grey seal","Sandeel",22,12433.9278916154
1975,"Grey seal","Sandeel",22,12188.992085921
1976,"Grey seal","Sandeel",22,11594.7906944982
1977,"Grey seal","Sandeel",22,13144.0976043619
1978,"Grey seal","Sandeel",22,14618.0179276543
1979,"Grey seal","Sandeel",22,15596.5417478485
1980,"Grey seal","Sandeel",22,15270.7430998884
1981,"Grey seal","Sandeel",22,14872.7503385159
1982,"Grey seal","Sandeel",22,16763.5807811668
1983,"Grey seal","Sandeel",22,17708.6165063765
1984,"Grey seal","Sandeel",22,23221.7615568368
1985,"Grey seal","Sandeel",22,21437.9050530824
1986,"Grey seal","Sandeel",22,30977.9806067999
1987,"Grey seal","Sandeel",22,34389.0129384014
1988,"Grey seal","Sandeel",22,29560.7396105279
1989,"Grey seal","Sandeel",22,31489.8494927667
1990,"Grey seal","Sandeel",22,31935.8581536848
1991,"Grey seal","Sandeel",22,38266.3912260302
1992,"Grey seal","Sandeel",22,45928.8412561393
1993,"Grey seal","Sandeel",22,45932.4036279614
1994,"Grey seal","Sandeel",22,51453.723270297
1995,"Grey seal","Sandeel",22,59238.4252601547
1996,"Grey seal","Sandeel",22,60688.7112402573
1997,"Grey seal","Sandeel",22,82576.5961461507
1998,"Grey seal","Sandeel",22,76874.9369712212
1999,"Grey seal","Sandeel",22,63969.5333532247
2000,"Grey seal","Sandeel",22,59668.449327559
2001,"Grey seal","Sandeel",22,58812.4480367589
2002,"Grey seal","Sandeel",22,72103.6380650223
2003,"Grey seal","Sandeel",22,53090.4056003559
2004,"Grey seal","Sandeel",22,52695.7007073429
2005,"Grey seal","Sandeel",22,53590.7481454376
2006,"Grey seal","Sandeel",22,63553.0453722482
2007,"Grey seal","Sandeel",22,70486.1694104436
2008,"Grey seal","Sandeel",22,84872.8116527048
2009,"Grey seal","Sandeel",22,87395.2510276434
2010,"Grey seal","Sandeel",22,110682.047962448
1963,"Guillemot","Sandeel",22,83072.2794657663
1964,"Guillemot","Sandeel",22,81462.5625456932
1965,"Guillemot","Sandeel",22,84230.0094787455
1966,"Guillemot","Sandeel",22,91190.6829458306
1967,"Guillemot","Sandeel",22,86995.0966479384
1968,"Guillemot","Sandeel",22,77097.1794102114
1969,"Guillemot","Sandeel",22,80046.6028247793
1970,"Guillemot","Sandeel",22,74651.5339344297
1971,"Guillemot","Sandeel",22,90130.9710578081
1972,"Guillemot","Sandeel",22,77667.3102763222
1973,"Guillemot","Sandeel",22,65123.0542907535
1974,"Guillemot","Sandeel",22,58778.2587416591
1975,"Guillemot","Sandeel",22,58964.4255093594
1976,"Guillemot","Sandeel",22,48434.3735650763
1977,"Guillemot","Sandeel",22,61490.2337786106
1978,"Guillemot","Sandeel",22,71640.1174133682
1979,"Guillemot","Sandeel",22,63147.2042182588
1980,"Guillemot","Sandeel",22,67129.4611008934
1981,"Guillemot","Sandeel",22,66756.4171958873
1982,"Guillemot","Sandeel",22,82077.6575877452
1983,"Guillemot","Sandeel",22,71622.3175362357
1984,"Guillemot","Sandeel",22,90736.4578314828
1985,"Guillemot","Sandeel",22,68137.3792644291
1986,"Guillemot","Sandeel",22,91073.4814846523
1987,"Guillemot","Sandeel",22,90480.912191596
1988,"Guillemot","Sandeel",22,80870.0884747257
1989,"Guillemot","Sandeel",22,80804.0096739209
1990,"Guillemot","Sandeel",22,76714.9493711918
1991,"Guillemot","Sandeel",22,87050.2390992805
1992,"Guillemot","Sandeel",22,96222.0722446486
1993,"Guillemot","Sandeel",22,82596.7740654087
1994,"Guillemot","Sandeel",22,85513.1722675677
1995,"Guillemot","Sandeel",22,106968.928775245
1996,"Guillemot","Sandeel",22,107168.822121933
1997,"Guillemot","Sandeel",22,142740.92190987
1998,"Guillemot","Sandeel",22,117366.069483829
1999,"Guillemot","Sandeel",22,82204.004979878
2000,"Guillemot","Sandeel",22,80506.0501004237
2001,"Guillemot","Sandeel",22,73988.852500872
2002,"Guillemot","Sandeel",22,90890.5818365072
2003,"Guillemot","Sandeel",22,74842.7988875237
2004,"Guillemot","Sandeel",22,82681.2597149699
2005,"Guillemot","Sandeel",22,63007.2955932921
2006,"Guillemot","Sandeel",22,96967.0707414543
2007,"Guillemot","Sandeel",22,101113.972134426
2008,"Guillemot","Sandeel",22,115078.092631001
2009,"Guillemot","Sandeel",22,96210.8079635336
2010,"Guillemot","Sandeel",22,144451.87516991
1963,"H. porpoise","Sandeel",22,5012.60435667
1964,"H. porpoise","Sandeel",22,3943.64467174329
1965,"H. porpoise","Sandeel",22,3428.57602291833
1966,"H. porpoise","Sandeel",22,4119.35385279404
1967,"H. porpoise","Sandeel",22,4793.45888877231
1968,"H. porpoise","Sandeel",22,3085.27641005774
1969,"H. porpoise","Sandeel",22,2591.11386677391
1970,"H. porpoise","Sandeel",22,2732.42149029427
1971,"H. porpoise","Sandeel",22,4014.12732418423
1972,"H. porpoise","Sandeel",22,3069.2213596381
1973,"H. porpoise","Sandeel",22,2741.2056411126
1974,"H. porpoise","Sandeel",22,3192.34952799361
1975,"H. porpoise","Sandeel",22,2631.28447354988
1976,"H. porpoise","Sandeel",22,1802.48577529479
1977,"H. porpoise","Sandeel",22,1863.20099548971
1978,"H. porpoise","Sandeel",22,2041.21436051101
1979,"H. porpoise","Sandeel",22,1986.31089887587
1980,"H. porpoise","Sandeel",22,1729.16025543191
1981,"H. porpoise","Sandeel",22,1651.49159613784
1982,"H. porpoise","Sandeel",22,2214.92503256665
1983,"H. porpoise","Sandeel",22,2009.21175005727
1984,"H. porpoise","Sandeel",22,2807.24977389372
1985,"H. porpoise","Sandeel",22,2075.71492991452
1986,"H. porpoise","Sandeel",22,3305.95388119436
1987,"H. porpoise","Sandeel",22,3293.98577052301
1988,"H. porpoise","Sandeel",22,2179.62501116484
1989,"H. porpoise","Sandeel",22,1762.83057640789
1990,"H. porpoise","Sandeel",22,1646.99081843888
1991,"H. porpoise","Sandeel",22,2266.70326544587
1992,"H. porpoise","Sandeel",22,2958.26094881409
1993,"H. porpoise","Sandeel",22,2707.32285623018
1994,"H. porpoise","Sandeel",22,3148.57035963641
1995,"H. porpoise","Sandeel",22,3760.78232972459
1996,"H. porpoise","Sandeel",22,3878.91885866038
1997,"H. porpoise","Sandeel",22,7181.89805680955
1998,"H. porpoise","Sandeel",22,4817.12527626312
1999,"H. porpoise","Sandeel",22,2921.73290140035
2000,"H. porpoise","Sandeel",22,2541.89580702758
2001,"H. porpoise","Sandeel",22,2172.25813938844
2002,"H. porpoise","Sandeel",22,2945.6099517544
2003,"H. porpoise","Sandeel",22,1753.2053548242
2004,"H. porpoise","Sandeel",22,1774.74098070784
2005,"H. porpoise","Sandeel",22,1924.43766924975
2006,"H. porpoise","Sandeel",22,2688.10585730772
2007,"H. porpoise","Sandeel",22,2884.58396879323
2008,"H. porpoise","Sandeel",22,3739.8296227429
2009,"H. porpoise","Sandeel",22,3696.72905331262
2010,"H. porpoise","Sandeel",22,6116.29796602486
1963,"Haddock","Sandeel",22,1722613.19677498
1964,"Haddock","Sandeel",22,1444718.10879567
1965,"Haddock","Sandeel",22,824790.681049282
1966,"Haddock","Sandeel",22,508418.672632986
1967,"Haddock","Sandeel",22,1025119.81474807
1968,"Haddock","Sandeel",22,2173392.20464502
1969,"Haddock","Sandeel",22,1271456.70005167
1970,"Haddock","Sandeel",22,980214.964664755
1971,"Haddock","Sandeel",22,1027094.14748746
1972,"Haddock","Sandeel",22,1165582.27441378
1973,"Haddock","Sandeel",22,599220.903056846
1974,"Haddock","Sandeel",22,702377.356071142
1975,"Haddock","Sandeel",22,776965.353609295
1976,"Haddock","Sandeel",22,380087.725462254
1977,"Haddock","Sandeel",22,281224.653484762
1978,"Haddock","Sandeel",22,257752.82730734
1979,"Haddock","Sandeel",22,389631.287277915
1980,"Haddock","Sandeel",22,503563.793809369
1981,"Haddock","Sandeel",22,422021.093375661
1982,"Haddock","Sandeel",22,294096.84283384
1983,"Haddock","Sandeel",22,266644.4315566
1984,"Haddock","Sandeel",22,352409.394501591
1985,"Haddock","Sandeel",22,255372.79921705
1986,"Haddock","Sandeel",22,287686.841747977
1987,"Haddock","Sandeel",22,334049.741820289
1988,"Haddock","Sandeel",22,153090.868535761
1989,"Haddock","Sandeel",22,85340.5754292874
1990,"Haddock","Sandeel",22,83107.2424223537
1991,"Haddock","Sandeel",22,129778.270618105
1992,"Haddock","Sandeel",22,210454.585955736
1993,"Haddock","Sandeel",22,279278.917514483
1994,"Haddock","Sandeel",22,326518.756055363
1995,"Haddock","Sandeel",22,446949.185157269
1996,"Haddock","Sandeel",22,395244.68974737
1997,"Haddock","Sandeel",22,399862.171483112
1998,"Haddock","Sandeel",22,226425.978062538
1999,"Haddock","Sandeel",22,220055.121622759
2000,"Haddock","Sandeel",22,475240.238989784
2001,"Haddock","Sandeel",22,396054.541661411
2002,"Haddock","Sandeel",22,315633.802606925
2003,"Haddock","Sandeel",22,144411.465488914
2004,"Haddock","Sandeel",22,89323.079420175
2005,"Haddock","Sandeel",22,123678.122061056
2006,"Haddock","Sandeel",22,170968.964892531
2007,"Haddock","Sandeel",22,152240.545736106
2008,"Haddock","Sandeel",22,138049.747932446
2009,"Haddock","Sandeel",22,177473.191720033
2010,"Haddock","Sandeel",22,325409.179061727
1963,"Her. Gull","Sandeel",22,1547.85208956653
1964,"Her. Gull","Sandeel",22,1351.72972716442
1965,"Her. Gull","Sandeel",22,1273.7443279008
1966,"Her. Gull","Sandeel",22,1363.97635686908
1967,"Her. Gull","Sandeel",22,1588.11525299723
1968,"Her. Gull","Sandeel",22,1323.93008445955
1969,"Her. Gull","Sandeel",22,1029.20658357133
1970,"Her. Gull","Sandeel",22,891.524566497693
1971,"Her. Gull","Sandeel",22,2013.88254142893
1972,"Her. Gull","Sandeel",22,1088.98585648141
1973,"Her. Gull","Sandeel",22,1126.688284749
1974,"Her. Gull","Sandeel",22,1062.33847508834
1975,"Her. Gull","Sandeel",22,1148.79040266074
1976,"Her. Gull","Sandeel",22,734.39902804029
1977,"Her. Gull","Sandeel",22,949.914936060047
1978,"Her. Gull","Sandeel",22,1115.42707554009
1979,"Her. Gull","Sandeel",22,911.536921540644
1980,"Her. Gull","Sandeel",22,1067.53806541273
1981,"Her. Gull","Sandeel",22,658.335591132294
1982,"Her. Gull","Sandeel",22,1058.6063210063
1983,"Her. Gull","Sandeel",22,482.181413878404
1984,"Her. Gull","Sandeel",22,1368.35736556154
1985,"Her. Gull","Sandeel",22,641.212743808888
1986,"Her. Gull","Sandeel",22,1729.85774157014
1987,"Her. Gull","Sandeel",22,1334.95270038179
1988,"Her. Gull","Sandeel",22,687.347306002102
1989,"Her. Gull","Sandeel",22,920.218576307358
1990,"Her. Gull","Sandeel",22,615.046763395644
1991,"Her. Gull","Sandeel",22,846.171469283616
1992,"Her. Gull","Sandeel",22,1129.39160151329
1993,"Her. Gull","Sandeel",22,768.372410862201
1994,"Her. Gull","Sandeel",22,1030.64371702755
