Year label Species variable Age M2 Species.n Lab
2006 abc abc M2 2 0.923258 24 2
2007 abc abc M2 2 0.922506 24 2
2008 abc abc M2 2 0.96078 24 2
2009 abc abc M2 2 0.975964 24 2
2010 abc abc M2 2 0.935718 24 2
1963 abc abc M2 2 NA 24 3
1964 abc abc M2 2 NA 24 3
1965 abc abc M2 2 NA 24 3
1966 abc abc M2 2 NA 24 3
1967 abc abc M2 2 NA 24 3
1968 abc abc M2 2 NA 24 3
1969 abc abc M2 2 NA 24 3
1970 abc abc M2 2 NA 24 3
1971 abc abc M2 2 NA 24 3
1972 abc abc M2 2 NA 24 3
1973 abc abc M2 2 NA 24 3
1974 abc abc M2 2 NA 24 3
1975 abc abc M2 2 NA 24 3
1976 abc abc M2 2 NA 24 3
1977 abc abc M2 2 NA 24 3
1978 abc abc M2 2 NA 24 3
1979 abc abc M2 2 NA 24 3
1980 abc abc M2 2 NA 24 3
1981 abc abc M2 2 NA 24 3
1982 abc abc M2 2 NA 24 3
1983 abc abc M2 2 NA 24 3
1984 abc abc M2 2 NA 24 3
1985 abc abc M2 2 NA 24 3
1986 abc abc M2 2 NA 24 3
1987 abc abc M2 2 NA 24 3
1988 abc abc M2 2 NA 24 3
1989 abc abc M2 2 NA 24 3
1990 abc abc M2 2 NA 24 3
1991 abc abc M2 2 NA 24 3
1992 abc abc M2 2 NA 24 3
1993 abc abc M2 2 NA 24 3
1994 abc abc M2 2 NA 24 3
1995 abc abc M2 2 NA 24 3
1996 abc abc M2 2 NA 24 3
1997 abc abc M2 2 NA 24 3
1998 abc abc M2 2 NA 24 3
1999 abc abc M2 2 NA 24 3
2000 abc abc M2 2 NA 24 3
2001 abc abc M2 2 NA 24 3
2002 abc abc M2 2 NA 24 3
2003 abc abc M2 2 NA 24 3
2004 abc abc M2 2 NA 24 3
2005 abc abc M2 2 NA 24 3
2006 abc abc M2 2 NA 24 3
2007 abc abc M2 2 NA 24 3
2008 abc abc M2 2 NA 24 3
2009 abc abc M2 2 NA 24 3
2010 abc abc M2 2 NA 24 3
1963 abc abc M2 2 NA 11 1
1964 abc abc M2 2 NA 11 1
1965 abc abc M2 2 NA 11 1
1966 abc abc M2 2 NA 11 1
1967 abc abc M2 2 NA 11 1
1968 abc abc M2 2 NA 11 1
1969 abc abc M2 2 NA 11 1
1970 abc abc M2 2 NA 11 1
1971 abc abc M2 2 NA 11 1
1972 abc abc M2 2 NA 11 1
1973 abc abc M2 2 NA 11 1
1974 abc abc M2 2 NA 11 1
1975 abc abc M2 2 NA 11 1
1976 abc abc M2 2 NA 11 1
1977 abc abc M2 2 NA 11 1
1978 abc abc M2 2 NA 11 1
1979 abc abc M2 2 NA 11 1
1980 abc abc M2 2 NA 11 1
1981 abc abc M2 2 NA 11 1
1982 abc abc M2 2 NA 11 1
1983 abc abc M2 2 NA 11 1
1984 abc abc M2 2 NA 11 1
1985 abc abc M2 2 NA 11 1
1986 abc abc M2 2 NA 11 1
1987 abc abc M2 2 NA 11 1
1988 abc abc M2 2 NA 11 1
1989 abc abc M2 2 NA 11 1
1990 abc abc M2 2 NA 11 1
1991 abc abc M2 2 NA 11 1
1992 abc abc M2 2 NA 11 1
1993 abc abc M2 2 NA 11 1
1994 abc abc M2 2 NA 11 1
1995 abc abc M2 2 NA 11 1
1996 abc abc M2 2 NA 11 1
1997 abc abc M2 2 NA 11 1
1998 abc abc M2 2 NA 11 1
1999 abc abc M2 2 NA 11 1
2000 abc abc M2 2 NA 11 1
2001 abc abc M2 2 NA 11 1
2002 abc abc M2 2 NA 11 1
2003 abc abc M2 2 NA 11 1
2004 abc abc M2 2 NA 11 1
2005 abc abc M2 2 NA 11 1
2006 abc abc M2 2 NA 11 1
2007 abc abc M2 2 NA 11 1
2008 abc abc M2 2 NA 11 1
2009 abc abc M2 2 NA 11 1
2010 abc abc M2 2 NA 11 1
1963 abc abc M2 2 NA 11 2
1964 abc abc M2 2 NA 11 2
1965 abc abc M2 2 NA 11 2
1966 abc abc M2 2 NA 11 2
1967 abc abc M2 2 NA 11 2
1968 abc abc M2 2 NA 11 2
1969 abc abc M2 2 NA 11 2
1970 abc abc M2 2 NA 11 2
1971 abc abc M2 2 NA 11 2
1972 abc abc M2 2 NA 11 2
1973 abc abc M2 2 NA 11 2
1974 abc abc M2 2 NA 11 2
1975 abc abc M2 2 NA 11 2
1976 abc abc M2 2 NA 11 2
1977 abc abc M2 2 NA 11 2
1978 abc abc M2 2 NA 11 2
1979 abc abc M2 2 NA 11 2
1980 abc abc M2 2 NA 11 2
1981 abc abc M2 2 NA 11 2
1982 abc abc M2 2 NA 11 2
1983 abc abc M2 2 NA 11 2
1984 abc abc M2 2 NA 11 2
1985 abc abc M2 2 NA 11 2
1986 abc abc M2 2 NA 11 2
1987 abc abc M2 2 NA 11 2
1988 abc abc M2 2 NA 11 2
1989 abc abc M2 2 NA 11 2
1990 abc abc M2 2 NA 11 2
1991 abc abc M2 2 NA 11 2
1992 abc abc M2 2 NA 11 2
1993 abc abc M2 2 NA 11 2
1994 abc abc M2 2 NA 11 2
1995 abc abc M2 2 NA 11 2
1996 abc abc M2 2 NA 11 2
1997 abc abc M2 2 NA 11 2
1998 abc abc M2 2 NA 11 2
1999 abc abc M2 2 NA 11 2
2000 abc abc M2 2 NA 11 2
2001 abc abc M2 2 NA 11 2
2002 abc abc M2 2 NA 11 2
2003 abc abc M2 2 NA 11 2
2004 abc abc M2 2 NA 11 2
2005 abc abc M2 2 NA 11 2
2006 abc abc M2 2 NA 11 2
2007 abc abc M2 2 NA 11 2
2008 abc abc M2 2 NA 11 2
2009 abc abc M2 2 NA 11 2
2010 abc abc M2 2 NA 11 2
1963 abc abc M2 2 NA 11 3
1964 abc abc M2 2 NA 11 3
1965 abc abc M2 2 NA 11 3
1966 abc abc M2 2 NA 11 3
1967 abc abc M2 2 NA 11 3
1968 abc abc M2 2 NA 11 3
1969 abc abc M2 2 NA 11 3
1970 abc abc M2 2 NA 11 3
1971 abc abc M2 2 NA 11 3
1972 abc abc M2 2 NA 11 3
1973 abc abc M2 2 NA 11 3
1974 abc abc M2 2 NA 11 3
1975 abc abc M2 2 NA 11 3
1976 abc abc M2 2 NA 11 3
1977 abc abc M2 2 NA 11 3
1978 abc abc M2 2 NA 11 3
1979 abc abc M2 2 NA 11 3
1980 abc abc M2 2 NA 11 3
1981 abc abc M2 2 NA 11 3
1982 abc abc M2 2 NA 11 3
1983 abc abc M2 2 NA 11 3
1984 abc abc M2 2 NA 11 3
1985 abc abc M2 2 NA 11 3
1986 abc abc M2 2 NA 11 3
1987 abc abc M2 2 NA 11 3
1988 abc abc M2 2 NA 11 3
1989 abc abc M2 2 NA 11 3
1990 abc abc M2 2 NA 11 3
1991 abc abc M2 2 NA 11 3
1992 abc abc M2 2 NA 11 3
1993 abc abc M2 2 NA 11 3
1994 abc abc M2 2 NA 11 3
1995 abc abc M2 2 NA 11 3
1996 abc abc M2 2 NA 11 3
1997 abc abc M2 2 NA 11 3
1998 abc abc M2 2 NA 11 3
1999 abc abc M2 2 NA 11 3
2000 abc abc M2 2 NA 11 3
2001 abc abc M2 2 NA 11 3
2002 abc abc M2 2 NA 11 3
2003 abc abc M2 2 NA 11 3
2004 abc abc M2 2 NA 11 3
2005 abc abc M2 2 NA 11 3
2006 abc abc M2 2 NA 11 3
2007 abc abc M2 2 NA 11 3
2008 abc abc M2 2 NA 11 3
2009 abc abc M2 2 NA 11 3
2010 abc abc M2 2 NA 11 3
1963 abc abc M2 2 NA 13 1
1964 abc abc M2 2 NA 13 1
1965 abc abc M2 2 NA 13 1
1966 abc abc M2 2 NA 13 1
1967 abc abc M2 2 NA 13 1
1968 abc abc M2 2 NA 13 1
1969 abc abc M2 2 NA 13 1
1970 abc abc M2 2 NA 13 1
1971 abc abc M2 2 NA 13 1
1972 abc abc M2 2 NA 13 1
1973 abc abc M2 2 NA 13 1
1974 abc abc M2 2 NA 13 1
1975 abc abc M2 2 NA 13 1
1976 abc abc M2 2 NA 13 1
1977 abc abc M2 2 NA 13 1
1978 abc abc M2 2 NA 13 1
1979 abc abc M2 2 NA 13 1
1980 abc abc M2 2 NA 13 1
1981 abc abc M2 2 NA 13 1
1982 abc abc M2 2 NA 13 1
1983 abc abc M2 2 NA 13 1
1984 abc abc M2 2 NA 13 1
1985 abc abc M2 2 NA 13 1
1986 abc abc M2 2 NA 13 1
1987 abc abc M2 2 NA 13 1
1988 abc abc M2 2 NA 13 1
1989 abc abc M2 2 NA 13 1
1990 abc abc M2 2 NA 13 1
1991 abc abc M2 2 NA 13 1
1992 abc abc M2 2 NA 13 1
1993 abc abc M2 2 NA 13 1
1994 abc abc M2 2 NA 13 1
1995 abc abc M2 2 NA 13 1
1996 abc abc M2 2 NA 13 1
1997 abc abc M2 2 NA 13 1
1998 abc abc M2 2 NA 13 1
1999 abc abc M2 2 NA 13 1
2000 abc abc M2 2 NA 13 1
2001 abc abc M2 2 NA 13 1
2002 abc abc M2 2 NA 13 1
2003 abc abc M2 2 NA 13 1
2004 abc abc M2 2 NA 13 1
2005 abc abc M2 2 NA 13 1
2006 abc abc M2 2 NA 13 1
2007 abc abc M2 2 NA 13 1
2008 abc abc M2 2 NA 13 1
2009 abc abc M2 2 NA 13 1
2010 abc abc M2 2 NA 13 1
1963 abc abc M2 2 NA 13 2
1964 abc abc M2 2 NA 13 2
1965 abc abc M2 2 NA 13 2
1966 abc abc M2 2 NA 13 2
1967 abc abc M2 2 NA 13 2
1968 abc abc M2 2 NA 13 2
1969 abc abc M2 2 NA 13 2
1970 abc abc M2 2 NA 13 2
1971 abc abc M2 2 NA 13 2
1972 abc abc M2 2 NA 13 2
1973 abc abc M2 2 NA 13 2
1974 abc abc M2 2 NA 13 2
1975 abc abc M2 2 NA 13 2
1976 abc abc M2 2 NA 13 2
1977 abc abc M2 2 NA 13 2
1978 abc abc M2 2 NA 13 2
1979 abc abc M2 2 NA 13 2
1980 abc abc M2 2 NA 13 2
1981 abc abc M2 2 NA 13 2
1982 abc abc M2 2 NA 13 2
1983 abc abc M2 2 NA 13 2
1984 abc abc M2 2 NA 13 2
1985 abc abc M2 2 NA 13 2
1986 abc abc M2 2 NA 13 2
1987 abc abc M2 2 NA 13 2
1988 abc abc M2 2 NA 13 2
1989 abc abc M2 2 NA 13 2
1990 abc abc M2 2 NA 13 2
1991 abc abc M2 2 NA 13 2
1992 abc abc M2 2 NA 13 2
1993 abc abc M2 2 NA 13 2
1994 abc abc M2 2 NA 13 2
1995 abc abc M2 2 NA 13 2
1996 abc abc M2 2 NA 13 2
1997 abc abc M2 2 NA 13 2
1998 abc abc M2 2 NA 13 2
1999 abc abc M2 2 NA 13 2
2000 abc abc M2 2 NA 13 2
2001 abc abc M2 2 NA 13 2
2002 abc abc M2 2 NA 13 2
2003 abc abc M2 2 NA 13 2
2004 abc abc M2 2 NA 13 2
2005 abc abc M2 2 NA 13 2
2006 abc abc M2 2 NA 13 2
2007 abc abc M2 2 NA 13 2
2008 abc abc M2 2 NA 13 2
2009 abc abc M2 2 NA 13 2
2010 abc abc M2 2 NA 13 2
1963 abc abc M2 2 NA 13 3
1964 abc abc M2 2 NA 13 3
1965 abc abc M2 2 NA 13 3
1966 abc abc M2 2 NA 13 3
1967 abc abc M2 2 NA 13 3
1968 abc abc M2 2 NA 13 3
1969 abc abc M2 2 NA 13 3
1970 abc abc M2 2 NA 13 3
1971 abc abc M2 2 NA 13 3
1972 abc abc M2 2 NA 13 3
1973 abc abc M2 2 NA 13 3
1974 abc abc M2 2 NA 13 3
1975 abc abc M2 2 NA 13 3
1976 abc abc M2 2 NA 13 3
1977 abc abc M2 2 NA 13 3
1978 abc abc M2 2 NA 13 3
1979 abc abc M2 2 NA 13 3
1980 abc abc M2 2 NA 13 3
1981 abc abc M2 2 NA 13 3
1982 abc abc M2 2 NA 13 3
1983 abc abc M2 2 NA 13 3
1984 abc abc M2 2 NA 13 3
1985 abc abc M2 2 NA 13 3
1986 abc abc M2 2 NA 13 3
1987 abc abc M2 2 NA 13 3
1988 abc abc M2 2 NA 13 3
1989 abc abc M2 2 NA 13 3
1990 abc abc M2 2 NA 13 3
1991 abc abc M2 2 NA 13 3
1992 abc abc M2 2 NA 13 3
1993 abc abc M2 2 NA 13 3
1994 abc abc M2 2 NA 13 3
1995 abc abc M2 2 NA 13 3
1996 abc abc M2 2 NA 13 3
1997 abc abc M2 2 NA 13 3
1998 abc abc M2 2 NA 13 3
1999 abc abc M2 2 NA 13 3
2000 abc abc M2 2 NA 13 3
2001 abc abc M2 2 NA 13 3
2002 abc abc M2 2 NA 13 3
2003 abc abc M2 2 NA 13 3
2004 abc abc M2 2 NA 13 3
2005 abc abc M2 2 NA 13 3
2006 abc abc M2 2 NA 13 3
2007 abc abc M2 2 NA 13 3
2008 abc abc M2 2 NA 13 3
2009 abc abc M2 2 NA 13 3
2010 abc abc M2 2 NA 13 3
1963 abc abc M2 2 0.3481427 18 1
1964 abc abc M2 2 0.503009 18 1
1965 abc abc M2 2 0.878469 18 1
1966 abc abc M2 2 0.781889 18 1
1967 abc abc M2 2 0.717019 18 1
1968 abc abc M2 2 0.4482168 18 1
1969 abc abc M2 2 0.656788 18 1
1970 abc abc M2 2 0.954021 18 1
1971 abc abc M2 2 0.779227 18 1
1972 abc abc M2 2 0.771681 18 1
1973 abc abc M2 2 0.728944 18 1
1974 abc abc M2 2 0.837711 18 1
1975 abc abc M2 2 0.664405 18 1
1976 abc abc M2 2 0.712208 18 1
1977 abc abc M2 2 0.741563 18 1
1978 abc abc M2 2 0.749617 18 1
1979 abc abc M2 2 0.721878 18 1
1980 abc abc M2 2 0.654252 18 1
1981 abc abc M2 2 0.877318 18 1
1982 abc abc M2 2 0.845413 18 1
1983 abc abc M2 2 0.830952 18 1
1984 abc abc M2 2 0.592274 18 1
1985 abc abc M2 2 0.748245 18 1
1986 abc abc M2 2 0.582729 18 1
1987 abc abc M2 2 0.5767 18 1
1988 abc abc M2 2 0.576581 18 1
1989 abc abc M2 2 0.4982036 18 1
1990 abc abc M2 2 0.5028954 18 1
1991 abc abc M2 2 0.5915258 18 1
1992 abc abc M2 2 0.620969 18 1
1993 abc abc M2 2 0.640017 18 1
1994 abc abc M2 2 0.572196 18 1
1995 abc abc M2 2 0.57525 18 1
1996 abc abc M2 2 0.600594 18 1
1997 abc abc M2 2 0.604397 18 1
1998 abc abc M2 2 0.663846 18 1
1999 abc abc M2 2 0.5515432 18 1
2000 abc abc M2 2 0.418041 18 1
2001 abc abc M2 2 0.550759 18 1
2002 abc abc M2 2 0.533427 18 1
2003 abc abc M2 2 0.57536 18 1
2004 abc abc M2 2 0.631962 18 1
2005 abc abc M2 2 0.755059 18 1
2006 abc abc M2 2 0.683561 18 1
2007 abc abc M2 2 0.7767 18 1
2008 abc abc M2 2 0.686409 18 1
2009 abc abc M2 2 0.612206 18 1
2010 abc abc M2 2 0.619013 18 1
1963 abc abc M2 2 0.3427591 18 2
1964 abc abc M2 2 0.486782 18 2
1965 abc abc M2 2 0.846333 18 2
1966 abc abc M2 2 0.785287 18 2
1967 abc abc M2 2 0.690957 18 2
1968 abc abc M2 2 0.4278481 18 2
1969 abc abc M2 2 0.603393 18 2
1970 abc abc M2 2 0.891413 18 2
1971 abc abc M2 2 0.741791 18 2
1972 abc abc M2 2 0.704782 18 2
1973 abc abc M2 2 0.673106 18 2
1974 abc abc M2 2 0.749451 18 2
1975 abc abc M2 2 0.628476 18 2
1976 abc abc M2 2 0.65095 18 2
1977 abc abc M2 2 0.683059 18 2
1978 abc abc M2 2 0.698152 18 2
1979 abc abc M2 2 0.671057 18 2
1980 abc abc M2 2 0.609004 18 2
1981 abc abc M2 2 0.810319 18 2
1982 abc abc M2 2 0.849466 18 2
1983 abc abc M2 2 0.793995 18 2
1984 abc abc M2 2 0.585812 18 2
1985 abc abc M2 2 0.697703 18 2
1986 abc abc M2 2 0.572738 18 2
1987 abc abc M2 2 0.553444 18 2
1988 abc abc M2 2 0.547182 18 2
1989 abc abc M2 2 0.4774609 18 2
1990 abc abc M2 2 0.4710788 18 2
1991 abc abc M2 2 0.5620552 18 2
1992 abc abc M2 2 0.600064 18 2
1993 abc abc M2 2 0.62047 18 2
1994 abc abc M2 2 0.562062 18 2
1995 abc abc M2 2 0.565109 18 2
1996 abc abc M2 2 0.582465 18 2
1997 abc abc M2 2 0.596697 18 2
1998 abc abc M2 2 0.635727 18 2
1999 abc abc M2 2 0.5240063 18 2
2000 abc abc M2 2 0.4158001 18 2
2001 abc abc M2 2 0.5196275 18 2
2002 abc abc M2 2 0.505475 18 2
2003 abc abc M2 2 0.544004 18 2
2004 abc abc M2 2 0.602857 18 2
2005 abc abc M2 2 0.709288 18 2
2006 abc abc M2 2 0.665584 18 2
2007 abc abc M2 2 0.730913 18 2
2008 abc abc M2 2 0.645239 18 2
2009 abc abc M2 2 0.56916 18 2
2010 abc abc M2 2 0.580147 18 2
1963 abc abc M2 2 NA 18 3
1964 abc abc M2 2 NA 18 3
1965 abc abc M2 2 NA 18 3
1966 abc abc M2 2 NA 18 3
1967 abc abc M2 2 NA 18 3
1968 abc abc M2 2 NA 18 3
1969 abc abc M2 2 NA 18 3
1970 abc abc M2 2 NA 18 3
1971 abc abc M2 2 NA 18 3
1972 abc abc M2 2 NA 18 3
1973 abc abc M2 2 NA 18 3
1974 abc abc M2 2 NA 18 3
1975 abc abc M2 2 NA 18 3
1976 abc abc M2 2 NA 18 3
1977 abc abc M2 2 NA 18 3
1978 abc abc M2 2 NA 18 3
1979 abc abc M2 2 NA 18 3
1980 abc abc M2 2 NA 18 3
1981 abc abc M2 2 NA 18 3
1982 abc abc M2 2 NA 18 3
1983 abc abc M2 2 NA 18 3
1984 abc abc M2 2 NA 18 3
1985 abc abc M2 2 NA 18 3
1986 abc abc M2 2 NA 18 3
1987 abc abc M2 2 NA 18 3
1988 abc abc M2 2 NA 18 3
1989 abc abc M2 2 NA 18 3
1990 abc abc M2 2 NA 18 3
1991 abc abc M2 2 NA 18 3
1992 abc abc M2 2 NA 18 3
1993 abc abc M2 2 NA 18 3
1994 abc abc M2 2 NA 18 3
1995 abc abc M2 2 NA 18 3
1996 abc abc M2 2 NA 18 3
1997 abc abc M2 2 NA 18 3
1998 abc abc M2 2 NA 18 3
1999 abc abc M2 2 NA 18 3
2000 abc abc M2 2 NA 18 3
2001 abc abc M2 2 NA 18 3
2002 abc abc M2 2 NA 18 3
2003 abc abc M2 2 NA 18 3
2004 abc abc M2 2 NA 18 3
2005 abc abc M2 2 NA 18 3
2006 abc abc M2 2 NA 18 3
2007 abc abc M2 2 NA 18 3
2008 abc abc M2 2 NA 18 3
2009 abc abc M2 2 NA 18 3
2010 abc abc M2 2 NA 18 3
1963 abc abc M2 3 0.00857168 17 1
1964 abc abc M2 3 0.018029546 17 1
1965 abc abc M2 3 0.0878934 17 1
1966 abc abc M2 3 0.05274832 17 1
1967 abc abc M2 3 0.0632469 17 1
1968 abc abc M2 3 0.05004432 17 1
1969 abc abc M2 3 0.05055551 17 1
1970 abc abc M2 3 0.11075448 17 1
1971 abc abc M2 3 0.11246 17 1
1972 abc abc M2 3 0.0991174 17 1
1973 abc abc M2 3 0.0989481 17 1
1974 abc abc M2 3 0.08859486 17 1
1975 abc abc M2 3 0.03826908 17 1
1976 abc abc M2 3 0.02396341 17 1
1977 abc abc M2 3 0.09572995 17 1
1978 abc abc M2 3 0.09237308 17 1
1979 abc abc M2 3 0.02760897 17 1
1980 abc abc M2 3 0.08710826 17 1
1981 abc abc M2 3 0.070902815 17 1
1982 abc abc M2 3 0.1384638 17 1
1983 abc abc M2 3 0.1598293 17 1
1984 abc abc M2 3 0.09688442 17 1
1985 abc abc M2 3 0.10612573 17 1
1986 abc abc M2 3 0.112216 17 1
1987 abc abc M2 3 0.1004529 17 1
1988 abc abc M2 3 0.1128089 17 1
1989 abc abc M2 3 0.1183704 17 1
1990 abc abc M2 3 0.102639879 17 1
1991 abc abc M2 3 0.1307792 17 1
1992 abc abc M2 3 0.034736969 17 1
1993 abc abc M2 3 0.0337864 17 1
1994 abc abc M2 3 0.102465279 17 1
1995 abc abc M2 3 0.0946645 17 1
1996 abc abc M2 3 0.1061107 17 1
1997 abc abc M2 3 0.10275036 17 1
1998 abc abc M2 3 0.1409324 17 1
1999 abc abc M2 3 0.2387326 17 1
2000 abc abc M2 3 0.2198123 17 1
2001 abc abc M2 3 0.2047236 17 1
2002 abc abc M2 3 0.209243 17 1
2003 abc abc M2 3 0.2720944 17 1
2004 abc abc M2 3 0.3081841 17 1
2005 abc abc M2 3 0.3339509 17 1
2006 abc abc M2 3 0.3187818 17 1
2007 abc abc M2 3 0.3142688 17 1
2008 abc abc M2 3 0.2742347 17 1
2009 abc abc M2 3 0.2678406 17 1
2010 abc abc M2 3 0.2164292 17 1
1963 abc abc M2 3 0.00730756 17 2
1964 abc abc M2 3 0.01466328 17 2
1965 abc abc M2 3 0.06077654 17 2
1966 abc abc M2 3 0.040856 17 2
1967 abc abc M2 3 0.0496325 17 2
1968 abc abc M2 3 0.03544531 17 2
1969 abc abc M2 3 0.03527267 17 2
1970 abc abc M2 3 0.08133296 17 2
1971 abc abc M2 3 0.08541156 17 2
1972 abc abc M2 3 0.0742601 17 2
1973 abc abc M2 3 0.07560484 17 2
1974 abc abc M2 3 0.06493015 17 2
1975 abc abc M2 3 0.03223841 17 2
1976 abc abc M2 3 0.02109753 17 2
1977 abc abc M2 3 0.071822143 17 2
1978 abc abc M2 3 0.07188982 17 2
1979 abc abc M2 3 0.02376913 17 2
1980 abc abc M2 3 0.06628932 17 2
1981 abc abc M2 3 0.052350682 17 2
1982 abc abc M2 3 0.10635672 17 2
1983 abc abc M2 3 0.1244877 17 2
1984 abc abc M2 3 0.073627872 17 2
1985 abc abc M2 3 0.08285982 17 2
1986 abc abc M2 3 0.0907204 17 2
1987 abc abc M2 3 0.08252149 17 2
1988 abc abc M2 3 0.0947525 17 2
1989 abc abc M2 3 0.099521 17 2
1990 abc abc M2 3 0.082628401 17 2
1991 abc abc M2 3 0.1085795 17 2
1992 abc abc M2 3 0.035177267 17 2
1993 abc abc M2 3 0.0351898 17 2
1994 abc abc M2 3 0.083407523 17 2
1995 abc abc M2 3 0.077678 17 2
1996 abc abc M2 3 0.0887737 17 2
1997 abc abc M2 3 0.0794216 17 2
1998 abc abc M2 3 0.1195259 17 2
1999 abc abc M2 3 0.1898792 17 2
2000 abc abc M2 3 0.1791171 17 2
2001 abc abc M2 3 0.1756948 17 2
2002 abc abc M2 3 0.1779033 17 2
2003 abc abc M2 3 0.2368982 17 2
2004 abc abc M2 3 0.2657044 17 2
2005 abc abc M2 3 0.2849017 17 2
2006 abc abc M2 3 0.2660228 17 2
2007 abc abc M2 3 0.2605325 17 2
2008 abc abc M2 3 0.2247507 17 2
2009 abc abc M2 3 0.2174623 17 2
2010 abc abc M2 3 0.164735 17 2
1963 abc abc M2 3 0.1491535 17 3
1964 abc abc M2 3 0.1912543 17 3
1965 abc abc M2 3 0.2981583 17 3
1966 abc abc M2 3 0.4973766 17 3
1967 abc abc M2 3 0.2055186 17 3
1968 abc abc M2 3 0.1847278 17 3
1969 abc abc M2 3 0.2331185 17 3
1970 abc abc M2 3 0.3509196 17 3
1971 abc abc M2 3 0.3018157 17 3
1972 abc abc M2 3 0.2215075 17 3
1973 abc abc M2 3 0.3016331 17 3
1974 abc abc M2 3 0.4891466 17 3
1975 abc abc M2 3 0.4012424 17 3
1976 abc abc M2 3 0.3191697 17 3
1977 abc abc M2 3 0.3842952 17 3
1978 abc abc M2 3 0.3213094 17 3
1979 abc abc M2 3 0.2386465 17 3
1980 abc abc M2 3 0.2433408 17 3
1981 abc abc M2 3 0.2656128 17 3
1982 abc abc M2 3 0.2384597 17 3
1983 abc abc M2 3 0.2800656 17 3
1984 abc abc M2 3 0.1833097 17 3
1985 abc abc M2 3 0.2028888 17 3
1986 abc abc M2 3 0.1745681 17 3
1987 abc abc M2 3 0.188389 17 3
1988 abc abc M2 3 0.1391004 17 3
1989 abc abc M2 3 0.1970346 17 3
1990 abc abc M2 3 0.1610452 17 3
1991 abc abc M2 3 0.1260045 17 3
1992 abc abc M2 3 0.1315683 17 3
1993 abc abc M2 3 0.1114216 17 3
1994 abc abc M2 3 0.1029442 17 3
1995 abc abc M2 3 0.1891304 17 3
1996 abc abc M2 3 0.125526 17 3
1997 abc abc M2 3 0.1785223 17 3
1998 abc abc M2 3 0.1354465 17 3
1999 abc abc M2 3 0.1074638 17 3
2000 abc abc M2 3 0.0992664 17 3
2001 abc abc M2 3 0.0577971 17 3
2002 abc abc M2 3 0.0900164 17 3
2003 abc abc M2 3 0.143394 17 3
2004 abc abc M2 3 0.1434061 17 3
2005 abc abc M2 3 0.1362396 17 3
2006 abc abc M2 3 0.1220048 17 3
2007 abc abc M2 3 0.1463405 17 3
2008 abc abc M2 3 NA 17 3
2009 abc abc M2 3 NA 17 3
2010 abc abc M2 3 NA 17 3
1963 abc abc M2 3 NA 1 1
1964 abc abc M2 3 NA 1 1
1965 abc abc M2 3 NA 1 1
1966 abc abc M2 3 NA 1 1
1967 abc abc M2 3 NA 1 1
1968 abc abc M2 3 NA 1 1
1969 abc abc M2 3 NA 1 1
1970 abc abc M2 3 NA 1 1
1971 abc abc M2 3 NA 1 1
1972 abc abc M2 3 NA 1 1
1973 abc abc M2 3 NA 1 1
1974 abc abc M2 3 NA 1 1
1975 abc abc M2 3 NA 1 1
1976 abc abc M2 3 NA 1 1
1977 abc abc M2 3 NA 1 1
1978 abc abc M2 3 NA 1 1
1979 abc abc M2 3 NA 1 1
1980 abc abc M2 3 NA 1 1
1981 abc abc M2 3 NA 1 1
1982 abc abc M2 3 NA 1 1
1983 abc abc M2 3 NA 1 1
1984 abc abc M2 3 NA 1 1
1985 abc abc M2 3 NA 1 1
1986 abc abc M2 3 NA 1 1
1987 abc abc M2 3 NA 1 1
1988 abc abc M2 3 NA 1 1
1989 abc abc M2 3 NA 1 1
1990 abc abc M2 3 NA 1 1
1991 abc abc M2 3 NA 1 1
1992 abc abc M2 3 NA 1 1
1993 abc abc M2 3 NA 1 1
1994 abc abc M2 3 NA 1 1
1995 abc abc M2 3 NA 1 1
1996 abc abc M2 3 NA 1 1
1997 abc abc M2 3 NA 1 1
1998 abc abc M2 3 NA 1 1
1999 abc abc M2 3 NA 1 1
2000 abc abc M2 3 NA 1 1
2001 abc abc M2 3 NA 1 1
2002 abc abc M2 3 NA 1 1
2003 abc abc M2 3 NA 1 1
2004 abc abc M2 3 NA 1 1
2005 abc abc M2 3 NA 1 1
2006 abc abc M2 3 NA 1 1
2007 abc abc M2 3 NA 1 1
2008 abc abc M2 3 NA 1 1
2009 abc abc M2 3 NA 1 1
2010 abc abc M2 3 NA 1 1
1963 abc abc M2 3 NA 1 2
1964 abc abc M2 3 NA 1 2
1965 abc abc M2 3 NA 1 2
1966 abc abc M2 3 NA 1 2
1967 abc abc M2 3 NA 1 2
1968 abc abc M2 3 NA 1 2
1969 abc abc M2 3 NA 1 2
1970 abc abc M2 3 NA 1 2
1971 abc abc M2 3 NA 1 2
1972 abc abc M2 3 NA 1 2
1973 abc abc M2 3 NA 1 2
1974 abc abc M2 3 NA 1 2
1975 abc abc M2 3 NA 1 2
1976 abc abc M2 3 NA 1 2
1977 abc abc M2 3 NA 1 2
1978 abc abc M2 3 NA 1 2
1979 abc abc M2 3 NA 1 2
1980 abc abc M2 3 NA 1 2
1981 abc abc M2 3 NA 1 2
1982 abc abc M2 3 NA 1 2
1983 abc abc M2 3 NA 1 2
1984 abc abc M2 3 NA 1 2
1985 abc abc M2 3 NA 1 2
1986 abc abc M2 3 NA 1 2
1987 abc abc M2 3 NA 1 2
