 par parNo species year quarter area age predator prey fleet
log_rec 1 17 1963 -1 -1 -1 -1 -1 -1
log_rec 2 17 1964 -1 -1 -1 -1 -1 -1
log_rec 3 17 1965 -1 -1 -1 -1 -1 -1
log_rec 4 17 1966 -1 -1 -1 -1 -1 -1
log_rec 5 17 1967 -1 -1 -1 -1 -1 -1
log_rec 6 17 1968 -1 -1 -1 -1 -1 -1
log_rec 7 17 1969 -1 -1 -1 -1 -1 -1
log_rec 8 17 1970 -1 -1 -1 -1 -1 -1
log_rec 9 17 1971 -1 -1 -1 -1 -1 -1
log_rec 10 17 1972 -1 -1 -1 -1 -1 -1
log_rec 11 17 1973 -1 -1 -1 -1 -1 -1
log_rec 12 17 1974 -1 -1 -1 -1 -1 -1
log_rec 13 17 1975 -1 -1 -1 -1 -1 -1
log_rec 14 17 1976 -1 -1 -1 -1 -1 -1
log_rec 15 17 1977 -1 -1 -1 -1 -1 -1
log_rec 16 17 1978 -1 -1 -1 -1 -1 -1
log_rec 17 17 1979 -1 -1 -1 -1 -1 -1
log_rec 18 17 1980 -1 -1 -1 -1 -1 -1
log_rec 19 17 1981 -1 -1 -1 -1 -1 -1
log_rec 20 17 1982 -1 -1 -1 -1 -1 -1
log_rec 21 17 1983 -1 -1 -1 -1 -1 -1
log_rec 22 17 1984 -1 -1 -1 -1 -1 -1
log_rec 23 17 1985 -1 -1 -1 -1 -1 -1
log_rec 24 17 1986 -1 -1 -1 -1 -1 -1
log_rec 25 17 1987 -1 -1 -1 -1 -1 -1
log_rec 26 17 1988 -1 -1 -1 -1 -1 -1
log_rec 27 17 1989 -1 -1 -1 -1 -1 -1
log_rec 28 17 1990 -1 -1 -1 -1 -1 -1
log_rec 29 17 1991 -1 -1 -1 -1 -1 -1
log_rec 30 17 1992 -1 -1 -1 -1 -1 -1
log_rec 31 17 1993 -1 -1 -1 -1 -1 -1
log_rec 32 17 1994 -1 -1 -1 -1 -1 -1
log_rec 33 17 1995 -1 -1 -1 -1 -1 -1
log_rec 34 17 1996 -1 -1 -1 -1 -1 -1
log_rec 35 17 1997 -1 -1 -1 -1 -1 -1
log_rec 36 17 1998 -1 -1 -1 -1 -1 -1
log_rec 37 17 1999 -1 -1 -1 -1 -1 -1
log_rec 38 17 2000 -1 -1 -1 -1 -1 -1
log_rec 39 17 2001 -1 -1 -1 -1 -1 -1
log_rec 40 17 2002 -1 -1 -1 -1 -1 -1
log_rec 41 17 2003 -1 -1 -1 -1 -1 -1
log_rec 42 17 2004 -1 -1 -1 -1 -1 -1
log_rec 43 17 2005 -1 -1 -1 -1 -1 -1
log_rec 44 17 2006 -1 -1 -1 -1 -1 -1
log_rec 45 17 2007 -1 -1 -1 -1 -1 -1
log_rec 46 17 2008 -1 -1 -1 -1 -1 -1
log_rec 47 17 2009 -1 -1 -1 -1 -1 -1
log_rec 48 17 2010 -1 -1 -1 -1 -1 -1
log_rec 49 18 1963 -1 -1 -1 -1 -1 -1
log_rec 50 18 1964 -1 -1 -1 -1 -1 -1
log_rec 51 18 1965 -1 -1 -1 -1 -1 -1
log_rec 52 18 1966 -1 -1 -1 -1 -1 -1
log_rec 53 18 1967 -1 -1 -1 -1 -1 -1
log_rec 54 18 1968 -1 -1 -1 -1 -1 -1
log_rec 55 18 1969 -1 -1 -1 -1 -1 -1
log_rec 56 18 1970 -1 -1 -1 -1 -1 -1
log_rec 57 18 1971 -1 -1 -1 -1 -1 -1
log_rec 58 18 1972 -1 -1 -1 -1 -1 -1
log_rec 59 18 1973 -1 -1 -1 -1 -1 -1
log_rec 60 18 1974 -1 -1 -1 -1 -1 -1
log_rec 61 18 1975 -1 -1 -1 -1 -1 -1
log_rec 62 18 1976 -1 -1 -1 -1 -1 -1
log_rec 63 18 1977 -1 -1 -1 -1 -1 -1
log_rec 64 18 1978 -1 -1 -1 -1 -1 -1
log_rec 65 18 1979 -1 -1 -1 -1 -1 -1
log_rec 66 18 1980 -1 -1 -1 -1 -1 -1
log_rec 67 18 1981 -1 -1 -1 -1 -1 -1
log_rec 68 18 1982 -1 -1 -1 -1 -1 -1
log_rec 69 18 1983 -1 -1 -1 -1 -1 -1
