"Year","Quarter","Predator","Prey","eatenW"
1998,2,"Guillemot","Herring",9192.208652312
1999,2,"Guillemot","Herring",11117.044454378
2000,2,"Guillemot","Herring",27640.28242036
2001,2,"Guillemot","Herring",20658.92607248
2002,2,"Guillemot","Herring",36753.51987027
2003,2,"Guillemot","Herring",27356.611261
2004,2,"Guillemot","Herring",19947.744756021
2005,2,"Guillemot","Herring",19115.95935837
2006,2,"Guillemot","Herring",13876.216952576
2007,2,"Guillemot","Herring",17306.776451726
2008,2,"Guillemot","Herring",15786.64127401
2009,2,"Guillemot","Herring",13674.676555608
2010,2,"Guillemot","Herring",15601.28652754
1963,3,"Guillemot","Herring",5896.1324856
1964,3,"Guillemot","Herring",8620.99736463
1965,3,"Guillemot","Herring",5325.60092218
1966,3,"Guillemot","Herring",3448.19463296
1967,3,"Guillemot","Herring",5657.1902016
1968,3,"Guillemot","Herring",6723.36288568
1969,3,"Guillemot","Herring",4996.20306528
1970,3,"Guillemot","Herring",5876.35807696
1971,3,"Guillemot","Herring",3697.08715908
1972,3,"Guillemot","Herring",3521.80270512
1973,3,"Guillemot","Herring",1263.903040281
1974,3,"Guillemot","Herring",1948.64480377
1975,3,"Guillemot","Herring",1150.820606222
1976,3,"Guillemot","Herring",1047.630484719
1977,3,"Guillemot","Herring",2214.75870231
1978,3,"Guillemot","Herring",1787.0337625
1979,3,"Guillemot","Herring",3354.10735716
1980,3,"Guillemot","Herring",7617.71623459
1981,3,"Guillemot","Herring",11964.82974393
1982,3,"Guillemot","Herring",12365.3051676
1983,3,"Guillemot","Herring",15571.986276
1984,3,"Guillemot","Herring",9903.86763044
1985,3,"Guillemot","Herring",18963.8395821
1986,3,"Guillemot","Herring",13258.1545551
1987,3,"Guillemot","Herring",11088.34055168
1988,3,"Guillemot","Herring",14126.05096385
1989,3,"Guillemot","Herring",12907.5779427
1990,3,"Guillemot","Herring",15316.93339904
1991,3,"Guillemot","Herring",11648.13106842
1992,3,"Guillemot","Herring",12552.99414705
1993,3,"Guillemot","Herring",13554.64917464
1994,3,"Guillemot","Herring",8850.51386856
1995,3,"Guillemot","Herring",8311.89126432
1996,3,"Guillemot","Herring",13930.06623008
1997,3,"Guillemot","Herring",3975.6055094
1998,3,"Guillemot","Herring",6252.3740972
1999,3,"Guillemot","Herring",19397.61358381
2000,3,"Guillemot","Herring",14585.26026258
2001,3,"Guillemot","Herring",31355.37899375
2002,3,"Guillemot","Herring",13474.04520252
2003,3,"Guillemot","Herring",16114.5804232
2004,3,"Guillemot","Herring",17575.674298
2005,3,"Guillemot","Herring",10779.8973576
2006,3,"Guillemot","Herring",11637.2631375
2007,3,"Guillemot","Herring",14130.77280153
2008,3,"Guillemot","Herring",9139.26739446
2009,3,"Guillemot","Herring",12394.52681922
2010,3,"Guillemot","Herring",6398.79729615
1963,4,"Guillemot","Herring",4954.41695784
1964,4,"Guillemot","Herring",6947.93069068
1965,4,"Guillemot","Herring",3862.0663424
1966,4,"Guillemot","Herring",2011.662268
1967,4,"Guillemot","Herring",2358.445224688
1968,4,"Guillemot","Herring",5352.9095746
1969,4,"Guillemot","Herring",3427.75532736
1970,4,"Guillemot","Herring",2449.11044028
1971,4,"Guillemot","Herring",1827.891405242
1972,4,"Guillemot","Herring",2157.68381248
1973,4,"Guillemot","Herring",648.66574864
1974,4,"Guillemot","Herring",1084.5908357284
1975,4,"Guillemot","Herring",601.68783248
1976,4,"Guillemot","Herring",687.691622072
1977,4,"Guillemot","Herring",1048.322229584
1978,4,"Guillemot","Herring",707.551988752
1979,4,"Guillemot","Herring",1413.229907712
1980,4,"Guillemot","Herring",3628.6925892
1981,4,"Guillemot","Herring",4058.11312256
1982,4,"Guillemot","Herring",6420.05477204
1983,4,"Guillemot","Herring",5094.33157296
1984,4,"Guillemot","Herring",4910.5834624
1985,4,"Guillemot","Herring",7345.00685772
1986,4,"Guillemot","Herring",5981.17246482
1987,4,"Guillemot","Herring",7587.26426304
1988,4,"Guillemot","Herring",5361.239499
1989,4,"Guillemot","Herring",5306.04984
1990,4,"Guillemot","Herring",4981.95882702
1991,4,"Guillemot","Herring",4238.99227864
1992,4,"Guillemot","Herring",4970.6154736
1993,4,"Guillemot","Herring",4883.50001062
1994,4,"Guillemot","Herring",3201.40506896
1995,4,"Guillemot","Herring",4323.2639912
1996,4,"Guillemot","Herring",4709.06724736
1997,4,"Guillemot","Herring",2079.78769152
1998,4,"Guillemot","Herring",3909.29097552
1999,4,"Guillemot","Herring",6723.1832283
2000,4,"Guillemot","Herring",5618.92662184
2001,4,"Guillemot","Herring",13205.29311024
2002,4,"Guillemot","Herring",6910.6479274
2003,4,"Guillemot","Herring",6390.8013141
2004,4,"Guillemot","Herring",5452.95742936
2005,4,"Guillemot","Herring",3109.398364576
2006,4,"Guillemot","Herring",4652.13346962
2007,4,"Guillemot","Herring",5374.88736246
2008,4,"Guillemot","Herring",3846.56442786
2009,4,"Guillemot","Herring",5257.540652
2010,4,"Guillemot","Herring",3913.8518034
1963,1,"H. porpoise","Herring",2049.66390610455
1964,1,"H. porpoise","Herring",1996.41214401265
1965,1,"H. porpoise","Herring",1615.15928921316
1966,1,"H. porpoise","Herring",1310.11777805502
1967,1,"H. porpoise","Herring",957.97139243876
1968,1,"H. porpoise","Herring",461.111064646246
1969,1,"H. porpoise","Herring",427.319783113081
1970,1,"H. porpoise","Herring",480.36732668946
1971,1,"H. porpoise","Herring",382.944987364241
1972,1,"H. porpoise","Herring",304.821510772784
1973,1,"H. porpoise","Herring",310.996492735194
1974,1,"H. porpoise","Herring",261.060506253552
1975,1,"H. porpoise","Herring",209.485359267857
1976,1,"H. porpoise","Herring",152.01419742542
1977,1,"H. porpoise","Herring",134.699485620298
1978,1,"H. porpoise","Herring",163.468854581069
1979,1,"H. porpoise","Herring",231.014420182528
1980,1,"H. porpoise","Herring",243.215551588706
1981,1,"H. porpoise","Herring",356.505597176406
1982,1,"H. porpoise","Herring",590.285545098734
1983,1,"H. porpoise","Herring",923.612906317473
1984,1,"H. porpoise","Herring",1083.48008968594
1985,1,"H. porpoise","Herring",1222.53863998473
1986,1,"H. porpoise","Herring",1197.21874990248
1987,1,"H. porpoise","Herring",1270.00462821014
1988,1,"H. porpoise","Herring",1511.10122558415
1989,1,"H. porpoise","Herring",1324.45672208172
1990,1,"H. porpoise","Herring",1199.07224843916
1991,1,"H. porpoise","Herring",1253.45184823732
1992,1,"H. porpoise","Herring",1304.52519538193
1993,1,"H. porpoise","Herring",1143.8032894622
1994,1,"H. porpoise","Herring",973.216728639096
1995,1,"H. porpoise","Herring",964.06304529186
1996,1,"H. porpoise","Herring",1019.04925045154
1997,1,"H. porpoise","Herring",1420.47136908072
1998,1,"H. porpoise","Herring",1686.02895135064
1999,1,"H. porpoise","Herring",1605.64664887798
2000,1,"H. porpoise","Herring",1799.55303577428
2001,1,"H. porpoise","Herring",2184.37012911694
2002,1,"H. porpoise","Herring",2785.60017604605
2003,1,"H. porpoise","Herring",4227.5051674223
2004,1,"H. porpoise","Herring",4419.69088332411
2005,1,"H. porpoise","Herring",3696.2301620664
2006,1,"H. porpoise","Herring",2832.56550034504
2007,1,"H. porpoise","Herring",2239.1595838164
2008,1,"H. porpoise","Herring",1770.82515664925
2009,1,"H. porpoise","Herring",1838.4704638168
2010,1,"H. porpoise","Herring",1983.29751285756
1963,2,"H. porpoise","Herring",2918.83439609101
1964,2,"H. porpoise","Herring",2835.97283276293
1965,2,"H. porpoise","Herring",2338.93559130724
1966,2,"H. porpoise","Herring",1868.24434982328
1967,2,"H. porpoise","Herring",1287.80026430035
1968,2,"H. porpoise","Herring",652.048148645104
1969,2,"H. porpoise","Herring",734.914779220524
1970,2,"H. porpoise","Herring",731.772201128865
1971,2,"H. porpoise","Herring",559.469359793447
1972,2,"H. porpoise","Herring",543.996672608222
1973,2,"H. porpoise","Herring",486.612014701914
1974,2,"H. porpoise","Herring",396.128300283632
1975,2,"H. porpoise","Herring",288.745840078584
1976,2,"H. porpoise","Herring",241.090820167343
1977,2,"H. porpoise","Herring",227.789356647334
1978,2,"H. porpoise","Herring",275.792925265182
1979,2,"H. porpoise","Herring",358.74323822463
1980,2,"H. porpoise","Herring",393.372827347046
1981,2,"H. porpoise","Herring",659.533758809941
1982,2,"H. porpoise","Herring",1076.90630937876
1983,2,"H. porpoise","Herring",1604.10297644744
1984,2,"H. porpoise","Herring",1829.71499750703
1985,2,"H. porpoise","Herring",2047.1636414944
1986,2,"H. porpoise","Herring",1971.5769232968
1987,2,"H. porpoise","Herring",2033.81629773368
1988,2,"H. porpoise","Herring",2576.45233499461
1989,2,"H. porpoise","Herring",1972.00092489984
1990,2,"H. porpoise","Herring",1890.38836628163
1991,2,"H. porpoise","Herring",1994.14627474834
1992,2,"H. porpoise","Herring",1889.33494569162
1993,2,"H. porpoise","Herring",1671.09729441716
1994,2,"H. porpoise","Herring",1628.38681071192
1995,2,"H. porpoise","Herring",1566.6867559257
1996,2,"H. porpoise","Herring",1807.55055937351
1997,2,"H. porpoise","Herring",2363.6049481728
1998,2,"H. porpoise","Herring",2726.6981612556
1999,2,"H. porpoise","Herring",2477.07839948844
2000,2,"H. porpoise","Herring",2787.0894713121
2001,2,"H. porpoise","Herring",3393.38441594124
2002,2,"H. porpoise","Herring",4247.04281537412
2003,2,"H. porpoise","Herring",6255.16087246848
2004,2,"H. porpoise","Herring",5933.6997604424
2005,2,"H. porpoise","Herring",4896.94540963876
2006,2,"H. porpoise","Herring",3784.26694641246
2007,2,"H. porpoise","Herring",3113.315486122
2008,2,"H. porpoise","Herring",2551.6492360812
2009,2,"H. porpoise","Herring",2748.9457388576
2010,2,"H. porpoise","Herring",2974.2234172532
1963,3,"H. porpoise","Herring",2708.64732914978
1964,3,"H. porpoise","Herring",2734.46168373
1965,3,"H. porpoise","Herring",2062.26379291304
1966,3,"H. porpoise","Herring",1641.36278458568
1967,3,"H. porpoise","Herring",1153.07094824585
1968,3,"H. porpoise","Herring",742.869821273668
1969,3,"H. porpoise","Herring",792.275886927664
1970,3,"H. porpoise","Herring",709.619218232002
1971,3,"H. porpoise","Herring",597.392177038013
1972,3,"H. porpoise","Herring",568.858266997766
1973,3,"H. porpoise","Herring",452.732292455994
1974,3,"H. porpoise","Herring",392.716508582866
1975,3,"H. porpoise","Herring",271.961134548707
1976,3,"H. porpoise","Herring",213.803784233022
1977,3,"H. porpoise","Herring",240.095516521572
1978,3,"H. porpoise","Herring",288.214558937532
1979,3,"H. porpoise","Herring",378.095087808957
1980,3,"H. porpoise","Herring",496.367683031088
1981,3,"H. porpoise","Herring",783.47049561586
1982,3,"H. porpoise","Herring",1268.77213477435
1983,3,"H. porpoise","Herring",1679.9159047659
1984,3,"H. porpoise","Herring",1753.12154664608
1985,3,"H. porpoise","Herring",2057.98627855567
1986,3,"H. porpoise","Herring",1922.7150240451
1987,3,"H. porpoise","Herring",2170.68633880221
1988,3,"H. porpoise","Herring",2261.1926885105
1989,3,"H. porpoise","Herring",1757.8667815623
1990,3,"H. porpoise","Herring",1859.4020830778
1991,3,"H. porpoise","Herring",1944.24329196473
1992,3,"H. porpoise","Herring",1782.6021940175
1993,3,"H. porpoise","Herring",1628.1586213755
1994,3,"H. porpoise","Herring",1548.31981502849
1995,3,"H. porpoise","Herring",1511.83551780252
1996,3,"H. porpoise","Herring",1917.09239623048
1997,3,"H. porpoise","Herring",2244.34385136052
1998,3,"H. porpoise","Herring",2168.1933794759
1999,3,"H. porpoise","Herring",2229.51666495038
2000,3,"H. porpoise","Herring",2680.85834002415
2001,3,"H. porpoise","Herring",3306.56036668559
2002,3,"H. porpoise","Herring",4747.20285382941
2003,3,"H. porpoise","Herring",5524.8184140182
2004,3,"H. porpoise","Herring",5298.55224278338
2005,3,"H. porpoise","Herring",4297.2525780872
2006,3,"H. porpoise","Herring",3337.75643380062
2007,3,"H. porpoise","Herring",2584.75318856064
2008,3,"H. porpoise","Herring",2458.72082774978
2009,3,"H. porpoise","Herring",2722.20156524188
2010,3,"H. porpoise","Herring",3008.77160023265
1963,4,"H. porpoise","Herring",2300.39302243471
1964,4,"H. porpoise","Herring",2174.87764132243
1965,4,"H. porpoise","Herring",1553.40163621726
1966,4,"H. porpoise","Herring",1198.70750436958
1967,4,"H. porpoise","Herring",790.6867297119
1968,4,"H. porpoise","Herring",634.892200096224
1969,4,"H. porpoise","Herring",679.555070815841
1970,4,"H. porpoise","Herring",564.978932246163
1971,4,"H. porpoise","Herring",476.451073536321
1972,4,"H. porpoise","Herring",475.740548964091
1973,4,"H. porpoise","Herring",354.819125069779
1974,4,"H. porpoise","Herring",309.463067418987
1975,4,"H. porpoise","Herring",207.116893949244
1976,4,"H. porpoise","Herring",177.035482149881
1977,4,"H. porpoise","Herring",205.942556614463
1978,4,"H. porpoise","Herring",256.376248121817
1979,4,"H. porpoise","Herring",323.171608999697
1980,4,"H. porpoise","Herring",458.916211840836
1981,4,"H. porpoise","Herring",716.096837958151
1982,4,"H. porpoise","Herring",1130.70104412784
1983,4,"H. porpoise","Herring",1426.61609602559
1984,4,"H. porpoise","Herring",1488.41649053883
1985,4,"H. porpoise","Herring",1648.10226432177
1986,4,"H. porpoise","Herring",1614.54632715611
1987,4,"H. porpoise","Herring",1897.99477256563
1988,4,"H. porpoise","Herring",1745.19457029078
1989,4,"H. porpoise","Herring",1423.10407343589
1990,4,"H. porpoise","Herring",1539.02930628527
1991,4,"H. porpoise","Herring",1581.79186691774
1992,4,"H. porpoise","Herring",1433.24665122785
1993,4,"H. porpoise","Herring",1315.64073566875
1994,4,"H. porpoise","Herring",1256.81564064854
1995,4,"H. porpoise","Herring",1244.49205458682
1996,4,"H. porpoise","Herring",1688.05287873606
1997,4,"H. porpoise","Herring",1918.11582218248
1998,4,"H. porpoise","Herring",1766.00504168039
1999,4,"H. porpoise","Herring",1915.23682795225
2000,4,"H. porpoise","Herring",2454.08262017007
2001,4,"H. porpoise","Herring",3086.08221753216
2002,4,"H. porpoise","Herring",4491.03661288585
2003,4,"H. porpoise","Herring",4721.13795100518
2004,4,"H. porpoise","Herring",4203.11575445687
2005,4,"H. porpoise","Herring",3324.41730371358
2006,4,"H. porpoise","Herring",2663.15449790124
2007,4,"H. porpoise","Herring",2103.38399733696
2008,4,"H. porpoise","Herring",2108.9131551208
2009,4,"H. porpoise","Herring",2350.73803135515
2010,4,"H. porpoise","Herring",2670.62554761014
1963,1,"Her. Gull","Herring",274.2358838532
1964,1,"Her. Gull","Herring",307.739312879328
1965,1,"Her. Gull","Herring",287.419503465906
1966,1,"Her. Gull","Herring",233.117867290575
1967,1,"Her. Gull","Herring",162.927665631456
1968,1,"Her. Gull","Herring",88.442872121046
1969,1,"Her. Gull","Herring",85.278251273334
1970,1,"Her. Gull","Herring",97.81554110328
1971,1,"Her. Gull","Herring",72.8769832626297
1972,1,"Her. Gull","Herring",69.997911085335
1973,1,"Her. Gull","Herring",88.638690887811
1974,1,"Her. Gull","Herring",60.8490691167738
1975,1,"Her. Gull","Herring",37.4234275654845
1976,1,"Her. Gull","Herring",40.3479096806211
1977,1,"Her. Gull","Herring",38.5420827376422
1978,1,"Her. Gull","Herring",43.6295198450664
1979,1,"Her. Gull","Herring",61.26311130477
1980,1,"Her. Gull","Herring",72.85801820547
1981,1,"Her. Gull","Herring",91.331311092534
1982,1,"Her. Gull","Herring",113.810269571712
1983,1,"Her. Gull","Herring",154.62962194386
1984,1,"Her. Gull","Herring",205.90438618572
1985,1,"Her. Gull","Herring",249.79773965013
1986,1,"Her. Gull","Herring",235.056945752832
1987,1,"Her. Gull","Herring",261.47464633836
1988,1,"Her. Gull","Herring",324.17563975593
1989,1,"Her. Gull","Herring",310.199116236864
1990,1,"Her. Gull","Herring",275.5083817926
1991,1,"Her. Gull","Herring",239.76895600044
1992,1,"Her. Gull","Herring",204.606613220625
1993,1,"Her. Gull","Herring",163.150526846916
1994,1,"Her. Gull","Herring",139.5665389524
1995,1,"Her. Gull","Herring",133.058676724974
1996,1,"Her. Gull","Herring",122.62301287644
1997,1,"Her. Gull","Herring",129.112278920646
1998,1,"Her. Gull","Herring",161.075563506384
1999,1,"Her. Gull","Herring",149.399277176457
2000,1,"Her. Gull","Herring",144.371204920602
2001,1,"Her. Gull","Herring",235.04492650653
2002,1,"Her. Gull","Herring",253.39974611598
2003,1,"Her. Gull","Herring",369.901655685495
2004,1,"Her. Gull","Herring",330.579206293695
2005,1,"Her. Gull","Herring",234.7506987936
2006,1,"Her. Gull","Herring",157.55409083448
2007,1,"Her. Gull","Herring",118.032451146252
2008,1,"Her. Gull","Herring",88.9374928284765
2009,1,"Her. Gull","Herring",97.90988854299
2010,1,"Her. Gull","Herring",111.114792505125
1963,2,"Her. Gull","Herring",263.367258389736
1964,2,"Her. Gull","Herring",320.5646506893
1965,2,"Her. Gull","Herring",166.19379723956
1966,2,"Her. Gull","Herring",155.35912564584
1967,2,"Her. Gull","Herring",104.6300403432
1968,2,"Her. Gull","Herring",58.757422323508
1969,2,"Her. Gull","Herring",79.04765011549
1970,2,"Her. Gull","Herring",96.888970131945
1971,2,"Her. Gull","Herring",65.55892949089
1972,2,"Her. Gull","Herring",73.58905651428
1973,2,"Her. Gull","Herring",87.343272906632
1974,2,"Her. Gull","Herring",54.610825044354
1975,2,"Her. Gull","Herring",27.161617368252
1976,2,"Her. Gull","Herring",41.463924254019
1977,2,"Her. Gull","Herring",40.053286130634
1978,2,"Her. Gull","Herring",35.12600217642
1979,2,"Her. Gull","Herring",53.25777089167
1980,2,"Her. Gull","Herring",59.4783258918
1981,2,"Her. Gull","Herring",69.096118853073
1982,2,"Her. Gull","Herring",105.17405778799
1983,2,"Her. Gull","Herring",149.80948115156
1984,2,"Her. Gull","Herring",208.97044991696
1985,2,"Her. Gull","Herring",227.99435346804
1986,2,"Her. Gull","Herring",196.47337223678
1987,2,"Her. Gull","Herring",234.72629081757
1988,2,"Her. Gull","Herring",311.36388566115
1989,2,"Her. Gull","Herring",277.60788098295
1990,2,"Her. Gull","Herring",195.91812226635
1991,2,"Her. Gull","Herring",152.27828393254
1992,2,"Her. Gull","Herring",148.61260185394
1993,2,"Her. Gull","Herring",136.1072311934
1994,2,"Her. Gull","Herring",140.15239255392
1995,2,"Her. Gull","Herring",150.56992628914
1996,2,"Her. Gull","Herring",144.28054309032
1997,2,"Her. Gull","Herring",156.52356111054
1998,2,"Her. Gull","Herring",200.76518325552
1999,2,"Her. Gull","Herring",170.3371385199
2000,2,"Her. Gull","Herring",134.69095086874
2001,2,"Her. Gull","Herring",309.97862594995
2002,2,"Her. Gull","Herring",318.3590950612
2003,2,"Her. Gull","Herring",459.38671155896
2004,2,"Her. Gull","Herring",381.215946454
2005,2,"Her. Gull","Herring",144.10762156584
2006,2,"Her. Gull","Herring",127.73328700844
2007,2,"Her. Gull","Herring",118.1844463646
2008,2,"Her. Gull","Herring",113.834232351
2009,2,"Her. Gull","Herring",157.9389831383
2010,2,"Her. Gull","Herring",181.18412844861
1963,3,"Her. Gull","Herring",145.01286802444
1964,3,"Her. Gull","Herring",82.46808660411
1965,3,"Her. Gull","Herring",76.77264147308
1966,3,"Her. Gull","Herring",58.69316413214
1967,3,"Her. Gull","Herring",26.69937074868
1968,3,"Her. Gull","Herring",43.210898521626
1969,3,"Her. Gull","Herring",55.3675138029
1970,3,"Her. Gull","Herring",38.47601496215
1971,3,"Her. Gull","Herring",31.95336924634
1972,3,"Her. Gull","Herring",44.387933924672
1973,3,"Her. Gull","Herring",31.509687609032
1974,3,"Her. Gull","Herring",16.19343316749
1975,3,"Her. Gull","Herring",19.6767283476696
1976,3,"Her. Gull","Herring",18.169554793776
1977,3,"Her. Gull","Herring",13.3066883236646
1978,3,"Her. Gull","Herring",17.6394282361088
1979,3,"Her. Gull","Herring",20.59264571925
1980,3,"Her. Gull","Herring",27.26633358386
1981,3,"Her. Gull","Herring",43.652919926786
1982,3,"Her. Gull","Herring",69.1630090551
1983,3,"Her. Gull","Herring",85.73000254428
1984,3,"Her. Gull","Herring",109.013249897156
1985,3,"Her. Gull","Herring",98.502520975127
1986,3,"Her. Gull","Herring",99.947900971038
1987,3,"Her. Gull","Herring",152.363330094592
1988,3,"Her. Gull","Herring",134.91608308794
1989,3,"Her. Gull","Herring",94.863272909768
1990,3,"Her. Gull","Herring",74.591280039582
1991,3,"Her. Gull","Herring",75.37312440648
1992,3,"Her. Gull","Herring",74.866789262419
1993,3,"Her. Gull","Herring",83.393767301319
1994,3,"Her. Gull","Herring",84.84231088529
1995,3,"Her. Gull","Herring",86.901530928254
1996,3,"Her. Gull","Herring",89.37822123636
1997,3,"Her. Gull","Herring",117.680676607914
1998,3,"Her. Gull","Herring",103.809447360267
1999,3,"Her. Gull","Herring",61.983467202879
2000,3,"Her. Gull","Herring",142.325863746176
2001,3,"Her. Gull","Herring",193.24945488695
2002,3,"Her. Gull","Herring",249.244194853068
2003,3,"Her. Gull","Herring",270.474852094886
2004,3,"Her. Gull","Herring",96.561744290322
2005,3,"Her. Gull","Herring",65.092281118562
2006,3,"Her. Gull","Herring",65.13814212591
2007,3,"Her. Gull","Herring",51.59564308278
2008,3,"Her. Gull","Herring",63.673866740826
2009,3,"Her. Gull","Herring",70.233597547092
2010,3,"Her. Gull","Herring",86.604442993344
1963,4,"Her. Gull","Herring",1041.70372920868
1964,4,"Her. Gull","Herring",1056.6098282229
1965,4,"Her. Gull","Herring",910.27362530498
1966,4,"Her. Gull","Herring",538.803038115188
1967,4,"Her. Gull","Herring",341.220844394328
1968,4,"Her. Gull","Herring",341.396377855246
1969,4,"Her. Gull","Herring",391.153791226289
1970,4,"Her. Gull","Herring",311.166756784
1971,4,"Her. Gull","Herring",282.522373610853
1972,4,"Her. Gull","Herring",356.656024691334
1973,4,"Her. Gull","Herring",246.548698853172
1974,4,"Her. Gull","Herring",157.66554287568
1975,4,"Her. Gull","Herring",156.781704784092
1976,4,"Her. Gull","Herring",136.438767577766
1977,4,"Her. Gull","Herring",154.423392902845
1978,4,"Her. Gull","Herring",210.899737032192
1979,4,"Her. Gull","Herring",227.51495948247
1980,4,"Her. Gull","Herring",322.528388561429
1981,4,"Her. Gull","Herring",418.624189556871
1982,4,"Her. Gull","Herring",555.08514509106
1983,4,"Her. Gull","Herring",743.747810007216
1984,4,"Her. Gull","Herring",929.5002410121
1985,4,"Her. Gull","Herring",891.33369311729
1986,4,"Her. Gull","Herring",957.2941416876
1987,4,"Her. Gull","Herring",1222.17133822436
1988,4,"Her. Gull","Herring",1145.2928565512
1989,4,"Her. Gull","Herring",1026.87057443388
1990,4,"Her. Gull","Herring",875.25003365215
1991,4,"Her. Gull","Herring",735.26513663547
1992,4,"Her. Gull","Herring",636.900000453752
1993,4,"Her. Gull","Herring",605.792400227168
1994,4,"Her. Gull","Herring",600.747978567672
1995,4,"Her. Gull","Herring",594.48596140786
1996,4,"Her. Gull","Herring",642.832827707136
1997,4,"Her. Gull","Herring",799.447700120992
1998,4,"Her. Gull","Herring",712.28173642179
1999,4,"Her. Gull","Herring",663.55512429896
2000,4,"Her. Gull","Herring",1095.78794804873
2001,4,"Her. Gull","Herring",1157.51579074404
2002,4,"Her. Gull","Herring",1774.91507109226
2003,4,"Her. Gull","Herring",1674.72418384096
2004,4,"Her. Gull","Herring",1110.93338924416
2005,4,"Her. Gull","Herring",777.86760172092
2006,4,"Her. Gull","Herring",478.85163976492
2007,4,"Her. Gull","Herring",415.428482520592
2008,4,"Her. Gull","Herring",453.51360324634
2009,4,"Her. Gull","Herring",508.82256039168
2010,4,"Her. Gull","Herring",676.7555393959
1963,1,"Kittiwake","Herring",505.7339546232
1964,1,"Kittiwake","Herring",349.612339758
1965,1,"Kittiwake","Herring",395.870589828
1966,1,"Kittiwake","Herring",420.5110224024
1967,1,"Kittiwake","Herring",241.47131244426
1968,1,"Kittiwake","Herring",286.86474684855
1969,1,"Kittiwake","Herring",449.3051672265
1970,1,"Kittiwake","Herring",435.507453633
1971,1,"Kittiwake","Herring",331.92753885
1972,1,"Kittiwake","Herring",391.363316871
1973,1,"Kittiwake","Herring",364.3942503852
1974,1,"Kittiwake","Herring",173.892112146
1975,1,"Kittiwake","Herring",135.838619214375
1976,1,"Kittiwake","Herring",175.3417800405
1977,1,"Kittiwake","Herring",108.01810231905
1978,1,"Kittiwake","Herring",144.5184648906
1979,1,"Kittiwake","Herring",187.9593570468
1980,1,"Kittiwake","Herring",204.3884866218
1981,1,"Kittiwake","Herring",398.493331149
1982,1,"Kittiwake","Herring",550.601361936
1983,1,"Kittiwake","Herring",747.043237737
1984,1,"Kittiwake","Herring",901.3110845805
1985,1,"Kittiwake","Herring",891.83058105
1986,1,"Kittiwake","Herring",878.132280186
1987,1,"Kittiwake","Herring",1157.6919399825
1988,1,"Kittiwake","Herring",1290.01711005
1989,1,"Kittiwake","Herring",895.8072302655
1990,1,"Kittiwake","Herring",660.6512021025
1991,1,"Kittiwake","Herring",585.558371151
1992,1,"Kittiwake","Herring",578.719949643
1993,1,"Kittiwake","Herring",546.49577391
1994,1,"Kittiwake","Herring",510.326579463
1995,1,"Kittiwake","Herring",422.541673428
1996,1,"Kittiwake","Herring",325.39568976675
1997,1,"Kittiwake","Herring",298.3394405184
1998,1,"Kittiwake","Herring",295.88947294554
1999,1,"Kittiwake","Herring",186.15248528292
2000,1,"Kittiwake","Herring",278.3793361635
2001,1,"Kittiwake","Herring",550.0669823385
2002,1,"Kittiwake","Herring",476.74768687395
2003,1,"Kittiwake","Herring",764.6134103622
2004,1,"Kittiwake","Herring",317.88607321416
2005,1,"Kittiwake","Herring",218.1626798295
2006,1,"Kittiwake","Herring",251.77688795424
2007,1,"Kittiwake","Herring",226.90561667625
2008,1,"Kittiwake","Herring",290.06943856275
2009,1,"Kittiwake","Herring",364.2247258524
2010,1,"Kittiwake","Herring",398.16826474545
1963,2,"Kittiwake","Herring",98.6570199774
1964,2,"Kittiwake","Herring",113.9276935745
1965,2,"Kittiwake","Herring",160.939274283
1966,2,"Kittiwake","Herring",77.97477941748
1967,2,"Kittiwake","Herring",52.6932813111
1968,2,"Kittiwake","Herring",110.2030415409
1969,2,"Kittiwake","Herring",152.92322626063
1970,2,"Kittiwake","Herring",101.77434976046
1971,2,"Kittiwake","Herring",89.27169374592
1972,2,"Kittiwake","Herring",102.82879816492
1973,2,"Kittiwake","Herring",64.15681394664
1974,2,"Kittiwake","Herring",28.45549760064
1975,2,"Kittiwake","Herring",61.89308424756
1976,2,"Kittiwake","Herring",28.53387725385
1977,2,"Kittiwake","Herring",29.21280969225
1978,2,"Kittiwake","Herring",44.22646434248
1979,2,"Kittiwake","Herring",34.10413686599
1980,2,"Kittiwake","Herring",67.83427024848
1981,2,"Kittiwake","Herring",145.6477081522
1982,2,"Kittiwake","Herring",150.17093989374
1983,2,"Kittiwake","Herring",258.8304248764
1984,2,"Kittiwake","Herring",176.4644419895
1985,2,"Kittiwake","Herring",186.7369984144
1986,2,"Kittiwake","Herring",223.5679742904
1987,2,"Kittiwake","Herring",283.6614107032
1988,2,"Kittiwake","Herring",236.8958691176
1989,2,"Kittiwake","Herring",162.95786921722
1990,2,"Kittiwake","Herring",169.64100805347
1991,2,"Kittiwake","Herring",169.81899565428
1992,2,"Kittiwake","Herring",142.99629890112
1993,2,"Kittiwake","Herring",203.74472922
1994,2,"Kittiwake","Herring",168.9421921788
1995,2,"Kittiwake","Herring",129.45377362774
1996,2,"Kittiwake","Herring",148.98209647008
1997,2,"Kittiwake","Herring",115.7505414912
1998,2,"Kittiwake","Herring",78.96377024004
1999,2,"Kittiwake","Herring",100.739058395
2000,2,"Kittiwake","Herring",338.9054919812
2001,2,"Kittiwake","Herring",199.717201594
2002,2,"Kittiwake","Herring",495.422826066
2003,2,"Kittiwake","Herring",236.7066006512
