Year,Quarter,Predator,Prey,Predator.length.mean,Predator.weight,Predator.weight.1,Prey.length.mean,Prey.weight,N.samples,InputRelativeStomContent,UsedStomContent,EstimatedStomContent
1981,Q1,Fulmar,Other,500,5,5,-1,-1,50,0.951748,0.951748,0.920803
1981,Q1,Fulmar,Cod,500,5,5,110,0.01423,50,0.0104914,0.0104914,0.0113761
1981,Q1,Fulmar,Whiting,500,5,5,115,0.01249,50,0.0115506,0.0115506,0.0180913
1981,Q1,Fulmar,Herring,500,5,5,90,0.0066,50,4.22E-05,0.00715978,0.0107441
1981,Q1,Fulmar,Herring,500,5,5,126,0.01912,50,0.0028118,0,0
1981,Q1,Fulmar,Herring,500,5,5,163,0.04229,50,0.00430575,0,0
1981,Q1,Fulmar,Nor. pout,500,5,5,88,0.00714,50,0.00132062,0.0117951,0.0183963
1981,Q1,Fulmar,Nor. pout,500,5,5,107,0.01305,50,0.0104745,0,0
1981,Q1,Fulmar,Sprat,500,5,5,56,0.00152,50,0.0008827,0.00725556,0.0205895
1981,Q1,Fulmar,Sprat,500,5,5,80,0.00467,50,0.00426226,0,0
1981,Q1,Fulmar,Sprat,500,5,5,100,0.00914,50,0.0021106,0,0
1981,Q1,Guillemot,Other,500,5,5,-1,-1,50,0.0402473,0.0402473,0.0227177
1981,Q1,Guillemot,Whiting,500,5,5,130,0.01794,50,0.0113076,0.0889451,0.174652
1981,Q1,Guillemot,Whiting,500,5,5,166,0.03718,50,0.0353542,0,0
1981,Q1,Guillemot,Whiting,500,5,5,212,0.07524,50,0.0422833,0,0
1981,Q1,Guillemot,Haddock,500,5,5,131,0.01781,50,0.00318619,0.0159745,0.0707888
1981,Q1,Guillemot,Haddock,500,5,5,166,0.03504,50,0.0127883,0,0
1981,Q1,Guillemot,Herring,500,5,5,87,0.00594,50,0.00353512,0.273686,0.152472
1981,Q1,Guillemot,Herring,500,5,5,126,0.01911,50,0.189316,0,0
1981,Q1,Guillemot,Herring,500,5,5,150,0.03201,50,0.0808345,0,0
1981,Q1,Guillemot,Sandeel,500,5,5,86,0.00186,50,0.0359012,0.395941,0.423703
1981,Q1,Guillemot,Sandeel,500,5,5,115,0.00482,50,0.283357,0,0
1981,Q1,Guillemot,Sandeel,500,5,5,159,0.01305,50,0.0766826,0,0
1981,Q1,Guillemot,Sprat,500,5,5,56,0.00152,50,0.0119955,0.185206,0.155667
1981,Q1,Guillemot,Sprat,500,5,5,80,0.00467,50,0.0574403,0,0
1981,Q1,Guillemot,Sprat,500,5,5,111,0.01284,50,0.115771,0,0
1981,Q1,Her. Gull,Other,500,5,5,-1,-1,50,0.940661,0.940661,0.925208
1981,Q1,Her. Gull,Whiting,500,5,5,115,0.01249,50,0.0138577,0.0138577,0.0235771
1981,Q1,Her. Gull,Haddock,500,5,5,116,0.01264,50,0.0141616,0.0141616,0.00580529
1981,Q1,Her. Gull,Herring,500,5,5,163,0.04201,50,0.0016167,0.00845566,0.00855148
1981,Q1,Her. Gull,Herring,500,5,5,222,0.10799,50,0.00481218,0,0
1981,Q1,Her. Gull,Herring,500,5,5,258,0.1725,50,0.00202678,0,0
1981,Q1,Her. Gull,Nor. pout,500,5,5,88,0.00714,50,0.0015844,0.0141511,0.0218819
1981,Q1,Her. Gull,Nor. pout,500,5,5,107,0.01305,50,0.0125667,0,0
1981,Q1,Her. Gull,Sprat,500,5,5,56,0.00152,50,0.00105998,0.00871279,0.0149766
1981,Q1,Her. Gull,Sprat,500,5,5,80,0.00467,50,0.00511831,0,0
1981,Q1,Her. Gull,Sprat,500,5,5,100,0.00914,50,0.0025345,0,0
1981,Q1,Kittiwake,Other,500,5,5,-1,-1,50,0.816771,0.816771,0.757936
1981,Q1,Kittiwake,Cod,500,5,5,110,0.01423,50,0.0127831,0.0127831,0.014157
1981,Q1,Kittiwake,Whiting,500,5,5,115,0.01249,50,0.0140736,0.0140736,0.0224125
1981,Q1,Kittiwake,Haddock,500,5,5,116,0.01264,50,0.0143822,0.0143822,0.0149619
1981,Q1,Kittiwake,Herring,500,5,5,126,0.01917,50,0.00754393,0.0439961,0.0308161
1981,Q1,Kittiwake,Herring,500,5,5,163,0.04235,50,0.0114294,0,0
1981,Q1,Kittiwake,Herring,500,5,5,217,0.1012,50,0.0250228,0,0
1981,Q1,Kittiwake,Sandeel,500,5,5,87,0.0019,50,0.00103476,0.00949418,0.0450145
1981,Q1,Kittiwake,Sandeel,500,5,5,115,0.00481,50,0.00845942,0,0
1981,Q1,Kittiwake,Sprat,500,5,5,56,0.00152,50,0.010846,0.0884995,0.114702
1981,Q1,Kittiwake,Sprat,500,5,5,80,0.00467,50,0.0519358,0,0
1981,Q1,Kittiwake,Sprat,500,5,5,100,0.00914,50,0.0257178,0,0
1981,Q1,GBB. Gull,Other,500,5,5,-1,-1,50,0.843586,0.843586,0.894005
1981,Q1,GBB. Gull,Cod,500,5,5,110,0.01423,50,0.0118152,0.0118152,0.00530887
1981,Q1,GBB. Gull,Whiting,500,5,5,115,0.01249,50,0.013008,0.013008,0.0118232
1981,Q1,GBB. Gull,Haddock,500,5,5,116,0.01264,50,0.0132933,0.0132933,0.00672714
1981,Q1,GBB. Gull,Herring,500,5,5,163,0.04201,50,0.00151898,0.00802266,0.00769515
1981,Q1,GBB. Gull,Herring,500,5,5,221,0.10787,50,0.00454718,0,0
1981,Q1,GBB. Gull,Herring,500,5,5,258,0.17257,50,0.0019565,0,0
1981,Q1,GBB. Gull,Sandeel,500,5,5,86,0.00186,50,0.00997665,0.0888053,0.0412775
1981,Q1,GBB. Gull,Sandeel,500,5,5,115,0.00482,50,0.0788287,0,0
1981,Q1,GBB. Gull,Nor. pout,500,5,5,88,0.00714,50,0.00148725,0.0132834,0.0163243
1981,Q1,GBB. Gull,Nor. pout,500,5,5,107,0.01305,50,0.0117961,0,0
1981,Q1,GBB. Gull,Sprat,500,5,5,56,0.00152,50,0.00099591,0.00818614,0.0168391
1981,Q1,GBB. Gull,Sprat,500,5,5,80,0.00467,50,0.00480893,0,0
1981,Q1,GBB. Gull,Sprat,500,5,5,100,0.00914,50,0.0023813,0,0
1981,Q1,Gannet,Other,500,5,5,-1,-1,50,0.800027,0.800027,0.897345
1981,Q1,Gannet,Herring,500,5,5,163,0.04236,50,0.0362543,0.199973,0.102655
1981,Q1,Gannet,Herring,500,5,5,221,0.10772,50,0.104134,0,0
1981,Q1,Gannet,Herring,500,5,5,263,0.18213,50,0.0570486,0,0
1981,Q1,Gannet,Herring,500,5,5,302,0.27808,50,0.00253609,0,0
1981,Q1,Puffin,Other,500,5,5,-1,-1,50,0.100169,0.100169,0.109906
1981,Q1,Puffin,Herring,500,5,5,87,0.00594,50,0.0659573,0.187578,0.143761
1981,Q1,Puffin,Herring,500,5,5,100,0.00914,50,0.121621,0,0
1981,Q1,Puffin,Sandeel,500,5,5,86,0.00186,50,0.0663276,0.712253,0.746332
1981,Q1,Puffin,Sandeel,500,5,5,115,0.00482,50,0.52344,0,0
1981,Q1,Puffin,Sandeel,500,5,5,157,0.01243,50,0.122486,0,0
1981,Q1,Razorbill,Other,500,5,5,-1,-1,50,0.180978,0.180978,0.226222
1981,Q1,Razorbill,Whiting,500,5,5,131,0.01824,50,0.0032236,0.0157343,0.0342638
1981,Q1,Razorbill,Whiting,500,5,5,166,0.03722,50,0.0101435,0,0
1981,Q1,Razorbill,Whiting,500,5,5,200,0.06302,50,0.0023672,0,0
1981,Q1,Razorbill,Herring,500,5,5,87,0.00594,50,0.189078,0.537726,0.405356
1981,Q1,Razorbill,Herring,500,5,5,100,0.00914,50,0.348648,0,0
1981,Q1,Razorbill,Sandeel,500,5,5,70,0.00095,50,0.102852,0.102852,0.0222434
1981,Q1,Razorbill,Nor. pout,500,5,5,88,0.00714,50,0.00162679,0.0158187,0.0210159
1981,Q1,Razorbill,Nor. pout,500,5,5,109,0.01359,50,0.0141919,0,0
1981,Q1,Razorbill,Sprat,500,5,5,56,0.00152,50,0.0723608,0.146891,0.290899
1981,Q1,Razorbill,Sprat,500,5,5,70,0.00304,50,0.0745306,0,0
1981,Q1,Cod,Other,168,0.0466826,0.0466826,-1,-1,47,0.950091,0.950091,0.942802
1981,Q1,Cod,Sandeel,168,0.0466826,0.0466826,85,0.00153,47,0.00572039,0.00572039,0.00608768
1981,Q1,Cod,Sprat,168,0.0466826,0.0466826,85,0.00418,47,0.0441889,0.0441889,0.0511106
1981,Q1,Cod,Other,218,0.0982716,0.0982716,-1,-1,68,0.804818,0.804818,0.87981
1981,Q1,Cod,Sandeel,218,0.0982716,0.0982716,85,0.00153,68,0.00782663,0.0169828,0.0506686
1981,Q1,Cod,Sandeel,218,0.0982716,0.0982716,119,0.00422,68,0.00915614,0,0
1981,Q1,Cod,Nor. pout,218,0.0982716,0.0982716,87,0.0037,68,0.0199159,0.0199159,0.0141572
1981,Q1,Cod,Sprat,218,0.0982716,0.0982716,53,0.0017,68,0.0478384,0.158283,0.0553645
1981,Q1,Cod,Sprat,218,0.0982716,0.0982716,85,0.00418,68,0.110445,0,0
1981,Q1,Cod,Other,270,0.181081,0.181081,-1,-1,75,0.867277,0.867277,0.856126
1981,Q1,Cod,Herring,270,0.181081,0.181081,125,0.0126,75,0.00730499,0.00730499,0.0252938
1981,Q1,Cod,Sandeel,270,0.181081,0.181081,85,0.00153,75,0.00448277,0.00448277,0.00552802
1981,Q1,Cod,Nor. pout,270,0.181081,0.181081,87,0.0037,75,0.0625072,0.0625072,0.0137761
1981,Q1,Cod,Sprat,270,0.181081,0.181081,53,0.0017,75,0.0128998,0.0584281,0.0992761
1981,Q1,Cod,Sprat,270,0.181081,0.181081,85,0.00418,75,0.0269152,0,0
1981,Q1,Cod,Sprat,270,0.181081,0.181081,123,0.01087,75,0.0186131,0,0
1981,Q1,Cod,Other,339,0.346942,0.346942,-1,-1,95,0.681762,0.681762,0.597844
1981,Q1,Cod,Cod,339,0.346942,0.346942,130,0.01429,95,0.0037259,0.0037259,0.0128538
1981,Q1,Cod,Whiting,339,0.346942,0.346942,126,0.01357,95,0.0472442,0.0681488,0.0977232
1981,Q1,Cod,Whiting,339,0.346942,0.346942,167,0.03845,95,0.0209046,0,0
1981,Q1,Cod,Haddock,339,0.346942,0.346942,128,0.01144,95,0.0342501,0.0342501,0.024305
1981,Q1,Cod,Herring,339,0.346942,0.346942,125,0.0126,95,0.0146215,0.0146215,0.017663
1981,Q1,Cod,Sandeel,339,0.346942,0.346942,85,0.00153,95,0.00610529,0.0508954,0.0570219
1981,Q1,Cod,Sandeel,339,0.346942,0.346942,119,0.00422,95,0.0302859,0,0
1981,Q1,Cod,Sandeel,339,0.346942,0.346942,167,0.01341,95,0.00528896,0,0
1981,Q1,Cod,Sandeel,339,0.346942,0.346942,220,0.03047,95,0.00921522,0,0
1981,Q1,Cod,Nor. pout,339,0.346942,0.346942,87,0.0037,95,0.0136921,0.0341157,0.123263
1981,Q1,Cod,Nor. pout,339,0.346942,0.346942,116,0.00979,95,0.0204236,0,0
1981,Q1,Cod,Sprat,339,0.346942,0.346942,53,0.0017,95,0.00347375,0.112481,0.0693258
1981,Q1,Cod,Sprat,339,0.346942,0.346942,85,0.00418,95,0.0421992,0,0
1981,Q1,Cod,Sprat,339,0.346942,0.346942,123,0.01087,95,0.0668077,0,0
1981,Q1,Cod,Other,439,0.726121,0.726121,-1,-1,68,0.621164,0.621164,0.424972
1981,Q1,Cod,Cod,439,0.726121,0.726121,130,0.01429,68,0.00363733,0.00659343,0.0233512
1981,Q1,Cod,Cod,439,0.726121,0.726121,167,0.03998,68,0.0029561,0,0
1981,Q1,Cod,Whiting,439,0.726121,0.726121,126,0.01357,68,0.0179124,0.0753717,0.144378
1981,Q1,Cod,Whiting,439,0.726121,0.726121,167,0.03845,68,0.0044608,0,0
1981,Q1,Cod,Whiting,439,0.726121,0.726121,217,0.0805,68,0.0529985,0,0
1981,Q1,Cod,Haddock,439,0.726121,0.726121,128,0.01144,68,0.039431,0.0607507,0.0903465
1981,Q1,Cod,Haddock,439,0.726121,0.726121,167,0.03336,68,0.0213197,0,0
1981,Q1,Cod,Herring,439,0.726121,0.726121,86,0.00528,68,0.00076241,0.047943,0.0804481
1981,Q1,Cod,Herring,439,0.726121,0.726121,125,0.0126,68,0.0353346,0,0
1981,Q1,Cod,Herring,439,0.726121,0.726121,167,0.03386,68,1.00E-06,0,0
1981,Q1,Cod,Herring,439,0.726121,0.726121,217,0.06827,68,1.00E-06,0,0
1981,Q1,Cod,Herring,439,0.726121,0.726121,267,0.11761,68,0.0118439,0,0
1981,Q1,Cod,Sandeel,439,0.726121,0.726121,85,0.00153,68,0.0120371,0.0527512,0.0405335
1981,Q1,Cod,Sandeel,439,0.726121,0.726121,119,0.00422,68,0.0257996,0,0
1981,Q1,Cod,Sandeel,439,0.726121,0.726121,167,0.01341,68,0.00800244,0,0
1981,Q1,Cod,Sandeel,439,0.726121,0.726121,220,0.03047,68,0.0069121,0,0
1981,Q1,Cod,Nor. pout,439,0.726121,0.726121,87,0.0037,68,0.0090697,0.0533041,0.146691
1981,Q1,Cod,Nor. pout,439,0.726121,0.726121,116,0.00979,68,0.0388244,0,0
1981,Q1,Cod,Nor. pout,439,0.726121,0.726121,167,0.02959,68,0.00540999,0,0
1981,Q1,Cod,Sprat,439,0.726121,0.726121,53,0.0017,68,0.00944262,0.0821217,0.0492796
1981,Q1,Cod,Sprat,439,0.726121,0.726121,85,0.00418,68,0.025984,0,0
1981,Q1,Cod,Sprat,439,0.726121,0.726121,123,0.01087,68,0.0466951,0,0
1981,Q1,Cod,Other,576,1.57771,1.57771,-1,-1,89,0.347017,0.347017,0.297193
1981,Q1,Cod,Cod,576,1.57771,1.57771,130,0.01429,89,0.00096472,0.0223521,0.116557
1981,Q1,Cod,Cod,576,1.57771,1.57771,167,0.03998,89,0.00129654,0,0
1981,Q1,Cod,Cod,576,1.57771,1.57771,217,0.08297,89,0.00397987,0,0
1981,Q1,Cod,Cod,576,1.57771,1.57771,267,0.14616,89,0.0116759,0,0
1981,Q1,Cod,Cod,576,1.57771,1.57771,367,0.23214,89,0.00443506,0,0
1981,Q1,Cod,Whiting,576,1.57771,1.57771,126,0.01357,89,0.012804,0.201807,0.169551
1981,Q1,Cod,Whiting,576,1.57771,1.57771,167,0.03845,89,0.0271116,0,0
1981,Q1,Cod,Whiting,576,1.57771,1.57771,217,0.0805,89,0.0730306,0,0
1981,Q1,Cod,Whiting,576,1.57771,1.57771,267,0.14282,89,0.0512383,0,0
1981,Q1,Cod,Whiting,576,1.57771,1.57771,317,0.22814,89,0.0376227,0,0
1981,Q1,Cod,Haddock,576,1.57771,1.57771,128,0.01144,89,0.0227823,0.137511,0.195254
1981,Q1,Cod,Haddock,576,1.57771,1.57771,167,0.03336,89,0.0506721,0,0
1981,Q1,Cod,Haddock,576,1.57771,1.57771,217,0.07129,89,0.0564824,0,0
1981,Q1,Cod,Haddock,576,1.57771,1.57771,267,0.12848,89,0.00757395,0,0
1981,Q1,Cod,Herring,576,1.57771,1.57771,125,0.0126,89,0.0081557,0.0731781,0.0560522
1981,Q1,Cod,Herring,576,1.57771,1.57771,167,0.03386,89,0.0248544,0,0
1981,Q1,Cod,Herring,576,1.57771,1.57771,217,0.06827,89,0.0136555,0,0
1981,Q1,Cod,Herring,576,1.57771,1.57771,267,0.11761,89,0.0265125,0,0
1981,Q1,Cod,Sandeel,576,1.57771,1.57771,85,0.00153,89,0.00768454,0.0733175,0.0283461
1981,Q1,Cod,Sandeel,576,1.57771,1.57771,119,0.00422,89,0.0148622,0,0
1981,Q1,Cod,Sandeel,576,1.57771,1.57771,167,0.01341,89,0.0186266,0,0
1981,Q1,Cod,Sandeel,576,1.57771,1.57771,220,0.03047,89,0.0321442,0,0
1981,Q1,Cod,Nor. pout,576,1.57771,1.57771,87,0.0037,89,0.0283695,0.110586,0.102584
