"Predator","Quarter","Year","Predator.length.class","Prey","Quarter.no","SMS.area","Predator.no","Size.model","Predator.length","Predator.length.mean","Predator.weight","Predator.size","Predator.available.food","Diri.p","Diri.sum.p","Diri.like","Prey.no","Prey.length.class","Prey.length.mean","Prey.weight","Prey.size","N.haul","N.samples","stomcon","stomcon.hat","Residual","L.N.bar","Prey.avail","Prey.avail.part","Suit","Stom.var","obj.contrib","stom.input","stom.used.all","stom.used.like","stom.used.avail","stom.used.prey","Pred.avail","stomcon.hat.part","Residual.part","year.range","year"
"GBB. Gull","Q4",1986,20,"Haddock",4,1,5,0,500,500,5,5,11818200,1.58999,49,-19.1161,19,12,89,0.00589,0.00590056,50,50,0.0116844,0.0324487,-0.0207643,913785,383485,23453.8,4.34987,0.000627916,0,0.00043456,1,1,1,1,11818192.861,0.00198455045334363,-0.00154999045334363,"1982-93","Y1986"
"GBB. Gull","Q4",1986,20,"Haddock",4,1,5,0,500,500,5,5,11818200,1.58999,49,-19.1161,19,13,113,0.01177,0.0115878,50,50,0,0,0,7142740,0,360032,4.34987,0,0,0.0112499,1,0,1,1,11818192.861,0.0304642176883155,-0.0192143176883155,"1982-93","Y1986"
"GBB. Gull","Q4",1986,20,"Herring",4,1,5,0,500,500,5,5,11818200,0.947395,49,-19.1161,21,14,166,0.04492,0.0437864,50,50,0.00703863,0.0193346,-0.012296,10941200,228500,54616.8,0.114004,0.000379215,0,0.00186608,1,1,1,1,11818192.861,0.00462141722024484,-0.00275533722024484,"1982-93","Y1986"
"GBB. Gull","Q4",1986,20,"Herring",4,1,5,0,500,500,5,5,11818200,0.947395,49,-19.1161,21,15,218,0.10272,0.101644,50,50,0,0,0,8175490,0,94736.7,0.114004,0,0,0.00381042,1,0,1,1,11818192.861,0.00801617481744022,-0.00420575481744022,"1982-93","Y1986"
"GBB. Gull","Q4",1986,20,"Herring",4,1,5,0,500,500,5,5,11818200,0.947395,49,-19.1161,21,16,258,0.17166,0.171075,50,50,0,0,0,4058100,0,79146.4,0.114004,0,0,0.00136213,1,0,1,1,11818192.861,0.00669699681930076,-0.00533486681930076,"1982-93","Y1986"
"GBB. Gull","Q4",1986,20,"Nor. pout",4,1,5,0,500,500,5,5,11818200,1.67101,49,-19.1161,23,11,70,0.00353,0.00353165,50,50,0.0116734,0.0341023,-0.0224289,2425100,403028,3958.2,0.46216,0.000658787,0,0.00011767,1,1,1,1,11818192.861,0.000334924302433924,-0.000217254302433924,"1982-93","Y1986"
"GBB. Gull","Q4",1986,20,"Nor. pout",4,1,5,0,500,500,5,5,11818200,1.67101,49,-19.1161,23,12,87,0.00687,0.00681935,50,50,0,0,0,40582500,0,127901,0.46216,0,0,0.00382944,1,0,1,1,11818192.861,0.0108223821953416,-0.00699294219534163,"1982-93","Y1986"
"GBB. Gull","Q4",1986,20,"Nor. pout",4,1,5,0,500,500,5,5,11818200,1.67101,49,-19.1161,23,13,105,0.01208,0.0120481,50,50,0,0,0,48700100,0,271169,0.46216,0,0,0.00772629,1,0,1,1,11818192.861,0.0229450477910931,-0.0152187577910931,"1982-93","Y1986"
"GBB. Gull","Q4",1986,20,"Sprat",4,1,5,0,500,500,5,5,11818200,1.35184,49,-19.1161,24,10,60,0.00189,0.00188589,50,50,0.00715778,0.0275885,-0.0204307,43274900,326046,33429.1,0.409612,0.000536548,0,0.0001839,1,1,1,1,11818192.861,0.00282861351081145,-0.00264471351081145,"1982-93","Y1986"
"GBB. Gull","Q4",1986,20,"Sprat",4,1,5,0,500,500,5,5,11818200,1.35184,49,-19.1161,24,11,70,0.00304,0.00303674,50,50,0,0,0,49289300,0,61310.4,0.409612,0,0,0.00033836,1,0,1,1,11818192.861,0.00518779822948432,-0.00484943822948432,"1982-93","Y1986"
"GBB. Gull","Q4",1986,20,"Sprat",4,1,5,0,500,500,5,5,11818200,1.35184,49,-19.1161,24,12,86,0.00575,0.00573709,50,50,0,0,0,74103000,0,174140,0.409612,0,0,0.00202558,1,0,1,1,11818192.861,0.0147349093087372,-0.0127093293087372,"1982-93","Y1986"
"GBB. Gull","Q4",1986,20,"Sprat",4,1,5,0,500,500,5,5,11818200,1.35184,49,-19.1161,24,13,100,0.00914,0.0091436,50,50,0,0,0,15263400,0,57166.4,0.409612,0,0,0.00460994,1,0,1,1,11818192.861,0.00483715240327893,-0.000227212403278927,"1982-93","Y1986"
"GBB. Gull","Q4",1987,20,"Other",4,1,5,0,500,500,5,5,11044600,44.3654,49,-18.8816,0,0,-1,-1,9999,50,50,0.939093,0.905416,0.033677,-1,1e+07,1e+07,1,0.00171276,0,0.939093,1,1,1,1,11044646.078,0.905416065791294,0.0336769342087064,"1982-93","Y1987"
"GBB. Gull","Q4",1987,20,"Cod",4,1,5,0,500,500,5,5,11044600,0.480351,49,-18.8816,17,10,60,0.00246,0.00246365,50,50,0.0116854,0.00980308,0.0018823,12172.1,108272,345.468,11.5203,0.00019414,0,3.391e-05,1,1,1,1,11044646.078,3.12792277416787e-05,2.63077225832134e-06,"1982-93","Y1987"
"GBB. Gull","Q4",1987,20,"Cod",4,1,5,0,500,500,5,5,11044600,0.480351,49,-18.8816,17,11,70,0.00383,0.00382696,50,50,0,0,0,24332,0,1072.74,11.5203,0,0,0.00017347,1,0,1,1,11044646.078,9.71276030416952e-05,7.63423969583048e-05,"1982-93","Y1987"
"GBB. Gull","Q4",1987,20,"Cod",4,1,5,0,500,500,5,5,11044600,0.480351,49,-18.8816,17,12,86,0.00703,0.00689096,50,50,0,0,0,102819,0,8162.37,11.5203,0,0,0.00157001,1,0,1,1,11044646.078,0.000739034093293288,0.000830975906706712,"1982-93","Y1987"
"GBB. Gull","Q4",1987,20,"Cod",4,1,5,0,500,500,5,5,11044600,0.480351,49,-18.8816,17,13,112,0.01485,0.014657,50,50,0,0,0,584482,0,98691,11.5203,0,0,0.00990799,1,0,1,1,11044646.078,0.00893564169490085,0.000972348305099145,"1982-93","Y1987"
"GBB. Gull","Q4",1987,20,"Whiting",4,1,5,0,500,500,5,5,11044600,1.12658,49,-18.8816,18,11,70,0.00286,0.00286076,50,50,0.0116673,0.0229914,-0.0113241,243963,253932,2456.55,3.51981,0.000449257,0,7.54e-05,1,1,1,1,11044646.078,0.00022241998364196,-0.00014701998364196,"1982-93","Y1987"
"GBB. Gull","Q4",1987,20,"Whiting",4,1,5,0,500,500,5,5,11044600,1.12658,49,-18.8816,18,12,87,0.0054,0.00542762,50,50,0,0,0,627813,0,11993.9,3.51981,0,0,0.00098573,1,0,1,1,11044646.078,0.00108594697514942,-0.00010021697514942,"1982-93","Y1987"
"GBB. Gull","Q4",1987,20,"Whiting",4,1,5,0,500,500,5,5,11044600,1.12658,49,-18.8816,18,13,113,0.01185,0.0117249,50,50,0,0,0,5802880,0,239482,3.51981,0,0,0.0106062,1,0,1,1,11044646.078,0.0216830850267831,-0.0110768850267831,"1982-93","Y1987"
"GBB. Gull","Q4",1987,20,"Haddock",4,1,5,0,500,500,5,5,11044600,0.225423,49,-18.8816,19,12,89,0.00589,0.00590056,50,50,0.0116844,0.00460046,0.00708396,121073,50810.5,3107.55,4.34987,9.15859e-05,0,0.00043456,1,1,1,1,11044646.078,0.000281362569524973,0.000153197430475027,"1982-93","Y1987"
"GBB. Gull","Q4",1987,20,"Haddock",4,1,5,0,500,500,5,5,11044600,0.225423,49,-18.8816,19,13,113,0.01177,0.0115878,50,50,0,0,0,946388,0,47702.9,4.34987,0,0,0.0112499,1,0,1,1,11044646.078,0.00431909720448355,0.00693080279551645,"1982-93","Y1987"
"GBB. Gull","Q4",1987,20,"Herring",4,1,5,0,500,500,5,5,11044600,1.18161,49,-18.8816,21,14,166,0.04492,0.0437864,50,50,0.00703863,0.0241145,-0.0170758,10298800,266336,51410.2,0.114004,0.000470659,0,0.00186608,1,1,1,1,11044646.078,0.00465476210255436,-0.00278868210255436,"1982-93","Y1987"
"GBB. Gull","Q4",1987,20,"Herring",4,1,5,0,500,500,5,5,11044600,1.18161,49,-18.8816,21,15,218,0.10272,0.101644,50,50,0,0,0,10957500,0,126974,0.114004,0,0,0.00381042,1,0,1,1,11044646.078,0.0114964299537784,-0.00768600995377837,"1982-93","Y1987"
"GBB. Gull","Q4",1987,20,"Herring",4,1,5,0,500,500,5,5,11044600,1.18161,49,-18.8816,21,16,258,0.17166,0.171075,50,50,0,0,0,4509580,0,87951.6,0.114004,0,0,0.00136213,1,0,1,1,11044646.078,0.00796327916520495,-0.00660114916520495,"1982-93","Y1987"
"GBB. Gull","Q4",1987,20,"Nor. pout",4,1,5,0,500,500,5,5,11044600,0.704752,49,-18.8816,23,11,70,0.00353,0.00353165,50,50,0.0116734,0.0143827,-0.0027093,924834,158852,1509.5,0.46216,0.000283517,0,0.00011767,1,1,1,1,11044646.078,0.000136672555131196,-1.90025551311958e-05,"1982-93","Y1987"
"GBB. Gull","Q4",1987,20,"Nor. pout",4,1,5,0,500,500,5,5,11044600,0.704752,49,-18.8816,23,12,87,0.00687,0.00681935,50,50,0,0,0,15476500,0,48776.3,0.46216,0,0,0.00382944,1,0,1,1,11044646.078,0.00441628456498559,-0.000586844564985587,"1982-93","Y1987"
"GBB. Gull","Q4",1987,20,"Nor. pout",4,1,5,0,500,500,5,5,11044600,0.704752,49,-18.8816,23,13,105,0.01208,0.0120481,50,50,0,0,0,19497800,0,108566,0.46216,0,0,0.00772629,1,0,1,1,11044646.078,0.00982974005986976,-0.00210345005986976,"1982-93","Y1987"
"GBB. Gull","Q4",1987,20,"Sprat",4,1,5,0,500,500,5,5,11044600,0.915897,49,-18.8816,24,10,60,0.00189,0.00188589,50,50,0.00715778,0.0186918,-0.011534,23685900,206444,18296.9,0.409612,0.000366848,0,0.0001839,1,1,1,1,11044646.078,0.00165663072141767,-0.00147273072141767,"1982-93","Y1987"
"GBB. Gull","Q4",1987,20,"Sprat",4,1,5,0,500,500,5,5,11044600,0.915897,49,-18.8816,24,11,70,0.00304,0.00303674,50,50,0,0,0,27056500,0,33655.2,0.409612,0,0,0.00033836,1,0,1,1,11044646.078,0.00304719587774191,-0.00270883587774191,"1982-93","Y1987"
"GBB. Gull","Q4",1987,20,"Sprat",4,1,5,0,500,500,5,5,11044600,0.915897,49,-18.8816,24,12,86,0.00575,0.00573709,50,50,0,0,0,41412800,0,97319.3,0.409612,0,0,0.00202558,1,0,1,1,11044646.078,0.00881144577315626,-0.00678586577315626,"1982-93","Y1987"
"GBB. Gull","Q4",1987,20,"Sprat",4,1,5,0,500,500,5,5,11044600,0.915897,49,-18.8816,24,13,100,0.00914,0.0091436,50,50,0,0,0,15265000,0,57172.6,0.409612,0,0,0.00460994,1,0,1,1,11044646.078,0.00517649905630593,-0.000566559056305931,"1982-93","Y1987"
"GBB. Gull","Q4",1991,21,"Other",4,1,5,0,500,500,5,5,11383100,43.0463,49,-19.9518,0,0,-1,-1,9999,50,50,0.939093,0.878497,0.0605961,-1,1e+07,1e+07,1,0.0021348,0,0.939093,1,1,1,1,11383080.296,0.878496833894248,0.0605961661057519,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Cod",4,1,5,0,500,500,5,5,11383100,0.699345,49,-19.9518,17,10,60,0.00246,0.00246365,50,50,0.0116854,0.0142724,-0.00258697,16870.8,162463,478.826,11.5203,0.000281373,0,3.391e-05,1,1,1,1,11383080.296,4.20647124986247e-05,-8.15471249862473e-06,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Cod",4,1,5,0,500,500,5,5,11383100,0.699345,49,-19.9518,17,11,70,0.00383,0.00382696,50,50,0,0,0,33724.6,0,1486.83,11.5203,0,0,0.00017347,1,0,1,1,11383080.296,0.000130617544753898,4.28524552461015e-05,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Cod",4,1,5,0,500,500,5,5,11383100,0.699345,49,-19.9518,17,12,86,0.00703,0.00689096,50,50,0,0,0,142510,0,11313.2,11.5203,0,0,0.00157001,1,0,1,1,11383080.296,0.000993861038121241,0.000576148961878759,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Cod",4,1,5,0,500,500,5,5,11383100,0.699345,49,-19.9518,17,13,106,0.01243,0.0125235,50,50,0,0,0,283661,0,40924.8,11.5203,0,0,0.00548844,1,0,1,1,11383080.296,0.00359523072277553,0.00189320927722447,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Cod",4,1,5,0,500,500,5,5,11383100,0.699345,49,-19.9518,17,14,120,0.01785,0.0178506,50,50,0,0,0,526444,0,108260,11.5203,0,0,0.00441955,1,0,1,1,11383080.296,0.00951060672373913,-0.00509105672373913,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Whiting",4,1,5,0,500,500,5,5,11383100,0.966502,49,-19.9518,18,11,70,0.00286,0.00286076,50,50,0.0116673,0.0197245,-0.00805721,201873,224526,2032.73,3.51981,0.00038671,0,7.54e-05,1,1,1,1,11383080.296,0.000178574686916185,-0.000103174686916185,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Whiting",4,1,5,0,500,500,5,5,11383100,0.966502,49,-19.9518,18,12,87,0.0054,0.00542762,50,50,0,0,0,519499,0,9924.61,3.51981,0,0,0.00098573,1,0,1,1,11383080.296,0.000871873846263519,0.000113856153736481,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Whiting",4,1,5,0,500,500,5,5,11383100,0.966502,49,-19.9518,18,13,106,0.00977,0.00971186,50,50,0,0,0,1569710,0,53658.9,3.51981,0,0,0.00538531,1,0,1,1,11383080.296,0.00471391737602481,0.000671392623975193,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Whiting",4,1,5,0,500,500,5,5,11383100,0.966502,49,-19.9518,18,14,120,0.014,0.0139958,50,50,0,0,0,3225770,0,158910,3.51981,0,0,0.00522089,1,0,1,1,11383080.296,0.0139601931874135,-0.00873930318741349,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Haddock",4,1,5,0,500,500,5,5,11383100,0.876108,49,-19.9518,19,12,89,0.00589,0.00590056,50,50,0.0116844,0.0178797,-0.00619533,461854,203527,11854.2,4.34987,0.000351201,0,0.00043456,1,1,1,1,11383080.296,0.00104138771683492,-0.000606827716834919,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Haddock",4,1,5,0,500,500,5,5,11383100,0.876108,49,-19.9518,19,13,106,0.00974,0.00967146,50,50,0,0,0,1358060,0,57133.1,4.34987,0,0,0.00552853,1,0,1,1,11383080.296,0.00501912474605635,0.000509405253943654,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Haddock",4,1,5,0,500,500,5,5,11383100,0.876108,49,-19.9518,19,14,120,0.01373,0.0137337,50,50,0,0,0,2252090,0,134539,4.34987,0,0,0.00572133,1,0,1,1,11383080.296,0.0118192085535298,-0.00609787855352982,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Herring",4,1,5,0,500,500,5,5,11383100,0.767741,49,-19.9518,21,15,166,0.04492,0.0437864,50,50,0.00703863,0.0156682,-0.00862955,5460260,178352,27256.7,0.114004,0.000308454,0,0.00186608,1,1,1,1,11383080.296,0.00239449246524054,-0.000528412465240535,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Herring",4,1,5,0,500,500,5,5,11383100,0.767741,49,-19.9518,21,16,218,0.10272,0.101644,50,50,0,0,0,5531000,0,64092.7,0.114004,0,0,0.00381042,1,0,1,1,11383080.296,0.00563052340257339,-0.00182010340257339,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Herring",4,1,5,0,500,500,5,5,11383100,0.767741,49,-19.9518,21,17,258,0.17166,0.171075,50,50,0,0,0,4460920,0,87002.7,0.114004,0,0,0.00136213,1,0,1,1,11383080.296,0.00764315964902511,-0.00628102964902511,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Nor. pout",4,1,5,0,500,500,5,5,11383100,1.68505,49,-19.9518,23,11,70,0.00353,0.00353165,50,50,0.0116734,0.0343888,-0.0227154,2337170,391451,3814.7,0.46216,0.000664125,0,0.00011767,1,1,1,1,11383080.296,0.000335120187225639,-0.000217450187225639,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Nor. pout",4,1,5,0,500,500,5,5,11383100,1.68505,49,-19.9518,23,12,87,0.00687,0.00681935,50,50,0,0,0,39111100,0,123264,0.46216,0,0,0.00382944,1,0,1,1,11383080.296,0.0108287033733141,-0.00699926337331406,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Nor. pout",4,1,5,0,500,500,5,5,11383100,1.68505,49,-19.9518,23,13,103,0.01148,0.0113668,50,50,0,0,0,43118200,0,226513,0.46216,0,0,0.00702191,1,0,1,1,11383080.296,0.0198990953335888,-0.0128771853335888,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Nor. pout",4,1,5,0,500,500,5,5,11383100,1.68505,49,-19.9518,23,14,120,0.01805,0.018048,50,50,0,0,0,4538960,0,37859.8,0.46216,0,0,0.00070438,1,0,1,1,11383080.296,0.00332597144318695,-0.00262159144318695,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Sprat",4,1,5,0,500,500,5,5,11383100,0.9589,49,-19.9518,24,10,60,0.00189,0.00188589,50,50,0.00715778,0.0195694,-0.0124116,30085100,222760,23240.2,0.409612,0.000383729,0,0.0001839,1,1,1,1,11383080.296,0.00204164421190691,-0.00185774421190691,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Sprat",4,1,5,0,500,500,5,5,11383100,0.9589,49,-19.9518,24,11,70,0.00304,0.00303674,50,50,0,0,0,34324800,0,42696.2,0.409612,0,0,0.00033836,1,0,1,1,11383080.296,0.00375084765193156,-0.00341248765193156,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Sprat",4,1,5,0,500,500,5,5,11383100,0.9589,49,-19.9518,24,12,86,0.00575,0.00573709,50,50,0,0,0,52133000,0,122512,0.409612,0,0,0.00202558,1,0,1,1,11383080.296,0.0107626404114052,-0.00873706041140521,"1982-93","Y1991"
"GBB. Gull","Q4",1991,21,"Sprat",4,1,5,0,500,500,5,5,11383100,0.9589,49,-19.9518,24,13,100,0.00914,0.0091436,50,50,0,0,0,9161290,0,34312.1,0.409612,0,0,0.00460994,1,0,1,1,11383080.296,0.00301430712142628,0.00159563287857372,"1982-93","Y1991"
"Grey seal","Q1",1985,24,"Other",1,1,15,0,1000,1000,10,10,3506310,13.9748,49,-16.7551,0,0,-1,-1,9999,100,100,0.31467,0.2852,0.0294704,-1,1e+06,1e+06,1,0.00407722,0,0.31467,1,1,1,1,3506310.3912,0.285200078837789,0.0294699211622106,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Cod",1,1,15,0,1000,1000,10,10,3506310,6.08887,49,-16.7551,17,13,110,0.0106,0.0139215,100,100,0.154519,0.124263,0.0302565,244258,435703,6155.68,1.81025,0.00217643,0,0.00016306,1,1,1,1,3506310.3912,0.0017556004213002,-0.0015925404213002,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Cod",1,1,15,0,1000,1000,10,10,3506310,6.08887,49,-16.7551,17,14,165,0.03377,0.0443402,100,100,0,0,0,186511,0,14970.7,1.81025,0,0,0.00087735,1,0,1,1,3506310.3912,0.00426964482025689,-0.00339229482025689,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Cod",1,1,15,0,1000,1000,10,10,3506310,6.08887,49,-16.7551,17,15,220,0.07682,0.100869,100,100,0,0,0,100748,0,18396.6,1.81025,0,0,0.00265115,1,0,1,1,3506310.3912,0.00524671177034727,-0.00259556177034727,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Cod",1,1,15,0,1000,1000,10,10,3506310,6.08887,49,-16.7551,17,16,275,0.14534,0.190828,100,100,0,0,0,111144,0,38394.4,1.81025,0,0,0.00681426,1,0,1,1,3506310.3912,0.0109500859069296,-0.00413582590692962,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Cod",1,1,15,0,1000,1000,10,10,3506310,6.08887,49,-16.7551,17,17,330,0.24468,0.32127,100,100,0,0,0,127245,0,74003,1.81025,0,0,0.0118994,1,0,1,1,3506310.3912,0.0211056614342329,-0.00920626143423293,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Cod",1,1,15,0,1000,1000,10,10,3506310,6.08887,49,-16.7551,17,18,385,0.38008,0.49905,100,100,0,0,0,78002.7,0,70468.1,1.81025,0,0,0.0157225,1,0,1,1,3506310.3912,0.0200975076755492,-0.00437500767554922,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Cod",1,1,15,0,1000,1000,10,10,3506310,6.08887,49,-16.7551,17,19,440,0.55663,0.730857,100,100,0,0,0,56755.4,0,75089.5,1.81025,0,0,0.0523361,1,0,1,1,3506310.3912,0.0214155313198902,0.0309205686801098,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Cod",1,1,15,0,1000,1000,10,10,3506310,6.08887,49,-16.7551,17,20,550,1.05306,1.38266,100,100,0,0,0,21691.5,0,54293,1.81025,0,0,0.047883,1,0,1,1,3506310.3912,0.0154843678803401,0.0323986321196599,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Cod",1,1,15,0,1000,1000,10,10,3506310,6.08887,49,-16.7551,17,21,660,1.77288,2.32779,100,100,0,0,0,9329.98,0,39315.4,1.81025,0,0,0.0135859,1,0,1,1,3506310.3912,0.0112127551795392,0.00237314482046078,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Cod",1,1,15,0,1000,1000,10,10,3506310,6.08887,49,-16.7551,17,22,770,2.75393,3.6159,100,100,0,0,0,6816.19,0,44616.8,1.81025,0,0,0.00258648,1,0,1,1,3506310.3912,0.0127247148774899,-0.0101382348774899,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Whiting",1,1,15,0,1000,1000,10,10,3506310,1.32524,49,-16.7551,18,13,110,0.00818,0.0108315,100,100,0.0315055,0.0270456,0.00445987,1698830,94830.4,4518.87,0.24558,0.000526284,0,0.00159919,1,1,1,1,3506310.3912,0.00128878208025772,0.000310407919742279,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Whiting",1,1,15,0,1000,1000,10,10,3506310,1.32524,49,-16.7551,18,14,165,0.02701,0.0357587,100,100,0,0,0,2514080,0,22077.7,0.24558,0,0,0.00739313,1,0,1,1,3506310.3912,0.00629656178055706,0.00109656821944294,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Whiting",1,1,15,0,1000,1000,10,10,3506310,1.32524,49,-16.7551,18,15,220,0.06302,0.0834453,100,100,0,0,0,1534090,0,31437.3,0.24558,0,0,0.0101167,1,0,1,1,3506310.3912,0.00896592043844724,0.00115077956155276,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Whiting",1,1,15,0,1000,1000,10,10,3506310,1.32524,49,-16.7551,18,16,275,0.1216,0.161013,100,100,0,0,0,694879,0,27476.5,0.24558,0,0,0.00692881,1,0,1,1,3506310.3912,0.00783629996618652,-0.00090748996618652,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Whiting",1,1,15,0,1000,1000,10,10,3506310,1.32524,49,-16.7551,18,17,330,0.20805,0.275484,100,100,0,0,0,113380,0,7670.53,0.24558,0,0,0.00433359,1,0,1,1,3506310.3912,0.00218763576072763,0.00214595423927237,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Whiting",1,1,15,0,1000,1000,10,10,3506310,1.32524,49,-16.7551,18,18,385,0.32762,0.433805,100,100,0,0,0,12126,0,1291.83,0.24558,0,0,0.00101148,1,0,1,1,3506310.3912,0.000368430017845021,0.000643049982154979,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Whiting",1,1,15,0,1000,1000,10,10,3506310,1.32524,49,-16.7551,18,19,440,0.4855,0.642859,100,100,0,0,0,2265.19,0,357.613,0.24558,0,0,0.00012263,1,0,1,1,3506310.3912,0.000101991255793418,2.06387442065816e-05,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Haddock",1,1,15,0,1000,1000,10,10,3506310,2.39908,49,-16.7551,19,13,110,0.0082,0.0107391,100,100,0.0184253,0.0489607,-0.0305354,662584,171672,3646.12,0.512417,0.000931272,0,2.592e-05,1,1,1,1,3506310.3912,0.00103987371145204,-0.00101395371145204,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Haddock",1,1,15,0,1000,1000,10,10,3506310,2.39908,49,-16.7551,19,14,165,0.02581,0.0337863,100,100,0,0,0,1339010,0,23181.9,0.512417,0,0,0.00027532,1,0,1,1,3506310.3912,0.00661147970760975,-0.00633615970760975,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Haddock",1,1,15,0,1000,1000,10,10,3506310,2.39908,49,-16.7551,19,15,220,0.0582,0.0761935,100,100,0,0,0,793545,0,30982.3,0.512417,0,0,0.0009652,1,0,1,1,3506310.3912,0.00883615440257604,-0.00787095440257604,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Haddock",1,1,15,0,1000,1000,10,10,3506310,2.39908,49,-16.7551,19,16,275,0.10936,0.143174,100,100,0,0,0,878213,0,64429.8,0.512417,0,0,0.00250398,1,0,1,1,3506310.3912,0.018375384039503,-0.015871404039503,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Haddock",1,1,15,0,1000,1000,10,10,3506310,2.39908,49,-16.7551,19,17,330,0.1831,0.239714,100,100,0,0,0,249538,0,30651.6,0.512417,0,0,0.00469049,1,0,1,1,3506310.3912,0.00874183873650438,-0.00405134873650438,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Haddock",1,1,15,0,1000,1000,10,10,3506310,2.39908,49,-16.7551,19,18,385,0.28309,0.370628,100,100,0,0,0,49303.2,0,9363.47,0.512417,0,0,0.00518028,1,0,1,1,3506310.3912,0.00267046238219528,0.00250981761780472,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Haddock",1,1,15,0,1000,1000,10,10,3506310,2.39908,49,-16.7551,19,19,440,0.41292,0.540592,100,100,0,0,0,26944.6,0,7463.88,0.512417,0,0,0.00445519,1,0,1,1,3506310.3912,0.0021286991644358,0.0023264908355642,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Haddock",1,1,15,0,1000,1000,10,10,3506310,2.39908,49,-16.7551,19,20,550,0.7759,1.01582,100,100,0,0,0,3751.23,0,1952.6,0.512417,0,0,0.00032891,1,0,1,1,3506310.3912,0.000556881673938667,-0.000227971673938667,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Herring",1,1,15,0,1000,1000,10,10,3506310,0.257025,49,-16.7551,21,14,165,0.03201,0.0429764,100,100,0.00431075,0.0052454,-0.000934652,6676210,18392,2666.35,0.00929303,0.000104358,0,0.00010245,1,1,1,1,3506310.3912,0.00076044323020914,-0.00065799323020914,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Herring",1,1,15,0,1000,1000,10,10,3506310,0.257025,49,-16.7551,21,15,220,0.07788,0.104554,100,100,0,0,0,7600250,0,7384.58,0.00929303,0,0,0.00092958,1,0,1,1,3506310.3912,0.00210608279818396,-0.00117650279818396,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Herring",1,1,15,0,1000,1000,10,10,3506310,0.257025,49,-16.7551,21,16,275,0.15521,0.208368,100,100,0,0,0,3975840,0,7698.7,0.00929303,0,0,0.00181118,1,0,1,1,3506310.3912,0.00219566984694849,-0.000384489846948489,"1982-93","Y1985"
"Grey seal","Q1",1985,24,"Herring",1,1,15,0,1000,1000,10,10,3506310,0.257025,49,-16.7551,21,17,330,0.27265,0.366044,100,100,0,0,0,188845,0,642.385,0.00929303,0,0,0.00146754,1,0,1,1,3506310.3912,0.000183208252644213,0.00128433174735579,"1982-93","Y1985"
