Year Quarter.no Area Predator.no Size.model Predator.length.class Predator.length Predator.length.mean  Predator.size Prey.no Prey.length.class Prey.length.mean Prey.weight Prey.size size.ratio N.haul stomcon stomcon.input use_like use_avail use_prey Y YQ YQP YQPL YQPLP YQPLPL
1985 1 1 17 0 23 800 739 3.21535 18 15 220 0.0689 0.0834453 0.0259522 44 0 0.0128764 0 1 1 2 5 64 168 766 15
1985 1 1 17 0 23 800 739 3.21535 18 16 275 0.12487 0.161013 0.0500763 44 0 0.0205911 0 1 1 2 5 64 168 766 16
1985 1 1 17 0 23 800 739 3.21535 19 13 110 0.00907 0.0107391 0.00333994 44 0.0902844 0.000458 1 1 1 2 5 64 168 767 13
1985 1 1 17 0 23 800 739 3.21535 19 14 165 0.0275 0.0337863 0.0105078 44 0 0.00415881 0 1 1 2 5 64 168 767 14
1985 1 1 17 0 23 800 739 3.21535 19 15 220 0.06038 0.0761935 0.0236968 44 0 0.0416348 0 1 1 2 5 64 168 767 15
1985 1 1 17 0 23 800 739 3.21535 19 16 275 0.11113 0.143174 0.0445282 44 0 0.0404526 0 1 1 2 5 64 168 767 16
1985 1 1 17 0 23 800 739 3.21535 19 17 330 0.18294 0.239714 0.074553 44 0 0.00358014 0 1 1 2 5 64 168 767 17
1985 1 1 17 0 23 800 739 3.21535 21 13 110 0.01002 0.0122754 0.00381777 44 0.243195 0.0384306 1 1 1 2 5 64 168 768 13
1985 1 1 17 0 23 800 739 3.21535 21 14 165 0.0297 0.0429764 0.013366 44 0 0.0290882 0 1 1 2 5 64 168 768 14
1985 1 1 17 0 23 800 739 3.21535 21 15 220 0.06418 0.104554 0.0325171 44 0 0.09534 0 1 1 2 5 64 168 768 15
1985 1 1 17 0 23 800 739 3.21535 21 16 275 0.11669 0.208368 0.0648042 44 0 0.0783562 0 1 1 2 5 64 168 768 16
1985 1 1 17 0 23 800 739 3.21535 21 17 330 0.19017 0.366044 0.113843 44 0 0.00198033 0 1 1 2 5 64 168 768 17
1985 1 1 17 0 23 800 739 3.21535 22 12 88 0.00175 0.00354939 0.00110389 44 0.00269773 0.00069155 1 1 1 2 5 64 168 769 12
1985 1 1 17 0 23 800 739 3.21535 22 13 110 0.00329 0.00744552 0.00231562 44 0 0.00200618 0 1 1 2 5 64 168 769 13
1985 1 1 17 0 23 800 739 3.21535 23 11 77 0.00292 0.00471251 0.00146563 44 0.118583 3.408e-005 1 1 1 2 5 64 168 770 11
1985 1 1 17 0 23 800 739 3.21535 23 12 88 0.00423 0.00705935 0.00219552 44 0 0.00249402 0 1 1 2 5 64 168 770 12
1985 1 1 17 0 23 800 739 3.21535 23 13 110 0.00784 0.0138696 0.00431355 44 0 0.0874517 0 1 1 2 5 64 168 770 13
1985 1 1 17 0 23 800 739 3.21535 23 14 165 0.02404 0.0473155 0.0147155 44 0 0.0286032 0 1 1 2 5 64 168 770 14
1985 1 1 17 0 23 800 739 3.21535 24 10 66 0.00196 0.00253184 0.000787423 44 0.0230399 0.00021461 1 1 1 2 5 64 168 771 10
1985 1 1 17 0 23 800 739 3.21535 24 11 77 0.00304 0.00407688 0.00126794 44 0 1e-006 0 1 1 2 5 64 168 771 11
1985 1 1 17 0 23 800 739 3.21535 24 12 88 0.00444 0.00615952 0.00191566 44 0 0.0174659 0 1 1 2 5 64 168 771 12
1985 1 1 17 0 23 800 739 3.21535 24 13 110 0.00837 0.0122754 0.00381777 44 0 0.00535839 0 1 1 2 5 64 168 771 13
1985 1 1 17 0 24 1000 880 5.29548 0 0 9999 -1 9999 1888.21 20 0.783403 0.783403 1 1 1 2 5 64 169 772 0
1985 1 1 17 0 24 1000 880 5.29548 17 15 220 0.06191 0.100869 0.0190482 20 0.017504 0.00233967 1 1 1 2 5 64 169 773 15
1985 1 1 17 0 24 1000 880 5.29548 17 16 275 0.11061 0.190828 0.036036 20 0 0.0151643 0 1 1 2 5 64 169 773 16
1985 1 1 17 0 24 1000 880 5.29548 18 13 110 0.01087 0.0108315 0.00204542 20 0.142773 0.00327081 1 1 1 2 5 64 169 774 13
1985 1 1 17 0 24 1000 880 5.29548 18 14 165 0.03202 0.0357587 0.00675269 20 0 1e-006 0 1 1 2 5 64 169 774 14
1985 1 1 17 0 24 1000 880 5.29548 18 15 220 0.0689 0.0834453 0.0157578 20 0 0.108172 0 1 1 2 5 64 169 774 15
1985 1 1 17 0 24 1000 880 5.29548 18 16 275 0.12487 0.161013 0.0304057 20 0 0.0189725 0 1 1 2 5 64 169 774 16
1985 1 1 17 0 24 1000 880 5.29548 18 17 330 0.20296 0.275484 0.0520224 20 0 0.0123566 0 1 1 2 5 64 169 774 17
1985 1 1 17 0 24 1000 880 5.29548 21 13 110 0.01002 0.0122754 0.0023181 20 0.0528056 0.0240628 1 1 1 2 5 64 169 775 13
1985 1 1 17 0 24 1000 880 5.29548 21 14 165 0.0297 0.0429764 0.00811567 20 0 0.0137047 0 1 1 2 5 64 169 775 14
1985 1 1 17 0 24 1000 880 5.29548 21 15 220 0.06418 0.104554 0.019744 20 0 0.0150381 0 1 1 2 5 64 169 775 15
1985 1 1 17 0 24 1000 880 5.29548 23 12 88 0.00423 0.00705935 0.00133309 20 0.00200889 0.00087178 1 1 1 2 5 64 169 776 12
1985 1 1 17 0 24 1000 880 5.29548 23 13 110 0.00784 0.0138696 0.00261913 20 0 0.00113711 0 1 1 2 5 64 169 776 13
1985 1 1 17 0 24 1000 880 5.29548 24 13 110 0.00837 0.0122754 0.0023181 20 0.00150582 0.00150582 1 1 1 2 5 64 169 777 13
1985 1 1 18 0 13 100 107 0.00998422 0 0 9999 -1 9999 1.00148e+006 87 0.84677 0.84677 1 1 1 2 5 65 170 778 0
1985 1 1 18 0 13 100 107 0.00998422 22 11 77 0.00145 0.00227835 0.228195 87 0.0230035 0.0230035 1 1 1 2 5 65 170 779 11
1985 1 1 18 0 13 100 107 0.00998422 24 9 55 0.00113 0.00144123 0.144351 87 0.130226 0.10343 1 1 1 2 5 65 170 780 9
1985 1 1 18 0 13 100 107 0.00998422 24 10 66 0.00189 0.00253184 0.253584 87 0 1e-006 0 1 1 2 5 65 170 780 10
1985 1 1 18 0 13 100 107 0.00998422 24 11 77 0.00293 0.00407688 0.408333 87 0 0.0267953 0 1 1 2 5 65 170 780 11
1985 1 1 18 0 14 150 132 0.0185321 0 0 9999 -1 9999 539551 94 0.658459 0.658459 1 1 1 2 5 65 171 781 0
1985 1 1 18 0 14 150 132 0.0185321 22 11 77 0.00145 0.00227835 0.122941 94 0.0660977 0.0224138 1 1 1 2 5 65 171 782 11
1985 1 1 18 0 14 150 132 0.0185321 22 12 88 0.00211 0.00354939 0.191527 94 0 1e-006 0 1 1 2 5 65 171 782 12
1985 1 1 18 0 14 150 132 0.0185321 22 13 110 0.00396 0.00744552 0.401764 94 0 0.0436829 0 1 1 2 5 65 171 782 13
1985 1 1 18 0 14 150 132 0.0185321 23 11 77 0.00263 0.00471251 0.254289 94 0.0321265 0.0321265 1 1 1 2 5 65 171 783 11
1985 1 1 18 0 14 150 132 0.0185321 24 9 55 0.00113 0.00144123 0.0777697 94 0.243316 0.156262 1 1 1 2 5 65 171 784 9
1985 1 1 18 0 14 150 132 0.0185321 24 10 66 0.00189 0.00253184 0.136619 94 0 1e-006 0 1 1 2 5 65 171 784 10
1985 1 1 18 0 14 150 132 0.0185321 24 11 77 0.00293 0.00407688 0.219991 94 0 0.0870533 0 1 1 2 5 65 171 784 11
1985 1 1 18 0 15 200 166 0.0364009 0 0 9999 -1 9999 274691 104 0.363076 0.350508 1 1 1 2 5 65 172 785 0
1985 1 1 18 0 15 200 166 0.0364009 18 13 110 0.01138 0.0108315 0.297561 104 0.0232367 0.0224324 1 1 1 2 5 65 172 786 13
1985 1 1 18 0 15 200 166 0.0364009 21 11 77 0.00475 0.00407688 0.112 104 0.0203443 0.01964 1 1 1 2 5 65 172 787 11
1985 1 1 18 0 15 200 166 0.0364009 22 11 77 0.00145 0.00227835 0.0625905 104 0.0510133 0.0328409 1 1 1 2 5 65 172 788 11
1985 1 1 18 0 15 200 166 0.0364009 22 12 88 0.00211 0.00354939 0.0975084 104 0 1e-006 0 1 1 2 5 65 172 788 12
1985 1 1 18 0 15 200 166 0.0364009 22 13 110 0.00396 0.00744552 0.204542 104 0 0.0164055 0 1 1 2 5 65 172 788 13
1985 1 1 18 0 15 200 166 0.0364009 22 14 165 0.01243 0.02861 0.78597 104 0 0.0106159 0 1 1 2 5 65 172 788 14
1985 1 1 18 0 15 200 166 0.0364009 23 11 77 0.00263 0.00471251 0.129461 104 0.449523 0.174498 1 1 1 2 5 65 172 789 11
1985 1 1 18 0 15 200 166 0.0364009 23 12 88 0.0038 0.00705935 0.193934 104 0 1e-006 0 1 1 2 5 65 172 789 12
1985 1 1 18 0 15 200 166 0.0364009 23 13 110 0.00705 0.0138696 0.381023 104 0 0.259463 0 1 1 2 5 65 172 789 13
1985 1 1 18 0 15 200 166 0.0364009 23 14 165 0.02162 0.0473155 1.29984 104 0 0.0239997 0 1 1 2 5 65 172 789 14
1985 1 1 18 0 15 200 166 0.0364009 24 9 55 0.00113 0.00144123 0.0395934 104 0.0928071 0.0325169 1 1 1 2 5 65 172 790 9
1985 1 1 18 0 15 200 166 0.0364009 24 10 66 0.00189 0.00253184 0.0695543 104 0 1e-006 0 1 1 2 5 65 172 790 10
1985 1 1 18 0 15 200 166 0.0364009 24 11 77 0.00293 0.00407688 0.112 104 0 0.0432658 0 1 1 2 5 65 172 790 11
1985 1 1 18 0 15 200 166 0.0364009 24 12 88 0.00429 0.00615952 0.169213 104 0 1e-006 0 1 1 2 5 65 172 790 12
1985 1 1 18 0 15 200 166 0.0364009 24 13 110 0.00808 0.0122754 0.337229 104 0 0.0138098 0 1 1 2 5 65 172 790 13
1985 1 1 18 0 16 250 224 0.0879938 0 0 9999 -1 9999 113633 93 0.101931 0.101931 1 1 1 2 5 65 173 791 0
1985 1 1 18 0 16 250 224 0.0879938 18 13 110 0.01138 0.0108315 0.123094 93 0.0190591 0.0190591 1 1 1 2 5 65 173 792 13
1985 1 1 18 0 16 250 224 0.0879938 19 13 110 0.00856 0.0107391 0.122043 93 0.0406902 0.0375704 1 1 1 2 5 65 173 793 13
1985 1 1 18 0 16 250 224 0.0879938 19 14 165 0.02595 0.0337863 0.383963 93 0 0.00311989 0 1 1 2 5 65 173 793 14
1985 1 1 18 0 16 250 224 0.0879938 21 11 77 0.00475 0.00407688 0.0463315 93 0.1235 0.00458417 1 1 1 2 5 65 173 794 11
1985 1 1 18 0 16 250 224 0.0879938 21 12 88 0.0068 0.00615952 0.0699994 93 0 1e-006 0 1 1 2 5 65 173 794 12
1985 1 1 18 0 16 250 224 0.0879938 21 13 110 0.01236 0.0122754 0.139504 93 0 0.106842 0 1 1 2 5 65 173 794 13
1985 1 1 18 0 16 250 224 0.0879938 21 14 165 0.03663 0.0429764 0.488402 93 0 0.0120723 0 1 1 2 5 65 173 794 14
1985 1 1 18 0 16 250 224 0.0879938 22 11 77 0.00145 0.00227835 0.0258922 93 0.0416031 0.0009934 1 1 1 2 5 65 173 795 11
1985 1 1 18 0 16 250 224 0.0879938 22 12 88 0.00211 0.00354939 0.0403368 93 0 1e-006 0 1 1 2 5 65 173 795 12
1985 1 1 18 0 16 250 224 0.0879938 22 13 110 0.00396 0.00744552 0.0846141 93 0 0.0351121 0 1 1 2 5 65 173 795 13
1985 1 1 18 0 16 250 224 0.0879938 22 14 165 0.01243 0.02861 0.325137 93 0 0.00549661 0 1 1 2 5 65 173 795 14
1985 1 1 18 0 16 250 224 0.0879938 23 11 77 0.00263 0.00471251 0.053555 93 0.593365 0.160507 1 1 1 2 5 65 173 796 11
1985 1 1 18 0 16 250 224 0.0879938 23 12 88 0.0038 0.00705935 0.0802255 93 0 1e-006 0 1 1 2 5 65 173 796 12
1985 1 1 18 0 16 250 224 0.0879938 23 13 110 0.00705 0.0138696 0.15762 93 0 0.373986 0 1 1 2 5 65 173 796 13
1985 1 1 18 0 16 250 224 0.0879938 23 14 165 0.02162 0.0473155 0.537714 93 0 0.0588702 0 1 1 2 5 65 173 796 14
1985 1 1 18 0 16 250 224 0.0879938 24 9 55 0.00113 0.00144123 0.0163788 93 0.0798527 0.0291064 1 1 1 2 5 65 173 797 9
1985 1 1 18 0 16 250 224 0.0879938 24 10 66 0.00189 0.00253184 0.0287729 93 0 1e-006 0 1 1 2 5 65 173 797 10
1985 1 1 18 0 16 250 224 0.0879938 24 11 77 0.00293 0.00407688 0.0463315 93 0 0.0387246 0 1 1 2 5 65 173 797 11
1985 1 1 18 0 16 250 224 0.0879938 24 12 88 0.00429 0.00615952 0.0699994 93 0 1e-006 0 1 1 2 5 65 173 797 12
1985 1 1 18 0 16 250 224 0.0879938 24 13 110 0.00808 0.0122754 0.139504 93 0 0.0120197 0 1 1 2 5 65 173 797 13
1985 1 1 18 0 17 300 266 0.14598 0 0 9999 -1 9999 68495.8 74 0.121422 0.121422 1 1 1 2 5 65 174 798 0
1985 1 1 18 0 17 300 266 0.14598 18 13 110 0.01138 0.0108315 0.0741985 74 0.0091509 0.0091509 1 1 1 2 5 65 174 799 13
1985 1 1 18 0 17 300 266 0.14598 19 13 110 0.00856 0.0107391 0.0735654 74 0.0140168 0.0140168 1 1 1 2 5 65 174 800 13
1985 1 1 18 0 17 300 266 0.14598 21 11 77 0.00475 0.00407688 0.0279277 74 0.0669736 0.0173966 1 1 1 2 5 65 174 801 11
1985 1 1 18 0 17 300 266 0.14598 21 12 88 0.0068 0.00615952 0.0421943 74 0 1e-006 0 1 1 2 5 65 174 801 12
1985 1 1 18 0 17 300 266 0.14598 21 13 110 0.01236 0.0122754 0.08409 74 0 0.0337611 0 1 1 2 5 65 174 801 13
1985 1 1 18 0 17 300 266 0.14598 21 14 165 0.03663 0.0429764 0.294399 74 0 0.0158149 0 1 1 2 5 65 174 801 14
1985 1 1 18 0 17 300 266 0.14598 22 11 77 0.00145 0.00227835 0.0156073 74 0.150232 0.0071419 1 1 1 2 5 65 174 802 11
1985 1 1 18 0 17 300 266 0.14598 22 12 88 0.00211 0.00354939 0.0243142 74 0 1e-006 0 1 1 2 5 65 174 802 12
1985 1 1 18 0 17 300 266 0.14598 22 13 110 0.00396 0.00744552 0.0510037 74 0 0.0667576 0 1 1 2 5 65 174 802 13
1985 1 1 18 0 17 300 266 0.14598 22 14 165 0.01243 0.02861 0.195986 74 0 0.0426976 0 1 1 2 5 65 174 802 14
1985 1 1 18 0 17 300 266 0.14598 22 15 220 0.02798 0.0743557 0.509356 74 0 0.0336335 0 1 1 2 5 65 174 802 15
1985 1 1 18 0 17 300 266 0.14598 23 11 77 0.00263 0.00471251 0.0322819 74 0.552491 0.179653 1 1 1 2 5 65 174 803 11
1985 1 1 18 0 17 300 266 0.14598 23 12 88 0.0038 0.00705935 0.0483584 74 0 1e-006 0 1 1 2 5 65 174 803 12
1985 1 1 18 0 17 300 266 0.14598 23 13 110 0.00705 0.0138696 0.0950102 74 0 0.372837 0 1 1 2 5 65 174 803 13
1985 1 1 18 0 17 300 266 0.14598 24 9 55 0.00113 0.00144123 0.00987282 74 0.0857139 0.00845917 1 1 1 2 5 65 174 804 9
1985 1 1 18 0 17 300 266 0.14598 24 10 66 0.00189 0.00253184 0.0173438 74 0 1e-006 0 1 1 2 5 65 174 804 10
1985 1 1 18 0 17 300 266 0.14598 24 11 77 0.00293 0.00407688 0.0279277 74 0 0.0541596 0 1 1 2 5 65 174 804 11
1985 1 1 18 0 17 300 266 0.14598 24 12 88 0.00429 0.00615952 0.0421943 74 0 1e-006 0 1 1 2 5 65 174 804 12
1985 1 1 18 0 17 300 266 0.14598 24 13 110 0.00808 0.0122754 0.08409 74 0 0.0230931 0 1 1 2 5 65 174 804 13
1985 1 1 18 0 18 350 313 0.235742 0 0 9999 -1 9999 42415 42 0.0661405 0.0661405 1 1 1 2 5 65 175 805 0
1985 1 1 18 0 18 350 313 0.235742 18 13 110 0.01138 0.0108315 0.0459463 42 0.0948283 0.0102656 1 1 1 2 5 65 175 806 13
1985 1 1 18 0 18 350 313 0.235742 18 14 165 0.03353 0.0357587 0.151686 42 0 0.0845628 0 1 1 2 5 65 175 806 14
1985 1 1 18 0 18 350 313 0.235742 19 13 110 0.00856 0.0107391 0.0455543 42 0.0400584 0.0400584 1 1 1 2 5 65 175 807 13
1985 1 1 18 0 18 350 313 0.235742 21 11 77 0.00475 0.00407688 0.0172938 42 0.113364 0.00021042 1 1 1 2 5 65 175 808 11
1985 1 1 18 0 18 350 313 0.235742 21 12 88 0.0068 0.00615952 0.0261282 42 0 1e-006 0 1 1 2 5 65 175 808 12
1985 1 1 18 0 18 350 313 0.235742 21 13 110 0.01236 0.0122754 0.0520715 42 0 0.0843617 0 1 1 2 5 65 175 808 13
1985 1 1 18 0 18 350 313 0.235742 21 14 165 0.03663 0.0429764 0.182303 42 0 0.0287905 0 1 1 2 5 65 175 808 14
1985 1 1 18 0 18 350 313 0.235742 22 13 110 0.00396 0.00744552 0.0315833 42 0.0950813 0.0541126 1 1 1 2 5 65 175 809 13
1985 1 1 18 0 18 350 313 0.235742 22 14 165 0.01243 0.02861 0.121362 42 0 0.0409688 0 1 1 2 5 65 175 809 14
1985 1 1 18 0 18 350 313 0.235742 23 11 77 0.00263 0.00471251 0.0199901 42 0.514184 0.0794332 1 1 1 2 5 65 175 810 11
1985 1 1 18 0 18 350 313 0.235742 23 12 88 0.0038 0.00705935 0.0299452 42 0 1e-006 0 1 1 2 5 65 175 810 12
1985 1 1 18 0 18 350 313 0.235742 23 13 110 0.00705 0.0138696 0.0588337 42 0 0.380908 0 1 1 2 5 65 175 810 13
1985 1 1 18 0 18 350 313 0.235742 23 14 165 0.02162 0.0473155 0.200709 42 0 0.0538415 0 1 1 2 5 65 175 810 14
1985 1 1 18 0 18 350 313 0.235742 24 9 55 0.00113 0.00144123 0.0061136 42 0.0763438 0.0011527 1 1 1 2 5 65 175 811 9
1985 1 1 18 0 18 350 313 0.235742 24 10 66 0.00189 0.00253184 0.0107399 42 0 1e-006 0 1 1 2 5 65 175 811 10
1985 1 1 18 0 18 350 313 0.235742 24 11 77 0.00293 0.00407688 0.0172938 42 0 0.0563985 0 1 1 2 5 65 175 811 11
1985 1 1 18 0 18 350 313 0.235742 24 12 88 0.00429 0.00615952 0.0261282 42 0 1e-006 0 1 1 2 5 65 175 811 12
1985 1 1 18 0 18 350 313 0.235742 24 13 110 0.00808 0.0122754 0.0520715 42 0 0.0187906 0 1 1 2 5 65 175 811 13
1985 1 1 18 0 19 400 362 0.361821 0 0 9999 -1 9999 27635.2 22 0.0428578 0.0428578 1 1 1 2 5 65 176 812 0
1985 1 1 18 0 19 400 362 0.361821 17 13 110 0.00828 0.0139215 0.0384763 22 0.00902654 0.00902654 1 1 1 2 5 65 176 813 13
1985 1 1 18 0 19 400 362 0.361821 18 15 220 0.07216 0.0834453 0.230626 22 0.234989 0.234989 1 1 1 2 5 65 176 814 15
1985 1 1 18 0 19 400 362 0.361821 19 13 110 0.00856 0.0107391 0.0296806 22 0.0249423 0.0249423 1 1 1 2 5 65 176 815 13
1985 1 1 18 0 19 400 362 0.361821 21 13 110 0.01236 0.0122754 0.0339269 22 0.247099 0.20327 1 1 1 2 5 65 176 816 13
1985 1 1 18 0 19 400 362 0.361821 21 14 165 0.03663 0.0429764 0.118778 22 0 0.0438286 0 1 1 2 5 65 176 816 14
1985 1 1 18 0 19 400 362 0.361821 23 11 77 0.00263 0.00471251 0.0130244 22 0.360665 0.0530233 1 1 1 2 5 65 176 817 11
1985 1 1 18 0 19 400 362 0.361821 23 12 88 0.0038 0.00705935 0.0195106 22 0 1e-006 0 1 1 2 5 65 176 817 12
1985 1 1 18 0 19 400 362 0.361821 23 13 110 0.00705 0.0138696 0.0383327 22 0 0.307641 0 1 1 2 5 65 176 817 13
1985 1 1 18 0 19 400 362 0.361821 24 11 77 0.00293 0.00407688 0.0112677 22 0.0804199 0.018876 1 1 1 2 5 65 176 818 11
1985 1 1 18 0 19 400 362 0.361821 24 12 88 0.00429 0.00615952 0.0170237 22 0 1e-006 0 1 1 2 5 65 176 818 12
1985 1 1 18 0 19 400 362 0.361821 24 13 110 0.00808 0.0122754 0.0339269 22 0 0.0615429 0 1 1 2 5 65 176 818 13
1985 2 1 1 0 20 500 500 5 0 0 9999 -1 9999 1999.8 50 0.573574 0.573574 1 1 1 2 6 66 177 819 0
1985 2 1 1 0 20 500 500 5 17 13 114 0.0155 0.0154172 0.00308345 50 0.0140101 0.0140101 1 1 1 2 6 66 177 820 13
1985 2 1 1 0 20 500 500 5 18 13 117 0.01298 0.01299 0.002598 50 0.0139806 0.0139806 1 1 1 2 6 66 177 821 13
1985 2 1 1 0 20 500 500 5 19 13 118 0.01329 0.0130965 0.00261929 50 0.0141736 0.0141736 1 1 1 2 6 66 177 822 13
1985 2 1 1 0 20 500 500 5 21 13 132 0.0218 0.0215645 0.0043129 50 0.00859565 0.00220811 1 1 1 2 6 66 177 823 13
1985 2 1 1 0 20 500 500 5 21 14 165 0.04406 0.0429764 0.00859527 50 0 0.00638754 0 1 1 2 6 66 177 823 14
1985 2 1 1 0 20 500 500 5 22 11 70 0.00095 0.00166034 0.000332068 50 0.330015 0.00167816 1 1 1 2 6 66 177 824 11
1985 2 1 1 0 20 500 500 5 22 12 86 0.00184 0.00328856 0.000657712 50 0 0.0160129 0 1 1 2 6 66 177 824 12
1985 2 1 1 0 20 500 500 5 22 13 122 0.00574 0.0104999 0.00209998 50 0 0.215737 0 1 1 2 6 66 177 824 13
1985 2 1 1 0 20 500 500 5 22 14 157 0.01243 0.0242582 0.00485163 50 0 0.0965872 0 1 1 2 6 66 177 824 14
1985 2 1 1 0 20 500 500 5 23 12 90 0.00756 0.00755619 0.00151124 50 0.0283039 0.00032415 1 1 1 2 6 66 177 825 12
1985 2 1 1 0 20 500 500 5 23 13 115 0.0159 0.0158668 0.00317336 50 0 0.0279798 0 1 1 2 6 66 177 825 13
1985 2 1 1 0 20 500 500 5 24 10 60 0.00189 0.00188589 0.000377178 50 0.0173467 0.00024452 1 1 1 2 6 66 177 826 10
1985 2 1 1 0 20 500 500 5 24 11 70 0.00304 0.00303674 0.000607349 50 0 0.00041908 0 1 1 2 6 66 177 826 11
1985 2 1 1 0 20 500 500 5 24 12 86 0.00578 0.00573709 0.00114742 50 0 0.00411622 0 1 1 2 6 66 177 826 12
1985 2 1 1 0 20 500 500 5 24 13 109 0.01216 0.0119338 0.00238677 50 0 0.0125668 0 1 1 2 6 66 177 826 13
1985 2 1 2 0 20 500 500 5 0 0 9999 -1 9999 1999.8 50 0.00026337 0.00026337 1 1 1 2 6 67 178 827 0
1985 2 1 2 0 20 500 500 5 18 13 133 0.01938 0.0189487 0.00378973 50 0.0298015 0.00170355 1 1 1 2 6 67 178 828 13
1985 2 1 2 0 20 500 500 5 18 14 169 0.03876 0.0383729 0.00767458 50 0 0.0156814 0 1 1 2 6 67 178 828 14
1985 2 1 2 0 20 500 500 5 18 15 210 0.07317 0.0727596 0.0145519 50 0 0.0124166 0 1 1 2 6 67 178 828 15
1985 2 1 2 0 20 500 500 5 21 13 131 0.02158 0.0210636 0.00421272 50 0.0549701 0.0320225 1 1 1 2 6 67 178 829 13
1985 2 1 2 0 20 500 500 5 21 14 150 0.03201 0.0320118 0.00640235 50 0 0.0229476 0 1 1 2 6 67 178 829 14
1985 2 1 2 0 20 500 500 5 22 12 90 0.00211 0.00382434 0.000764868 50 0.896415 0.030033 1 1 1 2 6 67 178 830 12
1985 2 1 2 0 20 500 500 5 22 13 122 0.00574 0.0104999 0.00209998 50 0 0.598467 0 1 1 2 6 67 178 830 13
1985 2 1 2 0 20 500 500 5 22 14 157 0.01243 0.0242582 0.00485163 50 0 0.267915 0 1 1 2 6 67 178 830 14
1985 2 1 2 0 20 500 500 5 24 10 60 0.00189 0.00188589 0.000377178 50 0.0185503 0.00022832 1 1 1 2 6 67 178 831 10
1985 2 1 2 0 20 500 500 5 24 11 70 0.00304 0.00303674 0.000607349 50 0 0.00039132 0 1 1 2 6 67 178 831 11
1985 2 1 2 0 20 500 500 5 24 12 86 0.00578 0.00573709 0.00114742 50 0 0.00384354 0 1 1 2 6 67 178 831 12
1985 2 1 2 0 20 500 500 5 24 13 112 0.01345 0.0129784 0.00259568 50 0 0.0140871 0 1 1 2 6 67 178 831 13
1985 2 1 3 0 20 500 500 5 0 0 9999 -1 9999 1999.8 50 0.860024 0.860024 1 1 1 2 6 68 179 832 0
1985 2 1 3 0 20 500 500 5 17 13 114 0.0155 0.0154172 0.00308345 50 0.0118835 0.0118835 1 1 1 2 6 68 179 833 13
1985 2 1 3 0 20 500 500 5 18 13 117 0.01298 0.01299 0.002598 50 0.0118585 0.0118585 1 1 1 2 6 68 179 834 13
1985 2 1 3 0 20 500 500 5 19 13 118 0.01329 0.0130965 0.00261929 50 0.0120223 0.0120223 1 1 1 2 6 68 179 835 13
1985 2 1 3 0 20 500 500 5 21 14 165 0.04406 0.0429764 0.00859527 50 0.0367805 0.0108144 1 1 1 2 6 68 179 836 14
1985 2 1 3 0 20 500 500 5 21 15 221 0.10789 0.10603 0.0212059 50 0 0.0155819 0 1 1 2 6 68 179 836 15
1985 2 1 3 0 20 500 500 5 21 16 258 0.17146 0.171075 0.034215 50 0 0.0103843 0 1 1 2 6 68 179 836 16
1985 2 1 3 0 20 500 500 5 23 12 90 0.00756 0.00755619 0.00151124 50 0.0600912 0.00068736 1 1 1 2 6 68 179 837 12
1985 2 1 3 0 20 500 500 5 23 13 115 0.0159 0.0158668 0.00317336 50 0 0.0594039 0 1 1 2 6 68 179 837 13
1985 2 1 3 0 20 500 500 5 24 10 60 0.00189 0.00188589 0.000377178 50 0.00734027 0.0001038 1 1 1 2 6 68 179 838 10
1985 2 1 3 0 20 500 500 5 24 11 70 0.00304 0.00303674 0.000607349 50 0 0.0001779 0 1 1 2 6 68 179 838 11
1985 2 1 3 0 20 500 500 5 24 12 86 0.00577 0.00573709 0.00114742 50 0 0.00172399 0 1 1 2 6 68 179 838 12
1985 2 1 3 0 20 500 500 5 24 13 109 0.01216 0.0119338 0.00238677 50 0 0.00533458 0 1 1 2 6 68 179 838 13
1985 2 1 4 0 20 500 500 5 0 0 9999 -1 9999 1999.8 50 0.150135 0.150135 1 1 1 2 6 69 180 839 0
1985 2 1 4 0 20 500 500 5 22 11 70 0.00095 0.00166034 0.000332068 50 0.849865 0.00432165 1 1 1 2 6 69 180 840 11
1985 2 1 4 0 20 500 500 5 22 12 86 0.00184 0.00328856 0.000657712 50 0 0.0412369 0 1 1 2 6 69 180 840 12
1985 2 1 4 0 20 500 500 5 22 13 122 0.00574 0.0104999 0.00209998 50 0 0.555573 0 1 1 2 6 69 180 840 13
1985 2 1 4 0 20 500 500 5 22 14 157 0.01243 0.0242582 0.00485163 50 0 0.248734 0 1 1 2 6 69 180 840 14
1985 2 1 5 0 20 500 500 5 0 0 9999 -1 9999 1999.8 50 0.843796 0.843796 1 1 1 2 6 70 181 841 0
1985 2 1 5 0 20 500 500 5 17 13 114 0.0155 0.0154172 0.00308345 50 0.013025 0.013025 1 1 1 2 6 70 181 842 13
1985 2 1 5 0 20 500 500 5 18 13 117 0.01298 0.01299 0.002598 50 0.0129976 0.0129976 1 1 1 2 6 70 181 843 13
1985 2 1 5 0 20 500 500 5 19 13 118 0.01329 0.0130965 0.00261929 50 0.0131771 0.0131771 1 1 1 2 6 70 181 844 13
1985 2 1 5 0 20 500 500 5 21 14 165 0.04406 0.0429764 0.00859527 50 0.00794544 0.00236903 1 1 1 2 6 70 181 845 14
1985 2 1 5 0 20 500 500 5 21 15 221 0.10789 0.10603 0.0212059 50 0 0.00335006 0 1 1 2 6 70 181 845 15
