Year Quarter.no Area Predator.no Size.model Predator.length.class Predator.length Predator.length.mean  Predator.size Prey.no Prey.length.class Prey.length.mean Prey.weight Prey.size size.ratio N.haul stomcon stomcon.input use_like use_avail use_prey Y YQ YQP YQPL YQPLP YQPLPL
1981 1 1 2 0 15 500 500 5 22 8 86 0.00186 0.00328856 0.000657712 50 0.395941 0.0359012 1 1 1 1 1 2 2 11 8
1981 1 1 2 0 15 500 500 5 22 9 115 0.00482 0.00862955 0.00172591 50 0 0.283357 0 1 1 1 1 2 2 11 9
1981 1 1 2 0 15 500 500 5 22 10 159 0.01305 0.0252994 0.00505987 50 0 0.0766826 0 1 1 1 1 2 2 11 10
1981 1 1 2 0 15 500 500 5 24 7 56 0.00152 0.00152376 0.000304753 50 0.185206 0.0119955 1 1 1 1 1 2 2 12 7
1981 1 1 2 0 15 500 500 5 24 8 80 0.00467 0.00458803 0.000917607 50 0 0.0574403 0 1 1 1 1 2 2 12 8
1981 1 1 2 0 15 500 500 5 24 9 111 0.01284 0.0126236 0.00252472 50 0 0.115771 0 1 1 1 1 2 2 12 9
1981 1 1 3 0 15 500 500 5 0 0 9999 -1 9999 1999.8 50 0.940661 0.940661 1 1 1 1 1 3 3 13 0
1981 1 1 3 0 15 500 500 5 18 9 115 0.01249 0.0123468 0.00246935 50 0.0138577 0.0138577 1 1 1 1 1 3 3 14 9
1981 1 1 3 0 15 500 500 5 19 9 116 0.01264 0.0124786 0.00249573 50 0.0141616 0.0141616 1 1 1 1 1 3 3 15 9
1981 1 1 3 0 15 500 500 5 21 10 163 0.04201 0.0413868 0.00827736 50 0.00845566 0.0016167 1 1 1 1 1 3 3 16 10
1981 1 1 3 0 15 500 500 5 21 11 222 0.10799 0.107519 0.0215039 50 0 0.00481218 0 1 1 1 1 3 3 16 11
1981 1 1 3 0 15 500 500 5 21 12 258 0.1725 0.171075 0.034215 50 0 0.00202678 0 1 1 1 1 3 3 16 12
1981 1 1 3 0 15 500 500 5 23 8 88 0.00714 0.00705935 0.00141187 50 0.0141511 0.0015844 1 1 1 1 1 3 3 17 8
1981 1 1 3 0 15 500 500 5 23 9 107 0.01305 0.0127561 0.00255122 50 0 0.0125667 0 1 1 1 1 3 3 17 9
1981 1 1 3 0 15 500 500 5 24 7 56 0.00152 0.00152376 0.000304753 50 0.00871279 0.00105998 1 1 1 1 1 3 3 18 7
1981 1 1 3 0 15 500 500 5 24 8 80 0.00467 0.00458803 0.000917607 50 0 0.00511831 0 1 1 1 1 3 3 18 8
1981 1 1 3 0 15 500 500 5 24 9 100 0.00914 0.0091436 0.00182872 50 0 0.0025345 0 1 1 1 1 3 3 18 9
1981 1 1 4 0 15 500 500 5 0 0 9999 -1 9999 1999.8 50 0.816771 0.816771 1 1 1 1 1 4 4 19 0
1981 1 1 4 0 15 500 500 5 17 9 110 0.01423 0.0139215 0.00278431 50 0.0127831 0.0127831 1 1 1 1 1 4 4 20 9
1981 1 1 4 0 15 500 500 5 18 9 115 0.01249 0.0123468 0.00246935 50 0.0140736 0.0140736 1 1 1 1 1 4 4 21 9
1981 1 1 4 0 15 500 500 5 19 9 116 0.01264 0.0124786 0.00249573 50 0.0143822 0.0143822 1 1 1 1 1 4 4 22 9
1981 1 1 4 0 15 500 500 5 21 9 126 0.01917 0.0186768 0.00373536 50 0.0439961 0.00754393 1 1 1 1 1 4 4 23 9
1981 1 1 4 0 15 500 500 5 21 10 163 0.04235 0.0413868 0.00827736 50 0 0.0114294 0 1 1 1 1 4 4 23 10
1981 1 1 4 0 15 500 500 5 21 11 217 0.1012 0.10021 0.0200421 50 0 0.0250228 0 1 1 1 1 4 4 23 11
1981 1 1 4 0 15 500 500 5 22 8 87 0.0019 0.00341724 0.000683447 50 0.00949418 0.00103476 1 1 1 1 1 4 4 24 8
1981 1 1 4 0 15 500 500 5 22 9 115 0.00481 0.00862955 0.00172591 50 0 0.00845942 0 1 1 1 1 4 4 24 9
1981 1 1 4 0 15 500 500 5 24 7 56 0.00152 0.00152376 0.000304753 50 0.0884995 0.010846 1 1 1 1 1 4 4 25 7
1981 1 1 4 0 15 500 500 5 24 8 80 0.00467 0.00458803 0.000917607 50 0 0.0519358 0 1 1 1 1 4 4 25 8
1981 1 1 4 0 15 500 500 5 24 9 100 0.00914 0.0091436 0.00182872 50 0 0.0257178 0 1 1 1 1 4 4 25 9
1981 1 1 5 0 15 500 500 5 0 0 9999 -1 9999 1999.8 50 0.843586 0.843586 1 1 1 1 1 5 5 26 0
1981 1 1 5 0 15 500 500 5 17 9 110 0.01423 0.0139215 0.00278431 50 0.0118152 0.0118152 1 1 1 1 1 5 5 27 9
1981 1 1 5 0 15 500 500 5 18 9 115 0.01249 0.0123468 0.00246935 50 0.013008 0.013008 1 1 1 1 1 5 5 28 9
1981 1 1 5 0 15 500 500 5 19 9 116 0.01264 0.0124786 0.00249573 50 0.0132933 0.0132933 1 1 1 1 1 5 5 29 9
1981 1 1 5 0 15 500 500 5 21 10 163 0.04201 0.0413868 0.00827736 50 0.00802266 0.00151898 1 1 1 1 1 5 5 30 10
1981 1 1 5 0 15 500 500 5 21 11 221 0.10787 0.10603 0.0212059 50 0 0.00454718 0 1 1 1 1 5 5 30 11
1981 1 1 5 0 15 500 500 5 21 12 258 0.17257 0.171075 0.034215 50 0 0.0019565 0 1 1 1 1 5 5 30 12
1981 1 1 5 0 15 500 500 5 22 8 86 0.00186 0.00328856 0.000657712 50 0.0888053 0.00997665 1 1 1 1 1 5 5 31 8
1981 1 1 5 0 15 500 500 5 22 9 115 0.00482 0.00862955 0.00172591 50 0 0.0788287 0 1 1 1 1 5 5 31 9
1981 1 1 5 0 15 500 500 5 23 8 88 0.00714 0.00705935 0.00141187 50 0.0132834 0.00148725 1 1 1 1 1 5 5 32 8
1981 1 1 5 0 15 500 500 5 23 9 107 0.01305 0.0127561 0.00255122 50 0 0.0117961 0 1 1 1 1 5 5 32 9
1981 1 1 5 0 15 500 500 5 24 7 56 0.00152 0.00152376 0.000304753 50 0.00818614 0.00099591 1 1 1 1 1 5 5 33 7
1981 1 1 5 0 15 500 500 5 24 8 80 0.00467 0.00458803 0.000917607 50 0 0.00480893 0 1 1 1 1 5 5 33 8
1981 1 1 5 0 15 500 500 5 24 9 100 0.00914 0.0091436 0.00182872 50 0 0.0023813 0 1 1 1 1 5 5 33 9
1981 1 1 6 0 15 500 500 5 0 0 9999 -1 9999 1999.8 50 0.800027 0.800027 1 1 1 1 1 6 6 34 0
1981 1 1 6 0 15 500 500 5 21 10 163 0.04236 0.0413868 0.00827736 50 0.199973 0.0362543 1 1 1 1 1 6 6 35 10
1981 1 1 6 0 15 500 500 5 21 11 221 0.10772 0.10603 0.0212059 50 0 0.104134 0 1 1 1 1 6 6 35 11
1981 1 1 6 0 15 500 500 5 21 12 263 0.18213 0.18153 0.036306 50 0 0.0570486 0 1 1 1 1 6 6 35 12
1981 1 1 6 0 15 500 500 5 21 13 302 0.27808 0.278311 0.0556623 50 0 0.00253609 0 1 1 1 1 6 6 35 13
1981 1 1 7 0 15 500 500 5 0 0 9999 -1 9999 1999.8 50 0.100169 0.100169 1 1 1 1 1 7 7 36 0
1981 1 1 7 0 15 500 500 5 21 8 87 0.00594 0.00594576 0.00118915 50 0.187578 0.0659573 1 1 1 1 1 7 7 37 8
1981 1 1 7 0 15 500 500 5 21 9 100 0.00914 0.0091436 0.00182872 50 0 0.121621 0 1 1 1 1 7 7 37 9
1981 1 1 7 0 15 500 500 5 22 8 86 0.00186 0.00328856 0.000657712 50 0.712253 0.0663276 1 1 1 1 1 7 7 38 8
1981 1 1 7 0 15 500 500 5 22 9 115 0.00482 0.00862955 0.00172591 50 0 0.52344 0 1 1 1 1 7 7 38 9
1981 1 1 7 0 15 500 500 5 22 10 157 0.01243 0.0242582 0.00485163 50 0 0.122486 0 1 1 1 1 7 7 38 10
1981 1 1 8 0 15 500 500 5 0 0 9999 -1 9999 1999.8 50 0.180978 0.180978 1 1 1 1 1 8 8 39 0
1981 1 1 8 0 15 500 500 5 18 9 131 0.01824 0.0181216 0.00362431 50 0.0157343 0.0032236 1 1 1 1 1 8 8 40 9
1981 1 1 8 0 15 500 500 5 18 10 166 0.03722 0.0364009 0.00728017 50 0 0.0101435 0 1 1 1 1 8 8 40 10
1981 1 1 8 0 15 500 500 5 18 11 200 0.06302 0.0630196 0.0126039 50 0 0.0023672 0 1 1 1 1 8 8 40 11
1981 1 1 8 0 15 500 500 5 21 8 87 0.00594 0.00594576 0.00118915 50 0.537726 0.189078 1 1 1 1 1 8 8 41 8
1981 1 1 8 0 15 500 500 5 21 9 100 0.00914 0.0091436 0.00182872 50 0 0.348648 0 1 1 1 1 8 8 41 9
1981 1 1 8 0 15 500 500 5 22 8 70 0.00095 0.00166034 0.000332068 50 0.102852 0.102852 1 1 1 1 1 8 8 42 8
1981 1 1 8 0 15 500 500 5 23 8 88 0.00714 0.00705935 0.00141187 50 0.0158187 0.00162679 1 1 1 1 1 8 8 43 8
1981 1 1 8 0 15 500 500 5 23 9 109 0.01359 0.0134915 0.00269829 50 0 0.0141919 0 1 1 1 1 8 8 43 9
1981 1 1 8 0 15 500 500 5 24 7 56 0.00152 0.00152376 0.000304753 50 0.146891 0.0723608 1 1 1 1 1 8 8 44 7
1981 1 1 8 0 15 500 500 5 24 8 70 0.00304 0.00303674 0.000607349 50 0 0.0745306 0 1 1 1 1 8 8 44 8
1981 1 1 17 0 10 150 168 0.0466826 0 0 9999 -1 9999 214191 47 0.950091 0.950091 1 1 1 1 1 9 9 45 0
1981 1 1 17 0 10 150 168 0.0466826 22 8 85 0.00153 0.00316331 0.0677621 47 0.00572039 0.00572039 1 1 1 1 1 9 9 46 8
1981 1 1 17 0 10 150 168 0.0466826 24 8 85 0.00418 0.00553342 0.118533 47 0.0441889 0.0441889 1 1 1 1 1 9 9 47 8
1981 1 1 17 0 11 200 218 0.0982716 0 0 9999 -1 9999 101749 68 0.804818 0.804818 1 1 1 1 1 9 10 48 0
1981 1 1 17 0 11 200 218 0.0982716 22 8 85 0.00153 0.00316331 0.0321895 68 0.0169828 0.00782663 1 1 1 1 1 9 10 49 8
1981 1 1 17 0 11 200 218 0.0982716 22 9 119 0.00422 0.0096669 0.0983692 68 0 0.00915614 0 1 1 1 1 9 10 49 9
1981 1 1 17 0 11 200 218 0.0982716 23 8 87 0.0037 0.00681935 0.0693929 68 0.0199159 0.0199159 1 1 1 1 1 9 10 50 8
1981 1 1 17 0 11 200 218 0.0982716 24 7 53 0.0017 0.00128534 0.0130795 68 0.158283 0.0478384 1 1 1 1 1 9 10 51 7
1981 1 1 17 0 11 200 218 0.0982716 24 8 85 0.00418 0.00553342 0.0563074 68 0 0.110445 0 1 1 1 1 9 10 51 8
1981 1 1 17 0 12 250 270 0.181081 0 0 9999 -1 9999 55218.3 75 0.867277 0.867277 1 1 1 1 1 9 11 52 0
1981 1 1 17 0 12 250 270 0.181081 21 9 125 0.0126 0.0182225 0.100632 75 0.00730499 0.00730499 1 1 1 1 1 9 11 53 9
1981 1 1 17 0 12 250 270 0.181081 22 8 85 0.00153 0.00316331 0.017469 75 0.00448277 0.00448277 1 1 1 1 1 9 11 54 8
1981 1 1 17 0 12 250 270 0.181081 23 8 87 0.0037 0.00681935 0.0376591 75 0.0625072 0.0625072 1 1 1 1 1 9 11 55 8
1981 1 1 17 0 12 250 270 0.181081 24 7 53 0.0017 0.00128534 0.00709817 75 0.0584281 0.0128998 1 1 1 1 1 9 11 56 7
1981 1 1 17 0 12 250 270 0.181081 24 8 85 0.00418 0.00553342 0.0305577 75 0 0.0269152 0 1 1 1 1 9 11 56 8
1981 1 1 17 0 12 250 270 0.181081 24 9 123 0.01087 0.0173364 0.0957385 75 0 0.0186131 0 1 1 1 1 9 11 56 9
1981 1 1 17 0 13 300 339 0.346942 0 0 9999 -1 9999 28820.3 95 0.681762 0.681762 1 1 1 1 1 9 12 57 0
1981 1 1 17 0 13 300 339 0.346942 17 9 130 0.01429 0.0224373 0.0646717 95 0.0037259 0.0037259 1 1 1 1 1 9 12 58 9
1981 1 1 17 0 13 300 339 0.346942 18 9 126 0.01357 0.0161589 0.0465753 95 0.0681488 0.0472442 1 1 1 1 1 9 12 59 9
1981 1 1 17 0 13 300 339 0.346942 18 10 167 0.03845 0.0370506 0.106792 95 0 0.0209046 0 1 1 1 1 9 12 59 10
1981 1 1 17 0 13 300 339 0.346942 19 9 128 0.01144 0.0164823 0.0475074 95 0.0342501 0.0342501 1 1 1 1 1 9 12 60 9
1981 1 1 17 0 13 300 339 0.346942 21 9 125 0.0126 0.0182225 0.0525231 95 0.0146215 0.0146215 1 1 1 1 1 9 12 61 9
1981 1 1 17 0 13 300 339 0.346942 22 8 85 0.00153 0.00316331 0.00911768 95 0.0508954 0.00610529 1 1 1 1 1 9 12 62 8
1981 1 1 17 0 13 300 339 0.346942 22 9 119 0.00422 0.0096669 0.0278631 95 0 0.0302859 0 1 1 1 1 9 12 62 9
1981 1 1 17 0 13 300 339 0.346942 22 10 167 0.01341 0.0297776 0.0858287 95 0 0.00528896 0 1 1 1 1 9 12 62 10
1981 1 1 17 0 13 300 339 0.346942 22 11 220 0.03047 0.0743557 0.214317 95 0 0.00921522 0 1 1 1 1 9 12 62 11
1981 1 1 17 0 13 300 339 0.346942 23 8 87 0.0037 0.00681935 0.0196556 95 0.0341157 0.0136921 1 1 1 1 1 9 12 63 8
1981 1 1 17 0 13 300 339 0.346942 23 9 116 0.00979 0.0162881 0.0469475 95 0 0.0204236 0 1 1 1 1 9 12 63 9
1981 1 1 17 0 13 300 339 0.346942 24 7 53 0.0017 0.00128534 0.00370478 95 0.112481 0.00347375 1 1 1 1 1 9 12 64 7
1981 1 1 17 0 13 300 339 0.346942 24 8 85 0.00418 0.00553342 0.0159491 95 0 0.0421992 0 1 1 1 1 9 12 64 8
1981 1 1 17 0 13 300 339 0.346942 24 9 123 0.01087 0.0173364 0.0499692 95 0 0.0668077 0 1 1 1 1 9 12 64 9
1981 1 1 17 0 14 400 439 0.726121 0 0 9999 -1 9999 13770.4 68 0.621164 0.621164 1 1 1 1 1 9 13 65 0
1981 1 1 17 0 14 400 439 0.726121 17 9 130 0.01429 0.0224373 0.0309003 68 0.00659343 0.00363733 1 1 1 1 1 9 13 66 9
1981 1 1 17 0 14 400 439 0.726121 17 10 167 0.03998 0.0458931 0.063203 68 0 0.0029561 0 1 1 1 1 9 13 66 10
1981 1 1 17 0 14 400 439 0.726121 18 9 126 0.01357 0.0161589 0.0222538 68 0.0753717 0.0179124 1 1 1 1 1 9 13 67 9
1981 1 1 17 0 14 400 439 0.726121 18 10 167 0.03845 0.0370506 0.0510253 68 0 0.0044608 0 1 1 1 1 9 13 67 10
1981 1 1 17 0 14 400 439 0.726121 18 11 217 0.0805 0.0801378 0.110364 68 0 0.0529985 0 1 1 1 1 9 13 67 11
1981 1 1 17 0 14 400 439 0.726121 19 9 128 0.01144 0.0164823 0.0226991 68 0.0607507 0.039431 1 1 1 1 1 9 13 68 9
1981 1 1 17 0 14 400 439 0.726121 19 10 167 0.03336 0.0349569 0.0481419 68 0 0.0213197 0 1 1 1 1 9 13 68 10
1981 1 1 17 0 14 400 439 0.726121 21 8 86 0.00528 0.00573709 0.007901 68 0.047943 0.00076241 1 1 1 1 1 9 13 69 8
1981 1 1 17 0 14 400 439 0.726121 21 9 125 0.0126 0.0182225 0.0250957 68 0 0.0353346 0 1 1 1 1 9 13 69 9
1981 1 1 17 0 14 400 439 0.726121 21 10 167 0.03386 0.0446067 0.0614315 68 0 1e-006 0 1 1 1 1 9 13 69 10
1981 1 1 17 0 14 400 439 0.726121 21 11 217 0.06827 0.10021 0.138008 68 0 1e-006 0 1 1 1 1 9 13 69 11
1981 1 1 17 0 14 400 439 0.726121 21 12 267 0.11761 0.190199 0.261938 68 0 0.0118439 0 1 1 1 1 9 13 69 12
1981 1 1 17 0 14 400 439 0.726121 22 8 85 0.00153 0.00316331 0.00435645 68 0.0527512 0.0120371 1 1 1 1 1 9 13 70 8
1981 1 1 17 0 14 400 439 0.726121 22 9 119 0.00422 0.0096669 0.0133131 68 0 0.0257996 0 1 1 1 1 9 13 70 9
1981 1 1 17 0 14 400 439 0.726121 22 10 167 0.01341 0.0297776 0.0410091 68 0 0.00800244 0 1 1 1 1 9 13 70 10
1981 1 1 17 0 14 400 439 0.726121 22 11 220 0.03047 0.0743557 0.102401 68 0 0.0069121 0 1 1 1 1 9 13 70 11
1981 1 1 17 0 14 400 439 0.726121 23 8 87 0.0037 0.00681935 0.00939147 68 0.0533041 0.0090697 1 1 1 1 1 9 13 71 8
1981 1 1 17 0 14 400 439 0.726121 23 9 116 0.00979 0.0162881 0.0224316 68 0 0.0388244 0 1 1 1 1 9 13 71 9
1981 1 1 17 0 14 400 439 0.726121 23 10 167 0.02959 0.0490726 0.0675818 68 0 0.00540999 0 1 1 1 1 9 13 71 10
1981 1 1 17 0 14 400 439 0.726121 24 7 53 0.0017 0.00128534 0.00177015 68 0.0821217 0.00944262 1 1 1 1 1 9 13 72 7
1981 1 1 17 0 14 400 439 0.726121 24 8 85 0.00418 0.00553342 0.00762051 68 0 0.025984 0 1 1 1 1 9 13 72 8
1981 1 1 17 0 14 400 439 0.726121 24 9 123 0.01087 0.0173364 0.0238754 68 0 0.0466951 0 1 1 1 1 9 13 72 9
1981 1 1 17 0 15 500 576 1.57771 0 0 9999 -1 9999 6337.67 89 0.347017 0.347017 1 1 1 1 1 9 14 73 0
1981 1 1 17 0 15 500 576 1.57771 17 9 130 0.01429 0.0224373 0.0142215 89 0.0223521 0.00096472 1 1 1 1 1 9 14 74 9
1981 1 1 17 0 15 500 576 1.57771 17 10 167 0.03998 0.0458931 0.0290884 89 0 0.00129654 0 1 1 1 1 9 14 74 10
1981 1 1 17 0 15 500 576 1.57771 17 11 217 0.08297 0.0969891 0.0614746 89 0 0.00397987 0 1 1 1 1 9 14 74 11
1981 1 1 17 0 15 500 576 1.57771 17 12 267 0.14616 0.175392 0.111169 89 0 0.0116759 0 1 1 1 1 9 14 74 12
1981 1 1 17 0 15 500 576 1.57771 17 13 367 0.23214 0.435243 0.27587 89 0 0.00443506 0 1 1 1 1 9 14 74 13
1981 1 1 17 0 15 500 576 1.57771 18 9 126 0.01357 0.0161589 0.010242 89 0.201807 0.012804 1 1 1 1 1 9 14 75 9
1981 1 1 17 0 15 500 576 1.57771 18 10 167 0.03845 0.0370506 0.0234838 89 0 0.0271116 0 1 1 1 1 9 14 75 10
1981 1 1 17 0 15 500 576 1.57771 18 11 217 0.0805 0.0801378 0.0507937 89 0 0.0730306 0 1 1 1 1 9 14 75 11
1981 1 1 17 0 15 500 576 1.57771 18 12 267 0.14282 0.147602 0.0935548 89 0 0.0512383 0 1 1 1 1 9 14 75 12
1981 1 1 17 0 15 500 576 1.57771 18 13 317 0.22814 0.244727 0.155115 89 0 0.0376227 0 1 1 1 1 9 14 75 13
1981 1 1 17 0 15 500 576 1.57771 19 9 128 0.01144 0.0164823 0.010447 89 0.137511 0.0227823 1 1 1 1 1 9 14 76 9
1981 1 1 17 0 15 500 576 1.57771 19 10 167 0.03336 0.0349569 0.0221567 89 0 0.0506721 0 1 1 1 1 9 14 76 10
1981 1 1 17 0 15 500 576 1.57771 19 11 217 0.07129 0.0732929 0.0464553 89 0 0.0564824 0 1 1 1 1 9 14 76 11
1981 1 1 17 0 15 500 576 1.57771 19 12 267 0.12848 0.13171 0.083482 89 0 0.00757395 0 1 1 1 1 9 14 76 12
1981 1 1 17 0 15 500 576 1.57771 21 9 125 0.0126 0.0182225 0.01155 89 0.0731781 0.0081557 1 1 1 1 1 9 14 77 9
1981 1 1 17 0 15 500 576 1.57771 21 10 167 0.03386 0.0446067 0.0282731 89 0 0.0248544 0 1 1 1 1 9 14 77 10
1981 1 1 17 0 15 500 576 1.57771 21 11 217 0.06827 0.10021 0.0635163 89 0 0.0136555 0 1 1 1 1 9 14 77 11
1981 1 1 17 0 15 500 576 1.57771 21 12 267 0.11761 0.190199 0.120554 89 0 0.0265125 0 1 1 1 1 9 14 77 12
1981 1 1 17 0 15 500 576 1.57771 22 8 85 0.00153 0.00316331 0.002005 89 0.0733175 0.00768454 1 1 1 1 1 9 14 78 8
1981 1 1 17 0 15 500 576 1.57771 22 9 119 0.00422 0.0096669 0.00612717 89 0 0.0148622 0 1 1 1 1 9 14 78 9
1981 1 1 17 0 15 500 576 1.57771 22 10 167 0.01341 0.0297776 0.018874 89 0 0.0186266 0 1 1 1 1 9 14 78 10
1981 1 1 17 0 15 500 576 1.57771 22 11 220 0.03047 0.0743557 0.0471289 89 0 0.0321442 0 1 1 1 1 9 14 78 11
1981 1 1 17 0 15 500 576 1.57771 23 8 87 0.0037 0.00681935 0.00432231 89 0.110586 0.0283695 1 1 1 1 1 9 14 79 8
1981 1 1 17 0 15 500 576 1.57771 23 9 116 0.00979 0.0162881 0.0103239 89 0 0.0475001 0 1 1 1 1 9 14 79 9
1981 1 1 17 0 15 500 576 1.57771 23 10 167 0.02959 0.0490726 0.0311037 89 0 0.034716 0 1 1 1 1 9 14 79 10
1981 1 1 17 0 15 500 576 1.57771 24 7 53 0.0017 0.00128534 0.00081469 89 0.0342315 0.00105243 1 1 1 1 1 9 14 80 7
1981 1 1 17 0 15 500 576 1.57771 24 8 85 0.00418 0.00553342 0.00350725 89 0 0.0025649 0 1 1 1 1 9 14 80 8
1981 1 1 17 0 15 500 576 1.57771 24 9 123 0.01087 0.0173364 0.0109884 89 0 0.0306142 0 1 1 1 1 9 14 80 9
1981 1 1 17 0 16 700 822 4.35817 0 0 9999 -1 9999 2294.31 94 0.254895 0.254895 1 1 1 1 1 9 15 81 0
1981 1 1 17 0 16 700 822 4.35817 17 9 130 0.01429 0.0224373 0.00514834 94 0.0876458 0.00045928 1 1 1 1 1 9 15 82 9
1981 1 1 17 0 16 700 822 4.35817 17 10 167 0.03998 0.0458931 0.0105304 94 0 0.00544469 0 1 1 1 1 9 15 82 10
1981 1 1 17 0 16 700 822 4.35817 17 11 217 0.08297 0.0969891 0.0222546 94 0 0.0193223 0 1 1 1 1 9 15 82 11
1981 1 1 17 0 16 700 822 4.35817 17 12 267 0.14616 0.175392 0.0402444 94 0 0.0354889 0 1 1 1 1 9 15 82 12
1981 1 1 17 0 16 700 822 4.35817 17 13 367 0.23214 0.435243 0.0998682 94 0 0.0269307 0 1 1 1 1 9 15 82 13
1981 1 1 17 0 16 700 822 4.35817 18 9 126 0.01357 0.0161589 0.00370774 94 0.283374 0.0149973 1 1 1 1 1 9 15 83 9
1981 1 1 17 0 16 700 822 4.35817 18 10 167 0.03845 0.0370506 0.00850141 94 0 0.0242946 0 1 1 1 1 9 15 83 10
1981 1 1 17 0 16 700 822 4.35817 18 11 217 0.0805 0.0801378 0.0183879 94 0 0.141931 0 1 1 1 1 9 15 83 11
1981 1 1 17 0 16 700 822 4.35817 18 12 267 0.14282 0.147602 0.0338679 94 0 0.0848039 0 1 1 1 1 9 15 83 12
1981 1 1 17 0 16 700 822 4.35817 18 13 317 0.22814 0.244727 0.0561536 94 0 0.0173466 0 1 1 1 1 9 15 83 13
1981 1 1 17 0 16 700 822 4.35817 19 9 128 0.01144 0.0164823 0.00378194 94 0.277133 0.021186 1 1 1 1 1 9 15 84 9
1981 1 1 17 0 16 700 822 4.35817 19 10 167 0.03336 0.0349569 0.008021 94 0 0.0321252 0 1 1 1 1 9 15 84 10
1981 1 1 17 0 16 700 822 4.35817 19 11 217 0.07129 0.0732929 0.0168174 94 0 0.155667 0 1 1 1 1 9 15 84 11
1981 1 1 17 0 16 700 822 4.35817 19 12 267 0.12848 0.13171 0.0302215 94 0 0.0681542 0 1 1 1 1 9 15 84 12
1981 1 1 17 0 16 700 822 4.35817 21 9 125 0.0126 0.0182225 0.00418123 94 0.0194069 0.00320665 1 1 1 1 1 9 15 85 9
1981 1 1 17 0 16 700 822 4.35817 21 10 167 0.03386 0.0446067 0.0102352 94 0 0.00866415 0 1 1 1 1 9 15 85 10
1981 1 1 17 0 16 700 822 4.35817 21 11 217 0.06827 0.10021 0.0229937 94 0 0.00264114 0 1 1 1 1 9 15 85 11
1981 1 1 17 0 16 700 822 4.35817 21 12 267 0.11761 0.190199 0.0436419 94 0 0.00489495 0 1 1 1 1 9 15 85 12
1981 1 1 17 0 16 700 822 4.35817 22 8 85 0.00153 0.00316331 0.000725835 94 0.0039254 0.00098338 1 1 1 1 1 9 15 86 8
1981 1 1 17 0 16 700 822 4.35817 22 9 119 0.00422 0.0096669 0.00221811 94 0 0.00257736 0 1 1 1 1 9 15 86 9
