pred_name,stratum_time,pred_size,stratum_area,stratum_sub_area,w_fac_sub_area
COD,1981-Q3,1200-9999,R-1,46F3,1.4142135623730951
COD,1981-Q3,1200-9999,R-2,42F4,2.23606797749979
COD,1981-Q3,1200-9999,R-7,43F5,1.4142135623730951
COD,1981-Q3,0100-0150,R-4,39E9,1.4142135623730951
COD,1981-Q3,0100-0150,R-4,39F0,2.449489742783178
COD,1981-Q3,0100-0150,R-5,35F1,1.4142135623730951
COD,1981-Q3,0100-0150,R-4,37F1,2
COD,1981-Q4,0100-0150,R-4,39E8,2
COD,1981-Q4,0100-0150,R-4,37E9,6.782329983125268
COD,1981-Q4,0100-0150,R-2,40F0,1.4142135623730951
COD,1981-Q4,0100-0150,R-1,46F0,2.449489742783178
COD,1981-Q4,0100-0150,R-2,40F1,4
COD,1981-Q4,0100-0150,R-2,41F1,2
COD,1981-Q4,0100-0150,R-2,42F1,2.8284271247461903
COD,1981-Q4,0100-0150,R-6,37F2,8.48528137423857
COD,1981-Q4,0100-0150,R-2,40F2,2.449489742783178
COD,1981-Q4,0100-0150,R-2,41F2,4.242640687119285
COD,1981-Q4,0100-0150,R-6,34F3,3.4641016151377544
COD,1981-Q4,0100-0150,R-6,38F3,1.4142135623730951
COD,1981-Q4,0100-0150,R-2,41F3,4.242640687119285
COD,1981-Q4,0100-0150,R-1,49F3,1
COD,1981-Q4,0100-0150,R-6,33F4,2.449489742783178
COD,1981-Q4,0100-0150,R-6,34F4,4
COD,1981-Q4,0100-0150,R-6,35F4,3.1622776601683795
COD,1981-Q4,0100-0150,R-6,37F4,1.7320508075688772
COD,1981-Q4,0100-0150,R-6,39F4,3.4641016151377544
COD,1981-Q4,0100-0150,R-2,41F4,2
COD,1981-Q4,0100-0150,R-6,35F5,6
COD,1981-Q4,0100-0150,R-6,36F5,1
COD,1981-Q4,0100-0150,R-7,40F5,8
COD,1981-Q4,0100-0150,R-6,36F6,12
COD,1981-Q4,0100-0150,R-7,40F6,2.8284271247461903
COD,1981-Q4,0100-0150,R-6,36F7,9.16515138991168
COD,1981-Q4,0100-0150,R-6,37F7,3.7416573867739413
COD,1981-Q4,0100-0150,R-7,40F7,2.449489742783178
COD,1981-Q4,0100-0150,R-7,42F7,1.7320508075688772
COD,1981-Q4,0100-0150,R-7,43F7,2.23606797749979
COD,1981-Q4,0100-0150,R-6,37F8,3.4641016151377544
COD,1981-Q4,0150-0200,R-4,39E8,1.4142135623730951
COD,1981-Q4,0150-0200,R-4,37E9,4.898979485566356
COD,1981-Q4,0150-0200,R-4,37F0,2
COD,1981-Q4,0150-0200,R-4,37F1,4.898979485566356
COD,1981-Q4,0150-0200,R-6,37F2,6
COD,1981-Q4,0150-0200,R-2,39F2,1.4142135623730951
COD,1981-Q4,0150-0200,R-6,34F3,5.0990195135927845
COD,1981-Q4,0150-0200,R-6,35F3,2
COD,1981-Q4,0150-0200,R-6,36F3,2
COD,1981-Q4,0150-0200,R-6,37F3,2.449489742783178
COD,1981-Q4,0150-0200,R-6,38F3,1.4142135623730951
COD,1981-Q4,0150-0200,R-2,40F3,2.8284271247461903
COD,1981-Q4,0150-0200,R-1,48F3,1.4142135623730951
COD,1981-Q4,0150-0200,R-6,33F4,6.164414002968976
COD,1981-Q4,0150-0200,R-6,34F4,12.96148139681572
COD,1981-Q4,0150-0200,R-6,35F4,5.830951894845301
COD,1981-Q4,0150-0200,R-6,37F4,1.4142135623730951
COD,1981-Q4,0150-0200,R-6,38F4,1.4142135623730951
COD,1981-Q4,0150-0200,R-6,35F5,9.38083151964686
COD,1981-Q4,0150-0200,R-6,36F5,11.135528725660043
COD,1981-Q4,0150-0200,R-6,37F5,2
COD,1981-Q4,0150-0200,R-6,39F5,1.4142135623730951
COD,1981-Q4,0150-0200,R-7,40F5,1.4142135623730951
COD,1981-Q4,0150-0200,R-6,36F6,32
COD,1981-Q4,0150-0200,R-6,37F6,3.7416573867739413
COD,1981-Q4,0150-0200,R-7,40F6,1.4142135623730951
COD,1981-Q4,0150-0200,R-6,36F7,18.547236990991408
COD,1981-Q4,0150-0200,R-6,37F7,10.099504938362077
COD,1981-Q4,0150-0200,R-7,40F7,3.1622776601683795
COD,1981-Q4,0150-0200,R-7,42F7,1
COD,1981-Q4,0150-0200,R-6,36F8,19.79898987322333
COD,1981-Q4,0150-0200,R-6,37F8,5.656854249492381
COD,1981-Q4,0200-0250,R-4,39E9,1.4142135623730951
COD,1981-Q4,0200-0250,R-4,37F0,2
COD,1981-Q4,0200-0250,R-2,40F0,1.4142135623730951
COD,1981-Q4,0200-0250,R-4,37F1,3.7416573867739413
COD,1981-Q4,0200-0250,R-2,40F1,2
COD,1981-Q4,0200-0250,R-2,41F1,2.8284271247461903
COD,1981-Q4,0200-0250,R-1,47F1,2
COD,1981-Q4,0200-0250,R-5,36F2,2
COD,1981-Q4,0200-0250,R-2,39F2,2.8284271247461903
COD,1981-Q4,0200-0250,R-2,40F2,1.4142135623730951
COD,1981-Q4,0200-0250,R-2,42F2,1.4142135623730951
COD,1981-Q4,0200-0250,R-6,33F3,2
COD,1981-Q4,0200-0250,R-6,34F3,1.4142135623730951
COD,1981-Q4,0200-0250,R-2,40F3,3.605551275463989
COD,1981-Q4,0200-0250,R-2,41F3,2.449489742783178
COD,1981-Q4,0200-0250,R-6,33F4,5.291502622129181
COD,1981-Q4,0200-0250,R-6,34F4,14.966629547095765
COD,1981-Q4,0200-0250,R-6,35F4,5.477225575051661
COD,1981-Q4,0200-0250,R-2,40F4,1.4142135623730951
COD,1981-Q4,0200-0250,R-6,35F5,10
COD,1981-Q4,0200-0250,R-6,36F5,12.806248474865697
COD,1981-Q4,0200-0250,R-7,41F5,2.449489742783178
COD,1981-Q4,0200-0250,R-7,42F5,2.449489742783178
COD,1981-Q4,0200-0250,R-6,36F6,23.664319132398465
COD,1981-Q4,0200-0250,R-6,37F6,2.449489742783178
COD,1981-Q4,0200-0250,R-6,36F7,13.416407864998739
COD,1981-Q4,0200-0250,R-6,37F7,6
COD,1981-Q4,0200-0250,R-7,40F7,3.1622776601683795
COD,1981-Q4,0200-0250,R-7,41F7,1.4142135623730951
COD,1981-Q4,0200-0250,R-7,43F7,1.4142135623730951
COD,1981-Q4,0200-0250,R-6,36F8,12.649110640673518
COD,1981-Q4,0200-0250,R-6,37F8,5.656854249492381
COD,1981-Q4,0250-0300,R-4,37E9,2.8284271247461903
COD,1981-Q4,0250-0300,R-4,40E9,2.8284271247461903
COD,1981-Q4,0250-0300,R-2,40F0,5.291502622129181
COD,1981-Q4,0250-0300,R-2,41F0,1.4142135623730951
COD,1981-Q4,0250-0300,R-2,41F1,4.69041575982343
COD,1981-Q4,0250-0300,R-2,42F1,1.4142135623730951
COD,1981-Q4,0250-0300,R-2,43F1,3.1622776601683795
COD,1981-Q4,0250-0300,R-1,47F1,1.4142135623730951
COD,1981-Q4,0250-0300,R-2,39F2,1.4142135623730951
COD,1981-Q4,0250-0300,R-2,40F2,1.4142135623730951
COD,1981-Q4,0250-0300,R-2,41F2,3.7416573867739413
COD,1981-Q4,0250-0300,R-2,42F2,6.557438524302
COD,1981-Q4,0250-0300,R-2,44F2,1.4142135623730951
COD,1981-Q4,0250-0300,R-6,38F3,1.4142135623730951
COD,1981-Q4,0250-0300,R-2,40F3,2.23606797749979
COD,1981-Q4,0250-0300,R-2,41F3,9.797958971132712
COD,1981-Q4,0250-0300,R-6,33F4,2
COD,1981-Q4,0250-0300,R-6,34F4,2.8284271247461903
COD,1981-Q4,0250-0300,R-6,35F4,2.8284271247461903
COD,1981-Q4,0250-0300,R-2,40F4,2.23606797749979
COD,1981-Q4,0250-0300,R-2,44F4,1.4142135623730951
COD,1981-Q4,0250-0300,R-6,35F5,2
COD,1981-Q4,0250-0300,R-6,36F5,6.6332495807108
COD,1981-Q4,0250-0300,R-7,40F5,3.4641016151377544
COD,1981-Q4,0250-0300,R-7,41F5,1.4142135623730951
COD,1981-Q4,0250-0300,R-6,36F6,5.656854249492381
COD,1981-Q4,0250-0300,R-6,37F6,1
COD,1981-Q4,0250-0300,R-7,40F6,2.449489742783178
COD,1981-Q4,0250-0300,R-6,36F7,4.898979485566356
COD,1981-Q4,0250-0300,R-6,37F7,1.4142135623730951
COD,1981-Q4,0250-0300,R-7,40F7,3.7416573867739413
COD,1981-Q4,0250-0300,R-7,41F7,2
COD,1981-Q4,0250-0300,R-7,42F7,5.830951894845301
COD,1981-Q4,0250-0300,R-7,43F7,5
COD,1981-Q4,0250-0300,R-6,36F8,6.324555320336759
COD,1981-Q4,0250-0300,R-6,37F8,4.123105625617661
COD,1981-Q4,0300-0400,R-4,40E8,2.449489742783178
COD,1981-Q4,0300-0400,R-3,42E8,1.4142135623730951
COD,1981-Q4,0300-0400,R-3,43E8,2
COD,1981-Q4,0300-0400,R-4,39E9,1.4142135623730951
COD,1981-Q4,0300-0400,R-1,50E9,1.4142135623730951
COD,1981-Q4,0300-0400,R-2,40F0,3.4641016151377544
COD,1981-Q4,0300-0400,R-2,41F0,1.7320508075688772
COD,1981-Q4,0300-0400,R-2,42F0,2
COD,1981-Q4,0300-0400,R-2,40F1,1.4142135623730951
COD,1981-Q4,0300-0400,R-2,41F1,6.48074069840786
COD,1981-Q4,0300-0400,R-2,42F1,2.8284271247461903
COD,1981-Q4,0300-0400,R-2,43F1,9.16515138991168
COD,1981-Q4,0300-0400,R-1,44F1,2
COD,1981-Q4,0300-0400,R-6,31F2,1.7320508075688772
COD,1981-Q4,0300-0400,R-5,36F2,2.8284271247461903
COD,1981-Q4,0300-0400,R-2,39F2,1.4142135623730951
COD,1981-Q4,0300-0400,R-2,41F2,4.898979485566356
COD,1981-Q4,0300-0400,R-2,42F2,11.135528725660043
COD,1981-Q4,0300-0400,R-2,44F2,3.1622776601683795
COD,1981-Q4,0300-0400,R-1,45F2,2
COD,1981-Q4,0300-0400,R-1,48F2,1
COD,1981-Q4,0300-0400,R-1,49F2,2.8284271247461903
COD,1981-Q4,0300-0400,R-6,31F3,2.6457513110645907
COD,1981-Q4,0300-0400,R-6,33F3,1.4142135623730951
COD,1981-Q4,0300-0400,R-6,37F3,2
COD,1981-Q4,0300-0400,R-2,40F3,6.164414002968976
COD,1981-Q4,0300-0400,R-2,41F3,8.48528137423857
COD,1981-Q4,0300-0400,R-2,42F3,3
COD,1981-Q4,0300-0400,R-2,44F3,2.8284271247461903
COD,1981-Q4,0300-0400,R-6,33F4,4
COD,1981-Q4,0300-0400,R-6,34F4,5.477225575051661
COD,1981-Q4,0300-0400,R-6,35F4,4.242640687119285
COD,1981-Q4,0300-0400,R-6,38F4,1.4142135623730951
COD,1981-Q4,0300-0400,R-2,40F4,1.4142135623730951
COD,1981-Q4,0300-0400,R-2,41F4,1.4142135623730951
COD,1981-Q4,0300-0400,R-2,44F4,2
COD,1981-Q4,0300-0400,R-6,35F5,7.745966692414834
COD,1981-Q4,0300-0400,R-6,36F5,5.656854249492381
COD,1981-Q4,0300-0400,R-6,37F5,1.4142135623730951
COD,1981-Q4,0300-0400,R-7,40F5,4.69041575982343
COD,1981-Q4,0300-0400,R-7,41F5,1.4142135623730951
COD,1981-Q4,0300-0400,R-7,42F5,1.4142135623730951
COD,1981-Q4,0300-0400,R-6,36F6,6.782329983125268
COD,1981-Q4,0300-0400,R-6,37F6,4.242640687119285
COD,1981-Q4,0300-0400,R-7,40F6,2.8284271247461903
COD,1981-Q4,0300-0400,R-7,41F6,1.4142135623730951
COD,1981-Q4,0300-0400,R-6,36F7,14.2828568570857
COD,1981-Q4,0300-0400,R-6,37F7,16
COD,1981-Q4,0300-0400,R-7,40F7,4.242640687119285
COD,1981-Q4,0300-0400,R-7,41F7,2
COD,1981-Q4,0300-0400,R-7,42F7,7.615773105863909
COD,1981-Q4,0300-0400,R-7,43F7,6
COD,1981-Q4,0300-0400,R-6,36F8,18.110770276274835
COD,1981-Q4,0300-0400,R-6,37F8,16.24807680927192
COD,1981-Q4,0400-0500,R-4,39E8,2
COD,1981-Q4,0400-0500,R-4,40E8,2.6457513110645907
COD,1981-Q4,0400-0500,R-3,42E8,2
COD,1981-Q4,0400-0500,R-3,43E8,1.7320508075688772
COD,1981-Q4,0400-0500,R-4,37E9,1.4142135623730951
COD,1981-Q4,0400-0500,R-4,40E9,6.6332495807108
COD,1981-Q4,0400-0500,R-3,43E9,1.7320508075688772
COD,1981-Q4,0400-0500,R-2,40F0,2.23606797749979
COD,1981-Q4,0400-0500,R-2,41F0,1.4142135623730951
COD,1981-Q4,0400-0500,R-1,47F0,1
COD,1981-Q4,0400-0500,R-2,41F1,2.8284271247461903
COD,1981-Q4,0400-0500,R-2,42F1,2.8284271247461903
COD,1981-Q4,0400-0500,R-2,43F1,10.770329614269007
COD,1981-Q4,0400-0500,R-6,31F2,4
COD,1981-Q4,0400-0500,R-5,36F2,1.4142135623730951
COD,1981-Q4,0400-0500,R-2,41F2,3.1622776601683795
COD,1981-Q4,0400-0500,R-2,42F2,8.831760866327848
COD,1981-Q4,0400-0500,R-1,45F2,2
COD,1981-Q4,0400-0500,R-1,48F2,1
COD,1981-Q4,0400-0500,R-1,50F2,1.4142135623730951
COD,1981-Q4,0400-0500,R-6,31F3,2.449489742783178
COD,1981-Q4,0400-0500,R-2,41F3,2
COD,1981-Q4,0400-0500,R-2,42F3,2.8284271247461903
COD,1981-Q4,0400-0500,R-2,44F3,2.8284271247461903
COD,1981-Q4,0400-0500,R-1,45F3,1.4142135623730951
COD,1981-Q4,0400-0500,R-1,46F3,1
COD,1981-Q4,0400-0500,R-6,33F4,4
COD,1981-Q4,0400-0500,R-6,34F4,6.164414002968976
COD,1981-Q4,0400-0500,R-6,35F4,3.872983346207417
COD,1981-Q4,0400-0500,R-6,37F4,2
COD,1981-Q4,0400-0500,R-2,40F4,2.449489742783178
COD,1981-Q4,0400-0500,R-2,44F4,2.8284271247461903
COD,1981-Q4,0400-0500,R-6,35F5,9.055385138137417
COD,1981-Q4,0400-0500,R-6,36F5,4.69041575982343
COD,1981-Q4,0400-0500,R-6,37F5,1.4142135623730951
COD,1981-Q4,0400-0500,R-7,40F5,2.8284271247461903
COD,1981-Q4,0400-0500,R-7,41F5,1.4142135623730951
COD,1981-Q4,0400-0500,R-6,36F6,4.242640687119285
COD,1981-Q4,0400-0500,R-6,37F6,2.449489742783178
COD,1981-Q4,0400-0500,R-7,40F6,1.4142135623730951
COD,1981-Q4,0400-0500,R-7,41F6,1.4142135623730951
COD,1981-Q4,0400-0500,R-6,36F7,8
COD,1981-Q4,0400-0500,R-6,37F7,9.16515138991168
COD,1981-Q4,0400-0500,R-7,40F7,4.242640687119285
COD,1981-Q4,0400-0500,R-7,41F7,2.449489742783178
COD,1981-Q4,0400-0500,R-7,42F7,7.483314773547883
COD,1981-Q4,0400-0500,R-7,43F7,5.5677643628300215
COD,1981-Q4,0400-0500,R-6,36F8,8.602325267042627
COD,1981-Q4,0400-0500,R-6,37F8,10.770329614269007
COD,1981-Q4,0500-0700,R-3,43E8,2.6457513110645907
COD,1981-Q4,0500-0700,R-4,37E9,1.4142135623730951
COD,1981-Q4,0500-0700,R-1,49E9,2
COD,1981-Q4,0500-0700,R-1,50E9,2.6457513110645907
COD,1981-Q4,0500-0700,R-1,50F0,1.7320508075688772
COD,1981-Q4,0500-0700,R-2,41F1,1.4142135623730951
COD,1981-Q4,0500-0700,R-2,43F1,5.830951894845301
COD,1981-Q4,0500-0700,R-1,49F1,1.4142135623730951
COD,1981-Q4,0500-0700,R-1,50F1,1.4142135623730951
COD,1981-Q4,0500-0700,R-6,31F2,8.12403840463596
COD,1981-Q4,0500-0700,R-5,36F2,1.4142135623730951
COD,1981-Q4,0500-0700,R-2,42F2,4
COD,1981-Q4,0500-0700,R-1,47F2,2
COD,1981-Q4,0500-0700,R-1,48F2,1
COD,1981-Q4,0500-0700,R-1,50F2,4.242640687119285
COD,1981-Q4,0500-0700,R-6,31F3,2.6457513110645907
COD,1981-Q4,0500-0700,R-1,48F3,1.4142135623730951
COD,1981-Q4,0500-0700,R-6,33F4,2
COD,1981-Q4,0500-0700,R-6,34F4,4.898979485566356
COD,1981-Q4,0500-0700,R-6,35F4,1.4142135623730951
COD,1981-Q4,0500-0700,R-2,44F4,2
COD,1981-Q4,0500-0700,R-1,45F4,2
COD,1981-Q4,0500-0700,R-6,35F5,7.615773105863909
COD,1981-Q4,0500-0700,R-6,36F5,6
COD,1981-Q4,0500-0700,R-7,40F5,2.8284271247461903
COD,1981-Q4,0500-0700,R-7,41F5,1
COD,1981-Q4,0500-0700,R-7,42F5,1.4142135623730951
COD,1981-Q4,0500-0700,R-6,36F6,2
COD,1981-Q4,0500-0700,R-6,37F6,1.4142135623730951
COD,1981-Q4,0500-0700,R-7,40F6,2
COD,1981-Q4,0500-0700,R-7,41F6,1.4142135623730951
COD,1981-Q4,0500-0700,R-6,36F7,5.477225575051661
COD,1981-Q4,0500-0700,R-6,37F7,7.3484692283495345
COD,1981-Q4,0500-0700,R-7,40F7,2
COD,1981-Q4,0500-0700,R-7,41F7,1.4142135623730951
COD,1981-Q4,0500-0700,R-7,42F7,4
COD,1981-Q4,0500-0700,R-7,43F7,3.7416573867739413
COD,1981-Q4,0500-0700,R-6,36F8,2
COD,1981-Q4,0500-0700,R-6,37F8,5.477225575051661
COD,1981-Q4,0700-1000,R-3,46E6,1
COD,1981-Q4,0700-1000,R-3,43E8,2
COD,1981-Q4,0700-1000,R-4,37E9,2.449489742783178
COD,1981-Q4,0700-1000,R-3,43E9,1
COD,1981-Q4,0700-1000,R-2,42F0,1.4142135623730951
COD,1981-Q4,0700-1000,R-1,49F0,1
COD,1981-Q4,0700-1000,R-1,50F0,2
COD,1981-Q4,0700-1000,R-4,37F1,5.830951894845301
COD,1981-Q4,0700-1000,R-2,41F1,2
COD,1981-Q4,0700-1000,R-2,43F1,4.242640687119285
COD,1981-Q4,0700-1000,R-1,44F1,1
COD,1981-Q4,0700-1000,R-1,51F1,5
COD,1981-Q4,0700-1000,R-6,31F2,4
COD,1981-Q4,0700-1000,R-5,34F2,6.324555320336759
COD,1981-Q4,0700-1000,R-5,35F2,5.385164807134504
COD,1981-Q4,0700-1000,R-2,41F2,2.8284271247461903
COD,1981-Q4,0700-1000,R-2,42F2,2
COD,1981-Q4,0700-1000,R-1,47F2,1.4142135623730951
COD,1981-Q4,0700-1000,R-1,48F2,2.8284271247461903
COD,1981-Q4,0700-1000,R-6,31F3,2
COD,1981-Q4,0700-1000,R-6,35F3,6.48074069840786
COD,1981-Q4,0700-1000,R-2,41F3,2
COD,1981-Q4,0700-1000,R-2,42F3,2.8284271247461903
COD,1981-Q4,0700-1000,R-1,45F3,1.4142135623730951
COD,1981-Q4,0700-1000,R-1,49F3,1.4142135623730951
COD,1981-Q4,0700-1000,R-6,36F4,1.4142135623730951
COD,1981-Q4,0700-1000,R-2,41F4,2
COD,1981-Q4,0700-1000,R-2,44F4,2
COD,1981-Q4,0700-1000,R-1,45F4,2.449489742783178
COD,1981-Q4,0700-1000,R-6,36F5,3.1622776601683795
COD,1981-Q4,0700-1000,R-7,42F5,2.449489742783178
COD,1981-Q4,0700-1000,R-6,36F6,1.4142135623730951
COD,1981-Q4,0700-1000,R-6,37F6,1.4142135623730951
COD,1981-Q4,0700-1000,R-6,36F7,1
COD,1981-Q4,0700-1000,R-6,37F7,1.4142135623730951
COD,1981-Q4,0700-1000,R-7,42F7,1.7320508075688772
COD,1981-Q4,0700-1000,R-6,37F8,2.23606797749979
COD,1981-Q4,1200-9999,R-4,37F1,3.605551275463989
COD,1981-Q4,1200-9999,R-2,43F1,2
COD,1981-Q4,1200-9999,R-5,34F2,3
COD,1981-Q4,1200-9999,R-5,35F2,3.1622776601683795
COD,1981-Q4,1200-9999,R-2,41F2,2
COD,1981-Q4,1200-9999,R-1,48F2,1.4142135623730951
COD,1981-Q4,1200-9999,R-6,35F3,3.605551275463989
COD,1981-Q4,1200-9999,R-2,42F3,1.4142135623730951
COD,1981-Q4,1200-9999,R-7,41F6,1.4142135623730951
COD,1985-Q1,0250-0300,R-4,40E8,1.4142135623730951
COD,1985-Q1,0250-0300,R-3,45E9,1.4142135623730951
COD,1985-Q1,0250-0300,R-4,37F0,2.23606797749979
COD,1985-Q1,0250-0300,R-4,39F0,11.704699910719626
COD,1985-Q1,0250-0300,R-2,41F0,3
COD,1985-Q1,0250-0300,R-2,42F0,2.449489742783178
COD,1985-Q1,0250-0300,R-1,45F0,2
COD,1985-Q1,0250-0300,R-1,46F0,2.449489742783178
COD,1985-Q1,0250-0300,R-1,47F0,3
COD,1985-Q1,0250-0300,R-2,39F1,2.8284271247461903
COD,1985-Q1,0250-0300,R-1,44F1,1.7320508075688772
COD,1985-Q1,0250-0300,R-1,46F1,3.1622776601683795
COD,1985-Q1,0250-0300,R-1,48F1,2.449489742783178
COD,1985-Q1,0250-0300,R-2,40F2,1.4142135623730951
COD,1985-Q1,0250-0300,R-1,45F2,3.4641016151377544
COD,1985-Q1,0250-0300,R-1,46F2,2
COD,1985-Q1,0250-0300,R-1,45F3,4.795831523312719
COD,1985-Q1,0250-0300,R-2,41F4,1.7320508075688772
COD,1985-Q1,0250-0300,R-1,45F4,4
COD,1985-Q1,0250-0300,R-6,36F6,2.23606797749979
COD,1985-Q1,0250-0300,R-6,37F7,2
COD,1985-Q1,0300-0350,R-4,40E9,5.196152422706632
COD,1985-Q1,0300-0350,R-3,46E9,1.4142135623730951
COD,1985-Q1,0300-0350,R-4,37F0,2.23606797749979
COD,1985-Q1,0300-0350,R-4,39F0,7.211102550927978
COD,1985-Q1,0300-0350,R-2,42F0,2
COD,1985-Q1,0300-0350,R-1,45F0,1.7320508075688772
COD,1985-Q1,0300-0350,R-1,46F0,3.4641016151377544
COD,1985-Q1,0300-0350,R-1,47F0,3.872983346207417
COD,1985-Q1,0300-0350,R-1,49F0,2
COD,1985-Q1,0300-0350,R-2,42F1,2.23606797749979
COD,1985-Q1,0300-0350,R-1,45F1,1.7320508075688772
COD,1985-Q1,0300-0350,R-5,36F2,1.4142135623730951
COD,1985-Q1,0300-0350,R-2,41F2,2
COD,1985-Q1,0300-0350,R-1,46F3,1.4142135623730951
COD,1985-Q1,0300-0350,R-1,48F3,2.23606797749979
COD,1985-Q1,0300-0350,R-6,37F4,1.4142135623730951
COD,1985-Q1,0300-0350,R-1,45F4,4.358898943540674
COD,1985-Q1,0300-0350,R-7,42F5,2.23606797749979
COD,1985-Q1,0300-0350,R-6,36F6,4.242640687119285
COD,1985-Q1,0300-0350,R-6,37F7,2.23606797749979
COD,1985-Q1,0350-0400,R-4,39E8,1.7320508075688772
COD,1985-Q1,0350-0400,R-4,40E9,3.872983346207417
COD,1985-Q1,0350-0400,R-3,46E9,1.7320508075688772
COD,1985-Q1,0350-0400,R-4,39F0,3.7416573867739413
COD,1985-Q1,0350-0400,R-1,45F0,2.6457513110645907
COD,1985-Q1,0350-0400,R-1,46F0,2.6457513110645907
COD,1985-Q1,0350-0400,R-1,47F0,3
COD,1985-Q1,0350-0400,R-5,36F1,1.4142135623730951
COD,1985-Q1,0350-0400,R-2,42F1,1.4142135623730951
COD,1985-Q1,0350-0400,R-2,43F1,2.6457513110645907
COD,1985-Q1,0150-0200,R-6,36F6,1.4142135623730951
COD,1985-Q1,0350-0400,R-1,45F3,3
COD,1985-Q1,0350-0400,R-1,46F3,1.4142135623730951
COD,1985-Q1,0350-0400,R-1,45F4,3.7416573867739413
COD,1985-Q1,0350-0400,R-6,36F6,5.477225575051661
COD,1985-Q1,0350-0400,R-6,38F6,2.23606797749979
COD,1985-Q1,0350-0400,R-6,37F7,2.23606797749979
COD,1985-Q1,0350-0400,R-6,38F7,8.12403840463596
COD,1985-Q1,0400-0500,R-3,44E7,5.0990195135927845
COD,1985-Q1,0400-0500,R-1,48E7,3.4641016151377544
COD,1985-Q1,0400-0500,R-4,39E8,1.7320508075688772
COD,1985-Q1,0400-0500,R-4,40E9,1.4142135623730951
COD,1985-Q1,0400-0500,R-1,48E9,1.4142135623730951
COD,1985-Q1,0400-0500,R-4,37F0,3.605551275463989
COD,1985-Q1,0150-0200,R-6,37F7,1.7320508075688772
COD,1985-Q1,0400-0500,R-1,46F0,2.6457513110645907
COD,1985-Q1,0400-0500,R-1,47F0,2.6457513110645907
COD,1985-Q1,0400-0500,R-1,48F0,5
COD,1985-Q1,0400-0500,R-2,39F1,1.4142135623730951
COD,1985-Q1,0400-0500,R-1,48F1,3.872983346207417
COD,1985-Q1,0400-0500,R-1,46F2,1.7320508075688772
COD,1985-Q1,0400-0500,R-1,48F2,3.872983346207417
COD,1985-Q1,0400-0500,R-1,45F4,2.23606797749979
COD,1985-Q1,0400-0500,R-6,36F6,4.69041575982343
COD,1985-Q1,0400-0500,R-6,37F7,2
COD,1985-Q1,0200-0250,R-3,44E7,1.4142135623730951
COD,1985-Q1,0500-0600,R-4,40E9,1.4142135623730951
COD,1985-Q1,0500-0600,R-1,45F0,2.23606797749979
COD,1985-Q1,0500-0600,R-1,46F0,1.4142135623730951
COD,1985-Q1,0500-0600,R-1,47F0,2.23606797749979
COD,1985-Q1,0500-0600,R-1,49F0,2.8284271247461903
COD,1985-Q1,0500-0600,R-1,46F1,2
COD,1985-Q1,0500-0600,R-1,48F1,3.605551275463989
COD,1985-Q1,0500-0600,R-1,50F1,4.47213595499958
COD,1985-Q1,0500-0600,R-1,48F2,2.8284271247461903
COD,1985-Q1,0500-0600,R-1,46F3,1.7320508075688772
COD,1985-Q1,0500-0600,R-1,45F4,2.23606797749979
COD,1985-Q1,0500-0600,R-6,36F6,1.7320508075688772
COD,1985-Q1,0500-0600,R-6,38F7,2.6457513110645907
COD,1985-Q1,0600-0700,R-1,50E9,1.7320508075688772
COD,1985-Q1,0600-0700,R-4,37F0,1.4142135623730951
COD,1985-Q1,0600-0700,R-1,45F0,2
COD,1985-Q1,0600-0700,R-1,46F0,1.4142135623730951
COD,1985-Q1,0600-0700,R-1,49F0,2.23606797749979
COD,1985-Q1,0600-0700,R-1,48F1,2
COD,1985-Q1,0600-0700,R-1,48F2,2.449489742783178
COD,1985-Q1,0600-0700,R-6,38F7,6.6332495807108
COD,1985-Q1,0200-0250,R-4,39F0,6
COD,1985-Q1,0700-0800,R-1,48F0,1.4142135623730951
COD,1985-Q1,0200-0250,R-1,45F0,1.4142135623730951
COD,1985-Q1,0700-0800,R-1,46F2,1.7320508075688772
COD,1985-Q1,0700-0800,R-6,38F7,2
COD,1985-Q1,0800-1000,R-3,45E9,1.7320508075688772
COD,1985-Q1,0800-1000,R-3,46E9,1.4142135623730951
COD,1985-Q1,0200-0250,R-2,39F1,1.7320508075688772
COD,1985-Q1,0800-1000,R-2,40F2,2.23606797749979
COD,1985-Q1,0800-1000,R-1,46F2,1.4142135623730951
COD,1985-Q1,0800-1000,R-2,42F3,1.7320508075688772
COD,1985-Q1,0800-1000,R-6,36F4,3
COD,1985-Q1,0800-1000,R-6,37F4,1.7320508075688772
COD,1985-Q1,0200-0250,R-1,45F2,5.830951894845301
COD,1985-Q1,0200-0250,R-1,46F3,2.449489742783178
COD,1985-Q1,0200-0250,R-6,36F6,1.7320508075688772
COD,1985-Q1,0200-0250,R-6,37F7,1.4142135623730951
COD,1985-Q3,0250-0300,R-4,40E9,1.4142135623730951
COD,1985-Q3,0250-0300,R-4,38F0,2
COD,1985-Q3,0250-0300,R-2,40F0,1.4142135623730951
COD,1985-Q3,0250-0300,R-2,40F2,1.7320508075688772
COD,1985-Q3,0250-0300,R-2,43F2,1.4142135623730951
COD,1985-Q3,0250-0300,R-6,38F6,2.8284271247461903
COD,1985-Q3,0250-0300,R-6,38F7,5.291502622129181
COD,1985-Q3,0300-0350,R-4,40E9,2.23606797749979
