"Year","Quarter","Predator","Prey","eatenW"
1974,1,"Cod","Cod",11223.1774329378
1975,1,"Cod","Cod",13318.2772618384
1976,1,"Cod","Cod",14326.4230039673
1977,1,"Cod","Cod",22439.1183983248
1978,1,"Cod","Cod",25387.4326543975
1979,1,"Cod","Cod",19034.1587847461
1980,1,"Cod","Cod",20648.881456442
1981,1,"Cod","Cod",23026.8439054086
1982,1,"Cod","Cod",20935.6075613392
1983,1,"Cod","Cod",18105.7411678131
1984,1,"Cod","Cod",17120.7472318213
1985,1,"Cod","Cod",12395.166818496
1986,1,"Cod","Cod",14754.6446775492
1987,1,"Cod","Cod",12491.6726483713
1988,1,"Cod","Cod",8800.33228945023
1989,1,"Cod","Cod",7419.50073614346
1990,1,"Cod","Cod",6969.07621015092
1991,1,"Cod","Cod",4524.27867411155
1992,1,"Cod","Cod",5682.47601610835
1993,1,"Cod","Cod",4728.04371013929
1994,1,"Cod","Cod",5960.84293634413
1995,1,"Cod","Cod",5086.45532355095
1996,1,"Cod","Cod",4589.35498159193
1997,1,"Cod","Cod",5990.28295595335
1998,1,"Cod","Cod",3947.22590813991
1999,1,"Cod","Cod",2042.43045977739
2000,1,"Cod","Cod",1873.42230589318
2001,1,"Cod","Cod",1782.67376682594
2002,1,"Cod","Cod",1037.28937464555
2003,1,"Cod","Cod",844.246370533041
2004,1,"Cod","Cod",1022.80559159563
2005,1,"Cod","Cod",1171.04096568465
2006,1,"Cod","Cod",1507.12190416972
2007,1,"Cod","Cod",1441.70762505142
2008,1,"Cod","Cod",1192.58531313249
2009,1,"Cod","Cod",994.250632987396
2010,1,"Cod","Cod",1111.64242462629
2011,1,"Cod","Cod",1038.7555281413
2012,1,"Cod","Cod",1038.04840812026
2013,1,"Cod","Cod",1598.93789204395
2014,1,"Cod","Cod",2846.82753665035
2015,1,"Cod","Cod",2526.70084117599
2016,1,"Cod","Cod",1919.24286516695
1974,2,"Cod","Cod",8950.55471883408
1975,2,"Cod","Cod",11098.7347697869
1976,2,"Cod","Cod",8673.74718690752
1977,2,"Cod","Cod",16244.0964707325
1978,2,"Cod","Cod",11454.1551030013
1979,2,"Cod","Cod",12844.2182371649
1980,2,"Cod","Cod",13846.0402752453
1981,2,"Cod","Cod",11919.1932004894
1982,2,"Cod","Cod",14290.6345569536
1983,2,"Cod","Cod",8606.52408442398
1984,2,"Cod","Cod",10703.7512388315
1985,2,"Cod","Cod",5615.69863065094
1986,2,"Cod","Cod",10155.141054827
1987,2,"Cod","Cod",4943.71503406376
1988,2,"Cod","Cod",4584.31154034208
1989,2,"Cod","Cod",4427.56465882613
1990,2,"Cod","Cod",3321.45304118626
1991,2,"Cod","Cod",2700.7072536095
1992,2,"Cod","Cod",3217.03331901812
1993,2,"Cod","Cod",2381.36533211232
1994,2,"Cod","Cod",3821.63981871947
1995,2,"Cod","Cod",2623.71110430956
1996,2,"Cod","Cod",2561.52077320576
1997,2,"Cod","Cod",3779.34538495965
1998,2,"Cod","Cod",1674.15347965494
1999,2,"Cod","Cod",1348.75338198941
2000,2,"Cod","Cod",925.086965346752
2001,2,"Cod","Cod",708.750525360498
2002,2,"Cod","Cod",648.439786412349
2003,2,"Cod","Cod",416.4114942154
2004,2,"Cod","Cod",564.622134594523
2005,2,"Cod","Cod",504.494626041409
2006,2,"Cod","Cod",776.687288784974
2007,2,"Cod","Cod",580.962282949371
2008,2,"Cod","Cod",731.330838567279
2009,2,"Cod","Cod",646.244307180326
2010,2,"Cod","Cod",739.100053134653
2011,2,"Cod","Cod",629.684886109454
2012,2,"Cod","Cod",810.782278772904
2013,2,"Cod","Cod",1140.53607463808
2014,2,"Cod","Cod",1985.87608127874
2015,2,"Cod","Cod",1815.3750383697
2016,2,"Cod","Cod",1626.15548908358
1974,3,"Cod","Cod",12296.9095607958
1975,3,"Cod","Cod",11981.7207265638
1976,3,"Cod","Cod",19632.4065233312
1977,3,"Cod","Cod",26506.2301589358
1978,3,"Cod","Cod",19444.5456390502
1979,3,"Cod","Cod",19587.5509265188
1980,3,"Cod","Cod",24147.1474271686
1981,3,"Cod","Cod",31127.452838798
1982,3,"Cod","Cod",24741.0987196433
1983,3,"Cod","Cod",15621.9060280072
1984,3,"Cod","Cod",17643.389671427
1985,3,"Cod","Cod",11941.5366656987
1986,3,"Cod","Cod",13925.6422150112
1987,3,"Cod","Cod",8749.5585730186
1988,3,"Cod","Cod",7048.16513098585
1989,3,"Cod","Cod",6860.63201147584
1990,3,"Cod","Cod",5154.74160151855
1991,3,"Cod","Cod",4645.28222141963
1992,3,"Cod","Cod",4641.0349723086
1993,3,"Cod","Cod",4365.53749974948
1994,3,"Cod","Cod",5985.6623333899
1995,3,"Cod","Cod",5078.49493835106
1996,3,"Cod","Cod",5683.42023410321
1997,3,"Cod","Cod",6376.29434978906
1998,3,"Cod","Cod",3280.84938753063
1999,3,"Cod","Cod",2155.53456898716
2000,3,"Cod","Cod",1863.72585026328
2001,3,"Cod","Cod",1625.36635961494
2002,3,"Cod","Cod",1795.8177755365
2003,3,"Cod","Cod",1665.89250491568
2004,3,"Cod","Cod",1421.83601863376
2005,3,"Cod","Cod",1902.12805546026
2006,3,"Cod","Cod",1993.58962210893
2007,3,"Cod","Cod",1817.02915566452
2008,3,"Cod","Cod",1810.69201559241
2009,3,"Cod","Cod",1472.59600917064
2010,3,"Cod","Cod",1544.73232851571
2011,3,"Cod","Cod",2128.95379849885
2012,3,"Cod","Cod",2523.57997508518
2013,3,"Cod","Cod",3311.21026916899
2014,3,"Cod","Cod",3790.71798959986
2015,3,"Cod","Cod",3517.74745989217
2016,3,"Cod","Cod",3862.79832788017
1974,4,"Cod","Cod",18496.7116467639
1975,4,"Cod","Cod",21475.497198928
1976,4,"Cod","Cod",31919.7121510728
1977,4,"Cod","Cod",45716.0655893266
1978,4,"Cod","Cod",23699.5127295165
1979,4,"Cod","Cod",35461.3330894124
1980,4,"Cod","Cod",32958.5032201731
1981,4,"Cod","Cod",35710.100993968
1982,4,"Cod","Cod",27783.3304924224
1983,4,"Cod","Cod",24138.0619860415
1984,4,"Cod","Cod",25057.1988865698
1985,4,"Cod","Cod",22257.9937417075
1986,4,"Cod","Cod",16158.1469350178
1987,4,"Cod","Cod",12563.2234933152
1988,4,"Cod","Cod",9893.80142768793
1989,4,"Cod","Cod",9510.30106969903
1990,4,"Cod","Cod",7444.88253105993
1991,4,"Cod","Cod",6939.3901251437
1992,4,"Cod","Cod",7250.02769821409
1993,4,"Cod","Cod",7524.12571908159
1994,4,"Cod","Cod",8791.92467790507
1995,4,"Cod","Cod",7556.47244381397
1996,4,"Cod","Cod",8823.85121034816
1997,4,"Cod","Cod",9220.30359286815
1998,4,"Cod","Cod",2621.52293862736
1999,4,"Cod","Cod",1825.74492450333
2000,4,"Cod","Cod",1895.33171203391
2001,4,"Cod","Cod",1436.33480446888
2002,4,"Cod","Cod",953.898524426765
2003,4,"Cod","Cod",1223.1293331173
2004,4,"Cod","Cod",1322.37398458951
2005,4,"Cod","Cod",1523.15391600864
2006,4,"Cod","Cod",1533.09866139879
2007,4,"Cod","Cod",1285.67209457907
2008,4,"Cod","Cod",1086.25196034491
2009,4,"Cod","Cod",1602.35091742653
2010,4,"Cod","Cod",1776.66621627705
2011,4,"Cod","Cod",1721.08083814982
2012,4,"Cod","Cod",2577.91088535258
2013,4,"Cod","Cod",3996.01495413946
2014,4,"Cod","Cod",4362.87707920588
2015,4,"Cod","Cod",3402.91390779757
2016,4,"Cod","Cod",4489.38235820399
1974,3,"Fulmar","Cod",1974.1654859862
1975,3,"Fulmar","Cod",1188.83352603834
1976,3,"Fulmar","Cod",4255.6388136288
1977,3,"Fulmar","Cod",2984.96908015488
1978,3,"Fulmar","Cod",3091.483686577
1979,3,"Fulmar","Cod",2520.87269174104
1980,3,"Fulmar","Cod",2665.8365507631
1981,3,"Fulmar","Cod",5936.4692344048
1982,3,"Fulmar","Cod",3481.55389439416
1983,3,"Fulmar","Cod",3255.58378502032
1984,3,"Fulmar","Cod",2506.1977873309
1985,3,"Fulmar","Cod",2905.146106785
1986,3,"Fulmar","Cod",1772.44043619656
1987,3,"Fulmar","Cod",1734.60904811012
1988,3,"Fulmar","Cod",1590.05604122664
1989,3,"Fulmar","Cod",1268.43568660458
1990,3,"Fulmar","Cod",1551.255880044
1991,3,"Fulmar","Cod",1660.4996060718
1992,3,"Fulmar","Cod",997.72685453584
1993,3,"Fulmar","Cod",1332.50940804384
1994,3,"Fulmar","Cod",1037.58113232488
1995,3,"Fulmar","Cod",842.28835300896
1996,3,"Fulmar","Cod",1286.61499157152
1997,3,"Fulmar","Cod",628.90384138296
1998,3,"Fulmar","Cod",918.99960374196
1999,3,"Fulmar","Cod",1249.86938216426
2000,3,"Fulmar","Cod",510.894627516
2001,3,"Fulmar","Cod",670.54551340088
2002,3,"Fulmar","Cod",898.18805072022
2003,3,"Fulmar","Cod",1342.8010219026
2004,3,"Fulmar","Cod",1040.16637787868
2005,3,"Fulmar","Cod",1477.76678787296
2006,3,"Fulmar","Cod",875.3264603148
2007,3,"Fulmar","Cod",808.21196676792
2008,3,"Fulmar","Cod",865.64948124928
2009,3,"Fulmar","Cod",629.33812737744
2010,3,"Fulmar","Cod",470.0412480621
2011,3,"Fulmar","Cod",1032.28852813424
2012,3,"Fulmar","Cod",1226.18391454104
2013,3,"Fulmar","Cod",1267.55476534752
2014,3,"Fulmar","Cod",823.38345651952
2015,3,"Fulmar","Cod",719.88669322856
2016,3,"Fulmar","Cod",904.5419901726
1974,3,"G. gurnards","Cod",25140.0411109068
1975,3,"G. gurnards","Cod",10967.5027432386
1976,3,"G. gurnards","Cod",43114.335770688
1977,3,"G. gurnards","Cod",5879.44735030926
1978,3,"G. gurnards","Cod",42638.8306796881
1979,3,"G. gurnards","Cod",1220.91797160333
1980,3,"G. gurnards","Cod",3860.47310759968
1981,3,"G. gurnards","Cod",105965.567808464
1982,3,"G. gurnards","Cod",25474.0857258368
1983,3,"G. gurnards","Cod",18713.1279832853
1984,3,"G. gurnards","Cod",30948.114257346
1985,3,"G. gurnards","Cod",8728.66453698876
1986,3,"G. gurnards","Cod",12100.7792429316
1987,3,"G. gurnards","Cod",7900.0630382076
1988,3,"G. gurnards","Cod",4193.3024791827
1989,3,"G. gurnards","Cod",7996.9101720898
1990,3,"G. gurnards","Cod",13260.15471248
1991,3,"G. gurnards","Cod",12619.887013422
1992,3,"G. gurnards","Cod",15042.8498044968
1993,3,"G. gurnards","Cod",20020.3956712656
1994,3,"G. gurnards","Cod",24468.3257483808
1995,3,"G. gurnards","Cod",20826.3814690308
1996,3,"G. gurnards","Cod",30019.1261935968
1997,3,"G. gurnards","Cod",30132.5679863676
1998,3,"G. gurnards","Cod",33278.062734423
1999,3,"G. gurnards","Cod",65756.8470476632
2000,3,"G. gurnards","Cod",22752.10393092
2001,3,"G. gurnards","Cod",29918.0248827512
2002,3,"G. gurnards","Cod",47247.126918017
2003,3,"G. gurnards","Cod",53796.1134882392
2004,3,"G. gurnards","Cod",43791.611151834
2005,3,"G. gurnards","Cod",61159.574603049
2006,3,"G. gurnards","Cod",43267.588734968
2007,3,"G. gurnards","Cod",48192.7126030272
2008,3,"G. gurnards","Cod",53010.2921555116
2009,3,"G. gurnards","Cod",41018.8036444576
2010,3,"G. gurnards","Cod",35633.1607858512
2011,3,"G. gurnards","Cod",67776.6883647724
2012,3,"G. gurnards","Cod",76343.0260874736
2013,3,"G. gurnards","Cod",79584.9640658592
2014,3,"G. gurnards","Cod",59464.9388927698
2015,3,"G. gurnards","Cod",57827.3462660868
2016,3,"G. gurnards","Cod",60785.382004113
1974,3,"Gannet","Cod",458.18625381
1975,3,"Gannet","Cod",577.022568825
1976,3,"Gannet","Cod",727.052280468
1977,3,"Gannet","Cod",1886.95143226
1978,3,"Gannet","Cod",1251.196875864
1979,3,"Gannet","Cod",954.396775632
1980,3,"Gannet","Cod",1522.936438296
1981,3,"Gannet","Cod",820.610948148
1982,3,"Gannet","Cod",1668.831694365
1983,3,"Gannet","Cod",930.589072764
1984,3,"Gannet","Cod",1667.92882902
1985,3,"Gannet","Cod",546.159544289
1986,3,"Gannet","Cod",1393.034770128
1987,3,"Gannet","Cod",853.8329744
1988,3,"Gannet","Cod",541.588995766
1989,3,"Gannet","Cod",986.7183954
1990,3,"Gannet","Cod",543.661485792
1991,3,"Gannet","Cod",551.562828144
1992,3,"Gannet","Cod",842.177212512
1993,3,"Gannet","Cod",420.337257804
1994,3,"Gannet","Cod",777.535529823
1995,3,"Gannet","Cod",609.590173248
1996,3,"Gannet","Cod",418.385905236
1997,3,"Gannet","Cod",913.926902877
1998,3,"Gannet","Cod",312.3178750258
1999,3,"Gannet","Cod",361.539577288
2000,3,"Gannet","Cod",692.924583285
2001,3,"Gannet","Cod",302.79450826
2002,3,"Gannet","Cod",372.812915094
2003,3,"Gannet","Cod",345.3601740775
2004,3,"Gannet","Cod",456.958001968
2005,3,"Gannet","Cod",529.8584043555
2006,3,"Gannet","Cod",862.020633126
2007,3,"Gannet","Cod",438.839536113
2008,3,"Gannet","Cod",417.266730986
2009,3,"Gannet","Cod",364.8423838752
2010,3,"Gannet","Cod",532.632896552
2011,3,"Gannet","Cod",455.4392111866
2012,3,"Gannet","Cod",517.547414316
2013,3,"Gannet","Cod",778.381539168
2014,3,"Gannet","Cod",836.93575461
2015,3,"Gannet","Cod",456.3712041755
2016,3,"Gannet","Cod",260.09974143
1974,4,"Gannet","Cod",1975.1323847372
1975,4,"Gannet","Cod",3578.025762909
1976,4,"Gannet","Cod",2002.917437196
1977,4,"Gannet","Cod",3339.436106916
1978,4,"Gannet","Cod",3196.5010807275
1979,4,"Gannet","Cod",2875.0459677004
1980,4,"Gannet","Cod",5049.8251668566
1981,4,"Gannet","Cod",2456.480582478
1982,4,"Gannet","Cod",3789.1860420414
1983,4,"Gannet","Cod",2319.5096623218
1984,4,"Gannet","Cod",4068.0821376
1985,4,"Gannet","Cod",1520.7105739631
1986,4,"Gannet","Cod",4006.0649957952
1987,4,"Gannet","Cod",2098.724613453
1988,4,"Gannet","Cod",1517.7200526033
1989,4,"Gannet","Cod",2378.1200276418
1990,4,"Gannet","Cod",1398.301960536
1991,4,"Gannet","Cod",1483.0303949643
1992,4,"Gannet","Cod",1952.307654661
1993,4,"Gannet","Cod",999.4467321046
1994,4,"Gannet","Cod",1949.4214167792
1995,4,"Gannet","Cod",1954.4783649027
1996,4,"Gannet","Cod",1384.672237312
1997,4,"Gannet","Cod",3087.3031660328
1998,4,"Gannet","Cod",540.96896070425
1999,4,"Gannet","Cod",1009.05609037129
2000,4,"Gannet","Cod",1509.8487885845
2001,4,"Gannet","Cod",749.16596436864
2002,4,"Gannet","Cod",778.91975257265
2003,4,"Gannet","Cod",525.21280495359
2004,4,"Gannet","Cod",914.87840798913
2005,4,"Gannet","Cod",764.74854391312
2006,4,"Gannet","Cod",1412.4182375472
2007,4,"Gannet","Cod",775.4946382989
2008,4,"Gannet","Cod",736.45000147706
2009,4,"Gannet","Cod",672.1691955264
2010,4,"Gannet","Cod",986.46755595245
2011,4,"Gannet","Cod",539.5088717681
2012,4,"Gannet","Cod",635.67698483926
2013,4,"Gannet","Cod",1042.9836577901
2014,4,"Gannet","Cod",1102.551783957
2015,4,"Gannet","Cod",614.82322479123
2016,4,"Gannet","Cod",443.36572825896
1974,3,"GBB. Gull","Cod",74.71300962164
1975,3,"GBB. Gull","Cod",46.331214869316
1976,3,"GBB. Gull","Cod",173.503253808768
1977,3,"GBB. Gull","Cod",113.9181683913
1978,3,"GBB. Gull","Cod",121.73507055281
1979,3,"GBB. Gull","Cod",95.83718355848
1980,3,"GBB. Gull","Cod",102.124866552566
1981,3,"GBB. Gull","Cod",249.78991315824
1982,3,"GBB. Gull","Cod",130.66844611756
1983,3,"GBB. Gull","Cod",122.683350708672
1984,3,"GBB. Gull","Cod",95.16248044563
1985,3,"GBB. Gull","Cod",117.493526361536
1986,3,"GBB. Gull","Cod",69.737297695052
1987,3,"GBB. Gull","Cod",66.452367116148
1988,3,"GBB. Gull","Cod",63.356487658646
1989,3,"GBB. Gull","Cod",50.06668202393
1990,3,"GBB. Gull","Cod",57.13122892776
1991,3,"GBB. Gull","Cod",62.71570527534
1992,3,"GBB. Gull","Cod",37.447652596926
1993,3,"GBB. Gull","Cod",52.62805750176
1994,3,"GBB. Gull","Cod",41.524452591336
1995,3,"GBB. Gull","Cod",34.60517599344
1996,3,"GBB. Gull","Cod",51.912496547808
1997,3,"GBB. Gull","Cod",23.82123846414
1998,3,"GBB. Gull","Cod",28.273975925806
1999,3,"GBB. Gull","Cod",39.328664981606
2000,3,"GBB. Gull","Cod",16.25517365472
2001,3,"GBB. Gull","Cod",21.489401051872
2002,3,"GBB. Gull","Cod",27.388910470142
2003,3,"GBB. Gull","Cod",36.35693280102
2004,3,"GBB. Gull","Cod",29.984856397938
2005,3,"GBB. Gull","Cod",45.728421937588
2006,3,"GBB. Gull","Cod",31.92088112226
2007,3,"GBB. Gull","Cod",33.901419620484
2008,3,"GBB. Gull","Cod",37.655152591212
2009,3,"GBB. Gull","Cod",32.98373946608
2010,3,"GBB. Gull","Cod",27.317265372254
2011,3,"GBB. Gull","Cod",52.464583274506
2012,3,"GBB. Gull","Cod",62.812957003524
2013,3,"GBB. Gull","Cod",68.317855685742
2014,3,"GBB. Gull","Cod",43.620756902528
2015,3,"GBB. Gull","Cod",38.83245877992
2016,3,"GBB. Gull","Cod",54.26616930696
1974,1,"Grey seal","Cod",421.221304473984
1975,1,"Grey seal","Cod",601.588313220535
1976,1,"Grey seal","Cod",915.983617760846
1977,1,"Grey seal","Cod",999.700570256725
1978,1,"Grey seal","Cod",1497.00580883495
1979,1,"Grey seal","Cod",1451.02567737426
1980,1,"Grey seal","Cod",936.680879403576
1981,1,"Grey seal","Cod",1425.58607766819
1982,1,"Grey seal","Cod",1305.9317511559
1983,1,"Grey seal","Cod",1588.92693382317
1984,1,"Grey seal","Cod",1678.13697418598
1985,1,"Grey seal","Cod",1809.52720675743
1986,1,"Grey seal","Cod",1687.33507170388
1987,1,"Grey seal","Cod",1647.87106791203
1988,1,"Grey seal","Cod",2059.5331379643
1989,1,"Grey seal","Cod",1277.49351573126
1990,1,"Grey seal","Cod",1965.07412468395
1991,1,"Grey seal","Cod",1526.94849028644
1992,1,"Grey seal","Cod",1946.08569150289
1993,1,"Grey seal","Cod",1785.67730985182
1994,1,"Grey seal","Cod",1689.82641936936
1995,1,"Grey seal","Cod",1781.9829339984
1996,1,"Grey seal","Cod",1837.91636480813
1997,1,"Grey seal","Cod",1265.73170592356
1998,1,"Grey seal","Cod",3012.49960679169
1999,1,"Grey seal","Cod",2327.11106255923
2000,1,"Grey seal","Cod",1759.12237236764
2001,1,"Grey seal","Cod",2247.93933840774
2002,1,"Grey seal","Cod",1865.59334527153
2003,1,"Grey seal","Cod",3062.69838948462
2004,1,"Grey seal","Cod",2454.86808673892
2005,1,"Grey seal","Cod",2892.18834940959
2006,1,"Grey seal","Cod",2929.53648124438
2007,1,"Grey seal","Cod",2628.3929285321
2008,1,"Grey seal","Cod",2411.12393132974
2009,1,"Grey seal","Cod",2119.98335420045
2010,1,"Grey seal","Cod",1240.35027113384
2011,1,"Grey seal","Cod",2262.43349636236
2012,1,"Grey seal","Cod",2905.73641850146
2013,1,"Grey seal","Cod",1906.14908453431
2014,1,"Grey seal","Cod",2403.15474417126
2015,1,"Grey seal","Cod",2641.00713467203
2016,1,"Grey seal","Cod",3902.1281053973
1974,2,"Grey seal","Cod",458.107779185418
1975,2,"Grey seal","Cod",680.522528680812
1976,2,"Grey seal","Cod",920.576989028436
1977,2,"Grey seal","Cod",1113.1899983342
1978,2,"Grey seal","Cod",1435.83895928831
1979,2,"Grey seal","Cod",1511.46745132261
1980,2,"Grey seal","Cod",1043.06472509342
1981,2,"Grey seal","Cod",1456.33680018655
1982,2,"Grey seal","Cod",1276.32964643702
1983,2,"Grey seal","Cod",1385.11235239402
1984,2,"Grey seal","Cod",1610.23998901984
1985,2,"Grey seal","Cod",1508.66314237725
1986,2,"Grey seal","Cod",1518.4887794998
1987,2,"Grey seal","Cod",1409.6378008447
1988,2,"Grey seal","Cod",1707.79567976834
1989,2,"Grey seal","Cod",1197.15263089206
1990,2,"Grey seal","Cod",1664.70476000001
1991,2,"Grey seal","Cod",1366.03655178012
1992,2,"Grey seal","Cod",1874.35203971695
1993,2,"Grey seal","Cod",1600.54297847444
1994,2,"Grey seal","Cod",1640.98469242436
1995,2,"Grey seal","Cod",1604.6424825027
1996,2,"Grey seal","Cod",1618.45064744888
1997,2,"Grey seal","Cod",1259.54310550647
1998,2,"Grey seal","Cod",2176.71720353284
1999,2,"Grey seal","Cod",1736.43575445538
2000,2,"Grey seal","Cod",1361.17551150481
2001,2,"Grey seal","Cod",1983.54603767388
2002,2,"Grey seal","Cod",1785.14434013448
2003,2,"Grey seal","Cod",2118.94948776732
2004,2,"Grey seal","Cod",2162.53253331519
2005,2,"Grey seal","Cod",2651.5196884406
2006,2,"Grey seal","Cod",2894.96537619203
2007,2,"Grey seal","Cod",2407.32588387703
2008,2,"Grey seal","Cod",2244.16177529686
2009,2,"Grey seal","Cod",1963.72840879741
2010,2,"Grey seal","Cod",1174.46598813789
2011,2,"Grey seal","Cod",2051.97920045939
2012,2,"Grey seal","Cod",2814.04769599429
2013,2,"Grey seal","Cod",1916.07949374676
2014,2,"Grey seal","Cod",2453.25064710489
2015,2,"Grey seal","Cod",2474.32867231692
2016,2,"Grey seal","Cod",3807.91797491764
1974,3,"Grey seal","Cod",362.064734035092
1975,3,"Grey seal","Cod",602.570162822702
1976,3,"Grey seal","Cod",652.953784643375
1977,3,"Grey seal","Cod",1117.30830462516
1978,3,"Grey seal","Cod",1027.91975516047
1979,3,"Grey seal","Cod",856.088554740664
1980,3,"Grey seal","Cod",922.804910806663
1981,3,"Grey seal","Cod",970.353960091931
1982,3,"Grey seal","Cod",1770.91427777329
1983,3,"Grey seal","Cod",927.632276134092
1984,3,"Grey seal","Cod",1013.25292244621
1985,3,"Grey seal","Cod",707.560732475617
1986,3,"Grey seal","Cod",989.339017483752
1987,3,"Grey seal","Cod",896.949807509828
1988,3,"Grey seal","Cod",934.618208236288
1989,3,"Grey seal","Cod",1138.79475120856
1990,3,"Grey seal","Cod",1199.8543553989
1991,3,"Grey seal","Cod",1068.98733566796
1992,3,"Grey seal","Cod",908.266535620772
1993,3,"Grey seal","Cod",1833.66359218909
1994,3,"Grey seal","Cod",1092.08450421936
1995,3,"Grey seal","Cod",1189.23313847809
1996,3,"Grey seal","Cod",2151.69235811592
1997,3,"Grey seal","Cod",1642.46507362565
1998,3,"Grey seal","Cod",2359.73211381115
1999,3,"Grey seal","Cod",808.041340434696
2000,3,"Grey seal","Cod",1130.08295842092
2001,3,"Grey seal","Cod",1223.02454695528
2002,3,"Grey seal","Cod",1640.58330516638
2003,3,"Grey seal","Cod",1301.4146467243
2004,3,"Grey seal","Cod",1953.2549824445
2005,3,"Grey seal","Cod",2945.40580447475
2006,3,"Grey seal","Cod",1819.59467693708
2007,3,"Grey seal","Cod",1792.8661418879
2008,3,"Grey seal","Cod",1886.53715156995
2009,3,"Grey seal","Cod",991.437522407275
2010,3,"Grey seal","Cod",1777.46679555931
2011,3,"Grey seal","Cod",3060.78490275526
2012,3,"Grey seal","Cod",1572.09753284188
2013,3,"Grey seal","Cod",1458.22401259325
2014,3,"Grey seal","Cod",2322.82879020852
2015,3,"Grey seal","Cod",2480.78583556722
2016,3,"Grey seal","Cod",4831.53364632743
1974,4,"Grey seal","Cod",799.53278918083
1975,4,"Grey seal","Cod",1340.30486583625
1976,4,"Grey seal","Cod",1498.7772049446
1977,4,"Grey seal","Cod",2924.27504415905
1978,4,"Grey seal","Cod",2340.80634908717
1979,4,"Grey seal","Cod",1459.46978236125
1980,4,"Grey seal","Cod",2575.37545513971
1981,4,"Grey seal","Cod",2512.10771692936
1982,4,"Grey seal","Cod",3317.79129166145
1983,4,"Grey seal","Cod",2581.69627286901
1984,4,"Grey seal","Cod",2666.94042491697
1985,4,"Grey seal","Cod",1875.11639229212
1986,4,"Grey seal","Cod",2679.17443877719
1987,4,"Grey seal","Cod",2602.55846745187
1988,4,"Grey seal","Cod",2365.6084458293
1989,4,"Grey seal","Cod",3300.8032229433
1990,4,"Grey seal","Cod",3044.20686524528
1991,4,"Grey seal","Cod",2972.81794234529
1992,4,"Grey seal","Cod",2080.250030772
1993,4,"Grey seal","Cod",2148.4789354196
1994,4,"Grey seal","Cod",2794.43027926219
1995,4,"Grey seal","Cod",2722.6646360248
1996,4,"Grey seal","Cod",2523.55084508808
1997,4,"Grey seal","Cod",4857.1452882923
1998,4,"Grey seal","Cod",4517.24350540095
1999,4,"Grey seal","Cod",1789.13920580089
2000,4,"Grey seal","Cod",3226.14402190021
2001,4,"Grey seal","Cod",3108.71053968588
2002,4,"Grey seal","Cod",4305.94327731981
2003,4,"Grey seal","Cod",3436.5342359594
2004,4,"Grey seal","Cod",5237.42186803544
2005,4,"Grey seal","Cod",5467.8965519208
2006,4,"Grey seal","Cod",4652.02250686025
2007,4,"Grey seal","Cod",4556.27803681187
2008,4,"Grey seal","Cod",4606.32957953652
2009,4,"Grey seal","Cod",1884.7588735834
2010,4,"Grey seal","Cod",4155.68361700695
2011,4,"Grey seal","Cod",5881.845892461
2012,4,"Grey seal","Cod",2592.29096916048
2013,4,"Grey seal","Cod",3447.69263879572
2014,4,"Grey seal","Cod",4664.9340931935
2015,4,"Grey seal","Cod",7156.02932997502
2016,4,"Grey seal","Cod",3349.21781926539
1974,1,"H. porpoise","Cod",9192.31730117001
1975,1,"H. porpoise","Cod",9571.13436663732
1976,1,"H. porpoise","Cod",11499.6779670828
1977,1,"H. porpoise","Cod",10651.80602031
1978,1,"H. porpoise","Cod",14810.3907250009
1979,1,"H. porpoise","Cod",11650.4902750727
1980,1,"H. porpoise","Cod",12091.0661240868
1981,1,"H. porpoise","Cod",14258.926118833
1982,1,"H. porpoise","Cod",11722.1986507965
1983,1,"H. porpoise","Cod",14967.7787614302
1984,1,"H. porpoise","Cod",12893.322838344
1985,1,"H. porpoise","Cod",14589.3731095134
1986,1,"H. porpoise","Cod",9680.6130830541
1987,1,"H. porpoise","Cod",13436.945549082
1988,1,"H. porpoise","Cod",8755.31923355472
1989,1,"H. porpoise","Cod",7416.0271605243
1990,1,"H. porpoise","Cod",9162.35804757948
1991,1,"H. porpoise","Cod",6456.4342228731
1992,1,"H. porpoise","Cod",8369.0759800098
1993,1,"H. porpoise","Cod",9997.322707206
1994,1,"H. porpoise","Cod",8473.6354696455
1995,1,"H. porpoise","Cod",10999.404427221
1996,1,"H. porpoise","Cod",9293.6009912634
1997,1,"H. porpoise","Cod",8923.4240813667
1998,1,"H. porpoise","Cod",13121.4229982415
1999,1,"H. porpoise","Cod",4482.6660989691
2000,1,"H. porpoise","Cod",6535.7855320752
2001,1,"H. porpoise","Cod",8023.10763987
2002,1,"H. porpoise","Cod",4021.4564419272
2003,1,"H. porpoise","Cod",4440.6894357831
2004,1,"H. porpoise","Cod",4149.4889504151
2005,1,"H. porpoise","Cod",5829.550441704
2006,1,"H. porpoise","Cod",6499.544755071
2007,1,"H. porpoise","Cod",8451.6325561824
2008,1,"H. porpoise","Cod",5230.597565547
2009,1,"H. porpoise","Cod",4951.8119307078
2010,1,"H. porpoise","Cod",4689.1023620508
2011,1,"H. porpoise","Cod",5640.7304391774
2012,1,"H. porpoise","Cod",3819.1979724957
2013,1,"H. porpoise","Cod",5206.073681874
2014,1,"H. porpoise","Cod",7399.7340491382
2015,1,"H. porpoise","Cod",8305.0444902768
2016,1,"H. porpoise","Cod",4915.2020346
