"Predator","Year","Predator.no","Prey","Prey.no","eatenW"
"Birds",2011,1,"Whiting",17,7.18027601699913
"Birds",2012,1,"Whiting",17,4.94286165007034
"Birds",2013,1,"Whiting",17,4.98081362730576
"Birds",2014,1,"Whiting",17,5.19227465607027
"Birds",2015,1,"Whiting",17,5.4469970134968
"Birds",2016,1,"Whiting",17,7.36878594323002
"Grey gurnard",1974,3,"Whiting",17,82.861744861644
"Grey gurnard",1975,3,"Whiting",17,57.285199874816
"Grey gurnard",1976,3,"Whiting",17,93.667077557815
"Grey gurnard",1977,3,"Whiting",17,14.9872441051786
"Grey gurnard",1978,3,"Whiting",17,108.462001526763
"Grey gurnard",1979,3,"Whiting",17,3.55798196148912
"Grey gurnard",1980,3,"Whiting",17,7.38057890504416
"Grey gurnard",1981,3,"Whiting",17,113.61069080472
"Grey gurnard",1982,3,"Whiting",17,31.2476770999734
"Grey gurnard",1983,3,"Whiting",17,24.5608067248588
"Grey gurnard",1984,3,"Whiting",17,58.0305565703334
"Grey gurnard",1985,3,"Whiting",17,15.232432681696
"Grey gurnard",1986,3,"Whiting",17,35.9713886454492
"Grey gurnard",1987,3,"Whiting",17,21.2137304090748
"Grey gurnard",1988,3,"Whiting",17,14.6125741468098
"Grey gurnard",1989,3,"Whiting",17,27.0438294674172
"Grey gurnard",1990,3,"Whiting",17,37.1865781110308
"Grey gurnard",1991,3,"Whiting",17,24.6415596666805
"Grey gurnard",1992,3,"Whiting",17,52.6373699362176
"Grey gurnard",1993,3,"Whiting",17,40.0116792103707
"Grey gurnard",1994,3,"Whiting",17,44.9426012545011
"Grey gurnard",1995,3,"Whiting",17,44.1302829439896
"Grey gurnard",1996,3,"Whiting",17,21.1305382259934
"Grey gurnard",1997,3,"Whiting",17,57.5436146223286
"Grey gurnard",1998,3,"Whiting",17,103.260560927382
"Grey gurnard",1999,3,"Whiting",17,135.228790847184
"Grey gurnard",2000,3,"Whiting",17,94.857824800139
"Grey gurnard",2001,3,"Whiting",17,88.69552187961
"Grey gurnard",2002,3,"Whiting",17,55.8536439262636
"Grey gurnard",2003,3,"Whiting",17,65.5784377369045
"Grey gurnard",2004,3,"Whiting",17,67.1843144066941
"Grey gurnard",2005,3,"Whiting",17,62.0437001832564
"Grey gurnard",2006,3,"Whiting",17,61.701793595326
"Grey gurnard",2007,3,"Whiting",17,92.0286907169364
"Grey gurnard",2008,3,"Whiting",17,76.3715097802884
"Grey gurnard",2009,3,"Whiting",17,43.3227957039513
"Grey gurnard",2010,3,"Whiting",17,92.688029483417
"Grey gurnard",2011,3,"Whiting",17,104.38873345665
"Grey gurnard",2012,3,"Whiting",17,60.125594970222
"Grey gurnard",2013,3,"Whiting",17,77.5125922080106
"Grey gurnard",2014,3,"Whiting",17,84.624881108146
"Grey gurnard",2015,3,"Whiting",17,114.208588194686
"Grey gurnard",2016,3,"Whiting",17,105.17840344022
"Grey seal",1974,5,"Whiting",17,1.14986303001561
"Grey seal",1975,5,"Whiting",17,1.71665064630426
"Grey seal",1976,5,"Whiting",17,2.06955151031632
"Grey seal",1977,5,"Whiting",17,2.37305501514125
"Grey seal",1978,5,"Whiting",17,2.43548376127002
"Grey seal",1979,5,"Whiting",17,2.09327528283891
"Grey seal",1980,5,"Whiting",17,2.09619848337261
"Grey seal",1981,5,"Whiting",17,2.05320453006726
"Grey seal",1982,5,"Whiting",17,2.07842867516972
"Grey seal",1983,5,"Whiting",17,1.78084025637224
"Grey seal",1984,5,"Whiting",17,1.69473096131964
"Grey seal",1985,5,"Whiting",17,1.69225602421145
"Grey seal",1986,5,"Whiting",17,2.20256850726374
"Grey seal",1987,5,"Whiting",17,2.51509642424597
"Grey seal",1988,5,"Whiting",17,2.87218882452934
"Grey seal",1989,5,"Whiting",17,4.03220120093485
"Grey seal",1990,5,"Whiting",17,4.41950094205597
"Grey seal",1991,5,"Whiting",17,3.74130904165561
"Grey seal",1992,5,"Whiting",17,3.33749888665359
"Grey seal",1993,5,"Whiting",17,3.08623338296885
"Grey seal",1994,5,"Whiting",17,2.3995442799868
"Grey seal",1995,5,"Whiting",17,2.58305890328673
"Grey seal",1996,5,"Whiting",17,2.48656910010425
"Grey seal",1997,5,"Whiting",17,2.1606728123431
"Grey seal",1998,5,"Whiting",17,3.71744275195275
"Grey seal",1999,5,"Whiting",17,3.4044658304538
"Grey seal",2000,5,"Whiting",17,4.27926931101818
"Grey seal",2001,5,"Whiting",17,5.31110425576626
"Grey seal",2002,5,"Whiting",17,7.20138590041131
"Grey seal",2003,5,"Whiting",17,7.0127470746749
"Grey seal",2004,5,"Whiting",17,6.51934792726786
"Grey seal",2005,5,"Whiting",17,6.31320614875106
"Grey seal",2006,5,"Whiting",17,4.11373276741182
"Grey seal",2007,5,"Whiting",17,3.548858034627
"Grey seal",2008,5,"Whiting",17,4.1917449346731
"Grey seal",2009,5,"Whiting",17,3.58244612166551
"Grey seal",2010,5,"Whiting",17,4.5064328706131
"Grey seal",2011,5,"Whiting",17,7.82329624794602
"Grey seal",2012,5,"Whiting",17,5.47031824581653
"Grey seal",2013,5,"Whiting",17,3.78529795398814
"Grey seal",2014,5,"Whiting",17,3.81651118794337
"Grey seal",2015,5,"Whiting",17,4.50304848685245
"Grey seal",2016,5,"Whiting",17,5.483304556127
"Harbour porpoise",1974,6,"Whiting",17,77.7134883038823
"Harbour porpoise",1975,6,"Whiting",17,83.8834854348693
"Harbour porpoise",1976,6,"Whiting",17,83.347571660628
"Harbour porpoise",1977,6,"Whiting",17,82.0060246806011
"Harbour porpoise",1978,6,"Whiting",17,74.2536155208487
"Harbour porpoise",1979,6,"Whiting",17,80.3324808710358
"Harbour porpoise",1980,6,"Whiting",17,77.853414855504
"Harbour porpoise",1981,6,"Whiting",17,66.3928724442706
"Harbour porpoise",1982,6,"Whiting",17,61.2940308586821
"Harbour porpoise",1983,6,"Whiting",17,52.2307636387601
"Harbour porpoise",1984,6,"Whiting",17,51.1830840864101
"Harbour porpoise",1985,6,"Whiting",17,52.3198626567472
"Harbour porpoise",1986,6,"Whiting",17,59.5037827387106
"Harbour porpoise",1987,6,"Whiting",17,58.6170974937031
"Harbour porpoise",1988,6,"Whiting",17,63.6762060589739
"Harbour porpoise",1989,6,"Whiting",17,70.3404953341625
"Harbour porpoise",1990,6,"Whiting",17,67.0516610276037
"Harbour porpoise",1991,6,"Whiting",17,64.2839337729019
"Harbour porpoise",1992,6,"Whiting",17,59.7634254825285
"Harbour porpoise",1993,6,"Whiting",17,57.8497775295457
"Harbour porpoise",1994,6,"Whiting",17,54.7998767863909
"Harbour porpoise",1995,6,"Whiting",17,52.1617272878613
"Harbour porpoise",1996,6,"Whiting",17,48.8497664983291
"Harbour porpoise",1997,6,"Whiting",17,40.7035286752764
"Harbour porpoise",1998,6,"Whiting",17,44.6338208531088
"Harbour porpoise",1999,6,"Whiting",17,52.9248169367008
"Harbour porpoise",2000,6,"Whiting",17,56.3414027337314
"Harbour porpoise",2001,6,"Whiting",17,58.0517647614013
"Harbour porpoise",2002,6,"Whiting",17,55.4925308880374
"Harbour porpoise",2003,6,"Whiting",17,45.9157222951181
"Harbour porpoise",2004,6,"Whiting",17,39.8340651202639
"Harbour porpoise",2005,6,"Whiting",17,36.5080889880162
"Harbour porpoise",2006,6,"Whiting",17,34.6636644862902
"Harbour porpoise",2007,6,"Whiting",17,34.8238407732856
"Harbour porpoise",2008,6,"Whiting",17,39.4701595495211
"Harbour porpoise",2009,6,"Whiting",17,39.3210571967747
"Harbour porpoise",2010,6,"Whiting",17,40.72885287689
"Harbour porpoise",2011,6,"Whiting",17,45.6837993455287
"Harbour porpoise",2012,6,"Whiting",17,42.3944577660922
"Harbour porpoise",2013,6,"Whiting",17,37.3887075307909
"Harbour porpoise",2014,6,"Whiting",17,38.2450189164103
"Harbour porpoise",2015,6,"Whiting",17,42.5016738529344
"Harbour porpoise",2016,6,"Whiting",17,49.7239588797046
"Cod",1974,8,"Whiting",17,95.8788092745674
"Cod",1975,8,"Whiting",17,105.100652083455
"Cod",1976,8,"Whiting",17,132.273388429643
"Cod",1977,8,"Whiting",17,137.113655497093
"Cod",1978,8,"Whiting",17,147.12107880747
"Cod",1979,8,"Whiting",17,140.568903465458
"Cod",1980,8,"Whiting",17,138.253799426877
"Cod",1981,8,"Whiting",17,119.105050106046
"Cod",1982,8,"Whiting",17,82.684580877179
"Cod",1983,8,"Whiting",17,62.7796764150516
"Cod",1984,8,"Whiting",17,65.5278058009934
"Cod",1985,8,"Whiting",17,70.0656653446526
"Cod",1986,8,"Whiting",17,73.2017662166369
"Cod",1987,8,"Whiting",17,80.2188604774374
"Cod",1988,8,"Whiting",17,70.635800179693
"Cod",1989,8,"Whiting",17,65.5506618222483
"Cod",1990,8,"Whiting",17,51.32961659283
"Cod",1991,8,"Whiting",17,37.9454995751341
"Cod",1992,8,"Whiting",17,33.6891943504062
"Cod",1993,8,"Whiting",17,35.688388869874
"Cod",1994,8,"Whiting",17,34.1767053173881
"Cod",1995,8,"Whiting",17,34.9196028837503
"Cod",1996,8,"Whiting",17,27.3631599104036
"Cod",1997,8,"Whiting",17,24.8282636681869
"Cod",1998,8,"Whiting",17,29.6378744751098
"Cod",1999,8,"Whiting",17,20.2861934488921
"Cod",2000,8,"Whiting",17,16.9140992600318
"Cod",2001,8,"Whiting",17,20.457328865917
"Cod",2002,8,"Whiting",17,15.8718909820418
"Cod",2003,8,"Whiting",17,9.93765125601414
"Cod",2004,8,"Whiting",17,7.79768391819416
"Cod",2005,8,"Whiting",17,6.78772270814961
"Cod",2006,8,"Whiting",17,7.02942364659287
"Cod",2007,8,"Whiting",17,9.74040861968822
"Cod",2008,8,"Whiting",17,10.9790436403174
"Cod",2009,8,"Whiting",17,8.90305547868552
"Cod",2010,8,"Whiting",17,10.5018161877768
"Cod",2011,8,"Whiting",17,14.348941430507
"Cod",2012,8,"Whiting",17,12.3567788879086
"Cod",2013,8,"Whiting",17,12.5284430478456
"Cod",2014,8,"Whiting",17,15.8945309887296
"Cod",2015,8,"Whiting",17,22.8249926410284
"Cod",2016,8,"Whiting",17,30.0842237984381
"Whiting",1974,9,"Whiting",17,83.2706088183566
"Whiting",1975,9,"Whiting",17,118.531142860889
"Whiting",1976,9,"Whiting",17,165.077229905698
"Whiting",1977,9,"Whiting",17,197.457507084816
"Whiting",1978,9,"Whiting",17,161.840938932904
"Whiting",1979,9,"Whiting",17,143.719854195953
"Whiting",1980,9,"Whiting",17,156.71560864531
"Whiting",1981,9,"Whiting",17,119.979801748236
"Whiting",1982,9,"Whiting",17,78.0141374756916
"Whiting",1983,9,"Whiting",17,56.4101860192242
"Whiting",1984,9,"Whiting",17,65.3918882729975
"Whiting",1985,9,"Whiting",17,75.3119000841297
"Whiting",1986,9,"Whiting",17,100.59436459373
"Whiting",1987,9,"Whiting",17,109.252546605028
"Whiting",1988,9,"Whiting",17,116.825326485377
"Whiting",1989,9,"Whiting",17,141.584046630446
"Whiting",1990,9,"Whiting",17,87.0380311855199
"Whiting",1991,9,"Whiting",17,75.179208725917
"Whiting",1992,9,"Whiting",17,58.0471201243389
"Whiting",1993,9,"Whiting",17,53.732337067317
"Whiting",1994,9,"Whiting",17,44.4826615073567
"Whiting",1995,9,"Whiting",17,41.2030081906803
"Whiting",1996,9,"Whiting",17,29.4313342603926
"Whiting",1997,9,"Whiting",17,26.6141516497813
"Whiting",1998,9,"Whiting",17,39.1559109099583
"Whiting",1999,9,"Whiting",17,39.6906344587694
"Whiting",2000,9,"Whiting",17,45.636494806526
"Whiting",2001,9,"Whiting",17,59.0652054238991
"Whiting",2002,9,"Whiting",17,45.1226077160812
"Whiting",2003,9,"Whiting",17,27.4157938579883
"Whiting",2004,9,"Whiting",17,23.3199776469445
"Whiting",2005,9,"Whiting",17,18.4722003430062
"Whiting",2006,9,"Whiting",17,14.2620972821329
"Whiting",2007,9,"Whiting",17,16.6877025768063
"Whiting",2008,9,"Whiting",17,18.5301950022488
"Whiting",2009,9,"Whiting",17,13.9838648014456
