"Year","Predator","Prey","Prey.no","eatenW"
1994,"GBB. Gull","N. sandeel",22,3047.34090859989
1995,"GBB. Gull","N. sandeel",22,2494.43068773711
1996,"GBB. Gull","N. sandeel",22,2914.89460766053
1997,"GBB. Gull","N. sandeel",22,2260.2825353326
1998,"GBB. Gull","N. sandeel",22,945.63045636609
1999,"GBB. Gull","N. sandeel",22,2152.48713652389
2000,"GBB. Gull","N. sandeel",22,1347.76786265966
2001,"GBB. Gull","N. sandeel",22,1123.65971134061
2002,"GBB. Gull","N. sandeel",22,625.846478000112
2003,"GBB. Gull","N. sandeel",22,580.531947170558
2004,"GBB. Gull","N. sandeel",22,469.576292411312
2005,"GBB. Gull","N. sandeel",22,396.661697614468
2006,"GBB. Gull","N. sandeel",22,808.014177827788
2007,"GBB. Gull","N. sandeel",22,965.662345133455
2008,"GBB. Gull","N. sandeel",22,899.676234894251
2009,"GBB. Gull","N. sandeel",22,1458.15554279035
2010,"GBB. Gull","N. sandeel",22,991.956883898088
2011,"GBB. Gull","N. sandeel",22,596.177149401721
2012,"GBB. Gull","N. sandeel",22,910.609014703027
2013,"GBB. Gull","N. sandeel",22,1350.17898376825
2014,"GBB. Gull","N. sandeel",22,1246.52839458519
2015,"GBB. Gull","N. sandeel",22,1155.81112466573
2016,"GBB. Gull","N. sandeel",22,1587.22857523727
2017,"GBB. Gull","N. sandeel",22,2407.92489387923
2018,"GBB. Gull","N. sandeel",22,1764.55897835593
2019,"GBB. Gull","N. sandeel",22,2988.77533701685
1974,"Grey seal","N. sandeel",22,13087.6476255253
1975,"Grey seal","N. sandeel",22,11175.6335926216
1976,"Grey seal","N. sandeel",22,12049.0052560656
1977,"Grey seal","N. sandeel",22,11936.1948493332
1978,"Grey seal","N. sandeel",22,13040.8914010572
1979,"Grey seal","N. sandeel",22,18508.4770370296
1980,"Grey seal","N. sandeel",22,19339.3214830412
1981,"Grey seal","N. sandeel",22,18773.5248452992
1982,"Grey seal","N. sandeel",22,18591.4882808602
1983,"Grey seal","N. sandeel",22,24130.7965595328
1984,"Grey seal","N. sandeel",22,28779.2086607652
1985,"Grey seal","N. sandeel",22,35000.0822866256
1986,"Grey seal","N. sandeel",22,34498.0760954687
1987,"Grey seal","N. sandeel",22,38679.5781370198
1988,"Grey seal","N. sandeel",22,39807.5020713754
1989,"Grey seal","N. sandeel",22,42439.6539942008
1990,"Grey seal","N. sandeel",22,42125.1668312816
1991,"Grey seal","N. sandeel",22,46393.9086667708
1992,"Grey seal","N. sandeel",22,56300.9709106184
1993,"Grey seal","N. sandeel",22,56826.6794774775
1994,"Grey seal","N. sandeel",22,65934.7396407151
1995,"Grey seal","N. sandeel",22,70346.5412480403
1996,"Grey seal","N. sandeel",22,76105.6607618136
1997,"Grey seal","N. sandeel",22,85260.8061262063
1998,"Grey seal","N. sandeel",22,73523.6256607075
1999,"Grey seal","N. sandeel",22,91184.8416958388
2000,"Grey seal","N. sandeel",22,81105.8375337731
2001,"Grey seal","N. sandeel",22,76544.6085148904
2002,"Grey seal","N. sandeel",22,67701.2473259331
2003,"Grey seal","N. sandeel",22,63585.045549153
2004,"Grey seal","N. sandeel",22,58267.7810326834
2005,"Grey seal","N. sandeel",22,47697.5991768504
2006,"Grey seal","N. sandeel",22,73410.8360205031
2007,"Grey seal","N. sandeel",22,86374.0087193927
2008,"Grey seal","N. sandeel",22,86687.4690697989
2009,"Grey seal","N. sandeel",22,104140.845140686
2010,"Grey seal","N. sandeel",22,97688.5100317341
2011,"Grey seal","N. sandeel",22,80819.3565691465
2012,"Grey seal","N. sandeel",22,91972.6679872868
2013,"Grey seal","N. sandeel",22,105233.845682961
2014,"Grey seal","N. sandeel",22,98359.6387588211
2015,"Grey seal","N. sandeel",22,104984.590163881
2016,"Grey seal","N. sandeel",22,88018.56709841
2017,"Grey seal","N. sandeel",22,127742.738406629
2018,"Grey seal","N. sandeel",22,110567.076380528
2019,"Grey seal","N. sandeel",22,133279.857003147
1974,"Guillemot","N. sandeel",22,25521.8684393317
1975,"Guillemot","N. sandeel",22,14790.9542179481
1976,"Guillemot","N. sandeel",22,17598.344905622
1977,"Guillemot","N. sandeel",22,21131.5611403825
1978,"Guillemot","N. sandeel",22,13412.1437826149
1979,"Guillemot","N. sandeel",22,23152.2070640412
1980,"Guillemot","N. sandeel",22,34480.7769419548
1981,"Guillemot","N. sandeel",22,35771.4883406798
1982,"Guillemot","N. sandeel",22,37292.0694597546
1983,"Guillemot","N. sandeel",22,40027.3800771517
1984,"Guillemot","N. sandeel",22,32131.0665027446
1985,"Guillemot","N. sandeel",22,41940.0103626784
1986,"Guillemot","N. sandeel",22,40585.1444491466
1987,"Guillemot","N. sandeel",22,38582.4204793793
1988,"Guillemot","N. sandeel",22,44159.4698217611
1989,"Guillemot","N. sandeel",22,46427.3964579957
1990,"Guillemot","N. sandeel",22,41251.6064721522
1991,"Guillemot","N. sandeel",22,42461.1098654106
1992,"Guillemot","N. sandeel",22,40692.9683073215
1993,"Guillemot","N. sandeel",22,48622.6280368931
1994,"Guillemot","N. sandeel",22,53500.7874228527
1995,"Guillemot","N. sandeel",22,56331.3590821437
1996,"Guillemot","N. sandeel",22,65588.913595566
1997,"Guillemot","N. sandeel",22,67425.3581490456
1998,"Guillemot","N. sandeel",22,41681.337036143
1999,"Guillemot","N. sandeel",22,54738.4738972533
2000,"Guillemot","N. sandeel",22,51778.0234609715
2001,"Guillemot","N. sandeel",22,43127.3888989394
2002,"Guillemot","N. sandeel",22,26798.070590934
2003,"Guillemot","N. sandeel",22,29629.6757574479
2004,"Guillemot","N. sandeel",22,26093.3567630676
2005,"Guillemot","N. sandeel",22,23648.4813637048
2006,"Guillemot","N. sandeel",22,41274.8938983257
2007,"Guillemot","N. sandeel",22,49439.5477662269
2008,"Guillemot","N. sandeel",22,40377.8607193442
2009,"Guillemot","N. sandeel",22,45642.9805901859
2010,"Guillemot","N. sandeel",22,35973.8628916584
2011,"Guillemot","N. sandeel",22,27346.8420954078
2012,"Guillemot","N. sandeel",22,33452.6808584286
2013,"Guillemot","N. sandeel",22,61673.6756681582
2014,"Guillemot","N. sandeel",22,41562.0807679743
2015,"Guillemot","N. sandeel",22,47508.4024516452
2016,"Guillemot","N. sandeel",22,57830.0977051766
2017,"Guillemot","N. sandeel",22,92923.9214841375
2018,"Guillemot","N. sandeel",22,76659.2099134105
2019,"Guillemot","N. sandeel",22,88328.7489600012
1974,"H. porpoise","N. sandeel",22,10018.4578682479
1975,"H. porpoise","N. sandeel",22,6354.41886113037
1976,"H. porpoise","N. sandeel",22,5442.15212599599
1977,"H. porpoise","N. sandeel",22,5096.27422000508
1978,"H. porpoise","N. sandeel",22,4419.38917879731
1979,"H. porpoise","N. sandeel",22,8201.94597147288
1980,"H. porpoise","N. sandeel",22,8744.29327138927
1981,"H. porpoise","N. sandeel",22,6822.18398354796
1982,"H. porpoise","N. sandeel",22,6457.47486686125
1983,"H. porpoise","N. sandeel",22,7896.2103635001
1984,"H. porpoise","N. sandeel",22,9739.85056312532
1985,"H. porpoise","N. sandeel",22,12478.5686526959
1986,"H. porpoise","N. sandeel",22,10587.1582079368
1987,"H. porpoise","N. sandeel",22,10416.3823398537
1988,"H. porpoise","N. sandeel",22,10700.62872142
1989,"H. porpoise","N. sandeel",22,9280.45646176595
1990,"H. porpoise","N. sandeel",22,7680.70889835975
1991,"H. porpoise","N. sandeel",22,9407.76015841794
1992,"H. porpoise","N. sandeel",22,12133.0358559425
1993,"H. porpoise","N. sandeel",22,11571.2446874944
1994,"H. porpoise","N. sandeel",22,17208.8982029463
1995,"H. porpoise","N. sandeel",22,15163.4351530796
1996,"H. porpoise","N. sandeel",22,16343.054034454
1997,"H. porpoise","N. sandeel",22,20636.1360504739
1998,"H. porpoise","N. sandeel",22,10171.9324642762
1999,"H. porpoise","N. sandeel",22,16855.5963634124
2000,"H. porpoise","N. sandeel",22,12749.1444327607
2001,"H. porpoise","N. sandeel",22,9405.04037896705
2002,"H. porpoise","N. sandeel",22,6398.47688955893
2003,"H. porpoise","N. sandeel",22,4811.56470923478
2004,"H. porpoise","N. sandeel",22,4099.89887107839
2005,"H. porpoise","N. sandeel",22,3088.3616218463
2006,"H. porpoise","N. sandeel",22,6831.70467849635
2007,"H. porpoise","N. sandeel",22,9222.56063077973
2008,"H. porpoise","N. sandeel",22,9395.09240223229
2009,"H. porpoise","N. sandeel",22,13150.4761335472
2010,"H. porpoise","N. sandeel",22,12395.063250339
2011,"H. porpoise","N. sandeel",22,7162.61730030493
2012,"H. porpoise","N. sandeel",22,8647.12318446746
2013,"H. porpoise","N. sandeel",22,11757.2233105567
2014,"H. porpoise","N. sandeel",22,10610.6412475082
2015,"H. porpoise","N. sandeel",22,11973.1213998734
2016,"H. porpoise","N. sandeel",22,8591.23029233202
2017,"H. porpoise","N. sandeel",22,23889.8521148271
2018,"H. porpoise","N. sandeel",22,14060.722380721
2019,"H. porpoise","N. sandeel",22,27561.872031383
1974,"Haddock","N. sandeel",22,453913.38878519
1975,"Haddock","N. sandeel",22,354815.865388678
1976,"Haddock","N. sandeel",22,225360.679461069
1977,"Haddock","N. sandeel",22,120938.459243064
1978,"Haddock","N. sandeel",22,136029.145140691
1979,"Haddock","N. sandeel",22,371811.551810877
1980,"Haddock","N. sandeel",22,455176.698171956
1981,"Haddock","N. sandeel",22,350448.503477554
1982,"Haddock","N. sandeel",22,278031.794272726
1983,"Haddock","N. sandeel",22,249737.022205805
1984,"Haddock","N. sandeel",22,281622.854400429
1985,"Haddock","N. sandeel",22,251927.004846563
1986,"Haddock","N. sandeel",22,259183.932306048
1987,"Haddock","N. sandeel",22,251666.460328966
1988,"Haddock","N. sandeel",22,148420.647960167
1989,"Haddock","N. sandeel",22,67636.7841177573
1990,"Haddock","N. sandeel",22,62003.6166218829
1991,"Haddock","N. sandeel",22,93433.8617266228
1992,"Haddock","N. sandeel",22,157251.557993286
1993,"Haddock","N. sandeel",22,233736.870178224
1994,"Haddock","N. sandeel",22,295183.412938897
1995,"Haddock","N. sandeel",22,346001.1592402
1996,"Haddock","N. sandeel",22,332765.638371582
1997,"Haddock","N. sandeel",22,236120.552303486
1998,"Haddock","N. sandeel",22,116591.118400228
1999,"Haddock","N. sandeel",22,77976.9263663646
2000,"Haddock","N. sandeel",22,382460.231929854
2001,"Haddock","N. sandeel",22,314751.675239571
2002,"Haddock","N. sandeel",22,127592.191675149
2003,"Haddock","N. sandeel",22,63440.3544136751
2004,"Haddock","N. sandeel",22,33759.6762486226
2005,"Haddock","N. sandeel",22,49584.4328795615
2006,"Haddock","N. sandeel",22,87042.3366503448
2007,"Haddock","N. sandeel",22,85963.0073316698
2008,"Haddock","N. sandeel",22,59335.0174658516
2009,"Haddock","N. sandeel",22,91552.7228789646
2010,"Haddock","N. sandeel",22,105273.090277084
2011,"Haddock","N. sandeel",22,56727.7343514698
2012,"Haddock","N. sandeel",22,51984.0608562236
2013,"Haddock","N. sandeel",22,50129.5934385356
2014,"Haddock","N. sandeel",22,55376.2788982925
2015,"Haddock","N. sandeel",22,67409.3490733796
2016,"Haddock","N. sandeel",22,86157.5425247706
2017,"Haddock","N. sandeel",22,165521.48945627
2018,"Haddock","N. sandeel",22,83060.8281727622
2019,"Haddock","N. sandeel",22,215368.07139751
1974,"Her. Gull","N. sandeel",22,512.312350232406
1975,"Her. Gull","N. sandeel",22,277.084937560959
1976,"Her. Gull","N. sandeel",22,371.822592413756
1977,"Her. Gull","N. sandeel",22,310.597142616705
1978,"Her. Gull","N. sandeel",22,310.717126172746
1979,"Her. Gull","N. sandeel",22,629.509991794335
1980,"Her. Gull","N. sandeel",22,584.86375018677
1981,"Her. Gull","N. sandeel",22,474.570727052969
1982,"Her. Gull","N. sandeel",22,443.330384037314
1983,"Her. Gull","N. sandeel",22,529.88911598652
1984,"Her. Gull","N. sandeel",22,438.842450590036
1985,"Her. Gull","N. sandeel",22,718.37156120092
1986,"Her. Gull","N. sandeel",22,738.167343967516
1987,"Her. Gull","N. sandeel",22,477.0345941346
1988,"Her. Gull","N. sandeel",22,648.999958625264
1989,"Her. Gull","N. sandeel",22,559.653765819174
1990,"Her. Gull","N. sandeel",22,484.274519663072
1991,"Her. Gull","N. sandeel",22,453.609426988521
1992,"Her. Gull","N. sandeel",22,606.329382526194
1993,"Her. Gull","N. sandeel",22,662.005288996833
1994,"Her. Gull","N. sandeel",22,853.16636628474
1995,"Her. Gull","N. sandeel",22,738.369309199665
1996,"Her. Gull","N. sandeel",22,838.596711826391
1997,"Her. Gull","N. sandeel",22,821.121556036164
1998,"Her. Gull","N. sandeel",22,300.165023857699
1999,"Her. Gull","N. sandeel",22,724.801172428475
2000,"Her. Gull","N. sandeel",22,487.113214940954
2001,"Her. Gull","N. sandeel",22,409.770300441467
2002,"Her. Gull","N. sandeel",22,218.669275503627
2003,"Her. Gull","N. sandeel",22,191.956364523983
2004,"Her. Gull","N. sandeel",22,150.071320784604
2005,"Her. Gull","N. sandeel",22,107.409403890563
2006,"Her. Gull","N. sandeel",22,233.729704032325
2007,"Her. Gull","N. sandeel",22,255.8423563246
2008,"Her. Gull","N. sandeel",22,217.22730829477
2009,"Her. Gull","N. sandeel",22,371.862416714922
2010,"Her. Gull","N. sandeel",22,248.101143722223
2011,"Her. Gull","N. sandeel",22,77.8927958379463
2012,"Her. Gull","N. sandeel",22,207.019758775287
2013,"Her. Gull","N. sandeel",22,313.569035133446
2014,"Her. Gull","N. sandeel",22,252.54828839132
2015,"Her. Gull","N. sandeel",22,233.877242794046
2016,"Her. Gull","N. sandeel",22,319.82717306184
2017,"Her. Gull","N. sandeel",22,606.983465920596
2018,"Her. Gull","N. sandeel",22,392.070487604648
2019,"Her. Gull","N. sandeel",22,735.420901070376
1974,"Kittiwake","N. sandeel",22,11121.3755475493
1975,"Kittiwake","N. sandeel",22,6847.62454423103
1976,"Kittiwake","N. sandeel",22,7530.15726284122
1977,"Kittiwake","N. sandeel",22,8049.08028002711
1978,"Kittiwake","N. sandeel",22,5678.4097037616
1979,"Kittiwake","N. sandeel",22,10630.6091316653
1980,"Kittiwake","N. sandeel",22,13317.7169640911
1981,"Kittiwake","N. sandeel",22,11480.8791697528
1982,"Kittiwake","N. sandeel",22,11199.5338977643
1983,"Kittiwake","N. sandeel",22,14057.7185322485
1984,"Kittiwake","N. sandeel",22,9165.98886055781
1985,"Kittiwake","N. sandeel",22,12636.7494704179
1986,"Kittiwake","N. sandeel",22,11678.7615875963
1987,"Kittiwake","N. sandeel",22,12462.7926807802
1988,"Kittiwake","N. sandeel",22,12693.408088115
1989,"Kittiwake","N. sandeel",22,13393.3482212921
1990,"Kittiwake","N. sandeel",22,11762.4830088379
1991,"Kittiwake","N. sandeel",22,12963.4385842085
1992,"Kittiwake","N. sandeel",22,11390.1004686859
1993,"Kittiwake","N. sandeel",22,14244.6664523918
1994,"Kittiwake","N. sandeel",22,14302.5562172371
1995,"Kittiwake","N. sandeel",22,13582.1216774045
1996,"Kittiwake","N. sandeel",22,13802.5449066336
1997,"Kittiwake","N. sandeel",22,13886.034002875
1998,"Kittiwake","N. sandeel",22,7692.64814635079
1999,"Kittiwake","N. sandeel",22,10769.4966596782
2000,"Kittiwake","N. sandeel",22,10791.0659231601
2001,"Kittiwake","N. sandeel",22,8939.91052818582
2002,"Kittiwake","N. sandeel",22,5678.56258277341
2003,"Kittiwake","N. sandeel",22,4853.07756617
2004,"Kittiwake","N. sandeel",22,4872.56375903294
2005,"Kittiwake","N. sandeel",22,4037.5219723502
2006,"Kittiwake","N. sandeel",22,6019.25411916572
2007,"Kittiwake","N. sandeel",22,6961.26326841481
2008,"Kittiwake","N. sandeel",22,5346.9866623676
2009,"Kittiwake","N. sandeel",22,6702.28519479975
2010,"Kittiwake","N. sandeel",22,5117.66265798007
2011,"Kittiwake","N. sandeel",22,3479.74039204206
2012,"Kittiwake","N. sandeel",22,3880.35351549298
2013,"Kittiwake","N. sandeel",22,7541.05368360717
2014,"Kittiwake","N. sandeel",22,6623.19231487948
2015,"Kittiwake","N. sandeel",22,6808.78878938315
2016,"Kittiwake","N. sandeel",22,6694.41670163281
2017,"Kittiwake","N. sandeel",22,11869.0757462077
2018,"Kittiwake","N. sandeel",22,9601.41011405043
2019,"Kittiwake","N. sandeel",22,11656.8043531796
1974,"Mackerel","N. sandeel",22,103927.170385543
1975,"Mackerel","N. sandeel",22,54379.9282604063
1976,"Mackerel","N. sandeel",22,51418.5032041699
1977,"Mackerel","N. sandeel",22,40444.3904061196
1978,"Mackerel","N. sandeel",22,25115.8841739146
1979,"Mackerel","N. sandeel",22,58920.8014133996
1980,"Mackerel","N. sandeel",22,47338.7425417315
1981,"Mackerel","N. sandeel",22,39930.3589532019
1982,"Mackerel","N. sandeel",22,43588.2849133644
1983,"Mackerel","N. sandeel",22,40766.7511241328
1984,"Mackerel","N. sandeel",22,37820.5771707797
1985,"Mackerel","N. sandeel",22,70899.004176816
1986,"Mackerel","N. sandeel",22,70053.5476132073
1987,"Mackerel","N. sandeel",22,52802.903741541
1988,"Mackerel","N. sandeel",22,106947.038745363
1989,"Mackerel","N. sandeel",22,52006.9979480459
1990,"Mackerel","N. sandeel",22,56756.5361611959
1991,"Mackerel","N. sandeel",22,72218.3274073783
1992,"Mackerel","N. sandeel",22,81685.2527034726
1993,"Mackerel","N. sandeel",22,96009.5585862643
1994,"Mackerel","N. sandeel",22,93912.7988167828
1995,"Mackerel","N. sandeel",22,88327.0484739418
1996,"Mackerel","N. sandeel",22,123322.546402312
1997,"Mackerel","N. sandeel",22,121225.798158007
1998,"Mackerel","N. sandeel",22,33212.7326927329
1999,"Mackerel","N. sandeel",22,75919.115976943
2000,"Mackerel","N. sandeel",22,58832.4949603633
2001,"Mackerel","N. sandeel",22,42983.2375001272
2002,"Mackerel","N. sandeel",22,13739.1748248431
2003,"Mackerel","N. sandeel",22,27269.5744569145
2004,"Mackerel","N. sandeel",22,18025.2346208409
2005,"Mackerel","N. sandeel",22,17063.3786220036
2006,"Mackerel","N. sandeel",22,39456.2707821595
2007,"Mackerel","N. sandeel",22,41053.4101640011
2008,"Mackerel","N. sandeel",22,36985.1827287985
2009,"Mackerel","N. sandeel",22,72379.7550454837
2010,"Mackerel","N. sandeel",22,33802.1278518088
2011,"Mackerel","N. sandeel",22,11901.3881684871
2012,"Mackerel","N. sandeel",22,66601.2239567446
2013,"Mackerel","N. sandeel",22,41224.9743998289
2014,"Mackerel","N. sandeel",22,39652.2822213103
2015,"Mackerel","N. sandeel",22,11035.107140663
2016,"Mackerel","N. sandeel",22,91905.3358576062
2017,"Mackerel","N. sandeel",22,36235.1604934038
2018,"Mackerel","N. sandeel",22,48009.8019753161
2019,"Mackerel","N. sandeel",22,85693.6284483999
1974,"N.horse mac","N. sandeel",22,23630.9991425779
1975,"N.horse mac","N. sandeel",22,18912.4645775552
1976,"N.horse mac","N. sandeel",22,20492.0066960365
1977,"N.horse mac","N. sandeel",22,13200.1022276324
1978,"N.horse mac","N. sandeel",22,19839.4451094057
1979,"N.horse mac","N. sandeel",22,38634.0238287573
1980,"N.horse mac","N. sandeel",22,23869.8880964486
1981,"N.horse mac","N. sandeel",22,28367.4010723191
1982,"N.horse mac","N. sandeel",22,30111.1811405979
1983,"N.horse mac","N. sandeel",22,23147.409212475
1984,"N.horse mac","N. sandeel",22,2276.78057021318
1985,"N.horse mac","N. sandeel",22,3785.866861725
1986,"N.horse mac","N. sandeel",22,22990.9985728327
1987,"N.horse mac","N. sandeel",22,1863.13611346296
1988,"N.horse mac","N. sandeel",22,32739.219729729
1989,"N.horse mac","N. sandeel",22,12432.5377064021
1990,"N.horse mac","N. sandeel",22,20464.950529376
1991,"N.horse mac","N. sandeel",22,26574.7444950866
1992,"N.horse mac","N. sandeel",22,24250.006434342
1993,"N.horse mac","N. sandeel",22,39735.2008038682
1994,"N.horse mac","N. sandeel",22,50660.5712497461
1995,"N.horse mac","N. sandeel",22,25978.8903472426
1996,"N.horse mac","N. sandeel",22,82948.4940896693
1997,"N.horse mac","N. sandeel",22,20485.7286791634
1998,"N.horse mac","N. sandeel",22,27527.1067927869
1999,"N.horse mac","N. sandeel",22,4518.2770270638
2000,"N.horse mac","N. sandeel",22,24744.066984843
2001,"N.horse mac","N. sandeel",22,14622.9831351972
2002,"N.horse mac","N. sandeel",22,6962.61249486617
2003,"N.horse mac","N. sandeel",22,12287.2672000086
2004,"N.horse mac","N. sandeel",22,7585.85174952402
2005,"N.horse mac","N. sandeel",22,16575.6878079367
2006,"N.horse mac","N. sandeel",22,19173.7666875576
2007,"N.horse mac","N. sandeel",22,16318.662002846
2008,"N.horse mac","N. sandeel",22,18046.0893064834
2009,"N.horse mac","N. sandeel",22,29307.5173597885
2010,"N.horse mac","N. sandeel",22,6302.00027865967
2011,"N.horse mac","N. sandeel",22,4118.09552851981
2012,"N.horse mac","N. sandeel",22,24009.0758393282
2013,"N.horse mac","N. sandeel",22,16877.0413264269
2014,"N.horse mac","N. sandeel",22,21098.5626247256
2015,"N.horse mac","N. sandeel",22,4569.63345083447
2016,"N.horse mac","N. sandeel",22,44705.5287918487
2017,"N.horse mac","N. sandeel",22,5304.76652189388
2018,"N.horse mac","N. sandeel",22,23114.133452932
2019,"N.horse mac","N. sandeel",22,36420.7255981503
1974,"Puffin","N. sandeel",22,2088.57832329403
1975,"Puffin","N. sandeel",22,1332.63791587698
1976,"Puffin","N. sandeel",22,1527.52989959559
1977,"Puffin","N. sandeel",22,1875.57397456487
1978,"Puffin","N. sandeel",22,1223.35798614982
1979,"Puffin","N. sandeel",22,2223.38871572777
1980,"Puffin","N. sandeel",22,3085.72560959062
1981,"Puffin","N. sandeel",22,3165.80194560216
1982,"Puffin","N. sandeel",22,2872.31244336483
1983,"Puffin","N. sandeel",22,4157.96995876101
1984,"Puffin","N. sandeel",22,2526.27479923177
1985,"Puffin","N. sandeel",22,3439.039948412
1986,"Puffin","N. sandeel",22,3092.67607860532
1987,"Puffin","N. sandeel",22,3556.79633065219
1988,"Puffin","N. sandeel",22,4291.65615632794
1989,"Puffin","N. sandeel",22,4470.35786868977
1990,"Puffin","N. sandeel",22,4107.32430455156
1991,"Puffin","N. sandeel",22,4920.39737355817
1992,"Puffin","N. sandeel",22,3901.98200412801
1993,"Puffin","N. sandeel",22,5255.54059860176
1994,"Puffin","N. sandeel",22,5632.79750621162
1995,"Puffin","N. sandeel",22,5633.65676366608
1996,"Puffin","N. sandeel",22,6493.23426466932
1997,"Puffin","N. sandeel",22,6797.00011729375
1998,"Puffin","N. sandeel",22,4337.6494429606
1999,"Puffin","N. sandeel",22,5809.61243757976
2000,"Puffin","N. sandeel",22,6283.01472992755
2001,"Puffin","N. sandeel",22,4798.80034767638
2002,"Puffin","N. sandeel",22,3619.16588876794
2003,"Puffin","N. sandeel",22,3436.01395188275
2004,"Puffin","N. sandeel",22,3292.048855913
2005,"Puffin","N. sandeel",22,3043.20820003647
2006,"Puffin","N. sandeel",22,4279.77773794018
2007,"Puffin","N. sandeel",22,4925.00406792259
2008,"Puffin","N. sandeel",22,3685.58108555054
2009,"Puffin","N. sandeel",22,4380.71743237147
2010,"Puffin","N. sandeel",22,3180.93539517404
2011,"Puffin","N. sandeel",22,2463.63121018838
2012,"Puffin","N. sandeel",22,2787.14821632793
2013,"Puffin","N. sandeel",22,5181.00702415976
2014,"Puffin","N. sandeel",22,4164.00867219944
2015,"Puffin","N. sandeel",22,4611.59956388659
2016,"Puffin","N. sandeel",22,4923.51466548621
2017,"Puffin","N. sandeel",22,7671.37161082984
2018,"Puffin","N. sandeel",22,6425.07202893251
2019,"Puffin","N. sandeel",22,7690.63426886839
1974,"Razorbill","N. sandeel",22,1193.11975649537
1975,"Razorbill","N. sandeel",22,754.861421503276
1976,"Razorbill","N. sandeel",22,1569.4916630308
1977,"Razorbill","N. sandeel",22,752.293885110209
1978,"Razorbill","N. sandeel",22,1029.2231208213
1979,"Razorbill","N. sandeel",22,1968.46122945032
1980,"Razorbill","N. sandeel",22,1847.56555668701
1981,"Razorbill","N. sandeel",22,2053.00937749024
1982,"Razorbill","N. sandeel",22,2421.85105664714
1983,"Razorbill","N. sandeel",22,2159.46829090399
1984,"Razorbill","N. sandeel",22,2252.38215056162
1985,"Razorbill","N. sandeel",22,2076.5935846215
1986,"Razorbill","N. sandeel",22,3184.12438662657
1987,"Razorbill","N. sandeel",22,2479.58408016104
1988,"Razorbill","N. sandeel",22,5234.07286278038
1989,"Razorbill","N. sandeel",22,2721.0341236836
1990,"Razorbill","N. sandeel",22,2052.6250755948
1991,"Razorbill","N. sandeel",22,2345.87514596901
1992,"Razorbill","N. sandeel",22,2946.87140212693
1993,"Razorbill","N. sandeel",22,3085.81982209401
1994,"Razorbill","N. sandeel",22,3167.46098638507
1995,"Razorbill","N. sandeel",22,2943.08247356084
1996,"Razorbill","N. sandeel",22,2874.88394975782
1997,"Razorbill","N. sandeel",22,5995.39936547615
1998,"Razorbill","N. sandeel",22,3873.78479759407
1999,"Razorbill","N. sandeel",22,2355.3211886204
2000,"Razorbill","N. sandeel",22,2948.56740734357
2001,"Razorbill","N. sandeel",22,1924.41304999363
2002,"Razorbill","N. sandeel",22,1593.34313039378
2003,"Razorbill","N. sandeel",22,3119.05585178974
2004,"Razorbill","N. sandeel",22,1531.26136873789
2005,"Razorbill","N. sandeel",22,1257.35023867709
2006,"Razorbill","N. sandeel",22,2686.47034866585
2007,"Razorbill","N. sandeel",22,2002.46100211495
2008,"Razorbill","N. sandeel",22,2092.43230589318
2009,"Razorbill","N. sandeel",22,2309.09645776183
2010,"Razorbill","N. sandeel",22,863.172418816991
2011,"Razorbill","N. sandeel",22,833.58730120749
2012,"Razorbill","N. sandeel",22,3209.45253269575
2013,"Razorbill","N. sandeel",22,2297.23287486483
2014,"Razorbill","N. sandeel",22,1908.1696053345
2015,"Razorbill","N. sandeel",22,942.94141825765
2016,"Razorbill","N. sandeel",22,4511.8896324302
2017,"Razorbill","N. sandeel",22,3802.52321315938
2018,"Razorbill","N. sandeel",22,3343.20155583246
2019,"Razorbill","N. sandeel",22,3958.88355338891
1974,"Saithe","N. sandeel",22,144787.536252229
1975,"Saithe","N. sandeel",22,88146.9945178971
1976,"Saithe","N. sandeel",22,80762.1315826533
1977,"Saithe","N. sandeel",22,71759.8723171961
1978,"Saithe","N. sandeel",22,61791.5087208565
1979,"Saithe","N. sandeel",22,86865.3552483829
1980,"Saithe","N. sandeel",22,91324.2223878466
1981,"Saithe","N. sandeel",22,112436.270403811
1982,"Saithe","N. sandeel",22,105475.073841776
1983,"Saithe","N. sandeel",22,99194.845083264
1984,"Saithe","N. sandeel",22,103983.355415536
1985,"Saithe","N. sandeel",22,154884.416901047
1986,"Saithe","N. sandeel",22,157582.111034924
1987,"Saithe","N. sandeel",22,134000.814815176
1988,"Saithe","N. sandeel",22,113351.023366952
1989,"Saithe","N. sandeel",22,86292.3543188352
1990,"Saithe","N. sandeel",22,64682.5834290243
1991,"Saithe","N. sandeel",22,68161.7179110685
1992,"Saithe","N. sandeel",22,94717.6340112475
1993,"Saithe","N. sandeel",22,145319.243233688
1994,"Saithe","N. sandeel",22,165044.450278142
1995,"Saithe","N. sandeel",22,187076.438100515
1996,"Saithe","N. sandeel",22,221915.148172053
1997,"Saithe","N. sandeel",22,254640.685363107
1998,"Saithe","N. sandeel",22,134252.762324678
1999,"Saithe","N. sandeel",22,148471.780100589
2000,"Saithe","N. sandeel",22,120599.710515531
2001,"Saithe","N. sandeel",22,135318.870040976
2002,"Saithe","N. sandeel",22,107614.824829807
2003,"Saithe","N. sandeel",22,75035.2357995268
2004,"Saithe","N. sandeel",22,76206.0895058855
2005,"Saithe","N. sandeel",22,60514.2084732881
