 par parNo species year quarter area age predator prey fleet
log_rec 1 2 1974 -1 -1 -1 -1 -1 -1
log_rec 2 2 1975 -1 -1 -1 -1 -1 -1
log_rec 3 2 1976 -1 -1 -1 -1 -1 -1
log_rec 4 2 1977 -1 -1 -1 -1 -1 -1
log_rec 5 2 1978 -1 -1 -1 -1 -1 -1
log_rec 6 2 1979 -1 -1 -1 -1 -1 -1
log_rec 7 2 1980 -1 -1 -1 -1 -1 -1
log_rec 8 2 1981 -1 -1 -1 -1 -1 -1
log_rec 9 2 1982 -1 -1 -1 -1 -1 -1
log_rec 10 2 1983 -1 -1 -1 -1 -1 -1
log_rec 11 2 1984 -1 -1 -1 -1 -1 -1
log_rec 12 2 1985 -1 -1 -1 -1 -1 -1
log_rec 13 2 1986 -1 -1 -1 -1 -1 -1
log_rec 14 2 1987 -1 -1 -1 -1 -1 -1
log_rec 15 2 1988 -1 -1 -1 -1 -1 -1
log_rec 16 2 1989 -1 -1 -1 -1 -1 -1
log_rec 17 2 1990 -1 -1 -1 -1 -1 -1
log_rec 18 2 1991 -1 -1 -1 -1 -1 -1
log_rec 19 2 1992 -1 -1 -1 -1 -1 -1
log_rec 20 2 1993 -1 -1 -1 -1 -1 -1
log_rec 21 2 1994 -1 -1 -1 -1 -1 -1
log_rec 22 2 1995 -1 -1 -1 -1 -1 -1
log_rec 23 2 1996 -1 -1 -1 -1 -1 -1
log_rec 24 2 1997 -1 -1 -1 -1 -1 -1
log_rec 25 2 1998 -1 -1 -1 -1 -1 -1
log_rec 26 2 1999 -1 -1 -1 -1 -1 -1
log_rec 27 2 2000 -1 -1 -1 -1 -1 -1
log_rec 28 2 2001 -1 -1 -1 -1 -1 -1
log_rec 29 2 2002 -1 -1 -1 -1 -1 -1
log_rec 30 2 2003 -1 -1 -1 -1 -1 -1
log_rec 31 2 2004 -1 -1 -1 -1 -1 -1
log_rec 32 2 2005 -1 -1 -1 -1 -1 -1
log_rec 33 2 2006 -1 -1 -1 -1 -1 -1
log_rec 34 2 2007 -1 -1 -1 -1 -1 -1
log_rec 35 2 2008 -1 -1 -1 -1 -1 -1
log_rec 36 2 2009 -1 -1 -1 -1 -1 -1
log_rec 37 2 2010 -1 -1 -1 -1 -1 -1
log_rec 38 2 2011 -1 -1 -1 -1 -1 -1
log_rec 39 2 2012 -1 -1 -1 -1 -1 -1
log_rec 40 2 2013 -1 -1 -1 -1 -1 -1
log_rec 41 2 2014 -1 -1 -1 -1 -1 -1
log_rec 42 2 2015 -1 -1 -1 -1 -1 -1
log_rec 43 2 2016 -1 -1 -1 -1 -1 -1
log_rec 44 2 2017 -1 -1 -1 -1 -1 -1
log_rec 45 2 2018 -1 -1 -1 -1 -1 -1
log_rec 46 3 1974 -1 -1 -1 -1 -1 -1
log_rec 47 3 1975 -1 -1 -1 -1 -1 -1
log_rec 48 3 1976 -1 -1 -1 -1 -1 -1
log_rec 49 3 1977 -1 -1 -1 -1 -1 -1
log_rec 50 3 1978 -1 -1 -1 -1 -1 -1
log_rec 51 3 1979 -1 -1 -1 -1 -1 -1
log_rec 52 3 1980 -1 -1 -1 -1 -1 -1
log_rec 53 3 1981 -1 -1 -1 -1 -1 -1
log_rec 54 3 1982 -1 -1 -1 -1 -1 -1
log_rec 55 3 1983 -1 -1 -1 -1 -1 -1
log_rec 56 3 1984 -1 -1 -1 -1 -1 -1
log_rec 57 3 1985 -1 -1 -1 -1 -1 -1
log_rec 58 3 1986 -1 -1 -1 -1 -1 -1
log_rec 59 3 1987 -1 -1 -1 -1 -1 -1
log_rec 60 3 1988 -1 -1 -1 -1 -1 -1
log_rec 61 3 1989 -1 -1 -1 -1 -1 -1
log_rec 62 3 1990 -1 -1 -1 -1 -1 -1
log_rec 63 3 1991 -1 -1 -1 -1 -1 -1
log_rec 64 3 1992 -1 -1 -1 -1 -1 -1
log_rec 65 3 1993 -1 -1 -1 -1 -1 -1
log_rec 66 3 1994 -1 -1 -1 -1 -1 -1
log_rec 67 3 1995 -1 -1 -1 -1 -1 -1
log_rec 68 3 1996 -1 -1 -1 -1 -1 -1
log_rec 69 3 1997 -1 -1 -1 -1 -1 -1
log_rec 70 3 1998 -1 -1 -1 -1 -1 -1
log_rec 71 3 1999 -1 -1 -1 -1 -1 -1
log_rec 72 3 2000 -1 -1 -1 -1 -1 -1
log_rec 73 3 2001 -1 -1 -1 -1 -1 -1
log_rec 74 3 2002 -1 -1 -1 -1 -1 -1
log_rec 75 3 2003 -1 -1 -1 -1 -1 -1
log_rec 76 3 2004 -1 -1 -1 -1 -1 -1
log_rec 77 3 2005 -1 -1 -1 -1 -1 -1
log_rec 78 3 2006 -1 -1 -1 -1 -1 -1
log_rec 79 3 2007 -1 -1 -1 -1 -1 -1
log_rec 80 3 2008 -1 -1 -1 -1 -1 -1
log_rec 81 3 2009 -1 -1 -1 -1 -1 -1
log_rec 82 3 2010 -1 -1 -1 -1 -1 -1
log_rec 83 3 2011 -1 -1 -1 -1 -1 -1
log_rec 84 3 2012 -1 -1 -1 -1 -1 -1
log_rec 85 3 2013 -1 -1 -1 -1 -1 -1
log_rec 86 3 2014 -1 -1 -1 -1 -1 -1
log_rec 87 3 2015 -1 -1 -1 -1 -1 -1
log_rec 88 3 2016 -1 -1 -1 -1 -1 -1
log_rec 89 3 2017 -1 -1 -1 -1 -1 -1
log_rec 90 3 2018 -1 -1 -1 -1 -1 -1
log_rec_older 91 2 1974 1 -1 1 -1 -1 -1
log_rec_older 92 2 1974 1 -1 2 -1 -1 -1
log_rec_older 93 2 1974 1 -1 3 -1 -1 -1
log_rec_older 94 2 1974 1 -1 4 -1 -1 -1
log_rec_older 95 2 1974 1 -1 5 -1 -1 -1
log_rec_older 96 2 1974 1 -1 6 -1 -1 -1
log_rec_older 97 2 1974 1 -1 7 -1 -1 -1
log_rec_older 98 2 1974 1 -1 8 -1 -1 -1
log_rec_older 99 3 1974 1 -1 1 -1 -1 -1
log_rec_older 100 3 1974 1 -1 2 -1 -1 -1
log_rec_older 101 3 1974 1 -1 3 -1 -1 -1
log_rec_older 102 3 1974 1 -1 4 -1 -1 -1
log_rec_older 103 3 1974 1 -1 5 -1 -1 -1
log_rec_older 104 3 1974 1 -1 6 -1 -1 -1
log_rec_older 105 3 1974 1 -1 7 -1 -1 -1
F_y_ini 106 2 1975 -1 -1 -1 -1 -1 -1
F_y_ini 107 2 1976 -1 -1 -1 -1 -1 -1
F_y_ini 108 2 1977 -1 -1 -1 -1 -1 -1
F_y_ini 109 2 1978 -1 -1 -1 -1 -1 -1
F_y_ini 110 2 1979 -1 -1 -1 -1 -1 -1
F_y_ini 111 2 1980 -1 -1 -1 -1 -1 -1
F_y_ini 112 2 1981 -1 -1 -1 -1 -1 -1
F_y_ini 113 2 1982 -1 -1 -1 -1 -1 -1
F_y_ini 114 2 1983 -1 -1 -1 -1 -1 -1
F_y_ini 115 2 1984 -1 -1 -1 -1 -1 -1
F_y_ini 116 2 1985 -1 -1 -1 -1 -1 -1
F_y_ini 117 2 1986 -1 -1 -1 -1 -1 -1
F_y_ini 118 2 1987 -1 -1 -1 -1 -1 -1
F_y_ini 119 2 1988 -1 -1 -1 -1 -1 -1
F_y_ini 120 2 1989 -1 -1 -1 -1 -1 -1
F_y_ini 121 2 1990 -1 -1 -1 -1 -1 -1
F_y_ini 122 2 1991 -1 -1 -1 -1 -1 -1
F_y_ini 123 2 1992 -1 -1 -1 -1 -1 -1
F_y_ini 124 2 1993 -1 -1 -1 -1 -1 -1
F_y_ini 125 2 1994 -1 -1 -1 -1 -1 -1
F_y_ini 126 2 1995 -1 -1 -1 -1 -1 -1
F_y_ini 127 2 1996 -1 -1 -1 -1 -1 -1
F_y_ini 128 2 1997 -1 -1 -1 -1 -1 -1
F_y_ini 129 2 1998 -1 -1 -1 -1 -1 -1
F_y_ini 130 2 1999 -1 -1 -1 -1 -1 -1
F_y_ini 131 2 2000 -1 -1 -1 -1 -1 -1
F_y_ini 132 2 2001 -1 -1 -1 -1 -1 -1
F_y_ini 133 2 2002 -1 -1 -1 -1 -1 -1
F_y_ini 134 2 2003 -1 -1 -1 -1 -1 -1
F_y_ini 135 2 2004 -1 -1 -1 -1 -1 -1
F_y_ini 136 2 2005 -1 -1 -1 -1 -1 -1
F_y_ini 137 2 2006 -1 -1 -1 -1 -1 -1
F_y_ini 138 2 2007 -1 -1 -1 -1 -1 -1
F_y_ini 139 2 2008 -1 -1 -1 -1 -1 -1
F_y_ini 140 2 2009 -1 -1 -1 -1 -1 -1
F_y_ini 141 2 2010 -1 -1 -1 -1 -1 -1
