Species.n Year  Rec SSB TSB SOP SOP.hat Yield Yield.hat mean.F Eaten
23 1988  2.15553e+008 533227 757239 507642 376522 453753 352650 0.527004 417809
23 1989  1.08738e+008 173812 700064 539481 319420 472329 274064 0.628917 492597
23 1990  1.51217e+008 282919 649546 370865 350744 357559 329503 0.749607 411400
23 1991  2.32709e+008 337719 889631 489596 344704 480784 338021 0.514192 488073
23 1992  6.22274e+007 289442 1.13012e+006 678507 396183 665758 381174 0.470921 499378
23 1993  2.03764e+008 452350 727182 292075 326901 267874 312705 0.496676 407578
23 1994  2.80183e+008 250872 821582 283720 311369 246543 290662 0.486131 543417
23 1995  8.76238e+007 404564 1.47864e+006 493912 363465 483202 340987 0.319236 664332
23 1996  4.72942e+008 527837 824866 472730 442641 427976 419617 0.625906 647972
23 1997  1.02411e+008 245694 1.87636e+006 551195 447998 535642 432622 0.334635 851280
23 1998  1.54476e+008 753246 1.1632e+006 491211 495599 460455 462185 0.478413 574234
23 1999  1.92862e+008 357532 724919 469056 412062 452180 388842 0.785628 476352
23 2000  2.93921e+008 175408 701781 349141 246978 322606 217666 0.504598 513379
23 2001  3.49569e+008 220694 822562 685447 462136 651924 442213 0.90578 563135
23 2002  4.1271e+007 210679 1.15138e+006 647212 362442 642187 357914 0.443341 580983
23 2003  1.62955e+008 365385 497528 236107 254910 220309 246779 0.688256 317274
23 2004  7.67431e+007 100209 417784 266244 192457 258228 183539 0.743879 256327
23 2005  1.64241e+008 108816 336057 145425 176175 136713 166809 0.895068 302083
23 2006  1.27644e+008 71136.4 469891 265023 216807 262160 214509 0.830999 328277
23 2007  2.64904e+008 134567 433305 114490 156394 111885 154205 0.554298 546175
23 2008  1.24405e+008 146056 796510 245955 292586 242356 290107 0.623648 482641
23 2009  6.20745e+008 223884 535284 297950 245141 292725 239099 0.687416 605288
23 2010  7.49308e+007 193642 1.88886e+006 325653 293364 323027 290893 0.242229 908582
23 2011  1.03976e+008 752914 1.06245e+006 339087 234712 334301 227875 0.22557 600462
23 2012  1.80794e+008 436162 700356 56730.1 41532.4 54191.9 39232.8 0.0629997 559791
23 2013  1.23194e+008 247963 581979 235771 282893 183471 186260 0.703813 391585
23 2014  2.86189e+008 151623 423654 92214.2 91063.7 86499.2 77864.6 0.276173 434110
23 2015  5.33554e+007 209415 898461 188010 157919 182484 150240 0.240531 555627
23 2016  3.40526e+008 474019 652941 20698.7 21104.4 19410.2 19626.2 0.0272478 498381
23 2017  NA 430972 NA NA NA NA NA NA NA
24 1974  2.40352e+008 305885 1.25694e+006 732535 663822 732535 663822 1.37103 1.70979e+006
24 1975  3.67909e+008 335461 862485 508241 416634 508241 416634 1.05184 1.83545e+006
24 1976  3.19952e+008 315571 1.05173e+006 472608 397552 472608 397552 0.907155 1.9076e+006
24 1977  1.41777e+008 328576 1.02989e+006 383967 334979 383967 334979 0.682598 1.36984e+006
24 1978  1.89263e+008 297468 618657 253756 245845 253756 245845 0.736532 1.00563e+006
24 1979  2.27465e+008 223813 727201 339898 317489 339898 317489 0.872285 1.18369e+006
24 1980  1.14796e+008 333203 971056 534650 428151 534650 428151 0.929969 1.17415e+006
24 1981  2.08687e+008 276559 521768 431928 177196 431928 177196 0.624695 1.08886e+006
24 1982  2.24139e+008 164757 592309 390197 245371 390197 245371 0.904279 1.18424e+006
24 1983  1.9052e+008 238060 747846 475746 313314 475746 313314 0.829457 1.12823e+006
24 1984  1.18806e+008 306661 812318 376484 360651 376484 360651 1.1861 978391
24 1985  1.04869e+008 222070 465457 227635 235986 227635 235986 1.17767 662479
24 1986  1.41451e+008 109577 331610 180330 126039 180330 126039 0.668614 734892
24 1987  3.73748e+007 139555 415690 148927 160056 148927 160056 0.920073 486276
24 1988  9.81657e+007 95754.6 159484 109219 68469.9 109219 68469.9 0.55576 406135
24 1989  1.15481e+008 88921.2 324581 166742 109040 166742 109040 0.591768 665498
24 1990  1.02484e+008 158064 371846 138841 151022 138841 151022 0.725874 581426
24 1991  1.30304e+008 159525 412900 189819 284589 189819 284589 1.20644 629544
24 1992  8.17099e+007 177792 518636 302275 268986 302275 268986 0.883287 631057
24 1993  8.91115e+007 209411 405488 181098 222571 181098 222571 0.98282 558537
24 1994  2.17679e+008 118867 268370 183618 188320 183618 188320 1.03084 788447
24 1995  1.05817e+008 184697 702744 231894 198716 231894 198716 0.503254 1.01133e+006
24 1996  1.18865e+008 313380 496112 156207 161879 156207 161879 0.439876 712576
24 1997  4.2718e+007 190872 495647 156781 123179 156781 123179 0.442436 585300
24 1998  7.97426e+007 194242 284391 73980.5 73554.2 73980.5 73554.2 0.365004 479747
24 1999  1.32916e+008 105689 267834 92388.1 85930.3 92388.1 85930.3 0.50413 596044
24 2000  6.8522e+007 155522 493809 185103 140206 185103 140206 0.44423 654162
24 2001  8.60905e+007 256320 399760 64358.3 48896.6 64358.3 48896.6 0.142816 651003
24 2002  5.9123e+007 148956 308846 77138.2 56992.4 77138.2 56992.4 0.262027 501274
24 2003  3.62359e+007 85705 190492 24569.2 29606.6 24569.2 29606.6 0.320074 319825
24 2004  3.79456e+007 55843.2 116998 13487.8 14720.1 13487.8 14720.1 0.196996 255516
24 2005  9.34784e+007 38138.7 100874 0 0 0 0 0 411930
24 2006  7.0144e+007 72484 255083 46529 43421.2 46529 43421.2 0.363765 506478
24 2007  7.58877e+007 113988 244709 5790.05 0 5790.05 0 0 514126
24 2008  1.25212e+008 116847 250629 34815.6 31265.7 34815.6 31265.7 0.166007 643766
24 2009  1.37041e+008 140381 394702 45799.2 36869.1 45799.2 36869.1 0.143353 747475
24 2010  4.99559e+007 295381 660195 131179 165830 131179 165830 0.40086 828022
24 2011  8.20876e+007 255190 344456 6831.03 6342.25 6831.03 6342.25 0.018719 654559
24 2012  1.5181e+008 92828.7 196191 26931.1 4634.66 26931.1 4634.66 0.0276001 718888
24 2013  5.39239e+007 113608 381798 82164 54390.5 82164 54390.5 0.330891 626319
24 2014  1.75653e+008 111110 195832 44189.1 40278.5 44189.1 40278.5 0.29037 747683
24 2015  1.14475e+008 117534 472531 57351.2 48290.5 57351.2 48290.5 0.277995 922538
24 2016  2.1914e+008 216790 419256 60202.7 69224.7 60202.7 69224.7 0.271839 1.05887e+006
24 2017  NA 209053 NA NA NA NA NA NA NA
25 1974  2.83022e+008 546086 967129 316175 292028 311793 287856 0.348173 1.94308e+006
25 1975  8.03987e+008 553990 897308 661457 494326 619712 461022 0.806276 3.20304e+006
25 1976  2.53025e+008 730622 1.56779e+006 687534 500486 548406 479485 0.634984 1.91894e+006
25 1977  2.50729e+008 440073 684737 301102 293672 290309 284857 0.590061 1.21368e+006
25 1978  5.93986e+008 264631 502192 434451 188223 325527 162119 0.579664 1.69255e+006
25 1979  1.87535e+008 374198 762497 404868 371871 359860 364407 0.706231 1.30144e+006
25 1980  1.45707e+008 311813 454026 330001 183179 292168 175933 0.721192 872274
25 1981  5.10298e+007 140306 250026 216536 117588 196941 104436 0.684487 392272
25 1982  2.66547e+007 77199.2 128260 157270 48976 145129 44701.6 0.580143 195636
25 1983  4.21415e+007 94755 167362 86407.2 67939.8 79088.7 58909.4 1.04536 241377
25 1984  6.1434e+007 57437.1 115283 76492.2 43265.3 75965.9 41580.3 0.631567 323526
25 1985  2.78059e+007 128539 257833 49766.5 51366.7 48598.7 48634.3 0.620564 247318
25 1986  9.49433e+007 65052.4 112793 18438.6 36290.2 8222.47 30745.4 0.97413 419912
25 1987  4.24173e+007 132516 304572 32110 16524.8 32073.7 16106 0.185533 371232
25 1988  1.00351e+008 129378 215453 87694.3 28391.9 86388.3 27155.9 0.226103 523744
25 1989  6.24287e+007 137792 273031 63344.1 10237.3 62361.4 8034.34 0.0823486 408427
25 1990  1.04115e+008 133751 226580 74278.2 62559.1 56002.5 50570.5 0.676636 538987
25 1991  5.7172e+007 91077.2 189211 105877 85387.4 102885 82987 0.532633 367860
25 1992  1.23985e+008 88716.6 165660 123038 41325.1 120363 40448.2 0.285704 570276
25 1993  1.99737e+008 137538 262962 194570 120335 181700 111380 0.579682 828394
25 1994  9.56322e+007 101345 373789 312346 140228 292621 135486 0.523245 616625
25 1995  5.52609e+007 190301 324857 365668 167635 327845 157526 0.744861 337885
25 1996  4.95236e+007 185344 248229 131890 80330.9 101965 70657.5 0.522412 282343
25 1997  7.90185e+007 126133 190392 107888 87402.1 90384.9 76308.8 0.533282 358968
25 1998  1.36215e+008 208023 411073 157765 181577 145373 170452 0.86076 508741
25 1999  9.79873e+007 179549 353419 190634 142892 184123 138866 0.55229 534783
25 2000  6.54377e+007 147657 256312 206492 185057 183057 178868 0.753655 408752
25 2001  8.25304e+007 89781.6 234158 182223 140076 144887 130943 0.876389 415243
25 2002  7.1562e+007 257712 435560 140413 155622 136066 150722 1.04129 392601
25 2003  6.04431e+007 56838.2 206971 175143 135444 170440 133135 0.91028 337777
25 2004  1.85636e+008 158779 269911 103085 101994 101774 100117 0.882741 686615
25 2005  5.5077e+007 114681 338353 202029 155851 201190 154523 0.54122 421219
25 2006  6.55565e+007 137310 283528 114945 138387 107864 134954 0.802204 373819
25 2007  6.90755e+007 204195 295215 80224 83930.7 75098.1 76255.6 0.542784 357516
25 2008  1.37127e+008 122652 191827 58572.2 103250 50211.3 97697.5 0.759681 548106
25 2009  1.0089e+008 246307 573139 131887 112786 129889 109313 0.401684 602427
25 2010  1.26925e+008 273057 351366 147837 114071 107656 108003 0.38743 581317
25 2011  1.08665e+008 265363 407355 137779 127716 108104 105698 0.486043 590771
25 2012  5.8897e+007 179016 420330 83552.7 72182.3 77787 62475.1 0.355486 426173
25 2013  1.84867e+008 109029 178295 69379.5 48927.3 63938.2 42348.3 0.253141 619874
25 2014  1.25872e+008 476472 859376 129932 54919.4 126107 48823.4 0.138031 673626
25 2015  1.18274e+008 382480 641344 283775 281812 272882 255376 0.643726 653278
25 2016  2.52082e+008 214362 375548 231237 241376 194116 208348 1.05214 726565
25 2017  NA 180651 NA NA NA NA NA NA NA
26 1974  813549 290810 423429 153481 154256 102781 100197 0.47356 0
26 1975  656070 304504 461363 188882 184793 88619.2 89120.7 0.549651 0
26 1976  976918 314752 443330 164109 160405 97536.5 99729.3 0.445074 0
26 1977  826481 323486 455515 176506 162306 101394 94937.3 0.483796 0
26 1978  863950 320312 452947 163864 157004 105133 104657 0.444283 0
26 1979  1.13076e+006 313416 458567 213545 207888 129026 131123 0.662684 0
26 1980  1.00184e+006 295982 435683 169371 162780 131854 124894 0.516273 0
26 1981  2.16158e+006 284021 422114 171001 174764 128188 130567 0.532653 0
26 1982  1.47612e+006 279606 478813 203480 200941 147371 141019 0.579138 0
26 1983  1.4081e+006 331878 536422 220317 218735 130758 129128 0.558705 0
26 1984  1.89026e+006 348077 561767 238117 233927 151786 148905 0.577224 0
26 1985  4.81335e+006 370753 589074 234667 224707 163468 151426 0.517265 0
26 1986  2.19666e+006 406094 779674 309595 304697 162460 159159 0.636402 0
26 1987  2.05002e+006 469268 800129 359454 335863 147799 134910 0.649203 0
26 1988  1.44971e+006 413859 712071 325492 326010 140605 134446 0.678049 0
26 1989  1.20884e+006 432020 631461 287787 287312 151630 148237 0.611527 0
26 1990  1.03124e+006 388752 555670 241248 224755 151348 140746 0.574234 0
26 1991  869446 376568 537566 242323 243575 143317 146478 0.682594 0
26 1992  593778 318372 457217 194780 209972 122496 128421 0.717078 0
26 1993  571533 278933 388839 165253 184338 118169 130704 0.702681 0
26 1994  943904 231823 327824 147526 158353 116392 122624 0.701362 0
26 1995  946152 215313 321085 130795 128638 102384 97930.7 0.63251 0
26 1996  2.41911e+006 201491 316236 143593 141786 82366.2 89259 0.750911 0
26 1997  869460 191912 390796 192624 161467 77908.1 76418.4 0.908142 0
26 1998  819060 205429 350839 183742 153230 62501.4 50237.5 0.772651 0
26 1999  1.00212e+006 195425 330453 160865 165342 71874.9 70969 0.799546 0
26 2000  613171 195528 301676 136175 124802 79213.8 67453.6 0.599555 0
26 2001  1.91765e+006 216829 328046 192970 143286 71312.6 53688.4 0.731015 0
26 2002  643542 191403 352666 134530 135606 70896.8 73229.2 0.711565 0
26 2003  1.2528e+006 223677 361537 154521 180597 62483.9 63921.9 0.72751 0
26 2004  815002 188684 334309 127804 120723 59784.4 58316.3 0.520476 0
26 2005  851636 214969 324387 119550 122562 53031.4 54438.4 0.495599 0
26 2006  1.29082e+006 228253 351979 129858 120126 55303.5 57808.6 0.46996 0
26 2007  1.09483e+006 219980 347810 100796 111026 47141.8 53010.7 0.43115 0
26 2008  1.06215e+006 264822 405302 105052 105276 49885.1 53403.6 0.326359 0
26 2009  1.28571e+006 329097 486001 105422 128327 49947.4 64981.1 0.340758 0
26 2010  1.62098e+006 388659 543701 116566 124490 58205.4 65377.5 0.291728 0
26 2011  1.20959e+006 395133 571907 120814 140330 64414.4 68951 0.317048 0
26 2012  1.37993e+006 409592 570377 142246 139896 68132.8 68743 0.294121 0
26 2013  1.75283e+006 464095 642612 127855 120086 75493.5 70674.3 0.23241 0
26 2014  974461 553986 746125 134006 121805 67203.6 64128.4 0.220916 0
26 2015  1.27112e+006 550289 688635 135413 130272 73254.6 74530.2 0.216237 0
26 2016  1.3856e+006 605515 750165 137539 129508 78043 72954.4 0.207341 0
26 2017  NA 682241 NA NA NA NA NA NA NA
27 1974  48608.7 40427.5 60166.8 17970.9 18491.7 17970.9 18491.7 0.460022 0
27 1975  109960 42425.4 58152.6 20735.8 19754.8 20735.8 19754.8 0.465776 0
27 1976  137134 42731.1 53902 17171.6 17327.5 17171.6 17327.5 0.43513 0
27 1977  50813.7 34546 54980.9 17739.2 14764.7 17739.2 14764.7 0.391714 0
27 1978  14642.6 38540.7 57364 20273.3 20643.8 20273.3 20643.8 0.48255 0
27 1979  149036 45279.7 52449 22594.4 21457.4 22594.4 21457.4 0.475631 0
27 1980  160021 35704.6 44771.6 15712.2 16000.7 15712.2 16000.7 0.480931 0
27 1981  145540 24619.6 49804.3 15338.2 13981.1 15338.2 13981.1 0.478746 0
27 1982  152393 33595.8 58423 21196.2 20664 21196.2 20664 0.539545 0
27 1983  78118.2 41573.1 66358.5 24872.5 23116.9 24872.5 23116.9 0.50845 0
27 1984  95101.3 44709.4 65869.8 26807.5 26986.3 26807.5 26986.3 0.580397 0
27 1985  149006 42012.3 55074.5 24225.8 23668.8 24225.8 23668.8 0.549522 0
27 1986  70504.7 36263.5 54237.1 18148.2 21734.1 18148.2 21734.1 0.617269 0
27 1987  523778 30004 53107.9 17352.8 17227.6 17352.8 17227.6 0.499374 0
27 1988  117282 37114.8 70097.4 21586.7 19039.4 21586.7 19039.4 0.504832 0
27 1989  232737 33178.5 98715.6 21788.3 24660.1 21788.3 24660.1 0.412402 0
27 1990  84787.8 93265.8 119275 35012.1 38621.2 35012.1 38621.2 0.43758 0
27 1991  397792 78769 110646 33496.3 40470.6 33496.3 40470.6 0.484153 0
27 1992  76608.6 78346.2 108650 29197.9 33831.8 29197.9 33831.8 0.473902 0
27 1993  55589.3 53999.7 101468 31483.3 34730.6 31483.3 34730.6 0.521905 0
27 1994  98533.7 73837.9 85910.9 32897.9 36498.8 32897.9 36498.8 0.556475 0
27 1995  63698 56233.6 68144.8 29745.9 26157.3 29745.9 26157.3 0.510747 0
27 1996  260283 37809.1 53305.5 22620 24877.7 22620 24877.7 0.713905 0
27 1997  119097 27779.5 48382.8 14661.5 15365.3 14661.5 15365.3 0.601397 0
27 1998  96388.6 21528.1 58556.4 20833.7 20476.2 20833.7 20476.2 0.639286 0
27 1999  127376 39963.4 57976.4 23426.6 23126.4 23426.6 23126.4 0.57438 0
27 2000  68829.7 36766.5 54356.5 22301.8 23199.9 22301.8 23199.9 0.651005 0
27 2001  196214 29769.1 48830 19819.1 18482.9 19819.1 18482.9 0.545274 0
27 2002  84409.2 32327.1 50249.5 18215.6 15304.9 15360.8 13402.1 0.534423 0
27 2003  47255.4 27487.4 56158.9 19080.8 17228.5 16581.5 15137.9 0.527984 0
27 2004  48908.1 39648 51848.8 20857.2 17917.5 17172.2 15329.2 0.523027 0
27 2005  186854 32852.4 41279.5 17348.2 16142.2 15260.4 14491.2 0.568705 0
27 2006  71970.2 24852.8 39970 12337.5 11375.5 10712.4 10272.8 0.480517 0
27 2007  73651.8 17942.4 45811.1 15402.2 12275.7 13801.4 11079.1 0.479242 0
27 2008  93146.7 34465.7 47508.3 14242.6 13929.5 13290.8 12973.2 0.404755 0
27 2009  204960 32574.9 46006.9 14811.3 14742.7 12867.8 13008.6 0.462715 0
27 2010  226589 30353.7 52047.5 14414.6 13728.6 11188.9 11159.7 0.502873 0
27 2011  58522.1 27276.8 62927.5 12998.8 12631 10387 9918.54 0.422477 0
27 2012  117013 34537 48632 14628 17079.4 10840 12413.9 0.449478 0
27 2013  207934 41552 50542.5 15767.3 16574.5 12305.4 12954.4 0.382974 0
27 2014  135708 37503.3 55349.3 14217 14982.4 11758.4 12444.8 0.336023 0
27 2015  49253.1 37599.2 57476.5 14258.4 13281.7 11497.3 10704.6 0.270949 0
27 2016  100020 51185.2 61353.7 15182.8 15014.4 13006.5 12798.4 0.255106 0
27 2017  NA 54910.2 NA NA NA NA NA NA NA
