data Species.n Quarter Year fleet Age observed model residual stand.residual
catch 21 1 1987 -9 7  4.580750e+003 3.906583e+003 1.591997e-001 1.773632e-001
catch 21 1 1987 -9 8  2.300000e+003 1.401890e+003 4.950876e-001 3.667121e-001
catch 21 1 1987 -9 9  2.024690e+003 1.332744e+003 4.181763e-001 3.097438e-001
catch 21 1 1988 -9 1  6.069969e+005 4.727636e+005 2.499283e-001 2.784432e-001
catch 21 1 1988 -9 2  2.523696e+005 4.229621e+005 -5.163880e-001 -5.753040e-001
catch 21 1 1988 -9 3  2.420710e+005 1.936510e+005 2.231733e-001 2.486357e-001
catch 21 1 1988 -9 4  1.365549e+005 6.035572e+004 8.164709e-001 9.096242e-001
catch 21 1 1988 -9 5  1.097686e+005 3.503133e+004 1.142131e+000 1.272440e+000
catch 21 1 1988 -9 6  5.064419e+004 1.778537e+004 1.046448e+000 1.165840e+000
catch 21 1 1988 -9 7  1.700000e+004 5.169717e+003 1.190395e+000 1.326211e+000
catch 21 1 1988 -9 8  5.100000e+003 1.958092e+003 9.572702e-001 7.090514e-001
catch 21 1 1988 -9 9  3.187500e+003 1.384004e+003 8.342558e-001 6.179345e-001
catch 21 1 1989 -9 1  7.866820e+004 2.309718e+005 -1.077057e+000 -1.199941e+000
catch 21 1 1989 -9 2  4.016461e+005 2.455920e+005 4.918996e-001 5.480218e-001
catch 21 1 1989 -9 3  2.610106e+005 1.901997e+005 3.164865e-001 3.525953e-001
catch 21 1 1989 -9 4  1.461060e+005 8.728433e+004 5.151613e-001 5.739374e-001
catch 21 1 1989 -9 5  3.559093e+004 2.488921e+004 3.576563e-001 3.984623e-001
catch 21 1 1989 -9 6  1.795799e+004 1.406139e+004 2.446024e-001 2.725097e-001
catch 21 1 1989 -9 7  1.058360e+004 7.222746e+003 3.820704e-001 4.256618e-001
catch 21 1 1989 -9 8  1.968750e+003 2.112567e+003 -7.050486e-002 -5.222305e-002
catch 21 1 1989 -9 9  1.922090e+003 1.376546e+003 3.338358e-001 2.472726e-001
catch 21 1 1990 -9 1  6.095600e+005 1.907735e+005 1.161651e+000 1.294186e+000
catch 21 1 1990 -9 2  1.346675e+005 1.590170e+005 -1.662019e-001 -1.851643e-001
catch 21 1 1990 -9 3  1.173804e+005 1.448469e+005 -2.102571e-001 -2.342459e-001
catch 21 1 1990 -9 4  1.400190e+005 1.108556e+005 2.335492e-001 2.601954e-001
catch 21 1 1990 -9 5  7.329409e+004 4.643188e+004 4.564936e-001 5.085762e-001
catch 21 1 1990 -9 6  9.411740e+003 1.303255e+004 -3.254925e-001 -3.626288e-001
catch 21 1 1990 -9 7  7.500000e+003 7.377671e+003 1.644498e-002 1.832123e-002
catch 21 1 1990 -9 8  4.143160e+003 3.843071e+003 7.518690e-002 5.569104e-002
catch 21 1 1990 -9 9  3.051300e+002 1.869730e+003 -1.812812e+000 -1.342752e+000
catch 21 1 1991 -9 1  4.211110e+004 1.884960e+005 -1.498765e+000 -1.669763e+000
catch 21 1 1991 -9 2  1.618495e+005 1.423102e+005 1.286580e-001 1.433369e-001
catch 21 1 1991 -9 3  9.112379e+004 1.091742e+005 -1.807255e-001 -2.013449e-001
catch 21 1 1991 -9 4  1.140000e+005 9.725638e+004 1.588478e-001 1.769712e-001
catch 21 1 1991 -9 5  9.843369e+004 6.767326e+004 3.746920e-001 4.174416e-001
catch 21 1 1991 -9 6  3.087141e+004 2.781094e+004 1.044011e-001 1.163125e-001
catch 21 1 1991 -9 7  9.521130e+003 7.936440e+003 1.820487e-001 2.028191e-001
catch 21 1 1991 -9 8  3.891200e+003 4.527059e+003 -1.513548e-001 -1.121087e-001
catch 21 1 1991 -9 9  1.031750e+003 3.528689e+003 -1.229670e+000 -9.108183e-001
catch 21 1 1992 -9 1  4.438676e+004 2.500798e+005 -1.728839e+000 -1.926086e+000
catch 21 1 1992 -9 2  3.768576e+005 1.783185e+005 7.482963e-001 8.336714e-001
catch 21 1 1992 -9 3  7.387294e+004 1.136406e+005 -4.306944e-001 -4.798335e-001
catch 21 1 1992 -9 4  6.732870e+004 8.568488e+004 -2.410898e-001 -2.685964e-001
catch 21 1 1992 -9 5  7.305007e+004 6.896850e+004 5.749520e-002 6.405498e-002
catch 21 1 1992 -9 6  6.425149e+004 4.731942e+004 3.058841e-001 3.407833e-001
catch 21 1 1992 -9 7  1.485031e+004 1.967887e+004 -2.815246e-001 -3.136445e-001
catch 21 1 1992 -9 8  5.094960e+003 5.644255e+003 -1.023863e-001 -7.583768e-002
catch 21 1 1992 -9 9  1.600000e+003 5.739776e+003 -1.277417e+000 -9.461842e-001
catch 21 1 1993 -9 1  2.379829e+006 4.718401e+005 1.618144e+000 1.802762e+000
catch 21 1 1993 -9 2  3.092351e+005 2.224783e+005 3.292724e-001 3.668400e-001
catch 21 1 1993 -9 3  7.813700e+004 1.258414e+005 -4.765583e-001 -5.309301e-001
catch 21 1 1993 -9 4  4.151846e+004 7.621361e+004 -6.074019e-001 -6.767020e-001
catch 21 1 1993 -9 5  2.702479e+004 5.252011e+004 -6.644415e-001 -7.402494e-001
catch 21 1 1993 -9 6  1.757105e+004 4.145275e+004 -8.583016e-001 -9.562275e-001
catch 21 1 1993 -9 7  2.012480e+004 2.892522e+004 -3.627611e-001 -4.041495e-001
catch 21 1 1993 -9 8  9.157340e+003 1.215827e+004 -2.834540e-001 -2.099548e-001
catch 21 1 1993 -9 9  4.048500e+002 7.086360e+003 -2.862410e+000 -2.120191e+000
catch 21 1 1994 -9 1  3.867603e+005 4.187603e+005 -7.949363e-002 -8.856327e-002
catch 21 1 1994 -9 2  1.842260e+005 2.634331e+005 -3.576364e-001 -3.984401e-001
catch 21 1 1994 -9 3  4.250879e+004 9.162496e+004 -7.679929e-001 -8.556152e-001
catch 21 1 1994 -9 4  5.404204e+004 4.981850e+004 8.137581e-002 9.066019e-002
catch 21 1 1994 -9 5  8.685640e+003 2.674011e+004 -1.124494e+000 -1.252790e+000
catch 21 1 1994 -9 6  9.035810e+003 1.823541e+004 -7.021699e-001 -7.822823e-001
catch 21 1 1994 -9 7  1.192487e+004 1.465868e+004 -2.064068e-001 -2.299563e-001
catch 21 1 1994 -9 8  9.165470e+003 1.030347e+004 -1.170375e-001 -8.668982e-002
catch 21 1 1994 -9 9  6.865180e+003 6.901065e+003 -5.213485e-003 -3.861636e-003
catch 21 1 1995 -9 1  1.829948e+005 3.575610e+005 -6.698481e-001 -7.462728e-001
catch 21 1 1995 -9 2  8.386882e+004 2.790766e+005 -1.202232e+000 -1.339398e+000
catch 21 1 1995 -9 3  1.405304e+005 1.340172e+005 4.745596e-002 5.287033e-002
catch 21 1 1995 -9 4  2.567069e+004 4.517213e+004 -5.651304e-001 -6.296076e-001
catch 21 1 1995 -9 5  1.325928e+004 2.159779e+004 -4.878934e-001 -5.435584e-001
catch 21 1 1995 -9 6  3.079220e+003 1.144199e+004 -1.312614e+000 -1.462374e+000
catch 21 1 1995 -9 7  2.435820e+003 7.915922e+003 -1.178593e+000 -1.313061e+000
catch 21 1 1995 -9 8  3.494800e+003 6.363278e+003 -5.992675e-001 -4.438783e-001
catch 21 1 1995 -9 9  1.401320e+003 7.531168e+003 -1.681636e+000 -1.245590e+000
catch 21 1 1996 -9 1  1.139712e+006 1.385809e+005 2.107077e+000 2.347479e+000
catch 21 1 1996 -9 2  7.087485e+004 8.916081e+004 -2.295259e-001 -2.557132e-001
catch 21 1 1996 -9 3  1.223163e+005 5.054854e+004 8.836761e-001 9.844970e-001
catch 21 1 1996 -9 4  3.389564e+004 2.409120e+004 3.414398e-001 3.803956e-001
catch 21 1 1996 -9 5  1.294719e+004 7.046904e+003 6.082904e-001 6.776919e-001
catch 21 1 1996 -9 6  7.290410e+003 3.297722e+003 7.933278e-001 8.838407e-001
catch 21 1 1996 -9 7  1.585730e+003 1.763161e+003 -1.060632e-001 -1.181643e-001
catch 21 1 1996 -9 8  1.741270e+003 1.233401e+003 3.448392e-001 2.554229e-001
catch 21 1 1996 -9 9  1.072800e+002 2.233042e+003 -3.035678e+000 -2.248531e+000
catch 21 1 1997 -9 1  3.145139e+004 2.061714e+005 -1.880264e+000 -2.094789e+000
catch 21 1 1997 -9 2  3.804771e+004 1.056595e+005 -1.021380e+000 -1.137912e+000
catch 21 1 1997 -9 3  5.817377e+004 5.776251e+004 7.094700e-003 7.904154e-003
catch 21 1 1997 -9 4  5.932959e+004 3.393488e+004 5.586648e-001 6.224043e-001
catch 21 1 1997 -9 5  1.361658e+004 1.466965e+004 -7.449223e-002 -8.299125e-002
catch 21 1 1997 -9 6  4.620030e+003 4.237824e+003 8.635131e-002 9.620336e-002
catch 21 1 1997 -9 7  1.302610e+003 2.060991e+003 -4.588170e-001 -5.111647e-001
catch 21 1 1997 -9 8  5.304570e+003 1.101930e+003 1.571506e+000 1.164016e+000
catch 21 1 1997 -9 9  6.401000e+001 2.193377e+003 -3.534158e+000 -2.617756e+000
catch 21 1 1998 -9 1  6.193272e+005 4.928019e+004 2.531111e+000 2.819893e+000
catch 21 1 1998 -9 2  6.054828e+004 1.090718e+005 -5.885649e-001 -6.557158e-001
catch 21 1 1998 -9 3  5.148177e+004 6.213576e+004 -1.880939e-001 -2.095541e-001
catch 21 1 1998 -9 4  2.259972e+004 4.097911e+004 -5.951250e-001 -6.630244e-001
catch 21 1 1998 -9 5  1.393671e+004 3.155297e+004 -8.171412e-001 -9.103710e-001
catch 21 1 1998 -9 6  2.301640e+004 1.381014e+004 5.108041e-001 5.690831e-001
catch 21 1 1998 -9 7  3.808000e+003 4.024792e+003 -5.536905e-002 -6.168625e-002
catch 21 1 1998 -9 8  6.706400e+003 1.982163e+003 1.218874e+000 9.028213e-001
catch 21 1 1998 -9 9  4.204400e+002 3.207005e+003 -2.031791e+000 -1.504950e+000
catch 21 1 1999 -9 1  6.790744e+004 3.238087e+004 7.405777e-001 8.250722e-001
catch 21 1 1999 -9 2  2.892236e+004 4.855499e+004 -5.180820e-001 -5.771913e-001
catch 21 1 1999 -9 3  7.054664e+004 7.573920e+004 -7.102185e-002 -7.912492e-002
catch 21 1 1999 -9 4  4.395513e+004 3.438749e+004 2.454764e-001 2.734834e-001
catch 21 1 1999 -9 5  1.788087e+004 2.379665e+004 -2.858134e-001 -3.184226e-001
catch 21 1 1999 -9 6  1.081188e+004 1.039908e+004 3.892820e-002 4.336962e-002
catch 21 1 1999 -9 7  3.984330e+003 4.713845e+003 -1.681347e-001 -1.873177e-001
catch 21 1 1999 -9 8  5.984700e+002 1.393476e+003 -8.451806e-001 -6.260264e-001
catch 21 1 1999 -9 9  -99.9 -99.9 -99.9  -99.9
catch 21 1 2000 -9 1  1.061008e+005 1.145102e+005 -7.627443e-002 -8.497678e-002
catch 21 1 2000 -9 2  2.629483e+004 4.609345e+004 -5.612985e-001 -6.253385e-001
catch 21 1 2000 -9 3  2.032716e+004 5.165925e+004 -9.327113e-001 -1.039127e+000
catch 21 1 2000 -9 4  5.208538e+004 6.744380e+004 -2.584103e-001 -2.878930e-001
catch 21 1 2000 -9 5  1.791962e+004 3.185980e+004 -5.754487e-001 -6.411032e-001
catch 21 1 2000 -9 6  4.221930e+003 1.305641e+004 -1.128987e+000 -1.257796e+000
catch 21 1 2000 -9 7  1.321690e+003 5.834879e+003 -1.484942e+000 -1.654363e+000
catch 21 1 2000 -9 8  4.660400e+002 2.669196e+003 -1.745261e+000 -1.292717e+000
catch 21 1 2000 -9 9  -99.9 -99.9 -99.9  -99.9
catch 21 1 2001 -9 1  2.341106e+005 5.636466e+004 1.423951e+000 1.586414e+000
catch 21 1 2001 -9 2  1.276331e+005 1.198470e+005 6.294411e-002 7.012557e-002
catch 21 1 2001 -9 3  5.162497e+004 3.566510e+004 3.698329e-001 4.120281e-001
catch 21 1 2001 -9 4  3.994379e+004 3.140810e+004 2.404075e-001 2.678362e-001
catch 21 1 2001 -9 5  5.320504e+004 4.360619e+004 1.989541e-001 2.216533e-001
catch 21 1 2001 -9 6  1.637728e+004 1.192514e+004 3.172463e-001 3.534418e-001
catch 21 1 2001 -9 7  4.840820e+003 4.970008e+003 -2.633728e-002 -2.934217e-002
catch 21 1 2001 -9 8  1.349060e+003 2.227222e+003 -5.013469e-001 -3.713484e-001
catch 21 1 2001 -9 9  1.076400e+002 1.755513e+003 -2.791724e+000 -2.067834e+000
catch 21 1 2002 -9 1  1.978819e+005 1.467129e+005 2.991931e-001 3.333288e-001
catch 21 1 2002 -9 2  1.780519e+005 6.449040e+004 1.015559e+000 1.131427e+000
catch 21 1 2002 -9 3  1.045881e+005 1.077128e+005 -2.943832e-002 -3.279702e-002
catch 21 1 2002 -9 4  2.765643e+004 2.709997e+004 2.032548e-002 2.264447e-002
catch 21 1 2002 -9 5  1.216089e+004 2.639598e+004 -7.749868e-001 -8.634071e-001
catch 21 1 2002 -9 6  2.219940e+004 2.232874e+004 -5.809282e-003 -6.472079e-003
catch 21 1 2002 -9 7  5.778970e+003 6.132076e+003 -5.930790e-002 -6.607450e-002
catch 21 1 2002 -9 8  2.875030e+003 2.555649e+003 1.177570e-001 8.722277e-002
catch 21 1 2002 -9 9  2.124110e+003 2.063748e+003 2.882909e-002 2.135375e-002
catch 21 1 2003 -9 1  2.490085e+005 5.981433e+004 1.426242e+000 1.588965e+000
catch 21 1 2003 -9 2  9.272733e+004 1.978131e+005 -7.576594e-001 -8.441028e-001
catch 21 1 2003 -9 3  5.601047e+004 6.708356e+004 -1.804004e-001 -2.009828e-001
catch 21 1 2003 -9 4  1.247518e+005 9.665911e+004 2.551361e-001 2.842453e-001
catch 21 1 2003 -9 5  3.551631e+004 2.650774e+004 2.925554e-001 3.259338e-001
catch 21 1 2003 -9 6  1.653805e+004 1.616818e+004 2.261894e-002 2.519959e-002
catch 21 1 2003 -9 7  2.054850e+004 1.380073e+004 3.980668e-001 4.434833e-001
catch 21 1 2003 -9 8  8.021590e+003 3.789230e+003 7.499738e-001 5.555066e-001
catch 21 1 2003 -9 9  1.089600e+002 2.860878e+003 -3.267903e+000 -2.420540e+000
catch 21 1 2004 -9 1  1.219693e+004 3.526014e+004 -1.061569e+000 -1.182686e+000
catch 21 1 2004 -9 2  1.270870e+005 7.379197e+004 5.436223e-001 6.056456e-001
catch 21 1 2004 -9 3  1.657475e+005 2.020297e+005 -1.979494e-001 -2.205340e-001
catch 21 1 2004 -9 4  8.191440e+004 6.023106e+004 3.074866e-001 3.425686e-001
catch 21 1 2004 -9 5  1.046558e+005 9.296486e+004 1.184548e-001 1.319697e-001
catch 21 1 2004 -9 6  2.561619e+004 1.561925e+004 4.947205e-001 5.511644e-001
catch 21 1 2004 -9 7  1.895847e+004 9.662278e+003 6.740213e-001 7.509222e-001
catch 21 1 2004 -9 8  6.056890e+003 8.311054e+003 -3.163900e-001 -2.343505e-001
catch 21 1 2004 -9 9  7.194800e+002 3.996638e+003 -1.714680e+000 -1.270066e+000
catch 21 1 2005 -9 1  1.298460e+005 5.118926e+004 9.308196e-001 1.037019e+000
catch 21 1 2005 -9 2  1.307633e+005 5.175195e+004 9.269265e-001 1.032682e+000
catch 21 1 2005 -9 3  7.247365e+004 8.775055e+004 -1.912750e-001 -2.130981e-001
catch 21 1 2005 -9 4  2.291589e+005 1.961725e+005 1.554212e-001 1.731537e-001
catch 21 1 2005 -9 5  6.432736e+004 6.537255e+004 -1.611746e-002 -1.795634e-002
catch 21 1 2005 -9 6  6.859926e+004 6.129459e+004 1.125902e-001 1.254359e-001
catch 21 1 2005 -9 7  9.643850e+003 1.042395e+004 -7.778517e-002 -8.665989e-002
catch 21 1 2005 -9 8  6.625710e+003 6.565882e+003 9.070683e-003 6.718667e-003
catch 21 1 2005 -9 9  4.558800e+002 8.405108e+003 -2.914365e+000 -2.158674e+000
catch 21 1 2006 -9 1  8.923787e+004 2.780323e+004 1.166153e+000 1.299203e+000
catch 21 1 2006 -9 2  8.874968e+004 4.796970e+004 6.152503e-001 6.854458e-001
catch 21 1 2006 -9 3  5.456756e+004 3.652886e+004 4.013370e-001 4.471266e-001
catch 21 1 2006 -9 4  6.615708e+004 5.133098e+004 2.537374e-001 2.826870e-001
catch 21 1 2006 -9 5  1.347772e+005 1.255523e+005 7.090020e-002 7.898939e-002
catch 21 1 2006 -9 6  2.027286e+004 2.426208e+004 -1.796318e-001 -2.001264e-001
catch 21 1 2006 -9 7  1.760048e+004 2.344808e+004 -2.868622e-001 -3.195911e-001
