Species.n Year Quarter Age N west consum size
2 1974 3 0 0 -1 0 -1
2 1974 3 1 1275 5 32.828 500
2 1974 4 0 0 -1 0 -1
2 1974 4 1 1098 5 32.148 500
2 1975 1 1 1019 5 32.456 500
2 1975 2 1 1308 5 32.258 500
2 1975 3 0 0 -1 0 -1
2 1975 3 1 1308 5 32.828 500
2 1975 4 0 0 -1 0 -1
2 1975 4 1 1098 5 32.148 500
2 1976 1 1 1019 5 32.456 500
2 1976 2 1 1341 5 32.258 500
2 1976 3 0 0 -1 0 -1
2 1976 3 1 1341 5 32.828 500
2 1976 4 0 0 -1 0 -1
2 1976 4 1 1098 5 32.148 500
2 1977 1 1 1019 5 32.456 500
2 1977 2 1 1375 5 32.258 500
2 1977 3 0 0 -1 0 -1
2 1977 3 1 1375 5 32.828 500
2 1977 4 0 0 -1 0 -1
2 1977 4 1 1099 5 32.148 500
2 1978 1 1 1019 5 32.456 500
2 1978 2 1 1408 5 32.258 500
2 1978 3 0 0 -1 0 -1
2 1978 3 1 1408 5 32.828 500
2 1978 4 0 0 -1 0 -1
2 1978 4 1 1099 5 32.148 500
2 1979 1 1 1019 5 32.456 500
2 1979 2 1 1441 5 32.258 500
2 1979 3 0 0 -1 0 -1
2 1979 3 1 1441 5 32.828 500
2 1979 4 0 0 -1 0 -1
2 1979 4 1 1099 5 32.148 500
2 1980 1 1 1019 5 32.456 500
2 1980 2 1 1474 5 32.258 500
2 1980 3 0 0 -1 0 -1
2 1980 3 1 1474 5 32.828 500
2 1980 4 0 0 -1 0 -1
2 1980 4 1 1099 5 32.148 500
2 1981 1 1 1019 5 32.456 500
2 1981 2 1 1508 5 32.258 500
2 1981 3 0 0 -1 0 -1
2 1981 3 1 1508 5 32.828 500
2 1981 4 0 0 -1 0 -1
2 1981 4 1 1100 5 32.148 500
2 1982 1 1 1019 5 32.456 500
2 1982 2 1 1541 5 32.258 500
2 1982 3 0 0 -1 0 -1
2 1982 3 1 1541 5 32.828 500
2 1982 4 0 0 -1 0 -1
2 1982 4 1 1100 5 32.148 500
2 1983 1 1 1018 5 32.456 500
2 1983 2 1 1574 5 32.258 500
2 1983 3 0 0 -1 0 -1
2 1983 3 1 1574 5 32.828 500
2 1983 4 0 0 -1 0 -1
2 1983 4 1 1100 5 32.148 500
2 1984 1 1 1018 5 32.456 500
2 1984 2 1 1607 5 32.258 500
2 1984 3 0 0 -1 0 -1
2 1984 3 1 1607 5 32.828 500
2 1984 4 0 0 -1 0 -1
2 1984 4 1 1100 5 32.148 500
2 1985 1 1 1018 5 32.456 500
2 1985 2 1 1640 5 32.258 500
2 1985 3 0 0 -1 0 -1
2 1985 3 1 1640 5 32.828 500
2 1985 4 0 0 -1 0 -1
2 1985 4 1 1100 5 32.148 500
2 1986 1 1 1018 5 32.456 500
2 1986 2 1 1673 5 32.258 500
2 1986 3 0 0 -1 0 -1
2 1986 3 1 1673 5 32.828 500
2 1986 4 0 0 -1 0 -1
2 1986 4 1 1100 5 32.148 500
2 1987 1 1 1018 5 32.456 500
2 1987 2 1 1707 5 32.258 500
2 1987 3 0 0 -1 0 -1
2 1987 3 1 1707 5 32.828 500
2 1987 4 0 0 -1 0 -1
2 1987 4 1 1100 5 32.148 500
2 1988 1 1 1018 5 32.456 500
2 1988 2 1 1740 5 32.258 500
2 1988 3 0 0 -1 0 -1
2 1988 3 1 1740 5 32.828 500
2 1988 4 0 0 -1 0 -1
2 1988 4 1 1100 5 32.148 500
2 1989 1 1 1018 5 32.456 500
2 1989 2 1 1773 5 32.258 500
2 1989 3 0 0 -1 0 -1
2 1989 3 1 1773 5 32.828 500
2 1989 4 0 0 -1 0 -1
2 1989 4 1 1101 5 32.148 500
2 1990 1 1 1018 5 32.456 500
2 1990 2 1 1807 5 32.258 500
2 1990 3 0 0 -1 0 -1
2 1990 3 1 1807 5 32.828 500
2 1990 4 0 0 -1 0 -1
2 1990 4 1 1101 5 32.148 500
2 1991 1 1 1018 5 32.456 500
2 1991 2 1 1840 5 32.258 500
2 1991 3 0 0 -1 0 -1
2 1991 3 1 1840 5 32.828 500
2 1991 4 0 0 -1 0 -1
2 1991 4 1 1101 5 32.148 500
2 1992 1 1 998 5 32.456 500
2 1992 2 1 1837 5 32.258 500
2 1992 3 0 0 -1 0 -1
2 1992 3 1 1837 5 32.828 500
2 1992 4 0 0 -1 0 -1
2 1992 4 1 1080 5 32.148 500
2 1993 1 1 1001 5 32.456 500
2 1993 2 1 1876 5 32.258 500
2 1993 3 0 0 -1 0 -1
2 1993 3 1 1876 5 32.828 500
2 1993 4 0 0 -1 0 -1
2 1993 4 1 1085 5 32.148 500
2 1994 1 1 1014 5 32.456 500
2 1994 2 1 1934 5 32.258 500
2 1994 3 0 0 -1 0 -1
2 1994 3 1 1934 5 32.828 500
2 1994 4 0 0 -1 0 -1
2 1994 4 1 1099 5 32.148 500
2 1995 1 1 1009 5 32.456 500
2 1995 2 1 1956 5 32.258 500
2 1995 3 0 0 -1 0 -1
2 1995 3 1 1956 5 32.828 500
2 1995 4 0 0 -1 0 -1
2 1995 4 1 1093 5 32.148 500
2 1996 1 1 1005 5 32.456 500
2 1996 2 1 1981 5 32.258 500
2 1996 3 0 0 -1 0 -1
2 1996 3 1 1981 5 32.828 500
2 1996 4 0 0 -1 0 -1
2 1996 4 1 1088 5 32.148 500
2 1997 1 1 981 5 32.456 500
2 1997 2 1 1967 5 32.258 500
2 1997 3 0 0 -1 0 -1
2 1997 3 1 1967 5 32.828 500
2 1997 4 0 0 -1 0 -1
2 1997 4 1 1064 5 32.148 500
2 1998 1 1 960 5 32.456 500
2 1998 2 1 1955 5 32.258 500
2 1998 3 0 0 -1 0 -1
2 1998 3 1 1955 5 32.828 500
2 1998 4 0 0 -1 0 -1
2 1998 4 1 1041 5 32.148 500
2 1999 1 1 966 5 32.456 500
2 1999 2 1 1999 5 32.258 500
2 1999 3 0 0 -1 0 -1
2 1999 3 1 1999 5 32.828 500
2 1999 4 0 0 -1 0 -1
2 1999 4 1 1048 5 32.148 500
2 2000 1 1 921 5 32.456 500
2 2000 2 1 1936 5 32.258 500
2 2000 3 0 0 -1 0 -1
2 2000 3 1 1936 5 32.828 500
2 2000 4 0 0 -1 0 -1
2 2000 4 1 998 5 32.148 500
2 2001 1 1 927 5 32.456 500
2 2001 2 1 1978 5 32.258 500
2 2001 3 0 0 -1 0 -1
2 2001 3 1 1978 5 32.828 500
2 2001 4 0 0 -1 0 -1
2 2001 4 1 1006 5 32.148 500
2 2002 1 1 844 5 32.456 500
2 2002 2 1 1830 5 32.258 500
2 2002 3 0 0 -1 0 -1
2 2002 3 1 1830 5 32.828 500
2 2002 4 0 0 -1 0 -1
2 2002 4 1 916 5 32.148 500
2 2003 1 1 821 5 32.456 500
2 2003 2 1 1809 5 32.258 500
2 2003 3 0 0 -1 0 -1
2 2003 3 1 1809 5 32.828 500
2 2003 4 0 0 -1 0 -1
2 2003 4 1 892 5 32.148 500
2 2004 1 1 757 5 32.456 500
2 2004 2 1 1641 5 32.258 500
2 2004 3 0 0 -1 0 -1
2 2004 3 1 1641 5 32.828 500
2 2004 4 0 0 -1 0 -1
2 2004 4 1 825 5 32.148 500
2 2005 1 1 775 5 32.456 500
2 2005 2 1 1650 5 32.258 500
2 2005 3 0 0 -1 0 -1
2 2005 3 1 1650 5 32.828 500
2 2005 4 0 0 -1 0 -1
2 2005 4 1 845 5 32.148 500
2 2006 1 1 790 5 32.456 500
2 2006 2 1 1657 5 32.258 500
2 2006 3 0 0 -1 0 -1
2 2006 3 1 1657 5 32.828 500
2 2006 4 0 0 -1 0 -1
2 2006 4 1 865 5 32.148 500
2 2007 1 1 764 5 32.456 500
2 2007 2 1 1578 5 32.258 500
2 2007 3 0 0 -1 0 -1
2 2007 3 1 1578 5 32.828 500
2 2007 4 0 0 -1 0 -1
2 2007 4 1 838 5 32.148 500
2 2008 1 1 776 5 32.456 500
2 2008 2 1 1575 5 32.258 500
2 2008 3 0 0 -1 0 -1
2 2008 3 1 1575 5 32.828 500
2 2008 4 0 0 -1 0 -1
2 2008 4 1 852 5 32.148 500
2 2009 1 1 779 5 32.456 500
2 2009 2 1 1559 5 32.258 500
2 2009 3 0 0 -1 0 -1
2 2009 3 1 1559 5 32.828 500
2 2009 4 0 0 -1 0 -1
2 2009 4 1 858 5 32.148 500
2 2010 1 1 793 5 32.456 500
2 2010 2 1 1562 5 32.258 500
2 2010 3 0 0 -1 0 -1
2 2010 3 1 1562 5 32.828 500
2 2010 4 0 0 -1 0 -1
2 2010 4 1 874 5 32.148 500
2 2011 1 1 795 5 32.456 500
2 2011 2 1 1565 5 32.258 500
2 2011 3 0 0 -1 0 -1
2 2011 3 1 1565 5 32.828 500
2 2011 4 0 0 -1 0 -1
2 2011 4 1 876 5 32.148 500
2 2012 1 1 800 5 32.456 500
2 2012 2 1 1576 5 32.258 500
2 2012 3 0 0 -1 0 -1
2 2012 3 1 1576 5 32.828 500
2 2012 4 0 0 -1 0 -1
2 2012 4 1 882 5 32.148 500
2 2013 1 1 808 5 32.456 500
2 2013 2 1 1591 5 32.258 500
2 2013 3 0 0 -1 0 -1
2 2013 3 1 1591 5 32.828 500
2 2013 4 0 0 -1 0 -1
2 2013 4 1 890 5 32.148 500
2 2014 1 1 843 5 32.456 500
2 2014 2 1 1660 5 32.258 500
2 2014 3 0 0 -1 0 -1
2 2014 3 1 1660 5 32.828 500
2 2014 4 0 0 -1 0 -1
2 2014 4 1 929 5 32.148 500
2 2015 1 1 889 5 32.456 500
2 2015 2 1 1751 5 32.258 500
2 2015 3 0 0 -1 0 -1
2 2015 3 1 1751 5 32.828 500
2 2015 4 0 0 -1 0 -1
2 2015 4 1 980 5 32.148 500
2 2016 1 1 885 5 32.456 500
2 2016 2 1 1742 5 32.258 500
2 2016 3 0 0 -1 0 -1
2 2016 3 1 1742 5 32.828 500
2 2016 4 0 0 -1 0 -1
2 2016 4 1 975 5 32.148 500
2 2017 1 1 930 5 32.456 500
2 2017 2 1 1831 5 32.258 500
2 2017 3 0 0 -1 0 -1
2 2017 3 1 1831 5 32.828 500
2 2017 4 0 0 -1 0 -1
2 2017 4 1 1024 5 32.148 500
2 2018 1 1 916 5 32.456 500
2 2018 2 1 1804 5 32.258 500
2 2018 3 0 0 -1 0 -1
2 2018 3 1 1804 5 32.828 500
2 2018 4 0 0 -1 0 -1
2 2018 4 1 1010 5 32.148 500
2 2019 1 1 973 5 32.456 500
2 2019 2 1 1917 5 32.258 500
2 2019 3 0 0 -1 0 -1
2 2019 3 1 1917 5 32.828 500
2 2019 4 0 0 -1 0 -1
2 2019 4 1 1073 5 32.148 500
2 2020 1 1 1011 5 32.456 500
2 2020 2 1 1992 5 32.258 500
2 2020 3 0 0 -1 0 -1
2 2020 3 1 1992 5 32.828 500
2 2020 4 0 0 -1 0 -1
2 2020 4 1 1115 5 32.148 500
2 2021 1 1 1011 5 32.456 500
2 2021 2 1 1992 5 32.258 500
2 2021 3 0 0 -1 0 -1
2 2021 3 1 1992 5 32.828 500
2 2021 4 0 0 -1 0 -1
2 2021 4 1 1115 5 32.148 500
2 2022 1 1 1011 5 32.456 500
2 2022 2 1 1992 5 32.258 500
2 2022 3 0 0 -1 0 -1
2 2022 3 1 1992 5 32.828 500
2 2022 4 0 0 -1 0 -1
2 2022 4 1 1115 5 32.148 500
3 1974 1 1 678 5 28.55 500
3 1974 2 1 520 5 33.688 500
3 1974 3 0 0 -1 0 -1
3 1974 3 1 272 5 36.829 500
3 1974 4 0 0 -1 0 -1
3 1974 4 1 957 5 62.3 500
3 1975 1 1 685 5 28.55 500
3 1975 2 1 525 5 33.688 500
3 1975 3 0 0 -1 0 -1
3 1975 3 1 275 5 36.829 500
3 1975 4 0 0 -1 0 -1
3 1975 4 1 966 5 62.3 500
3 1976 1 1 690 5 28.55 500
3 1976 2 1 529 5 33.688 500
3 1976 3 0 0 -1 0 -1
3 1976 3 1 277 5 36.829 500
3 1976 4 0 0 -1 0 -1
3 1976 4 1 974 5 62.3 500
3 1977 1 1 695 5 28.55 500
3 1977 2 1 533 5 33.688 500
3 1977 3 0 0 -1 0 -1
3 1977 3 1 279 5 36.829 500
3 1977 4 0 0 -1 0 -1
3 1977 4 1 980 5 62.3 500
3 1978 1 1 699 5 28.55 500
3 1978 2 1 536 5 33.688 500
3 1978 3 0 0 -1 0 -1
3 1978 3 1 280 5 36.829 500
3 1978 4 0 0 -1 0 -1
3 1978 4 1 986 5 62.3 500
3 1979 1 1 702 5 28.55 500
3 1979 2 1 539 5 33.688 500
3 1979 3 0 0 -1 0 -1
3 1979 3 1 282 5 36.829 500
3 1979 4 0 0 -1 0 -1
3 1979 4 1 991 5 62.3 500
3 1980 1 1 705 5 28.55 500
3 1980 2 1 541 5 33.688 500
3 1980 3 0 0 -1 0 -1
3 1980 3 1 283 5 36.829 500
3 1980 4 0 0 -1 0 -1
3 1980 4 1 995 5 62.3 500
3 1981 1 1 708 5 28.55 500
3 1981 2 1 542 5 33.688 500
3 1981 3 0 0 -1 0 -1
3 1981 3 1 285 5 36.829 500
3 1981 4 0 0 -1 0 -1
3 1981 4 1 999 5 62.3 500
3 1982 1 1 710 5 28.55 500
3 1982 2 1 545 5 33.688 500
3 1982 3 0 0 -1 0 -1
3 1982 3 1 285 5 36.829 500
3 1982 4 0 0 -1 0 -1
3 1982 4 1 1001 5 62.3 500
3 1983 1 1 711 5 28.55 500
3 1983 2 1 546 5 33.688 500
3 1983 3 0 0 -1 0 -1
3 1983 3 1 286 5 36.829 500
3 1983 4 0 0 -1 0 -1
3 1983 4 1 1005 5 62.3 500
3 1984 1 1 714 5 28.55 500
3 1984 2 1 547 5 33.688 500
3 1984 3 0 0 -1 0 -1
3 1984 3 1 287 5 36.829 500
3 1984 4 0 0 -1 0 -1
3 1984 4 1 1007 5 62.3 500
3 1985 1 1 715 5 28.55 500
3 1985 2 1 548 5 33.688 500
3 1985 3 0 0 -1 0 -1
3 1985 3 1 287 5 36.829 500
3 1985 4 0 0 -1 0 -1
3 1985 4 1 1008 5 62.3 500
3 1986 1 1 711 5 28.55 500
3 1986 2 1 547 5 33.688 500
3 1986 3 0 0 -1 0 -1
3 1986 3 1 287 5 36.829 500
3 1986 4 0 0 -1 0 -1
3 1986 4 1 1005 5 62.3 500
3 1987 1 1 707 5 28.55 500
3 1987 2 1 543 5 33.688 500
3 1987 3 0 0 -1 0 -1
3 1987 3 1 287 5 36.829 500
3 1987 4 0 0 -1 0 -1
3 1987 4 1 1000 5 62.3 500
3 1988 1 1 701 5 28.55 500
3 1988 2 1 541 5 33.688 500
3 1988 3 0 0 -1 0 -1
3 1988 3 1 287 5 36.829 500
3 1988 4 0 0 -1 0 -1
3 1988 4 1 995 5 62.3 500
3 1989 1 1 694 5 28.55 500
3 1989 2 1 537 5 33.688 500
3 1989 3 0 0 -1 0 -1
3 1989 3 1 287 5 36.829 500
3 1989 4 0 0 -1 0 -1
3 1989 4 1 987 5 62.3 500
3 1990 1 1 681 5 28.55 500
3 1990 2 1 531 5 33.688 500
3 1990 3 0 0 -1 0 -1
3 1990 3 1 287 5 36.829 500
3 1990 4 0 0 -1 0 -1
3 1990 4 1 977 5 62.3 500
3 1991 1 1 666 5 28.55 500
3 1991 2 1 525 5 33.688 500
3 1991 3 0 0 -1 0 -1
3 1991 3 1 287 5 36.829 500
3 1991 4 0 0 -1 0 -1
3 1991 4 1 964 5 62.3 500
3 1992 1 1 668 5 28.55 500
3 1992 2 1 534 5 33.688 500
3 1992 3 0 0 -1 0 -1
3 1992 3 1 297 5 36.829 500
3 1992 4 0 0 -1 0 -1
3 1992 4 1 980 5 62.3 500
3 1993 1 1 663 5 28.55 500
3 1993 2 1 542 5 33.688 500
3 1993 3 0 0 -1 0 -1
3 1993 3 1 309 5 36.829 500
3 1993 4 0 0 -1 0 -1
3 1993 4 1 995 5 62.3 500
3 1994 1 1 644 5 28.55 500
3 1994 2 1 544 5 33.688 500
3 1994 3 0 0 -1 0 -1
3 1994 3 1 319 5 36.829 500
3 1994 4 0 0 -1 0 -1
3 1994 4 1 995 5 62.3 500
3 1995 1 1 583 5 28.55 500
3 1995 2 1 516 5 33.688 500
3 1995 3 0 0 -1 0 -1
3 1995 3 1 315 5 36.829 500
3 1995 4 0 0 -1 0 -1
3 1995 4 1 941 5 62.3 500
3 1996 1 1 516 5 28.55 500
3 1996 2 1 489 5 33.688 500
3 1996 3 0 0 -1 0 -1
3 1996 3 1 313 5 36.829 500
3 1996 4 0 0 -1 0 -1
