data Species.n Quarter Year fleet Age observed model residual stand.residual s2
catch 21 1 1974 -9 1  2.794670e+05 1.860138e+05 4.070632e-01 4.729144e-01 7.408984e-01
catch 21 1 1974 -9 2  1.449188e+05 1.449710e+05 -3.602334e-04 -4.185089e-04 7.408984e-01
catch 21 1 1974 -9 3  2.910000e+04 8.204762e+04 -1.036562e+00 -1.204248e+00 7.408984e-01
catch 21 1 1974 -9 4  1.738620e+04 1.983681e+04 -1.318623e-01 -1.531938e-01 7.408984e-01
catch 21 1 1974 -9 5  5.490210e+03 6.848766e+03 -2.211020e-01 -2.568700e-01 7.408984e-01
catch 21 1 1974 -9 6  4.500000e+03 2.626765e+03 5.383243e-01 6.254097e-01 7.408984e-01
catch 21 1 1974 -9 7  8.823500e+02 9.470076e+02 -7.071827e-02 -8.215846e-02 7.408984e-01
catch 21 1 1974 -9 8  6.526300e+02 1.186009e+03 -5.973388e-01 -6.661794e-01 8.040057e-01
catch 21 1 1975 -9 1  1.614200e+06 3.955934e+05 1.406208e+00 1.633692e+00 7.408984e-01
catch 21 1 1975 -9 2  1.308000e+05 1.399472e+05 -6.759576e-02 -7.853082e-02 7.408984e-01
catch 21 1 1975 -9 3  1.919261e+04 7.158572e+04 -1.316370e+00 -1.529321e+00 7.408984e-01
catch 21 1 1975 -9 4  7.500000e+03 3.519108e+04 -1.545890e+00 -1.795970e+00 7.408984e-01
catch 21 1 1975 -9 5  7.900000e+03 1.209913e+04 -4.262711e-01 -4.952296e-01 7.408984e-01
catch 21 1 1975 -9 6  2.683330e+03 4.080637e+03 -4.191945e-01 -4.870081e-01 7.408984e-01
catch 21 1 1975 -9 7  1.800000e+03 1.578235e+03 1.314798e-01 1.527495e-01 7.408984e-01
catch 21 1 1975 -9 8  8.228600e+02 1.289379e+03 -4.491302e-01 -5.008904e-01 8.040057e-01
catch 21 1 1976 -9 1  1.500000e+04 7.113225e+04 -1.556491e+00 -1.808286e+00 7.408984e-01
catch 21 1 1976 -9 2  1.661000e+05 7.810174e+04 7.545777e-01 8.766468e-01 7.408984e-01
catch 21 1 1976 -9 3  2.098211e+04 1.585235e+04 2.803521e-01 3.257051e-01 7.408984e-01
catch 21 1 1976 -9 4  8.783110e+03 7.146186e+03 2.062518e-01 2.396174e-01 7.408984e-01
catch 21 1 1976 -9 5  3.300000e+03 5.370517e+03 -4.870017e-01 -5.657846e-01 7.408984e-01
catch 21 1 1976 -9 6  1.000000e+02 1.802613e+03 -2.891822e+00 -3.359637e+00 7.408984e-01
catch 21 1 1976 -9 7  1.000000e+02 6.163608e+02 -1.818662e+00 -2.112870e+00 7.408984e-01
catch 21 1 1976 -9 8  1.272700e+02 4.373347e+02 -1.234388e+00 -1.376645e+00 8.040057e-01
catch 21 1 1977 -9 1  6.225686e+04 1.391836e+04 1.498060e+00 1.740403e+00 7.408984e-01
catch 21 1 1977 -9 2  1.814058e+04 8.446677e+03 7.643783e-01 8.880328e-01 7.408984e-01
catch 21 1 1977 -9 3  1.773000e+05 6.093518e+03 3.370618e+00 3.915887e+00 7.408984e-01
catch 21 1 1977 -9 4  9.400000e+03 1.106686e+03 2.139339e+00 2.485423e+00 7.408984e-01
catch 21 1 1977 -9 5  4.929580e+03 7.037064e+02 1.946648e+00 2.261560e+00 7.408984e-01
catch 21 1 1977 -9 6  2.767500e+03 5.162719e+02 1.679066e+00 1.950691e+00 7.408984e-01
catch 21 1 1977 -9 7  1.500000e+03 1.788574e+02 2.126632e+00 2.470660e+00 7.408984e-01
catch 21 1 1977 -9 8  4.000000e+02 1.061436e+02 1.326672e+00 1.479565e+00 8.040057e-01
catch 21 1 1978 -9 1  -99.9 -99.9 -99.9  -99.9 -99.9
catch 21 1 1978 -9 2  -99.9 -99.9 -99.9  -99.9 -99.9
catch 21 1 1978 -9 3  -99.9 -99.9 -99.9  -99.9 -99.9
catch 21 1 1978 -9 4  -99.9 -99.9 -99.9  -99.9 -99.9
catch 21 1 1978 -9 5  -99.9 -99.9 -99.9  -99.9 -99.9
catch 21 1 1978 -9 6  -99.9 -99.9 -99.9  -99.9 -99.9
catch 21 1 1978 -9 7  -99.9 -99.9 -99.9  -99.9 -99.9
catch 21 1 1978 -9 8  -99.9 -99.9 -99.9  -99.9 -99.9
catch 21 1 1979 -9 1  -99.9 -99.9 -99.9  -99.9 -99.9
catch 21 1 1979 -9 2  -99.9 -99.9 -99.9  -99.9 -99.9
catch 21 1 1979 -9 3  -99.9 -99.9 -99.9  -99.9 -99.9
catch 21 1 1979 -9 4  -99.9 -99.9 -99.9  -99.9 -99.9
catch 21 1 1979 -9 5  -99.9 -99.9 -99.9  -99.9 -99.9
catch 21 1 1979 -9 6  -99.9 -99.9 -99.9  -99.9 -99.9
catch 21 1 1979 -9 7  -99.9 -99.9 -99.9  -99.9 -99.9
catch 21 1 1979 -9 8  -99.9 -99.9 -99.9  -99.9 -99.9
catch 21 1 1980 -9 1  9.746222e+04 3.007145e+04 1.175889e+00 1.366114e+00 7.408984e-01
catch 21 1 1980 -9 2  6.700000e+03 7.745536e+03 -1.450091e-01 -1.684675e-01 7.408984e-01
catch 21 1 1980 -9 3  1.410000e+04 5.655932e+03 9.134699e-01 1.061243e+00 7.408984e-01
catch 21 1 1980 -9 4  3.912150e+03 2.790688e+03 3.377988e-01 3.924449e-01 7.408984e-01
catch 21 1 1980 -9 5  3.700000e+03 1.452879e+03 9.347858e-01 1.086007e+00 7.408984e-01
catch 21 1 1980 -9 6  1.045500e+02 1.131968e+03 -2.382048e+00 -2.767395e+00 7.408984e-01
catch 21 1 1980 -9 7  -99.9 -99.9 -99.9  -99.9 -99.9
catch 21 1 1980 -9 8  -99.9 -99.9 -99.9  -99.9 -99.9
catch 21 1 1981 -9 1  1.155122e+05 1.207546e+05 -4.438390e-02 -5.156395e-02 7.408984e-01
catch 21 1 1981 -9 2  1.377902e+04 3.615632e+04 -9.647047e-01 -1.120766e+00 7.408984e-01
catch 21 1 1981 -9 3  9.015800e+02 7.543201e+03 -2.124253e+00 -2.467897e+00 7.408984e-01
catch 21 1 1981 -9 4  3.007600e+02 4.866395e+03 -2.783796e+00 -3.234135e+00 7.408984e-01
catch 21 1 1981 -9 5  1.993000e+02 3.022253e+03 -2.718947e+00 -3.158794e+00 7.408984e-01
catch 21 1 1981 -9 6  7.031000e+02 1.581952e+03 -8.109159e-01 -9.420989e-01 7.408984e-01
catch 21 1 1981 -9 7  -99.9 -99.9 -99.9  -99.9 -99.9
catch 21 1 1981 -9 8  -99.9 -99.9 -99.9  -99.9 -99.9
catch 21 1 1982 -9 1  7.877501e+04 1.368517e+05 -5.523022e-01 -6.416489e-01 7.408984e-01
catch 21 1 1982 -9 2  9.682534e+04 6.782749e+04 3.559411e-01 4.135222e-01 7.408984e-01
catch 21 1 1982 -9 3  1.005000e+05 1.732474e+04 1.758022e+00 2.042420e+00 7.408984e-01
catch 21 1 1982 -9 4  1.010000e+04 3.140602e+03 1.168121e+00 1.357090e+00 7.408984e-01
catch 21 1 1982 -9 5  5.500000e+03 2.578991e+03 7.573500e-01 8.798676e-01 7.408984e-01
catch 21 1 1982 -9 6  2.200000e+03 1.588745e+03 3.255129e-01 3.781715e-01 7.408984e-01
catch 21 1 1982 -9 7  2.000000e+03 8.889411e+02 8.108715e-01 9.420473e-01 7.408984e-01
catch 21 1 1982 -9 8  2.350000e+03 1.134758e+03 7.279963e-01 8.118946e-01 8.040057e-01
catch 21 1 1983 -9 1  1.071943e+05 2.736679e+05 -9.372723e-01 -1.088896e+00 7.408984e-01
catch 21 1 1983 -9 2  8.288924e+04 1.339855e+05 -4.802266e-01 -5.579135e-01 7.408984e-01
catch 21 1 1983 -9 3  2.200000e+04 6.234086e+04 -1.041575e+00 -1.210072e+00 7.408984e-01
catch 21 1 1983 -9 4  1.758327e+04 1.949145e+04 -1.030278e-01 -1.196948e-01 7.408984e-01
catch 21 1 1983 -9 5  2.800000e+03 4.090716e+03 -3.791007e-01 -4.404283e-01 7.408984e-01
catch 21 1 1983 -9 6  1.200000e+03 3.320823e+03 -1.017891e+00 -1.182557e+00 7.408984e-01
catch 21 1 1983 -9 7  4.000000e+02 2.129900e+03 -1.672366e+00 -1.942907e+00 7.408984e-01
catch 21 1 1983 -9 8  4.052600e+02 2.748142e+03 -1.914152e+00 -2.134749e+00 8.040057e-01
catch 21 1 1984 -9 1  3.632911e+05 3.984793e+05 -9.245102e-02 -1.074069e-01 7.408984e-01
catch 21 1 1984 -9 2  1.547840e+05 3.108166e+05 -6.971727e-01 -8.099553e-01 7.408984e-01
catch 21 1 1984 -9 3  8.532756e+04 1.296451e+05 -4.183029e-01 -4.859724e-01 7.408984e-01
catch 21 1 1984 -9 4  3.546651e+04 6.036989e+04 -5.319015e-01 -6.179480e-01 7.408984e-01
catch 21 1 1984 -9 5  1.461261e+04 1.469206e+04 -5.422631e-03 -6.299857e-03 7.408984e-01
catch 21 1 1984 -9 6  3.749310e+03 3.425949e+03 9.019342e-02 1.047841e-01 7.408984e-01
catch 21 1 1984 -9 7  2.186780e+03 2.873466e+03 -2.730889e-01 -3.172668e-01 7.408984e-01
catch 21 1 1984 -9 8  6.164140e+03 4.305448e+03 3.588675e-01 4.002253e-01 8.040057e-01
catch 21 1 1985 -9 1  1.785225e+06 4.122167e+05 1.465750e+00 1.702867e+00 7.408984e-01
catch 21 1 1985 -9 2  9.032850e+04 3.084841e+05 -1.228217e+00 -1.426908e+00 7.408984e-01
catch 21 1 1985 -9 3  2.425462e+05 1.975218e+05 2.053429e-01 2.385615e-01 7.408984e-01
catch 21 1 1985 -9 4  9.421589e+04 8.141346e+04 1.460483e-01 1.696747e-01 7.408984e-01
catch 21 1 1985 -9 5  3.504073e+04 2.937085e+04 1.765083e-01 2.050623e-01 7.408984e-01
catch 21 1 1985 -9 6  9.020690e+03 8.015803e+03 1.181059e-01 1.372120e-01 7.408984e-01
catch 21 1 1985 -9 7  7.070000e+03 1.894657e+03 1.316823e+00 1.529847e+00 7.408984e-01
catch 21 1 1985 -9 8  9.954550e+03 4.049722e+03 8.993814e-01 1.003031e+00 8.040057e-01
catch 21 1 1986 -9 1  6.859143e+05 5.237695e+05 2.697010e-01 3.133309e-01 7.408984e-01
catch 21 1 1986 -9 2  2.821102e+05 2.181803e+05 2.569762e-01 2.985476e-01 7.408984e-01
catch 21 1 1986 -9 3  2.730491e+05 1.347943e+05 7.059014e-01 8.200960e-01 7.408984e-01
catch 21 1 1986 -9 4  1.647881e+05 8.684278e+04 6.405611e-01 7.441855e-01 7.408984e-01
catch 21 1 1986 -9 5  4.759672e+04 2.725358e+04 5.575789e-01 6.477792e-01 7.408984e-01
catch 21 1 1986 -9 6  2.728328e+04 1.106486e+04 9.025002e-01 1.048499e+00 7.408984e-01
catch 21 1 1986 -9 7  7.371920e+03 3.098053e+03 8.669044e-01 1.007145e+00 7.408984e-01
catch 21 1 1986 -9 8  1.535704e+04 2.338497e+03 1.882065e+00 2.098965e+00 8.040057e-01
catch 21 1 1987 -9 1  3.267737e+06 5.281110e+05 1.822547e+00 2.117382e+00 7.408984e-01
catch 21 1 1987 -9 2  4.321266e+05 3.127770e+05 3.232282e-01 3.755173e-01 7.408984e-01
catch 21 1 1987 -9 3  2.111971e+05 1.082934e+05 6.679473e-01 7.760021e-01 7.408984e-01
catch 21 1 1987 -9 4  1.564436e+05 6.936765e+04 8.132748e-01 9.448394e-01 7.408984e-01
catch 21 1 1987 -9 5  7.762105e+04 3.477812e+04 8.028502e-01 9.327284e-01 7.408984e-01
catch 21 1 1987 -9 6  1.571071e+04 1.228858e+04 2.456722e-01 2.854150e-01 7.408984e-01
catch 21 1 1987 -9 7  4.580750e+03 5.034938e+03 -9.453854e-02 -1.098322e-01 7.408984e-01
catch 21 1 1987 -9 8  4.657500e+03 2.498786e+03 6.226736e-01 6.944339e-01 8.040057e-01
catch 21 1 1988 -9 1  6.069969e+05 3.726875e+05 4.877834e-01 5.666928e-01 7.408984e-01
catch 21 1 1988 -9 2  2.523696e+05 3.586127e+05 -3.513485e-01 -4.081866e-01 7.408984e-01
catch 21 1 1988 -9 3  2.420710e+05 1.767698e+05 3.143825e-01 3.652406e-01 7.408984e-01
catch 21 1 1988 -9 4  1.365549e+05 5.992324e+04 8.236623e-01 9.569073e-01 7.408984e-01
catch 21 1 1988 -9 5  1.097686e+05 3.084262e+04 1.269477e+00 1.474842e+00 7.408984e-01
catch 21 1 1988 -9 6  5.064419e+04 1.728392e+04 1.075048e+00 1.248960e+00 7.408984e-01
catch 21 1 1988 -9 7  1.700000e+04 6.157156e+03 1.015598e+00 1.179893e+00 7.408984e-01
catch 21 1 1988 -9 8  7.933330e+03 3.885474e+03 7.138279e-01 7.960932e-01 8.040057e-01
catch 21 1 1989 -9 1  7.866820e+04 2.081710e+05 -9.731207e-01 -1.130544e+00 7.408984e-01
catch 21 1 1989 -9 2  4.016461e+05 2.227656e+05 5.894513e-01 6.848076e-01 7.408984e-01
catch 21 1 1989 -9 3  2.610106e+05 1.863573e+05 3.368951e-01 3.913951e-01 7.408984e-01
catch 21 1 1989 -9 4  1.461060e+05 8.972396e+04 4.875943e-01 5.664731e-01 7.408984e-01
catch 21 1 1989 -9 5  3.559093e+04 2.430762e+04 3.813010e-01 4.429846e-01 7.408984e-01
catch 21 1 1989 -9 6  1.795799e+04 1.390962e+04 2.554541e-01 2.967793e-01 7.408984e-01
catch 21 1 1989 -9 7  1.058360e+04 7.860618e+03 2.974404e-01 3.455578e-01 7.408984e-01
catch 21 1 1989 -9 8  2.847120e+03 4.642434e+03 -4.889308e-01 -5.452778e-01 8.040057e-01
catch 21 1 1990 -9 1  6.095600e+05 1.645036e+05 1.309805e+00 1.521694e+00 7.408984e-01
catch 21 1 1990 -9 2  1.346675e+05 1.492159e+05 -1.025851e-01 -1.191804e-01 7.408984e-01
catch 21 1 1990 -9 3  1.173804e+05 1.391973e+05 -1.704720e-01 -1.980494e-01 7.408984e-01
catch 21 1 1990 -9 4  1.400190e+05 1.150555e+05 1.963637e-01 2.281297e-01 7.408984e-01
catch 21 1 1990 -9 5  7.329409e+04 4.298125e+04 5.337160e-01 6.200560e-01 7.408984e-01
catch 21 1 1990 -9 6  9.411740e+03 1.298716e+04 -3.220030e-01 -3.740939e-01 7.408984e-01
catch 21 1 1990 -9 7  7.500000e+03 7.602313e+03 -1.354950e-02 -1.574142e-02 7.408984e-01
catch 21 1 1990 -9 8  5.855090e+03 6.929527e+03 -1.684802e-01 -1.878967e-01 8.040057e-01
catch 21 1 1991 -9 1  4.211110e+04 2.010875e+05 -1.563429e+00 -1.816347e+00 7.408984e-01
catch 21 1 1991 -9 2  1.618495e+05 1.385182e+05 1.556654e-01 1.808476e-01 7.408984e-01
catch 21 1 1991 -9 3  9.112379e+04 1.119201e+05 -2.055665e-01 -2.388213e-01 7.408984e-01
catch 21 1 1991 -9 4  1.140000e+05 1.030754e+05 1.007375e-01 1.170340e-01 7.408984e-01
catch 21 1 1991 -9 5  9.843369e+04 6.630711e+04 3.950860e-01 4.589996e-01 7.408984e-01
catch 21 1 1991 -9 6  3.087141e+04 2.813513e+04 9.281152e-02 1.078258e-01 7.408984e-01
catch 21 1 1991 -9 7  9.521130e+03 8.615787e+03 9.991731e-02 1.160811e-01 7.408984e-01
catch 21 1 1991 -9 8  5.867200e+03 9.713055e+03 -5.040933e-01 -5.621878e-01 8.040057e-01
catch 21 1 1992 -9 1  4.438676e+04 2.565806e+05 -1.754502e+00 -2.038330e+00 7.408984e-01
catch 21 1 1992 -9 2  3.768576e+05 1.951985e+05 6.578506e-01 7.642720e-01 7.408984e-01
catch 21 1 1992 -9 3  7.387294e+04 1.213271e+05 -4.961435e-01 -5.764054e-01 7.408984e-01
catch 21 1 1992 -9 4  6.732870e+04 9.646920e+04 -3.596372e-01 -4.178162e-01 7.408984e-01
catch 21 1 1992 -9 5  7.305007e+04 7.004149e+04 4.205739e-02 4.886107e-02 7.408984e-01
catch 21 1 1992 -9 6  6.425149e+04 5.044627e+04 2.418961e-01 2.810280e-01 7.408984e-01
catch 21 1 1992 -9 7  1.485031e+04 2.155490e+04 -3.725826e-01 -4.328558e-01 7.408984e-01
catch 21 1 1992 -9 8  8.123340e+03 1.423683e+04 -5.610908e-01 -6.257539e-01 8.040057e-01
catch 21 1 1993 -9 1  2.379829e+06 5.128649e+05 1.534771e+00 1.783053e+00 7.408984e-01
catch 21 1 1993 -9 2  3.092351e+05 2.267437e+05 3.102816e-01 3.604763e-01 7.408984e-01
catch 21 1 1993 -9 3  7.813700e+04 1.421230e+05 -5.982291e-01 -6.950054e-01 7.408984e-01
catch 21 1 1993 -9 4  4.151846e+04 8.658339e+04 -7.349698e-01 -8.538669e-01 7.408984e-01
catch 21 1 1993 -9 5  2.702479e+04 5.199774e+04 -6.544458e-01 -7.603164e-01 7.408984e-01
catch 21 1 1993 -9 6  1.757105e+04 4.220947e+04 -8.763919e-01 -1.018167e+00 7.408984e-01
catch 21 1 1993 -9 7  2.012480e+04 3.145001e+04 -4.464464e-01 -5.186686e-01 7.408984e-01
catch 21 1 1993 -9 8  1.353146e+04 2.274091e+04 -5.191481e-01 -5.789775e-01 8.040057e-01
catch 21 1 1994 -9 1  3.867603e+05 4.626311e+05 -1.791249e-01 -2.081022e-01 7.408984e-01
catch 21 1 1994 -9 2  1.842260e+05 2.832304e+05 -4.300974e-01 -4.996749e-01 7.408984e-01
catch 21 1 1994 -9 3  4.250879e+04 9.893264e+04 -8.447284e-01 -9.813812e-01 7.408984e-01
catch 21 1 1994 -9 4  5.404204e+04 5.930806e+04 -9.298295e-02 -1.080249e-01 7.408984e-01
catch 21 1 1994 -9 5  8.685640e+03 2.669521e+04 -1.122813e+00 -1.304452e+00 7.408984e-01
catch 21 1 1994 -9 6  9.035810e+03 1.854547e+04 -7.190300e-01 -8.353485e-01 7.408984e-01
catch 21 1 1994 -9 7  1.192487e+04 1.554378e+04 -2.650341e-01 -3.079091e-01 7.408984e-01
catch 21 1 1994 -9 8  1.526705e+04 2.024784e+04 -2.823511e-01 -3.148907e-01 8.040057e-01
catch 21 1 1995 -9 1  1.829948e+05 4.000993e+05 -7.822548e-01 -9.088013e-01 7.408984e-01
catch 21 1 1995 -9 2  8.386882e+04 3.034769e+05 -1.286051e+00 -1.494098e+00 7.408984e-01
catch 21 1 1995 -9 3  1.405304e+05 1.485192e+05 -5.529022e-02 -6.423460e-02 7.408984e-01
catch 21 1 1995 -9 4  2.567069e+04 5.049529e+04 -6.765302e-01 -7.859734e-01 7.408984e-01
catch 21 1 1995 -9 5  1.325928e+04 2.253412e+04 -5.303329e-01 -6.161256e-01 7.408984e-01
catch 21 1 1995 -9 6  3.079220e+03 1.191297e+04 -1.352951e+00 -1.571820e+00 7.408984e-01
catch 21 1 1995 -9 7  2.435820e+03 8.456455e+03 -1.244647e+00 -1.445995e+00 7.408984e-01
catch 21 1 1995 -9 8  4.977000e+03 1.650929e+04 -1.199096e+00 -1.337286e+00 8.040057e-01
catch 21 1 1996 -9 1  1.139712e+06 1.503708e+05 2.025426e+00 2.353082e+00 7.408984e-01
catch 21 1 1996 -9 2  7.087485e+04 1.003433e+05 -3.476815e-01 -4.039264e-01 7.408984e-01
catch 21 1 1996 -9 3  1.223163e+05 5.959182e+04 7.190917e-01 8.354202e-01 7.408984e-01
catch 21 1 1996 -9 4  3.389564e+04 2.813527e+04 1.862623e-01 2.163942e-01 7.408984e-01
catch 21 1 1996 -9 5  1.294719e+04 7.085448e+03 6.028356e-01 7.003572e-01 7.408984e-01
catch 21 1 1996 -9 6  7.290410e+03 3.574944e+03 7.126103e-01 8.278903e-01 7.408984e-01
catch 21 1 1996 -9 7  1.585730e+03 2.022261e+03 -2.431712e-01 -2.825094e-01 7.408984e-01
catch 21 1 1996 -9 8  2.141070e+03 4.397490e+03 -7.197283e-01 -8.026737e-01 8.040057e-01
catch 21 1 1997 -9 1  3.145139e+04 1.996964e+05 -1.848355e+00 -2.147366e+00 7.408984e-01
catch 21 1 1997 -9 2  3.804771e+04 1.036213e+05 -1.001902e+00 -1.163981e+00 7.408984e-01
catch 21 1 1997 -9 3  5.817377e+04 6.182653e+04 -6.089800e-02 -7.074956e-02 7.408984e-01
catch 21 1 1997 -9 4  5.932959e+04 3.691355e+04 4.745295e-01 5.512948e-01 7.408984e-01
catch 21 1 1997 -9 5  1.361658e+04 1.372149e+04 -7.674826e-03 -8.916393e-03 7.408984e-01
catch 21 1 1997 -9 6  4.620030e+03 3.780327e+03 2.005908e-01 2.330406e-01 7.408984e-01
catch 21 1 1997 -9 7  1.302610e+03 2.079378e+03 -4.676987e-01 -5.433590e-01 7.408984e-01
catch 21 1 1997 -9 8  6.914590e+03 3.819268e+03 5.935750e-01 6.619818e-01 8.040057e-01
catch 21 1 1998 -9 1  6.193272e+05 3.889741e+04 2.767706e+00 3.215442e+00 7.408984e-01
catch 21 1 1998 -9 2  6.054828e+04 8.894072e+04 -3.845290e-01 -4.467348e-01 7.408984e-01
catch 21 1 1998 -9 3  5.148177e+04 5.491039e+04 -6.447485e-02 -7.490503e-02 7.408984e-01
catch 21 1 1998 -9 4  2.259972e+04 3.888233e+04 -5.426024e-01 -6.303799e-01 7.408984e-01
catch 21 1 1998 -9 5  1.393671e+04 2.966245e+04 -7.553556e-01 -8.775506e-01 7.408984e-01
catch 21 1 1998 -9 6  2.301640e+04 1.202248e+04 6.494286e-01 7.544876e-01 7.408984e-01
catch 21 1 1998 -9 7  3.808000e+03 3.381921e+03 1.186603e-01 1.378561e-01 7.408984e-01
catch 21 1 1998 -9 8  8.220000e+03 5.401723e+03 4.198521e-01 4.682382e-01 8.040057e-01
catch 21 1 1999 -9 1  6.790744e+04 2.469540e+04 1.011529e+00 1.175165e+00 7.408984e-01
catch 21 1 1999 -9 2  2.892236e+04 4.003639e+04 -3.251738e-01 -3.777776e-01 7.408984e-01
catch 21 1 1999 -9 3  7.054664e+04 6.344353e+04 1.061239e-01 1.232917e-01 7.408984e-01
catch 21 1 1999 -9 4  4.395513e+04 3.072065e+04 3.582342e-01 4.161862e-01 7.408984e-01
catch 21 1 1999 -9 5  1.788087e+04 2.243493e+04 -2.268876e-01 -2.635916e-01 7.408984e-01
catch 21 1 1999 -9 6  1.081188e+04 1.024803e+04 5.355963e-02 6.222405e-02 7.408984e-01
catch 21 1 1999 -9 7  3.984330e+03 4.203720e+03 -5.360068e-02 -6.227174e-02 7.408984e-01
catch 21 1 1999 -9 8  7.192900e+02 3.080665e+03 -1.454636e+00 -1.622276e+00 8.040057e-01
catch 21 1 2000 -9 1  1.061008e+05 8.192152e+04 2.586279e-01 3.004665e-01 7.408984e-01
catch 21 1 2000 -9 2  2.629483e+04 3.701885e+04 -3.420548e-01 -3.973895e-01 7.408984e-01
catch 21 1 2000 -9 3  2.032716e+04 4.308611e+04 -7.512427e-01 -8.727722e-01 7.408984e-01
catch 21 1 2000 -9 4  5.208538e+04 5.444248e+04 -4.426042e-02 -5.142049e-02 7.408984e-01
catch 21 1 2000 -9 5  1.791962e+04 2.731119e+04 -4.214001e-01 -4.895706e-01 7.408984e-01
catch 21 1 2000 -9 6  4.221930e+03 1.252916e+04 -1.087766e+00 -1.263736e+00 7.408984e-01
catch 21 1 2000 -9 7  1.321690e+03 5.768445e+03 -1.473491e+00 -1.711860e+00 7.408984e-01
catch 21 1 2000 -9 8  5.445300e+02 4.103913e+03 -2.019773e+00 -2.252543e+00 8.040057e-01
catch 21 1 2001 -9 1  2.341106e+05 3.854212e+04 1.804042e+00 2.095884e+00 7.408984e-01
catch 21 1 2001 -9 2  1.276331e+05 9.522847e+04 2.928808e-01 3.402606e-01 7.408984e-01
catch 21 1 2001 -9 3  5.162497e+04 3.061644e+04 5.224684e-01 6.069888e-01 7.408984e-01
catch 21 1 2001 -9 4  3.994379e+04 2.849323e+04 3.378069e-01 3.924543e-01 7.408984e-01
catch 21 1 2001 -9 5  5.320504e+04 3.569457e+04 3.991545e-01 4.637263e-01 7.408984e-01
catch 21 1 2001 -9 6  1.637728e+04 1.111246e+04 3.878276e-01 4.505670e-01 7.408984e-01
catch 21 1 2001 -9 7  4.840820e+03 5.225178e+03 -7.640472e-02 -8.876481e-02 7.408984e-01
catch 21 1 2001 -9 8  1.551830e+03 4.109441e+03 -9.738522e-01 -1.086084e+00 8.040057e-01
catch 21 1 2002 -9 1  1.978819e+05 1.029798e+05 6.531373e-01 7.587962e-01 7.408984e-01
catch 21 1 2002 -9 2  1.780519e+05 4.978805e+04 1.274300e+00 1.480446e+00 7.408984e-01
catch 21 1 2002 -9 3  1.045881e+05 9.296646e+04 1.177912e-01 1.368465e-01 7.408984e-01
catch 21 1 2002 -9 4  2.765643e+04 2.426147e+04 1.309686e-01 1.521556e-01 7.408984e-01
catch 21 1 2002 -9 5  1.216089e+04 2.285739e+04 -6.310496e-01 -7.331354e-01 7.408984e-01
catch 21 1 2002 -9 6  2.219940e+04 1.882929e+04 1.646516e-01 1.912875e-01 7.408984e-01
catch 21 1 2002 -9 7  5.778970e+03 6.040029e+03 -4.418335e-02 -5.133096e-02 7.408984e-01
catch 21 1 2002 -9 8  3.597690e+03 5.120562e+03 -3.529722e-01 -3.936506e-01 8.040057e-01
catch 21 1 2003 -9 1  2.490085e+05 3.943264e+04 1.842893e+00 2.141021e+00 7.408984e-01
catch 21 1 2003 -9 2  9.272733e+04 1.589350e+05 -5.388320e-01 -6.259996e-01 7.408984e-01
catch 21 1 2003 -9 3  5.601047e+04 5.653153e+04 -9.259941e-03 -1.075793e-02 7.408984e-01
catch 21 1 2003 -9 4  1.247518e+05 8.583451e+04 3.739054e-01 4.343926e-01 7.408984e-01
catch 21 1 2003 -9 5  3.551631e+04 2.340895e+04 4.168738e-01 4.843120e-01 7.408984e-01
catch 21 1 2003 -9 6  1.653805e+04 1.430774e+04 1.448630e-01 1.682976e-01 7.408984e-01
catch 21 1 2003 -9 7  2.054850e+04 1.186738e+04 5.489944e-01 6.378060e-01 7.408984e-01
catch 21 1 2003 -9 8  9.947400e+03 7.271425e+03 3.133590e-01 3.494722e-01 8.040057e-01
catch 21 1 2004 -9 1  1.219693e+04 2.551781e+04 -7.381922e-01 -8.576106e-01 7.408984e-01
catch 21 1 2004 -9 2  1.270870e+05 5.607621e+04 8.181605e-01 9.505154e-01 7.408984e-01
catch 21 1 2004 -9 3  1.657475e+05 1.762007e+05 -6.115816e-02 -7.105180e-02 7.408984e-01
catch 21 1 2004 -9 4  8.191440e+04 5.093813e+04 4.750631e-01 5.519147e-01 7.408984e-01
catch 21 1 2004 -9 5  1.046558e+05 8.165323e+04 2.481950e-01 2.883459e-01 7.408984e-01
catch 21 1 2004 -9 6  2.561619e+04 1.402803e+04 6.021668e-01 6.995802e-01 7.408984e-01
catch 21 1 2004 -9 7  1.895847e+04 8.738143e+03 7.745531e-01 8.998536e-01 7.408984e-01
catch 21 1 2004 -9 8  9.004740e+03 1.198271e+04 -2.857136e-01 -3.186408e-01 8.040057e-01
catch 21 1 2005 -9 1  1.298460e+05 3.847487e+04 1.216344e+00 1.413114e+00 7.408984e-01
catch 21 1 2005 -9 2  1.307576e+05 4.224876e+04 1.129770e+00 1.312534e+00 7.408984e-01
catch 21 1 2005 -9 3  7.246320e+04 7.045389e+04 2.812036e-02 3.266943e-02 7.408984e-01
catch 21 1 2005 -9 4  2.291112e+05 1.817656e+05 2.314898e-01 2.689383e-01 7.408984e-01
catch 21 1 2005 -9 5  6.432575e+04 5.318207e+04 1.902387e-01 2.210139e-01 7.408984e-01
catch 21 1 2005 -9 6  6.856319e+04 5.353184e+04 2.474793e-01 2.875143e-01 7.408984e-01
catch 21 1 2005 -9 7  9.639860e+03 9.436119e+03 2.136178e-02 2.481750e-02 7.408984e-01
