data Species.n Quarter Year fleet Age observed model residual stand.residual s2
catch 26  9 2017 -9 1  1.295858e+05 1.137599e+05 1.302531e-01 3.090423e-01 1.776398e-01
catch 26  9 2017 -9 2  1.498480e+05 1.457623e+05 2.764394e-02 1.139778e-01 5.882464e-02
catch 26  9 2017 -9 3  1.019305e+05 9.495672e+04 7.086996e-02 2.813559e-01 6.344718e-02
catch 26  9 2017 -9 4  1.171468e+05 1.135070e+05 3.156307e-02 1.253064e-01 6.344718e-02
catch 26  9 2017 -9 5  7.381070e+04 6.170344e+04 1.791640e-01 7.112864e-01 6.344718e-02
catch 26  9 2017 -9 6  3.470270e+04 2.828208e+04 2.045891e-01 8.122251e-01 6.344718e-02
catch 26  9 2017 -9 7  1.812770e+04 1.285361e+04 3.438163e-01 1.364961e+00 6.344718e-02
catch 26  9 2017 -9 8  7.867600e+03 7.693212e+03 2.241463e-02 8.898675e-02 6.344718e-02
catch 26  9 2017 -9 9  3.078800e+03 4.273778e+03 -3.279583e-01 -1.302004e+00 6.344718e-02
catch 26  9 2017 -9 10  3.219700e+03 8.956911e+03 -1.023137e+00 -4.061886e+00 6.344718e-02
catch 26  9 2018 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 26  9 2018 -9 1  6.463490e+04 8.415601e+04 -2.639178e-01 -6.261791e-01 1.776398e-01
catch 26  9 2018 -9 2  2.742912e+05 2.280827e+05 1.844818e-01 7.606310e-01 5.882464e-02
catch 26  9 2018 -9 3  1.262288e+05 1.179150e+05 6.813217e-02 2.704868e-01 6.344718e-02
catch 26  9 2018 -9 4  7.325880e+04 7.139642e+04 2.575067e-02 1.022309e-01 6.344718e-02
catch 26  9 2018 -9 5  6.492580e+04 7.164744e+04 -9.851239e-02 -3.910972e-01 6.344718e-02
catch 26  9 2018 -9 6  3.582080e+04 3.361134e+04 6.366536e-02 2.527534e-01 6.344718e-02
catch 26  9 2018 -9 7  1.747110e+04 1.190217e+04 3.838269e-01 1.523805e+00 6.344718e-02
catch 26  9 2018 -9 8  9.229900e+03 9.873357e+03 -6.739169e-02 -2.675470e-01 6.344718e-02
catch 26  9 2018 -9 9  5.449100e+03 5.954514e+03 -8.869920e-02 -3.521385e-01 6.344718e-02
catch 26  9 2018 -9 10  4.175700e+03 1.033992e+04 -9.067297e-01 -3.599744e+00 6.344718e-02
catch 26  9 2019 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 26  9 2019 -9 1  1.346361e+05 1.476130e+05 -9.201824e-02 -2.183252e-01 1.776398e-01
catch 26  9 2019 -9 2  1.218297e+05 1.201480e+05 1.390026e-02 5.731170e-02 5.882464e-02
catch 26  9 2019 -9 3  1.632949e+05 1.310117e+05 2.202710e-01 8.744826e-01 6.344718e-02
catch 26  9 2019 -9 4  6.196090e+04 6.301254e+04 -1.683023e-02 -6.681653e-02 6.344718e-02
catch 26  9 2019 -9 5  3.062810e+04 3.193695e+04 -4.184585e-02 -1.661293e-01 6.344718e-02
catch 26  9 2019 -9 6  2.666190e+04 2.754052e+04 -3.242264e-02 -1.287189e-01 6.344718e-02
catch 26  9 2019 -9 7  1.458090e+04 9.927383e+03 3.844156e-01 1.526142e+00 6.344718e-02
catch 26  9 2019 -9 8  8.360000e+03 6.452115e+03 2.590504e-01 1.028438e+00 6.344718e-02
catch 26  9 2019 -9 9  4.056800e+03 5.393249e+03 -2.847535e-01 -1.130480e+00 6.344718e-02
catch 26  9 2019 -9 10  4.084900e+03 8.986004e+03 -7.883710e-01 -3.129857e+00 6.344718e-02
catch 26  9 2020 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 26  9 2020 -9 1  9.406340e+04 8.915336e+04 5.361103e-02 1.271991e-01 1.776398e-01
catch 26  9 2020 -9 2  1.968125e+05 2.659213e+05 -3.009489e-01 -1.240833e+00 5.882464e-02
catch 26  9 2020 -9 3  8.330500e+04 8.835383e+04 -5.884096e-02 -2.336004e-01 6.344718e-02
catch 26  9 2020 -9 4  1.005957e+05 9.014411e+04 1.096999e-01 4.355118e-01 6.344718e-02
catch 26  9 2020 -9 5  2.889140e+04 3.646187e+04 -2.327232e-01 -9.239181e-01 6.344718e-02
catch 26  9 2020 -9 6  1.386830e+04 1.586440e+04 -1.344718e-01 -5.338571e-01 6.344718e-02
catch 26  9 2020 -9 7  1.604410e+04 1.044459e+04 4.292567e-01 1.704162e+00 6.344718e-02
catch 26  9 2020 -9 8  8.802900e+03 6.837858e+03 2.526068e-01 1.002856e+00 6.344718e-02
catch 26  9 2020 -9 9  5.860000e+03 4.478065e+03 2.689585e-01 1.067773e+00 6.344718e-02
catch 26  9 2020 -9 10  6.433500e+03 1.007489e+04 -4.485279e-01 -1.780669e+00 6.344718e-02
catch 26  9 2021 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 26  9 2021 -9 1  7.428470e+04 5.867410e+04 2.359066e-01 5.597188e-01 1.776398e-01
catch 26  9 2021 -9 2  1.145031e+05 1.311013e+05 -1.353684e-01 -5.581331e-01 5.882464e-02
catch 26  9 2021 -9 3  1.757322e+05 1.602940e+05 9.195189e-02 3.650518e-01 6.344718e-02
catch 26  9 2021 -9 4  5.533790e+04 4.999181e+04 1.015988e-01 4.033502e-01 6.344718e-02
catch 26  9 2021 -9 5  4.998040e+04 4.288728e+04 1.530555e-01 6.076352e-01 6.344718e-02
catch 26  9 2021 -9 6  1.238660e+04 1.483801e+04 -1.805768e-01 -7.168954e-01 6.344718e-02
catch 26  9 2021 -9 7  5.847400e+03 4.895288e+03 1.777241e-01 7.055699e-01 6.344718e-02
catch 26  9 2021 -9 8  6.826200e+03 5.850906e+03 1.541716e-01 6.120659e-01 6.344718e-02
catch 26  9 2021 -9 9  4.378400e+03 3.859755e+03 1.260796e-01 5.005398e-01 6.344718e-02
catch 26  9 2021 -9 10  4.378100e+03 8.294999e+03 -6.390380e-01 -2.537000e+00 6.344718e-02
catch 26  9 2022 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 26  9 2022 -9 1  1.322620e+05 1.755191e+05 -2.829632e-01 -6.713668e-01 1.776398e-01
catch 26  9 2022 -9 2  1.040855e+05 1.009059e+05 3.102409e-02 1.279144e-01 5.882464e-02
catch 26  9 2022 -9 3  9.852210e+04 9.351863e+04 5.212020e-02 2.069188e-01 6.344718e-02
catch 26  9 2022 -9 4  1.094172e+05 1.078712e+05 1.423021e-02 5.649437e-02 6.344718e-02
catch 26  9 2022 -9 5  2.794290e+04 2.838389e+04 -1.565851e-02 -6.216475e-02 6.344718e-02
catch 26  9 2022 -9 6  2.107440e+04 2.079276e+04 1.345413e-02 5.341332e-02 6.344718e-02
catch 26  9 2022 -9 7  8.595700e+03 5.419392e+03 4.612785e-01 1.831290e+00 6.344718e-02
catch 26  9 2022 -9 8  4.992000e+03 3.220482e+03 4.383057e-01 1.740087e+00 6.344718e-02
catch 26  9 2022 -9 9  2.926700e+03 3.878556e+03 -2.815875e-01 -1.117911e+00 6.344718e-02
catch 26  9 2022 -9 10  4.131000e+03 8.135718e+03 -6.777445e-01 -2.690666e+00 6.344718e-02
catch 27  9 1974 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 27  9 1974 -9 1  1.000000e+02 1.944493e+02 -6.650012e-01 -4.702270e-01 1.999998e+00
catch 27  9 1974 -9 2  1.517100e+04 1.782899e+04 -1.614403e-01 -4.055954e-01 1.584301e-01
catch 27  9 1974 -9 3  2.124800e+04 2.034535e+04 4.341047e-02 2.322552e-01 3.493479e-02
catch 27  9 1974 -9 4  5.412000e+03 5.052723e+03 6.869147e-02 3.675139e-01 3.493479e-02
catch 27  9 1974 -9 5  6.965000e+03 7.169042e+03 -2.887437e-02 -1.544840e-01 3.493479e-02
catch 27  9 1974 -9 6  1.896000e+03 1.750643e+03 7.976347e-02 4.267514e-01 3.493479e-02
catch 27  9 1974 -9 7  1.563000e+03 1.369454e+03 1.321952e-01 7.072721e-01 3.493479e-02
catch 27  9 1974 -9 8  6.490000e+02 7.268028e+02 -1.132225e-01 -6.057645e-01 3.493479e-02
catch 27  9 1974 -9 9  3.960000e+02 3.996079e+02 -9.069483e-03 -4.852365e-02 3.493479e-02
catch 27  9 1974 -9 10  4.750000e+03 5.365048e+03 -1.217607e-01 -6.514457e-01 3.493479e-02
catch 27  9 1975 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 27  9 1975 -9 1  2.670000e+02 9.095249e+01 1.076911e+00 7.614916e-01 1.999998e+00
catch 27  9 1975 -9 2  2.319300e+04 1.625022e+04 3.557440e-01 8.937554e-01 1.584301e-01
catch 27  9 1975 -9 3  2.883300e+04 3.187630e+04 -1.003423e-01 -5.368523e-01 3.493479e-02
catch 27  9 1975 -9 4  1.183900e+04 1.088851e+04 8.369095e-02 4.477643e-01 3.493479e-02
catch 27  9 1975 -9 5  2.110000e+03 2.187524e+03 -3.608228e-02 -1.930478e-01 3.493479e-02
catch 27  9 1975 -9 6  3.870000e+03 3.810182e+03 1.557764e-02 8.334368e-02 3.493479e-02
catch 27  9 1975 -9 7  7.980000e+02 8.355294e+02 -4.595697e-02 -2.458795e-01 3.493479e-02
catch 27  9 1975 -9 8  9.160000e+02 8.850274e+02 3.439780e-02 1.840355e-01 3.493479e-02
catch 27  9 1975 -9 9  5.130000e+02 4.697059e+02 8.816919e-02 4.717238e-01 3.493479e-02
catch 27  9 1975 -9 10  3.481000e+03 3.725484e+03 -6.787729e-02 -3.631579e-01 3.493479e-02
catch 27  9 1976 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 27  9 1976 -9 1  1.064000e+03 1.915302e+02 1.714745e+00 1.212508e+00 1.999998e+00
catch 27  9 1976 -9 2  3.619000e+03 7.006426e+03 -6.606300e-01 -1.659738e+00 1.584301e-01
catch 27  9 1976 -9 3  2.857100e+04 2.703471e+04 5.527077e-02 2.957103e-01 3.493479e-02
catch 27  9 1976 -9 4  1.431600e+04 1.583072e+04 -1.005746e-01 -5.380952e-01 3.493479e-02
catch 27  9 1976 -9 5  4.923000e+03 4.359683e+03 1.215187e-01 6.501510e-01 3.493479e-02
catch 27  9 1976 -9 6  9.870000e+02 1.075253e+03 -8.564141e-02 -4.581997e-01 3.493479e-02
catch 27  9 1976 -9 7  1.950000e+03 1.677394e+03 1.505880e-01 8.056779e-01 3.493479e-02
catch 27  9 1976 -9 8  5.620000e+02 4.985428e+02 1.198124e-01 6.410215e-01 3.493479e-02
catch 27  9 1976 -9 9  4.340000e+02 5.280772e+02 -1.961979e-01 -1.049700e+00 3.493479e-02
catch 27  9 1976 -9 10  2.721000e+03 2.503182e+03 8.343684e-02 4.464048e-01 3.493479e-02
catch 27  9 1977 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 27  9 1977 -9 1  1.780000e+03 2.181225e+02 2.099312e+00 1.484438e+00 1.999998e+00
catch 27  9 1977 -9 2  2.274700e+04 1.453847e+04 4.476348e-01 1.124618e+00 1.584301e-01
catch 27  9 1977 -9 3  1.229900e+04 1.173028e+04 4.734442e-02 2.533026e-01 3.493479e-02
catch 27  9 1977 -9 4  1.559300e+04 1.372524e+04 1.275857e-01 6.826107e-01 3.493479e-02
catch 27  9 1977 -9 5  7.580000e+03 6.461583e+03 1.596389e-01 8.541020e-01 3.493479e-02
catch 27  9 1977 -9 6  1.812000e+03 2.171716e+03 -1.810866e-01 -9.688517e-01 3.493479e-02
catch 27  9 1977 -9 7  3.250000e+02 4.772654e+02 -3.842476e-01 -2.055806e+00 3.493479e-02
catch 27  9 1977 -9 8  1.133000e+03 1.005066e+03 1.198160e-01 6.410409e-01 3.493479e-02
catch 27  9 1977 -9 9  2.610000e+02 2.987183e+02 -1.349807e-01 -7.221754e-01 3.493479e-02
catch 27  9 1977 -9 10  2.155000e+03 1.816279e+03 1.710010e-01 9.148917e-01 3.493479e-02
catch 27  9 1978 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 27  9 1978 -9 1  2.700000e+01 9.809760e+01 -1.290126e+00 -9.122573e-01 1.999998e+00
catch 27  9 1978 -9 2  2.492100e+04 2.191894e+04 1.283597e-01 3.224853e-01 1.584301e-01
catch 27  9 1978 -9 3  2.916300e+04 3.152369e+04 -7.783857e-02 -4.164528e-01 3.493479e-02
catch 27  9 1978 -9 4  6.102000e+03 7.836156e+03 -2.501318e-01 -1.338258e+00 3.493479e-02
catch 27  9 1978 -9 5  6.610000e+03 7.445528e+03 -1.190299e-01 -6.368351e-01 3.493479e-02
catch 27  9 1978 -9 6  4.231000e+03 4.266554e+03 -8.368179e-03 -4.477153e-02 3.493479e-02
catch 27  9 1978 -9 7  1.730000e+03 1.286096e+03 2.965101e-01 1.586392e+00 3.493479e-02
catch 27  9 1978 -9 8  6.080000e+02 3.797031e+02 4.707853e-01 2.518801e+00 3.493479e-02
catch 27  9 1978 -9 9  6.430000e+02 7.996108e+02 -2.179804e-01 -1.166241e+00 3.493479e-02
catch 27  9 1978 -9 10  1.595000e+03 1.682650e+03 -5.349645e-02 -2.862173e-01 3.493479e-02
catch 27  9 1979 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 27  9 1979 -9 1  9.000000e+00 2.836258e+01 -1.147846e+00 -8.116500e-01 1.999998e+00
catch 27  9 1979 -9 2  8.280000e+03 7.917082e+03 4.482022e-02 1.126043e-01 1.584301e-01
catch 27  9 1979 -9 3  4.168100e+04 3.750161e+04 1.056616e-01 5.653118e-01 3.493479e-02
catch 27  9 1979 -9 4  1.625900e+04 1.595465e+04 1.889626e-02 1.010990e-01 3.493479e-02
catch 27  9 1979 -9 5  3.033000e+03 3.208621e+03 -5.628905e-02 -3.011583e-01 3.493479e-02
catch 27  9 1979 -9 6  3.262000e+03 3.757328e+03 -1.413676e-01 -7.563464e-01 3.493479e-02
catch 27  9 1979 -9 7  1.769000e+03 1.937453e+03 -9.095957e-02 -4.866529e-01 3.493479e-02
catch 27  9 1979 -9 8  8.260000e+02 7.933031e+02 4.038946e-02 2.160921e-01 3.493479e-02
catch 27  9 1979 -9 9  2.440000e+02 2.342124e+02 4.093991e-02 2.190372e-01 3.493479e-02
catch 27  9 1979 -9 10  1.546000e+03 1.531134e+03 9.662340e-03 5.169556e-02 3.493479e-02
catch 27  9 1980 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 27  9 1980 -9 1  6.500000e+02 2.826632e+02 8.327163e-01 5.888196e-01 1.999998e+00
catch 27  9 1980 -9 2  1.233000e+03 2.335898e+03 -6.389463e-01 -1.605260e+00 1.584301e-01
catch 27  9 1980 -9 3  1.276200e+04 1.383852e+04 -8.098385e-02 -4.332807e-01 3.493479e-02
catch 27  9 1980 -9 4  1.813800e+04 1.946088e+04 -7.039716e-02 -3.766397e-01 3.493479e-02
catch 27  9 1980 -9 5  7.444000e+03 6.701362e+03 1.050976e-01 5.622945e-01 3.493479e-02
catch 27  9 1980 -9 6  1.479000e+03 1.659185e+03 -1.149602e-01 -6.150615e-01 3.493479e-02
catch 27  9 1980 -9 7  2.241000e+03 1.748023e+03 2.484366e-01 1.329188e+00 3.493479e-02
catch 27  9 1980 -9 8  1.437000e+03 1.223155e+03 1.611240e-01 8.620474e-01 3.493479e-02
catch 27  9 1980 -9 9  3.740000e+02 5.008291e+02 -2.920092e-01 -1.562311e+00 3.493479e-02
catch 27  9 1980 -9 10  1.227000e+03 1.114501e+03 9.616563e-02 5.145065e-01 3.493479e-02
catch 27  9 1981 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 27  9 1981 -9 1  4.340000e+02 2.945565e+02 3.875737e-01 2.740561e-01 1.999998e+00
catch 27  9 1981 -9 2  2.998300e+04 2.304255e+04 2.632878e-01 6.614727e-01 1.584301e-01
catch 27  9 1981 -9 3  3.344000e+03 4.044004e+03 -1.900675e-01 -1.016901e+00 3.493479e-02
catch 27  9 1981 -9 4  7.046000e+03 7.106714e+03 -8.579848e-03 -4.590400e-02 3.493479e-02
catch 27  9 1981 -9 5  8.439000e+03 8.086161e+03 4.270978e-02 2.285064e-01 3.493479e-02
catch 27  9 1981 -9 6  3.757000e+03 3.428646e+03 9.145521e-02 4.893047e-01 3.493479e-02
catch 27  9 1981 -9 7  9.730000e+02 7.635856e+02 2.423588e-01 1.296671e+00 3.493479e-02
catch 27  9 1981 -9 8  9.090000e+02 1.091943e+03 -1.833688e-01 -9.810620e-01 3.493479e-02
catch 27  9 1981 -9 9  7.860000e+02 7.640719e+02 2.829487e-02 1.513835e-01 3.493479e-02
catch 27  9 1981 -9 10  9.320000e+02 1.009053e+03 -7.943467e-02 -4.249923e-01 3.493479e-02
catch 27  9 1982 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 27  9 1982 -9 1  2.697000e+03 3.090942e+02 2.166249e+00 1.531770e+00 1.999998e+00
catch 27  9 1982 -9 2  2.679900e+04 2.688054e+04 -3.038188e-03 -7.633008e-03 1.584301e-01
catch 27  9 1982 -9 3  4.637500e+04 4.379613e+04 5.721498e-02 3.061122e-01 3.493479e-02
catch 27  9 1982 -9 4  1.868000e+03 2.280483e+03 -1.995191e-01 -1.067470e+00 3.493479e-02
catch 27  9 1982 -9 5  3.584000e+03 3.261229e+03 9.437551e-02 5.049289e-01 3.493479e-02
catch 27  9 1982 -9 6  4.855000e+03 4.575653e+03 5.925972e-02 3.170520e-01 3.493479e-02
catch 27  9 1982 -9 7  1.701000e+03 1.754382e+03 -3.090045e-02 -1.653239e-01 3.493479e-02
catch 27  9 1982 -9 8  6.230000e+02 5.301208e+02 1.614417e-01 8.637470e-01 3.493479e-02
catch 27  9 1982 -9 9  6.130000e+02 7.580835e+02 -2.124286e-01 -1.136538e+00 3.493479e-02
catch 27  9 1982 -9 10  1.295000e+03 1.230995e+03 5.068765e-02 2.711896e-01 3.493479e-02
catch 27  9 1983 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 27  9 1983 -9 1  3.910000e+02 2.963229e+02 2.772580e-01 1.960511e-01 1.999998e+00
catch 27  9 1983 -9 2  3.454500e+04 2.377146e+04 3.737771e-01 9.390611e-01 1.584301e-01
catch 27  9 1983 -9 3  4.155100e+04 4.291039e+04 -3.219237e-02 -1.722360e-01 3.493479e-02
catch 27  9 1983 -9 4  2.127300e+04 2.018906e+04 5.229784e-02 2.798045e-01 3.493479e-02
catch 27  9 1983 -9 5  6.260000e+02 8.512992e+02 -3.074132e-01 -1.644726e+00 3.493479e-02
catch 27  9 1983 -9 6  1.383000e+03 1.512799e+03 -8.970639e-02 -4.799481e-01 3.493479e-02
catch 27  9 1983 -9 7  1.958000e+03 1.919293e+03 1.996648e-02 1.068249e-01 3.493479e-02
catch 27  9 1983 -9 8  9.820000e+02 1.005974e+03 -2.412015e-02 -1.290479e-01 3.493479e-02
catch 27  9 1983 -9 9  3.880000e+02 3.039746e+02 2.440611e-01 1.305778e+00 3.493479e-02
catch 27  9 1983 -9 10  1.181000e+03 1.140551e+03 3.485049e-02 1.864575e-01 3.493479e-02
catch 27  9 1984 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 27  9 1984 -9 1  1.920000e+02 1.771082e+02 8.073480e-02 5.708815e-02 1.999998e+00
catch 27  9 1984 -9 2  3.083900e+04 2.725835e+04 1.234204e-01 3.100760e-01 1.584301e-01
catch 27  9 1984 -9 3  4.408100e+04 4.460421e+04 -1.179948e-02 -6.312969e-02 3.493479e-02
catch 27  9 1984 -9 4  2.263100e+04 2.354742e+04 -3.969570e-02 -2.123804e-01 3.493479e-02
catch 27  9 1984 -9 5  8.821000e+03 9.042070e+03 -2.475284e-02 -1.324329e-01 3.493479e-02
catch 27  9 1984 -9 6  7.440000e+02 4.727536e+02 4.534667e-01 2.426143e+00 3.493479e-02
catch 27  9 1984 -9 7  8.570000e+02 7.635730e+02 1.154291e-01 6.175702e-01 3.493479e-02
catch 27  9 1984 -9 8  1.047000e+03 1.319210e+03 -2.311044e-01 -1.236457e+00 3.493479e-02
catch 27  9 1984 -9 9  5.260000e+02 6.914479e+02 -2.734865e-01 -1.463211e+00 3.493479e-02
catch 27  9 1984 -9 10  8.970000e+02 9.928824e+02 -1.015563e-01 -5.433479e-01 3.493479e-02
catch 27  9 1985 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 27  9 1985 -9 1  1.630000e+02 1.993755e+02 -2.014397e-01 -1.424394e-01 1.999998e+00
catch 27  9 1985 -9 2  1.644900e+04 1.342974e+04 2.027931e-01 5.094884e-01 1.584301e-01
catch 27  9 1985 -9 3  4.277300e+04 4.196562e+04 1.905627e-02 1.019551e-01 3.493479e-02
catch 27  9 1985 -9 4  2.007900e+04 1.942307e+04 3.321296e-02 1.776964e-01 3.493479e-02
catch 27  9 1985 -9 5  9.307000e+03 8.319792e+03 1.121295e-01 5.999166e-01 3.493479e-02
catch 27  9 1985 -9 6  3.520000e+03 3.999456e+03 -1.276973e-01 -6.832077e-01 3.493479e-02
catch 27  9 1985 -9 7  2.070000e+02 1.900858e+02 8.524302e-02 4.560682e-01 3.493479e-02
catch 27  9 1985 -9 8  3.750000e+02 4.219767e+02 -1.180241e-01 -6.314540e-01 3.493479e-02
catch 27  9 1985 -9 9  6.310000e+02 7.290410e+02 -1.444241e-01 -7.726996e-01 3.493479e-02
catch 27  9 1985 -9 10  9.650000e+02 9.308188e+02 3.606347e-02 1.929472e-01 3.493479e-02
catch 27  9 1986 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 27  9 1986 -9 1  3.720000e+02 3.489705e+02 6.390647e-02 4.518872e-02 1.999998e+00
catch 27  9 1986 -9 2  9.304000e+03 1.744059e+04 -6.283561e-01 -1.578654e+00 1.584301e-01
catch 27  9 1986 -9 3  1.838100e+04 2.365956e+04 -2.524496e-01 -1.350659e+00 3.493479e-02
catch 27  9 1986 -9 4  1.759100e+04 2.125053e+04 -1.889947e-01 -1.011161e+00 3.493479e-02
catch 27  9 1986 -9 5  7.698000e+03 8.026832e+03 -4.182935e-02 -2.237959e-01 3.493479e-02
catch 27  9 1986 -9 6  5.480000e+03 4.287787e+03 2.453344e-01 1.312591e+00 3.493479e-02
catch 27  9 1986 -9 7  2.256000e+03 1.878793e+03 1.829640e-01 9.788961e-01 3.493479e-02
catch 27  9 1986 -9 8  1.090000e+02 1.221621e+02 -1.140009e-01 -6.099291e-01 3.493479e-02
catch 27  9 1986 -9 9  2.810000e+02 2.711910e+02 3.553147e-02 1.901009e-01 3.493479e-02
catch 27  9 1986 -9 10  1.671000e+03 1.066739e+03 4.488161e-01 2.401261e+00 3.493479e-02
catch 27  9 1987 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 27  9 1987 -9 1  9.300000e+01 1.322577e+02 -3.521525e-01 -2.490095e-01 1.999998e+00
catch 27  9 1987 -9 2  2.889600e+04 2.344811e+04 2.089134e-01 5.248646e-01 1.584301e-01
catch 27  9 1987 -9 3  2.192700e+04 2.417564e+04 -9.762680e-02 -5.223240e-01 3.493479e-02
catch 27  9 1987 -9 4  8.851000e+03 9.229598e+03 -4.188509e-02 -2.240941e-01 3.493479e-02
catch 27  9 1987 -9 5  6.477000e+03 6.687660e+03 -3.200666e-02 -1.712424e-01 3.493479e-02
catch 27  9 1987 -9 6  3.102000e+03 3.162967e+03 -1.946330e-02 -1.041328e-01 3.493479e-02
catch 27  9 1987 -9 7  1.559000e+03 1.529062e+03 1.939013e-02 1.037413e-01 3.493479e-02
catch 27  9 1987 -9 8  8.980000e+02 9.224177e+02 -2.682812e-02 -1.435361e-01 3.493479e-02
catch 27  9 1987 -9 9  8.100000e+01 5.997707e+01 3.004868e-01 1.607668e+00 3.493479e-02
catch 27  9 1987 -9 10  6.900000e+02 6.568741e+02 4.919925e-02 2.632264e-01 3.493479e-02
catch 27  9 1988 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 27  9 1988 -9 1  1.000000e+01 9.839718e+02 -4.589012e+00 -3.244923e+00 1.999998e+00
catch 27  9 1988 -9 2  1.320600e+04 1.104914e+04 1.783189e-01 4.480006e-01 1.584301e-01
catch 27  9 1988 -9 3  4.713500e+04 4.125548e+04 1.332318e-01 7.128185e-01 3.493479e-02
catch 27  9 1988 -9 4  1.521700e+04 1.257529e+04 1.906793e-01 1.020175e+00 3.493479e-02
catch 27  9 1988 -9 5  4.377000e+03 3.891094e+03 1.176733e-01 6.295770e-01 3.493479e-02
catch 27  9 1988 -9 6  3.878000e+03 3.477109e+03 1.091184e-01 5.838068e-01 3.493479e-02
catch 27  9 1988 -9 7  1.549000e+03 1.482421e+03 4.393271e-02 2.350493e-01 3.493479e-02
catch 27  9 1988 -9 8  8.900000e+02 9.734964e+02 -8.967263e-02 -4.797675e-01 3.493479e-02
catch 27  9 1988 -9 9  5.230000e+02 5.872687e+02 -1.159011e-01 -6.200953e-01 3.493479e-02
catch 27  9 1988 -9 10  3.170000e+02 4.563922e+02 -3.644508e-01 -1.949889e+00 3.493479e-02
catch 27  9 1989 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 27  9 1989 -9 1  1.150000e+02 1.822579e+02 -4.604906e-01 -3.256162e-01 1.999998e+00
catch 27  9 1989 -9 2  4.565200e+04 6.755248e+04 -3.918573e-01 -9.844849e-01 1.584301e-01
catch 27  9 1989 -9 3  1.797300e+04 1.641849e+04 9.046267e-02 4.839944e-01 3.493479e-02
catch 27  9 1989 -9 4  2.229500e+04 1.806825e+04 2.102063e-01 1.124648e+00 3.493479e-02
catch 27  9 1989 -9 5  4.551000e+03 4.424878e+03 2.810433e-02 1.503641e-01 3.493479e-02
catch 27  9 1989 -9 6  1.627000e+03 1.686445e+03 -3.588492e-02 -1.919919e-01 3.493479e-02
catch 27  9 1989 -9 7  1.414000e+03 1.348327e+03 4.755788e-02 2.544447e-01 3.493479e-02
catch 27  9 1989 -9 8  6.370000e+02 7.819276e+02 -2.049925e-01 -1.096753e+00 3.493479e-02
catch 27  9 1989 -9 9  4.510000e+02 5.134867e+02 -1.297568e-01 -6.942263e-01 3.493479e-02
catch 27  9 1989 -9 10  4.590000e+02 5.504962e+02 -1.817698e-01 -9.725069e-01 3.493479e-02
catch 27  9 1990 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 27  9 1990 -9 1  8.540000e+02 3.545135e+03 -1.423400e+00 -1.006497e+00 1.999998e+00
catch 27  9 1990 -9 2  1.181600e+04 1.602868e+04 -3.049250e-01 -7.660802e-01 1.584301e-01
catch 27  9 1990 -9 3  1.033800e+05 1.069490e+05 -3.394072e-02 -1.815900e-01 3.493479e-02
catch 27  9 1990 -9 4  9.667000e+03 9.014395e+03 6.989525e-02 3.739544e-01 3.493479e-02
catch 27  9 1990 -9 5  9.099000e+03 9.509254e+03 -4.410096e-02 -2.359494e-01 3.493479e-02
catch 27  9 1990 -9 6  3.315000e+03 2.843777e+03 1.533244e-01 8.203178e-01 3.493479e-02
catch 27  9 1990 -9 7  1.032000e+03 1.098196e+03 -6.216997e-02 -3.326225e-01 3.493479e-02
catch 27  9 1990 -9 8  1.186000e+03 1.181560e+03 3.750577e-03 2.006638e-02 3.493479e-02
catch 27  9 1990 -9 9  5.480000e+02 6.852154e+02 -2.234579e-01 -1.195547e+00 3.493479e-02
catch 27  9 1990 -9 10  8.370000e+02 9.323848e+02 -1.079216e-01 -5.774031e-01 3.493479e-02
catch 27  9 1991 -9 0  -99.9 -99.9 -99.9 -99.9 -99.9
catch 27  9 1991 -9 1  1.180000e+02 1.472567e+03 -2.524078e+00 -1.784793e+00 1.999998e+00
catch 27  9 1991 -9 2  1.293800e+04 3.486536e+04 -9.913250e-01 -2.490561e+00 1.584301e-01
catch 27  9 1991 -9 3  2.498500e+04 2.589096e+04 -3.561819e-02 -1.905648e-01 3.493479e-02
