par parNo species year quarter area age predator prey fleet idx1 idx2 idx3 used
log_rec 108 18 1983 -1 -1 0 -1 -1 -1 18 1983 -1 used
log_rec 109 18 1984 -1 -1 0 -1 -1 -1 18 1984 -1 used
log_rec 110 18 1985 -1 -1 0 -1 -1 -1 18 1985 -1 used
log_rec 111 18 1986 -1 -1 0 -1 -1 -1 18 1986 -1 used
log_rec 112 18 1987 -1 -1 0 -1 -1 -1 18 1987 -1 used
log_rec 113 18 1988 -1 -1 0 -1 -1 -1 18 1988 -1 used
log_rec 114 18 1989 -1 -1 0 -1 -1 -1 18 1989 -1 used
log_rec 115 18 1990 -1 -1 0 -1 -1 -1 18 1990 -1 used
log_rec 116 18 1991 -1 -1 0 -1 -1 -1 18 1991 -1 used
log_rec 117 18 1992 -1 -1 0 -1 -1 -1 18 1992 -1 used
log_rec 118 18 1993 -1 -1 0 -1 -1 -1 18 1993 -1 used
log_rec 119 18 1994 -1 -1 0 -1 -1 -1 18 1994 -1 used
log_rec 120 18 1995 -1 -1 0 -1 -1 -1 18 1995 -1 used
log_rec 121 18 1996 -1 -1 0 -1 -1 -1 18 1996 -1 used
log_rec 122 18 1997 -1 -1 0 -1 -1 -1 18 1997 -1 used
log_rec 123 18 1998 -1 -1 0 -1 -1 -1 18 1998 -1 used
log_rec 124 18 1999 -1 -1 0 -1 -1 -1 18 1999 -1 used
log_rec 125 18 2000 -1 -1 0 -1 -1 -1 18 2000 -1 used
log_rec 126 18 2001 -1 -1 0 -1 -1 -1 18 2001 -1 used
log_rec 127 18 2002 -1 -1 0 -1 -1 -1 18 2002 -1 used
log_rec 128 18 2003 -1 -1 0 -1 -1 -1 18 2003 -1 used
log_rec 129 18 2004 -1 -1 0 -1 -1 -1 18 2004 -1 used
log_rec 130 18 2005 -1 -1 0 -1 -1 -1 18 2005 -1 used
log_rec 131 18 2006 -1 -1 0 -1 -1 -1 18 2006 -1 used
log_rec 132 18 2007 -1 -1 0 -1 -1 -1 18 2007 -1 used
log_rec 133 18 2008 -1 -1 0 -1 -1 -1 18 2008 -1 used
log_rec 134 18 2009 -1 -1 0 -1 -1 -1 18 2009 -1 used
log_rec 135 18 2010 -1 -1 0 -1 -1 -1 18 2010 -1 used
log_rec 136 18 2011 -1 -1 0 -1 -1 -1 18 2011 -1 used
log_rec 137 18 2012 -1 -1 0 -1 -1 -1 18 2012 -1 used
log_rec 138 18 2013 -1 -1 0 -1 -1 -1 18 2013 -1 used
log_rec 139 18 2014 -1 -1 0 -1 -1 -1 18 2014 -1 used
log_rec 140 18 2015 -1 -1 0 -1 -1 -1 18 2015 -1 used
log_rec 141 18 2016 -1 -1 0 -1 -1 -1 18 2016 -1 used
log_rec 142 18 2017 -1 -1 0 -1 -1 -1 18 2017 -1 used
log_rec 143 18 2018 -1 -1 0 -1 -1 -1 18 2018 -1 used
log_rec 144 18 2019 -1 -1 0 -1 -1 -1 18 2019 -1 used
log_rec 145 18 2020 -1 -1 0 -1 -1 -1 18 2020 -1 used
log_rec 146 18 2021 -1 -1 0 -1 -1 -1 18 2021 -1 used
log_rec 147 18 2022 -1 -1 0 -1 -1 -1 18 2022 -1 used
log_rec 148 19 1974 -1 -1 0 -1 -1 -1 19 1974 -1 used
log_rec 149 19 1975 -1 -1 0 -1 -1 -1 19 1975 -1 used
log_rec 150 19 1976 -1 -1 0 -1 -1 -1 19 1976 -1 used
log_rec 151 19 1977 -1 -1 0 -1 -1 -1 19 1977 -1 used
log_rec 152 19 1978 -1 -1 0 -1 -1 -1 19 1978 -1 used
log_rec 153 19 1979 -1 -1 0 -1 -1 -1 19 1979 -1 used
log_rec 154 19 1980 -1 -1 0 -1 -1 -1 19 1980 -1 used
log_rec 155 19 1981 -1 -1 0 -1 -1 -1 19 1981 -1 used
log_rec 156 19 1982 -1 -1 0 -1 -1 -1 19 1982 -1 used
log_rec 157 19 1983 -1 -1 0 -1 -1 -1 19 1983 -1 used
log_rec 158 19 1984 -1 -1 0 -1 -1 -1 19 1984 -1 used
log_rec 159 19 1985 -1 -1 0 -1 -1 -1 19 1985 -1 used
log_rec 160 19 1986 -1 -1 0 -1 -1 -1 19 1986 -1 used
log_rec 161 19 1987 -1 -1 0 -1 -1 -1 19 1987 -1 used
log_rec 162 19 1988 -1 -1 0 -1 -1 -1 19 1988 -1 used
log_rec 163 19 1989 -1 -1 0 -1 -1 -1 19 1989 -1 used
log_rec 164 19 1990 -1 -1 0 -1 -1 -1 19 1990 -1 used
log_rec 165 19 1991 -1 -1 0 -1 -1 -1 19 1991 -1 used
log_rec 166 19 1992 -1 -1 0 -1 -1 -1 19 1992 -1 used
log_rec 167 19 1993 -1 -1 0 -1 -1 -1 19 1993 -1 used
log_rec 168 19 1994 -1 -1 0 -1 -1 -1 19 1994 -1 used
log_rec 169 19 1995 -1 -1 0 -1 -1 -1 19 1995 -1 used
log_rec 170 19 1996 -1 -1 0 -1 -1 -1 19 1996 -1 used
log_rec 171 19 1997 -1 -1 0 -1 -1 -1 19 1997 -1 used
log_rec 172 19 1998 -1 -1 0 -1 -1 -1 19 1998 -1 used
log_rec 173 19 1999 -1 -1 0 -1 -1 -1 19 1999 -1 used
log_rec 174 19 2000 -1 -1 0 -1 -1 -1 19 2000 -1 used
log_rec 175 19 2001 -1 -1 0 -1 -1 -1 19 2001 -1 used
log_rec 176 19 2002 -1 -1 0 -1 -1 -1 19 2002 -1 used
log_rec 177 19 2003 -1 -1 0 -1 -1 -1 19 2003 -1 used
log_rec 178 19 2004 -1 -1 0 -1 -1 -1 19 2004 -1 used
log_rec 179 19 2005 -1 -1 0 -1 -1 -1 19 2005 -1 used
log_rec 180 19 2006 -1 -1 0 -1 -1 -1 19 2006 -1 used
log_rec 181 19 2007 -1 -1 0 -1 -1 -1 19 2007 -1 used
log_rec 182 19 2008 -1 -1 0 -1 -1 -1 19 2008 -1 used
log_rec 183 19 2009 -1 -1 0 -1 -1 -1 19 2009 -1 used
log_rec 184 19 2010 -1 -1 0 -1 -1 -1 19 2010 -1 used
log_rec 185 19 2011 -1 -1 0 -1 -1 -1 19 2011 -1 used
log_rec 186 19 2012 -1 -1 0 -1 -1 -1 19 2012 -1 used
log_rec 187 19 2013 -1 -1 0 -1 -1 -1 19 2013 -1 used
log_rec 188 19 2014 -1 -1 0 -1 -1 -1 19 2014 -1 used
log_rec 189 19 2015 -1 -1 0 -1 -1 -1 19 2015 -1 used
log_rec 190 19 2016 -1 -1 0 -1 -1 -1 19 2016 -1 used
log_rec 191 19 2017 -1 -1 0 -1 -1 -1 19 2017 -1 used
log_rec 192 19 2018 -1 -1 0 -1 -1 -1 19 2018 -1 used
log_rec 193 19 2019 -1 -1 0 -1 -1 -1 19 2019 -1 used
log_rec 194 19 2020 -1 -1 0 -1 -1 -1 19 2020 -1 used
log_rec 195 19 2021 -1 -1 0 -1 -1 -1 19 2021 -1 used
log_rec 196 19 2022 -1 -1 0 -1 -1 -1 19 2022 -1 used
log_rec 197 20 1974 -1 -1 0 -1 -1 -1 20 1974 -1 used
log_rec 198 20 1975 -1 -1 0 -1 -1 -1 20 1975 -1 used
log_rec 199 20 1976 -1 -1 0 -1 -1 -1 20 1976 -1 used
log_rec 200 20 1977 -1 -1 0 -1 -1 -1 20 1977 -1 used
log_rec 201 20 1978 -1 -1 0 -1 -1 -1 20 1978 -1 used
log_rec 202 20 1979 -1 -1 0 -1 -1 -1 20 1979 -1 used
log_rec 203 20 1980 -1 -1 0 -1 -1 -1 20 1980 -1 used
log_rec 204 20 1981 -1 -1 0 -1 -1 -1 20 1981 -1 used
log_rec 205 20 1982 -1 -1 0 -1 -1 -1 20 1982 -1 used
log_rec 206 20 1983 -1 -1 0 -1 -1 -1 20 1983 -1 used
log_rec 207 20 1984 -1 -1 0 -1 -1 -1 20 1984 -1 used
log_rec 208 20 1985 -1 -1 0 -1 -1 -1 20 1985 -1 used
log_rec 209 20 1986 -1 -1 0 -1 -1 -1 20 1986 -1 used
log_rec 210 20 1987 -1 -1 0 -1 -1 -1 20 1987 -1 used
log_rec 211 20 1988 -1 -1 0 -1 -1 -1 20 1988 -1 used
log_rec 212 20 1989 -1 -1 0 -1 -1 -1 20 1989 -1 used
log_rec 213 20 1990 -1 -1 0 -1 -1 -1 20 1990 -1 used
log_rec 214 20 1991 -1 -1 0 -1 -1 -1 20 1991 -1 used
log_rec 215 20 1992 -1 -1 0 -1 -1 -1 20 1992 -1 used
log_rec 216 20 1993 -1 -1 0 -1 -1 -1 20 1993 -1 used
log_rec 217 20 1994 -1 -1 0 -1 -1 -1 20 1994 -1 used
log_rec 218 20 1995 -1 -1 0 -1 -1 -1 20 1995 -1 used
log_rec 219 20 1996 -1 -1 0 -1 -1 -1 20 1996 -1 used
log_rec 220 20 1997 -1 -1 0 -1 -1 -1 20 1997 -1 used
log_rec 221 20 1998 -1 -1 0 -1 -1 -1 20 1998 -1 used
log_rec 222 20 1999 -1 -1 0 -1 -1 -1 20 1999 -1 used
log_rec 223 20 2000 -1 -1 0 -1 -1 -1 20 2000 -1 used
log_rec 224 20 2001 -1 -1 0 -1 -1 -1 20 2001 -1 used
log_rec 225 20 2002 -1 -1 0 -1 -1 -1 20 2002 -1 used
log_rec 226 20 2003 -1 -1 0 -1 -1 -1 20 2003 -1 used
log_rec 227 20 2004 -1 -1 0 -1 -1 -1 20 2004 -1 used
log_rec 228 20 2005 -1 -1 0 -1 -1 -1 20 2005 -1 used
log_rec 229 20 2006 -1 -1 0 -1 -1 -1 20 2006 -1 used
log_rec 230 20 2007 -1 -1 0 -1 -1 -1 20 2007 -1 used
log_rec 231 20 2008 -1 -1 0 -1 -1 -1 20 2008 -1 used
log_rec 232 20 2009 -1 -1 0 -1 -1 -1 20 2009 -1 used
log_rec 233 20 2010 -1 -1 0 -1 -1 -1 20 2010 -1 used
log_rec 234 20 2011 -1 -1 0 -1 -1 -1 20 2011 -1 used
log_rec 235 20 2012 -1 -1 0 -1 -1 -1 20 2012 -1 used
log_rec 236 20 2013 -1 -1 0 -1 -1 -1 20 2013 -1 used
log_rec 237 20 2014 -1 -1 0 -1 -1 -1 20 2014 -1 used
log_rec 238 20 2015 -1 -1 0 -1 -1 -1 20 2015 -1 used
log_rec 239 20 2016 -1 -1 0 -1 -1 -1 20 2016 -1 used
log_rec 240 20 2017 -1 -1 0 -1 -1 -1 20 2017 -1 used
log_rec 241 20 2018 -1 -1 0 -1 -1 -1 20 2018 -1 used
log_rec 242 20 2019 -1 -1 0 -1 -1 -1 20 2019 -1 used
log_rec 243 20 2020 -1 -1 0 -1 -1 -1 20 2020 -1 used
log_rec 244 20 2021 -1 -1 0 -1 -1 -1 20 2021 -1 used
log_rec 245 20 2022 -1 -1 0 -1 -1 -1 20 2022 -1 used
log_rec 246 21 1974 -1 -1 0 -1 -1 -1 21 1974 -1 used
log_rec 247 21 1975 -1 -1 0 -1 -1 -1 21 1975 -1 used
log_rec 248 21 1976 -1 -1 0 -1 -1 -1 21 1976 -1 used
log_rec 249 21 1977 -1 -1 0 -1 -1 -1 21 1977 -1 used
log_rec 250 21 1978 -1 -1 0 -1 -1 -1 21 1978 -1 used
log_rec 251 21 1979 -1 -1 0 -1 -1 -1 21 1979 -1 used
log_rec 252 21 1980 -1 -1 0 -1 -1 -1 21 1980 -1 used
log_rec 253 21 1981 -1 -1 0 -1 -1 -1 21 1981 -1 used
log_rec 254 21 1982 -1 -1 0 -1 -1 -1 21 1982 -1 used
log_rec 255 21 1983 -1 -1 0 -1 -1 -1 21 1983 -1 used
log_rec 256 21 1984 -1 -1 0 -1 -1 -1 21 1984 -1 used
log_rec 257 21 1985 -1 -1 0 -1 -1 -1 21 1985 -1 used
log_rec 258 21 1986 -1 -1 0 -1 -1 -1 21 1986 -1 used
log_rec 259 21 1987 -1 -1 0 -1 -1 -1 21 1987 -1 used
log_rec 260 21 1988 -1 -1 0 -1 -1 -1 21 1988 -1 used
log_rec 261 21 1989 -1 -1 0 -1 -1 -1 21 1989 -1 used
log_rec 262 21 1990 -1 -1 0 -1 -1 -1 21 1990 -1 used
log_rec 263 21 1991 -1 -1 0 -1 -1 -1 21 1991 -1 used
log_rec 264 21 1992 -1 -1 0 -1 -1 -1 21 1992 -1 used
log_rec 265 21 1993 -1 -1 0 -1 -1 -1 21 1993 -1 used
log_rec 266 21 1994 -1 -1 0 -1 -1 -1 21 1994 -1 used
log_rec 267 21 1995 -1 -1 0 -1 -1 -1 21 1995 -1 used
log_rec 268 21 1996 -1 -1 0 -1 -1 -1 21 1996 -1 used
log_rec 269 21 1997 -1 -1 0 -1 -1 -1 21 1997 -1 used
log_rec 270 21 1998 -1 -1 0 -1 -1 -1 21 1998 -1 used
log_rec 271 21 1999 -1 -1 0 -1 -1 -1 21 1999 -1 used
log_rec 272 21 2000 -1 -1 0 -1 -1 -1 21 2000 -1 used
log_rec 273 21 2001 -1 -1 0 -1 -1 -1 21 2001 -1 used
log_rec 274 21 2002 -1 -1 0 -1 -1 -1 21 2002 -1 used
log_rec 275 21 2003 -1 -1 0 -1 -1 -1 21 2003 -1 used
log_rec 276 21 2004 -1 -1 0 -1 -1 -1 21 2004 -1 used
log_rec 277 21 2005 -1 -1 0 -1 -1 -1 21 2005 -1 used
log_rec 278 21 2006 -1 -1 0 -1 -1 -1 21 2006 -1 used
log_rec 279 21 2007 -1 -1 0 -1 -1 -1 21 2007 -1 used
log_rec 280 21 2008 -1 -1 0 -1 -1 -1 21 2008 -1 used
log_rec 281 21 2009 -1 -1 0 -1 -1 -1 21 2009 -1 used
log_rec 282 21 2010 -1 -1 0 -1 -1 -1 21 2010 -1 used
log_rec 283 21 2011 -1 -1 0 -1 -1 -1 21 2011 -1 used
log_rec 284 21 2012 -1 -1 0 -1 -1 -1 21 2012 -1 used
log_rec 285 21 2013 -1 -1 0 -1 -1 -1 21 2013 -1 used
log_rec 286 21 2014 -1 -1 0 -1 -1 -1 21 2014 -1 used
log_rec 287 21 2015 -1 -1 0 -1 -1 -1 21 2015 -1 used
log_rec 288 21 2016 -1 -1 0 -1 -1 -1 21 2016 -1 used
log_rec 289 21 2017 -1 -1 0 -1 -1 -1 21 2017 -1 used
log_rec 290 21 2018 -1 -1 0 -1 -1 -1 21 2018 -1 used
log_rec 291 21 2019 -1 -1 0 -1 -1 -1 21 2019 -1 used
log_rec 292 21 2020 -1 -1 0 -1 -1 -1 21 2020 -1 used
log_rec 293 21 2021 -1 -1 0 -1 -1 -1 21 2021 -1 used
log_rec 294 21 2022 -1 -1 0 -1 -1 -1 21 2022 -1 used
log_rec 295 22 1974 -1 -1 0 -1 -1 -1 22 1974 -1 used
log_rec 296 22 1975 -1 -1 0 -1 -1 -1 22 1975 -1 used
log_rec 297 22 1976 -1 -1 0 -1 -1 -1 22 1976 -1 used
log_rec 298 22 1977 -1 -1 0 -1 -1 -1 22 1977 -1 used
log_rec 299 22 1978 -1 -1 0 -1 -1 -1 22 1978 -1 used
log_rec 300 22 1979 -1 -1 0 -1 -1 -1 22 1979 -1 used
log_rec 301 22 1980 -1 -1 0 -1 -1 -1 22 1980 -1 used
log_rec 302 22 1981 -1 -1 0 -1 -1 -1 22 1981 -1 used
log_rec 303 22 1982 -1 -1 0 -1 -1 -1 22 1982 -1 used
log_rec 304 22 1983 -1 -1 0 -1 -1 -1 22 1983 -1 used
log_rec 305 22 1984 -1 -1 0 -1 -1 -1 22 1984 -1 used
log_rec 306 22 1985 -1 -1 0 -1 -1 -1 22 1985 -1 used
log_rec 307 22 1986 -1 -1 0 -1 -1 -1 22 1986 -1 used
log_rec 308 22 1987 -1 -1 0 -1 -1 -1 22 1987 -1 used
log_rec 309 22 1988 -1 -1 0 -1 -1 -1 22 1988 -1 used
log_rec 310 22 1989 -1 -1 0 -1 -1 -1 22 1989 -1 used
log_rec 311 22 1990 -1 -1 0 -1 -1 -1 22 1990 -1 used
log_rec 312 22 1991 -1 -1 0 -1 -1 -1 22 1991 -1 used
log_rec 313 22 1992 -1 -1 0 -1 -1 -1 22 1992 -1 used
log_rec 314 22 1993 -1 -1 0 -1 -1 -1 22 1993 -1 used
log_rec 315 22 1994 -1 -1 0 -1 -1 -1 22 1994 -1 used
log_rec 316 22 1995 -1 -1 0 -1 -1 -1 22 1995 -1 used
log_rec 317 22 1996 -1 -1 0 -1 -1 -1 22 1996 -1 used
log_rec 318 22 1997 -1 -1 0 -1 -1 -1 22 1997 -1 used
log_rec 319 22 1998 -1 -1 0 -1 -1 -1 22 1998 -1 used
log_rec 320 22 1999 -1 -1 0 -1 -1 -1 22 1999 -1 used
log_rec 321 22 2000 -1 -1 0 -1 -1 -1 22 2000 -1 used
log_rec 322 22 2001 -1 -1 0 -1 -1 -1 22 2001 -1 used
log_rec 323 22 2002 -1 -1 0 -1 -1 -1 22 2002 -1 used
log_rec 324 22 2003 -1 -1 0 -1 -1 -1 22 2003 -1 used
log_rec 325 22 2004 -1 -1 0 -1 -1 -1 22 2004 -1 used
log_rec 326 22 2005 -1 -1 0 -1 -1 -1 22 2005 -1 used
log_rec 327 22 2006 -1 -1 0 -1 -1 -1 22 2006 -1 used
log_rec 328 22 2007 -1 -1 0 -1 -1 -1 22 2007 -1 used
log_rec 329 22 2008 -1 -1 0 -1 -1 -1 22 2008 -1 used
log_rec 330 22 2009 -1 -1 0 -1 -1 -1 22 2009 -1 used
log_rec 331 22 2010 -1 -1 0 -1 -1 -1 22 2010 -1 used
log_rec 332 22 2011 -1 -1 0 -1 -1 -1 22 2011 -1 used
log_rec 333 22 2012 -1 -1 0 -1 -1 -1 22 2012 -1 used
log_rec 334 22 2013 -1 -1 0 -1 -1 -1 22 2013 -1 used
log_rec 335 22 2014 -1 -1 0 -1 -1 -1 22 2014 -1 used
log_rec 336 22 2015 -1 -1 0 -1 -1 -1 22 2015 -1 used
log_rec 337 22 2016 -1 -1 0 -1 -1 -1 22 2016 -1 used
log_rec 338 22 2017 -1 -1 0 -1 -1 -1 22 2017 -1 used
log_rec 339 22 2018 -1 -1 0 -1 -1 -1 22 2018 -1 used
log_rec 340 22 2019 -1 -1 0 -1 -1 -1 22 2019 -1 used
log_rec 341 22 2020 -1 -1 0 -1 -1 -1 22 2020 -1 used
log_rec 342 22 2021 -1 -1 0 -1 -1 -1 22 2021 -1 used
log_rec 343 22 2022 -1 -1 0 -1 -1 -1 22 2022 -1 used
log_rec 344 23 1974 -1 -1 0 -1 -1 -1 23 1974 -1 used
log_rec 345 23 1975 -1 -1 0 -1 -1 -1 23 1975 -1 used
log_rec 346 23 1976 -1 -1 0 -1 -1 -1 23 1976 -1 used
log_rec 347 23 1977 -1 -1 0 -1 -1 -1 23 1977 -1 used
log_rec 348 23 1978 -1 -1 0 -1 -1 -1 23 1978 -1 used
log_rec 349 23 1979 -1 -1 0 -1 -1 -1 23 1979 -1 used
log_rec 350 23 1980 -1 -1 0 -1 -1 -1 23 1980 -1 used
log_rec 351 23 1981 -1 -1 0 -1 -1 -1 23 1981 -1 used
log_rec 352 23 1982 -1 -1 0 -1 -1 -1 23 1982 -1 used
log_rec 353 23 1983 -1 -1 0 -1 -1 -1 23 1983 -1 used
log_rec 354 23 1984 -1 -1 0 -1 -1 -1 23 1984 -1 used
log_rec 355 23 1985 -1 -1 0 -1 -1 -1 23 1985 -1 used
log_rec 356 23 1986 -1 -1 0 -1 -1 -1 23 1986 -1 used
log_rec 357 23 1987 -1 -1 0 -1 -1 -1 23 1987 -1 used
