"Year","scenario","Species","variable","value"
"1984","2023","Whiting","Rec",12732
"1985","2023","Whiting","Rec",13633.2
"1986","2023","Whiting","Rec",16678.6
"1987","2023","Whiting","Rec",15686.2
"1988","2023","Whiting","Rec",19412.9
"1989","2023","Whiting","Rec",13732.8
"1990","2023","Whiting","Rec",11341.6
"1991","2023","Whiting","Rec",10799.7
"1992","2023","Whiting","Rec",14938.9
"1993","2023","Whiting","Rec",12448.3
"1994","2023","Whiting","Rec",12794.3
"1995","2023","Whiting","Rec",11652.5
"1996","2023","Whiting","Rec",6777.09
"1997","2023","Whiting","Rec",12883.1
"1998","2023","Whiting","Rec",21992
"1999","2023","Whiting","Rec",20736.1
"2000","2023","Whiting","Rec",18954
"2001","2023","Whiting","Rec",22560
"2002","2023","Whiting","Rec",15156.5
"2003","2023","Whiting","Rec",10225.5
"2004","2023","Whiting","Rec",10776.4
"2005","2023","Whiting","Rec",10865.8
"2006","2023","Whiting","Rec",11211.7
"2007","2023","Whiting","Rec",17090.9
"2008","2023","Whiting","Rec",12891.3
"2009","2023","Whiting","Rec",7495.88
"2010","2023","Whiting","Rec",12726.3
"2011","2023","Whiting","Rec",13542.6
"2012","2023","Whiting","Rec",11067.9
"2013","2023","Whiting","Rec",12107.6
"2014","2023","Whiting","Rec",12552.7
"2015","2023","Whiting","Rec",17081.9
"2016","2023","Whiting","Rec",19505.5
"2017","2023","Whiting","Rec",15898.1
"2018","2023","Whiting","Rec",12362.6
"2019","2023","Whiting","Rec",20610.1
"2020","2023","Whiting","Rec",20165.2
"2021","2023","Whiting","Rec",7802.28
"2022","2023","Whiting","Rec",14890.7
"1974","2020","Cod","SSB",182.381
"1975","2020","Cod","SSB",169.51
"1976","2020","Cod","SSB",152.664
"1977","2020","Cod","SSB",124.134
"1978","2020","Cod","SSB",119.212
"1979","2020","Cod","SSB",113.896
"1980","2020","Cod","SSB",127.389
"1981","2020","Cod","SSB",132.241
"1982","2020","Cod","SSB",124.49
"1983","2020","Cod","SSB",107.75
"1984","2020","Cod","SSB",94.3072
"1985","2020","Cod","SSB",97.2804
"1986","2020","Cod","SSB",84.6659
"1987","2020","Cod","SSB",86.5401
"1988","2020","Cod","SSB",83.9937
"1989","2020","Cod","SSB",77.612
"1990","2020","Cod","SSB",74.6418
"1991","2020","Cod","SSB",70.6024
"1992","2020","Cod","SSB",67.714
"1993","2020","Cod","SSB",69.2958
"1994","2020","Cod","SSB",75.7356
"1995","2020","Cod","SSB",84.9008
"1996","2020","Cod","SSB",85.9141
"1997","2020","Cod","SSB",73.6771
"1998","2020","Cod","SSB",75.3193
"1999","2020","Cod","SSB",62.2831
"2000","2020","Cod","SSB",46.9106
"2001","2020","Cod","SSB",52.229
"2002","2020","Cod","SSB",44.7542
"2003","2020","Cod","SSB",42.9504
"2004","2020","Cod","SSB",36.2083
"2005","2020","Cod","SSB",36.8681
"2006","2020","Cod","SSB",39.7754
"2007","2020","Cod","SSB",48.7988
"2008","2020","Cod","SSB",56.4051
"2009","2020","Cod","SSB",55.6809
"2010","2020","Cod","SSB",52.5174
"2011","2020","Cod","SSB",57.4888
"2012","2020","Cod","SSB",57.5206
"2013","2020","Cod","SSB",57.1307
"2014","2020","Cod","SSB",61.2846
"2015","2020","Cod","SSB",69.5683
"2016","2020","Cod","SSB",71.3236
"2017","2020","Cod","SSB",66.2306
"2018","2020","Cod","SSB",63.5317
"2019","2020","Cod","SSB",45.5303
"1974","2023","Cod","SSB",183.175
"1975","2023","Cod","SSB",169.285
"1976","2023","Cod","SSB",151.626
"1977","2023","Cod","SSB",120.824
"1978","2023","Cod","SSB",114.52
"1979","2023","Cod","SSB",107.554
"1980","2023","Cod","SSB",119.756
"1981","2023","Cod","SSB",123.797
"1982","2023","Cod","SSB",116.098
"1983","2023","Cod","SSB",99.7733
"1984","2023","Cod","SSB",88.1207
"1985","2023","Cod","SSB",89.7346
"1986","2023","Cod","SSB",77.6648
"1987","2023","Cod","SSB",79.1526
"1988","2023","Cod","SSB",76.1034
"1989","2023","Cod","SSB",71.1149
"1990","2023","Cod","SSB",68.5298
"1991","2023","Cod","SSB",64.8112
"1992","2023","Cod","SSB",64.5985
"1993","2023","Cod","SSB",69.3459
"1994","2023","Cod","SSB",71.3584
"1995","2023","Cod","SSB",81.8505
"1996","2023","Cod","SSB",91.101
"1997","2023","Cod","SSB",89.6503
"1998","2023","Cod","SSB",94.9938
"1999","2023","Cod","SSB",67.4352
"2000","2023","Cod","SSB",47.3388
"2001","2023","Cod","SSB",45.9979
"2002","2023","Cod","SSB",46.365
"2003","2023","Cod","SSB",34.4515
"2004","2023","Cod","SSB",35.1484
"2005","2023","Cod","SSB",36.1139
"2006","2023","Cod","SSB",37.8645
"2007","2023","Cod","SSB",45.4769
"2008","2023","Cod","SSB",53.2146
"2009","2023","Cod","SSB",55.0626
"2010","2023","Cod","SSB",54.2939
"2011","2023","Cod","SSB",65.3147
"2012","2023","Cod","SSB",72.0669
"2013","2023","Cod","SSB",72.8769
"2014","2023","Cod","SSB",76.4921
"2015","2023","Cod","SSB",85.1028
"2016","2023","Cod","SSB",85.632
"2017","2023","Cod","SSB",79.0365
"2018","2023","Cod","SSB",69.2416
"2019","2023","Cod","SSB",50.5895
"2020","2023","Cod","SSB",41.1514
"2021","2023","Cod","SSB",45.3135
"2022","2023","Cod","SSB",48.9199
"1974","2020","Haddock","SSB",317.498
"1975","2020","Haddock","SSB",143.443
"1976","2020","Haddock","SSB",167.771
"1977","2020","Haddock","SSB",326.366
"1978","2020","Haddock","SSB",129.057
"1979","2020","Haddock","SSB",81.3367
"1980","2020","Haddock","SSB",94.2847
"1981","2020","Haddock","SSB",166.983
"1982","2020","Haddock","SSB",388.41
"1983","2020","Haddock","SSB",262.274
"1984","2020","Haddock","SSB",227.174
"1985","2020","Haddock","SSB",152.538
"1986","2020","Haddock","SSB",253.471
"1987","2020","Haddock","SSB",159.166
"1988","2020","Haddock","SSB",120.186
"1989","2020","Haddock","SSB",151.954
"1990","2020","Haddock","SSB",68.1068
"1991","2020","Haddock","SSB",40.0723
"1992","2020","Haddock","SSB",39.7756
"1993","2020","Haddock","SSB",85.2097
"1994","2020","Haddock","SSB",102.591
"1995","2020","Haddock","SSB",134.365
"1996","2020","Haddock","SSB",95.0544
"1997","2020","Haddock","SSB",190.981
"1998","2020","Haddock","SSB",134.362
"1999","2020","Haddock","SSB",112.01
"2000","2020","Haddock","SSB",64.528
"2001","2020","Haddock","SSB",38.5622
"2002","2020","Haddock","SSB",402.946
"2003","2020","Haddock","SSB",276.641
"2004","2020","Haddock","SSB",170.041
"2005","2020","Haddock","SSB",105.463
"2006","2020","Haddock","SSB",66.2557
"2007","2020","Haddock","SSB",37.3241
"2008","2020","Haddock","SSB",144.011
"2009","2020","Haddock","SSB",103.293
"2010","2020","Haddock","SSB",83.9163
"2011","2020","Haddock","SSB",61.166
"2012","2020","Haddock","SSB",159.5
"2013","2020","Haddock","SSB",120.396
"2014","2020","Haddock","SSB",78.7016
"2015","2020","Haddock","SSB",55.3681
"2016","2020","Haddock","SSB",30.7553
"2017","2020","Haddock","SSB",103.651
"2018","2020","Haddock","SSB",88.0691
"2019","2020","Haddock","SSB",101.156
"1974","2023","Haddock","SSB",398.445
"1975","2023","Haddock","SSB",321.233
"1976","2023","Haddock","SSB",523.555
"1977","2023","Haddock","SSB",406.07
"1978","2023","Haddock","SSB",178.633
"1979","2023","Haddock","SSB",133.753
"1980","2023","Haddock","SSB",176.636
"1981","2023","Haddock","SSB",312.712
"1982","2023","Haddock","SSB",342.402
"1983","2023","Haddock","SSB",269.629
"1984","2023","Haddock","SSB",224.695
"1985","2023","Haddock","SSB",250.312
"1986","2023","Haddock","SSB",236.368
"1987","2023","Haddock","SSB",185.603
"1988","2023","Haddock","SSB",196.648
"1989","2023","Haddock","SSB",142.642
"1990","2023","Haddock","SSB",76.8979
"1991","2023","Haddock","SSB",63.2122
"1992","2023","Haddock","SSB",100.404
"1993","2023","Haddock","SSB",175.269
"1994","2023","Haddock","SSB",213.227
"1995","2023","Haddock","SSB",194.304
"1996","2023","Haddock","SSB",247.781
"1997","2023","Haddock","SSB",226.101
"1998","2023","Haddock","SSB",190.279
"1999","2023","Haddock","SSB",140.229
"2000","2023","Haddock","SSB",104.342
"2001","2023","Haddock","SSB",359.108
"2002","2023","Haddock","SSB",424.075
"2003","2023","Haddock","SSB",262.943
"2004","2023","Haddock","SSB",178.514
"2005","2023","Haddock","SSB",120.207
"2006","2023","Haddock","SSB",90.1025
"2007","2023","Haddock","SSB",138.54
"2008","2023","Haddock","SSB",135.861
"2009","2023","Haddock","SSB",95.5592
"2010","2023","Haddock","SSB",85.8194
"2011","2023","Haddock","SSB",134.109
"2012","2023","Haddock","SSB",145.762
"2013","2023","Haddock","SSB",109.179
"2014","2023","Haddock","SSB",77.0254
"2015","2023","Haddock","SSB",61.9371
"2016","2023","Haddock","SSB",99.0691
"2017","2023","Haddock","SSB",117.805
"2018","2023","Haddock","SSB",97.3515
"2019","2023","Haddock","SSB",81.2228
"2020","2023","Haddock","SSB",93.129
"2021","2023","Haddock","SSB",208.356
"2022","2023","Haddock","SSB",352.007
"1974","2020","Herring","SSB",224.701
"1975","2020","Herring","SSB",156.649
"1976","2020","Herring","SSB",82.1213
"1977","2020","Herring","SSB",56.6223
"1978","2020","Herring","SSB",67.4274
"1979","2020","Herring","SSB",93.7561
"1980","2020","Herring","SSB",122.068
"1981","2020","Herring","SSB",187.741
"1982","2020","Herring","SSB",334.972
"1983","2020","Herring","SSB",601.35
"1984","2020","Herring","SSB",896.547
"1985","2020","Herring","SSB",941.653
"1986","2020","Herring","SSB",896.708
"1987","2020","Herring","SSB",1029.78
"1988","2020","Herring","SSB",1376.35
"1989","2020","Herring","SSB",1406.9
"1990","2020","Herring","SSB",1436.65
"1991","2020","Herring","SSB",1267.37
"1992","2020","Herring","SSB",1027.94
"1993","2020","Herring","SSB",732.454
"1994","2020","Herring","SSB",734.65
"1995","2020","Herring","SSB",703.731
"1996","2020","Herring","SSB",606.225
"1997","2020","Herring","SSB",724.199
"1998","2020","Herring","SSB",985.628
"1999","2020","Herring","SSB",1039.89
"2000","2020","Herring","SSB",1066.69
"2001","2020","Herring","SSB",1387.18
"2002","2020","Herring","SSB",1726.65
"2003","2020","Herring","SSB",1959.38
"2004","2020","Herring","SSB",2154.86
"2005","2020","Herring","SSB",2114.41
"2006","2020","Herring","SSB",1546.36
"2007","2020","Herring","SSB",1214.04
"2008","2020","Herring","SSB",1085.89
"2009","2020","Herring","SSB",1218.15
"2010","2020","Herring","SSB",1289.14
"2011","2020","Herring","SSB",1722.41
"2012","2020","Herring","SSB",2025.25
"2013","2020","Herring","SSB",1841.92
"2014","2020","Herring","SSB",1655.07
"2015","2020","Herring","SSB",1583.58
"2016","2020","Herring","SSB",1825.82
"2017","2020","Herring","SSB",1671.65
"2018","2020","Herring","SSB",1490.02
"2019","2020","Herring","SSB",1249.94
"1974","2023","Herring","SSB",232.004
"1975","2023","Herring","SSB",161.782
"1976","2023","Herring","SSB",91.0041
"1977","2023","Herring","SSB",69.0161
"1978","2023","Herring","SSB",83.1641
"1979","2023","Herring","SSB",114.11
"1980","2023","Herring","SSB",146.851
"1981","2023","Herring","SSB",217.625
"1982","2023","Herring","SSB",375.712
"1983","2023","Herring","SSB",632.827
"1984","2023","Herring","SSB",948.41
"1985","2023","Herring","SSB",1030.23
"1986","2023","Herring","SSB",980.128
"1987","2023","Herring","SSB",1096.96
"1988","2023","Herring","SSB",1366.76
"1989","2023","Herring","SSB",1426.55
"1990","2023","Herring","SSB",1497.68
"1991","2023","Herring","SSB",1374.76
"1992","2023","Herring","SSB",1133.09
"1993","2023","Herring","SSB",795.195
"1994","2023","Herring","SSB",792.621
"1995","2023","Herring","SSB",761.461
"1996","2023","Herring","SSB",708.152
"1997","2023","Herring","SSB",826.057
"1998","2023","Herring","SSB",1080.58
"1999","2023","Herring","SSB",1126.95
"2000","2023","Herring","SSB",1164.73
"2001","2023","Herring","SSB",1551.53
"2002","2023","Herring","SSB",1936.57
"2003","2023","Herring","SSB",2162.64
"2004","2023","Herring","SSB",2381.78
"2005","2023","Herring","SSB",2335.49
"2006","2023","Herring","SSB",1712.87
"2007","2023","Herring","SSB",1314.74
"2008","2023","Herring","SSB",1157.42
"2009","2023","Herring","SSB",1305.89
"2010","2023","Herring","SSB",1396.3
"2011","2023","Herring","SSB",1868.79
"2012","2023","Herring","SSB",2171.26
"2013","2023","Herring","SSB",1953.88
"2014","2023","Herring","SSB",1728.99
"2015","2023","Herring","SSB",1656.33
"2016","2023","Herring","SSB",1935.96
"2017","2023","Herring","SSB",1820
"2018","2023","Herring","SSB",1613.58
"2019","2023","Herring","SSB",1367.16
"2020","2023","Herring","SSB",1285.91
"2021","2023","Herring","SSB",1258.51
"2022","2023","Herring","SSB",1278.23
"1974","2020","Mackerel","SSB",4957.13
"1975","2020","Mackerel","SSB",4764.71
"1976","2020","Mackerel","SSB",4532.97
"1977","2020","Mackerel","SSB",4362.29
"1978","2020","Mackerel","SSB",4268.48
"1979","2020","Mackerel","SSB",3763.67
"1980","2020","Mackerel","SSB",2690.86
"1981","2020","Mackerel","SSB",2440.55
"1982","2020","Mackerel","SSB",2438.51
"1983","2020","Mackerel","SSB",2612.11
"1984","2020","Mackerel","SSB",2631.4
"1985","2020","Mackerel","SSB",2512.42
"1986","2020","Mackerel","SSB",2595.4
"1987","2020","Mackerel","SSB",2624.37
"1988","2020","Mackerel","SSB",2606.3
"1989","2020","Mackerel","SSB",2479.73
"1990","2020","Mackerel","SSB",2634.6
"1991","2020","Mackerel","SSB",2749.58
"1992","2020","Mackerel","SSB",2702.09
"1993","2020","Mackerel","SSB",2583.59
"1994","2020","Mackerel","SSB",2519.62
"1995","2020","Mackerel","SSB",2542.09
"1996","2020","Mackerel","SSB",2430.78
"1997","2020","Mackerel","SSB",2446.9
"1998","2020","Mackerel","SSB",2445.27
"1999","2020","Mackerel","SSB",2390
"2000","2020","Mackerel","SSB",2254.14
"2001","2020","Mackerel","SSB",2099.08
"2002","2020","Mackerel","SSB",1800.05
"2003","2020","Mackerel","SSB",1754.68
"2004","2020","Mackerel","SSB",2050.23
"2005","2020","Mackerel","SSB",1974
"2006","2020","Mackerel","SSB",2202.64
"2007","2020","Mackerel","SSB",2672.53
"2008","2020","Mackerel","SSB",3183.33
"2009","2020","Mackerel","SSB",3745.5
"2010","2020","Mackerel","SSB",4196.37
"2011","2020","Mackerel","SSB",4867.42
"2012","2020","Mackerel","SSB",5046.22
"2013","2020","Mackerel","SSB",5383.14
"2014","2020","Mackerel","SSB",5436.77
"2015","2020","Mackerel","SSB",5454.26
"2016","2020","Mackerel","SSB",5264.45
"2017","2020","Mackerel","SSB",4593.44
"2018","2020","Mackerel","SSB",4388.13
"2019","2020","Mackerel","SSB",4233.77
"1974","2023","Mackerel","SSB",4984.06
"1975","2023","Mackerel","SSB",4805.34
"1976","2023","Mackerel","SSB",4598.69
"1977","2023","Mackerel","SSB",4433.47
"1978","2023","Mackerel","SSB",4326.83
"1979","2023","Mackerel","SSB",3815.47
"1980","2023","Mackerel","SSB",2752.84
"1981","2023","Mackerel","SSB",2513.11
"1982","2023","Mackerel","SSB",2511.72
"1983","2023","Mackerel","SSB",2667.09
"1984","2023","Mackerel","SSB",2679.15
"1985","2023","Mackerel","SSB",2564.29
"1986","2023","Mackerel","SSB",2634.35
"1987","2023","Mackerel","SSB",2658.08
"1988","2023","Mackerel","SSB",2650.09
"1989","2023","Mackerel","SSB",2529.7
"1990","2023","Mackerel","SSB",2693.14
"1991","2023","Mackerel","SSB",2814.76
"1992","2023","Mackerel","SSB",2776.65
"1993","2023","Mackerel","SSB",2645.97
"1994","2023","Mackerel","SSB",2559.76
"1995","2023","Mackerel","SSB",2564.37
"1996","2023","Mackerel","SSB",2436.34
"1997","2023","Mackerel","SSB",2460.08
"1998","2023","Mackerel","SSB",2448.23
"1999","2023","Mackerel","SSB",2386.92
"2000","2023","Mackerel","SSB",2250.3
"2001","2023","Mackerel","SSB",2091.7
"2002","2023","Mackerel","SSB",1801.28
"2003","2023","Mackerel","SSB",1801.32
"2004","2023","Mackerel","SSB",2149.32
"2005","2023","Mackerel","SSB",2081.54
"2006","2023","Mackerel","SSB",2337.89
"2007","2023","Mackerel","SSB",2845.52
"2008","2023","Mackerel","SSB",3411.27
"2009","2023","Mackerel","SSB",4009.39
"2010","2023","Mackerel","SSB",4545.86
"2011","2023","Mackerel","SSB",5274.91
"2012","2023","Mackerel","SSB",5438.27
"2013","2023","Mackerel","SSB",5807.49
"2014","2023","Mackerel","SSB",5926.89
"2015","2023","Mackerel","SSB",6013.51
"2016","2023","Mackerel","SSB",5710.8
"2017","2023","Mackerel","SSB",4992.28
"2018","2023","Mackerel","SSB",4520.59
"2019","2023","Mackerel","SSB",4208.83
"2020","2023","Mackerel","SSB",4010.84
"2021","2023","Mackerel","SSB",3850.73
"2022","2023","Mackerel","SSB",3708.03
"1974","2020","N.sandeel","SSB",238.803
"1975","2020","N.sandeel","SSB",290.958
"1976","2020","N.sandeel","SSB",158.872
"1977","2020","N.sandeel","SSB",158.065
"1978","2020","N.sandeel","SSB",140.476
"1979","2020","N.sandeel","SSB",147.696
"1980","2020","N.sandeel","SSB",279.956
"1981","2020","N.sandeel","SSB",264.406
"1982","2020","N.sandeel","SSB",145.376
"1983","2020","N.sandeel","SSB",136.481
"1984","2020","N.sandeel","SSB",215.793
"1985","2020","N.sandeel","SSB",308.733
"1986","2020","N.sandeel","SSB",181.94
"1987","2020","N.sandeel","SSB",252.088
"1988","2020","N.sandeel","SSB",322.344
"1989","2020","N.sandeel","SSB",177.446
"1990","2020","N.sandeel","SSB",156.73
"1991","2020","N.sandeel","SSB",164.436
"1992","2020","N.sandeel","SSB",129.624
"1993","2020","N.sandeel","SSB",231.635
"1994","2020","N.sandeel","SSB",280.174
"1995","2020","N.sandeel","SSB",259.477
"1996","2020","N.sandeel","SSB",347.349
"1997","2020","N.sandeel","SSB",260.469
"1998","2020","N.sandeel","SSB",509.983
"1999","2020","N.sandeel","SSB",228.531
"2000","2020","N.sandeel","SSB",170.206
"2001","2020","N.sandeel","SSB",138.121
"2002","2020","N.sandeel","SSB",118.343
"2003","2020","N.sandeel","SSB",84.3047
"2004","2020","N.sandeel","SSB",42.7072
"2005","2020","N.sandeel","SSB",47.3176
"2006","2020","N.sandeel","SSB",41.7156
"2007","2020","N.sandeel","SSB",78.2357
"2008","2020","N.sandeel","SSB",131.622
"2009","2020","N.sandeel","SSB",96.316
"2010","2020","N.sandeel","SSB",243.193
"2011","2020","N.sandeel","SSB",307.046
"2012","2020","N.sandeel","SSB",187.495
"2013","2020","N.sandeel","SSB",83.7322
"2014","2020","N.sandeel","SSB",187.371
"2015","2020","N.sandeel","SSB",170.501
"2016","2020","N.sandeel","SSB",251.557
"2017","2020","N.sandeel","SSB",180.255
"2018","2020","N.sandeel","SSB",502.607
"2019","2020","N.sandeel","SSB",303.815
"1974","2023","N.sandeel","SSB",385.592
"1975","2023","N.sandeel","SSB",534.877
"1976","2023","N.sandeel","SSB",293.552
"1977","2023","N.sandeel","SSB",227.633
"1978","2023","N.sandeel","SSB",216.423
"1979","2023","N.sandeel","SSB",267.899
"1980","2023","N.sandeel","SSB",451.799
"1981","2023","N.sandeel","SSB",428.777
"1982","2023","N.sandeel","SSB",320.558
"1983","2023","N.sandeel","SSB",321.661
"1984","2023","N.sandeel","SSB",454.017
"1985","2023","N.sandeel","SSB",496.789
"1986","2023","N.sandeel","SSB",457.862
"1987","2023","N.sandeel","SSB",452.513
"1988","2023","N.sandeel","SSB",419.278
"1989","2023","N.sandeel","SSB",305.981
"1990","2023","N.sandeel","SSB",224.994
"1991","2023","N.sandeel","SSB",171.291
"1992","2023","N.sandeel","SSB",218.733
"1993","2023","N.sandeel","SSB",290.68
"1994","2023","N.sandeel","SSB",359.167
"1995","2023","N.sandeel","SSB",279.014
"1996","2023","N.sandeel","SSB",321.26
"1997","2023","N.sandeel","SSB",301.827
"1998","2023","N.sandeel","SSB",681.322
"1999","2023","N.sandeel","SSB",379.035
"2000","2023","N.sandeel","SSB",346.671
"2001","2023","N.sandeel","SSB",278.714
"2002","2023","N.sandeel","SSB",165.687
"2003","2023","N.sandeel","SSB",92.7101
"2004","2023","N.sandeel","SSB",52.1365
"2005","2023","N.sandeel","SSB",36.9136
"2006","2023","N.sandeel","SSB",43.3536
"2007","2023","N.sandeel","SSB",67.4199
"2008","2023","N.sandeel","SSB",76.0102
"2009","2023","N.sandeel","SSB",39.3987
"2010","2023","N.sandeel","SSB",94.6236
"2011","2023","N.sandeel","SSB",136.632
"2012","2023","N.sandeel","SSB",72.4427
"2013","2023","N.sandeel","SSB",54.2765
"2014","2023","N.sandeel","SSB",89.4309
"2015","2023","N.sandeel","SSB",94.5262
"2016","2023","N.sandeel","SSB",118.685
"2017","2023","N.sandeel","SSB",119.706
"2018","2023","N.sandeel","SSB",391.4
"2019","2023","N.sandeel","SSB",242.547
"2020","2023","N.sandeel","SSB",248.3
"2021","2023","N.sandeel","SSB",277.139
"2022","2023","N.sandeel","SSB",142.579
"1974","2020","Nor.pout","SSB",285.578
"1975","2020","Nor.pout","SSB",282.191
"1976","2020","Nor.pout","SSB",351.542
"1977","2020","Nor.pout","SSB",346.883
"1978","2020","Nor.pout","SSB",307.003
"1979","2020","Nor.pout","SSB",256.856
"1980","2020","Nor.pout","SSB",374.639
"1981","2020","Nor.pout","SSB",292.108
"1982","2020","Nor.pout","SSB",167.367
"1983","2020","Nor.pout","SSB",243.727
"1984","2020","Nor.pout","SSB",248.626
"1985","2020","Nor.pout","SSB",170.764
"1986","2020","Nor.pout","SSB",88.7485
