Year Quarter.no Area Predator.no Size.model Predator.length.class Predator.length Predator.length.mean  Predator.size Prey.no Prey.length.class Prey.length.mean Prey.weight Prey.size size.ratio N.haul alfa0 stomcon stomcon.input use_like use_avail stom.type  Y YQ YQP YQPL YQPLP YQPLPL
1981 1 1 4 0 9 500 500 5 17 3 115 0.01249 0.01249 0.002498 50 -34.48 0.0140736 0.0140736 1 1 1 1 1 4 4 22 3
1981 1 1 4 0 9 500 500 5 18 3 116 0.01264 0.01264 0.002528 50 -34.48 0.0143822 0.0143822 1 1 1 1 1 4 4 23 3
1981 1 1 4 0 9 500 500 5 21 3 126 0.01917 0.01917 0.003834 50 -34.48 0.0439961 0.00754393 1 1 1 1 1 4 4 24 3
1981 1 1 4 0 9 500 500 5 21 4 163 0.04235 0.04235 0.00847 50 -34.48 0 0.0114293 0 1 1 1 1 4 4 24 4
1981 1 1 4 0 9 500 500 5 21 5 217 0.1012 0.1012 0.02024 50 -34.48 0 0.0250228 0 1 1 1 1 4 4 24 5
1981 1 1 4 0 9 500 500 5 22 2 87 0.0019 0.0019 0.00038 50 -34.48 0.00474709 0.00051738 1 1 1 1 1 4 4 25 2
1981 1 1 4 0 9 500 500 5 22 3 115 0.00481 0.00481 0.000962 50 -34.48 0 0.00422971 0 1 1 1 1 4 4 25 3
1981 1 1 4 0 9 500 500 5 23 2 87 0.0019 0.0019 0.00038 50 -34.48 0.00474709 0.00051738 1 1 1 1 1 4 4 26 2
1981 1 1 4 0 9 500 500 5 23 3 115 0.00481 0.00481 0.000962 50 -34.48 0 0.00422971 0 1 1 1 1 4 4 26 3
1981 1 1 4 0 9 500 500 5 25 1 56 0.00152 0.00152 0.000304 50 -34.48 0.0884995 0.010846 1 1 1 1 1 4 4 27 1
1981 1 1 4 0 9 500 500 5 25 2 80 0.00467 0.00467 0.000934 50 -34.48 0 0.0519358 0 1 1 1 1 4 4 27 2
1981 1 1 4 0 9 500 500 5 25 3 100 0.00914 0.00914 0.001828 50 -34.48 0 0.0257178 0 1 1 1 1 4 4 27 3
1981 1 1 5 0 9 500 500 5 0 0 9999 -1 -1 -0.2 50 -34.48 0.843628 0.843628 1 1 1 1 1 5 5 28 0
1981 1 1 5 0 9 500 500 5 16 3 110 0.01423 0.01423 0.002846 50 -34.48 0.0118152 0.0118152 1 1 1 1 1 5 5 29 3
1981 1 1 5 0 9 500 500 5 17 3 115 0.01249 0.01249 0.002498 50 -34.48 0.013008 0.013008 1 1 1 1 1 5 5 30 3
1981 1 1 5 0 9 500 500 5 18 3 116 0.01264 0.01264 0.002528 50 -34.48 0.0132933 0.0132933 1 1 1 1 1 5 5 31 3
1981 1 1 5 0 9 500 500 5 21 4 163 0.04201 0.04201 0.008402 50 -34.48 0.00802266 0.00151898 1 1 1 1 1 5 5 32 4
1981 1 1 5 0 9 500 500 5 21 5 221 0.10787 0.10787 0.021574 50 -34.48 0 0.00454718 0 1 1 1 1 5 5 32 5
1981 1 1 5 0 9 500 500 5 21 6 258 0.17257 0.17257 0.034514 50 -34.48 0 0.0019565 0 1 1 1 1 5 5 32 6
1981 1 1 5 0 9 500 500 5 22 2 86 0.00186 0.00186 0.000372 50 -34.48 0.0443815 0.00498833 1 1 1 1 1 5 5 33 2
1981 1 1 5 0 9 500 500 5 22 3 115 0.00482 0.00482 0.000964 50 -34.48 0 0.0393931 0 1 1 1 1 5 5 33 3
1981 1 1 5 0 9 500 500 5 23 2 86 0.00186 0.00186 0.000372 50 -34.48 0.0443815 0.00498833 1 1 1 1 1 5 5 34 2
1981 1 1 5 0 9 500 500 5 23 3 115 0.00482 0.00482 0.000964 50 -34.48 0 0.0393931 0 1 1 1 1 5 5 34 3
1981 1 1 5 0 9 500 500 5 24 2 88 0.00714 0.00714 0.001428 50 -34.48 0.0132834 0.00148725 1 1 1 1 1 5 5 35 2
1981 1 1 5 0 9 500 500 5 24 3 107 0.01305 0.01305 0.00261 50 -34.48 0 0.0117961 0 1 1 1 1 5 5 35 3
1981 1 1 5 0 9 500 500 5 25 1 56 0.00152 0.00152 0.000304 50 -34.48 0.00818614 0.00099591 1 1 1 1 1 5 5 36 1
1981 1 1 5 0 9 500 500 5 25 2 80 0.00467 0.00467 0.000934 50 -34.48 0 0.00480893 0 1 1 1 1 5 5 36 2
1981 1 1 5 0 9 500 500 5 25 3 100 0.00914 0.00914 0.001828 50 -34.48 0 0.0023813 0 1 1 1 1 5 5 36 3
1981 1 1 6 0 9 500 500 5 0 0 9999 -1 -1 -0.2 50 -9.32 0.800027 0.800027 1 1 1 1 1 6 6 37 0
1981 1 1 6 0 9 500 500 5 21 4 163 0.04236 0.04236 0.008472 50 -9.32 0.199973 0.0362543 1 1 1 1 1 6 6 38 4
1981 1 1 6 0 9 500 500 5 21 5 221 0.10772 0.10772 0.021544 50 -9.32 0 0.104134 0 1 1 1 1 6 6 38 5
1981 1 1 6 0 9 500 500 5 21 6 263 0.18213 0.18213 0.036426 50 -9.32 0 0.0570486 0 1 1 1 1 6 6 38 6
1981 1 1 6 0 9 500 500 5 21 7 302 0.27808 0.27808 0.055616 50 -9.32 0 0.00253609 0 1 1 1 1 6 6 38 7
1981 1 1 7 0 9 500 500 5 0 0 9999 -1 -1 -0.2 50 -21.56 0.10036 0.10036 1 1 1 1 1 7 7 39 0
1981 1 1 7 0 9 500 500 5 21 2 87 0.00594 0.00594 0.001188 50 -21.56 0.187578 0.0659573 1 1 1 1 1 7 7 40 2
1981 1 1 7 0 9 500 500 5 21 3 100 0.00914 0.00914 0.001828 50 -21.56 0 0.121621 0 1 1 1 1 7 7 40 3
1981 1 1 7 0 9 500 500 5 22 2 86 0.00186 0.00186 0.000372 50 -21.56 0.356031 0.0331149 1 1 1 1 1 7 7 41 2
1981 1 1 7 0 9 500 500 5 22 3 115 0.00482 0.00482 0.000964 50 -21.56 0 0.26172 0 1 1 1 1 7 7 41 3
1981 1 1 7 0 9 500 500 5 22 4 157 0.01243 0.01243 0.002486 50 -21.56 0 0.0611963 0 1 1 1 1 7 7 41 4
1981 1 1 7 0 9 500 500 5 23 2 86 0.00186 0.00186 0.000372 50 -21.56 0.356031 0.0331149 1 1 1 1 1 7 7 42 2
1981 1 1 7 0 9 500 500 5 23 3 115 0.00482 0.00482 0.000964 50 -21.56 0 0.26172 0 1 1 1 1 7 7 42 3
1981 1 1 7 0 9 500 500 5 23 4 157 0.01243 0.01243 0.002486 50 -21.56 0 0.0611963 0 1 1 1 1 7 7 42 4
1981 1 1 8 0 9 500 500 5 0 0 9999 -1 -1 -0.2 50 -34.48 0.180978 0.180978 1 1 1 1 1 8 8 43 0
1981 1 1 8 0 9 500 500 5 17 3 131 0.01824 0.01824 0.003648 50 -34.48 0.0157343 0.0032236 1 1 1 1 1 8 8 44 3
1981 1 1 8 0 9 500 500 5 17 4 166 0.03722 0.03722 0.007444 50 -34.48 0 0.0101435 0 1 1 1 1 8 8 44 4
1981 1 1 8 0 9 500 500 5 17 5 200 0.06302 0.06302 0.012604 50 -34.48 0 0.0023672 0 1 1 1 1 8 8 44 5
1981 1 1 8 0 9 500 500 5 21 2 87 0.00594 0.00594 0.001188 50 -34.48 0.537726 0.189078 1 1 1 1 1 8 8 45 2
1981 1 1 8 0 9 500 500 5 21 3 100 0.00914 0.00914 0.001828 50 -34.48 0 0.348648 0 1 1 1 1 8 8 45 3
1981 1 1 8 0 9 500 500 5 22 2 70 0.00095 0.00095 0.00019 50 -34.48 0.0514259 0.0514259 1 1 1 1 1 8 8 46 2
1981 1 1 8 0 9 500 500 5 23 2 70 0.00095 0.00095 0.00019 50 -34.48 0.0514259 0.0514259 1 1 1 1 1 8 8 47 2
1981 1 1 8 0 9 500 500 5 24 2 88 0.00714 0.00714 0.001428 50 -34.48 0.0158187 0.00162679 1 1 1 1 1 8 8 48 2
1981 1 1 8 0 9 500 500 5 24 3 109 0.01359 0.01359 0.002718 50 -34.48 0 0.0141919 0 1 1 1 1 8 8 48 3
1981 1 1 8 0 9 500 500 5 25 1 56 0.00152 0.00152 0.000304 50 -34.48 0.146891 0.0723608 1 1 1 1 1 8 8 49 1
1981 1 1 8 0 9 500 500 5 25 2 70 0.00304 0.00304 0.000608 50 -34.48 0 0.0745306 0 1 1 1 1 8 8 49 2
1981 1 1 16 0 4 150 175 0.0524575 0 0 9999 9999 9999 190611 47 16.35 0.966585 0.966585 1 1 1 1 1 9 9 50 0
1981 1 1 16 0 4 150 175 0.0524575 23 2 85 0.00214 0.00214 0.0407949 47 16.35 0.00368482 0.00368482 1 1 1 1 1 9 9 51 2
1981 1 1 16 0 4 150 175 0.0524575 25 2 85 0.00442 0.00442 0.0842586 47 16.35 0.02973 0.02973 1 1 1 1 1 9 9 52 2
1981 1 1 16 0 5 200 225 0.107558 0 0 9999 9999 9999 92963.4 68 17.46 0.870916 0.870916 1 1 1 1 1 9 10 53 0
1981 1 1 16 0 5 200 225 0.107558 23 2 85 0.00214 0.00214 0.0198962 68 17.46 0.0117685 0.00589191 1 1 1 1 1 9 10 54 2
1981 1 1 16 0 5 200 225 0.107558 23 3 125 0.00697 0.00697 0.064802 68 17.46 0 0.00587662 0 1 1 1 1 9 10 54 3
1981 1 1 16 0 5 200 225 0.107558 24 2 85 0.00513 0.00513 0.047695 68 17.46 0.0110949 0.0110949 1 1 1 1 1 9 10 55 2
1981 1 1 16 0 5 200 225 0.107558 25 1 60 0.00132 0.00132 0.0122724 68 17.46 0.10622 0.0315113 1 1 1 1 1 9 10 56 1
1981 1 1 16 0 5 200 225 0.107558 25 2 85 0.00442 0.00442 0.0410939 68 17.46 0 0.0747092 0 1 1 1 1 9 10 56 2
1981 1 1 16 0 6 250 275 0.190828 0 0 9999 9999 9999 52398.1 75 73 0.910555 0.910555 1 1 1 1 1 9 11 57 0
1981 1 1 16 0 6 250 275 0.190828 21 3 125 0.01822 0.01822 0.0954788 75 73 0.00440528 0.00440528 1 1 1 1 1 9 11 58 3
1981 1 1 16 0 6 250 275 0.190828 22 2 85 0.00214 0.00214 0.0112143 75 73 0.00142103 0.00142103 1 1 1 1 1 9 11 59 2
1981 1 1 16 0 6 250 275 0.190828 23 2 85 0.00214 0.00214 0.0112143 75 73 0.00199385 0.00199385 1 1 1 1 1 9 11 60 2
1981 1 1 16 0 6 250 275 0.190828 24 2 85 0.00513 0.00513 0.0268829 75 73 0.039042 0.039042 1 1 1 1 1 9 11 61 2
1981 1 1 16 0 6 250 275 0.190828 25 1 60 0.00132 0.00132 0.00691724 75 73 0.0425832 0.00948752 1 1 1 1 1 9 11 62 1
1981 1 1 16 0 6 250 275 0.190828 25 2 85 0.00442 0.00442 0.0231623 75 73 0 0.0194312 0 1 1 1 1 9 11 62 2
1981 1 1 16 0 6 250 275 0.190828 25 3 125 0.01686 0.01686 0.088352 75 73 0 0.0136645 0 1 1 1 1 9 11 62 3
1981 1 1 16 0 7 300 350 0.380085 0 0 9999 9999 9999 26307.3 95 150.35 0.76951 0.76951 1 1 1 1 1 9 12 63 0
1981 1 1 16 0 7 300 350 0.380085 16 3 125 0.02008 0.02008 0.0528303 95 150.35 0.00194567 0.00194567 1 1 1 1 1 9 12 64 3
1981 1 1 16 0 7 300 350 0.380085 17 3 125 0.01577 0.01577 0.0414907 95 150.35 0.0502581 0.035702 1 1 1 1 1 9 12 65 3
1981 1 1 16 0 7 300 350 0.380085 17 4 175 0.04249 0.04249 0.111791 95 150.35 0 0.0145561 0 1 1 1 1 9 12 65 4
1981 1 1 16 0 7 300 350 0.380085 18 3 125 0.0154 0.0154 0.0405173 95 150.35 0.0175209 0.0175209 1 1 1 1 1 9 12 66 3
1981 1 1 16 0 7 300 350 0.380085 21 3 125 0.01822 0.01822 0.0479366 95 150.35 0.00890625 0.00890625 1 1 1 1 1 9 12 67 3
1981 1 1 16 0 7 300 350 0.380085 22 2 85 0.00214 0.00214 0.00563032 95 150.35 0.0171268 0.00183468 1 1 1 1 1 9 12 68 2
1981 1 1 16 0 7 300 350 0.380085 22 3 125 0.00697 0.00697 0.018338 95 150.35 0 0.00881199 0 1 1 1 1 9 12 68 3
1981 1 1 16 0 7 300 350 0.380085 22 4 175 0.01951 0.01951 0.0513306 95 150.35 0 0.00168846 0 1 1 1 1 9 12 68 4
1981 1 1 16 0 7 300 350 0.380085 22 5 225 0.04209 0.04209 0.110738 95 150.35 0 0.00479172 0 1 1 1 1 9 12 68 5
1981 1 1 16 0 7 300 350 0.380085 23 2 85 0.00214 0.00214 0.00563032 95 150.35 0.0194857 0.00176185 1 1 1 1 1 9 12 69 2
1981 1 1 16 0 7 300 350 0.380085 23 3 125 0.00697 0.00697 0.018338 95 150.35 0 0.0163426 0 1 1 1 1 9 12 69 3
1981 1 1 16 0 7 300 350 0.380085 23 4 175 0.01951 0.01951 0.0513306 95 150.35 0 0.00138117 0 1 1 1 1 9 12 69 4
1981 1 1 16 0 7 300 350 0.380085 24 2 85 0.00513 0.00513 0.013497 95 150.35 0.026938 0.0117538 1 1 1 1 1 9 12 70 2
1981 1 1 16 0 7 300 350 0.380085 24 3 125 0.01648 0.01648 0.0433587 95 150.35 0 0.0151842 0 1 1 1 1 9 12 70 3
1981 1 1 16 0 7 300 350 0.380085 25 1 60 0.00132 0.00132 0.00347291 95 150.35 0.0883089 0.00227426 1 1 1 1 1 9 12 71 1
1981 1 1 16 0 7 300 350 0.380085 25 2 85 0.00442 0.00442 0.011629 95 150.35 0 0.0332744 0 1 1 1 1 9 12 71 2
1981 1 1 16 0 7 300 350 0.380085 25 3 125 0.01686 0.01686 0.0443585 95 150.35 0 0.0527603 0 1 1 1 1 9 12 71 3
1981 1 1 16 0 8 400 450 0.779323 0 0 9999 9999 9999 12830.4 68 104.82 0.792329 0.792329 1 1 1 1 1 9 13 72 0
1981 1 1 16 0 8 400 450 0.779323 16 3 125 0.02008 0.02008 0.025766 68 104.82 0.00290374 0.00139746 1 1 1 1 1 9 13 73 3
1981 1 1 16 0 8 400 450 0.779323 16 4 175 0.05252 0.05252 0.0673918 68 104.82 0 0.00150628 0 1 1 1 1 9 13 73 4
1981 1 1 16 0 8 400 450 0.779323 17 3 125 0.01577 0.01577 0.0202355 68 104.82 0.0371161 0.0101186 1 1 1 1 1 9 13 74 3
1981 1 1 16 0 8 400 450 0.779323 17 4 175 0.04249 0.04249 0.0545217 68 104.82 0 0.00205227 0 1 1 1 1 9 13 74 4
1981 1 1 16 0 8 400 450 0.779323 17 5 225 0.08908 0.08908 0.114304 68 104.82 0 0.0249452 0 1 1 1 1 9 13 74 5
1981 1 1 16 0 8 400 450 0.779323 18 3 125 0.0154 0.0154 0.0197607 68 104.82 0.0356393 0.0237961 1 1 1 1 1 9 13 75 3
1981 1 1 16 0 8 400 450 0.779323 18 4 175 0.03987 0.03987 0.0511598 68 104.82 0 0.0118432 0 1 1 1 1 9 13 75 4
1981 1 1 16 0 8 400 450 0.779323 21 2 85 0.00553 0.00553 0.0070959 68 104.82 0.0239719 0.00039965 1 1 1 1 1 9 13 76 2
1981 1 1 16 0 8 400 450 0.779323 21 3 125 0.01822 0.01822 0.0233793 68 104.82 0 0.0186709 0 1 1 1 1 9 13 76 3
1981 1 1 16 0 8 400 450 0.779323 21 4 175 0.05155 0.05155 0.0661472 68 104.82 0 1e-06 0 1 2 1 1 9 13 76 4
1981 1 1 16 0 8 400 450 0.779323 21 5 225 0.11207 0.11207 0.143804 68 104.82 0 1e-06 0 1 2 1 1 9 13 76 5
1981 1 1 16 0 8 400 450 0.779323 21 6 275 0.20837 0.20837 0.267373 68 104.82 0 0.00489935 0 1 1 1 1 9 13 76 6
1981 1 1 16 0 8 400 450 0.779323 22 2 85 0.00214 0.00214 0.00274597 68 104.82 0.0157471 0.00188674 1 1 1 1 1 9 13 77 2
1981 1 1 16 0 8 400 450 0.779323 22 3 125 0.00697 0.00697 0.00894366 68 104.82 0 0.00708542 0 1 1 1 1 9 13 77 3
1981 1 1 16 0 8 400 450 0.779323 22 4 175 0.01951 0.01951 0.0250346 68 104.82 0 0.00317575 0 1 1 1 1 9 13 77 4
1981 1 1 16 0 8 400 450 0.779323 22 5 225 0.04209 0.04209 0.0540084 68 104.82 0 0.00359919 0 1 1 1 1 9 13 77 5
1981 1 1 16 0 8 400 450 0.779323 23 2 85 0.00214 0.00214 0.00274597 68 104.82 0.0118924 0.0043822 1 1 1 1 1 9 13 78 2
1981 1 1 16 0 8 400 450 0.779323 23 3 125 0.00697 0.00697 0.00894366 68 104.82 0 0.00645042 0 1 1 1 1 9 13 78 3
1981 1 1 16 0 8 400 450 0.779323 23 4 175 0.01951 0.01951 0.0250346 68 104.82 0 0.00105983 0 1 1 1 1 9 13 78 4
1981 1 1 16 0 8 400 450 0.779323 24 2 85 0.00513 0.00513 0.00658264 68 104.82 0.0321286 0.00567647 1 1 1 1 1 9 13 79 2
1981 1 1 16 0 8 400 450 0.779323 24 3 125 0.01648 0.01648 0.0211466 68 104.82 0 0.0223344 0 1 1 1 1 9 13 79 3
1981 1 1 16 0 8 400 450 0.779323 24 4 175 0.04559 0.04559 0.0584995 68 104.82 0 0.00411772 0 1 1 1 1 9 13 79 4
1981 1 1 16 0 8 400 450 0.779323 25 1 60 0.00132 0.00132 0.00169378 68 104.82 0.0482715 0.0051266 1 1 1 1 1 9 13 80 1
1981 1 1 16 0 8 400 450 0.779323 25 2 85 0.00442 0.00442 0.00567159 68 104.82 0 0.0156381 0 1 1 1 1 9 13 80 2
1981 1 1 16 0 8 400 450 0.779323 25 3 125 0.01686 0.01686 0.0216342 68 104.82 0 0.0275068 0 1 1 1 1 9 13 80 3
1981 1 1 16 0 9 500 600 1.77288 0 0 9999 9999 9999 5639.97 89 94.07 0.499807 0.499807 1 1 1 1 1 9 14 81 0
1981 1 1 16 0 9 500 600 1.77288 16 3 125 0.02008 0.02008 0.0113262 89 94.07 0.0206656 0.00109874 1 1 1 1 1 9 14 82 3
1981 1 1 16 0 9 500 600 1.77288 16 4 175 0.05252 0.05252 0.0296241 89 94.07 0 0.0013853 0 1 1 1 1 9 14 82 4
1981 1 1 16 0 9 500 600 1.77288 16 5 225 0.10769 0.10769 0.0607429 89 94.07 0 0.0028045 0 1 1 1 1 9 14 82 5
1981 1 1 16 0 9 500 600 1.77288 16 6 275 0.19106 0.19106 0.107768 89 94.07 0 0.0123111 0 1 1 1 1 9 14 82 6
1981 1 1 16 0 9 500 600 1.77288 16 7 350 0.38055 0.38055 0.21465 89 94.07 0 0.00306597 0 1 1 1 1 9 14 82 7
1981 1 1 16 0 9 500 600 1.77288 17 3 125 0.01577 0.01577 0.00889512 89 94.07 0.154171 0.00933869 1 1 1 1 1 9 14 83 3
1981 1 1 16 0 9 500 600 1.77288 17 4 175 0.04249 0.04249 0.0239666 89 94.07 0 0.0187577 0 1 1 1 1 9 14 83 4
1981 1 1 16 0 9 500 600 1.77288 17 5 225 0.08908 0.08908 0.0502459 89 94.07 0 0.0573074 0 1 1 1 1 9 14 83 5
1981 1 1 16 0 9 500 600 1.77288 17 6 275 0.16087 0.16087 0.0907393 89 94.07 0 0.0404139 0 1 1 1 1 9 14 83 6
1981 1 1 16 0 9 500 600 1.77288 17 7 350 0.32734 0.32734 0.184637 89 94.07 0 0.0283529 0 1 1 1 1 9 14 83 7
1981 1 1 16 0 9 500 600 1.77288 18 3 125 0.0154 0.0154 0.00868642 89 94.07 0.0868463 0.0149512 1 1 1 1 1 9 14 84 3
1981 1 1 16 0 9 500 600 1.77288 18 4 175 0.03987 0.03987 0.0224888 89 94.07 0 0.0314903 0 1 1 1 1 9 14 84 4
1981 1 1 16 0 9 500 600 1.77288 18 5 225 0.08114 0.08114 0.0457673 89 94.07 0 0.0349357 0 1 1 1 1 9 14 84 5
1981 1 1 16 0 9 500 600 1.77288 18 6 275 0.14308 0.14308 0.0807047 89 94.07 0 0.00546915 0 1 1 1 1 9 14 84 6
1981 1 1 16 0 9 500 600 1.77288 21 3 125 0.01822 0.01822 0.0102771 89 94.07 0.0633333 0.00691244 1 1 1 1 1 9 14 85 3
1981 1 1 16 0 9 500 600 1.77288 21 4 175 0.05155 0.05155 0.0290769 89 94.07 0 0.0203488 0 1 1 1 1 9 14 85 4
1981 1 1 16 0 9 500 600 1.77288 21 5 225 0.11207 0.11207 0.0632135 89 94.07 0 0.0111062 0 1 1 1 1 9 14 85 5
1981 1 1 16 0 9 500 600 1.77288 21 6 275 0.20837 0.20837 0.117532 89 94.07 0 0.0249659 0 1 1 1 1 9 14 85 6
1981 1 1 16 0 9 500 600 1.77288 22 2 85 0.00214 0.00214 0.00120707 89 94.07 0.0548155 0.00764449 1 1 1 1 1 9 14 86 2
1981 1 1 16 0 9 500 600 1.77288 22 3 125 0.00697 0.00697 0.00393145 89 94.07 0 0.0113321 0 1 1 1 1 9 14 86 3
1981 1 1 16 0 9 500 600 1.77288 22 4 175 0.01951 0.01951 0.0110047 89 94.07 0 0.0134741 0 1 1 1 1 9 14 86 4
1981 1 1 16 0 9 500 600 1.77288 22 5 225 0.04209 0.04209 0.023741 89 94.07 0 0.0223648 0 1 1 1 1 9 14 86 5
1981 1 1 16 0 9 500 600 1.77288 23 2 85 0.00214 0.00214 0.00120707 89 94.07 0.00273992 1.535e-05 1 1 1 1 1 9 14 87 2
