"Predator","Year","Predator.no","Prey","Prey.no","eatenW"
"Birds",1974,1,"Cod",8,4.72527659698652
"Birds",1975,1,"Cod",8,5.33363982891666
"Birds",1976,1,"Cod",8,9.16023436381888
"Birds",1977,1,"Cod",8,8.5321109692547
"Birds",1978,1,"Cod",8,8.26767747285973
"Birds",1979,1,"Cod",8,7.5007670066101
"Birds",1980,1,"Cod",8,10.9540556433797
"Birds",1981,1,"Cod",8,13.0496600578423
"Birds",1982,1,"Cod",8,11.4338709940892
"Birds",1983,1,"Cod",8,10.114431990578
"Birds",1984,1,"Cod",8,10.0302363533563
"Birds",1985,1,"Cod",8,9.17433015426996
"Birds",1986,1,"Cod",8,9.00110629333196
"Birds",1987,1,"Cod",8,7.86581982165108
"Birds",1988,1,"Cod",8,6.7465732525957
"Birds",1989,1,"Cod",8,6.9988310649628
"Birds",1990,1,"Cod",8,5.67759244655924
"Birds",1991,1,"Cod",8,6.17609457932888
"Birds",1992,1,"Cod",8,5.36807695589006
"Birds",1993,1,"Cod",8,4.9318608777706
"Birds",1994,1,"Cod",8,5.16256252140164
"Birds",1995,1,"Cod",8,6.79338906183184
"Birds",1996,1,"Cod",8,8.36192176506258
"Birds",1997,1,"Cod",8,6.87946124494257
"Birds",1998,1,"Cod",8,3.77155155367693
"Birds",1999,1,"Cod",8,5.65405036966114
"Birds",2000,1,"Cod",8,3.94311902100845
"Birds",2001,1,"Cod",8,3.07936715395891
"Birds",2002,1,"Cod",8,3.31645168372069
"Birds",2003,1,"Cod",8,4.52477396690832
"Birds",2004,1,"Cod",8,3.87137594427402
"Birds",2005,1,"Cod",8,5.49704642867203
"Birds",2006,1,"Cod",8,5.53259869829748
"Birds",2007,1,"Cod",8,3.98860973565072
"Birds",2008,1,"Cod",8,3.65949263069798
"Birds",2009,1,"Cod",8,3.42794914670233
"Birds",2010,1,"Cod",8,3.9324144537453
"Birds",2011,1,"Cod",8,4.6402708187893
"Birds",2012,1,"Cod",8,6.15913560937168
"Birds",2013,1,"Cod",8,6.80368395412626
"Birds",2014,1,"Cod",8,3.64307759557056
"Birds",2015,1,"Cod",8,2.73692663535012
"Birds",2016,1,"Cod",8,3.08864079158048
"Birds",2017,1,"Cod",8,4.02759055235511
"Birds",2018,1,"Cod",8,2.38036910859985
"Birds",2019,1,"Cod",8,2.92420567337888
"Birds",2020,1,"Cod",8,3.70756949637857
"Birds",2021,1,"Cod",8,4.10255894409072
"Birds",2022,1,"Cod",8,4.7942609133065
"Amblyraja radiata",1974,2,"Cod",8,0.63045295446276
"Amblyraja radiata",1975,2,"Cod",8,0.45822752862744
"Amblyraja radiata",1976,2,"Cod",8,1.27214597373552
"Amblyraja radiata",1977,2,"Cod",8,0.98788584938056
"Amblyraja radiata",1978,2,"Cod",8,0.95798428532352
"Amblyraja radiata",1979,2,"Cod",8,1.0258115283728
"Amblyraja radiata",1980,2,"Cod",8,1.03818116015484
"Amblyraja radiata",1981,2,"Cod",8,1.79278596039114
"Amblyraja radiata",1982,2,"Cod",8,1.05849431847848
"Amblyraja radiata",1983,2,"Cod",8,2.201920514144
"Amblyraja radiata",1984,2,"Cod",8,2.227447751568
"Amblyraja radiata",1985,2,"Cod",8,2.1319041874806
"Amblyraja radiata",1986,2,"Cod",8,2.2891276161754
"Amblyraja radiata",1987,2,"Cod",8,5.4735129139626
"Amblyraja radiata",1988,2,"Cod",8,0.9218204891805
"Amblyraja radiata",1989,2,"Cod",8,2.804162879232
"Amblyraja radiata",1990,2,"Cod",8,2.0834396246196
"Amblyraja radiata",1991,2,"Cod",8,2.2922149098784
