"Predator","Quarter","Year","Area","Predator.length.class","Prey","Quarter.no","Predator.no","Size.model","Predator.length","Predator.length.mean","Predator.weight","Predator.size","Predator.available.food","Diri.p","Diri.sum.p","Diri.like","multinom.like","Prey.no","Prey.length.class","Prey.length.mean","Prey.weight","Prey.size","Prey.number.obs","Prey.number.prob","Obj.N.contrib","avail.prey.number.sum","N.haul","N.samples","stomcon","stomcon.hat","Residual","L.N.bar","Prey.avail","Prey.avail.part","Suit","Stom.var","obj.contrib","stom.input","stom.used.all","stom.used.like","stom.used.avail","stom.type","stan.residual","Pred.avail","stomcon.hat.part","Residual.part","pl.theta","pl.E","pl.Var","pl.sd","pl.res","pl.y","Composistional","ratio","split","Predator.sc","Prey.sc"
"Haddock","Q4",1981,1,4,"Other",4,18,0,150,175,0.0399004,0.0399004,10041000,18.1556,18.23,-0.777431,0,0,0,-1,-1,9999,0,0,0,0,85,85,0.977538,0.99592,-0.0183827,-1,1e+07,1e+07,1,0.000211291,0,0.977538,1,1,1,1,-1.2646454924975,10040964.9,0.995920222766639,-0.0183822227666386,4.66264399341744,84.6530992868897,394.707264914187,19.8672409990463,-0.0786404758952045,0.49972940702932,TRUE,3.99043904390439e-06,"1 1981 Q4 18 4","0150-0200","9999-9999"
"Haddock","Q4",1981,1,4,"N.sandeel",4,18,0,150,175,0.0399004,0.0399004,10041000,0.0743743,18.23,-0.777431,0,22,1,60,0.00074,0.00074,0,0,0,0,85,85,0.0224625,0.00407977,0.0183827,12882700,40964.9,40964.9,4.29706,0.000211291,0,0.0224625,1,1,1,1,1.2646454924975,10040964.9,0.00407977723336131,0.0183827227666387,4.66264399341744,0.346780883159627,1.61691580189623,1.27158004148234,1.22881105857784,0.947623316671664,TRUE,53.9194594594595,"1 1981 Q4 18 4","0150-0200","0050-0070"
"Haddock","Q4",1981,1,5,"Other",4,18,0,200,225,0.0811909,0.0811909,10332900,16.1716,16.71,-1.46128,0,0,0,-1,-1,9999,0,0,0,0,77,77,0.944606,0.967781,-0.0231755,-1,1e+07,1e+07,1,0.00176062,0,0.944606,1,1,1,1,-0.552327029618189,10332913,0.96778130232975,-0.0231753023297496,4.60801915020946,74.5190424895272,343.385174847014,18.5306550031836,-0.0962934385870697,0.494455791064447,TRUE,8.11990199019902e-06,"1 1981 Q4 18 5","0200-0250","9999-9999"
"Haddock","Q4",1981,1,5,"Nor.pout",4,18,0,200,225,0.0811909,0.0811909,10332900,0.538374,16.71,-1.46128,0,24,2,85,0.00513,0.00513,0,0,0,0,77,77,0.0553942,0.0322187,0.0231755,42205200,332913,332913,1.53761,0.00176062,0,0.0553942,1,1,1,1,0.552327029618189,10332913,0.0322186976702504,0.0231755023297496,4.60801915020946,2.48083770197487,11.4317476392618,3.38108675417562,0.527793525505156,0.810062015245329,TRUE,15.8266861598441,"1 1981 Q4 18 5","0200-0250","0070-0100"
"Haddock","Q4",1981,1,6,"Other",4,18,0,250,275,0.143174,0.143174,12051200,44.2115,53.28,-1.41332,0,0,0,-1,-1,9999,0,0,0,0,74,74,0.896908,0.829795,0.0671135,-1,1e+07,1e+07,1,0.00260198,0,0.896908,1,1,1,1,1.3157031396297,12051179.84,0.829794271827911,0.0671137281720892,1.38888888888889,61.4048611111111,85.2845293209877,9.23496233457331,0.537774893818055,0.716932927175615,TRUE,1.43188318831883e-05,"1 1981 Q4 18 6","0250-0300","9999-9999"
"Haddock","Q4",1981,1,6,"N.sandeel",4,18,0,250,275,0.143174,0.143174,12051200,2.24962,53.28,-1.41332,0,22,2,85,0.00214,0.00214,0,0,0,0,74,74,0.0666519,0.0422225,0.0244294,55333500,508831,508831,4.29706,0.000745022,0,0.0666519,1,1,1,1,0.895010750478454,12051179.84,0.0422225049128468,0.0244293950871532,1.38888888888889,3.12447222222222,4.33954475308642,2.0831573999788,0.86780210549437,0.830565065479806,TRUE,66.903738317757,"1 1981 Q4 18 6","0250-0300","0070-0100"
"Haddock","Q4",1981,1,6,"Nor.pout",4,18,0,250,275,0.143174,0.143174,12051200,6.81893,53.28,-1.41332,0,24,1,60,0.00179,0.00179,0,0,0,0,74,74,0.0364401,0.127983,-0.0915429,2679860,1542340,7375.84,1.53761,0.00205607,0,0.0131555,1,1,1,1,-2.01885774463391,12051179.84,0.000612042978191918,0.0125434570218081,1.38888888888889,9.47073611111111,13.153800154321,3.62681680738371,-1.86780007672839,0.00496644962143068,TRUE,79.9854748603352,"1 1981 Q4 18 6","0250-0300","0050-0070"
"Haddock","Q4",1981,1,6,"Nor.pout",4,18,0,250,275,0.143174,0.143174,12051200,0,53.28,-1.41332,0,24,2,85,0.00513,0.00513,0,0,0,0,74,74,0,0,0,42205200,0,332913,1.53761,0,0,0.00064488,1,0,1,1,NA,12051179.84,0.0276249300417045,-0.0269800500417045,1.38888888888889,0,0,0,NA,0,TRUE,27.9091617933723,"1 1981 Q4 18 6","0250-0300","0070-0100"
"Haddock","Q4",1981,1,6,"Nor.pout",4,18,0,250,275,0.143174,0.143174,12051200,0,53.28,-1.41332,0,24,3,125,0.01648,0.01648,0,0,0,0,74,74,0,0,0,47437400,0,1202060,1.53761,0,0,0.0226397,1,0,1,1,NA,12051179.84,0.0997462502393459,-0.0771065502393459,1.38888888888889,0,0,0,NA,0,TRUE,8.6877427184466,"1 1981 Q4 18 6","0250-0300","0100-0150"
"Haddock","Q4",1981,1,7,"Other",4,18,0,300,350,0.283093,0.283093,13867500,16.4702,22.84,-3.10372,0,0,0,-1,-1,9999,0,0,0,0,81,81,0.708118,0.721112,-0.012994,-1,1e+07,1e+07,1,0.00843579,0,0.708118,1,1,1,1,-0.141475091170008,13867468.9,0.721112127390457,-0.0129941273904569,3.54640980735552,58.4100788091068,207.146076337025,14.3925701782908,-0.0731294547164625,0.503511266912803,TRUE,2.83121312131213e-05,"1 1981 Q4 18 7","0300-0400","9999-9999"
"Haddock","Q4",1981,1,7,"N.sandeel",4,18,0,300,350,0.283093,0.283093,13867500,3.84167,22.84,-3.10372,0,22,1,60,0.00074,0.00074,0,0,0,0,81,81,0.230459,0.168199,0.0622594,12882700,2332500,40964.9,4.29706,0.00586863,0,0.0731875,1,1,1,1,0.812711801669981,13867468.9,0.00295402861873373,0.0702334713812663,3.54640980735552,13.6241361646235,48.3167701109676,6.95102655087489,0.72551051250722,0.793272283646529,TRUE,382.558108108108,"1 1981 Q4 18 7","0300-0400","0050-0070"
"Haddock","Q4",1981,1,7,"N.sandeel",4,18,0,300,350,0.283093,0.283093,13867500,0,22.84,-3.10372,0,22,2,85,0.00214,0.00214,0,0,0,0,81,81,0,0,0,55333500,0,508831,4.29706,0,0,0.0789756,1,0,1,1,NA,13867468.9,0.0366924204892214,0.0422831795107786,3.54640980735552,0,0,0,NA,0,TRUE,132.286448598131,"1 1981 Q4 18 7","0300-0400","0070-0100"
"Haddock","Q4",1981,1,7,"N.sandeel",4,18,0,300,350,0.283093,0.283093,13867500,0,22.84,-3.10372,0,22,3,125,0.00697,0.00697,0,0,0,0,81,81,0,0,0,59521500,0,1782700,4.29706,0,0,0.0782955,1,0,1,1,NA,13867468.9,0.128552658949897,-0.0502571589498968,3.54640980735552,0,0,0,NA,0,TRUE,40.6159253945481,"1 1981 Q4 18 7","0300-0400","0100-0150"
"Haddock","Q4",1981,1,7,"Nor.pout",4,18,0,300,350,0.283093,0.283093,13867500,2.52813,22.84,-3.10372,0,24,2,85,0.00513,0.00513,0,0,0,0,81,81,0.061423,0.110688,-0.0492655,42205200,1534970,332913,1.53761,0.00412905,0,0.0477907,1,1,1,1,-0.766686513629605,13867468.9,0.0240067601665939,0.0237839398334061,3.54640980735552,8.9657850262697,31.7963479478041,5.63882505029231,-0.707686794798295,0.263348277059795,TRUE,55.183820662768,"1 1981 Q4 18 7","0300-0400","0070-0100"
"Haddock","Q4",1981,1,7,"Nor.pout",4,18,0,300,350,0.283093,0.283093,13867500,0,22.84,-3.10372,0,24,3,125,0.01648,0.01648,0,0,0,0,81,81,0,0,0,47437400,0,1202060,1.53761,0,0,0.0136324,1,0,1,1,NA,13867468.9,0.0866820043850973,-0.0730496043850973,3.54640980735552,0,0,0,NA,0,TRUE,17.1779733009709,"1 1981 Q4 18 7","0300-0400","0100-0150"
"Haddock","Q4",1981,1,8,"Other",4,18,0,400,450,0.576048,0.576048,13874800,11.3299,15.72,-2.64507,0,0,0,-1,-1,9999,0,0,0,0,60,60,0.671255,0.720729,-0.0494743,-1,1e+07,1e+07,1,0.0120382,0,0.671255,1,1,1,1,-0.450919359072628,13874844.74,0.720728785610901,-0.0494737856109011,3.81679389312977,43.243893129771,165.053027212866,12.8472964943161,-0.231067534798808,0.445605045995034,TRUE,5.76105610561056e-05,"1 1981 Q4 18 8","0400-0500","9999-9999"
"Haddock","Q4",1981,1,8,"N.sandeel",4,18,0,400,450,0.576048,0.576048,13874800,2.64269,15.72,-2.64507,0,22,1,60,0.00074,0.00074,0,0,0,0,60,60,0.251526,0.16811,0.0834164,12882700,2332500,40964.9,4.29706,0.00836417,0,0.216792,1,1,1,1,0.912094879249951,13874844.74,0.0029524582629672,0.213839541737033,3.81679389312977,10.0866030534351,38.4984849367752,6.20471473452046,0.806637719977582,0.81635949745718,TRUE,778.443243243243,"1 1981 Q4 18 8","0400-0500","0050-0070"
"Haddock","Q4",1981,1,8,"N.sandeel",4,18,0,400,450,0.576048,0.576048,13874800,0,15.72,-2.64507,0,22,2,85,0.00214,0.00214,0,0,0,0,60,60,0,0,0,55333500,0,508831,4.29706,0,0,0.026416,1,0,1,1,NA,13874844.74,0.036672914871118,-0.010256914871118,3.81679389312977,0,0,0,NA,0,TRUE,269.181308411215,"1 1981 Q4 18 8","0400-0500","0070-0100"
"Haddock","Q4",1981,1,8,"N.sandeel",4,18,0,400,450,0.576048,0.576048,13874800,0,15.72,-2.64507,0,22,3,125,0.00697,0.00697,0,0,0,0,60,60,0,0,0,59521500,0,1782700,4.29706,0,0,0.00831846,1,0,1,1,NA,13874844.74,0.128484320610855,-0.120165860610855,3.81679389312977,0,0,0,NA,0,TRUE,82.6467718794835,"1 1981 Q4 18 8","0400-0500","0100-0150"
"Haddock","Q4",1981,1,8,"Nor.pout",4,18,0,400,450,0.576048,0.576048,13874800,1.74745,15.72,-2.64507,0,24,1,60,0.00179,0.00179,0,0,0,0,60,60,0.0772192,0.111161,-0.0339421,2679860,1542340,7375.84,1.53761,0.00590936,0,0.00348356,1,1,1,1,-0.441538405094436,13874844.74,0.000531598020606031,0.00295196197939397,3.81679389312977,6.66965648854962,25.4567041547695,5.04546372048888,-0.403630786260473,0.423510699045742,TRUE,321.814525139665,"1 1981 Q4 18 8","0400-0500","0050-0070"
"Haddock","Q4",1981,1,8,"Nor.pout",4,18,0,400,450,0.576048,0.576048,13874800,0,15.72,-2.64507,0,24,2,85,0.00513,0.00513,0,0,0,0,60,60,0,0,0,42205200,0,332913,1.53761,0,0,0.0415315,1,0,1,1,NA,13874844.74,0.0239939982204082,0.0175375017795918,3.81679389312977,0,0,0,NA,0,TRUE,112.290058479532,"1 1981 Q4 18 8","0400-0500","0070-0100"
"Haddock","Q4",1981,1,8,"Nor.pout",4,18,0,400,450,0.576048,0.576048,13874800,0,15.72,-2.64507,0,24,3,125,0.01648,0.01648,0,0,0,0,60,60,0,0,0,47437400,0,1202060,1.53761,0,0,0.0322041,1,0,1,1,NA,13874844.74,0.086635924403144,-0.054431824403144,3.81679389312977,0,0,0,NA,0,TRUE,34.9543689320388,"1 1981 Q4 18 8","0400-0500","0100-0150"
"Haddock","Q4",1981,1,9,"Other",4,18,0,500,600,1.29908,1.29908,11583300,2.15828,2.5,2.48288,0,0,0,-1,-1,9999,0,0,0,0,19,19,0.741748,0.863311,-0.121563,-1,1e+07,1e+07,1,0.0337157,0,0.741748,1,1,1,1,-0.662041659876764,11583313.74,0.863310812817542,-0.121562812817542,7.6,16.402928,124.6622528,11.1652251567087,-0.206866943351536,0.505579780958803,TRUE,0.00012992099209921,"1 1981 Q4 18 9","0500-0700","9999-9999"
"Haddock","Q4",1981,1,9,"N.sandeel",4,18,0,500,600,1.29908,1.29908,11583300,0.00884135,2.5,2.48288,0,22,1,60,0.00074,0.00074,0,0,0,0,19,19,0.158131,0.00353654,0.154594,12882700,40964.9,40964.9,4.29706,0.00100687,0,0.158131,1,1,1,1,4.87198490233452,11583313.74,0.00353654411159893,0.154594455888401,7.6,0.06719426,0.510676376,0.714616243867994,4.11031062504449,0.993700349256109,TRUE,1755.51351351351,"1 1981 Q4 18 9","0500-0700","0050-0070"
"Haddock","Q4",1981,1,9,"Nor.pout",4,18,0,500,600,1.29908,1.29908,11583300,0.332881,2.5,2.48288,0,24,1,60,0.00179,0.00179,0,0,0,0,19,19,0.100121,0.133152,-0.0330313,2679860,1542340,7375.84,1.53761,0.0329779,0,0.00902362,1,1,1,1,-0.181892238616212,11583313.74,0.000636764242561214,0.00838685575743879,7.6,2.5298956,19.22720656,4.38488387075416,-0.143127302455118,0.664981755779852,TRUE,725.743016759777,"1 1981 Q4 18 9","0500-0700","0050-0070"
"Haddock","Q4",1981,1,9,"Nor.pout",4,18,0,500,600,1.29908,1.29908,11583300,0,2.5,2.48288,0,24,2,85,0.00513,0.00513,0,0,0,0,19,19,0,0,0,42205200,0,332913,1.53761,0,0,0.0844756,1,0,1,1,NA,11583313.74,0.0287407392627526,0.0557348607372474,7.6,0,0,0,NA,0,TRUE,253.231968810916,"1 1981 Q4 18 9","0500-0700","0070-0100"
"Haddock","Q4",1981,1,9,"Nor.pout",4,18,0,500,600,1.29908,1.29908,11583300,0,2.5,2.48288,0,24,3,125,0.01648,0.01648,0,0,0,0,19,19,0,0,0,47437400,0,1202060,1.53761,0,0,0.00662183,1,0,1,1,NA,11583313.74,0.103775139565545,-0.0971533095655454,7.6,0,0,0,NA,0,TRUE,78.8276699029126,"1 1981 Q4 18 9","0500-0700","0100-0150"
"Saithe","Q4",1981,1,7,"Other",4,19,0,300,350,0.260769,0.260769,944560,2,2,0,0,0,0,-1,-1,9999,0,0,0,0,1,1,1,1,0,-1,944560,944560,0.94456,0,0,1,1,1,1,1,NA,944560,1,0,0.5,1,0.5,0.707106781186548,0,0.593994150290162,FALSE,2.60795079507951e-05,"1 1981 Q4 19 7","0300-0400","9999-9999"
"Saithe","Q4",1981,1,8,"Other",4,19,0,400,450,0.518833,0.518833,2041210,5.62893,14.76,8.58835,0,0,0,-1,-1,9999,0,0,0,0,6,6,0.921888,0.381364,0.540525,-1,778444,778444,0.778444,0.0149699,0,0.921888,1,1,1,1,4.41780289885398,2041212,0.381363621221118,0.540524378778882,0.40650406504065,2.28818292682927,0.930155661312711,0.964445779353464,3.36270337078445,0.995097485301459,TRUE,5.18884888488849e-05,"1 1981 Q4 19 8","0400-0500","9999-9999"
"Saithe","Q4",1981,1,8,"Haddock",4,19,0,400,450,0.518833,0.518833,2041210,1.01424,14.76,8.58835,0,18,3,125,0.0154,0.0154,0,0,0,0,6,6,0.0160641,0.0687151,-0.052651,6014020,140262,140262,1.51445,0.00406049,0,0.0160641,1,1,1,1,-0.82626128011133,2041212,0.0687150575246471,-0.0526509575246471,0.40650406504065,0.412292682926829,0.167598651596272,0.409388142960042,-0.771659092622189,0.205381027470518,TRUE,33.6904545454545,"1 1981 Q4 19 8","0400-0500","0100-0150"
"Saithe","Q4",1981,1,8,"Nor.pout",4,19,0,400,450,0.518833,0.518833,2041210,8.11684,14.76,8.58835,0,24,2,85,0.00513,0.00513,0,0,0,0,6,6,0.0620477,0.549921,-0.487874,42205200,1122510,243455,1.12444,0.0157048,0,0.0446377,1,1,1,1,-3.89306333424541,2041212,0.119269825966142,-0.0746321259661417,0.40650406504065,3.29952845528455,1.34127172979047,1.15813286361733,-2.52755305305953,4.20020274648386e-06,TRUE,101.137037037037,"1 1981 Q4 19 8","0400-0500","0070-0100"
"Saithe","Q4",1981,1,8,"Nor.pout",4,19,0,400,450,0.518833,0.518833,2041210,0,14.76,8.58835,0,24,3,125,0.01648,0.01648,0,0,0,0,6,6,0,0,0,47437400,0,879051,1.12444,0,0,0.01741,1,0,1,1,NA,2041212,0.430651495288094,-0.413241495288094,0.40650406504065,0,0,0,NA,0,TRUE,31.4825849514563,"1 1981 Q4 19 8","0400-0500","0100-0150"
"Saithe","Q4",1981,1,9,"Other",4,19,0,500,600,1.14034,1.14034,2075980,3.28748,10.94,-5.52031,0,0,0,-1,-1,9999,0,0,0,0,17,17,0.33017,0.300501,0.0296686,-1,623835,623835,0.623835,0.0176047,0,0.33017,1,1,1,1,0.223605632502601,2075983.58,0.300500931707755,0.0296690682922454,1.55393053016453,5.1085155393053,7.93827826034645,2.81749503288763,0.17901520847679,0.639459039506401,TRUE,0.000114045404540454,"1 1981 Q4 19 9","0500-0700","9999-9999"
"Saithe","Q4",1981,1,9,"Haddock",4,19,0,500,600,1.14034,1.14034,2075980,0.774901,10.94,-5.52031,0,18,2,85,0.00518,0.00518,0,0,0,0,17,17,0.0174474,0.0708319,-0.0533846,864733,147046,6783.71,1.51445,0.00551212,0,0.00461787,1,1,1,1,-0.719045977603274,2075983.58,0.00326770889006743,0.00135016110993257,1.55393053016453,1.20414232175503,1.87115351643834,1.36790113547666,-0.663451837430331,0.276079470582955,TRUE,220.142857142857,"1 1981 Q4 19 9","0500-0700","0070-0100"
"Saithe","Q4",1981,1,9,"Haddock",4,19,0,500,600,1.14034,1.14034,2075980,0,10.94,-5.52031,0,18,3,125,0.0154,0.0154,0,0,0,0,17,17,0,0,0,6014020,0,140262,1.51445,0,0,0.0128295,1,0,1,1,NA,2075983.58,0.0675641182094514,-0.0547346182094514,1.55393053016453,0,0,0,NA,0,TRUE,74.0480519480519,"1 1981 Q4 19 9","0500-0700","0100-0150"
"Saithe","Q4",1981,1,9,"Herring",4,19,0,500,600,1.14034,1.14034,2075980,0.211972,10.94,-5.52031,0,21,3,125,0.01822,0.01822,0,0,0,0,17,17,0.0150299,0.0193759,-0.00434599,9238250,40224,40224,0.238972,0.00159133,0,0.0150299,1,1,1,1,-0.108945324694344,2075983.58,0.0193758757957035,-0.00434597579570355,1.55393053016453,0.329389762340037,0.511848808023823,0.715436096394236,-0.103267730985892,0.724827255297831,TRUE,62.5872667398463,"1 1981 Q4 19 9","0500-0700","0100-0150"
"Saithe","Q4",1981,1,9,"Nor.pout",4,19,0,500,600,1.14034,1.14034,2075980,6.66565,10.94,-5.52031,0,24,1,60,0.00179,0.00179,0,0,0,0,17,17,0.637353,0.609291,0.0280619,2679860,1264880,5393.87,1.12444,0.0199376,0,0.0007528,1,1,1,1,0.198737871110945,2075983.58,0.00259822382602853,-0.00184542382602853,1.55393053016453,10.3579570383912,16.0955456720887,4.01192543201998,0.11890648759356,0.597232436858914,TRUE,637.061452513966,"1 1981 Q4 19 9","0500-0700","0050-0070"
"Saithe","Q4",1981,1,9,"Nor.pout",4,19,0,500,600,1.14034,1.14034,2075980,0,10.94,-5.52031,0,24,2,85,0.00513,0.00513,0,0,0,0,17,17,0,0,0,42205200,0,243455,1.12444,0,0,0.278273,1,0,1,1,NA,2075983.58,0.117272122161968,0.161000877838032,1.55393053016453,0,0,0,NA,0,TRUE,222.288499025341,"1 1981 Q4 19 9","0500-0700","0070-0100"
"Saithe","Q4",1981,1,9,"Nor.pout",4,19,0,500,600,1.14034,1.14034,2075980,0,10.94,-5.52031,0,24,3,125,0.01648,0.01648,0,0,0,0,17,17,0,0,0,47437400,0,879051,1.12444,0,0,0.281435,1,0,1,1,NA,2075983.58,0.423438320258776,-0.142003320258776,1.55393053016453,0,0,0,NA,0,TRUE,69.1953883495145,"1 1981 Q4 19 9","0500-0700","0100-0150"
"Saithe","Q4",1981,1,9,"Nor.pout",4,19,0,500,600,1.14034,1.14034,2075980,0,10.94,-5.52031,0,24,4,175,0.04559,0.04559,0,0,0,0,17,17,0,0,0,2672060,0,136979,1.12444,0,0,0.0768927,1,0,1,1,NA,2075983.58,0.0659826991502505,0.0109100008497495,1.55393053016453,0,0,0,NA,0,TRUE,25.0129414345251,"1 1981 Q4 19 9","0500-0700","0150-0200"
"Saithe","Q4",1981,1,10,"Other",4,19,0,700,850,2.9588,2.9588,1923470,11.6862,47.11,-5.84025,0,0,0,-1,-1,9999,0,0,0,0,21,21,0.306998,0.248063,0.0589354,-1,477142,477142,0.477142,0.00387711,0,0.306998,1,1,1,1,0.946503390620794,1923474.05,0.24806261358192,0.0589353864180804,0.445765230312036,5.20930163447251,2.3221255428555,1.52385220505648,0.812189240807388,0.802739876188094,TRUE,0.000295909590959096,"1 1981 Q4 19 10","0700-1000","9999-9999"
"Saithe","Q4",1981,1,10,"Haddock",4,19,0,700,850,2.9588,2.9588,1923470,3.43532,47.11,-5.84025,0,18,3,125,0.0154,0.0154,0,0,0,0,21,21,0.0132815,0.0729213,-0.0596398,6014020,140262,140262,1.51445,0.00140519,0,0.0132815,1,1,1,1,-1.59099440782045,1923474.05,0.0729211813385265,-0.0596396813385265,0.445765230312036,1.53134621099554,0.682620896431891,0.826208748702101,-1.51588168603032,0.0116395310634979,TRUE,192.12987012987,"1 1981 Q4 19 10","0700-1000","0100-0150"
"Saithe","Q4",1981,1,10,"Herring",4,19,0,700,850,2.9588,2.9588,1923470,1.00886,47.11,-5.84025,0,21,2,85,0.00553,0.00553,0,0,0,0,21,21,0.00720179,0.021415,-0.0142132,731872,41191.1,967.18,0.238972,0.000435593,0,0.00440142,1,1,1,1,-0.681006757286411,1923474.05,0.000502829762637037,0.00389859023736296,0.445765230312036,0.4497147102526,0.200467181390461,0.447735615503682,-0.666636983785236,0.28368341584629,TRUE,535.0452079566,"1 1981 Q4 19 10","0700-1000","0070-0100"
"Saithe","Q4",1981,1,10,"Herring",4,19,0,700,850,2.9588,2.9588,1923470,0,47.11,-5.84025,0,21,3,125,0.01822,0.01822,0,0,0,0,21,21,0,0,0,9238250,0,40224,0.238972,0,0,0.00280037,1,0,1,1,NA,1923474.05,0.0209121615131746,-0.0181117915131746,0.445765230312036,0,0,0,NA,0,TRUE,162.392974753019,"1 1981 Q4 19 10","0700-1000","0100-0150"
"Saithe","Q4",1981,1,10,"Nor.pout",4,19,0,700,850,2.9588,2.9588,1923470,30.9796,47.11,-5.84025,0,24,1,60,0.00179,0.00179,0,0,0,0,21,21,0.672518,0.657601,0.0149176,2679860,1264880,5393.87,1.12444,0.00468015,0,0.00252679,1,1,1,1,0.218056517346106,1923474.05,0.00280423330899629,-0.000277443308996292,0.445765230312036,13.8096285289747,6.15585224174208,2.48109899877899,0.126254321645133,0.573438065868324,TRUE,1652.96089385475,"1 1981 Q4 19 10","0700-1000","0050-0070"
"Saithe","Q4",1981,1,10,"Nor.pout",4,19,0,700,850,2.9588,2.9588,1923470,0,47.11,-5.84025,0,24,2,85,0.00513,0.00513,0,0,0,0,21,21,0,0,0,42205200,0,243455,1.12444,0,0,0.14916,1,0,1,1,NA,1923474.05,0.126570462440083,0.0225895375599166,0.445765230312036,0,0,0,NA,0,TRUE,576.764132553606,"1 1981 Q4 19 10","0700-1000","0070-0100"
"Saithe","Q4",1981,1,10,"Nor.pout",4,19,0,700,850,2.9588,2.9588,1923470,0,47.11,-5.84025,0,24,3,125,0.01648,0.01648,0,0,0,0,21,21,0,0,0,47437400,0,879051,1.12444,0,0,0.346485,1,0,1,1,NA,1923474.05,0.457012144250139,-0.110527144250139,0.445765230312036,0,0,0,NA,0,TRUE,179.538834951456,"1 1981 Q4 19 10","0700-1000","0100-0150"
"Saithe","Q4",1981,1,10,"Nor.pout",4,19,0,700,850,2.9588,2.9588,1923470,0,47.11,-5.84025,0,24,4,175,0.04559,0.04559,0,0,0,0,21,21,0,0,0,2672060,0,136979,1.12444,0,0,0.174346,1,0,1,1,NA,1923474.05,0.0712143738045231,0.103131626195477,0.445765230312036,0,0,0,NA,0,TRUE,64.9001974117131,"1 1981 Q4 19 10","0700-1000","0150-0200"
"Mackerel","Q4",1981,1,6,"Other",4,20,0,250,274,0.254744,0.254744,1e+07,2.87,2.87,0,0,0,0,-1,-1,9999,0,0,0,0,21,21,1,1,0,-1,1e+07,1e+07,1,0,0,1,1,1,1,1,NA,1e+07,1,0,7.31707317073171,21,153.658536585366,12.3959080581201,0,0.578526521569231,FALSE,2.54769476947695e-05,"1 1981 Q4 20 6","0250-0300","9999-9999"
"Mackerel","Q4",1981,1,7,"Other",4,20,0,300,334,0.481007,0.481007,12279100,21.9968,27.01,-8.24221,0,0,0,-1,-1,9999,0,0,0,0,59,59,0.87809,0.814393,0.0636968,-1,1e+07,1e+07,1,0.00539653,0,0.87809,1,1,1,1,0.867082292032373,12279082,0.814393128085634,0.0636968719143662,2.1843761569789,48.0492854498334,104.957713496489,10.2448871880802,0.366819515059085,0.665808491603258,TRUE,4.81055105510551e-05,"1 1981 Q4 20 7","0300-0400","9999-9999"
"Mackerel","Q4",1981,1,7,"Herring",4,20,0,300,334,0.481007,0.481007,12279100,0.658677,27.01,-8.24221,0,21,2,85,0.00553,0.00553,0,0,0,0,59,59,0.0364895,0.0243864,0.0121031,731872,299443,7031,1.73723,0.000849401,0,0.00156883,1,1,1,1,0.415279255822945,12279082,0.000572599808357009,0.000996230191642991,2.1843761569789,1.43879833395039,3.14287677538219,1.77281605796602,0.402795407251042,0.774603709149616,TRUE,86.9813743218807,"1 1981 Q4 20 7","0300-0400","0070-0100"
"Mackerel","Q4",1981,1,7,"Herring",4,20,0,300,334,0.481007,0.481007,12279100,0,27.01,-8.24221,0,21,3,125,0.01822,0.01822,0,0,0,0,59,59,0,0,0,9238250,0,292412,1.73723,0,0,0.0349206,1,0,1,1,NA,12279082,0.0238138323369776,0.0111067676630224,2.1843761569789,0,0,0,NA,0,TRUE,26.399945115258,"1 1981 Q4 20 7","0300-0400","0100-0150"
"Mackerel","Q4",1981,1,7,"S.sandeel",4,20,0,300,334,0.481007,0.481007,12279100,1.6503,27.01,-8.24221,0,23,3,125,0.00697,0.00697,0,0,0,0,59,59,0.00209655,0.0610997,-0.0590032,84284800,750248,750248,1.27709,0.00204807,0,0.00209655,1,1,1,1,-1.30377655734355,12279082,0.0610996815559991,-0.0590031315559991,2.1843761569789,3.60487597186227,7.87440512180208,2.80613704615474,-1.24055933997683,0.00568816964790192,TRUE,69.0110473457676,"1 1981 Q4 20 7","0300-0400","0100-0150"
"Mackerel","Q4",1981,1,7,"Nor.pout",4,20,0,300,334,0.481007,0.481007,12279100,1.622,27.01,-8.24221,0,24,2,85,0.00513,0.00513,0,0,0,0,59,59,0.0776222,0.0600519,0.0175703,42205200,737382,159928,0.738652,0.0020152,0,0.0507059,1,1,1,1,0.39139934953801,12279082,0.0130244264188479,0.0376814735811521,2.1843761569789,3.54305812661977,7.73937169457854,2.78197262649699,0.372631874054621,0.725897487803815,TRUE,93.7635477582846,"1 1981 Q4 20 7","0300-0400","0070-0100"
"Mackerel","Q4",1981,1,7,"Nor.pout",4,20,0,300,334,0.481007,0.481007,12279100,0,27.01,-8.24221,0,24,3,125,0.01648,0.01648,0,0,0,0,59,59,0,0,0,47437400,0,577454,0.738652,0,0,0.0269163,1,0,1,1,NA,12279082,0.0470274569385562,-0.0201111569385562,2.1843761569789,0,0,0,NA,0,TRUE,29.187317961165,"1 1981 Q4 20 7","0300-0400","0100-0150"
"Mackerel","Q4",1981,1,7,"Sprat",4,20,0,300,334,0.481007,0.481007,12279100,1.08226,27.01,-8.24221,0,25,3,125,0.01686,0.01686,0,0,0,0,59,59,0.00570174,0.0400688,-0.0343671,11258700,492009,492009,2.59195,0.0013732,0,0.00570174,1,1,1,1,-0.927419000418692,12279082,0.0400688748556285,-0.0343671348556285,2.1843761569789,2.36406293965198,5.16400271897323,2.27244421691122,-0.892281651871766,0.117575643784004,TRUE,28.529478054567,"1 1981 Q4 20 7","0300-0400","0100-0150"
