"Year","Predator","Prey","Prey.no","eatenW"
2002,"Cod","Haddock",18,10972.31403021
2003,"Cod","Haddock",18,9591.38477942941
2004,"Cod","Haddock",18,6403.86946711944
2005,"Cod","Haddock",18,12220.5009362198
2006,"Cod","Haddock",18,18023.3299803586
2007,"Cod","Haddock",18,14746.8927868532
2008,"Cod","Haddock",18,9708.32212688012
2009,"Cod","Haddock",18,12772.1280281224
2010,"Cod","Haddock",18,18289.4269252389
2011,"Cod","Haddock",18,15757.8230074781
2012,"Cod","Haddock",18,10048.887400587
2013,"Cod","Haddock",18,9747.92131852204
2014,"Cod","Haddock",18,14135.0073884714
2015,"Cod","Haddock",18,23872.4563892886
2016,"Cod","Haddock",18,21032.6902425165
2017,"Cod","Haddock",18,16004.9332288061
2018,"Cod","Haddock",18,10862.2761808494
2019,"Cod","Haddock",18,14118.3436520121
2020,"Cod","Haddock",18,27420.5174647107
2021,"Cod","Haddock",18,42353.0417137835
2022,"Cod","Haddock",18,37322.4946941341
1974,"G.gurnards","Haddock",18,3424.46966436
1975,"G.gurnards","Haddock",18,324.572686107
1976,"G.gurnards","Haddock",18,1475.9114544
1977,"G.gurnards","Haddock",18,214.246863621
1978,"G.gurnards","Haddock",18,1959.2366192
1979,"G.gurnards","Haddock",18,223.91973538
1980,"G.gurnards","Haddock",18,266.10092316
1981,"G.gurnards","Haddock",18,6397.434584
1982,"G.gurnards","Haddock",18,1518.091884
1983,"G.gurnards","Haddock",18,1743.2419303
1984,"G.gurnards","Haddock",18,1480.3553737
1985,"G.gurnards","Haddock",18,584.81729192
1986,"G.gurnards","Haddock",18,1976.68029856
1987,"G.gurnards","Haddock",18,198.95564608
1988,"G.gurnards","Haddock",18,89.1631238652
1989,"G.gurnards","Haddock",18,350.93973952
1990,"G.gurnards","Haddock",18,993.40030426
1991,"G.gurnards","Haddock",18,1222.00901582
1992,"G.gurnards","Haddock",18,2093.5796525
1993,"G.gurnards","Haddock",18,838.05243648
1994,"G.gurnards","Haddock",18,4902.6611492
1995,"G.gurnards","Haddock",18,3439.05359504
1996,"G.gurnards","Haddock",18,2294.67203251
1997,"G.gurnards","Haddock",18,1650.4576828
1998,"G.gurnards","Haddock",18,1128.41981422
1999,"G.gurnards","Haddock",18,13887.472768
2000,"G.gurnards","Haddock",18,3484.97915808
2001,"G.gurnards","Haddock",18,710.086418866
2002,"G.gurnards","Haddock",18,816.22461159
2003,"G.gurnards","Haddock",18,826.74357577
2004,"G.gurnards","Haddock",18,453.85604448
2005,"G.gurnards","Haddock",18,2582.92802599
2006,"G.gurnards","Haddock",18,834.12337744
2007,"G.gurnards","Haddock",18,425.417640948
2008,"G.gurnards","Haddock",18,253.465267308
2009,"G.gurnards","Haddock",18,1195.44198046
2010,"G.gurnards","Haddock",18,357.591235828
2011,"G.gurnards","Haddock",18,227.165381748
2012,"G.gurnards","Haddock",18,382.510307896
2013,"G.gurnards","Haddock",18,250.458822762
2014,"G.gurnards","Haddock",18,1555.1864682
2015,"G.gurnards","Haddock",18,543.145486039
2016,"G.gurnards","Haddock",18,909.35991768
2017,"G.gurnards","Haddock",18,454.652688825
2018,"G.gurnards","Haddock",18,573.8671914
2019,"G.gurnards","Haddock",18,1848.13014183
2020,"G.gurnards","Haddock",18,2052.97561105
2021,"G.gurnards","Haddock",18,655.08966839
2022,"G.gurnards","Haddock",18,503.81521455
1974,"GBB.Gull","Haddock",18,1073.73837828
1975,"GBB.Gull","Haddock",18,126.65127265
1976,"GBB.Gull","Haddock",18,175.891349628
1977,"GBB.Gull","Haddock",18,384.510247205
1978,"GBB.Gull","Haddock",18,493.5829633
1979,"GBB.Gull","Haddock",18,781.95847323
1980,"GBB.Gull","Haddock",18,651.17433573
1981,"GBB.Gull","Haddock",18,690.08871712
1982,"GBB.Gull","Haddock",18,528.486829794
1983,"GBB.Gull","Haddock",18,724.67508893
1984,"GBB.Gull","Haddock",18,311.25828464
1985,"GBB.Gull","Haddock",18,323.53391792
1986,"GBB.Gull","Haddock",18,569.522065048
1987,"GBB.Gull","Haddock",18,113.071685888
1988,"GBB.Gull","Haddock",18,80.7087482061
1989,"GBB.Gull","Haddock",18,152.50852736
1990,"GBB.Gull","Haddock",18,282.049272778
1991,"GBB.Gull","Haddock",18,346.748290156
1992,"GBB.Gull","Haddock",18,467.370036196
1993,"GBB.Gull","Haddock",18,198.586182792
1994,"GBB.Gull","Haddock",18,651.61912812
1995,"GBB.Gull","Haddock",18,453.982160632
1996,"GBB.Gull","Haddock",18,390.956926442
1997,"GBB.Gull","Haddock",18,271.134055428
1998,"GBB.Gull","Haddock",18,138.45016969
1999,"GBB.Gull","Haddock",18,905.08059968
2000,"GBB.Gull","Haddock",18,393.842465856
2001,"GBB.Gull","Haddock",18,74.9041018462
2002,"GBB.Gull","Haddock",18,97.18593912
2003,"GBB.Gull","Haddock",18,86.855765788
2004,"GBB.Gull","Haddock",18,62.864729004
2005,"GBB.Gull","Haddock",18,482.002654315
2006,"GBB.Gull","Haddock",18,158.788419696
2007,"GBB.Gull","Haddock",18,91.8927246096
2008,"GBB.Gull","Haddock",18,41.6934519144
2009,"GBB.Gull","Haddock",18,320.3137483
2010,"GBB.Gull","Haddock",18,53.263977139
2011,"GBB.Gull","Haddock",18,29.776363476
2012,"GBB.Gull","Haddock",18,56.297614648
2013,"GBB.Gull","Haddock",18,45.194655087
2014,"GBB.Gull","Haddock",18,288.938347485
2015,"GBB.Gull","Haddock",18,84.03971676
2016,"GBB.Gull","Haddock",18,136.4554062
2017,"GBB.Gull","Haddock",18,77.771596017
2018,"GBB.Gull","Haddock",18,187.4208912
2019,"GBB.Gull","Haddock",18,576.33088569
2020,"GBB.Gull","Haddock",18,800.7130898
2021,"GBB.Gull","Haddock",18,405.97189842
2022,"GBB.Gull","Haddock",18,359.92909366
1974,"Grey.seal","Haddock",18,1572.21897247255
1975,"Grey.seal","Haddock",18,3610.87834052338
1976,"Grey.seal","Haddock",18,3194.46400220888
1977,"Grey.seal","Haddock",18,1624.28345511006
1978,"Grey.seal","Haddock",18,1151.17283394058
1979,"Grey.seal","Haddock",18,1311.25296297921
1980,"Grey.seal","Haddock",18,2450.18612735281
1981,"Grey.seal","Haddock",18,2688.25782043957
1982,"Grey.seal","Haddock",18,2736.95930342835
1983,"Grey.seal","Haddock",18,2155.18533342908
1984,"Grey.seal","Haddock",18,2681.15357667093
1985,"Grey.seal","Haddock",18,2513.04196005569
1986,"Grey.seal","Haddock",18,1880.93295012284
1987,"Grey.seal","Haddock",18,2701.23758536808
1988,"Grey.seal","Haddock",18,2374.56763403881
1989,"Grey.seal","Haddock",18,1383.5992409375
1990,"Grey.seal","Haddock",18,1319.68390965819
1991,"Grey.seal","Haddock",18,1929.30821024958
1992,"Grey.seal","Haddock",18,2971.48401716436
1993,"Grey.seal","Haddock",18,3893.80494199245
1994,"Grey.seal","Haddock",18,3125.52137828366
1995,"Grey.seal","Haddock",18,5149.0624944239
1996,"Grey.seal","Haddock",18,4845.53845842214
1997,"Grey.seal","Haddock",18,2809.51399329557
1998,"Grey.seal","Haddock",18,3295.45420047462
1999,"Grey.seal","Haddock",18,2337.91674893669
2000,"Grey.seal","Haddock",18,7911.73654395942
2001,"Grey.seal","Haddock",18,13605.9983753894
2002,"Grey.seal","Haddock",18,13005.6707386495
2003,"Grey.seal","Haddock",18,11426.0198229017
2004,"Grey.seal","Haddock",18,8539.41462602035
2005,"Grey.seal","Haddock",18,6423.81139144125
2006,"Grey.seal","Haddock",18,8688.16799229495
2007,"Grey.seal","Haddock",18,8561.6892504365
2008,"Grey.seal","Haddock",18,7259.19843411777
2009,"Grey.seal","Haddock",18,4610.19590732111
2010,"Grey.seal","Haddock",18,6865.34713194872
2011,"Grey.seal","Haddock",18,9253.37617029279
2012,"Grey.seal","Haddock",18,8295.78402850638
2013,"Grey.seal","Haddock",18,5569.94130564782
2014,"Grey.seal","Haddock",18,3375.84484213068
2015,"Grey.seal","Haddock",18,6464.72005596127
2016,"Grey.seal","Haddock",18,6105.75748335909
2017,"Grey.seal","Haddock",18,4088.61493742909
2018,"Grey.seal","Haddock",18,4478.95289193324
2019,"Grey.seal","Haddock",18,4095.050027557
2020,"Grey.seal","Haddock",18,9053.11418839626
2021,"Grey.seal","Haddock",18,20773.9314000806
2022,"Grey.seal","Haddock",18,27817.3454965176
1974,"Guillemot","Haddock",18,11891.852544
1975,"Guillemot","Haddock",18,1346.20628976
1976,"Guillemot","Haddock",18,2162.1879576
1977,"Guillemot","Haddock",18,3331.1850858
1978,"Guillemot","Haddock",18,4636.55318346
1979,"Guillemot","Haddock",18,7973.1464835
1980,"Guillemot","Haddock",18,5963.02136742
1981,"Guillemot","Haddock",18,8381.45486448
1982,"Guillemot","Haddock",18,5410.24385436
1983,"Guillemot","Haddock",18,7945.24733907
1984,"Guillemot","Haddock",18,3548.50340016
1985,"Guillemot","Haddock",18,3289.4752896
1986,"Guillemot","Haddock",18,5814.39089385
1987,"Guillemot","Haddock",18,1167.794115792
1988,"Guillemot","Haddock",18,896.815403259
1989,"Guillemot","Haddock",18,1744.01615052
1990,"Guillemot","Haddock",18,3264.28213656
1991,"Guillemot","Haddock",18,4742.34552
1992,"Guillemot","Haddock",18,5165.97503436
1993,"Guillemot","Haddock",18,1782.177264
1994,"Guillemot","Haddock",18,5938.8256032
1995,"Guillemot","Haddock",18,4393.13599497
1996,"Guillemot","Haddock",18,2410.8829635
1997,"Guillemot","Haddock",18,1862.6911686
1998,"Guillemot","Haddock",18,1182.11850225
1999,"Guillemot","Haddock",18,8150.811438
2000,"Guillemot","Haddock",18,3113.64735444
2001,"Guillemot","Haddock",18,547.591141248
2002,"Guillemot","Haddock",18,985.996673664
2003,"Guillemot","Haddock",18,1059.007663692
2004,"Guillemot","Haddock",18,801.721554699
2005,"Guillemot","Haddock",18,5157.59376636
2006,"Guillemot","Haddock",18,1784.108300436
2007,"Guillemot","Haddock",18,907.10869704
2008,"Guillemot","Haddock",18,506.576422737
2009,"Guillemot","Haddock",18,2228.1866208
2010,"Guillemot","Haddock",18,358.598031444
2011,"Guillemot","Haddock",18,254.983027248
2012,"Guillemot","Haddock",18,522.404192721
2013,"Guillemot","Haddock",18,354.632936091
2014,"Guillemot","Haddock",18,1927.17179424
2015,"Guillemot","Haddock",18,785.256427848
2016,"Guillemot","Haddock",18,942.506492499
2017,"Guillemot","Haddock",18,591.941369664
2018,"Guillemot","Haddock",18,1529.036245227
2019,"Guillemot","Haddock",18,4655.17135908
2020,"Guillemot","Haddock",18,6340.35609396
2021,"Guillemot","Haddock",18,2745.91175292
2022,"Guillemot","Haddock",18,2234.39781732
1974,"Her.Gull","Haddock",18,3344.66357256
1975,"Her.Gull","Haddock",18,386.26669663
1976,"Her.Gull","Haddock",18,530.04352572
1977,"Her.Gull","Haddock",18,1186.66623866
1978,"Her.Gull","Haddock",18,1521.3875054
1979,"Her.Gull","Haddock",18,2507.5251685
1980,"Her.Gull","Haddock",18,2061.7089048
1981,"Her.Gull","Haddock",18,2234.6522576
1982,"Her.Gull","Haddock",18,1662.26690592
1983,"Her.Gull","Haddock",18,2342.8902887
1984,"Her.Gull","Haddock",18,955.15268235
1985,"Her.Gull","Haddock",18,1076.11361053
1986,"Her.Gull","Haddock",18,1859.15893068
1987,"Her.Gull","Haddock",18,357.13091264
1988,"Her.Gull","Haddock",18,254.521025955
1989,"Her.Gull","Haddock",18,492.71381536
1990,"Her.Gull","Haddock",18,954.51232331
1991,"Her.Gull","Haddock",18,1240.74566695
1992,"Her.Gull","Haddock",18,1768.54158362
1993,"Her.Gull","Haddock",18,787.31981936
1994,"Her.Gull","Haddock",18,2614.991578
1995,"Her.Gull","Haddock",18,1609.963828
1996,"Her.Gull","Haddock",18,1388.6732582
1997,"Her.Gull","Haddock",18,767.3256137
1998,"Her.Gull","Haddock",18,396.94093398
1999,"Her.Gull","Haddock",18,2784.867648
2000,"Her.Gull","Haddock",18,1190.22229928
2001,"Her.Gull","Haddock",18,237.17998737
2002,"Her.Gull","Haddock",18,292.26409767
2003,"Her.Gull","Haddock",18,257.23769764
2004,"Her.Gull","Haddock",18,172.438234092
2005,"Her.Gull","Haddock",18,1073.99836778
2006,"Her.Gull","Haddock",18,339.44190096
2007,"Her.Gull","Haddock",18,156.657106297
2008,"Her.Gull","Haddock",18,61.950929392
2009,"Her.Gull","Haddock",18,436.34795722
2010,"Her.Gull","Haddock",18,57.62794532
2011,"Her.Gull","Haddock",18,28.377880884
2012,"Her.Gull","Haddock",18,66.15846684
2013,"Her.Gull","Haddock",18,41.840159462
2014,"Her.Gull","Haddock",18,283.60533777
2015,"Her.Gull","Haddock",18,79.8106002472
2016,"Her.Gull","Haddock",18,135.99355512
2017,"Her.Gull","Haddock",18,67.92724752
2018,"Her.Gull","Haddock",18,169.2833856
2019,"Her.Gull","Haddock",18,499.563841413
2020,"Her.Gull","Haddock",18,635.862196125
2021,"Her.Gull","Haddock",18,331.0900101
2022,"Her.Gull","Haddock",18,286.998406488
1974,"Kittiwake","Haddock",18,3643.29602112
1975,"Kittiwake","Haddock",18,365.76011133
1976,"Kittiwake","Haddock",18,577.58182884
1977,"Kittiwake","Haddock",18,1199.39372756
1978,"Kittiwake","Haddock",18,1485.5207304
1979,"Kittiwake","Haddock",18,2426.7832061
1980,"Kittiwake","Haddock",18,1943.2033821
1981,"Kittiwake","Haddock",18,2346.692056
1982,"Kittiwake","Haddock",18,1491.66368172
1983,"Kittiwake","Haddock",18,2319.9445607
1984,"Kittiwake","Haddock",18,854.939929
1985,"Kittiwake","Haddock",18,776.90455891
1986,"Kittiwake","Haddock",18,1215.39176576
1987,"Kittiwake","Haddock",18,301.91075648
1988,"Kittiwake","Haddock",18,204.044779554
1989,"Kittiwake","Haddock",18,357.72947648
1990,"Kittiwake","Haddock",18,725.99492511
1991,"Kittiwake","Haddock",18,982.6721489
1992,"Kittiwake","Haddock",18,1141.7619374
1993,"Kittiwake","Haddock",18,413.97674146
1994,"Kittiwake","Haddock",18,1234.49882968
1995,"Kittiwake","Haddock",18,834.48011976
1996,"Kittiwake","Haddock",18,476.156036529
1997,"Kittiwake","Haddock",18,234.031181146
1998,"Kittiwake","Haddock",18,187.93806926
1999,"Kittiwake","Haddock",18,1478.8736544
2000,"Kittiwake","Haddock",18,514.50807968
2001,"Kittiwake","Haddock",18,101.907036446
2002,"Kittiwake","Haddock",18,161.09933337
2003,"Kittiwake","Haddock",18,183.25703107
2004,"Kittiwake","Haddock",18,127.275125904
2005,"Kittiwake","Haddock",18,852.74396545
2006,"Kittiwake","Haddock",18,238.06967152
2007,"Kittiwake","Haddock",18,117.952353484
2008,"Kittiwake","Haddock",18,53.989391324
2009,"Kittiwake","Haddock",18,247.819432532
2010,"Kittiwake","Haddock",18,32.9115649633
2011,"Kittiwake","Haddock",18,24.4433292708
2012,"Kittiwake","Haddock",18,49.975222572
2013,"Kittiwake","Haddock",18,34.58949458
2014,"Kittiwake","Haddock",18,206.77388544
2015,"Kittiwake","Haddock",18,64.1464763385
2016,"Kittiwake","Haddock",18,79.799362284
2017,"Kittiwake","Haddock",18,42.693295545
2018,"Kittiwake","Haddock",18,143.4428688
2019,"Kittiwake","Haddock",18,370.444704735
2020,"Kittiwake","Haddock",18,477.71952358
2021,"Kittiwake","Haddock",18,244.321053854
2022,"Kittiwake","Haddock",18,232.308763361
1974,"Saithe","Haddock",18,529827.321279106
1975,"Saithe","Haddock",18,636809.711637161
1976,"Saithe","Haddock",18,238156.604999897
1977,"Saithe","Haddock",18,131490.071985921
1978,"Saithe","Haddock",18,146177.085185582
1979,"Saithe","Haddock",18,213134.333692253
1980,"Saithe","Haddock",18,255048.105236079
1981,"Saithe","Haddock",18,262443.718088893
1982,"Saithe","Haddock",18,220503.095632928
1983,"Saithe","Haddock",18,134483.816819555
1984,"Saithe","Haddock",18,117788.694416156
1985,"Saithe","Haddock",18,73811.4260744576
1986,"Saithe","Haddock",18,73431.882677101
1987,"Saithe","Haddock",18,61809.2451558887
1988,"Saithe","Haddock",18,30803.77079028
1989,"Saithe","Haddock",18,18941.0590101918
1990,"Saithe","Haddock",18,27849.4801911049
1991,"Saithe","Haddock",18,43984.9307681976
1992,"Saithe","Haddock",18,79166.1542005771
1993,"Saithe","Haddock",18,92738.0938540877
1994,"Saithe","Haddock",18,101683.112775474
1995,"Saithe","Haddock",18,198255.680632757
1996,"Saithe","Haddock",18,100422.10858023
1997,"Saithe","Haddock",18,70530.0599385778
1998,"Saithe","Haddock",18,35780.0741739562
1999,"Saithe","Haddock",18,82511.4069736768
2000,"Saithe","Haddock",18,200919.347859037
2001,"Saithe","Haddock",18,77472.9728940562
2002,"Saithe","Haddock",18,53324.0185021119
2003,"Saithe","Haddock",18,23937.562105042
2004,"Saithe","Haddock",18,35089.8042929622
2005,"Saithe","Haddock",18,59136.7099760693
2006,"Saithe","Haddock",18,100644.009074204
2007,"Saithe","Haddock",18,42103.5941557115
2008,"Saithe","Haddock",18,24119.3433386517
2009,"Saithe","Haddock",18,29231.1025633114
2010,"Saithe","Haddock",18,53550.3491322251
2011,"Saithe","Haddock",18,19026.0568924289
2012,"Saithe","Haddock",18,5522.71029929971
2013,"Saithe","Haddock",18,7014.60726112158
2014,"Saithe","Haddock",18,19851.1160721205
2015,"Saithe","Haddock",18,36149.0505806061
2016,"Saithe","Haddock",18,21716.4864796214
2017,"Saithe","Haddock",18,21640.1988395402
2018,"Saithe","Haddock",18,18808.4705264161
2019,"Saithe","Haddock",18,36278.6337024829
2020,"Saithe","Haddock",18,83188.3279687315
2021,"Saithe","Haddock",18,90393.9642135349
2022,"Saithe","Haddock",18,74731.2326988579
1974,"Whiting","Haddock",18,100438.364045067
1975,"Whiting","Haddock",18,23494.6822376823
1976,"Whiting","Haddock",18,17305.0614983698
1977,"Whiting","Haddock",18,32562.5604960931
1978,"Whiting","Haddock",18,52654.0808077384
1979,"Whiting","Haddock",18,101231.97710117
1980,"Whiting","Haddock",18,102407.534639082
1981,"Whiting","Haddock",18,101814.385478615
1982,"Whiting","Haddock",18,69161.7450623806
1983,"Whiting","Haddock",18,56677.4831292097
1984,"Whiting","Haddock",18,31003.1315022533
1985,"Whiting","Haddock",18,21938.8435524928
1986,"Whiting","Haddock",18,39441.4118253331
1987,"Whiting","Haddock",18,20671.7954114815
1988,"Whiting","Haddock",18,6605.27840266966
1989,"Whiting","Haddock",18,11709.1526631762
1990,"Whiting","Haddock",18,25713.2518332452
1991,"Whiting","Haddock",18,36167.2368409385
1992,"Whiting","Haddock",18,56388.4697896942
1993,"Whiting","Haddock",18,42136.2498689072
1994,"Whiting","Haddock",18,53408.1855932474
1995,"Whiting","Haddock",18,62557.9882449543
1996,"Whiting","Haddock",18,31249.8170914152
1997,"Whiting","Haddock",18,24112.9946854286
1998,"Whiting","Haddock",18,10027.9868567751
1999,"Whiting","Haddock",18,42547.4951881411
2000,"Whiting","Haddock",18,49121.4025726317
2001,"Whiting","Haddock",18,16821.4554550629
2002,"Whiting","Haddock",18,7634.1949641608
2003,"Whiting","Haddock",18,8716.2420238719
2004,"Whiting","Haddock",18,7431.9197489745
2005,"Whiting","Haddock",18,31642.8950452252
2006,"Whiting","Haddock",18,24059.4150423905
2007,"Whiting","Haddock",18,7209.84120776295
2008,"Whiting","Haddock",18,4297.47305518712
2009,"Whiting","Haddock",18,11424.658055928
2010,"Whiting","Haddock",18,19214.2208399198
2011,"Whiting","Haddock",18,3291.9001341487
2012,"Whiting","Haddock",18,3352.2114086853
2013,"Whiting","Haddock",18,4669.59372325209
2014,"Whiting","Haddock",18,14393.3812991264
2015,"Whiting","Haddock",18,14319.9283026645
2016,"Whiting","Haddock",18,9950.27449077446
2017,"Whiting","Haddock",18,8997.01957630714
2018,"Whiting","Haddock",18,10796.5612451487
2019,"Whiting","Haddock",18,26489.0347731367
2020,"Whiting","Haddock",18,81360.817484706
2021,"Whiting","Haddock",18,67099.57904726
2022,"Whiting","Haddock",18,38856.1398493643
1974,"Cod","Herring",21,15718.4532886956
1975,"Cod","Herring",21,10728.2543859822
1976,"Cod","Herring",21,7524.90238928361
1977,"Cod","Herring",21,7415.89250878405
1978,"Cod","Herring",21,9627.17191085093
1979,"Cod","Herring",21,11509.2383574416
1980,"Cod","Herring",21,23728.1810443731
1981,"Cod","Herring",21,42512.8529345218
1982,"Cod","Herring",21,62910.4505513501
1983,"Cod","Herring",21,75762.8627040389
1984,"Cod","Herring",21,90378.9943059065
1985,"Cod","Herring",21,96842.0610637983
1986,"Cod","Herring",21,91059.6235862845
1987,"Cod","Herring",21,113678.247122267
1988,"Cod","Herring",21,97800.2823284529
1989,"Cod","Herring",21,76962.183966269
1990,"Cod","Herring",21,71131.1025330081
1991,"Cod","Herring",21,50257.1714404894
1992,"Cod","Herring",21,45171.7672191064
1993,"Cod","Herring",21,47248.9471948849
1994,"Cod","Herring",21,43225.4710919184
1995,"Cod","Herring",21,46293.9156728309
1996,"Cod","Herring",21,47560.5261473109
1997,"Cod","Herring",21,61449.3562792356
1998,"Cod","Herring",21,67735.5395793611
1999,"Cod","Herring",21,34799.0569587281
2000,"Cod","Herring",21,35211.4787074913
2001,"Cod","Herring",21,54268.8013657061
2002,"Cod","Herring",21,55482.7138198171
2003,"Cod","Herring",21,51564.5240062507
2004,"Cod","Herring",21,44666.6450309884
2005,"Cod","Herring",21,39243.5227176529
2006,"Cod","Herring",21,32985.9096614257
2007,"Cod","Herring",21,37826.0469970312
2008,"Cod","Herring",21,33841.7402214845
2009,"Cod","Herring",21,35099.8331334646
2010,"Cod","Herring",21,45638.2792079227
2011,"Cod","Herring",21,67502.1300658261
2012,"Cod","Herring",21,64672.1030314993
2013,"Cod","Herring",21,63345.4290279202
2014,"Cod","Herring",21,70938.3995861411
2015,"Cod","Herring",21,81252.6398013992
2016,"Cod","Herring",21,70154.3105126055
2017,"Cod","Herring",21,53150.9279231015
2018,"Cod","Herring",21,43191.0737810956
2019,"Cod","Herring",21,26451.956982229
2020,"Cod","Herring",21,23299.361120395
2021,"Cod","Herring",21,29897.0848305896
2022,"Cod","Herring",21,30490.3962851411
1974,"Fulmar","Herring",21,437.3788614408
1975,"Fulmar","Herring",21,353.6039639238
1976,"Fulmar","Herring",21,148.72449138055
1977,"Fulmar","Herring",21,153.7301863851
1978,"Fulmar","Herring",21,144.2334057217
1979,"Fulmar","Herring",21,255.73112143256
1980,"Fulmar","Herring",21,1041.369595075
1981,"Fulmar","Herring",21,2066.5429999071
1982,"Fulmar","Herring",21,2757.1901629461
1983,"Fulmar","Herring",21,3214.0001875293
1984,"Fulmar","Herring",21,3143.4100120016
1985,"Fulmar","Herring",21,3799.9228112686
1986,"Fulmar","Herring",21,4604.211445548
1987,"Fulmar","Herring",21,4473.024327559
1988,"Fulmar","Herring",21,3499.3702170068
1989,"Fulmar","Herring",21,2284.1338969028
1990,"Fulmar","Herring",21,2050.7650513798
1991,"Fulmar","Herring",21,1979.0012491074
1992,"Fulmar","Herring",21,2139.5466899672
1993,"Fulmar","Herring",21,2542.2252719676
1994,"Fulmar","Herring",21,2118.5690820688
1995,"Fulmar","Herring",21,1902.8665243597
1996,"Fulmar","Herring",21,2371.778264976
1997,"Fulmar","Herring",21,1824.356887222
1998,"Fulmar","Herring",21,1272.3953708712
1999,"Fulmar","Herring",21,2372.3266383851
2000,"Fulmar","Herring",21,2637.210113346
2001,"Fulmar","Herring",21,3768.5239326145
2002,"Fulmar","Herring",21,4293.40644996
2003,"Fulmar","Herring",21,2070.580220526
2004,"Fulmar","Herring",21,1447.0971717131
2005,"Fulmar","Herring",21,1403.4824822508
2006,"Fulmar","Herring",21,1050.3607782924
2007,"Fulmar","Herring",21,1326.4673374118
2008,"Fulmar","Herring",21,1385.6688044107
2009,"Fulmar","Herring",21,1334.1220042684
2010,"Fulmar","Herring",21,1406.5771579179
2011,"Fulmar","Herring",21,1317.176005863
2012,"Fulmar","Herring",21,1156.6713445094
2013,"Fulmar","Herring",21,1465.1025871626
2014,"Fulmar","Herring",21,1808.285724646
2015,"Fulmar","Herring",21,1511.3308804178
2016,"Fulmar","Herring",21,850.2268847282
2017,"Fulmar","Herring",21,665.5772710524
2018,"Fulmar","Herring",21,634.5224699764
2019,"Fulmar","Herring",21,886.8857454592
2020,"Fulmar","Herring",21,878.9363412979
2021,"Fulmar","Herring",21,963.3081427911
2022,"Fulmar","Herring",21,816.1562858402
1974,"G.gurnards","Herring",21,1777.8593129088
1975,"G.gurnards","Herring",21,507.5983739668
1976,"G.gurnards","Herring",21,493.85956297069
1977,"G.gurnards","Herring",21,81.4431952735
1978,"G.gurnards","Herring",21,584.71569354056
1979,"G.gurnards","Herring",21,47.801797102104
1980,"G.gurnards","Herring",21,527.96083584641
1981,"G.gurnards","Herring",21,14312.8276820465
1982,"G.gurnards","Herring",21,7084.1318285143
1983,"G.gurnards","Herring",21,4585.1095367846
1984,"G.gurnards","Herring",21,10582.3900234492
1985,"G.gurnards","Herring",21,2860.6130917346
1986,"G.gurnards","Herring",21,7299.218937054
1987,"G.gurnards","Herring",21,3720.016723254
1988,"G.gurnards","Herring",21,1363.04235036979
1989,"G.gurnards","Herring",21,2337.4578063108
1990,"G.gurnards","Herring",21,3848.9792184926
1991,"G.gurnards","Herring",21,2812.6228308052
1992,"G.gurnards","Herring",21,6389.0596932732
1993,"G.gurnards","Herring",21,7010.7424352598
1994,"G.gurnards","Herring",21,7951.9479988508
1995,"G.gurnards","Herring",21,8100.5847903733
1996,"G.gurnards","Herring",21,7805.0274608892
1997,"G.gurnards","Herring",21,7991.138334506
1998,"G.gurnards","Herring",21,7460.0552654798
1999,"G.gurnards","Herring",21,29867.2363881664
2000,"G.gurnards","Herring",21,16025.894817823
2001,"G.gurnards","Herring",21,34572.078699434
2002,"G.gurnards","Herring",21,23129.83973085
2003,"G.gurnards","Herring",21,13650.6093776027
2004,"G.gurnards","Herring",21,13668.6266478801
2005,"G.gurnards","Herring",21,11169.8851746304
2006,"G.gurnards","Herring",21,10843.9056896612
2007,"G.gurnards","Herring",21,16101.6565005822
2008,"G.gurnards","Herring",21,14931.7214009022
2009,"G.gurnards","Herring",21,13162.957550708
2010,"G.gurnards","Herring",21,14880.8495999675
2011,"G.gurnards","Herring",21,16034.0107875714
2012,"G.gurnards","Herring",21,17937.63288219
2013,"G.gurnards","Herring",21,27505.9930939666
2014,"G.gurnards","Herring",21,35152.908737224
2015,"G.gurnards","Herring",21,14890.453171446
2016,"G.gurnards","Herring",21,11811.2891725692
2017,"G.gurnards","Herring",21,8345.8647317278
2018,"G.gurnards","Herring",21,9403.6857976356
2019,"G.gurnards","Herring",21,7981.1155175936
2020,"G.gurnards","Herring",21,8924.639520788
2021,"G.gurnards","Herring",21,7165.1075219921
2022,"G.gurnards","Herring",21,6351.4585717452
1974,"Gannet","Herring",21,609.715895934397
1975,"Gannet","Herring",21,370.456272737998
1976,"Gannet","Herring",21,292.524277761197
1977,"Gannet","Herring",21,230.024944717641
1978,"Gannet","Herring",21,335.436580157989
1979,"Gannet","Herring",21,361.757710379187
1980,"Gannet","Herring",21,561.749276459033
1981,"Gannet","Herring",21,1218.1225963789
1982,"Gannet","Herring",21,1814.9115783658
1983,"Gannet","Herring",21,2886.1340861514
1984,"Gannet","Herring",21,3659.30829699431
1985,"Gannet","Herring",21,4205.200180516
1986,"Gannet","Herring",21,3648.39803616749
1987,"Gannet","Herring",21,5063.46185285217
1988,"Gannet","Herring",21,6231.97054390193
1989,"Gannet","Herring",21,5833.11378808969
1990,"Gannet","Herring",21,5512.06767031368
1991,"Gannet","Herring",21,5001.07355428068
1992,"Gannet","Herring",21,3840.36130768924
1993,"Gannet","Herring",21,3144.59523993158
1994,"Gannet","Herring",21,2894.11604269673
