"Year","Quarter","Predator","Prey","eatenW"
2018,3,"A.radiata","Cod",238.46559950993
2019,3,"A.radiata","Cod",122.979949609504
2020,3,"A.radiata","Cod",108.732010206352
2021,3,"A.radiata","Cod",151.22788979636
2022,3,"A.radiata","Cod",367.12315411616
1974,1,"Cod","Cod",9586.21592268374
1975,1,"Cod","Cod",8313.5587654015
1976,1,"Cod","Cod",10695.3537764349
1977,1,"Cod","Cod",14845.3477474349
1978,1,"Cod","Cod",19546.7799559875
1979,1,"Cod","Cod",12641.8452014861
1980,1,"Cod","Cod",15803.922761618
1981,1,"Cod","Cod",17727.5613688941
1982,1,"Cod","Cod",14573.8772055564
1983,1,"Cod","Cod",12823.8789402565
1984,1,"Cod","Cod",9597.06725973998
1985,1,"Cod","Cod",9133.53971120098
1986,1,"Cod","Cod",8749.8911106267
1987,1,"Cod","Cod",9366.36535671978
1988,1,"Cod","Cod",5152.0223324153
1989,1,"Cod","Cod",5326.65979837304
1990,1,"Cod","Cod",4503.23017034372
1991,1,"Cod","Cod",2970.7644551582
1992,1,"Cod","Cod",3628.26683260027
1993,1,"Cod","Cod",3229.50386832477
1994,1,"Cod","Cod",3732.76628508966
1995,1,"Cod","Cod",4143.7958527916
1996,1,"Cod","Cod",3949.933412294
1997,1,"Cod","Cod",5007.17736515427
1998,1,"Cod","Cod",4494.69274609926
1999,1,"Cod","Cod",1688.07476947372
2000,1,"Cod","Cod",1255.51027753954
2001,1,"Cod","Cod",892.18593815413
2002,1,"Cod","Cod",708.917501538581
2003,1,"Cod","Cod",552.816376579367
2004,1,"Cod","Cod",642.25412745278
2005,1,"Cod","Cod",834.925788428863
2006,1,"Cod","Cod",1074.83775787979
2007,1,"Cod","Cod",1193.97290016875
2008,1,"Cod","Cod",1121.49792321127
2009,1,"Cod","Cod",1092.59690795926
2010,1,"Cod","Cod",1170.3655907725
2011,1,"Cod","Cod",1454.35585200496
2012,1,"Cod","Cod",1421.67566818015
2013,1,"Cod","Cod",2030.55660150825
2014,1,"Cod","Cod",2413.81609475726
2015,1,"Cod","Cod",2164.05039135728
2016,1,"Cod","Cod",1490.58427973157
2017,1,"Cod","Cod",1398.00518417029
2018,1,"Cod","Cod",1374.55178538199
2019,1,"Cod","Cod",706.260748578895
2020,1,"Cod","Cod",655.774403950259
2021,1,"Cod","Cod",696.684415140544
2022,1,"Cod","Cod",863.99169480172
1974,2,"Cod","Cod",9204.47313640488
1975,2,"Cod","Cod",9214.99216572549
1976,2,"Cod","Cod",10363.2168948464
1977,2,"Cod","Cod",15399.0532657463
1978,2,"Cod","Cod",16720.923725709
1979,2,"Cod","Cod",12992.8661479559
1980,2,"Cod","Cod",16071.6760825389
1981,2,"Cod","Cod",14670.5141482214
1982,2,"Cod","Cod",12726.5088412843
1983,2,"Cod","Cod",10026.7120909599
1984,2,"Cod","Cod",9564.52139740747
1985,2,"Cod","Cod",7423.02533772198
1986,2,"Cod","Cod",7787.70314937544
1987,2,"Cod","Cod",7602.12002792114
1988,2,"Cod","Cod",4411.89257793197
1989,2,"Cod","Cod",4601.60133859911
1990,2,"Cod","Cod",3545.45209455945
1991,2,"Cod","Cod",2586.46171670406
1992,2,"Cod","Cod",3432.48208817908
1993,2,"Cod","Cod",2834.7683799935
1994,2,"Cod","Cod",3512.46840626579
1995,2,"Cod","Cod",3890.08805291829
1996,2,"Cod","Cod",3284.59335392559
1997,2,"Cod","Cod",5039.99365107618
1998,2,"Cod","Cod",2917.62581112937
1999,2,"Cod","Cod",1278.30029484147
2000,2,"Cod","Cod",1088.02976699464
2001,2,"Cod","Cod",831.512091284479
2002,2,"Cod","Cod",603.517349565126
2003,2,"Cod","Cod",469.900854789871
2004,2,"Cod","Cod",585.728208557741
2005,2,"Cod","Cod",676.270099155253
2006,2,"Cod","Cod",980.112055617542
2007,2,"Cod","Cod",1059.78441805552
2008,2,"Cod","Cod",913.082635882542
2009,2,"Cod","Cod",938.503969849963
2010,2,"Cod","Cod",1148.60766283013
2011,2,"Cod","Cod",1254.08714754402
2012,2,"Cod","Cod",1355.4733716982
2013,2,"Cod","Cod",1922.47545775228
2014,2,"Cod","Cod",2181.08037709265
2015,2,"Cod","Cod",1780.13933110449
2016,2,"Cod","Cod",1144.67060443759
2017,2,"Cod","Cod",1269.44024133395
2018,2,"Cod","Cod",970.322437296026
2019,2,"Cod","Cod",614.432211960149
2020,2,"Cod","Cod",635.909215064949
2021,2,"Cod","Cod",676.395522636401
2022,2,"Cod","Cod",825.014555786509
1974,3,"Cod","Cod",6658.51149750625
1975,3,"Cod","Cod",6908.72040672121
1976,3,"Cod","Cod",8862.23195003298
1977,3,"Cod","Cod",12943.2292252868
1978,3,"Cod","Cod",9922.99147733924
1979,3,"Cod","Cod",10009.8033524444
1980,3,"Cod","Cod",12647.5816837614
1981,3,"Cod","Cod",13624.8392601159
1982,3,"Cod","Cod",11188.4337116089
1983,3,"Cod","Cod",7563.40074264869
1984,3,"Cod","Cod",8010.1269522097
1985,3,"Cod","Cod",6071.63466945197
1986,3,"Cod","Cod",7124.64475067941
1987,3,"Cod","Cod",5157.43809146778
1988,3,"Cod","Cod",3822.62421056077
1989,3,"Cod","Cod",3844.69864190677
1990,3,"Cod","Cod",2631.84209777195
1991,3,"Cod","Cod",2345.16668837109
1992,3,"Cod","Cod",2489.96343272911
1993,3,"Cod","Cod",2156.37806146887
1994,3,"Cod","Cod",2751.61655968474
1995,3,"Cod","Cod",3032.51828041231
1996,3,"Cod","Cod",3203.60514556064
1997,3,"Cod","Cod",4045.41869689448
1998,3,"Cod","Cod",2000.4133521134
1999,3,"Cod","Cod",1336.83479612346
2000,3,"Cod","Cod",797.90205376813
2001,3,"Cod","Cod",605.747722056025
2002,3,"Cod","Cod",581.021531409755
2003,3,"Cod","Cod",600.109875119516
2004,3,"Cod","Cod",611.8545134967
2005,3,"Cod","Cod",792.664564291649
2006,3,"Cod","Cod",911.902170722926
2007,3,"Cod","Cod",868.832300366277
2008,3,"Cod","Cod",897.044487733561
2009,3,"Cod","Cod",852.79233892514
2010,3,"Cod","Cod",1086.68781902375
2011,3,"Cod","Cod",1357.70096701337
2012,3,"Cod","Cod",1730.07592433291
2013,3,"Cod","Cod",1974.10897153568
2014,3,"Cod","Cod",1825.51022144581
2015,3,"Cod","Cod",1604.28120734719
2016,3,"Cod","Cod",1243.52062977943
2017,3,"Cod","Cod",1340.52054969441
2018,3,"Cod","Cod",752.999152954337
2019,3,"Cod","Cod",547.887211945476
2020,3,"Cod","Cod",570.976726458212
2021,3,"Cod","Cod",746.786504105207
2022,3,"Cod","Cod",952.209331991977
1974,4,"Cod","Cod",11814.2502878708
1975,4,"Cod","Cod",13715.7280701357
1976,4,"Cod","Cod",18067.2096810454
1977,4,"Cod","Cod",25226.7613629288
1978,4,"Cod","Cod",16888.1492558681
1979,4,"Cod","Cod",20277.8951365014
1980,4,"Cod","Cod",23575.8842876078
1981,4,"Cod","Cod",21446.7546101034
1982,4,"Cod","Cod",19322.2757978138
1983,4,"Cod","Cod",13562.6962834909
1984,4,"Cod","Cod",13489.96454554
1985,4,"Cod","Cod",12209.813240602
1986,4,"Cod","Cod",12755.392771273
1987,4,"Cod","Cod",8444.94303298895
1988,4,"Cod","Cod",7131.20648620027
1989,4,"Cod","Cod",6694.58991403021
1990,4,"Cod","Cod",4647.39771274484
1991,4,"Cod","Cod",4558.83462910547
1992,4,"Cod","Cod",4404.96475962275
1993,4,"Cod","Cod",4245.06974352287
1994,4,"Cod","Cod",4934.24638844546
1995,4,"Cod","Cod",5371.12606718864
1996,4,"Cod","Cod",6277.19996709351
1997,4,"Cod","Cod",7201.57025951287
1998,4,"Cod","Cod",2883.80355318521
1999,4,"Cod","Cod",1839.96145809082
2000,4,"Cod","Cod",1121.33788357272
2001,4,"Cod","Cod",972.007337463857
2002,4,"Cod","Cod",846.427452769228
2003,4,"Cod","Cod",841.803310499507
2004,4,"Cod","Cod",1099.04493423181
2005,4,"Cod","Cod",1322.876913955
2006,4,"Cod","Cod",1593.16870485584
2007,4,"Cod","Cod",1489.53918869273
2008,4,"Cod","Cod",1569.39307242472
2009,4,"Cod","Cod",1631.96998715345
2010,4,"Cod","Cod",2077.35984313619
2011,4,"Cod","Cod",2278.39473700095
2012,4,"Cod","Cod",2993.53198702995
2013,4,"Cod","Cod",3737.3429635699
2014,4,"Cod","Cod",3163.06040190448
2015,4,"Cod","Cod",2625.30865999837
2016,4,"Cod","Cod",2089.58411559633
2017,4,"Cod","Cod",2324.21986455596
2018,4,"Cod","Cod",1220.84452940275
2019,4,"Cod","Cod",948.044437672314
2020,4,"Cod","Cod",1008.1835934584
2021,4,"Cod","Cod",1352.87344928882
2022,4,"Cod","Cod",1812.28796156831
1974,3,"Fulmar","Cod",1727.2305692928
1975,3,"Fulmar","Cod",1011.029407245
1976,3,"Fulmar","Cod",3893.9512785966
1977,3,"Fulmar","Cod",2718.922544364
1978,3,"Fulmar","Cod",2633.7770532528
1979,3,"Fulmar","Cod",2955.7902810956
1980,3,"Fulmar","Cod",3275.2519139808
1981,3,"Fulmar","Cod",6120.9060943992
1982,3,"Fulmar","Cod",4351.5018128712
1983,3,"Fulmar","Cod",4722.8995645624
1984,3,"Fulmar","Cod",3144.7125201024
1985,3,"Fulmar","Cod",4568.8693308258
1986,3,"Fulmar","Cod",2703.819723969
1987,3,"Fulmar","Cod",3000.9889802178
1988,3,"Fulmar","Cod",2768.22542997
1989,3,"Fulmar","Cod",2127.2439906432
1990,3,"Fulmar","Cod",2374.4628055044
1991,3,"Fulmar","Cod",2574.3323063952
1992,3,"Fulmar","Cod",1454.5661568048
1993,3,"Fulmar","Cod",2198.10007872
1994,3,"Fulmar","Cod",1686.0870790192
1995,3,"Fulmar","Cod",2291.097312582
1996,3,"Fulmar","Cod",3766.1018748158
1997,3,"Fulmar","Cod",1007.89491762388
1998,3,"Fulmar","Cod",1552.7783293204
1999,3,"Fulmar","Cod",2509.10698584
2000,3,"Fulmar","Cod",898.96198331888
2001,3,"Fulmar","Cod",1038.8568380346
2002,3,"Fulmar","Cod",1251.13166597328
2003,3,"Fulmar","Cod",2224.6036737938
2004,3,"Fulmar","Cod",1399.3015262252
2005,3,"Fulmar","Cod",2589.2357388794
2006,3,"Fulmar","Cod",1447.294874116
2007,3,"Fulmar","Cod",1363.805650389
2008,3,"Fulmar","Cod",1159.6058797856
2009,3,"Fulmar","Cod",1135.2091900058
2010,3,"Fulmar","Cod",880.52796741
2011,3,"Fulmar","Cod",1763.2476872244
2012,3,"Fulmar","Cod",2475.562257168
2013,3,"Fulmar","Cod",1756.4559096994
2014,3,"Fulmar","Cod",861.2257641936
2015,3,"Fulmar","Cod",714.55204402868
2016,3,"Fulmar","Cod",1076.7161516566
2017,3,"Fulmar","Cod",522.3278062002
2018,3,"Fulmar","Cod",630.26639310778
2019,3,"Fulmar","Cod",510.21604376288
2020,3,"Fulmar","Cod",429.27286880062
2021,3,"Fulmar","Cod",1006.761302742
2022,3,"Fulmar","Cod",1008.0424122548
1974,3,"G.gurnards","Cod",4853.88984669732
1975,3,"G.gurnards","Cod",1952.7250108509
1976,3,"G.gurnards","Cod",10089.211850055
1977,3,"G.gurnards","Cod",1197.54469173869
1978,3,"G.gurnards","Cod",10150.6209862366
1979,3,"G.gurnards","Cod",295.173079567392
1980,3,"G.gurnards","Cod",849.179346267564
1981,3,"G.gurnards","Cod",37917.4396727724
1982,3,"G.gurnards","Cod",6000.60093502974
1983,3,"G.gurnards","Cod",5036.24182043944
1984,3,"G.gurnards","Cod",6648.5591475888
1985,3,"G.gurnards","Cod",2251.26037459232
1986,3,"G.gurnards","Cod",2968.15901795868
1987,3,"G.gurnards","Cod",1799.7616937313
1988,3,"G.gurnards","Cod",962.7569508375
1989,3,"G.gurnards","Cod",1566.38614264704
1990,3,"G.gurnards","Cod",2824.9456824888
1991,3,"G.gurnards","Cod",2805.2809177328
1992,3,"G.gurnards","Cod",2396.31931000514
1993,3,"G.gurnards","Cod",4263.86283628032
1994,3,"G.gurnards","Cod",4356.54458512416
1995,3,"G.gurnards","Cod",5200.1357470686
1996,3,"G.gurnards","Cod",7722.600313805
1997,3,"G.gurnards","Cod",3189.48974614556
1998,3,"G.gurnards","Cod",5951.0365596136
1999,3,"G.gurnards","Cod",14760.7744016928
2000,3,"G.gurnards","Cod",4029.25813270396
2001,3,"G.gurnards","Cod",4311.3428671365
2002,3,"G.gurnards","Cod",5402.662266729
2003,3,"G.gurnards","Cod",9934.2963493176
2004,3,"G.gurnards","Cod",7418.8531717144
2005,3,"G.gurnards","Cod",13960.533652598
2006,3,"G.gurnards","Cod",7374.1656584804
2007,3,"G.gurnards","Cod",8318.396283743
2008,3,"G.gurnards","Cod",7662.0635776256
2009,3,"G.gurnards","Cod",5768.52992123252
2010,3,"G.gurnards","Cod",4938.735990825
2011,3,"G.gurnards","Cod",13075.3977033186
2012,3,"G.gurnards","Cod",21148.36817665
2013,3,"G.gurnards","Cod",14973.5046586216
2014,3,"G.gurnards","Cod",8576.554063896
2015,3,"G.gurnards","Cod",6362.53164218724
2016,3,"G.gurnards","Cod",8577.0400367288
2017,3,"G.gurnards","Cod",4513.55353295028
2018,3,"G.gurnards","Cod",3563.04204540206
2019,3,"G.gurnards","Cod",2887.63269809581
2020,3,"G.gurnards","Cod",2214.58530711826
2021,3,"G.gurnards","Cod",4159.38347620224
2022,3,"G.gurnards","Cod",3733.8097015453
1974,4,"G.gurnards","Cod",1390.141052685
1975,4,"G.gurnards","Cod",950.39676404325
1976,4,"G.gurnards","Cod",8499.112272
1977,4,"G.gurnards","Cod",390.6634087125
1978,4,"G.gurnards","Cod",2401.05555099
1979,4,"G.gurnards","Cod",257.22698796225
1980,4,"G.gurnards","Cod",315.4809320325
1981,4,"G.gurnards","Cod",9762.407124525
1982,4,"G.gurnards","Cod",2492.733803805
1983,4,"G.gurnards","Cod",2336.783689125
1984,4,"G.gurnards","Cod",3005.74164555
1985,4,"G.gurnards","Cod",2025.11278764
1986,4,"G.gurnards","Cod",2020.3831863
1987,4,"G.gurnards","Cod",1162.40507772075
1988,4,"G.gurnards","Cod",727.3996990335
1989,4,"G.gurnards","Cod",991.808951616
1990,4,"G.gurnards","Cod",1852.971346755
1991,4,"G.gurnards","Cod",1806.25013592075
1992,4,"G.gurnards","Cod",1419.414111495
1993,4,"G.gurnards","Cod",1979.4652688475
1994,4,"G.gurnards","Cod",2738.71531755
1995,4,"G.gurnards","Cod",3969.33516
1996,4,"G.gurnards","Cod",5399.5189248
1997,4,"G.gurnards","Cod",2009.49758163
1998,4,"G.gurnards","Cod",3395.5818279975
1999,4,"G.gurnards","Cod",7150.3413234525
2000,4,"G.gurnards","Cod",2006.1121994775
2001,4,"G.gurnards","Cod",2006.75845332
2002,4,"G.gurnards","Cod",1930.57891614
2003,4,"G.gurnards","Cod",3145.67464842
2004,4,"G.gurnards","Cod",2019.02393178
2005,4,"G.gurnards","Cod",2690.7640969725
2006,4,"G.gurnards","Cod",1618.0702148925
2007,4,"G.gurnards","Cod",1385.5657194
2008,4,"G.gurnards","Cod",1867.55348745
2009,4,"G.gurnards","Cod",1504.1894474475
2010,4,"G.gurnards","Cod",2610.01676916
2011,4,"G.gurnards","Cod",4410.391663935
2012,4,"G.gurnards","Cod",5057.097950025
2013,4,"G.gurnards","Cod",3481.48432008
2014,4,"G.gurnards","Cod",1541.93234634
2015,4,"G.gurnards","Cod",1628.45342226
2016,4,"G.gurnards","Cod",2441.77361946
2017,4,"G.gurnards","Cod",1297.372464
2018,4,"G.gurnards","Cod",870.6069
2019,4,"G.gurnards","Cod",841.51803879
2020,4,"G.gurnards","Cod",603.35345439
2021,4,"G.gurnards","Cod",790.357668615
2022,4,"G.gurnards","Cod",834.581361438
1974,3,"Gannet","Cod",323.0208297
1975,3,"Gannet","Cod",432.1082155646
1976,3,"Gannet","Cod",655.151097636
1977,3,"Gannet","Cod",1722.383685117
1978,3,"Gannet","Cod",1340.178025952
1979,3,"Gannet","Cod",797.0233089488
1980,3,"Gannet","Cod",1569.147712041
1981,3,"Gannet","Cod",881.69097644
1982,3,"Gannet","Cod",1582.778893168
1983,3,"Gannet","Cod",937.392277724
1984,3,"Gannet","Cod",1585.467078888
1985,3,"Gannet","Cod",586.007138934
1986,3,"Gannet","Cod",1326.36754476
1987,3,"Gannet","Cod",980.627458327
1988,3,"Gannet","Cod",724.276766508
1989,3,"Gannet","Cod",1225.308738448
1990,3,"Gannet","Cod",567.200774336
1991,3,"Gannet","Cod",564.671786382
1992,3,"Gannet","Cod",952.905416532
1993,3,"Gannet","Cod",481.22509966
1994,3,"Gannet","Cod",885.128427088
1995,3,"Gannet","Cod",960.821295252
1996,3,"Gannet","Cod",670.738393182
1997,3,"Gannet","Cod",1331.314985405
1998,3,"Gannet","Cod",497.9369791296
1999,3,"Gannet","Cod",570.280769794
2000,3,"Gannet","Cod",880.10519268
2001,3,"Gannet","Cod",450.0559508004
2002,3,"Gannet","Cod",508.6845948956
2003,3,"Gannet","Cod",464.0999525472
2004,3,"Gannet","Cod",567.101903316
2005,3,"Gannet","Cod",702.444951366
2006,3,"Gannet","Cod",1300.846043168
2007,3,"Gannet","Cod",749.5669507359
2008,3,"Gannet","Cod",665.7502938132
2009,3,"Gannet","Cod",653.21182798
2010,3,"Gannet","Cod",953.339896376
2011,3,"Gannet","Cod",926.3593283924
2012,3,"Gannet","Cod",1093.467497369
2013,3,"Gannet","Cod",2027.76304265
2014,3,"Gannet","Cod",1081.047360519
2015,3,"Gannet","Cod",772.3608616486
2016,3,"Gannet","Cod",619.4521570216
2017,3,"Gannet","Cod",1400.889975446
2018,3,"Gannet","Cod",694.0482832151
2019,3,"Gannet","Cod",986.3520652161
2020,3,"Gannet","Cod",1375.804680768
2021,3,"Gannet","Cod",1246.9879807854
2022,3,"Gannet","Cod",1613.0986005352
1974,4,"Gannet","Cod",1944.7491061856
1975,4,"Gannet","Cod",3304.0542323763
1976,4,"Gannet","Cod",2099.8420380223
1977,4,"Gannet","Cod",2592.9370583116
1978,4,"Gannet","Cod",2916.0391773084
1979,4,"Gannet","Cod",2390.9117217505
1980,4,"Gannet","Cod",4566.5324393832
1981,4,"Gannet","Cod",2611.8064173747
1982,4,"Gannet","Cod",3342.548079052
1983,4,"Gannet","Cod",2135.7686611248
1984,4,"Gannet","Cod",3660.4385454494
1985,4,"Gannet","Cod",1664.7936591
1986,4,"Gannet","Cod",3798.6047960939
1987,4,"Gannet","Cod",2249.8120438703
1988,4,"Gannet","Cod",1754.3529627442
1989,4,"Gannet","Cod",2573.418934086
1990,4,"Gannet","Cod",1532.2792356612
1991,4,"Gannet","Cod",1669.91794866
1992,4,"Gannet","Cod",2263.9105875178
1993,4,"Gannet","Cod",1081.517228805
1994,4,"Gannet","Cod",1837.5467138288
1995,4,"Gannet","Cod",2413.4581536689
1996,4,"Gannet","Cod",2020.4638249185
1997,4,"Gannet","Cod",3993.6116288757
1998,4,"Gannet","Cod",773.93559289475
1999,4,"Gannet","Cod",1375.87254211134
2000,4,"Gannet","Cod",1615.170007152
2001,4,"Gannet","Cod",1005.39678878704
2002,4,"Gannet","Cod",885.0869506765
2003,4,"Gannet","Cod",647.1459227688
2004,4,"Gannet","Cod",1186.56918759366
2005,4,"Gannet","Cod",1029.86707012189
2006,4,"Gannet","Cod",2046.946727709
2007,4,"Gannet","Cod",1214.15295084772
2008,4,"Gannet","Cod",1301.14293654046
2009,4,"Gannet","Cod",1161.72593141241
2010,4,"Gannet","Cod",1696.4358038368
2011,4,"Gannet","Cod",1067.2316358158
2012,4,"Gannet","Cod",1231.82860880898
2013,4,"Gannet","Cod",2156.9889050255
2014,4,"Gannet","Cod",1308.7264952034
2015,4,"Gannet","Cod",899.30639485739
2016,4,"Gannet","Cod",902.32890868224
2017,4,"Gannet","Cod",1850.62040493655
2018,4,"Gannet","Cod",722.91512309874
2019,4,"Gannet","Cod",1175.6044874808
2020,4,"Gannet","Cod",1702.4551016135
2021,4,"Gannet","Cod",1341.10297166924
2022,4,"Gannet","Cod",1641.97828301208
1974,3,"GBB.Gull","Cod",89.91205948296
1975,3,"GBB.Gull","Cod",79.355676919662
1976,3,"GBB.Gull","Cod",318.22021650744
1977,3,"GBB.Gull","Cod",193.75476197662
1978,3,"GBB.Gull","Cod",181.744393373088
1979,3,"GBB.Gull","Cod",173.783845877356
1980,3,"GBB.Gull","Cod",202.63924460988
1981,3,"GBB.Gull","Cod",417.221272143156
1982,3,"GBB.Gull","Cod",292.24489756982
1983,3,"GBB.Gull","Cod",291.18347452168
1984,3,"GBB.Gull","Cod",227.2185274944
1985,3,"GBB.Gull","Cod",338.10568333542
1986,3,"GBB.Gull","Cod",178.85456237012
1987,3,"GBB.Gull","Cod",227.4071417475
1988,3,"GBB.Gull","Cod",214.475564121
1989,3,"GBB.Gull","Cod",157.52043800064
1990,3,"GBB.Gull","Cod",166.15818148644
1991,3,"GBB.Gull","Cod",176.34328654592
1992,3,"GBB.Gull","Cod",94.18154132348
1993,3,"GBB.Gull","Cod",165.75009639552
1994,3,"GBB.Gull","Cod",110.0508046781
1995,3,"GBB.Gull","Cod",176.54369473442
1996,3,"GBB.Gull","Cod",342.47989499698
1997,3,"GBB.Gull","Cod",121.740203024154
1998,3,"GBB.Gull","Cod",182.64429049412
1999,3,"GBB.Gull","Cod",209.26347396864
2000,3,"GBB.Gull","Cod",104.677513776082
2001,3,"GBB.Gull","Cod",107.64328012269
2002,3,"GBB.Gull","Cod",117.753325712386
2003,3,"GBB.Gull","Cod",189.53792759564
2004,3,"GBB.Gull","Cod",120.17298695168
2005,3,"GBB.Gull","Cod",225.57837132454
2006,3,"GBB.Gull","Cod",154.48103931364
2007,3,"GBB.Gull","Cod",160.1518146319
2008,3,"GBB.Gull","Cod",134.50050827616
2009,3,"GBB.Gull","Cod",151.15498790938
2010,3,"GBB.Gull","Cod",147.78489077625
2011,3,"GBB.Gull","Cod",305.9683775694
2012,3,"GBB.Gull","Cod",429.8352125782
2013,3,"GBB.Gull","Cod",309.10052578132
2014,3,"GBB.Gull","Cod",141.57127302552
2015,3,"GBB.Gull","Cod",124.931315956252
2016,3,"GBB.Gull","Cod",188.0677658964
2017,3,"GBB.Gull","Cod",103.294331722218
2018,3,"GBB.Gull","Cod",120.192455999408
2019,3,"GBB.Gull","Cod",97.797452956736
2020,3,"GBB.Gull","Cod",81.472471033486
2021,3,"GBB.Gull","Cod",204.72881165932
2022,3,"GBB.Gull","Cod",210.4779250314
1974,1,"Grey.seal","Cod",478.108477707088
1975,1,"Grey.seal","Cod",631.295199498667
1976,1,"Grey.seal","Cod",1061.12449002383
1977,1,"Grey.seal","Cod",1236.0072129012
1978,1,"Grey.seal","Cod",1694.84928926174
1979,1,"Grey.seal","Cod",1566.89387080162
1980,1,"Grey.seal","Cod",1251.24866164153
1981,1,"Grey.seal","Cod",1740.55098466629
1982,1,"Grey.seal","Cod",1549.25369552418
1983,1,"Grey.seal","Cod",1914.90817925995
1984,1,"Grey.seal","Cod",1522.12279476856
1985,1,"Grey.seal","Cod",1783.56278316029
1986,1,"Grey.seal","Cod",1576.33518480106
1987,1,"Grey.seal","Cod",2067.74942297901
1988,1,"Grey.seal","Cod",2209.62841425864
1989,1,"Grey.seal","Cod",1887.48251660919
1990,1,"Grey.seal","Cod",2515.25860530226
1991,1,"Grey.seal","Cod",1792.14546268251
1992,1,"Grey.seal","Cod",1775.79371331637
1993,1,"Grey.seal","Cod",2068.39160989554
1994,1,"Grey.seal","Cod",1780.8457358257
1995,1,"Grey.seal","Cod",1993.647232406
1996,1,"Grey.seal","Cod",2837.48955599083
1997,1,"Grey.seal","Cod",1599.0623318587
1998,1,"Grey.seal","Cod",2920.74746258112
1999,1,"Grey.seal","Cod",2097.80205887495
2000,1,"Grey.seal","Cod",1375.79191657388
2001,1,"Grey.seal","Cod",2160.92231837534
2002,1,"Grey.seal","Cod",2113.64828763338
2003,1,"Grey.seal","Cod",2965.76996300916
2004,1,"Grey.seal","Cod",2805.64075724454
2005,1,"Grey.seal","Cod",3898.74489357931
2006,1,"Grey.seal","Cod",3801.10408650073
2007,1,"Grey.seal","Cod",3963.01372343407
2008,1,"Grey.seal","Cod",4259.55346877305
2009,1,"Grey.seal","Cod",3472.58085694539
2010,1,"Grey.seal","Cod",2662.53369961909
2011,1,"Grey.seal","Cod",4527.44294800396
2012,1,"Grey.seal","Cod",5662.31545257232
2013,1,"Grey.seal","Cod",4456.09433020251
2014,1,"Grey.seal","Cod",4758.0151347082
2015,1,"Grey.seal","Cod",4716.39551360578
2016,1,"Grey.seal","Cod",7058.31022594818
2017,1,"Grey.seal","Cod",2325.57642274322
2018,1,"Grey.seal","Cod",3275.43214538573
2019,1,"Grey.seal","Cod",2603.29457313534
2020,1,"Grey.seal","Cod",1924.79542940205
2021,1,"Grey.seal","Cod",2849.61035926022
2022,1,"Grey.seal","Cod",4549.72493983109
1974,2,"Grey.seal","Cod",458.888608784169
1975,2,"Grey.seal","Cod",717.278410456066
1976,2,"Grey.seal","Cod",1055.58234898409
1977,2,"Grey.seal","Cod",1299.30723074397
1978,2,"Grey.seal","Cod",1501.94869234702
1979,2,"Grey.seal","Cod",1490.37864365133
1980,2,"Grey.seal","Cod",1248.36877995231
1981,2,"Grey.seal","Cod",1660.38068855689
1982,2,"Grey.seal","Cod",1565.94984428695
1983,2,"Grey.seal","Cod",1438.66283254497
1984,2,"Grey.seal","Cod",1428.14574873145
1985,2,"Grey.seal","Cod",1440.48076819887
1986,2,"Grey.seal","Cod",1338.03687187748
1987,2,"Grey.seal","Cod",1451.99379000983
1988,2,"Grey.seal","Cod",1888.02995406952
