"Predator","Year","Predator.no","Prey","Prey.no","eatenW"
"Grey gurnards",1989,3,"Cod",8,6951.2584109306
"Grey gurnards",1990,3,"Cod",8,11426.8189681334
"Grey gurnards",1991,3,"Cod",8,12269.2926984394
"Grey gurnards",1992,3,"Cod",8,14489.4998264796
"Grey gurnards",1993,3,"Cod",8,20192.125084482
"Grey gurnards",1994,3,"Cod",8,24799.843403322
"Grey gurnards",1995,3,"Cod",8,21638.3726230126
"Grey gurnards",1996,3,"Cod",8,27544.2306081176
"Grey gurnards",1997,3,"Cod",8,27979.5914546148
"Grey gurnards",1998,3,"Cod",8,31847.073188736
"Grey gurnards",1999,3,"Cod",8,68155.067165952
"Grey gurnards",2000,3,"Cod",8,21942.3278119344
"Grey gurnards",2001,3,"Cod",8,27621.4020091464
"Grey gurnards",2002,3,"Cod",8,41577.4657424672
"Grey gurnards",2003,3,"Cod",8,50143.8482602122
"Grey gurnards",2004,3,"Cod",8,42636.308716378
"Grey gurnards",2005,3,"Cod",8,61467.106091742
"Grey gurnards",2006,3,"Cod",8,42006.831859746
"Grey gurnards",2007,3,"Cod",8,47926.964940855
"Grey gurnards",2008,3,"Cod",8,54389.8178454774
"Grey gurnards",2009,3,"Cod",8,34351.4639926796
"Grey gurnards",2010,3,"Cod",8,36688.2863995648
"Grey gurnards",2011,3,"Cod",8,68178.390548528
"Grey gurnards",2012,3,"Cod",8,73461.163040304
"Grey gurnards",2013,3,"Cod",8,68327.4503691598
"Grey gurnards",2014,3,"Cod",8,53727.4931276928
"Grey gurnards",2015,3,"Cod",8,47630.793272751
"Grey gurnards",2016,3,"Cod",8,48562.497220237
"Grey gurnards",2017,3,"Cod",8,22039.4692722672
"Grey gurnards",2018,3,"Cod",8,23942.3389632882
"Grey gurnards",2019,3,"Cod",8,21466.716802427
"Grey.seal",1974,5,"Cod",8,2490.90485289855
"Grey.seal",1975,5,"Cod",8,3990.20532065864
"Grey.seal",1976,5,"Cod",8,4800.55802608932
"Grey.seal",1977,5,"Cod",8,7239.02695720866
"Grey.seal",1978,5,"Cod",8,7409.05608894017
"Grey.seal",1979,5,"Cod",8,6238.5359007303
"Grey.seal",1980,5,"Cod",8,6416.82790881975
"Grey.seal",1981,5,"Cod",8,7313.41869083891
"Grey.seal",1982,5,"Cod",8,8728.36998955625
"Grey.seal",1983,5,"Cod",8,7176.44212911964
"Grey.seal",1984,5,"Cod",8,7804.97161699965
"Grey.seal",1985,5,"Cod",8,6652.76388975336
"Grey.seal",1986,5,"Cod",8,7859.56657704183
"Grey.seal",1987,5,"Cod",8,7627.11778504722
"Grey.seal",1988,5,"Cod",8,7849.49156044252
"Grey.seal",1989,5,"Cod",8,8115.57245947876
"Grey.seal",1990,5,"Cod",8,9142.02168660327
"Grey.seal",1991,5,"Cod",8,8214.30113928516
"Grey.seal",1992,5,"Cod",8,7856.11274256987
"Grey.seal",1993,5,"Cod",8,8619.1982387198
"Grey.seal",1994,5,"Cod",8,8259.17980267392
"Grey.seal",1995,5,"Cod",8,9078.26738726826
"Grey.seal",1996,5,"Cod",8,9417.09141431943
"Grey.seal",1997,5,"Cod",8,9780.28699530838
"Grey.seal",1998,5,"Cod",8,13236.9484678494
"Grey.seal",1999,5,"Cod",8,7356.76211449545
"Grey.seal",2000,5,"Cod",8,8364.73400239573
"Grey.seal",2001,5,"Cod",8,9689.39163215964
"Grey.seal",2002,5,"Cod",8,10970.3245775531
"Grey.seal",2003,5,"Cod",8,11120.9282635311
"Grey.seal",2004,5,"Cod",8,12688.8332491531
"Grey.seal",2005,5,"Cod",8,14873.364871264
"Grey.seal",2006,5,"Cod",8,12823.4538292573
"Grey.seal",2007,5,"Cod",8,11671.4599822917
"Grey.seal",2008,5,"Cod",8,11449.8266426052
"Grey.seal",2009,5,"Cod",8,7461.73466245324
"Grey.seal",2010,5,"Cod",8,9418.75038365275
"Grey.seal",2011,5,"Cod",8,11775.143219476
"Grey.seal",2012,5,"Cod",8,9468.14041206083
"Grey.seal",2013,5,"Cod",8,8419.44806716784
"Grey.seal",2014,5,"Cod",8,10565.7957774904
"Grey.seal",2015,5,"Cod",8,10943.4574691228
"Grey.seal",2016,5,"Cod",8,10571.6061309966
"Grey.seal",2017,5,"Cod",8,4250.99267321223
"Grey.seal",2018,5,"Cod",8,5898.16763303462
"Grey.seal",2019,5,"Cod",8,3849.69583685863
"Habour porpoise",1974,6,"Cod",8,51659.1067293051
"Habour porpoise",1975,6,"Cod",8,57922.2020504654
"Habour porpoise",1976,6,"Cod",8,62716.8419728338
"Habour porpoise",1977,6,"Cod",8,69437.9365895539
"Habour porpoise",1978,6,"Cod",8,73844.2595961413
"Habour porpoise",1979,6,"Cod",8,65223.5159303154
"Habour porpoise",1980,6,"Cod",8,71033.6738045836
"Habour porpoise",1981,6,"Cod",8,71335.6262529756
"Habour porpoise",1982,6,"Cod",8,66002.2007565571
"Habour porpoise",1983,6,"Cod",8,67599.2134483783
"Habour porpoise",1984,6,"Cod",8,65391.5328498112
"Habour porpoise",1985,6,"Cod",8,62817.4217545086
"Habour porpoise",1986,6,"Cod",8,55257.5248209537
"Habour porpoise",1987,6,"Cod",8,61168.9882146207
"Habour porpoise",1988,6,"Cod",8,42533.7116090172
"Habour porpoise",1989,6,"Cod",8,44405.2368107164
"Habour porpoise",1990,6,"Cod",8,46039.9537952268
"Habour porpoise",1991,6,"Cod",8,37962.6322964811
"Habour porpoise",1992,6,"Cod",8,45493.1512687322
"Habour porpoise",1993,6,"Cod",8,50732.8327313736
"Habour porpoise",1994,6,"Cod",8,48791.2485554528
"Habour porpoise",1995,6,"Cod",8,54572.315421235
"Habour porpoise",1996,6,"Cod",8,46541.9563756804
"Habour porpoise",1997,6,"Cod",8,51870.0768405933
"Habour porpoise",1998,6,"Cod",8,51294.1538514335
"Habour porpoise",1999,6,"Cod",8,26160.9506714653
"Habour porpoise",2000,6,"Cod",8,36221.9093663887
"Habour porpoise",2001,6,"Cod",8,33746.2012791338
"Habour porpoise",2002,6,"Cod",8,22404.711834377
"Habour porpoise",2003,6,"Cod",8,22647.259704632
"Habour porpoise",2004,6,"Cod",8,23828.5341170263
"Habour porpoise",2005,6,"Cod",8,29476.7666607105
"Habour porpoise",2006,6,"Cod",8,33152.0628306031
"Habour porpoise",2007,6,"Cod",8,35401.4300069792
"Habour porpoise",2008,6,"Cod",8,25919.8955920665
"Habour porpoise",2009,6,"Cod",8,24617.1488630875
"Habour porpoise",2010,6,"Cod",8,25674.1594922017
"Habour porpoise",2011,6,"Cod",8,26554.6191587799
"Habour porpoise",2012,6,"Cod",8,21150.1476899501
"Habour porpoise",2013,6,"Cod",8,27410.0473655495
"Habour porpoise",2014,6,"Cod",8,31173.5617221222
"Habour porpoise",2015,6,"Cod",8,25997.6976993405
"Habour porpoise",2016,6,"Cod",8,16544.7188384587
"Habour porpoise",2017,6,"Cod",8,18010.6549076
"Habour porpoise",2018,6,"Cod",8,21388.0452566575
"Habour porpoise",2019,6,"Cod",8,15384.8957766044
"Cod",1974,8,"Cod",8,54897.4415388816
"Cod",1975,8,"Cod",8,62720.4346560279
"Cod",1976,8,"Cod",8,77958.9444854808
"Cod",1977,8,"Cod",8,112618.739452848
"Cod",1978,8,"Cod",8,82103.1399819742
"Cod",1979,8,"Cod",8,87060.5101606644
"Cod",1980,8,"Cod",8,93387.7154444574
"Cod",1981,8,"Cod",8,102651.973479244
"Cod",1982,8,"Cod",8,88719.1152667057
"Cod",1983,8,"Cod",8,65327.2551994644
"Cod",1984,8,"Cod",8,72080.5434837667
"Cod",1985,8,"Cod",8,52473.5338056588
"Cod",1986,8,"Cod",8,57002.2218734831
"Cod",1987,8,"Cod",8,39624.2349609422
"Cod",1988,8,"Cod",8,32392.6716404797
"Cod",1989,8,"Cod",8,31694.1329021251
"Cod",1990,8,"Cod",8,24736.5145377642
"Cod",1991,8,"Cod",8,20596.1647837009
"Cod",1992,8,"Cod",8,22744.9229812778
"Cod",1993,8,"Cod",8,21259.568030143
"Cod",1994,8,"Cod",8,26695.9853610658
"Cod",1995,8,"Cod",8,22418.3853324923
"Cod",1996,8,"Cod",8,22831.8174288675
"Cod",1997,8,"Cod",8,26619.1034987158
"Cod",1998,8,"Cod",8,12542.8049452367
"Cod",1999,8,"Cod",8,8402.21020923169
"Cod",2000,8,"Cod",8,7242.60351503544
"Cod",2001,8,"Cod",8,5955.87159779958
"Cod",2002,8,"Cod",8,4812.31363608467
"Cod",2003,8,"Cod",8,4387.65506925274
"Cod",2004,8,"Cod",8,4632.61032216567
"Cod",2005,8,"Cod",8,5370.54952081181
"Cod",2006,8,"Cod",8,5912.02078452697
"Cod",2007,8,"Cod",8,5307.51729034611
"Cod",2008,8,"Cod",8,5217.89132901849
"Cod",2009,8,"Cod",8,4979.2234582038
"Cod",2010,8,"Cod",8,5452.98720766673
"Cod",2011,8,"Cod",8,5436.59968172837
"Cod",2012,8,"Cod",8,6469.22068635795
"Cod",2013,8,"Cod",8,8205.46201345144
"Cod",2014,8,"Cod",8,8090.32884039983
"Cod",2015,8,"Cod",8,5759.516651346
"Cod",2016,8,"Cod",8,5114.87219805237
"Cod",2017,8,"Cod",8,6352.65067068725
"Cod",2018,8,"Cod",8,3902.83070884714
"Cod",2019,8,"Cod",8,3725.5361638731
"Whiting",1974,9,"Cod",8,8283.3181900841
"Whiting",1975,9,"Cod",8,6432.1091927846
"Whiting",1976,9,"Cod",8,25985.4613913634
"Whiting",1977,9,"Cod",8,16992.3680769483
"Whiting",1978,9,"Cod",8,18231.462047554
"Whiting",1979,9,"Cod",8,15465.6416754738
"Whiting",1980,9,"Cod",8,22254.3318223219
"Whiting",1981,9,"Cod",8,34430.2035536332
"Whiting",1982,9,"Cod",8,13900.2103112205
"Whiting",1983,9,"Cod",8,13833.9797117031
"Whiting",1984,9,"Cod",8,10324.4378897281
"Whiting",1985,9,"Cod",8,13807.3274249732
"Whiting",1986,9,"Cod",8,10295.2538813487
"Whiting",1987,9,"Cod",8,9434.50264780019
"Whiting",1988,9,"Cod",8,6962.7415605688
"Whiting",1989,9,"Cod",8,4824.83594132964
"Whiting",1990,9,"Cod",8,7562.40975037586
"Whiting",1991,9,"Cod",8,10470.2389009525
"Whiting",1992,9,"Cod",8,5121.45552138888
"Whiting",1993,9,"Cod",8,7402.98370739363
"Whiting",1994,9,"Cod",8,5114.79440311153
"Whiting",1995,9,"Cod",8,5911.62605897241
"Whiting",1996,9,"Cod",8,8401.92598884865
"Whiting",1997,9,"Cod",8,3496.49127614001
"Whiting",1998,9,"Cod",8,4542.9071069851
"Whiting",1999,9,"Cod",8,5806.04189309712
"Whiting",2000,9,"Cod",8,3417.28593341582
"Whiting",2001,9,"Cod",8,4999.32557464741
"Whiting",2002,9,"Cod",8,3884.75056871698
"Whiting",2003,9,"Cod",8,6066.03872106083
"Whiting",2004,9,"Cod",8,4577.74005051939
"Whiting",2005,9,"Cod",8,6158.2578806372
"Whiting",2006,9,"Cod",8,3729.23404043398
"Whiting",2007,9,"Cod",8,3482.58850097702
"Whiting",2008,9,"Cod",8,3640.57691861352
"Whiting",2009,9,"Cod",8,2504.95222960448
"Whiting",2010,9,"Cod",8,2747.97869063154
"Whiting",2011,9,"Cod",8,6254.30924991863
"Whiting",2012,9,"Cod",8,6409.58166328266
"Whiting",2013,9,"Cod",8,5212.78437548922
"Whiting",2014,9,"Cod",8,3291.11883390805
"Whiting",2015,9,"Cod",8,2785.66056563493
"Whiting",2016,9,"Cod",8,4319.72531325019
"Whiting",2017,9,"Cod",8,2068.86248036114
"Whiting",2018,9,"Cod",8,2890.34059502085
"Whiting",2019,9,"Cod",8,2899.04230638344
"Sea birds",1974,1,"Whiting",9,13921.0886536579
"Sea birds",1975,1,"Whiting",9,20332.581962684
"Sea birds",1976,1,"Whiting",9,22487.8134601024
"Sea birds",1977,1,"Whiting",9,22608.9647112894
"Sea birds",1978,1,"Whiting",9,17755.3518428505
"Sea birds",1979,1,"Whiting",9,16929.5165992692
"Sea birds",1980,1,"Whiting",9,21622.4131891121
"Sea birds",1981,1,"Whiting",9,15313.0370777925
"Sea birds",1982,1,"Whiting",9,12365.8304918309
"Sea birds",1983,1,"Whiting",9,12707.9768871609
"Sea birds",1984,1,"Whiting",9,14671.0722479516
"Sea birds",1985,1,"Whiting",9,13199.0284236127
"Sea birds",1986,1,"Whiting",9,16976.8747397621
"Sea birds",1987,1,"Whiting",9,18688.2721671434
"Sea birds",1988,1,"Whiting",9,18920.9178230388
"Sea birds",1989,1,"Whiting",9,22659.5112098218
"Sea birds",1990,1,"Whiting",9,14231.1035790685
"Sea birds",1991,1,"Whiting",9,13278.7808892507
"Sea birds",1992,1,"Whiting",9,12270.0428482436
"Sea birds",1993,1,"Whiting",9,11211.952479768
"Sea birds",1994,1,"Whiting",9,9204.58106963979
"Sea birds",1995,1,"Whiting",9,8097.27600823962
"Sea birds",1996,1,"Whiting",9,6505.45548473794
"Sea birds",1997,1,"Whiting",9,4777.30262505538
"Sea birds",1998,1,"Whiting",9,9979.56225905905
"Sea birds",1999,1,"Whiting",9,11161.6854099676
"Sea birds",2000,1,"Whiting",9,9533.55879135753
"Sea birds",2001,1,"Whiting",9,12421.792404003
"Sea birds",2002,1,"Whiting",9,9790.87092791102
"Sea birds",2003,1,"Whiting",9,8249.2837289235
"Sea birds",2004,1,"Whiting",9,7338.97441389362
"Sea birds",2005,1,"Whiting",9,8100.79751071401
"Sea birds",2006,1,"Whiting",9,7809.24249313026
"Sea birds",2007,1,"Whiting",9,7246.17511309173
"Sea birds",2008,1,"Whiting",9,8154.92174398778
"Sea birds",2009,1,"Whiting",9,5131.63513485179
"Sea birds",2010,1,"Whiting",9,4351.04674154407
"Sea birds",2011,1,"Whiting",9,6614.34276761305
"Sea birds",2012,1,"Whiting",9,5725.56873235742
"Sea birds",2013,1,"Whiting",9,4384.80454822678
"Sea birds",2014,1,"Whiting",9,5374.97520625544
"Sea birds",2015,1,"Whiting",9,5765.62403318091
"Sea birds",2016,1,"Whiting",9,9397.71382387832
"Sea birds",2017,1,"Whiting",9,7402.92833720507
"Sea birds",2018,1,"Whiting",9,5986.97242206162
"Sea birds",2019,1,"Whiting",9,6342.65514662119
"A.radiata",1974,2,"Whiting",9,2687.378998182
"A.radiata",1975,2,"Whiting",9,2474.98184351
"A.radiata",1976,2,"Whiting",9,2774.646626408
"A.radiata",1977,2,"Whiting",9,3078.082634858
"A.radiata",1978,2,"Whiting",9,2638.73152049
"A.radiata",1979,2,"Whiting",9,2279.011576764
"A.radiata",1980,2,"Whiting",9,2054.77482993
"A.radiata",1981,2,"Whiting",9,2294.838864736
"A.radiata",1982,2,"Whiting",9,1412.8759023972
"A.radiata",1983,2,"Whiting",9,3497.181580416
"A.radiata",1984,2,"Whiting",9,5474.604486
"A.radiata",1985,2,"Whiting",9,3857.460623769
"A.radiata",1986,2,"Whiting",9,7411.635635951
"A.radiata",1987,2,"Whiting",9,18420.41694364
"A.radiata",1988,2,"Whiting",9,5357.841644168
"A.radiata",1989,2,"Whiting",9,9709.68996096
"A.radiata",1990,2,"Whiting",9,6795.57028178
"A.radiata",1991,2,"Whiting",9,5687.3795162733
"A.radiata",1992,2,"Whiting",9,13114.7551838
"A.radiata",1993,2,"Whiting",9,9266.7751761
"A.radiata",1994,2,"Whiting",9,4859.5213774744
"A.radiata",1995,2,"Whiting",9,5497.156384103
"A.radiata",1996,2,"Whiting",9,2425.9738318704
"A.radiata",1997,2,"Whiting",9,4978.497619179
"A.radiata",1998,2,"Whiting",9,8659.03783764
"A.radiata",1999,2,"Whiting",9,5450.289767472
"A.radiata",2000,2,"Whiting",9,7721.073113174
"A.radiata",2001,2,"Whiting",9,6690.0631292
"A.radiata",2002,2,"Whiting",9,5131.296443008
"A.radiata",2003,2,"Whiting",9,4828.305695576
"A.radiata",2004,2,"Whiting",9,4331.7716936151
"A.radiata",2005,2,"Whiting",9,3452.4826427064
"A.radiata",2006,2,"Whiting",9,3062.6150661828
"A.radiata",2007,2,"Whiting",9,5137.4013050244
"A.radiata",2008,2,"Whiting",9,4197.4900384638
"A.radiata",2009,2,"Whiting",9,1813.7240230698
"A.radiata",2010,2,"Whiting",9,2163.7926119904
"A.radiata",2011,2,"Whiting",9,3204.3410215145
"A.radiata",2012,2,"Whiting",9,1481.216682624
"A.radiata",2013,2,"Whiting",9,1292.8361119542
"A.radiata",2014,2,"Whiting",9,1709.828778336
"A.radiata",2015,2,"Whiting",9,3776.38421234
"A.radiata",2016,2,"Whiting",9,2509.391804892
"A.radiata",2017,2,"Whiting",9,1307.7692204588
"A.radiata",2018,2,"Whiting",9,1024.2658664545
"A.radiata",2019,2,"Whiting",9,993.6790727379
"Grey gurnards",1974,3,"Whiting",9,100580.345264817
"Grey gurnards",1975,3,"Whiting",9,70830.903551047
"Grey gurnards",1976,3,"Whiting",9,128787.267647453
"Grey gurnards",1977,3,"Whiting",9,18133.2709564491
"Grey gurnards",1978,3,"Whiting",9,107566.757297682
"Grey gurnards",1979,3,"Whiting",9,4235.43196476975
"Grey gurnards",1980,3,"Whiting",9,8592.3042754359
"Grey gurnards",1981,3,"Whiting",9,138347.255177053
"Grey gurnards",1982,3,"Whiting",9,33345.9693193328
"Grey gurnards",1983,3,"Whiting",9,27925.1772261414
"Grey gurnards",1984,3,"Whiting",9,58480.2325750612
"Grey gurnards",1985,3,"Whiting",9,16082.7185993422
"Grey gurnards",1986,3,"Whiting",9,42504.0363221143
"Grey gurnards",1987,3,"Whiting",9,28085.135296326
"Grey gurnards",1988,3,"Whiting",9,17200.5915265177
"Grey gurnards",1989,3,"Whiting",9,33571.9527101919
"Grey gurnards",1990,3,"Whiting",9,37700.1611670224
"Grey gurnards",1991,3,"Whiting",9,27529.4424016668
"Grey gurnards",1992,3,"Whiting",9,60964.8987580775
"Grey gurnards",1993,3,"Whiting",9,45060.7639216879
"Grey gurnards",1994,3,"Whiting",9,54065.8577275169
"Grey gurnards",1995,3,"Whiting",9,50556.9691680733
"Grey gurnards",1996,3,"Whiting",9,23820.9418747574
"Grey gurnards",1997,3,"Whiting",9,59574.830889924
"Grey gurnards",1998,3,"Whiting",9,114794.936049306
"Grey gurnards",1999,3,"Whiting",9,129587.968491626
"Grey gurnards",2000,3,"Whiting",9,98491.5904048373
"Grey gurnards",2001,3,"Whiting",9,118959.03208803
"Grey gurnards",2002,3,"Whiting",9,94612.3389591575
"Grey gurnards",2003,3,"Whiting",9,78316.847519208
"Grey gurnards",2004,3,"Whiting",9,74637.841650176
"Grey gurnards",2005,3,"Whiting",9,65673.3580359401
"Grey gurnards",2006,3,"Whiting",9,72804.6701155106
"Grey gurnards",2007,3,"Whiting",9,89948.9487686166
"Grey gurnards",2008,3,"Whiting",9,83402.2041567442
"Grey gurnards",2009,3,"Whiting",9,38387.2207285427
"Grey gurnards",2010,3,"Whiting",9,90144.2478083636
"Grey gurnards",2011,3,"Whiting",9,90975.8710217295
"Grey gurnards",2012,3,"Whiting",9,58786.1307077443
"Grey gurnards",2013,3,"Whiting",9,69799.4506563917
"Grey gurnards",2014,3,"Whiting",9,82080.5136112405
"Grey gurnards",2015,3,"Whiting",9,120095.17908139
"Grey gurnards",2016,3,"Whiting",9,114909.887441521
"Grey gurnards",2017,3,"Whiting",9,86227.3867634322
"Grey gurnards",2018,3,"Whiting",9,48271.314297079
"Grey gurnards",2019,3,"Whiting",9,60124.1180671743
"Horse mackerel",1974,4,"Whiting",9,33555.77945118
"Horse mackerel",1975,4,"Whiting",9,34123.6320293
"Horse mackerel",1976,4,"Whiting",9,30306.65092264
"Horse mackerel",1977,4,"Whiting",9,27766.40608049
"Horse mackerel",1978,4,"Whiting",9,23230.70956349
"Horse mackerel",1979,4,"Whiting",9,28493.10981951
"Horse mackerel",1980,4,"Whiting",9,25983.72997304
"Horse mackerel",1981,4,"Whiting",9,27591.24419744
"Horse mackerel",1982,4,"Whiting",9,22507.170047868
"Horse mackerel",1983,4,"Whiting",9,24068.31276288
"Horse mackerel",1984,4,"Whiting",9,22772.654775
"Horse mackerel",1985,4,"Whiting",9,23969.51554035
"Horse mackerel",1986,4,"Whiting",9,26235.08311898
"Horse mackerel",1987,4,"Whiting",9,24916.15926314
"Horse mackerel",1988,4,"Whiting",9,28727.20894095
"Horse mackerel",1989,4,"Whiting",9,22355.52763872
"Horse mackerel",1990,4,"Whiting",9,21751.88567472
"Horse mackerel",1991,4,"Whiting",9,21034.721742651
"Horse mackerel",1992,4,"Whiting",9,22666.1200788
"Horse mackerel",1993,4,"Whiting",9,22978.65474885
"Horse mackerel",1994,4,"Whiting",9,19191.166173192
"Horse mackerel",1995,4,"Whiting",9,19802.996794735
"Horse mackerel",1996,4,"Whiting",9,15766.342807144
"Horse mackerel",1997,4,"Whiting",9,22061.68048614
"Horse mackerel",1998,4,"Whiting",9,25798.39506768
"Horse mackerel",1999,4,"Whiting",9,21277.65279486
"Horse mackerel",2000,4,"Whiting",9,22997.43949794
"Horse mackerel",2001,4,"Whiting",9,23895.901176
"Horse mackerel",2002,4,"Whiting",9,21241.70426752
"Horse mackerel",2003,4,"Whiting",9,19473.513293256
"Horse mackerel",2004,4,"Whiting",9,20222.500463973
"Horse mackerel",2005,4,"Whiting",9,19199.271633876
"Horse mackerel",2006,4,"Whiting",9,18284.354447364
"Horse mackerel",2007,4,"Whiting",9,20408.707027512
"Horse mackerel",2008,4,"Whiting",9,19642.606155523
"Horse mackerel",2009,4,"Whiting",9,14308.045687926
"Horse mackerel",2010,4,"Whiting",9,18929.081978196
"Horse mackerel",2011,4,"Whiting",9,18678.796340748
"Horse mackerel",2012,4,"Whiting",9,15154.427307552
"Horse mackerel",2013,4,"Whiting",9,15350.489852868
"Horse mackerel",2014,4,"Whiting",9,19362.859462702
"Horse mackerel",2015,4,"Whiting",9,22062.08570695
"Horse mackerel",2016,4,"Whiting",9,22982.62817754
"Horse mackerel",2017,4,"Whiting",9,17298.33175656
"Horse mackerel",2018,4,"Whiting",9,15762.785986315
"Horse mackerel",2019,4,"Whiting",9,18451.780470701
"Grey.seal",1974,5,"Whiting",9,932.971709187761
"Grey.seal",1975,5,"Whiting",9,1342.10539160236
"Grey.seal",1976,5,"Whiting",9,1553.46243741697
"Grey.seal",1977,5,"Whiting",9,1712.37662752442
"Grey.seal",1978,5,"Whiting",9,1806.31490928398
"Grey.seal",1979,5,"Whiting",9,1634.74061672854
"Grey.seal",1980,5,"Whiting",9,1559.10439772651
"Grey.seal",1981,5,"Whiting",9,1465.41406191111
"Grey.seal",1982,5,"Whiting",9,1449.86564992849
"Grey.seal",1983,5,"Whiting",9,1333.33648226438
"Grey.seal",1984,5,"Whiting",9,1163.62230509609
"Grey.seal",1985,5,"Whiting",9,1166.78703410838
"Grey.seal",1986,5,"Whiting",9,1687.76624174015
"Grey.seal",1987,5,"Whiting",9,1666.29380693589
"Grey.seal",1988,5,"Whiting",9,1850.88030683271
"Grey.seal",1989,5,"Whiting",9,2562.97944992894
"Grey.seal",1990,5,"Whiting",9,2690.2624182195
"Grey.seal",1991,5,"Whiting",9,2617.4820691697
"Grey.seal",1992,5,"Whiting",9,2330.85745602736
"Grey.seal",1993,5,"Whiting",9,2070.73694666128
"Grey.seal",1994,5,"Whiting",9,1590.2507061238
"Grey.seal",1995,5,"Whiting",9,1935.2250827697
"Grey.seal",1996,5,"Whiting",9,1688.2828339946
"Grey.seal",1997,5,"Whiting",9,1451.13251249567
"Grey.seal",1998,5,"Whiting",9,2613.55883457088
"Grey.seal",1999,5,"Whiting",9,2080.40996904233
"Grey.seal",2000,5,"Whiting",9,2902.04707350667
"Grey.seal",2001,5,"Whiting",9,3758.21451350134
"Grey.seal",2002,5,"Whiting",9,4505.56550261615
"Grey.seal",2003,5,"Whiting",9,4359.53339106473
"Grey.seal",2004,5,"Whiting",9,4323.10828158712
"Grey.seal",2005,5,"Whiting",9,4761.66092939198
"Grey.seal",2006,5,"Whiting",9,3270.2968799978
"Grey.seal",2007,5,"Whiting",9,2640.73612025945
"Grey.seal",2008,5,"Whiting",9,3018.26142607563
"Grey.seal",2009,5,"Whiting",9,2437.2880388768
"Grey.seal",2010,5,"Whiting",9,3532.93970899358
"Grey.seal",2011,5,"Whiting",9,4550.53406647525
"Grey.seal",2012,5,"Whiting",9,3559.04914386963
"Grey.seal",2013,5,"Whiting",9,2674.17916529485
