"Predator","Year","Predator.no","Prey","Prey.no","eatenW"
"Grey.seal",2014,5,"Whiting",9,2999.53807483556
"Grey.seal",2015,5,"Whiting",9,3082.9454649601
"Grey.seal",2016,5,"Whiting",9,3816.88193981566
"Grey.seal",2017,5,"Whiting",9,2121.9963636033
"Grey.seal",2018,5,"Whiting",9,2885.59076722449
"Grey.seal",2019,5,"Whiting",9,1863.96416618977
"Habour porpoise",1974,6,"Whiting",9,55396.0334733056
"Habour porpoise",1975,6,"Whiting",9,57995.6254865213
"Habour porpoise",1976,6,"Whiting",9,57652.5396556091
"Habour porpoise",1977,6,"Whiting",9,54899.3090292787
"Habour porpoise",1978,6,"Whiting",9,50166.5025689852
"Habour porpoise",1979,6,"Whiting",9,57250.4199769129
"Habour porpoise",1980,6,"Whiting",9,53453.4704255717
"Habour porpoise",1981,6,"Whiting",9,43860.6655661259
"Habour porpoise",1982,6,"Whiting",9,38747.2521276181
"Habour porpoise",1983,6,"Whiting",9,34644.860027447
"Habour porpoise",1984,6,"Whiting",9,31433.1163569472
"Habour porpoise",1985,6,"Whiting",9,32690.4565949871
"Habour porpoise",1986,6,"Whiting",9,40936.0883496786
"Habour porpoise",1987,6,"Whiting",9,35499.8144086059
"Habour porpoise",1988,6,"Whiting",9,39637.3970572962
"Habour porpoise",1989,6,"Whiting",9,42885.8603221206
"Habour porpoise",1990,6,"Whiting",9,39377.1356933077
"Habour porpoise",1991,6,"Whiting",9,41037.495945964
"Habour porpoise",1992,6,"Whiting",9,38213.6711651003
"Habour porpoise",1993,6,"Whiting",9,35051.227959833
"Habour porpoise",1994,6,"Whiting",9,32908.7914231834
"Habour porpoise",1995,6,"Whiting",9,32384.8702728727
"Habour porpoise",1996,6,"Whiting",9,29092.816262942
"Habour porpoise",1997,6,"Whiting",9,24643.4750538791
"Habour porpoise",1998,6,"Whiting",9,28689.9008081856
"Habour porpoise",1999,6,"Whiting",9,31169.3859689778
"Habour porpoise",2000,6,"Whiting",9,35802.1947752432
"Habour porpoise",2001,6,"Whiting",9,37234.3877657626
"Habour porpoise",2002,6,"Whiting",9,32845.4054228481
"Habour porpoise",2003,6,"Whiting",9,26979.5509419552
"Habour porpoise",2004,6,"Whiting",9,24940.8580142372
"Habour porpoise",2005,6,"Whiting",9,25025.8881143446
"Habour porpoise",2006,6,"Whiting",9,24857.5323776719
"Habour porpoise",2007,6,"Whiting",9,23394.4833142035
"Habour porpoise",2008,6,"Whiting",9,26245.0666157338
"Habour porpoise",2009,6,"Whiting",9,24151.0599702724
"Habour porpoise",2010,6,"Whiting",9,27529.707829919
"Habour porpoise",2011,6,"Whiting",9,29072.3455959284
"Habour porpoise",2012,6,"Whiting",9,26573.0397174927
"Habour porpoise",2013,6,"Whiting",9,24242.9362193617
"Habour porpoise",2014,6,"Whiting",9,25844.6013417365
"Habour porpoise",2015,6,"Whiting",9,27136.817960251
"Habour porpoise",2016,6,"Whiting",9,30031.6517480765
"Habour porpoise",2017,6,"Whiting",9,28596.9920237358
"Habour porpoise",2018,6,"Whiting",9,29771.5960775319
"Habour porpoise",2019,6,"Whiting",9,31125.3896436664
"Cod",1974,8,"Whiting",9,100829.123586061
"Cod",1975,8,"Whiting",9,110276.513826731
"Cod",1976,8,"Whiting",9,142075.090431649
"Cod",1977,8,"Whiting",9,146082.094015039
"Cod",1978,8,"Whiting",9,143710.856460052
"Cod",1979,8,"Whiting",9,130612.345724674
"Cod",1980,8,"Whiting",9,145639.293309106
"Cod",1981,8,"Whiting",9,123944.783188165
"Cod",1982,8,"Whiting",9,73899.3723059066
"Cod",1983,8,"Whiting",9,59696.0769446139
"Cod",1984,8,"Whiting",9,54522.7929598077
"Cod",1985,8,"Whiting",9,67519.9403156411
"Cod",1986,8,"Whiting",9,66613.0396713735
"Cod",1987,8,"Whiting",9,80286.5828820869
"Cod",1988,8,"Whiting",9,66582.5962358213
"Cod",1989,8,"Whiting",9,61021.2564540028
"Cod",1990,8,"Whiting",9,46905.1060246256
"Cod",1991,8,"Whiting",9,32791.7149918703
"Cod",1992,8,"Whiting",9,31545.3093934358
"Cod",1993,8,"Whiting",9,33238.1697834801
"Cod",1994,8,"Whiting",9,29574.1228832444
"Cod",1995,8,"Whiting",9,33048.8650072959
"Cod",1996,8,"Whiting",9,24254.7829084494
"Cod",1997,8,"Whiting",9,22013.3945224706
"Cod",1998,8,"Whiting",9,28925.6265060051
"Cod",1999,8,"Whiting",9,16773.4060161278
"Cod",2000,8,"Whiting",9,16084.9857652741
"Cod",2001,8,"Whiting",9,22842.7423665462
"Cod",2002,8,"Whiting",9,14759.9496127418
"Cod",2003,8,"Whiting",9,9585.78802546176
"Cod",2004,8,"Whiting",9,7348.34234958602
"Cod",2005,8,"Whiting",9,7238.99607099068
"Cod",2006,8,"Whiting",9,7768.96863703453
"Cod",2007,8,"Whiting",9,9472.26817935389
"Cod",2008,8,"Whiting",9,9659.19293560309
"Cod",2009,8,"Whiting",9,7195.12273000126
"Cod",2010,8,"Whiting",9,9109.36416286701
"Cod",2011,8,"Whiting",9,11360.8343157899
"Cod",2012,8,"Whiting",9,9708.47299363408
"Cod",2013,8,"Whiting",9,9008.63390540322
"Cod",2014,8,"Whiting",9,10847.8690396285
"Cod",2015,8,"Whiting",9,13157.6983089132
"Cod",2016,8,"Whiting",9,14904.020650438
"Cod",2017,8,"Whiting",9,13428.6336240031
"Cod",2018,8,"Whiting",9,11033.1041914189
"Cod",2019,8,"Whiting",9,8670.13917737083
"Whiting",1974,9,"Whiting",9,89538.6997766278
"Whiting",1975,9,"Whiting",9,110899.59352741
"Whiting",1976,9,"Whiting",9,155133.866086354
"Whiting",1977,9,"Whiting",9,149488.762571769
"Whiting",1978,9,"Whiting",9,130659.428776064
"Whiting",1979,9,"Whiting",9,109482.939687479
"Whiting",1980,9,"Whiting",9,142192.663456291
"Whiting",1981,9,"Whiting",9,95974.9087404214
"Whiting",1982,9,"Whiting",9,59274.9228774953
"Whiting",1983,9,"Whiting",9,44069.0977227351
"Whiting",1984,9,"Whiting",9,46600.5131648902
"Whiting",1985,9,"Whiting",9,51584.2629085965
"Whiting",1986,9,"Whiting",9,77585.7009361394
"Whiting",1987,9,"Whiting",9,81469.424004836
"Whiting",1988,9,"Whiting",9,93172.3547758712
"Whiting",1989,9,"Whiting",9,98494.2217019865
"Whiting",1990,9,"Whiting",9,56952.5763214587
"Whiting",1991,9,"Whiting",9,47594.2256107955
"Whiting",1992,9,"Whiting",9,45634.9527338733
"Whiting",1993,9,"Whiting",9,40863.3111114534
"Whiting",1994,9,"Whiting",9,30871.8575917977
"Whiting",1995,9,"Whiting",9,30843.1834809675
"Whiting",1996,9,"Whiting",9,21359.4157932931
"Whiting",1997,9,"Whiting",9,20192.4185712345
"Whiting",1998,9,"Whiting",9,31405.5454672526
"Whiting",1999,9,"Whiting",9,26616.3607643265
"Whiting",2000,9,"Whiting",9,28811.7666390529
"Whiting",2001,9,"Whiting",9,50354.8531072973
"Whiting",2002,9,"Whiting",9,38886.3101833452
"Whiting",2003,9,"Whiting",9,24839.6430926153
"Whiting",2004,9,"Whiting",9,18019.4547168988
"Whiting",2005,9,"Whiting",9,15427.8867731045
"Whiting",2006,9,"Whiting",9,13185.718989229
"Whiting",2007,9,"Whiting",9,14882.4170612309
"Whiting",2008,9,"Whiting",9,15286.9036572623
"Whiting",2009,9,"Whiting",9,10384.6746999701
"Whiting",2010,9,"Whiting",9,16348.8658108088
"Whiting",2011,9,"Whiting",9,23201.9203818675
"Whiting",2012,9,"Whiting",9,15317.6816629281
"Whiting",2013,9,"Whiting",9,13237.9561810484
"Whiting",2014,9,"Whiting",9,14043.3018450687
"Whiting",2015,9,"Whiting",9,17196.4247113252
"Whiting",2016,9,"Whiting",9,24827.8882823001
"Whiting",2017,9,"Whiting",9,23350.3916469595
"Whiting",2018,9,"Whiting",9,19188.7629682303
"Whiting",2019,9,"Whiting",9,17598.5634551701
"Saithe",1974,11,"Whiting",9,160281.691400701
"Saithe",1975,11,"Whiting",9,175479.249122651
"Saithe",1976,11,"Whiting",9,174095.467403544
"Saithe",1977,11,"Whiting",9,145270.559635562
"Saithe",1978,11,"Whiting",9,145021.1631425
"Saithe",1979,11,"Whiting",9,120613.168116357
"Saithe",1980,11,"Whiting",9,96782.0031870852
"Saithe",1981,11,"Whiting",9,111508.529309091
"Saithe",1982,11,"Whiting",9,67920.1309813622
"Saithe",1983,11,"Whiting",9,58718.7236468206
"Saithe",1984,11,"Whiting",9,51170.3229163814
"Saithe",1985,11,"Whiting",9,50125.3848748871
"Saithe",1986,11,"Whiting",9,61412.6199030269
"Saithe",1987,11,"Whiting",9,65909.3526085462
"Saithe",1988,11,"Whiting",9,60647.606058443
"Saithe",1989,11,"Whiting",9,61038.764189607
"Saithe",1990,11,"Whiting",9,42616.706791445
"Saithe",1991,11,"Whiting",9,36061.7597299705
"Saithe",1992,11,"Whiting",9,38351.278317309
"Saithe",1993,11,"Whiting",9,42052.5240987359
"Saithe",1994,11,"Whiting",9,38084.4902702062
"Saithe",1995,11,"Whiting",9,49347.3992927237
"Saithe",1996,11,"Whiting",9,35638.0925600172
"Saithe",1997,11,"Whiting",9,31284.343001469
"Saithe",1998,11,"Whiting",9,47277.6300004383
"Saithe",1999,11,"Whiting",9,45566.8696296653
"Saithe",2000,11,"Whiting",9,45454.7172123624
"Saithe",2001,11,"Whiting",9,66514.3299482846
"Saithe",2002,11,"Whiting",9,70421.4851836402
"Saithe",2003,11,"Whiting",9,37507.5931843452
"Saithe",2004,11,"Whiting",9,47990.0197777806
"Saithe",2005,11,"Whiting",9,37601.2287973417
"Saithe",2006,11,"Whiting",9,33849.6023462557
"Saithe",2007,11,"Whiting",9,36525.0672590165
"Saithe",2008,11,"Whiting",9,34583.6877431638
"Saithe",2009,11,"Whiting",9,24014.8972356222
"Saithe",2010,11,"Whiting",9,28026.7840708948
"Saithe",2011,11,"Whiting",9,29866.3007777392
"Saithe",2012,11,"Whiting",9,18593.8928565314
"Saithe",2013,11,"Whiting",9,19337.835608409
"Saithe",2014,11,"Whiting",9,26380.0395530667
"Saithe",2015,11,"Whiting",9,25389.8648100268
"Saithe",2016,11,"Whiting",9,32619.995845653
"Saithe",2017,11,"Whiting",9,36163.0190603136
"Saithe",2018,11,"Whiting",9,28764.9339721065
"Saithe",2019,11,"Whiting",9,27821.2449315608
"Sea birds",1974,1,"Haddock",10,15798.9871722
"Sea birds",1975,1,"Haddock",10,1608.081936379
"Sea birds",1976,1,"Haddock",10,3358.15309935
"Sea birds",1977,1,"Haddock",10,5410.955872008
"Sea birds",1978,1,"Haddock",10,6654.70924328
"Sea birds",1979,1,"Haddock",10,13005.18148545
"Sea birds",1980,1,"Haddock",10,8173.44285713
"Sea birds",1981,1,"Haddock",10,11772.7867704
"Sea birds",1982,1,"Haddock",10,9665.95928832
"Sea birds",1983,1,"Haddock",10,12953.88577508
"Sea birds",1984,1,"Haddock",10,5305.1452277
"Sea birds",1985,1,"Haddock",10,4804.246816874
"Sea birds",1986,1,"Haddock",10,8760.56698052
"Sea birds",1987,1,"Haddock",10,1333.54516673
"Sea birds",1988,1,"Haddock",10,1275.988563204
"Sea birds",1989,1,"Haddock",10,2077.183197603
"Sea birds",1990,1,"Haddock",10,5297.922093466
"Sea birds",1991,1,"Haddock",10,6741.053299632
"Sea birds",1992,1,"Haddock",10,7262.713113729
"Sea birds",1993,1,"Haddock",10,2252.332381504
"Sea birds",1994,1,"Haddock",10,8746.28912703
"Sea birds",1995,1,"Haddock",10,4869.783822316
"Sea birds",1996,1,"Haddock",10,2764.7061593
"Sea birds",1997,1,"Haddock",10,2661.549140784
"Sea birds",1998,1,"Haddock",10,1627.18532873
"Sea birds",1999,1,"Haddock",10,12076.6485349
"Sea birds",2000,1,"Haddock",10,4254.52824618
"Sea birds",2001,1,"Haddock",10,685.14782185
"Sea birds",2002,1,"Haddock",10,1407.73940472
"Sea birds",2003,1,"Haddock",10,2276.856691456
"Sea birds",2004,1,"Haddock",10,1774.105078419
"Sea birds",2005,1,"Haddock",10,12843.23147187
"Sea birds",2006,1,"Haddock",10,3714.983912604
"Sea birds",2007,1,"Haddock",10,1935.519587644
"Sea birds",2008,1,"Haddock",10,1342.791779442
"Sea birds",2009,1,"Haddock",10,4753.249061964
"Sea birds",2010,1,"Haddock",10,775.857157235
"Sea birds",2011,1,"Haddock",10,496.4712380646
"Sea birds",2012,1,"Haddock",10,1118.5195203774
"Sea birds",2013,1,"Haddock",10,577.4993971548
"Sea birds",2014,1,"Haddock",10,3753.867882564
"Sea birds",2015,1,"Haddock",10,1646.973061204
"Sea birds",2016,1,"Haddock",10,2047.002470342
"Sea birds",2017,1,"Haddock",10,1210.0370647314
"Sea birds",2018,1,"Haddock",10,2116.031310308
"Sea birds",2019,1,"Haddock",10,6907.459212906
"Grey gurnards",1974,3,"Haddock",10,5190.0705015
"Grey gurnards",1975,3,"Haddock",10,676.34446783
"Grey gurnards",1976,3,"Haddock",10,2195.4157809
"Grey gurnards",1977,3,"Haddock",10,446.953875354
"Grey gurnards",1978,3,"Haddock",10,2248.3563212
"Grey gurnards",1979,3,"Haddock",10,497.03725995
"Grey gurnards",1980,3,"Haddock",10,424.8401696
"Grey gurnards",1981,3,"Haddock",10,7302.7145933
"Grey gurnards",1982,3,"Haddock",10,2632.4485768
"Grey gurnards",1983,3,"Haddock",10,3304.600698
"Grey gurnards",1984,3,"Haddock",10,3385.7073152
"Grey gurnards",1985,3,"Haddock",10,1256.56304928
"Grey gurnards",1986,3,"Haddock",10,4055.161567
"Grey gurnards",1987,3,"Haddock",10,330.84848027
"Grey gurnards",1988,3,"Haddock",10,189.26895696
"Grey gurnards",1989,3,"Haddock",10,651.16841088
"Grey gurnards",1990,3,"Haddock",10,2362.5688737
"Grey gurnards",1991,3,"Haddock",10,2136.96055412
"Grey gurnards",1992,3,"Haddock",10,4055.46840756
"Grey gurnards",1993,3,"Haddock",10,1445.8156531
"Grey gurnards",1994,3,"Haddock",10,9261.3850358
"Grey gurnards",1995,3,"Haddock",10,5539.4799096
"Grey gurnards",1996,3,"Haddock",10,3378.78280638
"Grey gurnards",1997,3,"Haddock",10,3033.5521986
"Grey gurnards",1998,3,"Haddock",10,2368.281915
"Grey gurnards",1999,3,"Haddock",10,24180.075088
"Grey gurnards",2000,3,"Haddock",10,6341.199527
"Grey gurnards",2001,3,"Haddock",10,1163.17183158
"Grey gurnards",2002,3,"Haddock",10,1351.970445
"Grey gurnards",2003,3,"Haddock",10,1950.098934
"Grey gurnards",2004,3,"Haddock",10,1301.9525154
"Grey gurnards",2005,3,"Haddock",10,5921.5226518
"Grey gurnards",2006,3,"Haddock",10,1870.24537276
"Grey gurnards",2007,3,"Haddock",10,983.78935668
"Grey gurnards",2008,3,"Haddock",10,768.438997438
"Grey gurnards",2009,3,"Haddock",10,3340.06602624
"Grey gurnards",2010,3,"Haddock",10,972.5339895
"Grey gurnards",2011,3,"Haddock",10,350.64519069
"Grey gurnards",2012,3,"Haddock",10,835.24429303
"Grey gurnards",2013,3,"Haddock",10,440.7041584
"Grey gurnards",2014,3,"Haddock",10,3465.758349
"Grey gurnards",2015,3,"Haddock",10,1330.4461664
"Grey gurnards",2016,3,"Haddock",10,1818.1670819
"Grey gurnards",2017,3,"Haddock",10,1005.68120544
"Grey gurnards",2018,3,"Haddock",10,911.15364074
"Grey gurnards",2019,3,"Haddock",10,3278.44612818
"Grey.seal",1974,5,"Haddock",10,2394.68319934234
"Grey.seal",1975,5,"Haddock",10,3539.30972377919
"Grey.seal",1976,5,"Haddock",10,2865.2124846032
"Grey.seal",1977,5,"Haddock",10,1756.04283184
"Grey.seal",1978,5,"Haddock",10,1725.43289302307
"Grey.seal",1979,5,"Haddock",10,2185.83123103063
"Grey.seal",1980,5,"Haddock",10,3100.07747535005
"Grey.seal",1981,5,"Haddock",10,3651.85727446223
"Grey.seal",1982,5,"Haddock",10,3955.2827624807
"Grey.seal",1983,5,"Haddock",10,3550.30673371775
"Grey.seal",1984,5,"Haddock",10,3566.10740379901
"Grey.seal",1985,5,"Haddock",10,2950.93800845558
"Grey.seal",1986,5,"Haddock",10,2795.75532542907
"Grey.seal",1987,5,"Haddock",10,2995.82181261847
"Grey.seal",1988,5,"Haddock",10,2575.83365059728
"Grey.seal",1989,5,"Haddock",10,1577.67945329736
"Grey.seal",1990,5,"Haddock",10,1704.5730693482
"Grey.seal",1991,5,"Haddock",10,2492.07648481144
"Grey.seal",1992,5,"Haddock",10,3429.19216096438
"Grey.seal",1993,5,"Haddock",10,4440.10407660733
"Grey.seal",1994,5,"Haddock",10,3911.49859270995
"Grey.seal",1995,5,"Haddock",10,5647.74512574579
"Grey.seal",1996,5,"Haddock",10,5489.01069153141
"Grey.seal",1997,5,"Haddock",10,3838.59502992302
"Grey.seal",1998,5,"Haddock",10,4909.33389919307
"Grey.seal",1999,5,"Haddock",10,4272.48376285867
"Grey.seal",2000,5,"Haddock",10,11378.637242235
"Grey.seal",2001,5,"Haddock",10,16198.363895846
"Grey.seal",2002,5,"Haddock",10,14315.4461078493
"Grey.seal",2003,5,"Haddock",10,11378.5531884315
"Grey.seal",2004,5,"Haddock",10,8297.27845692207
"Grey.seal",2005,5,"Haddock",10,9646.10197381953
"Grey.seal",2006,5,"Haddock",10,9605.58141832085
"Grey.seal",2007,5,"Haddock",10,7955.69626291917
"Grey.seal",2008,5,"Haddock",10,6666.32240032887
"Grey.seal",2009,5,"Haddock",10,4679.39634410128
"Grey.seal",2010,5,"Haddock",10,6988.39726610102
"Grey.seal",2011,5,"Haddock",10,8265.69565001855
"Grey.seal",2012,5,"Haddock",10,6111.93207510264
"Grey.seal",2013,5,"Haddock",10,3678.52110787933
"Grey.seal",2014,5,"Haddock",10,3242.19067631222
"Grey.seal",2015,5,"Haddock",10,3954.0230541424
"Grey.seal",2016,5,"Haddock",10,5311.63986655682
"Grey.seal",2017,5,"Haddock",10,2822.29866547479
"Grey.seal",2018,5,"Haddock",10,4053.82343220305
"Grey.seal",2019,5,"Haddock",10,3319.98782789466
"Cod",1974,8,"Haddock",10,283458.995178783
"Cod",1975,8,"Haddock",10,242787.774739912
"Cod",1976,8,"Haddock",10,144980.979855617
"Cod",1977,8,"Haddock",10,113060.47922398
"Cod",1978,8,"Haddock",10,143131.302765235
"Cod",1979,8,"Haddock",10,235086.474347863
"Cod",1980,8,"Haddock",10,274635.131699623
"Cod",1981,8,"Haddock",10,259212.837147921
"Cod",1982,8,"Haddock",10,181769.410093093
"Cod",1983,8,"Haddock",10,154882.178028294
"Cod",1984,8,"Haddock",10,151251.368323361
"Cod",1985,8,"Haddock",10,111158.126809994
"Cod",1986,8,"Haddock",10,103779.706576464
"Cod",1987,8,"Haddock",10,96489.5975680685
"Cod",1988,8,"Haddock",10,42657.9588083538
"Cod",1989,8,"Haddock",10,22736.9304964942
"Cod",1990,8,"Haddock",10,29775.2195096847
"Cod",1991,8,"Haddock",10,38353.5575831539
"Cod",1992,8,"Haddock",10,58302.7301878395
"Cod",1993,8,"Haddock",10,62467.1453045158
"Cod",1994,8,"Haddock",10,80447.1551050658
"Cod",1995,8,"Haddock",10,101239.022601404
"Cod",1996,8,"Haddock",10,68209.5015078742
"Cod",1997,8,"Haddock",10,43094.0418724905
"Cod",1998,8,"Haddock",10,27685.1188309153
"Cod",1999,8,"Haddock",10,34033.9387125298
"Cod",2000,8,"Haddock",10,59306.0310463937
"Cod",2001,8,"Haddock",10,43214.3197778517
"Cod",2002,8,"Haddock",10,11789.3835688585
"Cod",2003,8,"Haddock",10,10768.004650494
"Cod",2004,8,"Haddock",10,6492.91440695405
"Cod",2005,8,"Haddock",10,16565.4776038036
"Cod",2006,8,"Haddock",10,22912.9603342462
"Cod",2007,8,"Haddock",10,16481.9449414405
"Cod",2008,8,"Haddock",10,11035.4705274497
"Cod",2009,8,"Haddock",10,14485.1587239861
"Cod",2010,8,"Haddock",10,17721.2000940498
"Cod",2011,8,"Haddock",10,14123.0945907055
"Cod",2012,8,"Haddock",10,8355.3575536948
"Cod",2013,8,"Haddock",10,7124.77062771009
"Cod",2014,8,"Haddock",10,10992.7439296977
"Cod",2015,8,"Haddock",10,17609.8642021244
"Cod",2016,8,"Haddock",10,19007.7295361028
"Cod",2017,8,"Haddock",10,15497.9731191635
"Cod",2018,8,"Haddock",10,10795.8199329975
"Cod",2019,8,"Haddock",10,16521.3906687926
"Whiting",1974,9,"Haddock",10,128844.201812789
"Whiting",1975,9,"Haddock",10,67104.2753697527
"Whiting",1976,9,"Haddock",10,27761.4293729643
"Whiting",1977,9,"Haddock",10,54543.0378800612
"Whiting",1978,9,"Haddock",10,76899.1040321829
"Whiting",1979,9,"Haddock",10,205854.538157058
"Whiting",1980,9,"Haddock",10,134628.859787579
"Whiting",1981,9,"Haddock",10,145032.382642829
"Whiting",1982,9,"Haddock",10,103870.331427693
"Whiting",1983,9,"Haddock",10,109256.774668242
"Whiting",1984,9,"Haddock",10,77098.0868847772
"Whiting",1985,9,"Haddock",10,49300.4059630914
"Whiting",1986,9,"Haddock",10,104929.100627924
"Whiting",1987,9,"Haddock",10,24684.8557211633
"Whiting",1988,9,"Haddock",10,10702.707301088
"Whiting",1989,9,"Haddock",10,15343.8809762481
"Whiting",1990,9,"Haddock",10,44477.0847053297
"Whiting",1991,9,"Haddock",10,59075.4955263342
"Whiting",1992,9,"Haddock",10,71513.5790416143
"Whiting",1993,9,"Haddock",10,38505.9014600991
"Whiting",1994,9,"Haddock",10,69376.1408000616
"Whiting",1995,9,"Haddock",10,68625.4103703078
"Whiting",1996,9,"Haddock",10,32149.7265255718
"Whiting",1997,9,"Haddock",10,22734.8628261383
"Whiting",1998,9,"Haddock",10,13492.8088222609
"Whiting",1999,9,"Haddock",10,40842.6933382641
"Whiting",2000,9,"Haddock",10,56454.6273524139
"Whiting",2001,9,"Haddock",10,15551.4112185103
"Whiting",2002,9,"Haddock",10,7782.90665098859
"Whiting",2003,9,"Haddock",10,11403.0366153899
"Whiting",2004,9,"Haddock",10,10441.9197858658
"Whiting",2005,9,"Haddock",10,42281.9999643726
"Whiting",2006,9,"Haddock",10,32931.3853722034
"Whiting",2007,9,"Haddock",10,11644.3630614325
"Whiting",2008,9,"Haddock",10,7419.29963568642
"Whiting",2009,9,"Haddock",10,18032.2974995638
"Whiting",2010,9,"Haddock",10,24254.7071662266
"Whiting",2011,9,"Haddock",10,3826.47712845363
"Whiting",2012,9,"Haddock",10,4375.00505487298
"Whiting",2013,9,"Haddock",10,5259.58586611722
"Whiting",2014,9,"Haddock",10,13953.3073913739
"Whiting",2015,9,"Haddock",10,14794.9871859471
"Whiting",2016,9,"Haddock",10,12627.8276449393
"Whiting",2017,9,"Haddock",10,11929.2992060161
"Whiting",2018,9,"Haddock",10,12174.5049701157
"Whiting",2019,9,"Haddock",10,33037.5176050938
"Saithe",1974,11,"Haddock",10,435799.25099604
"Saithe",1975,11,"Haddock",10,460882.253128398
"Saithe",1976,11,"Haddock",10,198962.370339117
"Saithe",1977,11,"Haddock",10,114625.873317358
"Saithe",1978,11,"Haddock",10,140322.735064929
"Saithe",1979,11,"Haddock",10,213557.354508007
"Saithe",1980,11,"Haddock",10,246692.594647939
"Saithe",1981,11,"Haddock",10,251280.021443864
"Saithe",1982,11,"Haddock",10,225297.795521364
"Saithe",1983,11,"Haddock",10,158899.187596166
"Saithe",1984,11,"Haddock",10,144744.728169996
"Saithe",1985,11,"Haddock",10,82624.3606025511
"Saithe",1986,11,"Haddock",10,82574.8913403425
"Saithe",1987,11,"Haddock",10,59886.00631206
"Saithe",1988,11,"Haddock",10,27977.9043314428
"Saithe",1989,11,"Haddock",10,18170.0755847643
"Saithe",1990,11,"Haddock",10,28912.8148636032
"Saithe",1991,11,"Haddock",10,40540.0621704857
"Saithe",1992,11,"Haddock",10,77244.2710253583
"Saithe",1993,11,"Haddock",10,70391.3947303941
"Saithe",1994,11,"Haddock",10,90117.7892457452
"Saithe",1995,11,"Haddock",10,177714.712427084
"Saithe",1996,11,"Haddock",10,77791.7966924232
"Saithe",1997,11,"Haddock",10,52102.2678703369
"Saithe",1998,11,"Haddock",10,35012.1332593021
"Saithe",1999,11,"Haddock",10,83627.4723281351
"Saithe",2000,11,"Haddock",10,205739.175782611
"Saithe",2001,11,"Haddock",10,80171.4024949047
"Saithe",2002,11,"Haddock",10,55173.1506285003
"Saithe",2003,11,"Haddock",10,25650.7932351766
"Saithe",2004,11,"Haddock",10,43810.6191671728
"Saithe",2005,11,"Haddock",10,91611.2254835697
"Saithe",2006,11,"Haddock",10,150689.560040656
"Saithe",2007,11,"Haddock",10,56035.9054015861
"Saithe",2008,11,"Haddock",10,28887.6690157191
"Saithe",2009,11,"Haddock",10,38900.3513077975
"Saithe",2010,11,"Haddock",10,67101.9308695146
"Saithe",2011,11,"Haddock",10,24749.9891837589
"Saithe",2012,11,"Haddock",10,7334.68555128423
"Saithe",2013,11,"Haddock",10,8439.09658781123
"Saithe",2014,11,"Haddock",10,22321.6363869565
"Saithe",2015,11,"Haddock",10,42791.5311965611
"Saithe",2016,11,"Haddock",10,30800.4571031935
"Saithe",2017,11,"Haddock",10,31322.5418055437
"Saithe",2018,11,"Haddock",10,27874.0424168389
"Saithe",2019,11,"Haddock",10,51487.8622270509
"Sea birds",1974,1,"Herring",13,4635.93865290418
"Sea birds",1975,1,"Herring",13,3373.05631783296
"Sea birds",1976,1,"Herring",13,1654.21252459633
"Sea birds",1977,1,"Herring",13,1505.25484423122
"Sea birds",1978,1,"Herring",13,1373.44826869527
"Sea birds",1979,1,"Herring",13,2137.11222528318
"Sea birds",1980,1,"Herring",13,7829.53211904465
"Sea birds",1981,1,"Herring",13,17929.7673550496
"Sea birds",1982,1,"Herring",13,27435.6292383265
"Sea birds",1983,1,"Herring",13,35154.5428535174
"Sea birds",1984,1,"Herring",13,34872.2820879837
"Sea birds",1985,1,"Herring",13,41349.6402327446
"Sea birds",1986,1,"Herring",13,39517.9777692877
"Sea birds",1987,1,"Herring",13,48963.5641390357
"Sea birds",1988,1,"Herring",13,49022.9842708667
"Sea birds",1989,1,"Herring",13,31784.2238806332
"Sea birds",1990,1,"Herring",13,30837.7683865326
"Sea birds",1991,1,"Herring",13,30478.9771417669
"Sea birds",1992,1,"Herring",13,29147.3908436603
"Sea birds",1993,1,"Herring",13,33137.848415044
"Sea birds",1994,1,"Herring",13,27586.9725945186
"Sea birds",1995,1,"Herring",13,22454.1986946476
"Sea birds",1996,1,"Herring",13,26926.5199826795
"Sea birds",1997,1,"Herring",13,21585.5107647263
"Sea birds",1998,1,"Herring",13,22934.4729115407
"Sea birds",1999,1,"Herring",13,31659.9951828971
"Sea birds",2000,1,"Herring",13,45059.5145465315
"Sea birds",2001,1,"Herring",13,55591.4206721409
"Sea birds",2002,1,"Herring",13,64707.4417679661
"Sea birds",2003,1,"Herring",13,65188.8312508386
"Sea birds",2004,1,"Herring",13,49088.232264991
"Sea birds",2005,1,"Herring",13,49847.3848213964
"Sea birds",2006,1,"Herring",13,39597.8932151328
"Sea birds",2007,1,"Herring",13,38261.4643782754
"Sea birds",2008,1,"Herring",13,37839.029005043
"Sea birds",2009,1,"Herring",13,34512.0246943984
"Sea birds",2010,1,"Herring",13,32764.4152792643
"Sea birds",2011,1,"Herring",13,46268.2033155664
"Sea birds",2012,1,"Herring",13,45760.5327174275
"Sea birds",2013,1,"Herring",13,47694.9102084994
"Sea birds",2014,1,"Herring",13,47511.1548684802
"Sea birds",2015,1,"Herring",13,44092.6645534878
"Sea birds",2016,1,"Herring",13,37808.2593834657
"Sea birds",2017,1,"Herring",13,25142.169140302
"Sea birds",2018,1,"Herring",13,29332.9102246682
"Sea birds",2019,1,"Herring",13,29542.7656974126
