"Year","Species.n","Age","M2"
2017,26,1,0
2017,23,1,0.760318304403142
2017,19,1,0
2017,27,1,0
2017,25,1,1.02489545720885
2017,17,1,1.16000156615315
2018,16,1,1.02296194032484
2018,18,1,1.1081473608593
2018,21,1,0.423314214638272
2018,20,1,0
2018,22,1,1.13682614345069
2018,24,1,2.1283549804577
2018,26,1,0
2018,23,1,0.795034870003899
2018,19,1,0
2018,27,1,0
2018,25,1,1.09775565843518
2018,17,1,1.07482678787752
2019,16,1,0.862950245142593
2019,18,1,0.869983063206887
2019,21,1,0.343154345948237
2019,20,1,0
2019,22,1,0.792983750390616
2019,24,1,1.55000429578691
2019,26,1,0
2019,23,1,0.649537255997234
2019,19,1,0
2019,27,1,0
2019,25,1,0.834424480653431
2019,17,1,0.886715033299637
1974,16,2,0.554588967022579
1974,18,2,0.600574394319005
1974,21,2,0.244326351993404
1974,20,2,0
1974,22,2,0.877450734550396
1974,24,2,2.012402961462
1974,26,2,0
1974,23,2,0.583010506380869
1974,19,2,0
1974,27,2,0
1974,25,2,1.18357987225813
1974,17,2,0.675960318814577
1975,16,2,0.566782690373905
1975,18,2,0.614994822471354
1975,21,2,0.230704701083641
1975,20,2,0
1975,22,2,1.08313361354386
1975,24,2,1.52489977141898
1975,26,2,0
1975,23,2,0.569731565685391
1975,19,2,0
1975,27,2,0
1975,25,2,1.46204654427299
1975,17,2,0.544716357358288
1976,16,2,0.512660859288936
1976,18,2,0.523955471309064
1976,21,2,0.253119261681156
1976,20,2,0
1976,22,2,0.99795861087476
1976,24,2,1.70851631791856
1976,26,2,0
1976,23,2,0.546983771267781
1976,19,2,0
1976,27,2,0
1976,25,2,1.33449805206319
1976,17,2,0.585681113768354
1977,16,2,0.513569906229392
1977,18,2,0.556819980240145
1977,21,2,0.212813911710341
1977,20,2,0
1977,22,2,0.801686567832671
1977,24,2,1.59616671426459
1977,26,2,0
1977,23,2,0.557435060606117
1977,19,2,0
1977,27,2,0
1977,25,2,1.72081605357599
1977,17,2,0.54034441012866
1978,16,2,0.453134278753207
1978,18,2,0.500669048718503
1978,21,2,0.220917745405911
1978,20,2,0
1978,22,2,0.711316011982633
1978,24,2,1.62215652662039
1978,26,2,0
1978,23,2,0.434285001720075
1978,19,2,0
1978,27,2,0
1978,25,2,1.19956689578522
1978,17,2,0.681681732597407
1979,16,2,0.486101481508947
1979,18,2,0.486327916416829
1979,21,2,0.19916403890738
1979,20,2,0
1979,22,2,0.690503533853031
1979,24,2,1.48659889541135
1979,26,2,0
1979,23,2,0.409282895705658
1979,19,2,0
1979,27,2,0
1979,25,2,1.22348585814757
1979,17,2,0.589686459736815
1980,16,2,0.42590788205522
1980,18,2,0.351874932633637
1980,21,2,0.172664709133666
1980,20,2,0
1980,22,2,0.849027886635896
1980,24,2,1.20361373815007
1980,26,2,0
1980,23,2,0.434952129144844
1980,19,2,0
1980,27,2,0
1980,25,2,1.51099302294823
1980,17,2,0.504009781107762
1981,16,2,0.505769684757175
1981,18,2,0.515929699087041
1981,21,2,0.267279654545056
1981,20,2,0
1981,22,2,1.0924931119903
1981,24,2,1.95250985896263
1981,26,2,0
1981,23,2,0.51028647758103
1981,19,2,0
1981,27,2,0
1981,25,2,1.43519160723598
1981,17,2,0.749652208391609
1982,16,2,0.576675114062656
1982,18,2,0.400800401184931
1982,21,2,0.254449676776175
1982,20,2,0
1982,22,2,1.0428954882675
1982,24,2,1.7012466229593
1982,26,2,0
1982,23,2,0.485218819672394
1982,19,2,0
1982,27,2,0
1982,25,2,1.17752354281932
1982,17,2,0.566300041068737
1983,16,2,0.557331807996608
1983,18,2,0.312267677800088
1983,21,2,0.243522861868895
1983,20,2,0
1983,22,2,0.962681152814616
1983,24,2,1.65152256159331
1983,26,2,0
1983,23,2,0.505488295640143
1983,19,2,0
1983,27,2,0
1983,25,2,0.910555277453142
1983,17,2,0.61358973876662
1984,16,2,0.538478412683652
1984,18,2,0.310735812184257
1984,21,2,0.193305759974507
1984,20,2,0
1984,22,2,0.78338950028779
1984,24,2,1.36832220098767
1984,26,2,0
1984,23,2,0.453726057101574
1984,19,2,0
1984,27,2,0
1984,25,2,0.829419352621891
1984,17,2,0.478263080861357
1985,16,2,0.52173897364471
1985,18,2,0.314448421089677
1985,21,2,0.214222577479003
1985,20,2,0
1985,22,2,0.721692514760406
1985,24,2,1.86030818018457
1985,26,2,0
1985,23,2,0.508140564087076
1985,19,2,0
1985,27,2,0
1985,25,2,0.916471214961258
1985,17,2,0.540421226499767
1986,16,2,0.530789423496304
1986,18,2,0.210202710153553
1986,21,2,0.234840773670221
1986,20,2,0
1986,22,2,0.852153582395766
1986,24,2,1.78237933234495
1986,26,2,0
1986,23,2,0.486359268712035
1986,19,2,0
1986,27,2,0
1986,25,2,1.39135870511774
1986,17,2,0.405683850598426
1987,16,2,0.466946328543291
1987,18,2,0.234384721680502
1987,21,2,0.185976586332929
1987,20,2,0
1987,22,2,0.870732326476716
1987,24,2,1.51489019135002
1987,26,2,0
1987,23,2,0.539634132242081
1987,19,2,0
1987,27,2,0
1987,25,2,0.913769759045401
1987,17,2,0.498527274695256
1988,16,2,0.563303371191955
1988,18,2,0.267914922563125
1988,21,2,0.207776774717875
1988,20,2,0
1988,22,2,0.679022272563635
1988,24,2,1.54245044726689
1988,26,2,0
1988,23,2,0.548041585992937
1988,19,2,0
1988,27,2,0
1988,25,2,1.1047944045397
1988,17,2,0.467125943824831
1989,16,2,0.537678125698334
1989,18,2,0.209571035909399
1989,21,2,0.163480480857588
1989,20,2,0
1989,22,2,0.685351214000148
1989,24,2,1.20962453063122
1989,26,2,0
1989,23,2,0.510751993394407
1989,19,2,0
1989,27,2,0
1989,25,2,1.09411741968787
1989,17,2,0.411708618333148
1990,16,2,0.611089965104296
1990,18,2,0.272209411128175
1990,21,2,0.174386607606929
1990,20,2,0
1990,22,2,0.870598695273075
1990,24,2,1.34916624611996
1990,26,2,0
1990,23,2,0.513103837295046
1990,19,2,0
1990,27,2,0
1990,25,2,1.13997179800492
1990,17,2,0.469420220221977
1991,16,2,0.642538226988195
1991,18,2,0.229444648505632
1991,21,2,0.162150645283589
1991,20,2,0
1991,22,2,0.763478507468379
1991,24,2,1.38961851088084
1991,26,2,0
1991,23,2,0.445824205789399
1991,19,2,0
1991,27,2,0
1991,25,2,1.17475324743032
1991,17,2,0.414616811923668
1992,16,2,0.608513852842998
1992,18,2,0.228905706381865
1992,21,2,0.179507653589583
1992,20,2,0
1992,22,2,0.75245541454079
1992,24,2,1.10557942552261
1992,26,2,0
1992,23,2,0.431588504165857
1992,19,2,0
1992,27,2,0
1992,25,2,1.0390218935767
1992,17,2,0.354765448275814
1993,16,2,0.611412094701727
1993,18,2,0.198287124910472
1993,21,2,0.214700062016091
1993,20,2,0
1993,22,2,0.663843579044488
1993,24,2,1.39648202498737
1993,26,2,0
1993,23,2,0.437206537451404
1993,19,2,0
1993,27,2,0
1993,25,2,1.04606687392122
1993,17,2,0.447786395088068
1994,16,2,0.580844952231456
1994,18,2,0.243870983273129
1994,21,2,0.193569329806669
1994,20,2,0
1994,22,2,0.583682118419925
1994,24,2,1.27877520744961
1994,26,2,0
1994,23,2,0.476053428813798
1994,19,2,0
1994,27,2,0
1994,25,2,0.970125903153461
1994,17,2,0.432326913770527
1995,16,2,0.547063519537375
1995,18,2,0.200498067902814
1995,21,2,0.223558032954373
1995,20,2,0
1995,22,2,1.05881618492196
1995,24,2,1.25427158175497
1995,26,2,0
1995,23,2,0.459759473497562
1995,19,2,0
1995,27,2,0
1995,25,2,0.958464671565708
1995,17,2,0.409648155585014
1996,16,2,0.638690326757988
1996,18,2,0.229709253518859
1996,21,2,0.216437306553064
1996,20,2,0
1996,22,2,0.75836520591442
1996,24,2,1.38639861413189
1996,26,2,0
1996,23,2,0.514009801385313
1996,19,2,0
1996,27,2,0
1996,25,2,0.778859424272824
1996,17,2,0.492195903957393
1997,16,2,0.555956379389322
1997,18,2,0.23445322952873
1997,21,2,0.194808863859293
1997,20,2,0
1997,22,2,0.838150583120067
1997,24,2,1.21302441475353
1997,26,2,0
1997,23,2,0.398625817262239
1997,19,2,0
1997,27,2,0
1997,25,2,0.563269922840328
1997,17,2,0.38696650551353
1998,16,2,0.624652728204802
1998,18,2,0.162638058524062
1998,21,2,0.222640448140889
1998,20,2,0
1998,22,2,0.87521278193949
1998,24,2,1.34098647417929
1998,26,2,0
1998,23,2,0.519244735179878
1998,19,2,0
1998,27,2,0
1998,25,2,0.628818502827905
1998,17,2,0.4681090206914
1999,16,2,0.717035083208104
1999,18,2,0.142614802603924
1999,21,2,0.200788935275426
1999,20,2,0
1999,22,2,0.852190606192563
1999,24,2,1.39921275870526
1999,26,2,0
1999,23,2,0.643310708776585
1999,19,2,0
1999,27,2,0
1999,25,2,0.855934261247498
1999,17,2,0.416443961340959
2000,16,2,0.632121085288936
2000,18,2,0.114293371132116
2000,21,2,0.141684419013219
2000,20,2,0
2000,22,2,1.21708085859379
2000,24,2,1.0975655541842
2000,26,2,0
2000,23,2,0.512837778334312
2000,19,2,0
2000,27,2,0
2000,25,2,0.849282562178995
2000,17,2,0.320385731098058
2001,16,2,0.609883320022318
2001,18,2,0.153138891243958
2001,21,2,0.196616435926979
2001,20,2,0
2001,22,2,1.34703327921044
2001,24,2,1.40572224255881
2001,26,2,0
2001,23,2,0.499895787850289
2001,19,2,0
2001,27,2,0
2001,25,2,0.882518765143508
2001,17,2,0.375345113364336
2002,16,2,0.662920280434842
2002,18,2,0.199452206127615
2002,21,2,0.242925702994225
2002,20,2,0
2002,22,2,1.15072108227198
2002,24,2,1.79965568729322
2002,26,2,0
2002,23,2,0.527488677109882
2002,19,2,0
2002,27,2,0
2002,25,2,0.605977937822679
2002,17,2,0.453238213854895
2003,16,2,0.731914137329629
2003,18,2,0.193099043297979
2003,21,2,0.233824706972349
2003,20,2,0
2003,22,2,0.994115606558829
2003,24,2,2.17378994562945
2003,26,2,0
2003,23,2,0.891276779478383
2003,19,2,0
2003,27,2,0
2003,25,2,0.948545714861295
2003,17,2,0.472423512115246
2004,16,2,0.790433088771759
2004,18,2,0.292422083077287
2004,21,2,0.275823256930815
2004,20,2,0
2004,22,2,1.40060239067647
2004,24,2,2.29230595957017
2004,26,2,0
2004,23,2,0.593932725292328
2004,19,2,0
2004,27,2,0
2004,25,2,0.726140191239163
2004,17,2,0.576401938891449
2005,16,2,0.866725135247458
2005,18,2,0.223916043168647
2005,21,2,0.302441651147119
2005,20,2,0
2005,22,2,1.21869551975689
2005,24,2,1.7941230911354
2005,26,2,0
2005,23,2,0.658037411007016
2005,19,2,0
2005,27,2,0
2005,25,2,1.00322957171479
2005,17,2,0.445022969388884
2006,16,2,0.847313858630558
2006,18,2,0.213753882423249
2006,21,2,0.246783111855698
2006,20,2,0
2006,22,2,1.24552388722905
2006,24,2,2.09813274848818
2006,26,2,0
2006,23,2,0.528262480926236
2006,19,2,0
2006,27,2,0
2006,25,2,1.02267742753057
2006,17,2,0.535980544013546
2007,16,2,0.792873929779501
2007,18,2,0.237331816469644
2007,21,2,0.265136470861375
2007,20,2,0
2007,22,2,0.876773297340262
2007,24,2,1.51188161999452
2007,26,2,0
2007,23,2,0.675392545533903
2007,19,2,0
2007,27,2,0
2007,25,2,0.621727664877
2007,17,2,0.500899738288799
2008,16,2,0.833617440975602
2008,18,2,0.282704979631641
2008,21,2,0.231117824828969
2008,20,2,0
2008,22,2,0.800874390368897
2008,24,2,1.71630956218003
2008,26,2,0
2008,23,2,0.504816904022396
2008,19,2,0
2008,27,2,0
2008,25,2,0.840873850869179
2008,17,2,0.446074964926098
2009,16,2,0.813203446761927
2009,18,2,0.279612929230761
2009,21,2,0.190849128012421
2009,20,2,0
2009,22,2,0.893639476064551
2009,24,2,1.48218337598722
2009,26,2,0
2009,23,2,0.631838648325035
2009,19,2,0
2009,27,2,0
2009,25,2,0.482958931798822
2009,17,2,0.472458153992617
2010,16,2,0.712230185603108
2010,18,2,0.28060153564821
2010,21,2,0.179417640746774
2010,20,2,0
2010,22,2,0.845285046885372
2010,24,2,1.70822800880968
2010,26,2,0
2010,23,2,0.440028590690162
2010,19,2,0
2010,27,2,0
2010,25,2,0.711754726207051
2010,17,2,0.39684740927237
2011,16,2,0.774300462105468
2011,18,2,0.26376232107058
2011,21,2,0.201975654700898
2011,20,2,0
2011,22,2,0.937953680309341
2011,24,2,1.66479319321817
2011,26,2,0
2011,23,2,0.83864839172506
2011,19,2,0
2011,27,2,0
2011,25,2,1.11898160789305
2011,17,2,0.439185731305585
2012,16,2,0.786048818972045
2012,18,2,0.32438055061849
2012,21,2,0.221145677772319
2012,20,2,0
2012,22,2,0.771625039721456
2012,24,2,1.85410817358979
2012,26,2,0
2012,23,2,0.697726837320744
2012,19,2,0
2012,27,2,0
2012,25,2,0.935293017575727
2012,17,2,0.490523319701552
2013,16,2,0.75992025838686
2013,18,2,0.282969491744622
2013,21,2,0.219547963862802
2013,20,2,0
2013,22,2,0.85476048291492
2013,24,2,2.07498647475984
2013,26,2,0
2013,23,2,0.725135156913058
2013,19,2,0
2013,27,2,0
2013,25,2,0.854614991443921
2013,17,2,0.414419782809819
2014,16,2,0.747434629514617
2014,18,2,0.295223702561132
2014,21,2,0.201108602009538
2014,20,2,0
2014,22,2,0.861365905914569
2014,24,2,2.2464912907813
2014,26,2,0
2014,23,2,0.720836671866775
2014,19,2,0
2014,27,2,0
2014,25,2,0.529643216101113
2014,17,2,0.399115562292564
2015,16,2,0.714257003381636
2015,18,2,0.287053947469989
2015,21,2,0.176112747154289
2015,20,2,0
2015,22,2,0.648506204497496
2015,24,2,1.75494143741169
2015,26,2,0
2015,23,2,0.506295385289583
2015,19,2,0
2015,27,2,0
2015,25,2,0.852238255505145
2015,17,2,0.387333097592317
2016,16,2,0.809203246449739
2016,18,2,0.323197626485551
2016,21,2,0.211672292870305
2016,20,2,0
2016,22,2,1.13133378374169
2016,24,2,2.42657666712906
2016,26,2,0
2016,23,2,0.615364582303956
2016,19,2,0
2016,27,2,0
2016,25,2,1.24308908213935
2016,17,2,0.468811290117336
2017,16,2,0.662520039695222
2017,18,2,0.30017608993168
2017,21,2,0.20283431313687
2017,20,2,0
2017,22,2,0.815629350710322
2017,24,2,1.80042047448383
2017,26,2,0
2017,23,2,0.553151077849742
2017,19,2,0
2017,27,2,0
2017,25,2,0.686960847342911
2017,17,2,0.422534285367773
2018,16,2,0.80149817849317
2018,18,2,0.301947049259108
2018,21,2,0.219775746581027
2018,20,2,0
2018,22,2,0.930309316503064
2018,24,2,2.42092384806559
2018,26,2,0
2018,23,2,0.719358478054793
2018,19,2,0
2018,27,2,0
2018,25,2,0.882348962010549
2018,17,2,0.527300983393819
2019,16,2,0.705213039113424
2019,18,2,0.255376208937924
2019,21,2,0.169838852032171
2019,20,2,0
2019,22,2,0.615490176534362
2019,24,2,1.83766082315043
2019,26,2,0
2019,23,2,0.607095767207483
2019,19,2,0
2019,27,2,0
2019,25,2,0.629432305347513
2019,17,2,0.46476564504435
1974,16,3,0.0177972015497652
1974,18,3,0.387129933886729
1974,21,3,0.221850421773763
1974,20,3,0
1974,22,3,0.57000501581166
1974,24,3,1.56443121623865
1974,26,3,0
1974,23,3,0.470239452756531
1974,19,3,0
1974,27,3,0
1974,25,3,0.485564697738442
1974,17,3,0.441684578749056
1975,16,3,0.0182471349459636
1975,18,3,0.292929686384521
1975,21,3,0.193435520666107
1975,20,3,0
1975,22,3,0.547057889499829
1975,24,3,1.24386785733994
1975,26,3,0
1975,23,3,0.456477333110798
1975,19,3,0
1975,27,3,0
1975,25,3,0.814716159698576
1975,17,3,0.433091053256435
1976,16,3,0.0192998145328901
1976,18,3,0.280303982434564
1976,21,3,0.18795998065623
1976,20,3,0
1976,22,3,0.840544297976743
1976,24,3,1.40111345958661
1976,26,3,0
1976,23,3,0.42422032484074
1976,19,3,0
1976,27,3,0
1976,25,3,0.953315519154255
1976,17,3,0.389802406172362
1977,16,3,0.032800859580917
1977,18,3,0.344279385060684
1977,21,3,0.175142214906405
1977,20,3,0
1977,22,3,0.593446578998902
1977,24,3,1.34393382614988
1977,26,3,0
1977,23,3,0.402767816743257
1977,19,3,0
1977,27,3,0
1977,25,3,1.15567060119329
1977,17,3,0.404806604256843
1978,16,3,0.0384500441581246
1978,18,3,0.339155768002049
1978,21,3,0.190925422898005
1978,20,3,0
1978,22,3,0.508840449080276
1978,24,3,1.38610365425477
1978,26,3,0
1978,23,3,0.31325580875754
1978,19,3,0
1978,27,3,0
1978,25,3,0.954161070230908
1978,17,3,0.371398112120239
1979,16,3,0.0227626439258687
1979,18,3,0.238242137727878
1979,21,3,0.178010751377427
1979,20,3,0
1979,22,3,0.424020875338696
1979,24,3,1.05230354599414
1979,26,3,0
1979,23,3,0.264472252469202
1979,19,3,0
1979,27,3,0
1979,25,3,0.986597212380896
1979,17,3,0.332810155687867
1980,16,3,0.0268617209535959
1980,18,3,0.205703938858601
1980,21,3,0.139996834319607
1980,20,3,0
1980,22,3,0.438656612654639
1980,24,3,0.987693939874061
1980,26,3,0
1980,23,3,0.297867692362262
1980,19,3,0
1980,27,3,0
1980,25,3,1.23533827716059
1980,17,3,0.295905932042738
1981,16,3,0.0302821994120615
1981,18,3,0.251198109505917
1981,21,3,0.20680498793875
1981,20,3,0
1981,22,3,0.857088845719858
1981,24,3,1.6274498324358
1981,26,3,0
1981,23,3,0.33919053339276
1981,19,3,0
1981,27,3,0
1981,25,3,1.16838586290065
1981,17,3,0.35849387853403
1982,16,3,0.0456109223090479
1982,18,3,0.238537173193827
1982,21,3,0.216680398130902
1982,20,3,0
1982,22,3,0.864436177680257
1982,24,3,1.39375369244246
1982,26,3,0
1982,23,3,0.431504981446126
1982,19,3,0
1982,27,3,0
1982,25,3,0.689749580125357
1982,17,3,0.379659822208453
1983,16,3,0.0404275334697913
1983,18,3,0.220222387437817
1983,21,3,0.213532909425523
1983,20,3,0
1983,22,3,0.679501309495917
1983,24,3,1.35141041738861
1983,26,3,0
1983,23,3,0.345262947251468
1983,19,3,0
1983,27,3,0
1983,25,3,0.503814054532728
1983,17,3,0.296710590418955
1984,16,3,0.0387172797953903
1984,18,3,0.155792809932286
1984,21,3,0.144648618207497
1984,20,3,0
1984,22,3,0.455096807202927
1984,24,3,1.09112173458077
1984,26,3,0
1984,23,3,0.324729346023399
1984,19,3,0
1984,27,3,0
1984,25,3,0.604991341540231
1984,17,3,0.275350382837732
1985,16,3,0.03972204947695
1985,18,3,0.168113291239718
1985,21,3,0.170411434495872
1985,20,3,0
1985,22,3,0.55904040581371
1985,24,3,1.48313115424179
1985,26,3,0
1985,23,3,0.328639612736887
1985,19,3,0
1985,27,3,0
1985,25,3,0.540165115235507
1985,17,3,0.259432792288042
1986,16,3,0.0432594210827509
1986,18,3,0.140062559046142
1986,21,3,0.113104636611072
1986,20,3,0
1986,22,3,0.774842499955208
1986,24,3,1.37655003901686
1986,26,3,0
1986,23,3,0.50303049205646
1986,19,3,0
1986,27,3,0
1986,25,3,0.640418036454763
1986,17,3,0.294617236625252
1987,16,3,0.0438792529418821
1987,18,3,0.169268174647811
1987,21,3,0.132476343225096
1987,20,3,0
1987,22,3,0.490673115278953
1987,24,3,1.04877596337278
1987,26,3,0
1987,23,3,0.339816054416341
1987,19,3,0
1987,27,3,0
1987,25,3,0.698471781289526
1987,17,3,0.238660460186548
1988,16,3,0.0521377909027567
1988,18,3,0.128414975251544
1988,21,3,0.152853884730363
1988,20,3,0
1988,22,3,0.559050357470996
1988,24,3,1.17641376326862
1988,26,3,0
1988,23,3,0.348508536044178
1988,19,3,0
1988,27,3,0
1988,25,3,0.592624739302354
1988,17,3,0.32346652395886
1989,16,3,0.0592993481348434
1989,18,3,0.17745328108474
1989,21,3,0.139552710821875
1989,20,3,0
1989,22,3,0.512261186424724
1989,24,3,0.911565630610873
1989,26,3,0
1989,23,3,0.508562200276484
1989,19,3,0
1989,27,3,0
1989,25,3,0.588099920441379
1989,17,3,0.282595979856875
1990,16,3,0.0727676406843262
1990,18,3,0.14747983541732
1990,21,3,0.135753508314679
1990,20,3,0
1990,22,3,0.542527774385542
1990,24,3,0.925555432231623
1990,26,3,0
1990,23,3,0.377561102327875
1990,19,3,0
1990,27,3,0
1990,25,3,0.898055587106529
1990,17,3,0.299113647858485
1991,16,3,0.074955307481803
1991,18,3,0.120915241623651
1991,21,3,0.104840484287256
1991,20,3,0
1991,22,3,0.316940400490255
1991,24,3,1.06619175920476
1991,26,3,0
1991,23,3,0.262580508065458
1991,19,3,0
1991,27,3,0
1991,25,3,1.03621226090093
1991,17,3,0.295405062505738
1992,16,3,0.0603507129205886
1992,18,3,0.109620304023042
1992,21,3,0.102321125262089
1992,20,3,0
1992,22,3,0.543224477078284
1992,24,3,0.960337758287376
1992,26,3,0
1992,23,3,0.292328085717584
1992,19,3,0
1992,27,3,0
1992,25,3,0.797807738132611
1992,17,3,0.261987258897342
1993,16,3,0.0552018479264442
1993,18,3,0.0985626681255649
1993,21,3,0.143564572312862
1993,20,3,0
1993,22,3,0.569518856807082
1993,24,3,1.1421703076128
1993,26,3,0
1993,23,3,0.315930424635245
1993,19,3,0
1993,27,3,0
1993,25,3,0.84280156947887
1993,17,3,0.248673260666289
1994,16,3,0.0552196479047624
1994,18,3,0.106678061066585
1994,21,3,0.120357372181663
1994,20,3,0
1994,22,3,0.551681061438814
1994,24,3,0.943149170785718
1994,26,3,0
1994,23,3,0.329678280017235
1994,19,3,0
1994,27,3,0
1994,25,3,0.811878449671689
1994,17,3,0.269728537811934
1995,16,3,0.0457075538017487
1995,18,3,0.112657423635734
1995,21,3,0.20532405037272
1995,20,3,0
1995,22,3,0.643780360745791
1995,24,3,1.07850976651944
1995,26,3,0
1995,23,3,0.348890125971382
1995,19,3,0
1995,27,3,0
1995,25,3,0.802145061986775
1995,17,3,0.240331516391484
1996,16,3,0.0703886320181867
1996,18,3,0.10496267158206
1996,21,3,0.134287010114372
1996,20,3,0
1996,22,3,0.681703178817253
1996,24,3,1.13399785108854
1996,26,3,0
1996,23,3,0.347719420560617
1996,19,3,0
1996,27,3,0
1996,25,3,0.591290787130472
1996,17,3,0.282993996483837
1997,16,3,0.057605550060371
1997,18,3,0.110039792676492
1997,21,3,0.137829619019218
1997,20,3,0
1997,22,3,0.658047281476359
1997,24,3,1.02828593185892
1997,26,3,0
1997,23,3,0.356677704091664
1997,19,3,0
1997,27,3,0
1997,25,3,0.359781230836344
1997,17,3,0.262898290488257
1998,16,3,0.101730317988615
1998,18,3,0.107688198368723
1998,21,3,0.161813355888038
1998,20,3,0
1998,22,3,0.701948405452525
1998,24,3,1.15722673068933
1998,26,3,0
1998,23,3,0.422563338374754
1998,19,3,0
1998,27,3,0
1998,25,3,0.395427689329816
1998,17,3,0.269776530018088
1999,16,3,0.100712335502235
1999,18,3,0.116552978293636
1999,21,3,0.136156908317068
1999,20,3,0
1999,22,3,0.636963556461853
1999,24,3,1.18206517897565
1999,26,3,0
1999,23,3,0.470727424632248
1999,19,3,0
1999,27,3,0
1999,25,3,0.750431973441454
1999,17,3,0.300777701252399
2000,16,3,0.0963995901341187
2000,18,3,0.100173768664676
2000,21,3,0.115870125383963
2000,20,3,0
2000,22,3,0.830415232797398
2000,24,3,0.848548171972331
2000,26,3,0
2000,23,3,0.377489309993549
2000,19,3,0
2000,27,3,0
2000,25,3,0.581077700237198
2000,17,3,0.237433144827756
2001,16,3,0.10905386813129
2001,18,3,0.0954267207006229
2001,21,3,0.136571229319952
2001,20,3,0
2001,22,3,1.10248780521097
2001,24,3,1.21786926587587
2001,26,3,0
2001,23,3,0.403198940652137
2001,19,3,0
2001,27,3,0
2001,25,3,0.674252408126078
2001,17,3,0.228808603483562
2002,16,3,0.151231029258023
2002,18,3,0.147578781365099
2002,21,3,0.149656423246673
2002,20,3,0
2002,22,3,1.07143064184348
2002,24,3,1.45445831193026
2002,26,3,0
2002,23,3,0.379052623911627
2002,19,3,0
2002,27,3,0
2002,25,3,0.384253458353782
2002,17,3,0.314820507107828
2003,16,3,0.201783632193962
2003,18,3,0.136067732233609
2003,21,3,0.154439650590692
2003,20,3,0
2003,22,3,0.971976943635993
2003,24,3,1.8506293400101
2003,26,3,0
2003,23,3,0.663739582122463
2003,19,3,0
2003,27,3,0
2003,25,3,0.67121616713881
2003,17,3,0.29057230009061
2004,16,3,0.22058702004705
2004,18,3,0.179051584597811
2004,21,3,0.222298064872152
2004,20,3,0
2004,22,3,1.37397650627827
2004,24,3,2.0493463163976
2004,26,3,0
2004,23,3,0.598617177238849
2004,19,3,0
2004,27,3,0
2004,25,3,0.620532119274408
2004,17,3,0.365547729119078
2005,16,3,0.263139438119341
2005,18,3,0.167064923125057
2005,21,3,0.226416082841057
2005,20,3,0
2005,22,3,1.01988262190552
2005,24,3,1.65632923803329
2005,26,3,0
2005,23,3,0.453362333542912
2005,19,3,0
2005,27,3,0
2005,25,3,0.887016030557221
2005,17,3,0.321222167074239
2006,16,3,0.203204488121284
2006,18,3,0.168634945341687
2006,21,3,0.20227240419594
2006,20,3,0
2006,22,3,0.895614970735299
2006,24,3,1.92758247728345
2006,26,3,0
2006,23,3,0.509908196901728
2006,19,3,0
2006,27,3,0
2006,25,3,0.793739203716751
2006,17,3,0.349642093536026
2007,16,3,0.165412073859604
2007,18,3,0.0848724495667341
2007,21,3,0.215717951316654
2007,20,3,0
2007,22,3,0.801806822339848
2007,24,3,1.40741699989768
2007,26,3,0
2007,23,3,0.370816888837472
2007,19,3,0
2007,27,3,0
2007,25,3,0.366073794468827
2007,17,3,0.309736806606096
2008,16,3,0.170238895273459
2008,18,3,0.0916311816062422
2008,21,3,0.193947848483207
2008,20,3,0
2008,22,3,0.709506304726054
2008,24,3,1.53260523139179
2008,26,3,0
2008,23,3,0.39267614372424
2008,19,3,0
2008,27,3,0
2008,25,3,0.622525974133252
2008,17,3,0.319945298598538
2009,16,3,0.128137861441014
2009,18,3,0.200116567464983
2009,21,3,0.152436164690321
2009,20,3,0
2009,22,3,0.596124142015905
2009,24,3,1.34169716536794
2009,26,3,0
2009,23,3,0.449557198402955
2009,19,3,0
2009,27,3,0
2009,25,3,0.385841038311935
2009,17,3,0.32766233081203
2010,16,3,0.0879751792731874
2010,18,3,0.0860081423655144
2010,21,3,0.132689397040445
2010,20,3,0
2010,22,3,0.720312013729436
2010,24,3,1.56164306087337
2010,26,3,0
2010,23,3,0.38445655736413
2010,19,3,0
2010,27,3,0
2010,25,3,0.413435027892261
2010,17,3,0.258234716213901
2011,16,3,0.125956874546355
2011,18,3,0.0806582310720303
2011,21,3,0.13439904367292
2011,20,3,0
2011,22,3,0.772459407898287
2011,24,3,1.49214921827946
2011,26,3,0
2011,23,3,0.574338658194718
2011,19,3,0
2011,27,3,0
2011,25,3,0.680746901957878
2011,17,3,0.283939761121153
2012,16,3,0.145389842521407
2012,18,3,0.0858209925314896
2012,21,3,0.158211440105919
2012,20,3,0
2012,22,3,0.722164019743046
2012,24,3,1.6556007528876
2012,26,3,0
2012,23,3,0.670855614075063
2012,19,3,0
2012,27,3,0
2012,25,3,0.491542707013528
2012,17,3,0.303861626428667
2013,16,3,0.10974202277204
2013,18,3,0.0566945307019965
2013,21,3,0.147106991235143
2013,20,3,0
2013,22,3,0.728238058198687
2013,24,3,1.9114484679205
2013,26,3,0
2013,23,3,0.463927423762299
2013,19,3,0
2013,27,3,0
2013,25,3,0.615294220119592
2013,17,3,0.318638161066034
2014,16,3,0.103698126249641
2014,18,3,0.0634449387236329
2014,21,3,0.166220701865142
2014,20,3,0
2014,22,3,0.620081792031377
2014,24,3,2.04925752681897
2014,26,3,0
2014,23,3,0.440034338609632
2014,19,3,0
2014,27,3,0
2014,25,3,0.255691837093789
