 par parNo species year quarter area age predator prey fleet idx1 idx2 idx3
F_y_ini 1026 24 1998 -1 -1 -1 -1 -1 -1 24 1998 -1
F_y_ini 1027 24 1999 -1 -1 -1 -1 -1 -1 24 1999 -1
F_y_ini 1028 24 2000 -1 -1 -1 -1 -1 -1 24 2000 -1
F_y_ini 1029 24 2001 -1 -1 -1 -1 -1 -1 24 2001 -1
F_y_ini 1030 24 2002 -1 -1 -1 -1 -1 -1 24 2002 -1
F_y_ini 1031 24 2003 -1 -1 -1 -1 -1 -1 24 2003 -1
F_y_ini 1032 24 2004 -1 -1 -1 -1 -1 -1 24 2004 -1
F_y_ini 1033 24 2005 -1 -1 -1 -1 -1 -1 24 2005 -1
F_y_ini 1034 24 2006 -1 -1 -1 -1 -1 -1 24 2006 -1
F_y_ini 1035 24 2007 -1 -1 -1 -1 -1 -1 24 2007 -1
F_y_ini 1036 24 2008 -1 -1 -1 -1 -1 -1 24 2008 -1
F_y_ini 1037 24 2009 -1 -1 -1 -1 -1 -1 24 2009 -1
F_y_ini 1038 24 2010 -1 -1 -1 -1 -1 -1 24 2010 -1
F_y_ini 1039 24 2011 -1 -1 -1 -1 -1 -1 24 2011 -1
F_y_ini 1040 24 2012 -1 -1 -1 -1 -1 -1 24 2012 -1
F_y_ini 1041 24 2013 -1 -1 -1 -1 -1 -1 24 2013 -1
F_y_ini 1042 24 2014 -1 -1 -1 -1 -1 -1 24 2014 -1
F_y_ini 1043 24 2015 -1 -1 -1 -1 -1 -1 24 2015 -1
F_y_ini 1044 24 2016 -1 -1 -1 -1 -1 -1 24 2016 -1
F_y_ini 1045 24 2017 -1 -1 -1 -1 -1 -1 24 2017 -1
F_y_ini 1046 24 2018 -1 -1 -1 -1 -1 -1 24 2018 -1
F_y_ini 1047 24 2019 -1 -1 -1 -1 -1 -1 24 2019 -1
F_y_ini 1048 25 1975 -1 -1 -1 -1 -1 -1 25 1975 -1
F_y_ini 1049 25 1976 -1 -1 -1 -1 -1 -1 25 1976 -1
F_y_ini 1050 25 1977 -1 -1 -1 -1 -1 -1 25 1977 -1
F_y_ini 1051 25 1978 -1 -1 -1 -1 -1 -1 25 1978 -1
F_y_ini 1052 25 1979 -1 -1 -1 -1 -1 -1 25 1979 -1
F_y_ini 1053 25 1980 -1 -1 -1 -1 -1 -1 25 1980 -1
F_y_ini 1054 25 1981 -1 -1 -1 -1 -1 -1 25 1981 -1
F_y_ini 1055 25 1982 -1 -1 -1 -1 -1 -1 25 1982 -1
F_y_ini 1056 25 1983 -1 -1 -1 -1 -1 -1 25 1983 -1
F_y_ini 1057 25 1984 -1 -1 -1 -1 -1 -1 25 1984 -1
F_y_ini 1058 25 1985 -1 -1 -1 -1 -1 -1 25 1985 -1
F_y_ini 1059 25 1986 -1 -1 -1 -1 -1 -1 25 1986 -1
F_y_ini 1060 25 1987 -1 -1 -1 -1 -1 -1 25 1987 -1
F_y_ini 1061 25 1988 -1 -1 -1 -1 -1 -1 25 1988 -1
F_y_ini 1062 25 1989 -1 -1 -1 -1 -1 -1 25 1989 -1
F_y_ini 1063 25 1990 -1 -1 -1 -1 -1 -1 25 1990 -1
F_y_ini 1064 25 1991 -1 -1 -1 -1 -1 -1 25 1991 -1
F_y_ini 1065 25 1992 -1 -1 -1 -1 -1 -1 25 1992 -1
F_y_ini 1066 25 1993 -1 -1 -1 -1 -1 -1 25 1993 -1
F_y_ini 1067 25 1994 -1 -1 -1 -1 -1 -1 25 1994 -1
F_y_ini 1068 25 1995 -1 -1 -1 -1 -1 -1 25 1995 -1
F_y_ini 1069 25 1996 -1 -1 -1 -1 -1 -1 25 1996 -1
F_y_ini 1070 25 1997 -1 -1 -1 -1 -1 -1 25 1997 -1
F_y_ini 1071 25 1998 -1 -1 -1 -1 -1 -1 25 1998 -1
F_y_ini 1072 25 1999 -1 -1 -1 -1 -1 -1 25 1999 -1
F_y_ini 1073 25 2000 -1 -1 -1 -1 -1 -1 25 2000 -1
F_y_ini 1074 25 2001 -1 -1 -1 -1 -1 -1 25 2001 -1
F_y_ini 1075 25 2002 -1 -1 -1 -1 -1 -1 25 2002 -1
F_y_ini 1076 25 2003 -1 -1 -1 -1 -1 -1 25 2003 -1
F_y_ini 1077 25 2004 -1 -1 -1 -1 -1 -1 25 2004 -1
F_y_ini 1078 25 2005 -1 -1 -1 -1 -1 -1 25 2005 -1
F_y_ini 1079 25 2006 -1 -1 -1 -1 -1 -1 25 2006 -1
F_y_ini 1080 25 2007 -1 -1 -1 -1 -1 -1 25 2007 -1
F_y_ini 1081 25 2008 -1 -1 -1 -1 -1 -1 25 2008 -1
F_y_ini 1082 25 2009 -1 -1 -1 -1 -1 -1 25 2009 -1
F_y_ini 1083 25 2010 -1 -1 -1 -1 -1 -1 25 2010 -1
F_y_ini 1084 25 2011 -1 -1 -1 -1 -1 -1 25 2011 -1
F_y_ini 1085 25 2012 -1 -1 -1 -1 -1 -1 25 2012 -1
F_y_ini 1086 25 2013 -1 -1 -1 -1 -1 -1 25 2013 -1
F_y_ini 1087 25 2014 -1 -1 -1 -1 -1 -1 25 2014 -1
F_y_ini 1088 25 2015 -1 -1 -1 -1 -1 -1 25 2015 -1
F_y_ini 1089 25 2016 -1 -1 -1 -1 -1 -1 25 2016 -1
F_y_ini 1090 25 2017 -1 -1 -1 -1 -1 -1 25 2017 -1
F_y_ini 1091 25 2018 -1 -1 -1 -1 -1 -1 25 2018 -1
F_y_ini 1092 25 2019 -1 -1 -1 -1 -1 -1 25 2019 -1
F_y_ini 1093 26 1975 -1 -1 -1 -1 -1 -1 26 1975 -1
F_y_ini 1094 26 1976 -1 -1 -1 -1 -1 -1 26 1976 -1
F_y_ini 1095 26 1977 -1 -1 -1 -1 -1 -1 26 1977 -1
F_y_ini 1096 26 1978 -1 -1 -1 -1 -1 -1 26 1978 -1
F_y_ini 1097 26 1979 -1 -1 -1 -1 -1 -1 26 1979 -1
F_y_ini 1098 26 1980 -1 -1 -1 -1 -1 -1 26 1980 -1
F_y_ini 1099 26 1981 -1 -1 -1 -1 -1 -1 26 1981 -1
F_y_ini 1100 26 1982 -1 -1 -1 -1 -1 -1 26 1982 -1
F_y_ini 1101 26 1983 -1 -1 -1 -1 -1 -1 26 1983 -1
F_y_ini 1102 26 1984 -1 -1 -1 -1 -1 -1 26 1984 -1
F_y_ini 1103 26 1985 -1 -1 -1 -1 -1 -1 26 1985 -1
F_y_ini 1104 26 1986 -1 -1 -1 -1 -1 -1 26 1986 -1
F_y_ini 1105 26 1987 -1 -1 -1 -1 -1 -1 26 1987 -1
F_y_ini 1106 26 1988 -1 -1 -1 -1 -1 -1 26 1988 -1
F_y_ini 1107 26 1989 -1 -1 -1 -1 -1 -1 26 1989 -1
F_y_ini 1108 26 1990 -1 -1 -1 -1 -1 -1 26 1990 -1
F_y_ini 1109 26 1991 -1 -1 -1 -1 -1 -1 26 1991 -1
F_y_ini 1110 26 1992 -1 -1 -1 -1 -1 -1 26 1992 -1
F_y_ini 1111 26 1993 -1 -1 -1 -1 -1 -1 26 1993 -1
F_y_ini 1112 26 1994 -1 -1 -1 -1 -1 -1 26 1994 -1
F_y_ini 1113 26 1995 -1 -1 -1 -1 -1 -1 26 1995 -1
F_y_ini 1114 26 1996 -1 -1 -1 -1 -1 -1 26 1996 -1
F_y_ini 1115 26 1997 -1 -1 -1 -1 -1 -1 26 1997 -1
F_y_ini 1116 26 1998 -1 -1 -1 -1 -1 -1 26 1998 -1
F_y_ini 1117 26 1999 -1 -1 -1 -1 -1 -1 26 1999 -1
F_y_ini 1118 26 2000 -1 -1 -1 -1 -1 -1 26 2000 -1
F_y_ini 1119 26 2001 -1 -1 -1 -1 -1 -1 26 2001 -1
F_y_ini 1120 26 2002 -1 -1 -1 -1 -1 -1 26 2002 -1
F_y_ini 1121 26 2003 -1 -1 -1 -1 -1 -1 26 2003 -1
F_y_ini 1122 26 2004 -1 -1 -1 -1 -1 -1 26 2004 -1
F_y_ini 1123 26 2005 -1 -1 -1 -1 -1 -1 26 2005 -1
F_y_ini 1124 26 2006 -1 -1 -1 -1 -1 -1 26 2006 -1
F_y_ini 1125 26 2007 -1 -1 -1 -1 -1 -1 26 2007 -1
F_y_ini 1126 26 2008 -1 -1 -1 -1 -1 -1 26 2008 -1
F_y_ini 1127 26 2009 -1 -1 -1 -1 -1 -1 26 2009 -1
F_y_ini 1128 26 2010 -1 -1 -1 -1 -1 -1 26 2010 -1
F_y_ini 1129 26 2011 -1 -1 -1 -1 -1 -1 26 2011 -1
F_y_ini 1130 26 2012 -1 -1 -1 -1 -1 -1 26 2012 -1
F_y_ini 1131 26 2013 -1 -1 -1 -1 -1 -1 26 2013 -1
F_y_ini 1132 26 2014 -1 -1 -1 -1 -1 -1 26 2014 -1
F_y_ini 1133 26 2015 -1 -1 -1 -1 -1 -1 26 2015 -1
F_y_ini 1134 26 2016 -1 -1 -1 -1 -1 -1 26 2016 -1
F_y_ini 1135 26 2017 -1 -1 -1 -1 -1 -1 26 2017 -1
F_y_ini 1136 26 2018 -1 -1 -1 -1 -1 -1 26 2018 -1
F_y_ini 1137 26 2019 -1 -1 -1 -1 -1 -1 26 2019 -1
F_y_ini 1138 27 1975 -1 -1 -1 -1 -1 -1 27 1975 -1
F_y_ini 1139 27 1976 -1 -1 -1 -1 -1 -1 27 1976 -1
F_y_ini 1140 27 1977 -1 -1 -1 -1 -1 -1 27 1977 -1
F_y_ini 1141 27 1978 -1 -1 -1 -1 -1 -1 27 1978 -1
F_y_ini 1142 27 1979 -1 -1 -1 -1 -1 -1 27 1979 -1
F_y_ini 1143 27 1980 -1 -1 -1 -1 -1 -1 27 1980 -1
F_y_ini 1144 27 1981 -1 -1 -1 -1 -1 -1 27 1981 -1
F_y_ini 1145 27 1982 -1 -1 -1 -1 -1 -1 27 1982 -1
F_y_ini 1146 27 1983 -1 -1 -1 -1 -1 -1 27 1983 -1
F_y_ini 1147 27 1984 -1 -1 -1 -1 -1 -1 27 1984 -1
F_y_ini 1148 27 1985 -1 -1 -1 -1 -1 -1 27 1985 -1
F_y_ini 1149 27 1986 -1 -1 -1 -1 -1 -1 27 1986 -1
F_y_ini 1150 27 1987 -1 -1 -1 -1 -1 -1 27 1987 -1
F_y_ini 1151 27 1988 -1 -1 -1 -1 -1 -1 27 1988 -1
F_y_ini 1152 27 1989 -1 -1 -1 -1 -1 -1 27 1989 -1
F_y_ini 1153 27 1990 -1 -1 -1 -1 -1 -1 27 1990 -1
F_y_ini 1154 27 1991 -1 -1 -1 -1 -1 -1 27 1991 -1
F_y_ini 1155 27 1992 -1 -1 -1 -1 -1 -1 27 1992 -1
F_y_ini 1156 27 1993 -1 -1 -1 -1 -1 -1 27 1993 -1
F_y_ini 1157 27 1994 -1 -1 -1 -1 -1 -1 27 1994 -1
F_y_ini 1158 27 1995 -1 -1 -1 -1 -1 -1 27 1995 -1
F_y_ini 1159 27 1996 -1 -1 -1 -1 -1 -1 27 1996 -1
F_y_ini 1160 27 1997 -1 -1 -1 -1 -1 -1 27 1997 -1
F_y_ini 1161 27 1998 -1 -1 -1 -1 -1 -1 27 1998 -1
F_y_ini 1162 27 1999 -1 -1 -1 -1 -1 -1 27 1999 -1
F_y_ini 1163 27 2000 -1 -1 -1 -1 -1 -1 27 2000 -1
F_y_ini 1164 27 2001 -1 -1 -1 -1 -1 -1 27 2001 -1
F_y_ini 1165 27 2002 -1 -1 -1 -1 -1 -1 27 2002 -1
F_y_ini 1166 27 2003 -1 -1 -1 -1 -1 -1 27 2003 -1
F_y_ini 1167 27 2004 -1 -1 -1 -1 -1 -1 27 2004 -1
F_y_ini 1168 27 2005 -1 -1 -1 -1 -1 -1 27 2005 -1
F_y_ini 1169 27 2006 -1 -1 -1 -1 -1 -1 27 2006 -1
F_y_ini 1170 27 2007 -1 -1 -1 -1 -1 -1 27 2007 -1
F_y_ini 1171 27 2008 -1 -1 -1 -1 -1 -1 27 2008 -1
F_y_ini 1172 27 2009 -1 -1 -1 -1 -1 -1 27 2009 -1
F_y_ini 1173 27 2010 -1 -1 -1 -1 -1 -1 27 2010 -1
F_y_ini 1174 27 2011 -1 -1 -1 -1 -1 -1 27 2011 -1
F_y_ini 1175 27 2012 -1 -1 -1 -1 -1 -1 27 2012 -1
F_y_ini 1176 27 2013 -1 -1 -1 -1 -1 -1 27 2013 -1
F_y_ini 1177 27 2014 -1 -1 -1 -1 -1 -1 27 2014 -1
F_y_ini 1178 27 2015 -1 -1 -1 -1 -1 -1 27 2015 -1
F_y_ini 1179 27 2016 -1 -1 -1 -1 -1 -1 27 2016 -1
F_y_ini 1180 27 2017 -1 -1 -1 -1 -1 -1 27 2017 -1
F_y_ini 1181 27 2018 -1 -1 -1 -1 -1 -1 27 2018 -1
F_y_ini 1182 27 2019 -1 -1 -1 -1 -1 -1 27 2019 -1
F_q_ini 1183 21 1974 3 -1 0 -1 -1 -1 47 3 -1
F_q_ini 1184 21 1983 3 -1 0 -1 -1 -1 48 3 -1
F_q_ini 1185 21 1998 3 -1 0 -1 -1 -1 49 3 -1
F_q_ini 1186 21 1974 1 -1 1 -1 -1 -1 50 1 -1
F_q_ini 1187 21 1974 2 -1 1 -1 -1 -1 50 2 -1
F_q_ini 1188 21 1974 3 -1 1 -1 -1 -1 50 3 -1
F_q_ini 1189 21 1983 1 -1 1 -1 -1 -1 51 1 -1
F_q_ini 1190 21 1983 2 -1 1 -1 -1 -1 51 2 -1
F_q_ini 1191 21 1983 3 -1 1 -1 -1 -1 51 3 -1
F_q_ini 1192 21 1998 1 -1 1 -1 -1 -1 52 1 -1
F_q_ini 1193 21 1998 2 -1 1 -1 -1 -1 52 2 -1
F_q_ini 1194 21 1998 3 -1 1 -1 -1 -1 52 3 -1
F_q_ini 1195 22 1974 2 -1 1 -1 -1 -1 55 2 -1
F_q_ini 1196 22 2005 2 -1 1 -1 -1 -1 56 2 -1
F_q_ini 1197 22 1974 2 -1 2 -1 -1 -1 57 2 -1
F_q_ini 1198 22 2005 2 -1 2 -1 -1 -1 58 2 -1
F_q_ini 1199 23 1974 2 -1 1 -1 -1 -1 61 2 -1
F_q_ini 1200 23 2005 2 -1 1 -1 -1 -1 62 2 -1
F_q_ini 1201 23 1974 2 -1 2 -1 -1 -1 63 2 -1
F_q_ini 1202 23 2005 2 -1 2 -1 -1 -1 64 2 -1
F_q_ini 1203 24 1974 3 -1 0 -1 -1 -1 65 3 -1
F_q_ini 1204 24 2003 3 -1 0 -1 -1 -1 66 3 -1
F_q_ini 1205 24 1974 1 -1 1 -1 -1 -1 67 1 -1
F_q_ini 1206 24 1974 2 -1 1 -1 -1 -1 67 2 -1
F_q_ini 1207 24 1974 3 -1 1 -1 -1 -1 67 3 -1
F_q_ini 1208 24 2003 1 -1 1 -1 -1 -1 68 1 -1
F_q_ini 1209 24 2003 2 -1 1 -1 -1 -1 68 2 -1
F_q_ini 1210 24 2003 3 -1 1 -1 -1 -1 68 3 -1
F_q_ini 1211 24 1974 1 -1 3 -1 -1 -1 69 1 -1
F_q_ini 1212 24 1974 2 -1 3 -1 -1 -1 69 2 -1
F_q_ini 1213 24 1974 3 -1 3 -1 -1 -1 69 3 -1
F_q_ini 1214 24 2003 1 -1 3 -1 -1 -1 70 1 -1
F_q_ini 1215 24 2003 2 -1 3 -1 -1 -1 70 2 -1
F_q_ini 1216 24 2003 3 -1 3 -1 -1 -1 70 3 -1
F_q_ini 1217 25 1974 1 -1 1 -1 -1 -1 71 1 -1
F_q_ini 1218 25 1974 2 -1 1 -1 -1 -1 71 2 -1
F_q_ini 1219 25 1974 3 -1 1 -1 -1 -1 71 3 -1
F_q_ini 1220 25 1974 1 -1 2 -1 -1 -1 72 1 -1
F_q_ini 1221 25 1974 2 -1 2 -1 -1 -1 72 2 -1
F_q_ini 1222 25 1974 3 -1 2 -1 -1 -1 72 3 -1
F_q_ini 1223 25 1974 1 -1 3 -1 -1 -1 73 1 -1
F_q_ini 1224 25 1974 2 -1 3 -1 -1 -1 73 2 -1
F_q_ini 1225 25 1974 3 -1 3 -1 -1 -1 73 3 -1
log_F_a_ini 1226 16 1974 -1 -1 1 -1 -1 -1 16 1 1
log_F_a_ini 1227 16 1993 -1 -1 1 -1 -1 -1 16 1 2
log_F_a_ini 1228 16 2007 -1 -1 1 -1 -1 -1 16 1 3
log_F_a_ini 1229 16 1974 -1 -1 2 -1 -1 -1 16 2 1
log_F_a_ini 1230 16 1993 -1 -1 2 -1 -1 -1 16 2 2
log_F_a_ini 1231 16 2007 -1 -1 2 -1 -1 -1 16 2 3
log_F_a_ini 1232 16 1974 -1 -1 3 -1 -1 -1 16 3 1
log_F_a_ini 1233 16 1993 -1 -1 3 -1 -1 -1 16 3 2
log_F_a_ini 1234 16 2007 -1 -1 3 -1 -1 -1 16 3 3
log_F_a_ini 1235 16 1974 -1 -1 4 -1 -1 -1 16 4 1
log_F_a_ini 1236 16 1993 -1 -1 4 -1 -1 -1 16 4 2
log_F_a_ini 1237 16 2007 -1 -1 4 -1 -1 -1 16 4 3
log_F_a_ini 1238 16 1974 -1 -1 5 -1 -1 -1 16 5 1
log_F_a_ini 1239 16 1993 -1 -1 5 -1 -1 -1 16 5 2
log_F_a_ini 1240 16 2007 -1 -1 5 -1 -1 -1 16 5 3
log_F_a_ini 1241 16 1974 -1 -1 6 -1 -1 -1 16 6 1
log_F_a_ini 1242 16 1993 -1 -1 6 -1 -1 -1 16 6 2
log_F_a_ini 1243 16 2007 -1 -1 6 -1 -1 -1 16 6 3
log_F_a_ini 1244 16 1974 -1 -1 7 -1 -1 -1 16 7 1
log_F_a_ini 1245 16 1993 -1 -1 7 -1 -1 -1 16 7 2
log_F_a_ini 1246 16 2007 -1 -1 7 -1 -1 -1 16 7 3
log_F_a_ini 1247 16 1974 -1 -1 8 -1 -1 -1 16 8 1
log_F_a_ini 1248 16 1993 -1 -1 8 -1 -1 -1 16 8 2
log_F_a_ini 1249 16 2007 -1 -1 8 -1 -1 -1 16 8 3
log_F_a_ini 1250 16 1974 -1 -1 9 -1 -1 -1 16 9 1
log_F_a_ini 1251 16 1993 -1 -1 9 -1 -1 -1 16 9 2
log_F_a_ini 1252 16 2007 -1 -1 9 -1 -1 -1 16 9 3
log_F_a_ini 1253 17 1974 -1 -1 0 -1 -1 -1 17 0 1
log_F_a_ini 1254 17 1991 -1 -1 0 -1 -1 -1 17 0 2
log_F_a_ini 1255 17 2007 -1 -1 0 -1 -1 -1 17 0 3
log_F_a_ini 1256 17 1974 -1 -1 1 -1 -1 -1 17 1 1
log_F_a_ini 1257 17 1991 -1 -1 1 -1 -1 -1 17 1 2
log_F_a_ini 1258 17 2007 -1 -1 1 -1 -1 -1 17 1 3
log_F_a_ini 1259 17 1974 -1 -1 2 -1 -1 -1 17 2 1
log_F_a_ini 1260 17 1991 -1 -1 2 -1 -1 -1 17 2 2
log_F_a_ini 1261 17 2007 -1 -1 2 -1 -1 -1 17 2 3
log_F_a_ini 1262 17 1974 -1 -1 3 -1 -1 -1 17 3 1
log_F_a_ini 1263 17 1991 -1 -1 3 -1 -1 -1 17 3 2
log_F_a_ini 1264 17 2007 -1 -1 3 -1 -1 -1 17 3 3
log_F_a_ini 1265 17 1974 -1 -1 4 -1 -1 -1 17 4 1
log_F_a_ini 1266 17 1991 -1 -1 4 -1 -1 -1 17 4 2
log_F_a_ini 1267 17 2007 -1 -1 4 -1 -1 -1 17 4 3
log_F_a_ini 1268 17 1974 -1 -1 5 -1 -1 -1 17 5 1
log_F_a_ini 1269 17 1991 -1 -1 5 -1 -1 -1 17 5 2
log_F_a_ini 1270 17 2007 -1 -1 5 -1 -1 -1 17 5 3
log_F_a_ini 1271 17 1974 -1 -1 6 -1 -1 -1 17 6 1
log_F_a_ini 1272 17 1991 -1 -1 6 -1 -1 -1 17 6 2
log_F_a_ini 1273 17 2007 -1 -1 6 -1 -1 -1 17 6 3
log_F_a_ini 1274 18 1974 -1 -1 0 -1 -1 -1 18 0 1
log_F_a_ini 1275 18 1985 -1 -1 0 -1 -1 -1 18 0 2
log_F_a_ini 1276 18 2000 -1 -1 0 -1 -1 -1 18 0 3
log_F_a_ini 1277 18 1974 -1 -1 1 -1 -1 -1 18 1 1
log_F_a_ini 1278 18 1985 -1 -1 1 -1 -1 -1 18 1 2
log_F_a_ini 1279 18 2000 -1 -1 1 -1 -1 -1 18 1 3
log_F_a_ini 1280 18 1974 -1 -1 2 -1 -1 -1 18 2 1
log_F_a_ini 1281 18 1985 -1 -1 2 -1 -1 -1 18 2 2
log_F_a_ini 1282 18 2000 -1 -1 2 -1 -1 -1 18 2 3
log_F_a_ini 1283 18 1974 -1 -1 3 -1 -1 -1 18 3 1
log_F_a_ini 1284 18 1985 -1 -1 3 -1 -1 -1 18 3 2
log_F_a_ini 1285 18 2000 -1 -1 3 -1 -1 -1 18 3 3
log_F_a_ini 1286 18 1974 -1 -1 4 -1 -1 -1 18 4 1
log_F_a_ini 1287 18 1985 -1 -1 4 -1 -1 -1 18 4 2
log_F_a_ini 1288 18 2000 -1 -1 4 -1 -1 -1 18 4 3
log_F_a_ini 1289 18 1974 -1 -1 5 -1 -1 -1 18 5 1
log_F_a_ini 1290 18 1985 -1 -1 5 -1 -1 -1 18 5 2
log_F_a_ini 1291 18 2000 -1 -1 5 -1 -1 -1 18 5 3
log_F_a_ini 1292 18 1974 -1 -1 6 -1 -1 -1 18 6 1
log_F_a_ini 1293 18 1985 -1 -1 6 -1 -1 -1 18 6 2
log_F_a_ini 1294 18 2000 -1 -1 6 -1 -1 -1 18 6 3
log_F_a_ini 1295 18 1974 -1 -1 7 -1 -1 -1 18 7 1
log_F_a_ini 1296 18 1985 -1 -1 7 -1 -1 -1 18 7 2
log_F_a_ini 1297 18 2000 -1 -1 7 -1 -1 -1 18 7 3
log_F_a_ini 1298 19 1974 -1 -1 3 -1 -1 -1 19 3 1
log_F_a_ini 1299 19 1992 -1 -1 3 -1 -1 -1 19 3 2
log_F_a_ini 1300 19 1974 -1 -1 4 -1 -1 -1 19 4 1
log_F_a_ini 1301 19 1992 -1 -1 4 -1 -1 -1 19 4 2
log_F_a_ini 1302 19 1974 -1 -1 5 -1 -1 -1 19 5 1
log_F_a_ini 1303 19 1992 -1 -1 5 -1 -1 -1 19 5 2
log_F_a_ini 1304 19 1974 -1 -1 6 -1 -1 -1 19 6 1
log_F_a_ini 1305 19 1992 -1 -1 6 -1 -1 -1 19 6 2
log_F_a_ini 1306 19 1974 -1 -1 7 -1 -1 -1 19 7 1
log_F_a_ini 1307 19 1992 -1 -1 7 -1 -1 -1 19 7 2
log_F_a_ini 1308 19 1974 -1 -1 8 -1 -1 -1 19 8 1
log_F_a_ini 1309 19 1992 -1 -1 8 -1 -1 -1 19 8 2
log_F_a_ini 1310 20 1974 -1 -1 1 -1 -1 -1 20 1 1
log_F_a_ini 1311 20 1980 -1 -1 1 -1 -1 -1 20 1 2
log_F_a_ini 1312 20 2004 -1 -1 1 -1 -1 -1 20 1 3
log_F_a_ini 1313 20 1974 -1 -1 2 -1 -1 -1 20 2 1
log_F_a_ini 1314 20 1980 -1 -1 2 -1 -1 -1 20 2 2
log_F_a_ini 1315 20 2004 -1 -1 2 -1 -1 -1 20 2 3
log_F_a_ini 1316 20 1974 -1 -1 3 -1 -1 -1 20 3 1
log_F_a_ini 1317 20 1980 -1 -1 3 -1 -1 -1 20 3 2
log_F_a_ini 1318 20 2004 -1 -1 3 -1 -1 -1 20 3 3
log_F_a_ini 1319 20 1974 -1 -1 4 -1 -1 -1 20 4 1
log_F_a_ini 1320 20 1980 -1 -1 4 -1 -1 -1 20 4 2
log_F_a_ini 1321 20 2004 -1 -1 4 -1 -1 -1 20 4 3
log_F_a_ini 1322 20 1974 -1 -1 5 -1 -1 -1 20 5 1
log_F_a_ini 1323 20 1980 -1 -1 5 -1 -1 -1 20 5 2
log_F_a_ini 1324 20 2004 -1 -1 5 -1 -1 -1 20 5 3
log_F_a_ini 1325 20 1974 -1 -1 6 -1 -1 -1 20 6 1
log_F_a_ini 1326 20 1980 -1 -1 6 -1 -1 -1 20 6 2
log_F_a_ini 1327 20 2004 -1 -1 6 -1 -1 -1 20 6 3
log_F_a_ini 1328 20 1974 -1 -1 7 -1 -1 -1 20 7 1
log_F_a_ini 1329 20 1980 -1 -1 7 -1 -1 -1 20 7 2
log_F_a_ini 1330 20 2004 -1 -1 7 -1 -1 -1 20 7 3
log_F_a_ini 1331 21 1974 -1 -1 0 -1 -1 -1 21 0 1
log_F_a_ini 1332 21 1983 -1 -1 0 -1 -1 -1 21 0 2
log_F_a_ini 1333 21 1998 -1 -1 0 -1 -1 -1 21 0 3
log_F_a_ini 1334 21 1974 -1 -1 1 -1 -1 -1 21 1 1
log_F_a_ini 1335 21 1983 -1 -1 1 -1 -1 -1 21 1 2
log_F_a_ini 1336 21 1998 -1 -1 1 -1 -1 -1 21 1 3
log_F_a_ini 1337 21 1974 -1 -1 2 -1 -1 -1 21 2 1
log_F_a_ini 1338 21 1983 -1 -1 2 -1 -1 -1 21 2 2
log_F_a_ini 1339 21 1998 -1 -1 2 -1 -1 -1 21 2 3
log_F_a_ini 1340 21 1974 -1 -1 3 -1 -1 -1 21 3 1
log_F_a_ini 1341 21 1983 -1 -1 3 -1 -1 -1 21 3 2
log_F_a_ini 1342 21 1998 -1 -1 3 -1 -1 -1 21 3 3
log_F_a_ini 1343 21 1974 -1 -1 4 -1 -1 -1 21 4 1
log_F_a_ini 1344 21 1983 -1 -1 4 -1 -1 -1 21 4 2
log_F_a_ini 1345 21 1998 -1 -1 4 -1 -1 -1 21 4 3
log_F_a_ini 1346 21 1974 -1 -1 5 -1 -1 -1 21 5 1
log_F_a_ini 1347 21 1983 -1 -1 5 -1 -1 -1 21 5 2
log_F_a_ini 1348 21 1998 -1 -1 5 -1 -1 -1 21 5 3
log_F_a_ini 1349 22 1974 -1 -1 0 -1 -1 -1 22 0 1
log_F_a_ini 1350 22 2005 -1 -1 0 -1 -1 -1 22 0 2
log_F_a_ini 1351 22 1974 -1 -1 1 -1 -1 -1 22 1 1
log_F_a_ini 1352 22 2005 -1 -1 1 -1 -1 -1 22 1 2
log_F_a_ini 1353 22 1974 -1 -1 2 -1 -1 -1 22 2 1
log_F_a_ini 1354 22 2005 -1 -1 2 -1 -1 -1 22 2 2
log_F_a_ini 1355 22 1974 -1 -1 3 -1 -1 -1 22 3 1
log_F_a_ini 1356 22 2005 -1 -1 3 -1 -1 -1 22 3 2
log_F_a_ini 1357 23 1974 -1 -1 0 -1 -1 -1 23 0 1
log_F_a_ini 1358 23 2005 -1 -1 0 -1 -1 -1 23 0 2
log_F_a_ini 1359 23 1974 -1 -1 1 -1 -1 -1 23 1 1
log_F_a_ini 1360 23 2005 -1 -1 1 -1 -1 -1 23 1 2
log_F_a_ini 1361 23 1974 -1 -1 2 -1 -1 -1 23 2 1
log_F_a_ini 1362 23 2005 -1 -1 2 -1 -1 -1 23 2 2
log_F_a_ini 1363 23 1974 -1 -1 3 -1 -1 -1 23 3 1
log_F_a_ini 1364 23 2005 -1 -1 3 -1 -1 -1 23 3 2
log_F_a_ini 1365 24 1974 -1 -1 0 -1 -1 -1 24 0 1
log_F_a_ini 1366 24 2003 -1 -1 0 -1 -1 -1 24 0 2
log_F_a_ini 1367 24 1974 -1 -1 1 -1 -1 -1 24 1 1
log_F_a_ini 1368 24 2003 -1 -1 1 -1 -1 -1 24 1 2
log_F_a_ini 1369 24 1974 -1 -1 2 -1 -1 -1 24 2 1
log_F_a_ini 1370 24 2003 -1 -1 2 -1 -1 -1 24 2 2
log_F_a_ini 1371 25 1974 -1 -1 1 -1 -1 -1 25 1 1
log_F_a_ini 1372 25 1974 -1 -1 2 -1 -1 -1 25 2 1
