data Species.n Quarter Year fleet Age observed model residual stand.residual
catch 21 1 2000 -9 5  1.791962e+04 2.733190e+04 -4.221582e-01 -4.953981e-01
catch 21 1 2000 -9 6  4.221930e+03 1.255481e+04 -1.089811e+00 -1.278882e+00
catch 21 1 2000 -9 7  1.321690e+03 5.949174e+03 -1.504341e+00 -1.765328e+00
catch 21 1 2000 -9 8  5.445300e+02 3.775749e+03 -1.936431e+00 -2.015718e+00
catch 21 1 2001 -9 1  2.341106e+05 4.741544e+04 1.596846e+00 1.873881e+00
catch 21 1 2001 -9 2  1.276331e+05 1.078023e+05 1.688609e-01 1.981564e-01
catch 21 1 2001 -9 3  5.162497e+04 3.468671e+04 3.976487e-01 4.666365e-01
catch 21 1 2001 -9 4  3.994379e+04 3.426183e+04 1.534414e-01 1.800618e-01
catch 21 1 2001 -9 5  5.320504e+04 3.995399e+04 2.864246e-01 3.361162e-01
catch 21 1 2001 -9 6  1.637728e+04 1.173219e+04 3.335589e-01 3.914278e-01
catch 21 1 2001 -9 7  4.840820e+03 5.456758e+03 -1.197708e-01 -1.405497e-01
catch 21 1 2001 -9 8  1.551830e+03 4.249238e+03 -1.007305e+00 -1.048549e+00
catch 21 1 2002 -9 1  1.978819e+05 1.236501e+05 4.702146e-01 5.517918e-01
catch 21 1 2002 -9 2  1.780519e+05 5.360293e+04 1.200472e+00 1.408740e+00
catch 21 1 2002 -9 3  1.045881e+05 1.021646e+05 2.344464e-02 2.751203e-02
catch 21 1 2002 -9 4  2.765643e+04 2.768102e+04 -8.888772e-04 -1.043088e-03
catch 21 1 2002 -9 5  1.216089e+04 2.402168e+04 -6.807317e-01 -7.988313e-01
catch 21 1 2002 -9 6  2.219940e+04 2.080081e+04 6.507330e-02 7.636282e-02
catch 21 1 2002 -9 7  5.778970e+03 6.182361e+03 -6.747474e-02 -7.918088e-02
catch 21 1 2002 -9 8  3.597690e+03 5.148169e+03 -3.583491e-01 -3.730217e-01
catch 21 1 2003 -9 1  2.490085e+05 4.680568e+04 1.671482e+00 1.961467e+00
catch 21 1 2003 -9 2  9.272733e+04 1.664533e+05 -5.850515e-01 -6.865517e-01
catch 21 1 2003 -9 3  5.601047e+04 5.778283e+04 -3.115306e-02 -3.655778e-02
catch 21 1 2003 -9 4  1.247518e+05 9.627700e+04 2.590971e-01 3.040476e-01
catch 21 1 2003 -9 5  3.551631e+04 2.285278e+04 4.409193e-01 5.174141e-01
catch 21 1 2003 -9 6  1.653805e+04 1.474806e+04 1.145522e-01 1.344257e-01
catch 21 1 2003 -9 7  2.054850e+04 1.311648e+04 4.489183e-01 5.268009e-01
catch 21 1 2003 -9 8  9.947400e+03 7.264664e+03 3.142891e-01 3.271577e-01
catch 21 1 2004 -9 1  1.219693e+04 3.188424e+04 -9.609276e-01 -1.127638e+00
catch 21 1 2004 -9 2  1.270870e+05 5.870759e+04 7.723032e-01 9.062895e-01
catch 21 1 2004 -9 3  1.657475e+05 1.833364e+05 -1.008571e-01 -1.183547e-01
catch 21 1 2004 -9 4  8.191440e+04 5.441400e+04 4.090532e-01 4.800196e-01
catch 21 1 2004 -9 5  1.046558e+05 8.131145e+04 2.523896e-01 2.961764e-01
catch 21 1 2004 -9 6  2.561619e+04 1.429471e+04 5.833348e-01 6.845371e-01
catch 21 1 2004 -9 7  1.895847e+04 9.355412e+03 7.062958e-01 8.288305e-01
catch 21 1 2004 -9 8  9.004740e+03 1.311803e+04 -3.762362e-01 -3.916412e-01
catch 21 1 2005 -9 1  1.298460e+05 5.037591e+04 9.468361e-01 1.111102e+00
catch 21 1 2005 -9 2  1.307576e+05 4.682974e+04 1.026827e+00 1.204970e+00
catch 21 1 2005 -9 3  7.246320e+04 7.556107e+04 -4.186241e-02 -4.912509e-02
catch 21 1 2005 -9 4  2.291112e+05 1.961578e+05 1.552883e-01 1.822292e-01
catch 21 1 2005 -9 5  6.432575e+04 5.203375e+04 2.120675e-01 2.488589e-01
catch 21 1 2005 -9 6  6.856319e+04 5.866668e+04 1.558839e-01 1.829281e-01
catch 21 1 2005 -9 7  9.639860e+03 1.039311e+04 -7.523684e-02 -8.828963e-02
catch 21 1 2005 -9 8  8.406660e+03 1.680056e+04 -6.923880e-01 -7.207378e-01
catch 21 1 2006 -9 1  8.923806e+04 2.621864e+04 1.224837e+00 1.437333e+00
catch 21 1 2006 -9 2  8.874978e+04 4.542316e+04 6.697989e-01 7.860018e-01
catch 21 1 2006 -9 3  5.457239e+04 3.510166e+04 4.412795e-01 5.178368e-01
catch 21 1 2006 -9 4  6.621165e+04 4.683183e+04 3.462933e-01 4.063715e-01
catch 21 1 2006 -9 5  1.348770e+05 1.080615e+05 2.216627e-01 2.601189e-01
catch 21 1 2006 -9 6  2.034554e+04 2.079239e+04 -2.172529e-02 -2.549439e-02
catch 21 1 2006 -9 7  1.770590e+04 2.417727e+04 -3.115151e-01 -3.655596e-01
catch 21 1 2006 -9 8  9.502140e+03 1.141450e+04 -1.833671e-01 -1.908751e-01
catch 21 1 2007 -9 1  4.691641e+04 2.636527e+04 5.763199e-01 6.763052e-01
catch 21 1 2007 -9 2  6.081487e+04 2.677461e+04 8.203804e-01 9.627076e-01
catch 21 1 2007 -9 3  4.745661e+04 3.985517e+04 1.745637e-01 2.048487e-01
catch 21 1 2007 -9 4  3.030840e+04 2.537240e+04 1.777627e-01 2.086027e-01
catch 21 1 2007 -9 5  3.710761e+04 2.974331e+04 2.212178e-01 2.595967e-01
catch 21 1 2007 -9 6  5.856757e+04 5.061893e+04 1.458555e-01 1.711598e-01
catch 21 1 2007 -9 7  1.522471e+04 9.940084e+03 4.263443e-01 5.003105e-01
catch 21 1 2007 -9 8  2.276909e+04 1.735145e+04 2.717280e-01 2.828539e-01
catch 21 1 2008 -9 1  3.480451e+04 2.405048e+04 3.695920e-01 4.337122e-01
catch 21 1 2008 -9 2  9.015278e+04 2.243634e+04 1.390824e+00 1.632117e+00
catch 21 1 2008 -9 3  1.478775e+04 1.908701e+04 -2.552088e-01 -2.994848e-01
catch 21 1 2008 -9 4  1.531538e+04 2.359044e+04 -4.319838e-01 -5.069283e-01
catch 21 1 2008 -9 5  1.731769e+04 1.324400e+04 2.681836e-01 3.147105e-01
catch 21 1 2008 -9 6  4.612330e+03 1.170805e+04 -9.315436e-01 -1.093156e+00
catch 21 1 2008 -9 7  1.276503e+04 2.024330e+04 -4.611144e-01 -5.411128e-01
catch 21 1 2008 -9 8  1.695730e+03 1.113129e+04 -1.881646e+00 -1.958690e+00
catch 21 1 2009 -9 1  2.978435e+04 1.351582e+04 7.901220e-01 9.271997e-01
catch 21 1 2009 -9 2  2.409412e+04 1.851487e+04 2.633935e-01 3.090894e-01
catch 21 1 2009 -9 3  1.933486e+04 1.435292e+04 2.979566e-01 3.496488e-01
catch 21 1 2009 -9 4  1.862472e+04 1.022437e+04 5.997159e-01 7.037601e-01
catch 21 1 2009 -9 5  2.017384e+04 1.131080e+04 5.786284e-01 6.790142e-01
catch 21 1 2009 -9 6  2.553400e+03 4.781867e+03 -6.274052e-01 -7.362533e-01
catch 21 1 2009 -9 7  9.808460e+03 4.300763e+03 8.244528e-01 9.674865e-01
catch 21 1 2009 -9 8  1.430376e+04 1.163972e+04 2.060991e-01 2.145378e-01
catch 21 1 2010 -9 1  4.349745e+04 2.018254e+04 7.678843e-01 9.011041e-01
catch 21 1 2010 -9 2  5.690995e+04 2.132251e+04 9.817067e-01 1.152022e+00
catch 21 1 2010 -9 3  4.340936e+04 2.442953e+04 5.748825e-01 6.746185e-01
catch 21 1 2010 -9 4  2.929241e+04 1.621537e+04 5.913689e-01 6.939651e-01
catch 21 1 2010 -9 5  1.024019e+04 1.040811e+04 -1.626543e-02 -1.908731e-02
catch 21 1 2010 -9 6  3.478180e+03 8.891510e+03 -9.385877e-01 -1.101423e+00
catch 21 1 2010 -9 7  6.672660e+03 3.768152e+03 5.714338e-01 6.705715e-01
catch 21 1 2010 -9 8  1.099662e+04 1.274556e+04 -1.475948e-01 -1.536381e-01
