data Species.n Quarter Year fleet Age observed model residual stand.residual
catch 21 1 1974 -9 1  2.794670e+05 1.790782e+05 4.450613e-01 5.222747e-01
catch 21 1 1974 -9 2  1.449188e+05 1.431675e+05 1.215820e-02 1.426752e-02
catch 21 1 1974 -9 3  2.910000e+04 8.163320e+04 -1.031498e+00 -1.210452e+00
catch 21 1 1974 -9 4  1.738620e+04 1.987272e+04 -1.336710e-01 -1.568615e-01
catch 21 1 1974 -9 5  5.490210e+03 6.524228e+03 -1.725561e-01 -2.024928e-01
catch 21 1 1974 -9 6  4.500000e+03 2.604141e+03 5.469743e-01 6.418685e-01
catch 21 1 1974 -9 7  8.823500e+02 9.353314e+02 -5.831206e-02 -6.842858e-02
catch 21 1 1974 -9 8  6.526300e+02 1.363038e+03 -7.364610e-01 -7.666154e-01
catch 21 1 1975 -9 1  1.614200e+06 3.891612e+05 1.422601e+00 1.669407e+00
catch 21 1 1975 -9 2  1.308000e+05 1.426388e+05 -8.664594e-02 -1.016781e-01
catch 21 1 1975 -9 3  1.919261e+04 7.496572e+04 -1.362506e+00 -1.598886e+00
catch 21 1 1975 -9 4  7.500000e+03 3.610547e+04 -1.571541e+00 -1.844187e+00
catch 21 1 1975 -9 5  7.900000e+03 1.196673e+04 -4.152677e-01 -4.873122e-01
catch 21 1 1975 -9 6  2.683330e+03 4.114196e+03 -4.273848e-01 -5.015315e-01
catch 21 1 1975 -9 7  1.800000e+03 1.651752e+03 8.595022e-02 1.008617e-01
catch 21 1 1975 -9 8  8.228600e+02 1.467985e+03 -5.788598e-01 -6.025612e-01
catch 21 1 1976 -9 1  1.500000e+04 7.229979e+04 -1.572771e+00 -1.845630e+00
catch 21 1 1976 -9 2  1.661000e+05 8.142065e+04 7.129611e-01 8.366522e-01
catch 21 1 1976 -9 3  2.098211e+04 1.680089e+04 2.222384e-01 2.607944e-01
catch 21 1 1976 -9 4  8.783110e+03 7.397510e+03 1.716871e-01 2.014730e-01
catch 21 1 1976 -9 5  3.300000e+03 5.392256e+03 -4.910413e-01 -5.762317e-01
catch 21 1 1976 -9 6  1.000000e+02 1.854908e+03 -2.920420e+00 -3.427082e+00
catch 21 1 1976 -9 7  1.000000e+02 6.451766e+02 -1.864354e+00 -2.187799e+00
catch 21 1 1976 -9 8  1.272700e+02 4.921991e+02 -1.352573e+00 -1.407954e+00
catch 21 1 1977 -9 1  6.225686e+04 1.439150e+04 1.464631e+00 1.718729e+00
catch 21 1 1977 -9 2  1.814058e+04 9.020636e+03 6.986365e-01 8.198425e-01
catch 21 1 1977 -9 3  1.773000e+05 6.472850e+03 3.310227e+00 3.884516e+00
catch 21 1 1977 -9 4  9.400000e+03 1.144411e+03 2.105820e+00 2.471157e+00
catch 21 1 1977 -9 5  4.929580e+03 7.106138e+02 1.936880e+00 2.272908e+00
catch 21 1 1977 -9 6  2.767500e+03 5.371416e+02 1.639438e+00 1.923863e+00
catch 21 1 1977 -9 7  1.500000e+03 1.863449e+02 2.085621e+00 2.447454e+00
catch 21 1 1977 -9 8  4.000000e+02 1.148467e+02 1.247866e+00 1.298960e+00
catch 21 1 1978 -9 1  -99.9 -99.9 -99.9  -99.9
catch 21 1 1978 -9 2  -99.9 -99.9 -99.9  -99.9
catch 21 1 1978 -9 3  -99.9 -99.9 -99.9  -99.9
catch 21 1 1978 -9 4  -99.9 -99.9 -99.9  -99.9
catch 21 1 1978 -9 5  -99.9 -99.9 -99.9  -99.9
catch 21 1 1978 -9 6  -99.9 -99.9 -99.9  -99.9
catch 21 1 1978 -9 7  -99.9 -99.9 -99.9  -99.9
catch 21 1 1978 -9 8  -99.9 -99.9 -99.9  -99.9
catch 21 1 1979 -9 1  -99.9 -99.9 -99.9  -99.9
catch 21 1 1979 -9 2  -99.9 -99.9 -99.9  -99.9
catch 21 1 1979 -9 3  -99.9 -99.9 -99.9  -99.9
catch 21 1 1979 -9 4  -99.9 -99.9 -99.9  -99.9
catch 21 1 1979 -9 5  -99.9 -99.9 -99.9  -99.9
catch 21 1 1979 -9 6  -99.9 -99.9 -99.9  -99.9
catch 21 1 1979 -9 7  -99.9 -99.9 -99.9  -99.9
catch 21 1 1979 -9 8  -99.9 -99.9 -99.9  -99.9
catch 21 1 1980 -9 1  9.746222e+04 2.997428e+04 1.179125e+00 1.383691e+00
catch 21 1 1980 -9 2  6.700000e+03 7.083204e+03 -5.561875e-02 -6.526801e-02
catch 21 1 1980 -9 3  1.410000e+04 5.197751e+03 9.979487e-01 1.171082e+00
catch 21 1 1980 -9 4  3.912150e+03 2.707244e+03 3.681561e-01 4.320272e-01
catch 21 1 1980 -9 5  3.700000e+03 1.457354e+03 9.317106e-01 1.093352e+00
catch 21 1 1980 -9 6  1.045500e+02 1.120191e+03 -2.371589e+00 -2.783034e+00
catch 21 1 1980 -9 7  -99.9 -99.9 -99.9  -99.9
catch 21 1 1980 -9 8  -99.9 -99.9 -99.9  -99.9
catch 21 1 1981 -9 1  1.155122e+05 1.159989e+05 -4.204637e-03 -4.934097e-03
catch 21 1 1981 -9 2  1.377902e+04 3.517458e+04 -9.371765e-01 -1.099767e+00
catch 21 1 1981 -9 3  9.015800e+02 6.946909e+03 -2.041903e+00 -2.396152e+00
catch 21 1 1981 -9 4  3.007600e+02 4.325311e+03 -2.665927e+00 -3.128436e+00
catch 21 1 1981 -9 5  1.993000e+02 2.777261e+03 -2.634409e+00 -3.091451e+00
catch 21 1 1981 -9 6  7.031000e+02 1.530832e+03 -7.780674e-01 -9.130538e-01
catch 21 1 1981 -9 7  -99.9 -99.9 -99.9  -99.9
catch 21 1 1981 -9 8  -99.9 -99.9 -99.9  -99.9
catch 21 1 1982 -9 1  7.877501e+04 1.348734e+05 -5.377404e-01 -6.310326e-01
catch 21 1 1982 -9 2  9.682534e+04 6.141572e+04 4.552429e-01 5.342226e-01
catch 21 1 1982 -9 3  1.005000e+05 1.683946e+04 1.786433e+00 2.096360e+00
catch 21 1 1982 -9 4  1.010000e+04 2.891406e+03 1.250793e+00 1.467792e+00
catch 21 1 1982 -9 5  5.500000e+03 2.266898e+03 8.863358e-01 1.040106e+00
catch 21 1 1982 -9 6  2.200000e+03 1.500250e+03 3.828256e-01 4.492418e-01
catch 21 1 1982 -9 7  2.000000e+03 8.515543e+02 8.538392e-01 1.001971e+00
catch 21 1 1982 -9 8  2.350000e+03 1.060099e+03 7.960533e-01 8.286477e-01
catch 21 1 1983 -9 1  1.071943e+05 2.608974e+05 -8.894840e-01 -1.043800e+00
catch 21 1 1983 -9 2  8.288924e+04 1.353914e+05 -4.906648e-01 -5.757899e-01
catch 21 1 1983 -9 3  2.200000e+04 5.606867e+04 -9.355348e-01 -1.097840e+00
catch 21 1 1983 -9 4  1.758327e+04 1.726555e+04 1.823454e-02 2.139804e-02
catch 21 1 1983 -9 5  2.800000e+03 4.047068e+03 -3.683732e-01 -4.322820e-01
catch 21 1 1983 -9 6  1.200000e+03 3.336393e+03 -1.022569e+00 -1.199973e+00
catch 21 1 1983 -9 7  4.000000e+02 2.222188e+03 -1.714783e+00 -2.012280e+00
catch 21 1 1983 -9 8  4.052600e+02 2.889244e+03 -1.964221e+00 -2.044646e+00
catch 21 1 1984 -9 1  3.632911e+05 3.782567e+05 -4.036865e-02 -4.737218e-02
catch 21 1 1984 -9 2  1.547840e+05 2.939473e+05 -6.413702e-01 -7.526410e-01
catch 21 1 1984 -9 3  8.532756e+04 1.297268e+05 -4.189334e-01 -4.916138e-01
catch 21 1 1984 -9 4  3.546651e+04 5.397892e+04 -4.200047e-01 -4.928710e-01
catch 21 1 1984 -9 5  1.461261e+04 1.598421e+04 -8.971681e-02 -1.052817e-01
catch 21 1 1984 -9 6  3.749310e+03 3.504648e+03 6.748172e-02 7.918908e-02
catch 21 1 1984 -9 7  2.186780e+03 2.983965e+03 -3.108229e-01 -3.647474e-01
catch 21 1 1984 -9 8  6.164140e+03 4.613302e+03 2.898048e-01 3.016709e-01
catch 21 1 1985 -9 1  1.785225e+06 3.914547e+05 1.517430e+00 1.780687e+00
catch 21 1 1985 -9 2  9.032850e+04 2.673206e+05 -1.084996e+00 -1.273231e+00
catch 21 1 1985 -9 3  2.425462e+05 1.725094e+05 3.407401e-01 3.998549e-01
catch 21 1 1985 -9 4  9.421589e+04 7.689152e+04 2.031932e-01 2.384451e-01
catch 21 1 1985 -9 5  3.504073e+04 2.946525e+04 1.732996e-01 2.033652e-01
catch 21 1 1985 -9 6  9.020690e+03 8.070075e+03 1.113580e-01 1.306774e-01
catch 21 1 1985 -9 7  7.070000e+03 1.786019e+03 1.375871e+00 1.614570e+00
catch 21 1 1985 -9 8  9.954550e+03 3.927693e+03 9.299774e-01 9.680553e-01
catch 21 1 1986 -9 1  6.859143e+05 4.931120e+05 3.300163e-01 3.872705e-01
catch 21 1 1986 -9 2  2.821102e+05 1.918241e+05 3.857187e-01 4.526368e-01
catch 21 1 1986 -9 3  2.730491e+05 1.122932e+05 8.885379e-01 1.042690e+00
catch 21 1 1986 -9 4  1.647881e+05 7.219249e+04 8.253244e-01 9.685094e-01
catch 21 1 1986 -9 5  4.759672e+04 3.008289e+04 4.588074e-01 5.384055e-01
catch 21 1 1986 -9 6  2.728328e+04 1.052239e+04 9.527691e-01 1.118064e+00
catch 21 1 1986 -9 7  7.371920e+03 2.930497e+03 9.225061e-01 1.082551e+00
catch 21 1 1986 -9 8  1.535704e+04 2.119419e+03 1.980432e+00 2.061521e+00
catch 21 1 1987 -9 1  3.267737e+06 5.741830e+05 1.738905e+00 2.040586e+00
catch 21 1 1987 -9 2  4.321266e+05 2.962140e+05 3.776365e-01 4.431524e-01
catch 21 1 1987 -9 3  2.111971e+05 9.698682e+04 7.782168e-01 9.132291e-01
catch 21 1 1987 -9 4  1.564436e+05 6.050464e+04 9.499753e-01 1.114786e+00
catch 21 1 1987 -9 5  7.762105e+04 3.605678e+04 7.667437e-01 8.997655e-01
catch 21 1 1987 -9 6  1.571071e+04 1.383754e+04 1.269574e-01 1.489831e-01
catch 21 1 1987 -9 7  4.580750e+03 4.872849e+03 -6.181600e-02 -7.254041e-02
catch 21 1 1987 -9 8  4.657500e+03 2.362811e+03 6.786268e-01 7.064132e-01
catch 21 1 1988 -9 1  6.069969e+05 3.927287e+05 4.354048e-01 5.109429e-01
catch 21 1 1988 -9 2  2.523696e+05 4.116683e+05 -4.893234e-01 -5.742158e-01
catch 21 1 1988 -9 3  2.420710e+05 1.730727e+05 3.355190e-01 3.937280e-01
catch 21 1 1988 -9 4  1.365549e+05 5.750684e+04 8.648228e-01 1.014860e+00
catch 21 1 1988 -9 5  1.097686e+05 3.379042e+04 1.178197e+00 1.382602e+00
catch 21 1 1988 -9 6  5.064419e+04 1.863903e+04 9.995667e-01 1.172981e+00
catch 21 1 1988 -9 7  1.700000e+04 7.193473e+03 8.600393e-01 1.009247e+00
catch 21 1 1988 -9 8  7.933330e+03 3.807156e+03 7.341903e-01 7.642517e-01
catch 21 1 1989 -9 1  7.866820e+04 2.006459e+05 -9.363024e-01 -1.098741e+00
catch 21 1 1989 -9 2  4.016461e+05 2.237037e+05 5.852489e-01 6.867834e-01
catch 21 1 1989 -9 3  2.610106e+05 1.985568e+05 2.734857e-01 3.209326e-01
catch 21 1 1989 -9 4  1.461060e+05 8.544066e+04 5.365101e-01 6.295889e-01
catch 21 1 1989 -9 5  3.559093e+04 2.668433e+04 2.880143e-01 3.379817e-01
catch 21 1 1989 -9 6  1.795799e+04 1.456575e+04 2.093625e-01 2.456847e-01
catch 21 1 1989 -9 7  1.058360e+04 8.083078e+03 2.695328e-01 3.162939e-01
catch 21 1 1989 -9 8  2.847120e+03 4.816744e+03 -5.257901e-01 -5.473186e-01
catch 21 1 1990 -9 1  6.095600e+05 1.659912e+05 1.300803e+00 1.526478e+00
catch 21 1 1990 -9 2  1.346675e+05 1.448132e+05 -7.263568e-02 -8.523719e-02
catch 21 1 1990 -9 3  1.173804e+05 1.360224e+05 -1.473992e-01 -1.729714e-01
catch 21 1 1990 -9 4  1.400190e+05 1.203430e+05 1.514321e-01 1.777039e-01
catch 21 1 1990 -9 5  7.329409e+04 4.895744e+04 4.035286e-01 4.735365e-01
catch 21 1 1990 -9 6  9.411740e+03 1.430244e+04 -4.184720e-01 -4.910724e-01
catch 21 1 1990 -9 7  7.500000e+03 7.925464e+03 -5.517785e-02 -6.475062e-02
catch 21 1 1990 -9 8  5.855090e+03 7.050683e+03 -1.858131e-01 -1.934212e-01
catch 21 1 1991 -9 1  4.211110e+04 1.800450e+05 -1.452896e+00 -1.704957e+00
catch 21 1 1991 -9 2  1.618495e+05 1.234979e+05 2.704428e-01 3.173617e-01
catch 21 1 1991 -9 3  9.112379e+04 9.464117e+04 -3.787365e-02 -4.444433e-02
catch 21 1 1991 -9 4  1.140000e+05 8.958966e+04 2.409585e-01 2.827622e-01
catch 21 1 1991 -9 5  9.843369e+04 7.399007e+04 2.854522e-01 3.349751e-01
catch 21 1 1991 -9 6  3.087141e+04 2.855666e+04 7.794019e-02 9.146197e-02
catch 21 1 1991 -9 7  9.521130e+03 8.414342e+03 1.235759e-01 1.450150e-01
catch 21 1 1991 -9 8  5.867200e+03 8.843382e+03 -4.102918e-01 -4.270912e-01
catch 21 1 1992 -9 1  4.438676e+04 2.652885e+05 -1.787877e+00 -2.098054e+00
catch 21 1 1992 -9 2  3.768576e+05 1.724502e+05 7.817589e-01 9.173857e-01
catch 21 1 1992 -9 3  7.387294e+04 1.027768e+05 -3.302134e-01 -3.875018e-01
catch 21 1 1992 -9 4  6.732870e+04 8.057275e+04 -1.795739e-01 -2.107280e-01
catch 21 1 1992 -9 5  7.305007e+04 7.024048e+04 3.922032e-02 4.602462e-02
catch 21 1 1992 -9 6  6.425149e+04 5.436657e+04 1.670554e-01 1.960377e-01
catch 21 1 1992 -9 7  1.485031e+04 2.122304e+04 -3.570665e-01 -4.190137e-01
catch 21 1 1992 -9 8  8.123340e+03 1.289500e+04 -4.620984e-01 -4.810190e-01
catch 21 1 1993 -9 1  2.379829e+06 5.325134e+05 1.497176e+00 1.756919e+00
catch 21 1 1993 -9 2  3.092351e+05 2.360621e+05 2.700069e-01 3.168502e-01
catch 21 1 1993 -9 3  7.813700e+04 1.248135e+05 -4.683572e-01 -5.496121e-01
catch 21 1 1993 -9 4  4.151846e+04 7.590979e+04 -6.034075e-01 -7.080923e-01
catch 21 1 1993 -9 5  2.702479e+04 5.403096e+04 -6.928027e-01 -8.129965e-01
catch 21 1 1993 -9 6  1.757105e+04 4.320621e+04 -8.997315e-01 -1.055825e+00
catch 21 1 1993 -9 7  2.012480e+04 3.402140e+04 -5.250370e-01 -6.161253e-01
catch 21 1 1993 -9 8  1.353146e+04 2.161120e+04 -4.681945e-01 -4.873647e-01
catch 21 1 1994 -9 1  3.867603e+05 5.156051e+05 -2.875360e-01 -3.374204e-01
catch 21 1 1994 -9 2  1.842260e+05 3.019767e+05 -4.941867e-01 -5.799228e-01
catch 21 1 1994 -9 3  4.250879e+04 1.000820e+05 -8.562789e-01 -1.004834e+00
catch 21 1 1994 -9 4  5.404204e+04 5.312407e+04 1.713218e-02 2.010443e-02
catch 21 1 1994 -9 5  8.685640e+03 2.922191e+04 -1.213248e+00 -1.423733e+00
catch 21 1 1994 -9 6  9.035810e+03 1.890809e+04 -7.383943e-01 -8.664978e-01
catch 21 1 1994 -9 7  1.192487e+04 1.562355e+04 -2.701534e-01 -3.170221e-01
catch 21 1 1994 -9 8  1.526705e+04 2.020507e+04 -2.802368e-01 -2.917111e-01
catch 21 1 1995 -9 1  1.829948e+05 4.738251e+05 -9.513803e-01 -1.116435e+00
catch 21 1 1995 -9 2  8.386882e+04 3.618962e+05 -1.462104e+00 -1.715763e+00
catch 21 1 1995 -9 3  1.405304e+05 1.641064e+05 -1.550909e-01 -1.819975e-01
catch 21 1 1995 -9 4  2.567069e+04 5.460284e+04 -7.547361e-01 -8.856747e-01
catch 21 1 1995 -9 5  1.325928e+04 2.603384e+04 -6.746995e-01 -7.917526e-01
catch 21 1 1995 -9 6  3.079220e+03 1.319774e+04 -1.455369e+00 -1.707860e+00
catch 21 1 1995 -9 7  2.435820e+03 8.663417e+03 -1.268826e+00 -1.488953e+00
catch 21 1 1995 -9 8  4.977000e+03 1.652993e+04 -1.200345e+00 -1.249493e+00
catch 21 1 1996 -9 1  1.139712e+06 1.678482e+05 1.915471e+00 2.247784e+00
catch 21 1 1996 -9 2  7.087485e+04 1.120398e+05 -4.579386e-01 -5.373860e-01
catch 21 1 1996 -9 3  1.223163e+05 6.148411e+04 6.878314e-01 8.071627e-01
catch 21 1 1996 -9 4  3.389564e+04 2.691837e+04 2.304774e-01 2.704628e-01
catch 21 1 1996 -9 5  1.294719e+04 8.320867e+03 4.421124e-01 5.188141e-01
catch 21 1 1996 -9 6  7.290410e+03 3.613915e+03 7.017682e-01 8.235175e-01
catch 21 1 1996 -9 7  1.585730e+03 1.872666e+03 -1.663184e-01 -1.951729e-01
catch 21 1 1996 -9 8  2.141070e+03 3.678348e+03 -5.411579e-01 -5.633156e-01
catch 21 1 1997 -9 1  3.145139e+04 2.168848e+05 -1.930923e+00 -2.265918e+00
catch 21 1 1997 -9 2  3.804771e+04 1.079586e+05 -1.042907e+00 -1.223840e+00
catch 21 1 1997 -9 3  5.817377e+04 6.111935e+04 -4.939388e-02 -5.796319e-02
catch 21 1 1997 -9 4  5.932959e+04 3.575887e+04 5.063097e-01 5.941491e-01
catch 21 1 1997 -9 5  1.361658e+04 1.459984e+04 -6.972269e-02 -8.181883e-02
catch 21 1 1997 -9 6  4.620030e+03 4.173046e+03 1.017551e-01 1.194085e-01
catch 21 1 1997 -9 7  1.302610e+03 1.882007e+03 -3.679690e-01 -4.318077e-01
catch 21 1 1997 -9 8  6.914590e+03 2.916297e+03 8.633189e-01 8.986675e-01
catch 21 1 1998 -9 1  6.193272e+05 5.006216e+04 2.515368e+00 2.951758e+00
catch 21 1 1998 -9 2  6.054828e+04 1.079029e+05 -5.777906e-01 -6.780311e-01
catch 21 1 1998 -9 3  5.148177e+04 6.368675e+04 -2.127488e-01 -2.496585e-01
catch 21 1 1998 -9 4  2.259972e+04 4.658928e+04 -7.234330e-01 -8.489409e-01
catch 21 1 1998 -9 5  1.393671e+04 3.118732e+04 -8.054851e-01 -9.452281e-01
catch 21 1 1998 -9 6  2.301640e+04 1.201680e+04 6.499013e-01 7.626522e-01
catch 21 1 1998 -9 7  3.808000e+03 3.466980e+03 9.382032e-02 1.100971e-01
catch 21 1 1998 -9 8  8.220000e+03 4.030662e+03 7.126397e-01 7.418187e-01
catch 21 1 1999 -9 1  6.790744e+04 3.060089e+04 7.971164e-01 9.354075e-01
catch 21 1 1999 -9 2  2.892236e+04 4.817387e+04 -5.102017e-01 -5.987162e-01
catch 21 1 1999 -9 3  7.054664e+04 7.933903e+04 -1.174562e-01 -1.378336e-01
catch 21 1 1999 -9 4  4.395513e+04 3.731667e+04 1.637291e-01 1.921343e-01
catch 21 1 1999 -9 5  1.788087e+04 2.355925e+04 -2.757870e-01 -3.236331e-01
catch 21 1 1999 -9 6  1.081188e+04 1.107319e+04 -2.388097e-02 -2.802407e-02
catch 21 1 1999 -9 7  3.984330e+03 4.319691e+03 -8.081461e-02 -9.483508e-02
catch 21 1 1999 -9 8  7.192900e+02 2.698289e+03 -1.322109e+00 -1.376242e+00
catch 21 1 2000 -9 1  1.061008e+05 9.922801e+04 6.696921e-02 7.858765e-02
catch 21 1 2000 -9 2  2.629483e+04 4.024557e+04 -4.256277e-01 -4.994695e-01
catch 21 1 2000 -9 3  2.032716e+04 4.987283e+04 -8.975184e-01 -1.053228e+00
catch 21 1 2000 -9 4  5.208538e+04 6.749944e+04 -2.592350e-01 -3.042095e-01
