Species.n Year  Rec SSB TSB SOP SOP.hat Yield Yield.hat mean.F Eaten
22 2013  1.67125e+08 86755.8 552389 25468.6 30993 25468.6 30993 0.0915978 651593
22 2014  2.25742e+08 192323 646301 134873 216817 134873 216817 0.560766 637957
22 2015  3.82449e+07 175578 721065 119794 118171 119794 118171 0.248859 535562
22 2016  6.97713e+08 260954 351737 46563.1 39296.2 46563.1 39296.2 0.0987797 825823
22 2017  5.85809e+07 185271 1.57247e+06 204772 127276 204772 127276 0.145414 1.12859e+06
22 2018  2.86614e+08 513501 757693 110539 119506 110539 119506 0.153987 779226
22 2019  4.67004e+08 310259 1.06642e+06 143583 131803 143583 131803 0.155593 1.14636e+06
22 2020  NA 484741 NA NA NA NA NA NA NA
23 1974  1.83559e+08 408054 728671 118670 86459.4 118670 86459.4 0.144305 398302
23 1975  9.08496e+07 363596 1.02567e+06 162704 153897 162704 153897 0.217499 463351
23 1976  1.43399e+08 497358 883999 316414 266586 316414 266586 0.430873 386947
23 1977  3.15668e+08 325702 831856 314952 245643 314952 245643 0.449464 425235
23 1978  1.51006e+08 348405 1.57307e+06 665810 491064 665810 491064 0.589693 607597
23 1979  1.54172e+08 594496 1.24146e+06 481048 607353 481048 607353 0.873708 329916
23 1980  1.06993e+08 368414 1.00829e+06 420808 352156 420808 352156 0.588049 333595
23 1981  4.25589e+08 403071 852657 375286 309447 375286 309447 0.595606 598164
23 1982  4.16774e+07 186183 1.28553e+06 537998 702406 537998 702406 0.975083 449697
23 1983  3.2871e+08 352020 523962 470143 241802 470143 241802 0.523844 359509
23 1984  1.09571e+08 201883 1.07982e+06 572693 520642 572693 520642 0.765595 537959
23 1985  3.74513e+08 334512 643433 524433 405401 524433 405401 0.888605 398203
23 1986  8.78569e+07 189475 1.16896e+06 463796 260715 463796 260715 0.308151 638131
23 1987  8.14342e+07 656110 1.05568e+06 415066 228769 415066 228769 0.219995 532205
23 1988  2.21768e+08 520722 750559 507642 378663 507642 378663 0.536722 419343
23 1989  1.06585e+08 171982 699498 539481 321936 539481 321936 0.635747 480558
23 1990  1.47351e+08 282540 645517 370806 356468 370806 356468 0.7705 398870
23 1991  2.3054e+08 332238 866313 489379 340089 489379 340089 0.519406 475568
23 1992  6.46574e+07 280922 1.11172e+06 678507 385251 678507 385251 0.467707 506796
23 1993  2.10691e+08 441076 717635 292075 318539 292075 318539 0.491136 425157
23 1994  2.84177e+08 245825 822121 283720 309714 283720 309714 0.48484 549305
23 1995  8.98045e+07 402523 1.4812e+06 493912 363474 493912 363474 0.321013 680990
23 1996  4.88123e+08 520401 816929 472730 430921 472730 430921 0.612993 665146
23 1997  1.07867e+08 243930 1.92464e+06 551195 452821 551195 452821 0.331924 889119
23 1998  1.65612e+08 767787 1.19078e+06 486734 490720 486734 490720 0.462598 620025
23 1999  2.04784e+08 363122 746850 469095 411472 469095 411472 0.762302 521867
23 2000  3.10422e+08 179186 721463 353295 249969 353295 249969 0.494921 551883
23 2001  3.76614e+08 223291 844873 685450 466140 685450 466140 0.892763 613748
23 2002  4.3546e+07 214841 1.20189e+06 647250 364002 647250 364002 0.428355 621800
23 2003  1.69455e+08 381687 518805 236111 258511 236111 258511 0.670065 341179
23 2004  7.43407e+07 102559 424983 266244 194358 266244 194358 0.745768 264893
23 2005  1.63745e+08 106672 321163 145410 151390 145410 151390 0.799071 317141
23 2006  1.32015e+08 70738.4 453755 265023 187680 265023 187680 0.789765 347955
23 2007  2.7133e+08 133795 433586 114490 143474 114490 143474 0.522182 570971
23 2008  1.15708e+08 144747 788037 245966 265564 245966 265564 0.606471 504558
23 2009  6.36378e+08 219352 499381 298067 246235 298067 246235 0.755629 604681
23 2010  7.15032e+07 168835 1.88848e+06 325647 308519 325647 308519 0.288436 953771
23 2011  1.03753e+08 700578 988403 339262 246197 339262 246197 0.260428 615710
23 2012  1.79487e+08 309852 555073 56754.3 42113.7 56754.3 42113.7 0.0768944 526113
23 2013  1.03721e+08 165602 470054 235406 232509 235406 232509 0.776071 353826
23 2014  1.93904e+08 104455 318970 92328.5 106858 92328.5 106858 0.49758 332135
23 2015  5.60063e+07 114512 539050 188375 238683 188375 238683 0.800592 345747
23 2016  3.27339e+08 161846 290400 22090.9 25434.9 22090.9 25434.9 0.0866249 430741
23 2017  3.10006e+07 115927 824686 274609 250610 274609 250610 0.520836 478306
23 2018  1.14395e+08 237846 338147 148005 168092 148005 168092 0.593901 198886
23 2019  3.10659e+08 71831.5 270114 69622.1 45236.3 69622.1 45236.3 0.22769 261827
23 2020  NA 150116 NA NA NA NA NA NA NA
24 1974  2.92008e+08 285309 1.10452e+06 732535 609878 732535 609878 1.53037 1.74343e+06
24 1975  4.19459e+08 281679 882971 508262 413800 508262 413800 1.06081 2.04342e+06
24 1976  3.13561e+08 351032 1.1771e+06 472608 465357 472608 465357 0.945319 1.98782e+06
24 1977  1.58542e+08 346731 1.01235e+06 383967 340109 383967 340109 0.674698 1.37044e+06
24 1978  2.02702e+08 307118 667637 253756 275982 253756 275982 0.755374 1.0547e+06
24 1979  2.30263e+08 256957 818386 339898 370869 339898 370869 0.869926 1.2387e+06
24 1980  1.24151e+08 374488 1.03833e+06 534650 503604 534650 503604 1.0047 1.20503e+06
24 1981  1.9652e+08 291508 553583 431928 185445 431928 185445 0.602604 1.0831e+06
24 1982  2.16756e+08 164995 561333 390197 209339 390197 209339 0.747552 1.14172e+06
24 1983  1.50371e+08 240992 735342 475746 342347 475746 342347 0.975134 995160
24 1984  1.18532e+08 249318 637722 376484 288484 376484 288484 1.21029 841027
24 1985  9.58315e+07 172323 412337 227635 222854 227635 222854 1.42557 592270
24 1986  1.36573e+08 89574.1 290968 180330 121512 180330 121512 0.771171 676996
24 1987  4.31094e+07 123959 401854 148927 180874 148927 180874 1.17305 477992
24 1988  8.97243e+07 83331.5 145924 109219 61096.7 109219 61096.7 0.545757 386572
24 1989  8.926e+07 76013.4 263506 166742 107464 166742 107464 0.720375 499896
24 1990  1.06786e+08 123473 302513 138841 132791 138841 132791 0.789206 541638
24 1991  1.2898e+08 137628 379853 189819 258106 189819 258106 1.18357 626377
24 1992  8.85755e+07 161012 463403 302275 199895 302275 199895 0.666385 646982
24 1993  6.71772e+07 207206 365781 181098 221064 181098 221064 1.14141 432248
24 1994  1.68872e+08 89427.3 222436 183618 139371 183618 139371 0.875406 622899
24 1995  8.73642e+07 160427 587562 231894 167974 231894 167974 0.50375 838831
24 1996  1.2509e+08 255524 416313 156224 157753 156224 157753 0.528811 644459
24 1997  3.89246e+07 174034 506083 156781 144263 156781 144263 0.522036 570464
24 1998  8.11241e+07 209685 292742 73980.5 82068.4 73980.5 82068.4 0.38616 478585
24 1999  1.112e+08 109253 273602 92388.1 90517.8 92388.1 90517.8 0.529237 539229
24 2000  5.53138e+07 141572 418393 185103 139685 185103 139685 0.532989 536228
24 2001  8.05465e+07 193036 303657 64358.3 42382.6 64358.3 42382.6 0.164947 545889
24 2002  4.84371e+07 114268 257378 77138.2 64168.4 77138.2 64168.4 0.398281 409774
24 2003  2.25792e+07 63388.6 143487 24569.2 27516.8 24569.2 27516.8 0.375682 218647
24 2004  2.88446e+07 38540.7 77837.3 13487.8 12588.7 13487.8 12588.7 0.236441 179633
24 2005  5.77283e+07 24722.3 72575.8 41.44 0 41.44 0 0 265119
24 2006  4.28255e+07 48673.7 162219 46529 32282 46529 32282 0.364104 311562
24 2007  5.94515e+07 62439.6 141473 5799.45 0 5799.45 0 0 343739
24 2008  9.46378e+07 76475.3 185515 34843.6 27920.5 34843.6 27920.5 0.206319 482747
24 2009  9.95211e+07 104025 294831 45821.5 49592 45821.5 49592 0.243638 555619
24 2010  2.72345e+07 181846 438278 131191 143297 131191 143297 0.523528 497356
24 2011  5.73747e+07 151339 205070 6839.87 4930.49 6839.87 4930.49 0.0222911 396822
24 2012  1.0845e+08 73394.4 161412 26946.1 4207.09 26946.1 4207.09 0.0271679 522480
24 2013  3.83008e+07 85260 287999 82179.4 50614.2 82179.4 50614.2 0.332225 437320
24 2014  1.28816e+08 95142.4 165342 44189.1 40814.3 44189.1 40814.3 0.309054 556333
24 2015  7.81357e+07 95392.4 364985 57351.2 59132.9 57351.2 59132.9 0.358072 656015
24 2016  9.89422e+07 160505 298363 60202.7 66773.3 60202.7 66773.3 0.378223 606330
24 2017  4.93496e+07 88940.8 273314 33940.9 27614.1 33940.9 27614.1 0.188443 478171
24 2018  1.22524e+08 99958.5 183265 36151.5 32208 36151.5 32208 0.280798 556697
24 2019  1.8112e+08 93254.4 350706 97554.6 73224 97554.6 73224 0.454304 800861
24 2020  NA 261185 NA NA NA NA NA NA NA
25 1974  3.83566e+08 525710 957583 354208 356180 354208 356180 0.406486 2.16255e+06
25 1975  8.19147e+08 613746 1.06343e+06 806769 692557 806769 692557 0.989867 3.39987e+06
25 1976  3.11103e+08 747610 1.59908e+06 679972 750903 679972 750903 0.913646 1.96057e+06
25 1977  3.86626e+08 399731 672106 345286 348846 345286 348846 0.787005 1.46781e+06
25 1978  7.21406e+08 352371 733800 462129 339675 462129 339675 0.662516 2.00767e+06
25 1979  2.89516e+08 535580 1.04649e+06 469921 423198 469921 423198 0.388842 1.77064e+06
25 1980  1.55606e+08 620976 859428 413620 464777 413620 464777 1.12782 1.06878e+06
25 1981  6.2652e+07 163882 285485 291266 161370 291266 161370 0.652202 440478
25 1982  3.94101e+07 101838 166367 189095 84901.1 189095 84901.1 0.589532 254832
25 1983  7.10565e+07 140834 252409 80941 98178.3 80941 98178.3 1.32961 353121
25 1984  5.30607e+07 94358.1 198174 104337 79157.4 104337 79157.4 0.719781 339432
25 1985  3.19793e+07 155049 280195 69432.2 87854.9 69432.2 87854.9 0.827307 240774
25 1986  9.38319e+07 71728.3 128820 30003.3 47293.9 30003.3 47293.9 1.10449 411796
25 1987  3.59379e+07 135581 310899 46373.5 31305.3 46373.5 31305.3 0.289862 318569
25 1988  5.17538e+07 136811 215689 74626.2 76629.2 74626.2 76629.2 1.0011 302691
25 1989  1.05041e+08 67591.6 136009 74956.5 22242.2 74956.5 22242.2 0.343836 425228
25 1990  9.57505e+07 138015 288501 83011.5 64625 83011.5 64625 0.913504 522323
25 1991  6.15882e+07 100559 200499 118053 140008 118053 140008 0.765598 364352
25 1992  8.90762e+07 88197.9 170111 133348 51591.3 133348 51591.3 0.317752 454975
25 1993  1.67543e+08 116419 207164 201199 139956 201199 139956 0.860414 672010
25 1994  1.13332e+08 141207 282662 402641 96540.7 402641 96540.7 0.387071 588188
25 1995  3.70422e+07 215639 351609 415810 241121 415810 241121 1.01281 304114
25 1996  3.44967e+07 125688 195008 153713 102116 153713 102116 0.933736 185610
25 1997  4.51407e+07 65371.2 126324 119875 69120.3 119875 69120.3 0.704574 212189
25 1998  1.00688e+08 134534 240594 157740 130686 157740 130686 1.177 339792
25 1999  7.37371e+07 114152 243930 221064 106931 221064 106931 0.654155 385220
25 2000  5.18473e+07 115008 190427 226525 162934 226525 162934 0.844401 300395
25 2001  6.01772e+07 110409 190555 218622 134336 218622 134336 1.10868 300960
25 2002  5.28693e+07 164622 321936 154880 128878 154880 128878 1.11863 258956
25 2003  6.56185e+07 87851 165182 181541 110447 181541 110447 0.884425 300240
25 2004  1.7891e+08 155868 307937 114471 135159 114471 135159 1.00626 665363
25 2005  5.34621e+07 157230 333920 242173 186852 242173 186852 0.649329 392149
25 2006  6.22768e+07 177709 286384 127796 204647 127796 204647 1.15104 339166
25 2007  5.22155e+07 139960 274547 98037.7 104700 98037.7 104700 0.865331 282680
25 2008  1.2661e+08 80824.8 146073 61255.9 71744.5 61255.9 71744.5 0.67634 491858
25 2009  1.22193e+08 243905 522974 141182 118443 141182 118443 0.498409 632555
25 2010  1.38835e+08 219362 374881 158496 146260 158496 146260 0.510405 642652
25 2011  1.04275e+08 232617 422093 152271 138791 152271 138791 0.518401 589756
25 2012  6.09919e+07 240189 407522 95535.8 105918 95535.8 105918 0.587313 420380
25 2013  2.04463e+08 91176.9 161504 64121.6 103890 64121.6 103890 0.824112 690443
25 2014  1.55207e+08 368395 808970 127615 52178.8 127615 52178.8 0.163938 759062
25 2015  1.09268e+08 412786 697535 290620 328242 290620 328242 0.724777 709524
25 2016  1.34251e+08 225215 354122 223289 268184 223289 268184 1.34804 523221
25 2017  2.00871e+08 103626 209286 114152 105012 114152 105012 0.623386 602384
25 2018  1.88571e+08 185279 357069 161896 145654 161896 145654 0.638676 650252
25 2019  2.32177e+08 223435 403445 125053 116242 125053 116242 0.359957 675213
25 2020  NA 353468 NA NA NA NA NA NA NA
26 1974  825168 298975 433223 157490 160427 157490 160427 0.471468 0
26 1975  653864 310718 480137 195250 193219 195250 193219 0.554128 0
26 1976  956326 315941 464933 166919 162758 166919 162758 0.440989 0
26 1977  811509 322951 466763 176698 162138 176698 162138 0.475649 0
26 1978  858928 318578 460072 159632 151210 159632 151210 0.422161 0
26 1979  1.11117e+06 314535 468309 213301 204823 213301 204823 0.637008 0
26 1980  1.03088e+06 299090 437001 171853 164529 171853 164529 0.508644 0
26 1981  2.1418e+06 284441 414175 174253 175334 174253 175334 0.524405 0
26 1982  1.47361e+06 280321 474823 205256 201279 205256 201279 0.568512 0
26 1983  1.40702e+06 330764 528713 220273 216448 220273 216448 0.541851 0
26 1984  1.92869e+06 350448 561473 236610 232782 236610 232782 0.559782 0
26 1985  4.69803e+06 373700 590999 232402 225472 232402 225472 0.5042 0
26 1986  2.18463e+06 411143 750273 308876 305479 308876 305479 0.621225 0
26 1987  2.10186e+06 470060 769520 359282 335772 359282 335772 0.638687 0
26 1988  1.44064e+06 413646 683204 324986 330207 324986 330207 0.679484 0
26 1989  1.12367e+06 425086 609216 286666 285658 286666 285658 0.605935 0
26 1990  987990 381001 536901 240671 217276 240671 217276 0.53292 0
26 1991  856236 372169 525390 238215 234080 238215 234080 0.627309 0
26 1992  559272 318175 446538 193772 207022 193772 207022 0.674844 0
26 1993  543318 275930 382503 163530 179587 163530 179587 0.654327 0
26 1994  908286 229126 323685 145716 156108 145716 156108 0.665211 0
26 1995  904849 211332 312428 131181 129119 131181 129119 0.623446 0
26 1996  2.54711e+06 191886 296058 143445 136670 143445 136670 0.723794 0
26 1997  942078 181091 345978 193112 156418 193112 156418 0.877302 0
26 1998  813938 200255 340223 183573 154389 183573 154389 0.752948 0
26 1999  952964 193001 328239 160706 172034 160706 172034 0.794856 0
26 2000  605601 192562 298392 135074 131346 135074 131346 0.614461 0
26 2001  1.74994e+06 206907 319920 193207 148246 193207 148246 0.778593 0
26 2002  573460 171616 315992 134260 137390 134260 137390 0.793943 0
26 2003  1.17072e+06 186896 313533 154019 155373 154019 155373 0.791886 0
26 2004  727254 158142 292057 127979 116838 127979 116838 0.614772 0
26 2005  731551 179842 283208 119045 127188 119045 127188 0.649086 0
26 2006  1.0801e+06 177402 288280 131304 123565 131304 123565 0.640931 0
26 2007  926213 157804 261803 100965 104268 100965 104268 0.565534 0
26 2008  853065 182528 297769 105331 107946 105331 107946 0.489414 0
26 2009  1.08911e+06 213769 340362 108260 110435 108260 110435 0.430545 0
26 2010  1.30556e+06 252392 383179 116903 125724 116903 125724 0.441431 0
26 2011  1.08907e+06 242594 369394 118084 130968 118084 130968 0.449479 0
26 2012  1.1674e+06 241346 376663 141936 139039 141936 139039 0.457897 0
26 2013  1.27327e+06 264551 401829 126254 131013 126254 131013 0.420129 0
26 2014  718254 292332 437172 133627 132208 133627 132208 0.419148 0
26 2015  830492 267021 348342 134459 142047 134459 142047 0.449041 0
26 2016  1.29005e+06 255363 331682 136948 147632 136948 147632 0.517041 0
26 2017  743112 235403 316460 114291 109596 114291 109596 0.395787 0
26 2018  2.23822e+06 211663 291468 105774 105264 105774 105264 0.399804 0
26 2019  949833 212454 314189 86091.8 82000.4 86091.8 82000.4 0.274391 0
26 2020  NA 287083 NA NA NA NA NA NA NA
27 1974  49141.8 40997.6 59470.2 17985.6 18524.2 17985.6 18524.2 0.45879 0
27 1975  111019 43211 58406.9 20769.5 19931.3 20769.5 19931.3 0.466147 0
27 1976  138258 42834.8 52525 17322.2 17500.3 17322.2 17500.3 0.435226 0
27 1977  51184.8 35068.2 53691.3 18000.7 14991.1 18000.7 14991.1 0.394448 0
27 1978  14954 39999.4 58216.2 20275.7 20838.7 20275.7 20838.7 0.484393 0
27 1979  151835 45967.6 53114.2 22594.9 21602 22594.9 21602 0.476925 0
27 1980  162427 36197.8 43847.1 15803.2 16101.8 15803.2 16101.8 0.481789 0
27 1981  147010 25077.2 50669 15399.8 14141.6 15399.8 14141.6 0.480132 0
27 1982  149864 34149.7 59278.1 21574.5 21020.2 21574.5 21020.2 0.541939 0
27 1983  77112.2 42180.3 66981 24924.2 23414.4 24924.2 23414.4 0.509387 0
27 1984  92671.6 45357.1 66142.2 26836.7 27248.9 26836.7 27248.9 0.584804 0
27 1985  143123 41869.5 54684.8 24245.4 23508.7 24245.4 23508.7 0.550252 0
27 1986  66924.7 36282.3 53672.6 18197.7 21227.8 18197.7 21227.8 0.608517 0
27 1987  509291 29949.7 52053.4 17365.1 16853.2 17365.1 16853.2 0.497266 0
27 1988  115792 36517.9 68385.2 21586.8 18411.5 21586.8 18411.5 0.497806 0
27 1989  235062 32569.6 96251.5 21801.5 23711.9 21801.5 23711.9 0.407854 0
27 1990  83109.3 91205.8 117110 35118.1 37264.5 35118.1 37264.5 0.428942 0
27 1991  422870 77736.6 109388 33511.2 39371.1 33511.2 39371.1 0.472297 0
27 1992  86095.4 78289.6 109376 29338.8 33586.5 29338.8 33586.5 0.456725 0
27 1993  61456.8 54650.3 104586 31489.1 35109.9 31489.1 35109.9 0.509444 0
27 1994  103584 76934.1 90264.4 33000 37729.3 33000 37729.3 0.549068 0
27 1995  62340.2 59764.6 72524.8 30466.3 27753.5 30466.3 27753.5 0.504207 0
27 1996  260155 40751.9 56590.8 22648.1 27126.4 22648.1 27126.4 0.727832 0
27 1997  118067 29156.6 49373.7 14899.4 16948.4 14899.4 16948.4 0.617266 0
27 1998  91889.6 21845.2 58131.4 20864.9 21008.3 20864.9 21008.3 0.653392 0
27 1999  124175 38976.3 56354.7 23473.2 22916.8 23473.2 22916.8 0.581965 0
27 2000  67035.1 35686.9 52362.2 22639.1 22557 22639.1 22557 0.646809 0
27 2001  183452 28614.6 46844.9 19941.8 17726.5 19941.8 17726.5 0.539218 0
27 2002  85472.8 31165 48098.2 18659.3 14892 18659.3 14892 0.535827 0
27 2003  45508.9 26235.3 52920.5 19285.6 16455.8 19285.6 16455.8 0.528241 0
27 2004  50294.4 36968.9 49025.3 20941.8 16833 20941.8 16833 0.521125 0
27 2005  184905 31370.7 39530.9 17696.1 15167.9 17696.1 15167.9 0.556307 0
27 2006  73832 24018.8 39094.9 13588.3 11281.2 13588.3 11281.2 0.474188 0
27 2007  72050.9 17735.9 45035.4 15504.8 12141.7 15504.8 12141.7 0.478295 0
27 2008  89803.4 33741 46789.9 14615.1 13842.4 14615.1 13842.4 0.409045 0
27 2009  185987 31950.9 44901.6 15213.9 14781.2 15213.9 14781.2 0.471978 0
27 2010  228646 29284.6 49456.4 14850.2 14010.4 14850.2 14010.4 0.529085 0
27 2011  58439.3 25636 58663.2 13188.5 12757.2 13188.5 12757.2 0.460637 0
27 2012  105075 30622.6 43241.9 14694.8 17410.1 14694.8 17410.1 0.519091 0
27 2013  155951 36591.9 43348.2 15958.1 17266.1 15958.1 17266.1 0.467542 0
27 2014  112289 31403.7 41694.7 14639.6 15956.6 14639.6 15956.6 0.44289 0
27 2015  68239.6 29185.2 46572.6 14590.4 14339.7 14590.4 14339.7 0.402244 0
27 2016  138691 34913.1 41946.1 15323.4 17068.5 15323.4 17068.5 0.453218 0
27 2017  112278 31029.2 38076.8 13573.9 14274.7 13573.9 14274.7 0.40828 0
27 2018  632963 27506 40166.3 12265.7 12014.1 12265.7 12014.1 0.351159 0
27 2019  24286.4 27878.8 51251.8 10605.2 10261.4 10605.2 10261.4 0.299295 0
27 2020  NA 30284.6 NA NA NA NA NA NA NA
