#  HCR_option.dat option file
# the character "#" is used as comment character, such that all text and numbers after #  in a line are skipped by the SMS program
#
########################################
# last year in prediction
2015
########################################
# no of iteration within each MCMC prediction (default=1)
1
########################################
# first and last year for calc of mean weight in the sea
#         Cod     Whiting     Haddock      Saithe     Herring  N. sandeel  S. sandeel   Nor. pout       Sprat      Plaice        Sole 
       2013        2013        2013        2013        2013        2013        2013        2013        2013        2013        2013 
       2013        2013        2013        2013        2013        2013        2013        2013        2013        2013        2013 
########################################
# first and last year for calc of mean weight in the catch
#         Cod     Whiting     Haddock      Saithe     Herring  N. sandeel  S. sandeel   Nor. pout       Sprat      Plaice        Sole 
       2013        2013        2013        2013        2013        2013        2013        2013        2013        2013        2013 
       2013        2013        2013        2013        2013        2013        2013        2013        2013        2013        2013 
########################################
# first and last year for calc of proportion of the catch landed
#         Cod     Whiting     Haddock      Saithe     Herring  N. sandeel  S. sandeel   Nor. pout       Sprat      Plaice        Sole 
       2013        2013        2013        2013        2013        2013        2013        2013        2013        2013        2013 
       2013        2013        2013        2013        2013        2013        2013        2013        2013        2013        2013 
########################################
# first and last year for calc of proportion mature
#         Cod     Whiting     Haddock      Saithe     Herring  N. sandeel  S. sandeel   Nor. pout       Sprat      Plaice        Sole 
       2013        2013        2013        2013        2013        2013        2013        2013        2013        2013        2013 
       2013        2013        2013        2013        2013        2013        2013        2013        2013        2013        2013 
########################################
# Growth model:
#   1  : Type  0=no growth;  1=density dependent
#   2-3: First and last age for growth
#   4-5: Additional info1 and info2 
#         Cod     Whiting     Haddock      Saithe     Herring  N. sandeel  S. sandeel   Nor. pout       Sprat      Plaice        Sole 
          0           0           0           0           0           0           0           0           0           0           0 
          0           0           0           0           0           0           0           0           0           0           0 
          0           0           0           0           0           0           0           0           0           0           0 
          0           0           0           0           0           0           0           0           0           0           0 
          0           0           0           0           0           0           0           0           0           0           0 
########################################
# assumed F year adjustment factor for 'missing' seasons in the last assessment year (default=1)
#         Cod     Whiting     Haddock      Saithe     Herring  N. sandeel  S. sandeel   Nor. pout       Sprat      Plaice        Sole 
          1           1           1           1           1           1           1           1           1           1           1 
########################################
# Stochastic recruitment. 0=No, 1=Yes
#         Cod     Whiting     Haddock      Saithe     Herring  N. sandeel  S. sandeel   Nor. pout       Sprat      Plaice        Sole 
          1           1           1           1           1           1           1           1           1           1           1 
########################################
# truncation of standardised normal distribution used to produce noise on recruitment
# lower and upper   (values -15.0 and 15.0 give no truncation, -2 and 2 give approximately 95% of the distribution)
#   values 0 and 0 gives no noise
#         Cod     Whiting     Haddock      Saithe     Herring  N. sandeel  S. sandeel   Nor. pout       Sprat      Plaice        Sole 
        -10         -10         -10         -10         -10         -10         -10         -10         -10         -10         -10 
         10          10          10          10          10          10          10          10          10          10          10 
########################################
# use recruitment noise from input parameters
#   0=no, estimate from input R/SSB parameters
#   1=yes, read residuals from file  recruit_residuals.in
#         Cod     Whiting     Haddock      Saithe     Herring  N. sandeel  S. sandeel   Nor. pout       Sprat      Plaice        Sole 
          0           0           0           0           0           0           0           0           0           0           0 
########################################
#  option HCR :
#           0=make data for SMS simulations
#           1=constant F 
#           2=constant TAC
#          10=  F from trigger T1&T2 and SSB in the beginning of the TAC year
#          11=TAC from trigger T1&T2 and SSB in the beginning of the TAC year
#
#          15=  F from target SSB (target.SSB) in the beginning of the TAC year+1
#
#          real time-monitoring
#          20=  F from trigger T1&T2 and N1 in the beginning of the TAC year
#          21=TAC from trigger T1&T2 and N1 in the beginning of the TAC year
#          22=  F from target SSB (target.SSB) in the beginning of the TAC year+1, derived from real time N1
#          23=TAC from target SSB (target.SSB) in the beginning of the TAC year+1, derived from real time N1
#          24=TAC from target SSB (target.SSB) in the beginning of the TAC year+1, derived from real time N1, however F<=constant F
#          30=  F from trigger T1&T2 and TSB in the beginning of the TAC year
#          31=TAC from trigger T1&T2 and TSB in the beginning of the TAC year
#
#          Baltic cod
#          44= Reduce F by 10% per year until target F (at 0.3 Eastern Baltic, or 0.6 Western Baltic) is reached
#              & apply a +-15% TAC constrain if F is below 0.6 (East) or 1.0 (West)
#              & target F must be given as constant.F
#              & F reduction rate (e.g. 0.1)  must be given as FT1a
#              & upper limit F for TAC constraint must be given as T1
#
#          North Sea and Kattegat Cod
#          47= Reduce F by 25% per year if SSB < T1  (blim)
#              & reduce by 15% per year if SSB < T2  (bpa), however minimum F=0.4 (constantF)
#              & reduce by 10 per year if SSB > T2 (bpa), however minimum F=0.4 (constantF)
#              & apply a +-20% TAC constraint (TAC.constraints) in all cases
#
#          Norway pout
#          98= TAC in quarter 1 from T1 and T2 and survey indices (0-group) in the previous year (using survey.dist error)
#               & closure if the fishery in second quarter
