 par parNo species year quarter area age predator prey fleet
log_rec 1 18 1974 -1 -1 -1 -1 -1 -1
log_rec 2 18 1975 -1 -1 -1 -1 -1 -1
log_rec 3 18 1976 -1 -1 -1 -1 -1 -1
log_rec 4 18 1977 -1 -1 -1 -1 -1 -1
log_rec 5 18 1978 -1 -1 -1 -1 -1 -1
log_rec 6 18 1979 -1 -1 -1 -1 -1 -1
log_rec 7 18 1980 -1 -1 -1 -1 -1 -1
log_rec 8 18 1981 -1 -1 -1 -1 -1 -1
log_rec 9 18 1982 -1 -1 -1 -1 -1 -1
log_rec 10 18 1983 -1 -1 -1 -1 -1 -1
log_rec 11 18 1984 -1 -1 -1 -1 -1 -1
log_rec 12 18 1985 -1 -1 -1 -1 -1 -1
log_rec 13 18 1986 -1 -1 -1 -1 -1 -1
log_rec 14 18 1987 -1 -1 -1 -1 -1 -1
log_rec 15 18 1988 -1 -1 -1 -1 -1 -1
log_rec 16 18 1989 -1 -1 -1 -1 -1 -1
log_rec 17 18 1990 -1 -1 -1 -1 -1 -1
log_rec 18 18 1991 -1 -1 -1 -1 -1 -1
log_rec 19 18 1992 -1 -1 -1 -1 -1 -1
log_rec 20 18 1993 -1 -1 -1 -1 -1 -1
log_rec 21 18 1994 -1 -1 -1 -1 -1 -1
log_rec 22 18 1995 -1 -1 -1 -1 -1 -1
log_rec 23 18 1996 -1 -1 -1 -1 -1 -1
log_rec 24 18 1997 -1 -1 -1 -1 -1 -1
log_rec 25 18 1998 -1 -1 -1 -1 -1 -1
log_rec 26 18 1999 -1 -1 -1 -1 -1 -1
log_rec 27 18 2000 -1 -1 -1 -1 -1 -1
log_rec 28 18 2001 -1 -1 -1 -1 -1 -1
log_rec 29 18 2002 -1 -1 -1 -1 -1 -1
log_rec 30 18 2003 -1 -1 -1 -1 -1 -1
log_rec 31 18 2004 -1 -1 -1 -1 -1 -1
log_rec 32 18 2005 -1 -1 -1 -1 -1 -1
log_rec 33 18 2006 -1 -1 -1 -1 -1 -1
log_rec 34 18 2007 -1 -1 -1 -1 -1 -1
log_rec 35 18 2008 -1 -1 -1 -1 -1 -1
log_rec 36 18 2009 -1 -1 -1 -1 -1 -1
log_rec 37 18 2010 -1 -1 -1 -1 -1 -1
log_rec 38 18 2011 -1 -1 -1 -1 -1 -1
log_rec 39 18 2012 -1 -1 -1 -1 -1 -1
log_rec 40 18 2013 -1 -1 -1 -1 -1 -1
log_rec 41 19 1974 -1 -1 -1 -1 -1 -1
log_rec 42 19 1975 -1 -1 -1 -1 -1 -1
log_rec 43 19 1976 -1 -1 -1 -1 -1 -1
log_rec 44 19 1977 -1 -1 -1 -1 -1 -1
log_rec 45 19 1978 -1 -1 -1 -1 -1 -1
log_rec 46 19 1979 -1 -1 -1 -1 -1 -1
log_rec 47 19 1980 -1 -1 -1 -1 -1 -1
log_rec 48 19 1981 -1 -1 -1 -1 -1 -1
log_rec 49 19 1982 -1 -1 -1 -1 -1 -1
log_rec 50 19 1983 -1 -1 -1 -1 -1 -1
log_rec 51 19 1984 -1 -1 -1 -1 -1 -1
log_rec 52 19 1985 -1 -1 -1 -1 -1 -1
log_rec 53 19 1986 -1 -1 -1 -1 -1 -1
log_rec 54 19 1987 -1 -1 -1 -1 -1 -1
log_rec 55 19 1988 -1 -1 -1 -1 -1 -1
log_rec 56 19 1989 -1 -1 -1 -1 -1 -1
log_rec 57 19 1990 -1 -1 -1 -1 -1 -1
log_rec 58 19 1991 -1 -1 -1 -1 -1 -1
log_rec 59 19 1992 -1 -1 -1 -1 -1 -1
log_rec 60 19 1993 -1 -1 -1 -1 -1 -1
log_rec 61 19 1994 -1 -1 -1 -1 -1 -1
log_rec 62 19 1995 -1 -1 -1 -1 -1 -1
log_rec 63 19 1996 -1 -1 -1 -1 -1 -1
log_rec 64 19 1997 -1 -1 -1 -1 -1 -1
log_rec 65 19 1998 -1 -1 -1 -1 -1 -1
log_rec 66 19 1999 -1 -1 -1 -1 -1 -1
log_rec 67 19 2000 -1 -1 -1 -1 -1 -1
log_rec 68 19 2001 -1 -1 -1 -1 -1 -1
log_rec 69 19 2002 -1 -1 -1 -1 -1 -1
log_rec 70 19 2003 -1 -1 -1 -1 -1 -1
log_rec 71 19 2004 -1 -1 -1 -1 -1 -1
log_rec 72 19 2005 -1 -1 -1 -1 -1 -1
log_rec 73 19 2006 -1 -1 -1 -1 -1 -1
log_rec 74 19 2007 -1 -1 -1 -1 -1 -1
log_rec 75 19 2008 -1 -1 -1 -1 -1 -1
log_rec 76 19 2009 -1 -1 -1 -1 -1 -1
log_rec 77 19 2010 -1 -1 -1 -1 -1 -1
log_rec 78 19 2011 -1 -1 -1 -1 -1 -1
log_rec 79 19 2012 -1 -1 -1 -1 -1 -1
log_rec 80 19 2013 -1 -1 -1 -1 -1 -1
log_rec 81 20 1974 -1 -1 -1 -1 -1 -1
log_rec 82 20 1975 -1 -1 -1 -1 -1 -1
log_rec 83 20 1976 -1 -1 -1 -1 -1 -1
log_rec 84 20 1977 -1 -1 -1 -1 -1 -1
log_rec 85 20 1978 -1 -1 -1 -1 -1 -1
log_rec 86 20 1979 -1 -1 -1 -1 -1 -1
log_rec 87 20 1980 -1 -1 -1 -1 -1 -1
log_rec 88 20 1981 -1 -1 -1 -1 -1 -1
log_rec 89 20 1982 -1 -1 -1 -1 -1 -1
log_rec 90 20 1983 -1 -1 -1 -1 -1 -1
log_rec 91 20 1984 -1 -1 -1 -1 -1 -1
log_rec 92 20 1985 -1 -1 -1 -1 -1 -1
log_rec 93 20 1986 -1 -1 -1 -1 -1 -1
log_rec 94 20 1987 -1 -1 -1 -1 -1 -1
log_rec 95 20 1988 -1 -1 -1 -1 -1 -1
log_rec 96 20 1989 -1 -1 -1 -1 -1 -1
log_rec 97 20 1990 -1 -1 -1 -1 -1 -1
log_rec 98 20 1991 -1 -1 -1 -1 -1 -1
log_rec 99 20 1992 -1 -1 -1 -1 -1 -1
log_rec 100 20 1993 -1 -1 -1 -1 -1 -1
log_rec 101 20 1994 -1 -1 -1 -1 -1 -1
