"","Blue_whiting","Capelin","Green_halibut","Haddock","Long_rough_dab","North_atl_cod","Norwegian_ssh","Polar_cod","Redfish","Saithe"
"psi",21.7073295010169,6.62851415746581,82.6783620588646,39.9545443795867,9.55906852147551,64.154795333088,15.5468986639462,17.0947053284118,17.5572831417019,31.5242098483023
"kappa",0.37261706586351,1.10286279442361,0.234732628873535,0.31297896199505,0.555485300512811,0.239181877905329,0.347369625886921,0.160039258271006,0.166964500500977,0.462954096123881
"Linf",NA,17.0087933768431,NA,85.2318315056032,NA,NA,32.3991908097908,23.7786207350987,27.1226735634894,NA
"K",NA,1.47858006570745,NA,0.27530937036038,NA,NA,0.39600770612346,0.53204266678756,0.311837685359992,NA
"growthType",2,4,2,4,2,2,4,4,4,2
