survey,year,species,type,inpN,sizebin1,sizebin2,sizebin3,sizebin4,sizebin5,sizebin6,sizebin7,sizebin8,sizebin9,sizebin10
BTS_fall_allbox_effic1,1,Blue_whiting,0,1000,-999,-999,-999,0.0034299314013719728,0.0988680226395472,0.4119017619647607,0.4129417411651767,0.06982860342793144,0.003009939801203976,1.999960000799984e-5
BTS_fall_allbox_effic1,2,Blue_whiting,0,1000,-999,-999,-999,0.0034201710085504274,0.09856492824641232,0.41565078253912696,0.4111705585279264,0.06830341517075854,0.00288014400720036,1.000050002500125e-5
BTS_fall_allbox_effic1,3,Blue_whiting,0,1000,-999,-999,-999,0.003509929801403972,0.1006679866402672,0.41902161956760864,0.4075518489630207,0.06647867042659147,0.0027599448011039777,9.99980000399992e-6
BTS_fall_allbox_effic1,4,Blue_whiting,0,1000,-999,-999,-999,0.0033703707407814858,0.0991009010991209,0.41918611047215193,0.4089649861484763,0.06663733010631169,0.002730300333036634,1.0001100121013312e-5
BTS_fall_allbox_effic1,5,Blue_whiting,0,1000,-999,-999,-999,0.003400272021761741,0.10021801744139532,0.4214337146971758,0.4067825426034083,0.06551524121929754,0.0026402112168973516,1.000080006400512e-5
BTS_fall_allbox_effic1,6,Blue_whiting,0,1000,-999,-999,-999,0.0032901316052642107,0.0999639985599424,0.422086883475339,0.406686267450698,0.06531261250450018,0.0026501060042401696,1.000040001600064e-5
BTS_fall_allbox_effic1,7,Blue_whiting,0,1000,-999,-999,-999,0.003230226115828108,0.0988369185843009,0.42088946226235835,0.4084085886012021,0.06593461542307961,0.0026901883131819227,1.000070004900343e-5
BTS_fall_allbox_effic1,8,Blue_whiting,0,1000,-999,-999,-999,0.003260097802934088,0.09837295118853566,0.41946258387751634,0.40983229496884904,0.06635199055971679,0.0027100813024390734,1.000030000900027e-5
BTS_fall_allbox_effic1,9,Blue_whiting,0,1000,-999,-999,-999,0.003280426455439207,0.09918289377619091,0.4206546851090642,0.4084430976026884,0.06577855121165752,0.002650344544790823,1.0001300169021972e-5
BTS_fall_allbox_effic1,10,Blue_whiting,0,1000,-999,-999,-999,0.0033201328053122127,0.09960398415936637,0.4202668106724269,0.4082563302532101,0.06587263490539622,0.0026701068042721708,1.000040001600064e-5
BTS_fall_allbox_effic1,11,Blue_whiting,0,1000,-999,-999,-999,0.0032499675003249966,0.0989990100098999,0.4204957950420496,0.4085559144408556,0.06601933980660193,0.0026699733002669974,9.99990000099999e-6
BTS_fall_allbox_effic1,12,Blue_whiting,0,1000,-999,-999,-999,0.0034703470347034705,0.101000100010001,0.42158215821582157,0.40631063106310633,0.06500650065006501,0.0026202620262026203,1.0001000100010001e-5
BTS_fall_allbox_effic1,13,Blue_whiting,0,1000,-999,-999,-999,0.0034303087277855007,0.10056905121460931,0.42370813373203586,0.4053264793831445,0.06438579472152493,0.0025702313208188737,1.0000900081007291e-5
BTS_fall_allbox_effic1,14,Blue_whiting,0,1000,-999,-999,-999,0.00338020281216873,0.10133608016480988,0.42614556873412407,0.40312418745124706,0.06347380842850571,0.0025301518091085467,1.000060003600216e-5
BTS_fall_allbox_effic1,15,Blue_whiting,0,1000,-999,-999,-999,0.0033402004120247214,0.10086605196311779,0.42714562873772427,0.403004180250815,0.06312378742724563,0.002510150609036542,1.000060003600216e-5
BTS_fall_allbox_effic1,16,Blue_whiting,0,1000,-999,-999,-999,0.003000390050706592,0.09460229829877884,0.42275495814455877,0.4112034564493384,0.06578855251182654,0.002640343244621801,1.0001300169021972e-5
BTS_fall_allbox_effic1,17,Blue_whiting,0,1000,-999,-999,-999,0.004200336026882151,0.11884950796063685,0.41709336746939757,0.3937715017201376,0.06350508040643252,0.002570205616449316,1.000080006400512e-5
BTS_fall_allbox_effic1,18,Blue_whiting,0,1000,-999,-999,-999,0.0050902036081443254,0.13884555382215288,0.41103644145765833,0.3797451898075923,0.06269250770030801,0.002580103204128165,1.000040001600064e-5
BTS_fall_allbox_effic1,19,Blue_whiting,0,1000,-999,-999,-999,0.006090365421925315,0.15857951477088625,0.4083745024701482,0.36396183771026264,0.06046362781766906,0.0025201512090725444,1.000060003600216e-5
BTS_fall_allbox_effic1,20,Blue_whiting,0,1000,-999,-999,-999,0.006560524841987359,0.17137370989679174,0.4041023281862549,0.35496839747179776,0.06037482998639891,0.0026102088167053363,1.000080006400512e-5
BTS_fall_allbox_effic1,21,Blue_whiting,0,1000,-999,-999,-999,0.007229855402891942,0.18125637487250254,0.3973120537589248,0.3500029999400012,0.06140877182456351,0.0027799444011119777,9.99980000399992e-6
BTS_fall_allbox_effic1,22,Blue_whiting,0,1000,-999,-999,-999,0.007540150803016061,0.1888037760755215,0.3888377767555351,0.34739694793895876,0.06431128622572452,0.0030800616012320245,3.000060001200024e-5
BTS_fall_allbox_effic1,23,Blue_whiting,0,1000,-999,-999,-999,0.007820078200782008,0.1926719267192672,0.38288382883828836,0.34638346383463836,0.06681066810668107,0.003390033900339003,4.000040000400004e-5
