"","Blue_whiting","Capelin","Green_halibut","Haddock","Long_rough_dab","Mackerel","North_atl_cod","Norwegian_ssh","Polar_cod","Redfish","Saithe"
"AvgRec",16.6648729611718,13.3823843587312,-Inf,14.1573206609394,15.6210657380002,16.027538041596,13.5709599544729,14.0490975459235,-Inf,12.9150970972468,17.314707698914
