year,meantemp
40,1.441625412662731
41,1.441625412662731
42,1.441625412662731
43,1.441625412662731
44,1.441625412662731
45,1.441625412662731
46,1.441625412662731
47,1.441625412662731
48,1.441625412662731
49,1.441625412662731
50,1.441625412662731
51,1.441625412662731
52,1.441625412662731
53,1.441625412662731
54,1.441625412662731
55,1.441625412662731
56,1.441625412662731
57,1.441625412662731
58,1.441625412662731
59,1.441625412662731
60,1.441625412662731
61,1.441625412662731
62,1.441625412662731
63,1.441625412662731
64,1.441625412662731
65,1.441625412662731
66,1.441625412662731
67,1.441625412662731
68,1.441625412662731
69,1.441625412662731
70,1.441625412662731
71,1.441625412662731
72,1.441625412662731
73,1.441625412662731
74,1.441625412662731
75,1.441625412662731
76,1.441625412662731
77,1.441625412662731
78,1.441625412662731
79,1.441625412662731
80,1.441625412662731
81,1.441625412662731
82,1.441625412662731
83,1.441625412662731
84,1.441625412662731
85,1.441625412662731
86,1.441625412662731
87,1.441625412662731
88,1.441625412662731
89,1.441625412662731
90,1.441625412662731
91,1.441625412662731
92,1.441625412662731
93,1.441625412662731
94,1.441625412662731
95,1.441625412662731
96,1.441625412662731
97,1.441625412662731
98,1.441625412662731
99,1.441625412662731
100,1.441625412662731
101,1.441625412662731
102,1.441625412662731
103,1.441625412662731
104,1.441625412662731
105,1.441625412662731
106,1.441625412662731
107,1.441625412662731
108,1.441625412662731
109,1.441625412662731
110,1.441625412662731
111,1.441625412662731
112,1.441625412662731
113,1.441625412662731
114,1.441625412662731
115,1.441625412662731
116,1.441625412662731
117,1.441625412662731
118,1.441625412662731
119,1.441625412662731
