"","Blue_whiting","Capelin","Green_halibut","Haddock","Long_rough_dab","Mackerel","North_atl_cod","Norwegian_ssh","Polar_cod","Redfish","Saithe"
"ratio",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
