# This file was created using create_datpin_files.R function write_tsDatFile
      #and used all inputs from csv files found in folder:
      #hydradata/data-raw
# Survey index data 
# Number of observations, init_int Nsurvey_obs
  1701
# init_matrix obs_survey_biomass(1,Nsurvey_obs,1,5)
# survey year spp value cv
  1 32 8 5 100 -999 0.00300293677077361 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.996997063229226
  1 32 8 6 100 -999 0.00045291246653539 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999547087533465
  1 32 8 7 100 -999 4.44257880122988e-05 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999955574211988
  1 33 8 2 100 -999 0.0087040327913352 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.991295967208665
  1 33 8 3 100 -999 0.00870570530820312 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.991294294691797
  1 33 8 4 100 -999 0.00902878136116553 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.990971218638834
  1 33 8 5 100 -999 0.00645415857367037 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.99354584142633
  1 33 8 6 100 -999 0.00209448559001467 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.997905514409985
  1 33 8 7 100 -999 0.000403886079915861 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999596113920084
  1 34 8 2 100 -999 0.00404304881747993 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.99595695118252
  1 34 8 3 100 -999 0.00406008129770074 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.995939918702299
  1 34 8 4 100 -999 0.00418118816018704 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.995818811839813
  1 34 8 5 100 -999 0.00281739863311758 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.997182601366882
  1 34 8 6 100 -999 0.0010791803887912 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998920819611209
  1 34 8 7 100 -999 0.000240247117585381 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999759752882415
  1 35 8 2 100 -999 0.0102817822262426 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.989718217773757
  1 35 8 3 100 -999 0.0102914009088332 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.989708599091167
  1 35 8 4 100 -999 0.0106337030361648 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.989366296963835
  1 35 8 5 100 -999 0.00835841515316321 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.991641584846837
  1 35 8 6 100 -999 0.00297180516047516 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.997028194839525
  1 35 8 7 100 -999 0.000664315760259009 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999335684239741
  1 36 8 2 100 -999 0.00217347453342438 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.997826525466576
  1 36 8 3 100 -999 0.00217593560410113 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.997824064395899
  1 36 8 4 100 -999 0.00302273519956557 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.996977264800434
  1 36 8 5 100 -999 0.00266204368876163 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.997337956311238
  1 36 8 6 100 -999 0.00113195488697048 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.99886804511303
  1 36 8 7 100 -999 0.000144480229576028 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999855519770424
  1 37 8 2 100 -999 0.0094160742038643 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.990583925796136
  1 37 8 3 100 -999 0.0094222797233798 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.99057772027662
  1 37 8 4 100 -999 0.0113057370439152 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.988694262956085
  1 37 8 5 100 -999 0.00989715214132758 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.990102847858672
  1 37 8 6 100 -999 0.00773294847478563 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.992267051525214
  1 37 8 7 100 -999 0.00398757464564108 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.996012425354359
  1 37 8 8 100 -999 0.000824837677184967 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999175162322815
  1 38 8 2 100 -999 0.00341174084289247 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.996588259157108
  1 38 8 3 100 -999 0.00341470493383928 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.996585295066161
  1 38 8 4 100 -999 0.00353354264864472 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.996466457351355
  1 38 8 5 100 -999 0.00232513579695117 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.997674864203049
  1 38 8 6 100 -999 0.00147780684143057 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998522193158569
  1 38 8 7 100 -999 0.000726170728285003 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999273829271715
  1 38 8 8 100 -999 0.000139528347263741 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999860471652736
  1 39 8 2 100 -999 0.0117304272133843 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.988269572786616
  1 39 8 3 100 -999 0.0119204879573547 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.988079512042645
  1 39 8 4 100 -999 0.0139886918543316 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.986011308145668
  1 39 8 5 100 -999 0.00898615667273876 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.991013843327261
  1 39 8 6 100 -999 0.00368508341926538 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.996314916580735
  1 39 8 7 100 -999 0.00106904306125324 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998930956938747
  1 40 8 2 100 -999 0.00173770574949157 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998262294250508
  1 40 8 3 100 -999 0.00173969330810904 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998260306691891
  1 40 8 4 100 -999 0.00183792475952488 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998162075240475
  1 40 8 5 100 -999 0.0015231773969698 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.99847682260303
  1 40 8 6 100 -999 0.000361571915395566 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999638428084604
  1 40 8 7 100 -999 3.71129433627131e-05 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999962887056637
  1 41 8 2 100 -999 0.0134189655641835 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.986581034435816
  1 41 8 3 100 -999 0.0134366338048997 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.9865633661951
  1 41 8 4 100 -999 0.0137318513183755 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.986268148681624
  1 41 8 5 100 -999 0.0120698110363709 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.987930188963629
  1 41 8 6 100 -999 0.00546741558116876 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.994532584418831
  1 41 8 7 100 -999 0.000774314931523333 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999225685068477
  1 42 8 2 100 -999 0.0123637088888505 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.987636291111149
  1 42 8 3 100 -999 0.012380758056608 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.987619241943392
  1 42 8 4 100 -999 0.0171148366310207 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.982885163368979
  1 42 8 5 100 -999 0.0147528796859825 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.985247120314018
  1 42 8 6 100 -999 0.0105275144106389 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.989472485589361
  1 42 8 7 100 -999 0.00526072377728353 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.994739276222717
  1 42 8 8 100 -999 0.000675426407599208 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999324573592401
  1 43 8 2 100 -999 0.00857359853966255 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.991426401460337
  1 43 8 3 100 -999 0.00857388734650499 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.991426112653495
  1 43 8 4 100 -999 0.00862018189041233 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.991379818109588
  1 43 8 5 100 -999 0.00605095879690556 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.993949041203094
  1 43 8 6 100 -999 0.0030873015750849 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.996912698424915
  1 43 8 7 100 -999 0.00125082419547494 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998749175804525
  1 43 8 8 100 -999 0.000191897340609935 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.99980810265939
  1 44 8 2 100 -999 0.00900473417842779 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.990995265821572
  1 44 8 3 100 -999 0.00902814089710492 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.990971859102895
  1 44 8 4 100 -999 0.0113915507677057 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.988608449232294
  1 44 8 5 100 -999 0.00626280079004209 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.993737199209958
  1 44 8 6 100 -999 0.00443581981546588 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.995564180184534
  1 44 8 7 100 -999 0.00319233365544115 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.996807666344559
  1 44 8 8 100 -999 0.00159608284546088 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998403917154539
  1 45 8 2 100 -999 0.00858256570608548 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.991417434293914
  1 45 8 3 100 -999 0.00858372102260402 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.991416278977396
  1 45 8 4 100 -999 0.00880711059289782 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.991192889407102
  1 45 8 5 100 -999 0.00414747055632531 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.995852529443675
  1 45 8 6 100 -999 0.00209665213868869 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.997903347861311
  1 45 8 7 100 -999 0.00145374517151639 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998546254828484
  1 45 8 8 100 -999 0.000767393643699888 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.9992326063563
  1 46 8 2 100 -999 0.00293475134587558 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.997065248654124
  1 46 8 3 100 -999 0.00294544171293555 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.997054558287064
  1 46 8 4 100 -999 0.00369552053942824 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.996304479460572
  1 46 8 5 100 -999 0.00180021066074373 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998199789339256
  1 46 8 6 100 -999 0.000594868251754546 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999405131748245
  1 46 8 7 100 -999 0.000156188345268446 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999843811654732
  1 46 8 8 100 -999 3.89379928027934e-05 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999961062007197
  1 47 8 2 100 -999 0.00876880700518503 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.991231192994815
  1 47 8 3 100 -999 0.00877384124628522 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.991226158753715
  1 47 8 4 100 -999 0.00900745972964702 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.990992540270353
  1 47 8 5 100 -999 0.00470996868269877 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.995290031317301
  1 47 8 6 100 -999 0.00177615691123459 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998223843088765
  1 47 8 7 100 -999 0.00064409930615284 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999355900693847
  1 47 8 8 100 -999 0.000144937035930606 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999855062964069
  1 48 8 2 100 -999 0.00252489246100361 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.997475107538996
  1 48 8 3 100 -999 0.00252916118066336 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.997470838819337
  1 48 8 4 100 -999 0.0026648113307449 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.997335188669255
  1 48 8 5 100 -999 0.00164332447269755 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998356675527302
  1 48 8 6 100 -999 0.000346350693600384 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.9996536493064
  1 48 8 7 100 -999 4.74474223749575e-05 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999952552577625
  1 49 8 3 100 -999 0.0010153162678967 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998984683732103
  1 49 8 4 100 -999 0.0104673040533085 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.989532695946692
  1 49 8 5 100 -999 0.00762397820521567 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.992376021794784
  1 49 8 6 100 -999 0.00237436186671297 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.997625638133287
  1 49 8 7 100 -999 0.000444068586126802 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999555931413873
  1 50 8 2 100 -999 0.00441382877532588 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.995586171224674
  1 50 8 3 100 -999 0.00443055911660005 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.9955694408834
  1 50 8 4 100 -999 0.00468126980682814 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.995318730193172
  1 50 8 5 100 -999 0.00318651108939742 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.996813488910603
  1 50 8 6 100 -999 0.00143312248796631 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998566877512034
  1 50 8 7 100 -999 0.000295624740729023 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999704375259271
  1 51 8 3 100 -999 0.0105389672467978 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.989461032753202
  1 51 8 4 100 -999 0.0107029516585836 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.989297048341416
  1 51 8 5 100 -999 0.00759230067383344 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.992407699326167
  1 51 8 6 100 -999 0.00357238686273537 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.996427613137265
  1 51 8 7 100 -999 0.000873307182907482 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999126692817093
  1 51 8 8 100 -999 0.000119295430782613 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999880704569217
  1 52 8 3 100 -999 0.00166843141090034 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.9983315685891
  1 52 8 4 100 -999 0.00172289582926853 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998277104170731
  1 52 8 5 100 -999 0.00154151609607509 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998458483903925
  1 52 8 6 100 -999 0.000252384502332967 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999747615497667
  1 52 8 7 100 -999 7.6620110736808e-06 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999992337988926
  1 53 8 3 100 -999 0.0111650223696066 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.988834977630393
  1 53 8 4 100 -999 0.0116019601345938 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.988398039865406
  1 53 8 5 100 -999 0.010822748006138 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.989177251993862
  1 53 8 6 100 -999 0.00672862637675003 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.99327137362325
  1 53 8 7 100 -999 0.000926189247974269 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999073810752026
  1 54 8 2 100 -999 0.0134374982188081 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.986562501781192
  1 54 8 3 100 -999 0.0134374982188081 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.986562501781192
  1 54 8 4 100 -999 0.0127235251086616 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.987276474891338
  1 54 8 5 100 -999 0.011296568827076 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.988703431172924
  1 54 8 6 100 -999 0.0100413110514989 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.989958688948501
  1 54 8 7 100 -999 0.0064551331132604 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.99354486688674
  1 54 8 8 100 -999 0.00149107195539746 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998508928044603
  1 55 8 4 100 -999 0.00669292262554665 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.993307077374453
  1 55 8 5 100 -999 0.00314203261688131 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.996857967383119
  1 55 8 6 100 -999 0.00268624778371761 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.997313752216282
  1 55 8 7 100 -999 0.00247754967002233 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.997522450329978
  1 55 8 8 100 -999 0.00163231009299506 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998367689907005
  1 56 8 2 100 -999 0.0132748030114918 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.986725196988508
  1 56 8 3 100 -999 0.0133467087955877 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.986653291204412
  1 56 8 4 100 -999 0.0133388319120016 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.986661168087998
  1 56 8 5 100 -999 0.000967233006311803 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999032766993688
  1 56 8 6 100 -999 0.001347251319811 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998652748680189
  1 56 8 7 100 -999 0.00169178095497568 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998308219045024
  1 56 8 8 100 -999 0.00144745745367973 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.99855254254632
  1 57 8 2 100 -999 0.00754394031142797 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.992456059688572
  1 57 8 3 100 -999 0.00769142092589059 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.992308579074109
  1 57 8 4 100 -999 0.00786109333482092 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.992138906665179
  1 57 8 5 100 -999 0.000968979726246364 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999031020273754
  1 57 8 6 100 -999 0.000341712121257839 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999658287878742
  1 57 8 7 100 -999 0.000167752027609854 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.99983224797239
  1 57 8 8 100 -999 3.50236587816911e-05 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999964976341218
  1 58 8 2 100 -999 0.0189706097068238 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.981029390293176
  1 58 8 3 100 -999 0.0189960378373405 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.98100396216266
  1 58 8 4 100 -999 0.0198065412750376 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.980193458724962
  1 58 8 5 100 -999 0.0101326453792196 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.98986735462078
  1 58 8 6 100 -999 0.000338957975383038 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999661042024617
  1 58 8 7 100 -999 8.91173700159595e-06 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999991088262998
  1 59 8 2 100 -999 0.00916538964302419 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.990834610356976
  1 59 8 3 100 -999 0.00918601025981266 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.990813989740187
  1 59 8 4 100 -999 0.0142606885119569 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.985739311488043
  1 59 8 5 100 -999 0.0101006242907107 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.989899375709289
  1 59 8 6 100 -999 0.0017950722391348 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998204927760865
  1 59 8 7 100 -999 0.000118983680831626 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999881016319168
  1 60 8 2 100 -999 0.0123023636001792 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.987697636399821
  1 60 8 3 100 -999 0.0123103509483438 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.987689649051656
  1 60 8 4 100 -999 0.0126324457972013 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.987367554202799
  1 60 8 5 100 -999 0.00833505040587392 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.991664949594126
  1 60 8 6 100 -999 0.00393960130022319 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.996060398699777
  1 60 8 7 100 -999 0.000985072491735441 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999014927508265
  1 60 8 8 100 -999 0.00012662039328712 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999873379606713
  1 61 8 3 100 -999 0.00733601612133028 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.99266398387867
  1 61 8 4 100 -999 0.0121644048199611 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.987835595180039
  1 61 8 5 100 -999 0.00502497580449371 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.994975024195506
  1 61 8 6 100 -999 0.00154349726322648 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998456502736774
  1 61 8 7 100 -999 0.000390644372767834 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999609355627232
  1 61 8 8 100 -999 7.62488301602354e-05 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.99992375116984
  1 62 8 2 100 -999 0.0150886458493825 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.984911354150617
  1 62 8 3 100 -999 0.0151103319269811 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.984889668073019
  1 62 8 4 100 -999 0.0155694808569958 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.984430519143004
  1 62 8 5 100 -999 0.00833129076075361 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.991668709239246
  1 62 8 6 100 -999 0.00104781309386902 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998952186906131
  1 62 8 7 100 -999 5.68134350053502e-05 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999943186564995
  1 63 8 3 100 -999 0.00933471922478097 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.990665280775219
  1 63 8 4 100 -999 0.00945445805374564 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.990545541946254
  1 63 8 5 100 -999 0.00754266544771591 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.992457334552284
  1 63 8 6 100 -999 0.00102679900130133 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998973200998699
  1 63 8 7 100 -999 2.53545220399807e-05 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.99997464547796
  1 64 8 2 100 -999 0.0130075178992812 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.986992482100719
  1 64 8 3 100 -999 0.0130257477985084 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.986974252201492
  1 64 8 4 100 -999 0.0136551340692617 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.986344865930738
  1 64 8 5 100 -999 0.0125052213431818 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.987494778656818
  1 64 8 6 100 -999 0.004530525803778 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.995469474196222
  1 64 8 7 100 -999 0.000210138454492734 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999789861545507
  1 65 8 3 100 -999 0.00360448837678989 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.99639551162321
  1 65 8 4 100 -999 0.00371075382054 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.99628924617946
  1 65 8 5 100 -999 0.00333685758090897 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.996663142419091
  1 65 8 6 100 -999 0.00214545125467255 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.997854548745327
  1 65 8 7 100 -999 0.000331184943979776 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.99966881505602
  1 65 8 8 100 -999 1.38874212651537e-05 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999986112578735
  1 66 8 2 100 -999 0.00835751288705257 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.991642487112947
  1 66 8 3 100 -999 0.008361349603945 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.991638650396055
  1 66 8 4 100 -999 0.00950871607803125 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.990491283921969
  1 66 8 5 100 -999 0.00754750558616265 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.992452494413837
  1 66 8 6 100 -999 0.00704095356309514 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.992959046436905
  1 66 8 7 100 -999 0.00444863615500165 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.995551363844998
  1 66 8 8 100 -999 0.00082426214104604 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999175737858954
  1 67 8 2 100 -999 0.0054387073298696 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.99456129267013
  1 67 8 3 100 -999 0.00543896127227983 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.99456103872772
  1 67 8 4 100 -999 0.00532686261010478 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.994673137389895
  1 67 8 5 100 -999 0.00142174638901985 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.99857825361098
  1 67 8 6 100 -999 0.000961871824253102 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999038128175747
  1 67 8 7 100 -999 0.000801982523873577 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999198017476126
  1 67 8 8 100 -999 0.000389263956589051 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999610736043411
  1 68 8 2 100 -999 0.00556097580229427 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.994439024197706
  1 68 8 3 100 -999 0.00572823125653031 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.99427176874347
  1 68 8 4 100 -999 0.00900680992725846 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.990993190072742
  1 68 8 5 100 -999 0.00153835681361273 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.998461643186387
  1 68 8 6 100 -999 0.000532712732543463 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999467287267456
  1 68 8 7 100 -999 0.000197157580121553 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999802842419878
  1 68 8 8 100 -999 2.21408028309409e-05 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999977859197169
  1 69 8 2 100 -999 0.0101689237509769 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.989831076249023
  1 69 8 3 100 -999 0.0101773209302991 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.989822679069701
  1 69 8 4 100 -999 0.010479717491694 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.989520282508306
  1 69 8 5 100 -999 0.00338048568119241 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.996619514318808
  1 69 8 6 100 -999 0.00057037292506561 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999429627074934
  1 69 8 7 100 -999 0.000130758762871226 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.999869241237129
  1 70 8 2 100 -999 0.0113728609145705 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.988627139085429
  1 70 8 3 100 -999 0.0113819808541778 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.988618019145822
  1 70 8 4 100 -999 0.0118217194054686 -999 -999 -999 -999 -999 -999 -999 -999 -999 0.988178280594531
