survey,year,species,sizebin,inpN,Blue_whiting,Capelin,Green_halibut,Haddock,Long_rough_dab,Mackerel,North_atl_cod,Norwegian_ssh,Polar_cod,Redfish,Saithe,allotherprey
BTS_fall_allbox_effic1,9,Blue_whiting,sizebin5,100,-999,0.0014894898649330402,-999,-999,-999,-999,-999,1.2340652567558117e-4,-999,0.014784351098602364,-999,0.983602752510789
BTS_fall_allbox_effic1,9,Blue_whiting,sizebin6,100,-999,0.00544906254805649,-999,-999,-999,-999,-999,5.252282340048439e-4,-999,0.054535647899989645,-999,0.939490061317949
BTS_fall_allbox_effic1,9,Blue_whiting,sizebin7,100,-999,0.006118953625012203,-999,-999,-999,-999,-999,6.530409346040513e-4,-999,0.06163428513504528,-999,0.9315937203053385
BTS_fall_allbox_effic1,9,Blue_whiting,sizebin8,100,-999,0.006164322034671695,-999,-999,-999,-999,-999,7.099074777997848e-4,-999,0.06242397073019356,-999,0.9307017997573349
BTS_fall_allbox_effic1,9,Blue_whiting,sizebin9,100,-999,0.006174580085135756,-999,-999,-999,-999,-999,7.510135581674747e-4,-999,0.0627803360331965,-999,0.9302940703235003
BTS_fall_allbox_effic1,9,Blue_whiting,sizebin10,100,-999,0.006179629185209337,-999,-999,-999,-999,-999,8.515597170103652e-4,-999,0.06347344504787157,-999,0.9294953660499087
BTS_fall_allbox_effic1,10,Blue_whiting,sizebin5,100,-999,0.002910932261560914,-999,-999,-999,-999,-999,3.7691278410172e-5,-999,0.014822112401501011,-999,0.982229264058528
BTS_fall_allbox_effic1,10,Blue_whiting,sizebin6,100,-999,0.010650867099531983,-999,-999,-999,-999,-999,1.6941488801871501e-4,-999,0.05480035814664378,-999,0.9343793598658056
BTS_fall_allbox_effic1,10,Blue_whiting,sizebin7,100,-999,0.011935717974135592,-999,-999,-999,-999,-999,2.194184945059777e-4,-999,0.06190890854016105,-999,0.9259359549911974
BTS_fall_allbox_effic1,10,Blue_whiting,sizebin8,100,-999,0.012003782221181182,-999,-999,-999,-999,-999,2.470041920518295e-4,-999,0.06267697522051394,-999,0.9250722383662531
BTS_fall_allbox_effic1,10,Blue_whiting,sizebin9,100,-999,0.012009730671814895,-999,-999,-999,-999,-999,2.673787765347944e-4,-999,0.06299321507027202,-999,0.9247296754813783
BTS_fall_allbox_effic1,10,Blue_whiting,sizebin10,100,-999,0.011992964833582143,-999,-999,-999,-999,-999,3.447849623936981e-4,-999,0.06366874125404426,-999,0.9239935089499799
BTS_fall_allbox_effic1,11,Blue_whiting,sizebin5,100,-999,0.002997840151975037,-999,-999,-999,-999,-999,-999,-999,0.013677351848119348,-999,0.9833248079999056
BTS_fall_allbox_effic1,11,Blue_whiting,sizebin6,100,-999,0.010907732243827808,-999,-999,-999,-999,-999,-999,-999,0.050284245305546024,-999,0.9388080224506261
BTS_fall_allbox_effic1,11,Blue_whiting,sizebin7,100,-999,0.012242457937012462,-999,-999,-999,-999,-999,-999,-999,0.05688626134443917,-999,0.9308712807185484
BTS_fall_allbox_effic1,11,Blue_whiting,sizebin8,100,-999,0.012325611117362596,-999,-999,-999,-999,-999,-999,-999,0.057638206418716774,-999,0.9300361824639206
BTS_fall_allbox_effic1,11,Blue_whiting,sizebin9,100,-999,0.012343070046478286,-999,-999,-999,-999,-999,-999,-999,0.05798325638841821,-999,0.9296736735651034
BTS_fall_allbox_effic1,11,Blue_whiting,sizebin10,100,-999,0.012399804908893673,-999,-999,-999,-999,-999,-999,-999,0.05867904487791883,-999,0.9289211502131876
BTS_fall_allbox_effic1,12,Blue_whiting,sizebin4,100,-999,-999,-999,-999,-999,-999,-999,5.29767352338981e-7,-999,-999,-999,0.9999994702326477
BTS_fall_allbox_effic1,12,Blue_whiting,sizebin5,100,-999,0.0037125606267825978,-999,-999,-999,-999,-999,1.9500299857868634e-5,-999,0.015044069415511325,-999,0.9812238696578482
BTS_fall_allbox_effic1,12,Blue_whiting,sizebin6,100,-999,0.013554880813286657,-999,-999,-999,-999,-999,6.986019202468441e-5,-999,0.05558816766322277,-999,0.9307870913314659
BTS_fall_allbox_effic1,12,Blue_whiting,sizebin7,100,-999,0.015164995665341212,-999,-999,-999,-999,-999,7.819436011266125e-5,-999,0.06275991496739167,-999,0.9219968950071544
BTS_fall_allbox_effic1,12,Blue_whiting,sizebin8,100,-999,0.015252276851817804,-999,-999,-999,-999,-999,7.876126163258917e-5,-999,0.06358458784980489,-999,0.9210843740367447
BTS_fall_allbox_effic1,12,Blue_whiting,sizebin9,100,-999,0.0152654623524437,-999,-999,-999,-999,-999,7.893692181375092e-5,-999,0.06396052538129181,-999,0.9206950753444507
BTS_fall_allbox_effic1,12,Blue_whiting,sizebin10,100,-999,0.015331692306420916,-999,-999,-999,-999,-999,7.980378711735294e-5,-999,0.06466010860129762,-999,0.9199283953051641
BTS_fall_allbox_effic1,13,Blue_whiting,sizebin4,100,-999,2.26545900646059e-5,-999,-999,-999,-999,-999,1.1968204109500023e-6,-999,1.3939053646954826e-4,-999,0.9998367580530549
BTS_fall_allbox_effic1,13,Blue_whiting,sizebin5,100,-999,0.0019615762174558238,-999,-999,-999,-999,-999,4.267297135079006e-5,-999,0.012962728117505758,-999,0.9850330226936876
BTS_fall_allbox_effic1,13,Blue_whiting,sizebin6,100,-999,0.007025311842286999,-999,-999,-999,-999,-999,1.504001836863193e-4,-999,0.046950184338517026,-999,0.9458741036355096
BTS_fall_allbox_effic1,13,Blue_whiting,sizebin7,100,-999,0.007855879071216647,-999,-999,-999,-999,-999,1.6756434712134389e-4,-999,0.05294911344700871,-999,0.9390274431346533
BTS_fall_allbox_effic1,13,Blue_whiting,sizebin8,100,-999,0.007907345401472164,-999,-999,-999,-999,-999,1.6822423319313456e-4,-999,0.05365657107904313,-999,0.9382678592862915
BTS_fall_allbox_effic1,13,Blue_whiting,sizebin9,100,-999,0.007917957457523325,-999,-999,-999,-999,-999,1.6815545616188484e-4,-999,0.0539774524239993,-999,0.9379364346623155
BTS_fall_allbox_effic1,13,Blue_whiting,sizebin10,100,-999,0.007972688729642114,-999,-999,-999,-999,-999,1.6862940773169487e-4,-999,0.054519144199774834,-999,0.9373395376628514
BTS_fall_allbox_effic1,14,Blue_whiting,sizebin5,100,-999,0.002204842664592739,-999,-999,-999,-999,-999,3.934586845964659e-5,-999,0.013773586866454995,-999,0.9839822246004927
BTS_fall_allbox_effic1,14,Blue_whiting,sizebin6,100,-999,0.0078072178972552544,-999,-999,-999,-999,-999,1.3986978754845702e-4,-999,0.04929467350257247,-999,0.9427582388126238
BTS_fall_allbox_effic1,14,Blue_whiting,sizebin7,100,-999,0.008738775202216253,-999,-999,-999,-999,-999,1.5696264534205352e-4,-999,0.05563293648735818,-999,0.9354713256650835
BTS_fall_allbox_effic1,14,Blue_whiting,sizebin8,100,-999,0.008796229733868203,-999,-999,-999,-999,-999,1.582399533144643e-4,-999,0.05637647167322907,-999,0.9346690586395883
BTS_fall_allbox_effic1,14,Blue_whiting,sizebin9,100,-999,0.008806342787255284,-999,-999,-999,-999,-999,1.5850996420874966e-4,-999,0.05671986625179435,-999,0.9343152809967417
BTS_fall_allbox_effic1,14,Blue_whiting,sizebin10,100,-999,0.008794212344098669,-999,-999,-999,-999,-999,1.539934757012705e-4,-999,0.05731014476639005,-999,0.93374164941381
BTS_fall_allbox_effic1,15,Blue_whiting,sizebin4,100,-999,-999,-999,-999,-999,-999,-999,5.184913409819163e-7,-999,-999,-999,0.999999481508659
BTS_fall_allbox_effic1,15,Blue_whiting,sizebin5,100,-999,0.0022105011578309342,-999,-999,-999,-999,-999,3.586719380499616e-5,-999,0.015015762487128985,-999,0.9827378691612351
BTS_fall_allbox_effic1,15,Blue_whiting,sizebin6,100,-999,0.00779999411551725,-999,-999,-999,-999,-999,1.2542813876497783e-4,-999,0.05348468796598279,-999,0.938589889779735
BTS_fall_allbox_effic1,15,Blue_whiting,sizebin7,100,-999,0.008737524923720031,-999,-999,-999,-999,-999,1.406191469279822e-4,-999,0.060350050899447005,-999,0.930771805029905
BTS_fall_allbox_effic1,15,Blue_whiting,sizebin8,100,-999,0.008805142754764928,-999,-999,-999,-999,-999,0.00014186980704219688,-999,0.061177891320480404,-999,0.9298750961177125
BTS_fall_allbox_effic1,15,Blue_whiting,sizebin9,100,-999,0.008824196180173757,-999,-999,-999,-999,-999,1.423016860094135e-4,-999,0.061568868522864605,-999,0.9294646336109522
BTS_fall_allbox_effic1,15,Blue_whiting,sizebin10,100,-999,0.008897719997551047,-999,-999,-999,-999,-999,1.435986828018844e-4,-999,0.06233779344296504,-999,0.9286208878766821
BTS_fall_allbox_effic1,16,Blue_whiting,sizebin5,100,-999,0.0031118656606136017,-999,-999,-999,-999,-999,6.588207825710126e-5,-999,0.015530062649831922,-999,0.9812921896112974
BTS_fall_allbox_effic1,16,Blue_whiting,sizebin6,100,-999,0.010779007801060855,-999,-999,-999,-999,-999,2.2834894084470134e-4,-999,0.054280282006502124,-999,0.9347123612515923
BTS_fall_allbox_effic1,16,Blue_whiting,sizebin7,100,-999,0.012008658506313892,-999,-999,-999,-999,-999,2.545393032339711e-4,-999,0.06089933019858815,-999,0.926837471991864
BTS_fall_allbox_effic1,16,Blue_whiting,sizebin8,100,-999,0.012077944328368815,-999,-999,-999,-999,-999,2.5614766525188193e-4,-999,0.061610874269955165,-999,0.9260550337364242
BTS_fall_allbox_effic1,16,Blue_whiting,sizebin9,100,-999,0.01208701990154835,-999,-999,-999,-999,-999,2.564640626645461e-4,-999,0.06193409787381479,-999,0.9257224181619723
BTS_fall_allbox_effic1,16,Blue_whiting,sizebin10,100,-999,0.012100273632741776,-999,-999,-999,-999,-999,2.590233282951308e-4,-999,0.06252590963179985,-999,0.9251147934071633
BTS_fall_allbox_effic1,17,Blue_whiting,sizebin5,100,-999,0.0010397297294691325,-999,-999,-999,-999,-999,2.094514525743426e-5,-999,0.011582625277898481,-999,0.987356699847375
BTS_fall_allbox_effic1,17,Blue_whiting,sizebin6,100,-999,0.0046601462063779586,-999,-999,-999,-999,-999,9.389846035928547e-5,-999,0.05227603611056012,-999,0.9429699192227027
BTS_fall_allbox_effic1,17,Blue_whiting,sizebin7,100,-999,0.0054230565200121365,-999,-999,-999,-999,-999,1.0924671557355452e-4,-999,0.06116298290925558,-999,0.9333047138551587
BTS_fall_allbox_effic1,17,Blue_whiting,sizebin8,100,-999,0.005471787690587645,-999,-999,-999,-999,-999,1.1016241133369456e-4,-999,0.061992478837063825,-999,0.9324255710610149
BTS_fall_allbox_effic1,17,Blue_whiting,sizebin9,100,-999,0.005480098016276338,-999,-999,-999,-999,-999,1.1023319272201357e-4,-999,0.06230110679689395,-999,0.9321085619941077
BTS_fall_allbox_effic1,17,Blue_whiting,sizebin10,100,-999,0.005482025127925189,-999,-999,-999,-999,-999,1.079652009413453e-4,-999,0.06303704088928913,-999,0.9313729687818444
BTS_fall_allbox_effic1,18,Blue_whiting,sizebin5,100,-999,0.001733332424087795,-999,-999,-999,-999,-999,2.019671923926711e-5,-999,0.007719193048825248,-999,0.9905272778078477
BTS_fall_allbox_effic1,18,Blue_whiting,sizebin6,100,-999,0.009339634135007484,-999,-999,-999,-999,-999,1.090995222977848e-4,-999,0.042020544410051874,-999,0.9485307219326429
BTS_fall_allbox_effic1,18,Blue_whiting,sizebin7,100,-999,0.011310304485877075,-999,-999,-999,-999,-999,1.3241449358653408e-4,-999,0.05128513751669027,-999,0.9372721435038461
BTS_fall_allbox_effic1,18,Blue_whiting,sizebin8,100,-999,0.011414340271821703,-999,-999,-999,-999,-999,1.3391970046155042e-4,-999,0.05208704040987263,-999,0.9363646996178441
BTS_fall_allbox_effic1,18,Blue_whiting,sizebin9,100,-999,0.011424143158254078,-999,-999,-999,-999,-999,1.343120999292606e-4,-999,0.052372313818844246,-999,0.9360692309229725
BTS_fall_allbox_effic1,18,Blue_whiting,sizebin10,100,-999,0.011441812691767556,-999,-999,-999,-999,-999,1.362468547848759e-4,-999,0.05300500575823225,-999,0.9354169346952154
BTS_fall_allbox_effic1,19,Blue_whiting,sizebin4,100,-999,1.4278899023622521e-5,-999,-999,-999,-999,-999,-999,-999,7.503859045327604e-5,-999,0.9999106825105231
BTS_fall_allbox_effic1,19,Blue_whiting,sizebin5,100,-999,0.0011217646757916873,-999,-999,-999,-999,-999,1.0609466955066046e-5,-999,0.006232359161028458,-999,0.9926352666962248
BTS_fall_allbox_effic1,19,Blue_whiting,sizebin6,100,-999,0.006879603418317707,-999,-999,-999,-999,-999,7.372682714298577e-5,-999,0.03866205663627974,-999,0.9543846131182596
BTS_fall_allbox_effic1,19,Blue_whiting,sizebin7,100,-999,0.008633212297065058,-999,-999,-999,-999,-999,1.0080173132898801e-4,-999,0.04895931278648998,-999,0.942306673185116
BTS_fall_allbox_effic1,19,Blue_whiting,sizebin8,100,-999,0.008729681663180763,-999,-999,-999,-999,-999,1.0866363525220904e-4,-999,0.04987881035563402,-999,0.941282844345933
BTS_fall_allbox_effic1,19,Blue_whiting,sizebin9,100,-999,0.008739122617085232,-999,-999,-999,-999,-999,1.1397084252088873e-4,-999,0.050214863017103435,-999,0.9409320435232904
BTS_fall_allbox_effic1,19,Blue_whiting,sizebin10,100,-999,0.008788144866050231,-999,-999,-999,-999,-999,1.277970849027812e-4,-999,0.05098220713023908,-999,0.9401018509188079
BTS_fall_allbox_effic1,20,Blue_whiting,sizebin4,100,-999,1.2412423457073052e-5,-999,-999,-999,-999,-999,-999,-999,7.34835522004934e-5,-999,0.9999141040243424
BTS_fall_allbox_effic1,20,Blue_whiting,sizebin5,100,-999,9.092680071984634e-4,-999,-999,-999,-999,-999,-999,-999,0.005602563079138233,-999,0.9934881689136633
BTS_fall_allbox_effic1,20,Blue_whiting,sizebin6,100,-999,0.0061872101216398304,-999,-999,-999,-999,-999,-999,-999,0.0385139398011288,-999,0.9552988500772314
BTS_fall_allbox_effic1,20,Blue_whiting,sizebin7,100,-999,0.008029700320917646,-999,-999,-999,-999,-999,-999,-999,0.05041992157871393,-999,0.9415503781003685
BTS_fall_allbox_effic1,20,Blue_whiting,sizebin8,100,-999,0.008127875039116373,-999,-999,-999,-999,-999,-999,-999,0.051430136404345975,-999,0.9404419885565376
BTS_fall_allbox_effic1,20,Blue_whiting,sizebin9,100,-999,0.008131465391249556,-999,-999,-999,-999,-999,-999,-999,0.05175124916465493,-999,0.9401172854440956
BTS_fall_allbox_effic1,20,Blue_whiting,sizebin10,100,-999,0.008114319527728191,-999,-999,-999,-999,-999,-999,-999,0.0526102311943151,-999,0.9392754492779567
BTS_fall_allbox_effic1,21,Blue_whiting,sizebin4,100,-999,1.0403114496770269e-5,-999,-999,-999,-999,-999,7.109180821319126e-8,-999,5.266157661010837e-5,-999,0.9999368642170849
BTS_fall_allbox_effic1,21,Blue_whiting,sizebin5,100,-999,7.433713801460407e-4,-999,-999,-999,-999,-999,2.3207712889595853e-6,-999,0.003913688344202348,-999,0.9953406195043627
BTS_fall_allbox_effic1,21,Blue_whiting,sizebin6,100,-999,0.005519458977084281,-999,-999,-999,-999,-999,1.7077238926675773e-5,-999,0.029405326169984054,-999,0.9650581376140049
BTS_fall_allbox_effic1,21,Blue_whiting,sizebin7,100,-999,0.007296851906933283,-999,-999,-999,-999,-999,2.268933800662282e-5,-999,0.03928626031830688,-999,0.9533941984367532
BTS_fall_allbox_effic1,21,Blue_whiting,sizebin8,100,-999,0.007373510117470999,-999,-999,-999,-999,-999,2.3048879515052283e-5,-999,0.04008232750388857,-999,0.9525211134991254
BTS_fall_allbox_effic1,21,Blue_whiting,sizebin9,100,-999,0.007362180014156349,-999,-999,-999,-999,-999,2.3122977283423508e-5,-999,0.04034100598997462,-999,0.9522736910185856
BTS_fall_allbox_effic1,21,Blue_whiting,sizebin10,100,-999,0.007272756184647149,-999,-999,-999,-999,-999,2.2077921118922113e-5,-999,0.041055968415464786,-999,0.9516491974787692
BTS_fall_allbox_effic1,22,Blue_whiting,sizebin4,100,-999,1.3169674996577045e-5,-999,-999,-999,-999,-999,3.0138316593374483e-7,-999,5.519525794885309e-5,-999,0.9999313336838886
BTS_fall_allbox_effic1,22,Blue_whiting,sizebin5,100,-999,8.623925345917071e-4,-999,-999,-999,-999,-999,8.023906577992264e-6,-999,0.0037258559826693306,-999,0.995403727576161
BTS_fall_allbox_effic1,22,Blue_whiting,sizebin6,100,-999,0.007049521799021256,-999,-999,-999,-999,-999,6.514325020756685e-5,-999,0.030809185833176822,-999,0.9620761491175943
BTS_fall_allbox_effic1,22,Blue_whiting,sizebin7,100,-999,0.009577543730477473,-999,-999,-999,-999,-999,8.955820617426231e-5,-999,0.04230479658428888,-999,0.9480281014790594
BTS_fall_allbox_effic1,22,Blue_whiting,sizebin8,100,-999,0.009671450677279838,-999,-999,-999,-999,-999,9.149698650739522e-5,-999,0.04314204177463756,-999,0.9470950105615752
BTS_fall_allbox_effic1,22,Blue_whiting,sizebin9,100,-999,0.009640144107009047,-999,-999,-999,-999,-999,9.213891187109883e-5,-999,0.043369631078479354,-999,0.9468980859026405
BTS_fall_allbox_effic1,22,Blue_whiting,sizebin10,100,-999,0.009623040927298652,-999,-999,-999,-999,-999,9.37079215402506e-5,-999,0.04377146602306083,-999,0.9465117851281003
BTS_fall_allbox_effic1,23,Blue_whiting,sizebin4,100,-999,1.1904291312518745e-5,-999,-999,-999,-999,-999,9.392450248870653e-7,-999,4.6954117032431934e-5,-999,0.9999402023466302
BTS_fall_allbox_effic1,23,Blue_whiting,sizebin5,100,-999,7.655376273139004e-4,-999,-999,-999,-999,-999,2.3544456694020963e-5,-999,0.0031043795608305747,-999,0.9961065383551615
BTS_fall_allbox_effic1,23,Blue_whiting,sizebin6,100,-999,0.0065283058371039815,-999,-999,-999,-999,-999,2.0950094237615532e-4,-999,0.026826530753076148,-999,0.9664356624674437
