year,Blue_whiting,Capelin,Green_halibut,Haddock,Long_rough_dab,Mackerel,North_atl_cod,Norwegian_ssh,Polar_cod,Redfish,Saithe
40,0.7555928131836573,-0.2259180089962971,NA,0.442650217621134,-0.342210582026917,0.31198157892575296,0.6016687430947254,0.7707353988702117,NA,0.7856328806339192,0.1914236113534038
41,0.7405151625979229,-0.7554682764563161,NA,0.24185117445995985,-0.3077278753415822,0.3151275610178459,0.6029491651278445,0.6960235570144135,NA,0.7968403412369405,0.22405685303657918
42,0.7354730341148397,-0.0966061647444274,NA,0.10022574063245315,-0.27737026696983413,0.31963455798129914,0.6107694881460333,0.4906943818157412,NA,0.8116271739978078,0.22796480681608955
43,0.7345912905688223,-0.2233290649331412,NA,-0.0022321442734156705,-0.24580454729312784,0.32266183678523674,0.6058389207296369,0.34385374247608524,NA,0.8335304714128711,0.23636268981445596
44,0.7297717001647506,-0.3153116788944246,NA,-0.019622783810717692,-0.2192996249569319,0.324794565246723,0.6114070371299221,0.25647063207292575,NA,0.8508650744121287,0.2604667670042815
45,0.721938257271237,-0.1898143801887482,NA,0.05798536641397867,-0.19289244545070616,0.333338934825953,0.6085807274515087,0.31267174844257895,NA,0.8597160443573344,0.30227808734969486
46,0.7197581983976775,-0.7077908870632719,NA,0.3278465384130733,-0.16279123656464556,0.34093184506975405,0.6143631864651748,0.10168536115670967,NA,0.881884584541913,0.3472735742639159
47,0.7236788326440617,0.3442095438663557,NA,0.569102605068748,-0.1411032059992774,0.3472894726936815,0.6341939536228125,0.13848522524028262,NA,0.8982974603893084,0.38890971581269085
48,0.7146008669741661,0.3442095438663557,NA,0.6397795706479918,-0.12876307154175493,0.34880880476112,0.6540035143170293,-0.04312125209818518,NA,0.8949643100736075,0.41504988212279414
49,0.7120403283740409,0.6385542032094467,NA,0.7725800580096642,-0.10791238266978276,0.3526643516999215,0.6299772231106449,-0.17003389895890564,NA,0.9228367552096071,0.4505444963530252
50,0.7112492566961706,-1.305742956376097,NA,0.7442152958118431,-0.10439135570332603,0.35329370660436865,0.6385379270682066,-0.15219695869662964,NA,0.9280032430617666,0.47677308960031795
51,0.7019112146830011,-3.146199984254139e-4,NA,0.7451683559101081,-0.10094904662942916,0.35572395429545267,0.6337899524913322,0.10421753782407883,NA,0.9284211462483025,0.4934912178742792
52,0.7027351713792704,0.1961056285339371,NA,0.8016159773126184,-0.08836686177581754,0.3555669327929891,0.631625951193957,0.37914554497018216,NA,0.9571182177942088,0.5026652279469559
53,0.6912629516477118,0.256797426483816,NA,0.7490630281379964,-0.09136303702586268,0.3558940785024447,0.6206304182492648,0.3787054183754144,NA,0.9554785828689702,0.5191238339633593
54,0.6918338042315462,-0.509350966748725,NA,0.7321927898940679,-0.09016722627346674,0.35817421379589476,0.6056128115603112,0.27546348673350707,NA,0.9598194249276837,0.5309308789153562
55,0.6564696245933099,-0.701491178621108,NA,0.7574843003000922,-0.08075300610664016,0.35922679853148765,0.5634753345483041,0.05508008476682669,NA,0.9359537584392097,0.52959197975213
56,0.3373427648919538,-0.18264134953142985,NA,0.6621262573862072,-0.07792237336859209,0.277271649037381,0.03628263070091364,-0.35735369704465647,NA,0.6714719991156333,0.4337067625578861
57,0.04016953330048878,-0.35035788118573663,NA,0.3722568258406458,-0.06965956821937525,0.19575913874765405,-0.29572992228225736,-1.0552327125497118,NA,0.45513554086604024,0.333438507558121
58,-0.21894102780457914,-1.3196974270190651,NA,0.06452562000599116,-0.06610949876856509,0.11834070138718644,-0.47061167159715467,-1.2584463866984539,NA,0.27668074065743653,0.23353587896436778
59,-0.4358854584667533,-0.04004052509618106,NA,-0.26506711099880853,-0.057535413748180275,0.04441411588387467,-0.5571822677589093,-1.3431777053232175,NA,0.08483896228209709,0.13356112769538342
60,-0.5905723316912557,-0.23825399720868923,NA,-0.5401155098365642,-0.036914155964467454,-0.020939686467958296,-0.5888021223459408,-1.6704151078535254,NA,-0.07707857011567398,0.03968559791145054
61,-0.708059479094576,-0.5433476846424217,NA,-0.8475022061639947,-0.03172227930632232,-0.08029374361139041,-0.6086069743855873,-1.4768443237647837,NA,-0.23783446108355655,-0.04996139117896803
62,-0.7854006338725767,-0.6237571251609069,NA,-1.1121680192810715,-0.023866802094191897,-0.13145426502398827,-0.5960735931274215,-1.810822526262589,NA,-0.396680317443316,-0.13815156298599973
63,-0.8298265271573513,-0.5746035291123288,NA,-1.2346718976033078,-0.0031362444120173194,-0.1744708014280043,-0.5752706078869547,-1.9491587088459195,NA,-0.49052298203487865,-0.21371983687683738
64,-0.8486560321699894,0.1743795421577552,NA,-1.3201653039459647,0.0061183748916793235,-0.21256946251501496,-0.5596794896439938,-2.183235955433794,NA,-0.6124907072144836,-0.28062928261679687
65,-0.8463065028295382,0.4617127183661456,NA,-1.5128446341946855,0.016748507251628908,-0.24411545457826378,-0.5921523678859799,-2.229896337629734,NA,-0.7026355907494661,-0.34693522538521293
66,-0.8441412158197519,-0.0908435606717557,NA,-1.6794050620347694,0.03683171515891104,-0.2703620853914064,-0.546918772049267,-1.7982711067582091,NA,-0.7594044248903096,-0.3955791539302922
67,-0.8483874113810081,-0.04000227906542442,NA,-1.8637002259111295,0.04275821407962077,-0.29349065319610723,-0.6115589304265843,-1.079895848647638,NA,-0.8129646008372635,-0.44090268420059076
68,-0.8433926963964069,-0.12176796809350598,NA,-1.900498077623789,0.05307022427004071,-0.3109794785990534,-0.583801707139818,-0.8329854992287213,NA,-0.8467775777694531,-0.47622301080996365
69,-0.8438534124092065,-0.05791759884973935,NA,-1.3050830658413606,0.050432587567600606,-0.3264688676375176,-0.597000932258851,-0.29834320219853083,NA,-0.876949962577541,-0.4996092419335092
70,-0.8493309176152337,-0.14308313553675234,NA,-0.5797136817638577,0.05742522856079013,-0.33633710600934563,-0.5603466536581259,-0.47947280958594796,NA,-0.9093080102216646,-0.5227608235763164
71,-0.8395904820310669,0.1374427139429244,NA,0.40041454881086835,0.07165325175387771,-0.34199437178094527,-0.5450470524407365,-0.25943834076223027,NA,-0.9252159228675918,-0.5332683105933356
72,-0.8320526069048242,0.08225508487600663,NA,0.5482293028153791,0.07446466802339025,-0.34973062262261934,-0.5680747215635957,-0.55469708745159,NA,-0.9488263715470584,-0.5304190756217437
73,-0.8270643606686967,0.14648062968092468,NA,0.38900913989553665,0.08039563863747112,-0.3574635318039405,-0.6040321652071601,-0.575170216813305,NA,-0.9581887292103097,-0.5353831003658058
74,-0.8205254104407746,-0.08377760523060473,NA,0.15073356869727128,0.09028998112626319,-0.36497036587867626,-0.5960628580928802,-0.7831951700754711,NA,-0.9738418615214659,-0.535566646972157
75,-0.8246987054786903,0.05137672176947916,NA,-0.19312096566200587,0.08111471648808077,-0.37911641752632796,-0.5672075848011104,-1.1587422068498903,NA,-0.9918808013044771,-0.5498950030127219
76,-0.8217347446485732,-4.5872787082323896e-4,NA,-0.4598976390338496,0.08922671479990996,-0.3875076927306118,-0.6039685249338156,-1.1623993425083263,NA,-0.989482787340588,-0.5564333501109964
77,-0.8252558538421759,-0.1784214952595935,NA,-0.72585711552059,0.07910738633752068,-0.38996838939776524,-0.6182525654992546,-1.0162873322160593,NA,-0.9781329989744769,-0.5567835483342911
78,-0.8172753733760239,-0.060520288534704036,NA,-0.9200569554033908,0.0842304589580678,-0.38390274825028037,-0.5699240591286081,-0.6929001235110253,NA,-0.9914606153565142,-0.5689560152877711
79,-0.815829290217744,-0.07929174124734573,NA,-1.0931599386857478,0.08838429336381104,-0.3787492086173003,-0.5926089400353369,-0.7785046933813682,NA,-0.9895586296178571,-0.570944153441058
80,-0.8006320670449227,0.03126565827045091,NA,-1.2383134519058707,0.08116787973204964,-0.378828630767579,-0.5914228565864299,-0.7097300398812809,NA,-0.9803376735004132,-0.5823884188909467
81,-0.5737757618480792,-0.08668152350736413,NA,-1.038392996545543,0.08655550319609517,-0.3250901210364585,-0.23953599591775365,-0.3299654180137832,NA,-0.8337329098075976,-0.5199163493217362
82,-0.3656039487384568,0.687362777413604,NA,-0.6509846970850361,0.08629406061872302,-0.2732301912740276,-0.06057639311097773,-0.1361588951038204,NA,-0.7022096334365617,-0.44857093752177235
83,-0.19899081671435326,0.4957216006621916,NA,-0.13426143391695078,0.08541369411081945,-0.2256938832931077,0.047943460003716964,0.37025813051176115,NA,-0.5864802613479014,-0.38238284855530225
84,-0.05643459054175892,0.19711070348605908,NA,0.7915715127478258,0.0925581244560032,-0.17521723780351373,0.09646219899338249,0.37753656209237896,NA,-0.4677551003035436,-0.31624647992830646
85,0.05038897738470993,0.031493212333494114,NA,0.8162165159809973,0.08357706954483568,-0.13386032409307447,0.13007689501995046,0.5636080063538902,NA,-0.37047706934206026,-0.25675959314737895
86,0.1346401793709333,0.018957542830269958,NA,0.8303412450868137,0.0708454486265584,-0.0987769396529572,0.14930837129439567,0.5756747886627327,NA,-0.26779753187218525,-0.2000162813228954
87,0.20028198191019797,0.19661538815682,NA,0.7548873600616073,0.0760641021371331,-0.0679890516081656,0.16939250252866778,0.5383321986151355,NA,-0.19025514634934915,-0.14005302515038665
88,0.2546381230739776,-0.22664591992895744,NA,0.6657943108944195,0.06257926538763137,-0.043614595658469923,0.19021723478469,0.4544175912260595,NA,-0.12645909997410598,-0.08892016899698518
89,0.28957154224271164,-0.2080933454579359,NA,0.6770767660848573,0.06272854960146468,-0.029468457993134578,0.1954982082464891,0.23357638957212323,NA,-0.05089286400603754,-0.04866478153152798
90,0.2914329898015211,0.12232025507409894,NA,0.9377931415217162,0.05324218230128608,-0.016298434241790005,0.21278773729449085,0.16171288069750567,NA,0.006209110297923814,-0.004342544491137801
91,0.3076285646187493,0.36456916776761084,NA,0.8896422617930977,0.05271621360831702,0.007102669284225982,0.18863956456987374,0.23297476016505314,NA,0.049028216421509896,0.0378977031602048
92,0.3466243918292129,0.10465627975049685,NA,0.8904734166941157,0.0685379380555382,0.03317730008395614,0.17773333554437443,0.29427913188854227,NA,0.08499854145070529,0.07648538179936182
93,0.3391076061952063,-0.43993196239929055,NA,0.7752436358654222,0.051568182942338225,0.0508998020316902,0.20247944366739112,0.6144229919879614,NA,0.11661220720699816,0.10613043681766499
94,0.32402404741597124,0.4198897702006015,NA,0.6960514002887166,0.040653537712639576,0.06013801770453142,0.21747404185333608,0.8648936557240159,NA,0.14157581300446864,0.12244196330705748
95,0.32717096646989674,0.04935571760133506,NA,0.6104331975647472,0.03911669730483247,0.07083385834550526,0.19462732604369393,1.2773640784917344,NA,0.16879741884839916,0.14641878482170512
