"","Blue_whiting","Capelin","Green_halibut","Haddock","Long_rough_dab","North_atl_cod","Norwegian_ssh","Polar_cod","Redfish","Saithe"
"psi",21.6775431709054,6.67853793617798,74.3426139849009,40.178026713871,9.47710906549348,55.2354168266248,17.0052394653257,16.97042958483,16.6278697506298,27.9549507011557
"kappa",0.357663559816895,1.05374434358687,0.259429409348494,0.2756971502569,0.541604477691689,0.24531660199091,0.261565854021832,0.157521389736203,0.172488425176944,0.485587125441257
"Linf",NA,16.576987890049,194.676945366047,84.0481281522658,73.8466990573064,104.32492753584,30.4824752217105,23.5029722492556,27.0484047286629,376.413649996721
"K",NA,1.50751060334457,0.0800291690005079,0.208988528982631,0.0519945427261956,0.212407899535708,0.499535856162043,0.523778928038028,0.238520306106405,0.0184364609826167
"growthType",2,4,4,4,4,4,4,4,4,4
