Year Quarter Predator.no Predator.age Prey.no Prey.age Part.M2
1974 2 1 7 3 1 0.0154244
1974 2 1 7 3 2 0.0111462
1974 2 1 7 3 3 0.00942425
1974 2 1 7 3 4 0.00850716
1974 2 1 7 3 5 0.00850716
1974 2 1 7 3 6 0.00772982
1974 2 1 7 3 7 0.00810297
1974 2 1 8 2 1 0.00849519
1974 2 1 8 2 2 0.00551467
1974 2 1 8 2 3 0.00418996
1974 2 1 8 2 4 0.00364025
1974 2 1 8 2 5 0.00331543
1974 2 1 8 2 6 0.00386062
1974 2 1 8 2 7 0.00343953
1974 2 1 8 2 8 0.00245369
1974 2 1 8 3 1 0.0222859
1974 2 1 8 3 2 0.0183281
1974 2 1 8 3 3 0.0162559
1974 2 1 8 3 4 0.0150618
1974 2 1 8 3 5 0.0150618
1974 2 1 8 3 6 0.0140014
1974 2 1 8 3 7 0.014516
1974 2 1 9 2 1 0.00434841
1974 2 1 9 2 2 0.00321954
1974 2 1 9 2 3 0.00262165
1974 2 1 9 2 4 0.00235324
1974 2 1 9 2 5 0.00218833
1974 2 1 9 2 6 0.00246239
1974 2 1 9 2 7 0.00225192
1974 2 1 9 2 8 0.00172492
1974 2 1 9 3 1 0.00820404
1974 2 1 9 3 2 0.00797128
1974 2 1 9 3 3 0.00751968
1974 2 1 9 3 4 0.00720563
1974 2 1 9 3 5 0.00720563
1974 2 1 9 3 6 0.00689828
1974 2 1 9 3 7 0.00705063
1974 2 1 10 2 1 0.00173207
1974 2 1 10 2 2 0.00143243
1974 2 1 10 2 3 0.00123641
1974 2 1 10 2 4 0.00114071
1974 2 1 10 2 5 0.00107951
1974 2 1 10 2 6 0.00118021
1974 2 1 10 2 7 0.00110333
1974 2 1 10 2 8 0.000897241
1974 2 1 10 3 1 0.00247651
1974 2 1 10 3 2 0.00276855
1974 2 1 10 3 3 0.00275073
1974 2 1 10 3 4 0.00271149
1974 2 1 10 3 5 0.00271149
1974 2 1 10 3 6 0.00266086
1974 2 1 10 3 7 0.00268723
1974 2 1 11 2 1 0.000775084
1974 2 1 11 2 2 0.000720949
1974 2 1 11 2 3 0.000662042
1974 2 1 11 2 4 0.000628871
1974 2 1 11 2 5 0.000606301
1974 2 1 11 2 6 0.000642882
1974 2 1 11 2 7 0.000615207
1974 2 1 11 2 8 0.000533136
1974 2 1 11 3 1 0.000825427
1974 2 1 11 3 2 0.00107105
1974 2 1 11 3 3 0.00112444
1974 2 1 11 3 4 0.00114222
1974 2 1 11 3 5 0.00114222
1974 2 1 11 3 6 0.00115075
1974 2 1 11 3 7 0.00114745
1974 3 1 2 3 0 0.00559135
1974 3 1 3 2 0 0.0070423
1974 3 1 3 3 0 0.0206593
1974 3 1 3 3 1 0.00727528
1974 3 1 3 3 2 0.002907
1974 3 1 4 2 0 0.0242828
1974 3 1 4 2 1 0.0042236
1974 3 1 4 3 0 0.0460836
1974 3 1 4 3 1 0.0212841
1974 3 1 4 3 2 0.010227
1974 3 1 4 3 3 0.00688292
1974 3 1 4 3 4 0.00630991
1974 3 1 4 3 5 0.00630991
1974 3 1 4 3 6 0.00580694
1974 3 1 4 3 7 0.00630991
1974 3 1 5 2 0 0.0210371
1974 3 1 5 2 1 0.00489523
1974 3 1 5 2 2 0.00338998
1974 3 1 5 2 3 0.00297713
1974 3 1 5 2 4 0.00271484
1974 3 1 5 2 5 0.00199751
1974 3 1 5 3 0 0.0274542
1974 3 1 5 3 1 0.0160094
1974 3 1 5 3 2 0.00901427
1974 3 1 5 3 3 0.00652857
1974 3 1 5 3 4 0.00607713
1974 3 1 5 3 5 0.00607713
1974 3 1 5 3 6 0.00567349
1974 3 1 5 3 7 0.00607713
1974 3 1 6 2 0 0.0452791
1974 3 1 6 2 1 0.0133081
1974 3 1 6 2 2 0.00966627
1974 3 1 6 2 3 0.00862741
1974 3 1 6 2 4 0.00795657
1974 3 1 6 2 5 0.00607139
1974 3 1 6 2 6 0.00543105
1974 3 1 6 2 7 0.00543105
1974 3 1 6 2 8 0.00343286
1974 3 1 6 3 0 0.0437544
1974 3 1 6 3 1 0.0307639
1974 3 1 6 3 2 0.0196724
1974 3 1 6 3 3 0.0151117
1974 3 1 6 3 4 0.0142401
1974 3 1 6 3 5 0.0142401
1974 3 1 6 3 6 0.0134482
1974 3 1 6 3 7 0.0142401
1974 3 1 7 2 0 0.027125
1974 3 1 7 2 1 0.00978389
1974 3 1 7 2 2 0.00740997
1974 3 1 7 2 3 0.00670798
1974 3 1 7 2 4 0.00624787
1974 3 1 7 2 5 0.00492224
1974 3 1 7 2 6 0.00445941
1974 3 1 7 2 7 0.00445941
1974 3 1 7 2 8 0.00296294
1974 3 1 7 3 0 0.0201414
1974 3 1 7 3 1 0.0166856
1974 3 1 7 3 2 0.0119289
1974 3 1 7 3 3 0.00964879
1974 3 1 7 3 4 0.00919048
1974 3 1 7 3 5 0.00919048
1974 3 1 7 3 6 0.00876737
1974 3 1 7 3 7 0.00919048
1974 3 1 8 2 0 0.0428122
1974 3 1 8 2 1 0.0193063
1974 3 1 8 2 2 0.0153043
1974 3 1 8 2 3 0.0140703
1974 3 1 8 2 4 0.0132473
1974 3 1 8 2 5 0.0108064
1974 3 1 8 2 6 0.009927
1974 3 1 8 2 7 0.009927
1974 3 1 8 2 8 0.0069647
1974 3 1 8 3 0 0.023851
1974 3 1 8 3 1 0.0236294
1974 3 1 8 3 2 0.0190788
1974 3 1 8 3 3 0.0163256
1974 3 1 8 3 4 0.0157334
1974 3 1 8 3 5 0.0157334
1974 3 1 8 3 6 0.0151751
1974 3 1 8 3 7 0.0157334
1974 3 1 9 2 0 0.0178073
1974 3 1 9 2 1 0.0107344
1974 3 1 9 2 2 0.00902893
1974 3 1 9 2 3 0.00846931
1974 3 1 9 2 4 0.00808649
1974 3 1 9 2 5 0.00690199
1974 3 1 9 2 6 0.00645556
1974 3 1 9 2 7 0.00645556
1974 3 1 9 2 8 0.00486115
1974 3 1 9 3 0 0.0068292
1974 3 1 9 3 1 0.00853665
1974 3 1 9 3 2 0.00807338
1974 3 1 9 3 3 0.00743272
1974 3 1 9 3 4 0.00727298
1974 3 1 9 3 5 0.00727298
1974 3 1 9 3 6 0.00711595
1974 3 1 9 3 7 0.00727298
1974 3 1 10 2 0 0.00578693
1974 3 1 10 2 1 0.00444663
1974 3 1 10 2 2 0.00393025
1974 3 1 10 2 3 0.00374911
1974 3 1 10 2 4 0.00362185
1974 3 1 10 2 5 0.00321058
1974 3 1 10 2 6 0.00304849
1974 3 1 10 2 7 0.00304849
1974 3 1 10 2 8 0.00243546
1974 3 1 10 3 0 0.0016241
1974 3 1 10 3 1 0.00246584
1974 3 1 10 3 2 0.00266169
1974 3 1 10 3 3 0.00260507
1974 3 1 10 3 4 0.00258174
1974 3 1 10 3 5 0.00258174
1974 3 1 10 3 6 0.00255638
1974 3 1 10 3 7 0.00258174
1974 3 1 11 2 0 0.0020646
1974 3 1 11 2 1 0.00205473
1974 3 1 11 2 2 0.00191465
1974 3 1 11 2 3 0.00185939
1974 3 1 11 2 4 0.00181886
1974 3 1 11 2 5 0.00167869
1974 3 1 11 2 6 0.00161974
1974 3 1 11 2 7 0.00161974
1974 3 1 11 2 8 0.00137823
1974 3 1 11 3 1 0.000775915
1974 3 1 11 3 2 0.000964285
1974 3 1 11 3 3 0.00100736
1974 3 1 11 3 4 0.00101198
1974 3 1 11 3 5 0.00101198
1974 3 1 11 3 6 0.00101489
1974 3 1 11 3 7 0.00101198
1974 4 1 3 2 0 0.0042432
1974 4 1 3 3 0 0.00427305
1974 4 1 3 3 1 0.00170417
1974 4 1 3 3 2 0.00124107
1974 4 1 4 2 0 0.0228953
1974 4 1 4 2 1 0.00464817
1974 4 1 4 3 0 0.0185913
1974 4 1 4 3 1 0.00902068
1974 4 1 4 3 2 0.0069743
1974 4 1 4 3 3 0.00573338
1974 4 1 4 3 4 0.00523693
1974 4 1 4 3 5 0.00523693
1974 4 1 4 3 6 0.00523693
1974 4 1 4 3 7 0.00523693
1974 4 1 5 2 0 0.0223294
1974 4 1 5 2 1 0.00586647
1974 4 1 5 2 2 0.00434148
1974 4 1 5 2 3 0.00291749
1974 4 1 5 2 4 0.0023874
1974 4 1 5 2 5 0.00226207
1974 4 1 5 2 6 0.00232349
1974 4 1 5 3 0 0.01523
1974 4 1 5 3 1 0.00866207
1974 4 1 5 3 2 0.00702964
1974 4 1 5 3 3 0.00598418
1974 4 1 5 3 4 0.00555209
1974 4 1 5 3 5 0.00555209
1974 4 1 5 3 6 0.00555209
1974 4 1 5 3 7 0.00555209
1974 4 1 6 2 0 0.0489684
1974 4 1 6 2 1 0.0159995
1974 4 1 6 2 2 0.0123288
1974 4 1 6 2 3 0.00871198
1974 4 1 6 2 4 0.00730362
1974 4 1 6 2 5 0.00696454
1974 4 1 6 2 6 0.00713102
1974 4 1 6 2 7 0.00594787
1974 4 1 6 2 8 0.00403984
1974 4 1 6 3 0 0.0288194
1974 4 1 6 3 1 0.0187479
1974 4 1 6 3 2 0.0158514
1974 4 1 6 3 3 0.0138983
1974 4 1 6 3 4 0.0130663
1974 4 1 6 3 5 0.0130663
1974 4 1 6 3 6 0.0130663
1974 4 1 6 3 7 0.0130663
1974 4 1 7 2 0 0.0324594
1974 4 1 7 2 1 0.0128173
1974 4 1 7 2 2 0.0102297
1974 4 1 7 2 3 0.00755121
1974 4 1 7 2 4 0.00646495
1974 4 1 7 2 5 0.00619909
1974 4 1 7 2 6 0.00632985
1974 4 1 7 2 7 0.00539073
1974 4 1 7 2 8 0.00381976
1974 4 1 7 3 0 0.0168059
1974 4 1 7 3 1 0.0122863
1974 4 1 7 3 2 0.0107647
1974 4 1 7 3 3 0.00968355
1974 4 1 7 3 4 0.00920897
1974 4 1 7 3 5 0.00920897
1974 4 1 7 3 6 0.00920897
1974 4 1 7 3 7 0.00920897
1974 4 1 8 2 0 0.0550502
1974 4 1 8 2 1 0.0267097
1974 4 1 8 2 2 0.0221471
1974 4 1 8 2 3 0.0171431
1974 4 1 8 2 4 0.0150163
1974 4 1 8 2 5 0.0144859
1974 4 1 8 2 6 0.0147473
1974 4 1 8 2 7 0.012847
1974 4 1 8 2 8 0.00953198
1974 4 1 8 3 0 0.0247952
1974 4 1 8 3 1 0.0205801
1974 4 1 8 3 2 0.0187433
1974 4 1 8 3 3 0.0173378
1974 4 1 8 3 4 0.0166952
1974 4 1 8 3 5 0.0166952
1974 4 1 8 3 6 0.0166952
1974 4 1 8 3 7 0.0166952
1974 4 1 9 2 0 0.0232382
1974 4 1 9 2 1 0.0147553
1974 4 1 9 2 2 0.0128604
1974 4 1 9 2 3 0.0105915
1974 4 1 9 2 4 0.00955853
1974 4 1 9 2 5 0.00929385
1974 4 1 9 2 6 0.00942465
1974 4 1 9 2 7 0.00845671
1974 4 1 9 2 8 0.00666338
1974 4 1 9 3 0 0.00872524
1974 4 1 9 3 1 0.00854769
1974 4 1 9 3 2 0.00818868
1974 4 1 9 3 3 0.00785566
1974 4 1 9 3 4 0.00768887
1974 4 1 9 3 5 0.00768887
1974 4 1 9 3 6 0.00768887
1974 4 1 9 3 7 0.00768887
1974 4 1 10 2 0 0.00770368
1974 4 1 10 2 1 0.00611835
1974 4 1 10 2 2 0.00555852
1974 4 1 10 2 3 0.00482014
1974 4 1 10 2 4 0.00445941
1974 4 1 10 2 5 0.00436443
1974 4 1 10 2 6 0.0044115
1974 4 1 10 2 7 0.00405703
1974 4 1 10 2 8 0.00336064
1974 4 1 10 3 0 0.00248616
1974 4 1 10 3 1 0.00279568
1974 4 1 10 3 2 0.00279335
1974 4 1 10 3 3 0.0027622
1974 4 1 10 3 4 0.00274047
1974 4 1 10 3 5 0.00274047
1974 4 1 10 3 6 0.00274047
1974 4 1 10 3 7 0.00274047
1974 4 1 11 2 0 0.00272328
1974 4 1 11 2 1 0.00274801
1974 4 1 11 2 2 0.00260988
1974 4 1 11 2 3 0.0023916
1974 4 1 11 2 4 0.00227218
1974 4 1 11 2 5 0.00223944
1974 4 1 11 2 6 0.00225573
1974 4 1 11 2 7 0.00212982
1974 4 1 11 2 8 0.00186122
1974 4 1 11 3 0 0.000747444
1974 4 1 11 3 1 0.000974125
1974 4 1 11 3 2 0.00101813
1974 4 1 11 3 3 0.00103995
1974 4 1 11 3 4 0.00104686
1974 4 1 11 3 5 0.00104686
1974 4 1 11 3 6 0.00104686
1974 4 1 11 3 7 0.00104686
1975 1 1 2 3 1 0.00931546
1975 1 1 3 2 1 0.006153
1975 1 1 3 3 1 0.0134916
1975 1 1 3 3 2 0.00400686
1975 1 1 3 3 3 0.00304331
1975 1 1 4 2 1 0.0211297
1975 1 1 4 2 2 0.00682093
1975 1 1 4 3 1 0.0316894
1975 1 1 4 3 2 0.0125194
1975 1 1 4 3 3 0.0100536
1975 1 1 4 3 4 0.00827111
1975 1 1 4 3 5 0.00827111
1975 1 1 4 3 6 0.00755752
1975 1 1 4 3 7 0.00827111
1975 1 1 5 2 1 0.0249364
1975 1 1 5 2 2 0.00959602
1975 1 1 5 2 3 0.00486515
1975 1 1 5 2 4 0.00342359
1975 1 1 5 2 5 0.00300446
1975 1 1 5 2 6 0.00292975
1975 1 1 5 3 1 0.0283591
1975 1 1 5 3 2 0.0137924
1975 1 1 5 3 3 0.0115345
1975 1 1 5 3 4 0.00982071
1975 1 1 5 3 5 0.00982071
1975 1 1 5 3 6 0.00911228
1975 1 1 5 3 7 0.00982071
1975 1 1 6 2 1 0.0351145
1975 1 1 6 2 2 0.0156937
1975 1 1 6 2 3 0.00869798
1975 1 1 6 2 4 0.00638515
1975 1 1 6 2 5 0.00568912
1975 1 1 6 2 6 0.00556372
1975 1 1 6 2 7 0.00489192
1975 1 1 6 2 8 0.00287883
1975 1 1 6 3 1 0.0315515
1975 1 1 6 3 2 0.0183165
1975 1 1 6 3 3 0.0158566
1975 1 1 6 3 4 0.0139009
1975 1 1 6 3 5 0.0139009
1975 1 1 6 3 6 0.0130679
1975 1 1 6 3 7 0.0139009
1975 1 1 7 2 1 0.0235754
1975 1 1 7 2 2 0.0120281
1975 1 1 7 2 3 0.00721316
1975 1 1 7 2 4 0.00549707
1975 1 1 7 2 5 0.00496404
1975 1 1 7 2 6 0.00486707
1975 1 1 7 2 7 0.0043423
1975 1 1 7 2 8 0.00270539
1975 1 1 7 3 1 0.0171968
1975 1 1 7 3 2 0.0116761
1975 1 1 7 3 3 0.0104218
1975 1 1 7 3 4 0.00937569
1975 1 1 7 3 5 0.00937569
1975 1 1 7 3 6 0.00891645
1975 1 1 7 3 7 0.00937569
1975 1 1 8 2 1 0.0441136
1975 1 1 8 2 2 0.0259851
1975 1 1 8 2 3 0.016975
1975 1 1 8 2 4 0.0134728
1975 1 1 8 2 5 0.012345
1975 1 1 8 2 6 0.0121375
1975 1 1 8 2 7 0.0110017
1975 1 1 8 2 8 0.00729226
1975 1 1 8 3 1 0.0256613
1975 1 1 8 3 2 0.0206522
1975 1 1 8 3 3 0.0190558
1975 1 1 8 3 4 0.0176309
1975 1 1 8 3 5 0.0176309
1975 1 1 8 3 6 0.0169792
1975 1 1 8 3 7 0.0176309
1975 1 1 9 2 1 0.0196132
1975 1 1 9 2 2 0.0139064
1975 1 1 9 2 3 0.0101446
1975 1 1 9 2 4 0.00848478
1975 1 1 9 2 5 0.00792203
1975 1 1 9 2 6 0.00781688
1975 1 1 9 2 7 0.00723166
1975 1 1 9 2 8 0.00519194
1975 1 1 9 3 1 0.00852062
1975 1 1 9 3 2 0.00853906
1975 1 1 9 3 3 0.00822367
1975 1 1 9 3 4 0.00788923
1975 1 1 9 3 5 0.00788923
1975 1 1 9 3 6 0.00772173
1975 1 1 9 3 7 0.00788923
1975 1 1 10 2 1 0.00677254
1975 1 1 10 2 2 0.00560774
1975 1 1 10 2 3 0.00448661
1975 1 1 10 2 4 0.00392073
1975 1 1 10 2 5 0.00371872
1975 1 1 10 2 6 0.00368039
1975 1 1 10 2 7 0.00346357
1975 1 1 10 2 8 0.00265854
1975 1 1 10 3 1 0.00230455
1975 1 1 10 3 2 0.00277478
1975 1 1 10 3 3 0.00276977
1975 1 1 10 3 4 0.00273884
1975 1 1 10 3 5 0.00273884
1975 1 1 10 3 6 0.00271728
1975 1 1 10 3 7 0.00273884
1975 1 1 11 2 1 0.00247
1975 1 1 11 2 2 0.00241425
1975 1 1 11 2 3 0.0021321
1975 1 1 11 2 4 0.00195263
1975 1 1 11 2 5 0.00188344
1975 1 1 11 2 6 0.00187002
1975 1 1 11 2 7 0.00179233
1975 1 1 11 2 8 0.00147767
1975 1 1 11 3 1 0.000647261
1975 1 1 11 3 2 0.000948326
1975 1 1 11 3 3 0.000983586
1975 1 1 11 3 4 0.00100463
1975 1 1 11 3 5 0.00100463
1975 1 1 11 3 6 0.00101127
1975 1 1 11 3 7 0.00100463
1975 2 1 2 3 1 0.00878261
1975 2 1 3 3 1 0.0268897
1975 2 1 3 3 2 0.0102889
1975 2 1 4 2 1 0.00519216
1975 2 1 4 2 2 0.00218341
1975 2 1 4 3 1 0.0408588
1975 2 1 4 3 2 0.0191797
1975 2 1 4 3 3 0.0138782
1975 2 1 4 3 4 0.0115076
1975 2 1 4 3 5 0.0115076
1975 2 1 4 3 6 0.00970744
1975 2 1 4 3 7 0.0105489
1975 2 1 5 2 1 0.006135
1975 2 1 5 2 2 0.0029491
1975 2 1 5 2 3 0.00191271
1975 2 1 5 2 4 0.00154242
1975 2 1 5 2 5 0.00133957
1975 2 1 5 2 6 0.00168676
1975 2 1 5 2 7 0.00141568
1975 2 1 5 3 1 0.0344345
1975 2 1 5 3 2 0.0192026
1975 2 1 5 3 3 0.014794
1975 2 1 5 3 4 0.0126937
1975 2 1 5 3 5 0.0126937
1975 2 1 5 3 6 0.0110332
1975 2 1 5 3 7 0.0118171
1975 2 1 6 2 1 0.00894273
1975 2 1 6 2 2 0.00477822
1975 2 1 6 2 3 0.00327655
1975 2 1 6 2 4 0.00271245
1975 2 1 6 2 5 0.00239547
1975 2 1 6 2 6 0.00293442
1975 2 1 6 2 7 0.00251513
1975 2 1 6 2 8 0.00162161
1975 2 1 6 3 1 0.0384266
1975 2 1 6 3 2 0.024555
1975 2 1 6 3 3 0.0198789
1975 2 1 6 3 4 0.0175242
1975 2 1 6 3 5 0.0175242
1975 2 1 6 3 6 0.0155963
1975 2 1 6 3 7 0.0165142
1975 2 1 7 2 1 0.00654739
1975 2 1 7 2 2 0.00384081
1975 2 1 7 2 3 0.00276656
1975 2 1 7 2 4 0.00234395
1975 2 1 7 2 5 0.00210084
1975 2 1 7 2 6 0.00251169
1975 2 1 7 2 7 0.00219313
1975 2 1 7 2 8 0.00148659
1975 2 1 7 3 1 0.0222206
1975 2 1 7 3 2 0.016014
1975 2 1 7 3 3 0.0135447
1975 2 1 7 3 4 0.0122289
1975 2 1 7 3 5 0.0122289
1975 2 1 7 3 6 0.0111132
1975 2 1 7 3 7 0.0116488
1975 2 1 8 2 1 0.0142444
1975 2 1 8 2 2 0.00926261
1975 2 1 8 2 3 0.00704395
1975 2 1 8 2 4 0.00612241
1975 2 1 8 2 5 0.0055776
1975 2 1 8 2 6 0.00649189
1975 2 1 8 2 7 0.00578578
1975 2 1 8 2 8 0.00414447
1975 2 1 8 3 1 0.0372657
1975 2 1 8 3 2 0.0306667
1975 2 1 8 3 3 0.0272212
1975 2 1 8 3 4 0.0252328
1975 2 1 8 3 5 0.0252328
1975 2 1 8 3 6 0.0234652
1975 2 1 8 3 7 0.0243231
1975 2 1 9 2 1 0.00766935
1975 2 1 9 2 2 0.0056805
1975 2 1 9 2 3 0.00462651
1975 2 1 9 2 4 0.00415324
1975 2 1 9 2 5 0.00386241
1975 2 1 9 2 6 0.00434571
1975 2 1 9 2 7 0.00397455
1975 2 1 9 2 8 0.00305283
1975 2 1 9 3 1 0.0144404
1975 2 1 9 3 2 0.0140524
1975 2 1 9 3 3 0.0132587
1975 2 1 9 3 4 0.0127062
1975 2 1 9 3 5 0.0127062
1975 2 1 9 3 6 0.0121652
1975 2 1 9 3 7 0.0124334
1975 2 1 10 2 1 0.00300339
1975 2 1 10 2 2 0.00248335
1975 2 1 10 2 3 0.0021433
1975 2 1 10 2 4 0.00197731
1975 2 1 10 2 5 0.00187115
1975 2 1 10 2 6 0.00204581
1975 2 1 10 2 7 0.00191247
1975 2 1 10 2 8 0.00155822
1975 2 1 10 3 1 0.00428226
1975 2 1 10 3 2 0.00480179
1975 2 1 10 3 3 0.00477046
1975 2 1 10 3 4 0.00470216
1975 2 1 10 3 5 0.00470216
1975 2 1 10 3 6 0.00461417
1975 2 1 10 3 7 0.00465999
1975 2 1 11 2 1 0.00124755
1975 2 1 11 2 2 0.00115995
1975 2 1 11 2 3 0.00106494
1975 2 1 11 2 4 0.00101148
1975 2 1 11 2 5 0.00097512
1975 2 1 11 2 6 0.00103406
1975 2 1 11 2 7 0.000989469
1975 2 1 11 2 8 0.000858521
1975 2 1 11 3 1 0.00132245
1975 2 1 11 3 2 0.00172478
1975 2 1 11 3 3 0.00181043
1975 2 1 11 3 4 0.00183886
1975 2 1 11 3 5 0.00183886
1975 2 1 11 3 6 0.00185243
1975 2 1 11 3 7 0.00184719
1975 3 1 2 3 0 0.00352608
1975 3 1 3 2 0 0.00455612
1975 3 1 3 3 0 0.01216
1975 3 1 3 3 1 0.00409122
1975 3 1 3 3 2 0.00178689
1975 3 1 4 2 0 0.0146181
1975 3 1 4 2 1 0.00243262
