Species.n Year Quarter Age N west consum size
1 1986 4 8 92539 0.965726 0.731 433
1 1986 4 9 38415 1.82885 1.176 533
1 1986 4 10 16461 3.09191 1.743 633
1 1986 4 11 8577 5.66169 2.655 761
1 1987 1 1 370789 0.003646 0.004 50
1 1987 1 2 1.14024e+06 0.021199 0.032 119
1 1987 1 3 382953 0.055521 0.071 168
1 1987 1 4 420653 0.124291 0.131 220
1 1987 1 5 224980 0.225204 0.208 269
1 1987 1 6 184083 0.369755 0.245 316
1 1987 1 7 65960 0.5871 0.349 369
1 1987 1 8 86745 0.963571 0.5 432
1 1987 1 9 33458 1.8234 0.809 533
1 1987 1 10 13784 3.0905 1.198 633
1 1987 1 11 7252 5.67979 1.831 762
1 1987 2 1 109767 0.003646 0.004 50
1 1987 2 2 630616 0.023488 0.03 124
1 1987 2 3 469744 0.056294 0.061 169
1 1987 2 4 396338 0.120657 0.109 218
1 1987 2 5 202609 0.226528 0.179 270
1 1987 2 6 201897 0.371565 0.179 317
1 1987 2 7 70113 0.585613 0.254 369
1 1987 2 8 80962 0.958269 0.364 432
1 1987 2 9 28347 1.81455 0.586 532
1 1987 2 10 10807 3.08612 0.871 633
1 1987 2 11 5622 5.69025 1.331 762
1 1987 3 0 -1 -1 0 -1
1 1987 3 1 1.939e+06 0.003646 0.004 50
1 1987 3 2 287158 0.024526 0.034 126
1 1987 3 3 359523 0.057602 0.067 170
1 1987 3 4 426921 0.120187 0.118 217
1 1987 3 5 184400 0.226179 0.192 269
1 1987 3 6 202648 0.375127 0.339 318
1 1987 3 7 80988 0.585933 0.476 369
1 1987 3 8 88344 0.951376 0.678 431
1 1987 3 9 28673 1.8104 1.098 532
1 1987 3 10 10391 3.08247 1.628 632
1 1987 3 11 5373 5.7047 2.504 763
1 1987 4 0 -1 -1 0 -1
1 1987 4 1 924068 0.003646 0.004 50
1 1987 4 2 607304 0.017234 0.025 111
1 1987 4 3 215836 0.058367 0.068 171
1 1987 4 4 380340 0.123155 0.12 219
1 1987 4 5 187190 0.225625 0.192 269
1 1987 4 6 195491 0.376079 0.361 318
1 1987 4 7 87271 0.587232 0.507 369
1 1987 4 8 101272 0.94907 0.72 430
1 1987 4 9 30911 1.80755 1.166 531
1 1987 4 10 10803 3.07877 1.736 632
1 1987 4 11 5537 5.71956 2.671 763
1 1988 1 1 231564 0.003646 0.004 50
1 1988 1 2 712793 0.021206 0.032 119
1 1988 1 3 242925 0.055602 0.071 168
1 1988 1 4 286346 0.125099 0.131 220
1 1988 1 5 175567 0.226266 0.208 269
1 1988 1 6 185124 0.375133 0.248 318
1 1988 1 7 82489 0.587888 0.349 369
1 1988 1 8 103171 0.951206 0.498 431
1 1988 1 9 29607 1.799 0.802 531
1 1988 1 10 9525 3.07174 1.194 632
1 1988 1 11 4699 5.72572 1.836 763
1 1988 2 1 68574 0.003646 0.004 50
1 1988 2 2 394142 0.023491 0.03 124
1 1988 2 3 294998 0.056319 0.061 169
1 1988 2 4 258862 0.121284 0.109 218
1 1988 2 5 145661 0.227161 0.179 270
1 1988 2 6 171999 0.375851 0.181 318
1 1988 2 7 76522 0.587749 0.254 369
1 1988 2 8 98878 0.955532 0.362 431
1 1988 2 9 28047 1.78877 0.581 530
1 1988 2 10 8004 3.06161 0.865 631
1 1988 2 11 3693 5.71835 1.335 763
1 1988 3 0 -1 -1 0 -1
1 1988 3 1 1.94379e+06 0.003646 0.004 50
1 1988 3 2 180283 0.024473 0.034 126
1 1988 3 3 225257 0.057613 0.067 170
1 1988 3 4 272195 0.120507 0.119 218
1 1988 3 5 125651 0.226668 0.194 270
1 1988 3 6 155960 0.378075 0.341 319
1 1988 3 7 75354 0.588046 0.476 369
1 1988 3 8 100760 0.959734 0.682 432
1 1988 3 9 30427 1.78715 1.084 529
1 1988 3 10 8113 3.05223 1.616 630
1 1988 3 11 3507 5.70874 2.504 763
1 1988 4 0 -1 -1 0 -1
1 1988 4 1 927742 0.003646 0.004 50
1 1988 4 2 565534 0.016563 0.025 110
1 1988 4 3 135990 0.058311 0.068 171
1 1988 4 4 240351 0.123311 0.12 219
1 1988 4 5 122712 0.225955 0.192 269
1 1988 4 6 140623 0.378359 0.364 319
1 1988 4 7 72496 0.588886 0.507 369
1 1988 4 8 104062 0.96394 0.728 432
1 1988 4 9 34061 1.79143 1.161 530
1 1988 4 10 8987 3.0442 1.724 630
1 1988 4 11 3635 5.69434 2.663 762
1 1989 1 1 231614 0.003646 0.004 50
1 1989 1 2 698788 0.021078 0.032 119
1 1989 1 3 201806 0.054869 0.071 168
1 1989 1 4 184459 0.124637 0.131 220
1 1989 1 5 113198 0.226458 0.21 270
1 1989 1 6 127196 0.37689 0.248 318
1 1989 1 7 63671 0.589229 0.349 369
1 1989 1 8 97025 0.968212 0.503 433
1 1989 1 9 33821 1.79541 0.798 530
1 1989 1 10 8953 3.03673 1.181 629
1 1989 1 11 3323 5.66505 1.825 761
1 1989 2 1 68255 0.003646 0.004 50
1 1989 2 2 388432 0.023438 0.03 124
1 1989 2 3 275548 0.056073 0.061 169
1 1989 2 4 193551 0.118843 0.108 217
1 1989 2 5 93171 0.227116 0.179 270
1 1989 2 6 112943 0.37688 0.181 318
1 1989 2 7 54376 0.588775 0.254 369
1 1989 2 8 83000 0.971164 0.366 433
1 1989 2 9 30290 1.79788 0.583 531
1 1989 2 10 8058 3.03127 0.859 629
1 1989 2 11 2718 5.61486 1.319 759
1 1989 3 0 -1 -1 0 -1
1 1989 3 1 1.43103e+06 0.003646 0.004 50
1 1989 3 2 176910 0.02448 0.034 126
1 1989 3 3 215937 0.057508 0.067 170
1 1989 3 4 233257 0.118815 0.118 217
1 1989 3 5 86034 0.225817 0.192 269
1 1989 3 6 100240 0.37823 0.341 319
1 1989 3 7 50274 0.588701 0.476 369
1 1989 3 8 76282 0.972725 0.689 434
1 1989 3 9 29456 1.8026 1.093 531
1 1989 3 10 8135 3.0311 1.61 629
1 1989 3 11 2587 5.56184 2.459 757
1 1989 4 0 -1 -1 0 -1
1 1989 4 1 682378 0.003646 0.004 50
1 1989 4 2 433874 0.016943 0.025 111
1 1989 4 3 130793 0.058292 0.068 171
1 1989 4 4 218407 0.122424 0.12 219
1 1989 4 5 95874 0.224939 0.192 269
1 1989 4 6 94411 0.376776 0.361 318
1 1989 4 7 47578 0.58923 0.507 369
1 1989 4 8 74983 0.974691 0.735 434
1 1989 4 9 30850 1.8096 1.171 532
1 1989 4 10 9127 3.03517 1.717 629
1 1989 4 11 2856 5.51656 2.607 755
1 1990 1 1 170699 0.003646 0.001 50
1 1990 1 2 520711 0.021148 0.014 119
1 1990 1 3 164644 0.055274 0.035 168
1 1990 1 4 169855 0.124464 0.073 220
1 1990 1 5 96484 0.225771 0.127 269
1 1990 1 6 92919 0.373874 0.175 318
1 1990 1 7 41653 0.588885 0.261 369
1 1990 1 8 65717 0.975493 0.406 434
1 1990 1 9 27683 1.81372 0.706 532
1 1990 1 10 8619 3.03913 1.117 630
1 1990 1 11 2666 5.46921 1.818 754
1 1990 2 1 50433 0.003646 0.001 50
1 1990 2 2 288572 0.023466 0.014 124
1 1990 2 3 210621 0.056203 0.033 169
1 1990 2 4 165648 0.120014 0.065 217
1 1990 2 5 83305 0.22678 0.117 270
1 1990 2 6 90759 0.374161 0.158 318
1 1990 2 7 37779 0.587625 0.237 369
1 1990 2 8 54678 0.97322 0.367 434
1 1990 2 9 22665 1.81441 0.639 532
1 1990 2 10 7236 3.04262 1.01 630
1 1990 2 11 2222 5.42133 1.633 752
1 1990 3 0 -1 -1 0 -1
1 1990 3 1 2.83402e+06 0.003646 0.001 50
1 1990 3 2 133420 0.024318 0.018 126
1 1990 3 3 162717 0.057562 0.041 170
1 1990 3 4 185854 0.119642 0.08 217
1 1990 3 5 75720 0.226068 0.143 269
1 1990 3 6 85657 0.37652 0.258 318
1 1990 3 7 38256 0.587419 0.386 369
1 1990 3 8 51790 0.9688 0.596 433
1 1990 3 9 21099 1.81647 1.042 532
1 1990 3 10 6983 3.04784 1.648 630
1 1990 3 11 2193 5.39212 2.655 751
1 1990 4 0 -1 -1 0 -1
1 1990 4 1 1.35428e+06 0.003646 0.001 50
1 1990 4 2 772332 0.015925 0.012 108
1 1990 4 3 100133 0.058117 0.042 171
1 1990 4 4 168610 0.122839 0.082 219
1 1990 4 5 79121 0.22535 0.143 269
1 1990 4 6 80831 0.376402 0.241 318
1 1990 4 7 38115 0.588173 0.361 369
1 1990 4 8 52456 0.965811 0.557 433
1 1990 4 9 20881 1.81892 0.975 532
1 1990 4 10 7206 3.0537 1.549 631
1 1990 4 11 2356 5.37873 2.475 750
1 1991 1 1 341768 0.003646 0.001 50
1 1991 1 2 1.00087e+06 0.020917 0.014 119
1 1991 1 3 239200 0.053958 0.035 167
1 1991 1 4 137909 0.122938 0.073 219
1 1991 1 5 75396 0.225972 0.127 269
1 1991 1 6 75751 0.374512 0.175 318
1 1991 1 7 33698 0.588266 0.261 369
1 1991 1 8 46778 0.963665 0.401 432
1 1991 1 9 17379 1.81551 0.706 532
1 1991 1 10 5964 3.05636 1.121 631
1 1991 1 11 1993 5.3681 1.792 750
1 1991 2 1 107997 0.003646 0.001 50
1 1991 2 2 584050 0.023221 0.014 123
1 1991 2 3 363967 0.05563 0.032 168
1 1991 2 4 183750 0.115152 0.062 214
1 1991 2 5 64602 0.226493 0.117 270
1 1991 2 6 69766 0.37448 0.158 318
1 1991 2 7 29416 0.587548 0.237 369
1 1991 2 8 39145 0.961835 0.363 432
1 1991 2 9 13404 1.80687 0.635 531
1 1991 2 10 4334 3.05543 1.015 631
1 1991 2 11 1449 5.35424 1.622 750
1 1991 3 0 -1 -1 0 -1
1 1991 3 1 3.38361e+06 0.003646 0.001 50
1 1991 3 2 284055 0.024254 0.018 125
1 1991 3 3 310160 0.057166 0.041 170
1 1991 3 4 266175 0.115998 0.078 215
1 1991 3 5 67398 0.224366 0.143 269
1 1991 3 6 65254 0.375727 0.258 318
1 1991 3 7 28611 0.587395 0.386 369
1 1991 3 8 37085 0.961121 0.592 432
1 1991 3 9 12482 1.80254 1.036 531
1 1991 3 10 3869 3.05462 1.655 631
1 1991 3 11 1305 5.35173 2.646 750
1 1991 4 0 -1 -1 0 -1
1 1991 4 1 1.61552e+06 0.003646 0.001 50
1 1991 4 2 978254 0.016485 0.013 110
1 1991 4 3 203934 0.057964 0.042 171
1 1991 4 4 281292 0.120234 0.081 218
1 1991 4 5 90559 0.223157 0.141 268
1 1991 4 6 66894 0.37285 0.239 317
1 1991 4 7 28454 0.587889 0.361 369
1 1991 4 8 37816 0.96145 0.554 432
1 1991 4 9 12931 1.80311 0.97 531
1 1991 4 10 3974 3.05408 1.549 631
1 1991 4 11 1361 5.35755 2.475 750
1 1992 1 1 401721 0.003646 0.001 50
1 1992 1 2 1.2146e+06 0.021079 0.014 119
1 1992 1 3 340630 0.054649 0.035 167
1 1992 1 4 248885 0.122285 0.073 219
1 1992 1 5 111067 0.224388 0.127 269
1 1992 1 6 80551 0.368426 0.172 316
1 1992 1 7 28203 0.587301 0.261 369
1 1992 1 8 37331 0.96224 0.401 432
1 1992 1 9 12811 1.8032 0.702 531
1 1992 1 10 3886 3.05159 1.117 630
1 1992 1 11 1329 5.3631 1.792 750
1 1992 2 1 116144 0.003646 0.001 50
1 1992 2 2 667593 0.023474 0.014 124
1 1992 2 3 478608 0.056071 0.033 169
1 1992 2 4 308599 0.117016 0.064 216
1 1992 2 5 112770 0.225657 0.116 269
1 1992 2 6 98800 0.369539 0.155 316
1 1992 2 7 31728 0.585411 0.237 369
1 1992 2 8 37077 0.959916 0.363 432
1 1992 2 9 12510 1.80224 0.635 531
1 1992 2 10 3728 3.04851 1.01 630
1 1992 2 11 1256 5.36605 1.622 750
1 1992 3 0 -1 -1 0 -1
1 1992 3 1 2.29768e+06 0.003646 0.001 50
1 1992 3 2 299335 0.024517 0.018 126
1 1992 3 3 371186 0.057545 0.041 170
1 1992 3 4 397551 0.118317 0.079 216
1 1992 3 5 124920 0.224463 0.143 269
1 1992 3 6 109497 0.372425 0.256 317
1 1992 3 7 39086 0.585226 0.386 369
1 1992 3 8 41100 0.951756 0.588 431
1 1992 3 9 13159 1.8031 1.036 531
1 1992 3 10 3934 3.04768 1.648 630
1 1992 3 11 1319 5.36977 2.646 750
1 1992 4 0 -1 -1 0 -1
1 1992 4 1 1.09535e+06 0.003646 0.001 50
1 1992 4 2 701200 0.017006 0.013 111
1 1992 4 3 221248 0.058334 0.042 171
1 1992 4 4 373766 0.122402 0.082 219
1 1992 4 5 155848 0.224252 0.143 269
1 1992 4 6 123294 0.371332 0.239 317
1 1992 4 7 45549 0.586163 0.361 369
1 1992 4 8 48685 0.945932 0.547 430
1 1992 4 9 14416 1.80357 0.97 531
1 1992 4 10 4363 3.04852 1.542 630
1 1992 4 11 1469 5.37438 2.484 751
1 1993 1 1 270963 0.003646 0.001 50
1 1993 1 2 836199 0.021196 0.014 119
1 1993 1 3 271416 0.055343 0.035 168
1 1993 1 4 289360 0.124688 0.073 220
1 1993 1 5 165841 0.225662 0.127 269
1 1993 1 6 145988 0.37059 0.173 317
1 1993 1 7 51409 0.586148 0.261 369
1 1993 1 8 56425 0.945973 0.396 430
1 1993 1 9 15587 1.79867 0.702 531
1 1993 1 10 4627 3.049 1.117 630
1 1993 1 11 1559 5.37554 1.799 751
1 1993 2 1 75620 0.003646 0.001 50
1 1993 2 2 446877 0.023598 0.014 124
1 1993 2 3 347452 0.056366 0.033 169
1 1993 2 4 288184 0.120162 0.065 217
1 1993 2 5 147231 0.226902 0.117 270
1 1993 2 6 160888 0.373543 0.157 317
1 1993 2 7 60809 0.585926 0.237 369
1 1993 2 8 66133 0.9472 0.358 430
1 1993 2 9 17830 1.79199 0.632 530
1 1993 2 10 5051 3.04885 1.01 630
1 1993 2 11 1704 5.37688 1.627 751
1 1993 3 0 -1 -1 0 -1
1 1993 3 1 1.92653e+06 0.003646 0.001 50
1 1993 3 2 194626 0.024577 0.018 126
1 1993 3 3 255638 0.057743 0.041 170
1 1993 3 4 319030 0.120353 0.081 218
1 1993 3 5 136238 0.226097 0.143 269
1 1993 3 6 155911 0.376795 0.258 318
1 1993 3 7 68796 0.586829 0.386 369
1 1993 3 8 77738 0.947397 0.585 430
1 1993 3 9 20862 1.78852 1.031 530
1 1993 3 10 5632 3.04645 1.648 630
1 1993 3 11 1892 5.37974 2.655 751
1 1993 4 0 -1 -1 0 -1
1 1993 4 1 919133 0.003646 0.001 50
1 1993 4 2 563812 0.016629 0.013 110
1 1993 4 3 146900 0.058443 0.042 171
1 1993 4 4 276110 0.123767 0.083 220
1 1993 4 5 142054 0.225661 0.143 269
1 1993 4 6 149447 0.376613 0.241 318
1 1993 4 7 70963 0.58812 0.361 369
1 1993 4 8 89410 0.951531 0.55 431
1 1993 4 9 24641 1.78734 0.965 530
1 1993 4 10 6415 3.04186 1.542 630
1 1993 4 11 2116 5.38198 2.484 751
1 1994 1 1 228280 0.00386 0.001 50
1 1994 1 2 692894 0.021434 0.014 119
1 1994 1 3 205396 0.054702 0.035 168
1 1994 1 4 204297 0.1223 0.074 221
1 1994 1 5 132375 0.21827 0.128 270
1 1994 1 6 145674 0.357692 0.175 318
1 1994 1 7 67614 0.554681 0.261 369
1 1994 1 8 93135 0.893314 0.401 432
1 1994 1 9 27306 1.64105 0.695 529
1 1994 1 10 6865 2.75587 1.112 629
1 1994 1 11 2178 4.81556 1.799 751
1 1994 2 1 65521 0.00386 0.001 50
1 1994 2 2 378786 0.023816 0.014 124
1 1994 2 3 278312 0.055858 0.033 169
1 1994 2 4 208549 0.116773 0.065 217
1 1994 2 5 108052 0.219046 0.117 270
1 1994 2 6 135611 0.358946 0.158 318
1 1994 2 7 63906 0.554476 0.237 369
1 1994 2 8 90226 0.898232 0.363 432
1 1994 2 9 28506 1.64142 0.629 529
1 1994 2 10 6953 2.74995 1.006 629
1 1994 2 11 2079 4.80213 1.622 750
1 1994 3 0 -1 -1 0 -1
1 1994 3 1 1.88181e+06 0.00386 0.001 50
1 1994 3 2 169535 0.024797 0.018 126
1 1994 3 3 212979 0.057246 0.041 170
1 1994 3 4 244482 0.116751 0.08 217
1 1994 3 5 98078 0.217891 0.143 269
1 1994 3 6 121216 0.360874 0.26 319
1 1994 3 7 62452 0.554866 0.386 369
1 1994 3 8 91218 0.901463 0.596 433
1 1994 3 9 31535 1.64671 1.031 530
1 1994 3 10 7892 2.74723 1.641 629
1 1994 3 11 2264 4.7885 2.636 749
1 1994 4 0 -1 -1 0 -1
1 1994 4 1 898129 0.00386 0.001 50
1 1994 4 2 544161 0.016861 0.013 110
1 1994 4 3 126605 0.057942 0.042 171
1 1994 4 4 221808 0.120121 0.082 219
1 1994 4 5 105235 0.217117 0.143 269
1 1994 4 6 111432 0.359758 0.243 319
1 1994 4 7 58818 0.555608 0.361 369
1 1994 4 8 92338 0.905153 0.561 434
1 1994 4 9 34816 1.65382 0.97 531
1 1994 4 10 9283 2.74787 1.535 629
1 1994 4 11 2607 4.77446 2.466 749
1 1995 1 1 223544 0.00386 0.001 50
1 1995 1 2 674982 0.021406 0.014 119
1 1995 1 3 192902 0.054526 0.035 167
1 1995 1 4 171818 0.121574 0.073 220
1 1995 1 5 102958 0.217911 0.127 269
1 1995 1 6 108591 0.357668 0.175 318
1 1995 1 7 52889 0.555581 0.261 369
1 1995 1 8 86959 0.909308 0.406 434
1 1995 1 9 35265 1.65937 0.702 531
1 1995 1 10 10012 2.75029 1.112 629
1 1995 1 11 2775 4.75556 1.779 748
1 1995 2 1 65030 0.00386 0.001 50
1 1995 2 2 372599 0.023777 0.014 124
1 1995 2 3 267309 0.055778 0.033 169
1 1995 2 4 186978 0.11595 0.065 217
1 1995 2 5 88277 0.218706 0.117 270
1 1995 2 6 104801 0.358266 0.158 318
1 1995 2 7 49294 0.554919 0.237 369
1 1995 2 8 79503 0.911823 0.37 435
1 1995 2 9 34304 1.66398 0.639 532
1 1995 2 10 10338 2.7544 1.006 629
1 1995 2 11 2875 4.73619 1.604 747
1 1995 3 0 -1 -1 0 -1
1 1995 3 1 1.40577e+06 0.00386 0.001 50
1 1995 3 2 168280 0.024804 0.018 126
1 1995 3 3 207944 0.057185 0.041 170
1 1995 3 4 228138 0.116197 0.08 217
1 1995 3 5 84069 0.21748 0.143 269
1 1995 3 6 97005 0.359929 0.26 319
1 1995 3 7 48402 0.554877 0.386 369
1 1995 3 8 76434 0.911872 0.603 435
1 1995 3 9 34717 1.66965 1.042 532
1 1995 3 10 11237 2.76037 1.648 630
1 1995 3 11 3223 4.72482 2.617 747
1 1995 4 0 -1 -1 0 -1
1 1995 4 1 670393 0.00386 0.001 50
1 1995 4 2 423554 0.017238 0.013 110
1 1995 4 3 124745 0.057936 0.042 171
1 1995 4 4 211576 0.119695 0.082 219
1 1995 4 5 93858 0.216707 0.143 269
1 1995 4 6 91336 0.358401 0.241 318
1 1995 4 7 45422 0.555296 0.361 369
1 1995 4 8 72574 0.9109 0.561 434
1 1995 4 9 33692 1.67469 0.98 533
1 1995 4 10 11683 2.76669 1.542 630
1 1995 4 11 3498 4.71961 2.448 747
1 1996 1 1 169676 0.00386 0.001 50
1 1996 1 2 511682 0.021431 0.014 119
1 1996 1 3 158992 0.054964 0.035 168
1 1996 1 4 164748 0.121553 0.073 220
1 1996 1 5 93981 0.217516 0.127 269
1 1996 1 6 90668 0.355988 0.175 318
1 1996 1 7 40478 0.55498 0.261 369
1 1996 1 8 63933 0.909844 0.406 434
1 1996 1 9 29235 1.6763 0.709 533
1 1996 1 10 10552 2.77159 1.121 631
1 1996 1 11 3274 4.71498 1.766 746
1 1996 2 1 53388 0.00386 0.001 50
1 1996 2 2 294808 0.023638 0.014 124
1 1996 2 3 202129 0.055747 0.033 169
1 1996 2 4 157021 0.117659 0.066 218
1 1996 2 5 81642 0.218445 0.117 270
1 1996 2 6 88688 0.356305 0.158 318
1 1996 2 7 37337 0.554047 0.237 369
1 1996 2 8 55061 0.907824 0.367 434
1 1996 2 9 24364 1.67524 0.642 533
1 1996 2 10 8920 2.77536 1.015 631
1 1996 2 11 2855 4.71239 1.598 746
1 1996 3 0 -1 -1 0 -1
1 1996 3 1 2.61449e+06 0.00386 0.001 50
1 1996 3 2 143507 0.024541 0.018 125
1 1996 3 3 164023 0.057017 0.041 170
1 1996 3 4 174192 0.116604 0.08 217
1 1996 3 5 72393 0.218041 0.143 269
1 1996 3 6 83388 0.358329 0.258 318
1 1996 3 7 37095 0.553762 0.386 369
1 1996 3 8 51393 0.904426 0.596 433
1 1996 3 9 22075 1.6747 1.047 533
1 1996 3 10 8187 2.77916 1.655 631
1 1996 3 11 2725 4.71682 2.617 747
1 1996 4 0 -1 -1 0 -1
1 1996 4 1 1.24929e+06 0.00386 0.001 50
1 1996 4 2 723685 0.016425 0.012 109
1 1996 4 3 106638 0.057619 0.042 171
1 1996 4 4 163996 0.119141 0.082 219
1 1996 4 5 72743 0.217146 0.143 269
1 1996 4 6 76428 0.358734 0.241 318
1 1996 4 7 36032 0.554237 0.361 369
1 1996 4 8 49447 0.900762 0.557 433
1 1996 4 9 20366 1.67437 0.98 533
1 1996 4 10 7628 2.78228 1.549 631
1 1996 4 11 2642 4.72595 2.448 747
1 1997 1 1 316180 0.003558 0.001 50
1 1997 1 2 928690 0.020096 0.014 119
1 1997 1 3 230436 0.051541 0.035 167
1 1997 1 4 140964 0.115676 0.073 219
1 1997 1 5 71941 0.212 0.127 269
1 1997 1 6 71910 0.350685 0.175 318
1 1997 1 7 32916 0.547757 0.261 369
1 1997 1 8 45787 0.89361 0.401 432
1 1997 1 9 17676 1.67665 0.709 533
1 1997 1 10 6514 2.8117 1.121 631
1 1997 1 11 2310 4.81854 1.773 747
1 1997 2 1 101214 0.003558 0.001 50
1 1997 2 2 545072 0.022251 0.014 123
1 1997 2 3 339795 0.052961 0.032 168
1 1997 2 4 180756 0.109508 0.063 215
1 1997 2 5 65401 0.212499 0.116 269
1 1997 2 6 68722 0.350176 0.158 318
1 1997 2 7 29922 0.547449 0.237 369
1 1997 2 8 41404 0.893302 0.363 432
1 1997 2 9 15129 1.67127 0.639 532
1 1997 2 10 5355 2.81102 1.015 631
1 1997 2 11 1919 4.82482 1.61 748
1 1997 3 0 -1 -1 0 -1
1 1997 3 1 2.67634e+06 0.003558 0.001 50
1 1997 3 2 267689 0.023252 0.018 125
1 1997 3 3 290317 0.054364 0.041 170
1 1997 3 4 251215 0.109908 0.078 215
1 1997 3 5 67653 0.210969 0.143 269
1 1997 3 6 65434 0.350839 0.258 318
1 1997 3 7 28658 0.547138 0.386 369
1 1997 3 8 38814 0.893432 0.592 432
1 1997 3 9 13864 1.66664 1.042 532
1 1997 3 10 4694 2.80966 1.655 631
1 1997 3 11 1693 4.8324 2.627 748
1 1997 4 0 -1 -1 0 -1
1 1997 4 1 1.27743e+06 0.003558 0.001 50
1 1997 4 2 793472 0.016073 0.013 110
1 1997 4 3 192365 0.055133 0.042 171
1 1997 4 4 263220 0.113546 0.08 217
1 1997 4 5 86110 0.20984 0.141 268
1 1997 4 6 65661 0.348625 0.239 317
1 1997 4 7 27576 0.547199 0.361 369
1 1997 4 8 36935 0.892548 0.554 432
1 1997 4 9 13026 1.66406 0.97 531
1 1997 4 10 4239 2.80727 1.549 631
1 1997 4 11 1528 4.84016 2.457 748
1 1998 1 1 322738 0.003558 0.001 50
1 1998 1 2 970907 0.020228 0.014 119
1 1998 1 3 285225 0.052273 0.035 168
1 1998 1 4 232043 0.115575 0.073 219
1 1998 1 5 102326 0.210726 0.127 269
1 1998 1 6 75174 0.345041 0.172 316
1 1998 1 7 26864 0.546717 0.261 369
1 1998 1 8 35047 0.891215 0.401 432
1 1998 1 9 12072 1.66207 0.702 531
1 1998 1 10 3768 2.80298 1.121 631
1 1998 1 11 1334 4.84442 1.779 748
1 1998 2 1 100912 0.003558 0.001 50
1 1998 2 2 558077 0.022363 0.014 124
1 1998 2 3 377764 0.05326 0.033 169
1 1998 2 4 256006 0.111787 0.064 216
1 1998 2 5 102980 0.211884 0.116 269
1 1998 2 6 88042 0.34527 0.155 316
1 1998 2 7 28583 0.545326 0.237 369
1 1998 2 8 33752 0.888541 0.363 432
1 1998 2 9 11218 1.66014 0.635 531
1 1998 2 10 3373 2.79812 1.01 630
1 1998 2 11 1159 4.8449 1.61 748
1 1998 3 0 -1 -1 0 -1
1 1998 3 1 2.74222e+06 0.003558 0.001 50
1 1998 3 2 268217 0.023333 0.018 126
1 1998 3 3 308056 0.054548 0.041 170
1 1998 3 4 309358 0.111723 0.079 216
1 1998 3 5 104500 0.211405 0.143 269
1 1998 3 6 95075 0.347669 0.256 317
1 1998 3 7 32842 0.54474 0.386 369
1 1998 3 8 34581 0.881907 0.588 431
1 1998 3 9 10741 1.6583 1.036 531
1 1998 3 10 3131 2.79391 1.648 630
1 1998 3 11 1040 4.84214 2.627 748
1 1998 4 0 -1 -1 0 -1
1 1998 4 1 1.30889e+06 0.003558 0.001 50
1 1998 4 2 808398 0.016032 0.013 110
1 1998 4 3 197500 0.055262 0.042 171
1 1998 4 4 299688 0.114767 0.081 218
1 1998 4 5 118354 0.210784 0.143 269
1 1998 4 6 98896 0.347918 0.239 317
1 1998 4 7 36290 0.545241 0.361 369
1 1998 4 8 36696 0.873871 0.544 429
1 1998 4 9 10142 1.65525 0.965 530
1 1998 4 10 2847 2.78982 1.542 630
1 1998 4 11 909 4.83482 2.457 748
1 1999 1 1 327681 0.003558 0.001 50
1 1999 1 2 991314 0.020245 0.014 119
1 1999 1 3 291758 0.052267 0.035 168
1 1999 1 4 249421 0.116428 0.073 219
1 1999 1 5 125788 0.211516 0.127 269
1 1999 1 6 106343 0.346606 0.173 317
1 1999 1 7 37678 0.545515 0.261 369
1 1999 1 8 38165 0.86887 0.394 429
1 1999 1 9 9009 1.64663 0.695 529
1 1999 1 10 2322 2.78343 1.112 629
1 1999 1 11 695 4.81774 1.773 747
1 1999 2 1 97934 0.003558 0.001 50
1 1999 2 2 554935 0.022455 0.014 124
1 1999 2 3 391906 0.053351 0.033 169
1 1999 2 4 272868 0.111913 0.064 216
1 1999 2 5 116722 0.21244 0.116 269
1 1999 2 6 113266 0.347518 0.157 317
1 1999 2 7 39872 0.545163 0.237 369
1 1999 2 8 39856 0.868119 0.354 428
1 1999 2 9 8392 1.63364 0.626 528
1 1999 2 10 1888 2.77528 1.006 629
1 1999 2 11 522 4.79365 1.598 746
1 1999 3 0 -1 -1 0 -1
1 1999 3 1 2.13621e+06 0.003558 0.001 50
1 1999 3 2 256594 0.023439 0.018 126
1 1999 3 3 309546 0.054674 0.041 170
1 1999 3 4 329792 0.112119 0.08 217
1 1999 3 5 115839 0.211605 0.143 269
1 1999 3 6 114576 0.349751 0.258 318
1 1999 3 7 44394 0.545422 0.386 369
1 1999 3 8 44797 0.868877 0.581 429
1 1999 3 9 9245 1.62583 1.015 527
1 1999 3 10 1850 2.76716 1.634 628
1 1999 3 11 476 4.77151 2.598 745
1 1999 4 0 -1 -1 0 -1
1 1999 4 1 1.01889e+06 0.003558 0.001 50
1 1999 4 2 646512 0.016271 0.013 111
1 1999 4 3 190548 0.055404 0.042 171
1 1999 4 4 311054 0.115412 0.082 219
1 1999 4 5 131820 0.211033 0.143 269
1 1999 4 6 116864 0.349343 0.241 318
1 1999 4 7 47688 0.546282 0.361 369
1 1999 4 8 51530 0.871264 0.544 429
1 1999 4 9 10964 1.62445 0.95 527
1 1999 4 10 2055 2.75895 1.529 628
1 1999 4 11 492 4.75153 2.422 744
1 2000 1 1 257264 0.003493 0.001 50
1 2000 1 2 779010 0.019815 0.012 119
1 2000 1 3 244272 0.051312 0.037 168
1 2000 1 4 247336 0.11419 0.088 220
